Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA,week,year,game_id
1.0,2:48,,,TEN 35,3.0,7.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,123
1.0,2:48,1.0,10.0,PIT 25,3.0,7.0,Jaylen Warren left guard for 2 yards (tackle by Azeez Al-Shaair),0.61,0.33,9.0,2023,123
1.0,2:13,2.0,8.0,PIT 27,3.0,7.0,Kenny Pickett pass incomplete short right intended for Connor Heyward,0.33,-0.36,9.0,2023,123
1.0,2:07,3.0,8.0,PIT 27,3.0,7.0,Kenny Pickett pass incomplete short right intended for George Pickens,-0.36,-1.57,9.0,2023,123
1.0,2:03,4.0,8.0,PIT 27,3.0,7.0,"Pressley Harvin punts 54 yards, returned by Eric Garror for -1 yards (tackle by Miles Boykin)",-1.57,-0.04,9.0,2023,123
1.0,1:53,1.0,10.0,TEN 18,3.0,7.0,"Derrick Henry for no gain. Penalty on Nicholas Petit-Frere: Offensive Holding, 9 yards (accepted) (no play)",0.04,-0.72,9.0,2023,123
1.0,1:30,1.0,19.0,TEN 9,3.0,7.0,"Derrick Henry for no gain. Penalty on Chigoziem Okonkwo: Offensive Holding, 4 yards (accepted) (no play)",-0.72,-0.87,9.0,2023,123
1.0,0:58,1.0,23.0,TEN 5,3.0,7.0,Will Levis pass complete short middle to DeAndre Hopkins for 29 yards (tackle by Keanu Neal),-0.87,1.2,9.0,2023,123
1.0,0:28,1.0,10.0,TEN 34,3.0,7.0,"Penalty on Nick Westbrook-Ikhine: False Start, 5 yards (accepted) (no play)",1.2,0.87,9.0,2023,123
1.0,0:10,1.0,15.0,TEN 29,3.0,7.0,Will Levis pass complete short middle to Kyle Philips for 11 yards (tackle by Keanu Neal and Elandon Roberts),0.87,1.47,9.0,2023,123
2.0,15:00,2.0,4.0,TEN 40,3.0,7.0,Will Levis sacked by Alex Highsmith for -4 yards,1.47,0.23,9.0,2023,123
2.0,14:17,3.0,8.0,TEN 36,3.0,7.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins,0.23,-0.98,9.0,2023,123
2.0,14:11,4.0,8.0,TEN 36,3.0,7.0,"Ryan Stonehouse punts 59 yards, returned by Calvin Austin for 12 yards (tackle by Anthony Kendall and Monty Rice)",-0.98,0.06,9.0,2023,123
2.0,13:59,1.0,10.0,PIT 17,3.0,7.0,Najee Harris left tackle for 2 yards (tackle by Jack Gibbens),-0.06,-0.25,9.0,2023,123
2.0,13:25,2.0,8.0,PIT 19,3.0,7.0,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Kristian Fulton),-0.25,-1.0,9.0,2023,123
2.0,13:20,3.0,8.0,PIT 19,3.0,7.0,Kenny Pickett pass incomplete deep middle intended for Calvin Austin (defended by Azeez Al-Shaair),-1.0,-2.14,9.0,2023,123
2.0,13:14,4.0,8.0,PIT 19,3.0,7.0,"Pressley Harvin punts 62 yards, returned by Eric Garror for 8 yards (tackle by Connor Heyward)",-2.14,-0.74,9.0,2023,123
2.0,13:01,1.0,10.0,TEN 27,3.0,7.0,Will Levis pass complete short left to DeAndre Hopkins for 17 yards (tackle by Joey Porter),0.74,1.86,9.0,2023,123
2.0,12:18,1.0,10.0,TEN 44,3.0,7.0,Derrick Henry left tackle for 4 yards (tackle by Keeanu Benton),1.86,1.86,9.0,2023,123
2.0,11:51,2.0,6.0,TEN 48,3.0,7.0,Will Levis sacked by Markus Golden for -7 yards,1.86,0.23,9.0,2023,123
2.0,11:10,3.0,13.0,TEN 41,3.0,7.0,Will Levis pass complete deep right to Nick Westbrook-Ikhine for 23 yards,0.23,3.18,9.0,2023,123
2.0,10:45,1.0,10.0,PIT 36,3.0,7.0,Derrick Henry left end for 3 yards (tackle by Alex Highsmith and Keanu Neal),3.18,3.04,9.0,2023,123
2.0,10:03,2.0,7.0,PIT 33,3.0,7.0,Derrick Henry left guard for 4 yards (tackle by Isaiahh Loudermilk and Elandon Roberts),3.04,2.87,9.0,2023,123
2.0,9:33,3.0,3.0,PIT 29,3.0,7.0,Will Levis pass complete short left to DeAndre Hopkins for 5 yards (tackle by Patrick Peterson),2.87,3.97,9.0,2023,123
2.0,8:43,1.0,10.0,PIT 24,3.0,7.0,Derrick Henry up the middle for 15 yards (tackle by Damontae Kazee),3.97,5.14,9.0,2023,123
2.0,8:01,1.0,9.0,PIT 9,3.0,7.0,Derrick Henry right tackle for 5 yards (tackle by Keeanu Benton),5.14,5.34,9.0,2023,123
2.0,7:23,2.0,4.0,PIT 4,3.0,7.0,Will Levis scrambles right tackle for 2 yards (tackle by T.J. Watt),5.34,4.95,9.0,2023,123
2.0,6:40,3.0,2.0,PIT 2,9.0,7.0,"Derrick Henry left tackle for 2 yards, touchdown",4.95,7.0,9.0,2023,123
2.0,6:35,,,PIT 15,10.0,7.0,Nick Folk kicks extra point good,0.0,0.0,9.0,2023,123
2.0,6:35,,,TEN 35,10.0,7.0,"Nick Folk kicks off 60 yards, returned by Godwin Igwebuike for 19 yards (tackle by Monty Rice and Anthony Kendall)",0.0,0.54,9.0,2023,123
2.0,6:28,1.0,10.0,PIT 24,10.0,7.0,Najee Harris right tackle for 9 yards (tackle by Amani Hooker),0.54,1.21,9.0,2023,123
2.0,5:55,2.0,1.0,PIT 33,10.0,7.0,Najee Harris right guard for 2 yards (tackle by Jack Gibbens and Elijah Molden),1.21,1.27,9.0,2023,123
2.0,5:14,1.0,10.0,PIT 35,10.0,7.0,Kenny Pickett pass complete short right to Diontae Johnson for 8 yards (tackle by Jack Gibbens),1.27,1.8,9.0,2023,123
2.0,4:34,2.0,2.0,PIT 43,10.0,7.0,Kenny Pickett pass complete short left to Diontae Johnson for 6 yards (tackle by Amani Hooker),1.8,2.19,9.0,2023,123
2.0,3:56,1.0,10.0,PIT 49,10.0,7.0,"Kenny Pickett pass incomplete intended for Connor Heyward. Penalty on Jeffery Simmons: Roughing the Passer, 15 yards (accepted) (no play)",2.19,3.18,9.0,2023,123
2.0,3:48,1.0,10.0,TEN 36,10.0,7.0,Jaylen Warren left guard for 15 yards (tackle by Elijah Molden),3.18,4.17,9.0,2023,123
2.0,3:10,1.0,10.0,TEN 21,10.0,7.0,Jaylen Warren left end for 14 yards (tackle by Terrell Edmunds),4.17,5.6,9.0,2023,123
2.0,2:28,1.0,7.0,TEN 7,10.0,7.0,Najee Harris left guard for -1 yards (tackle by Kyle Peko and Jeffery Simmons),5.6,4.57,9.0,2023,123
2.0,2:00,2.0,8.0,TEN 8,10.0,7.0,Kenny Pickett pass complete short left to George Pickens for 2 yards (tackle by Kristian Fulton and Elijah Molden),4.57,4.04,9.0,2023,123
2.0,1:24,3.0,6.0,TEN 6,10.0,7.0,"Penalty on PIT: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",4.04,3.12,9.0,2023,123
2.0,1:24,3.0,11.0,TEN 11,10.0,7.0,Kenny Pickett pass incomplete short right intended for Allen Robinson,3.12,2.7,9.0,2023,123
2.0,1:19,4.0,11.0,TEN 11,10.0,10.0,Chris Boswell 29 yard field goal good,2.7,3.0,9.0,2023,123
2.0,1:16,,,PIT 35,10.0,10.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,123
2.0,1:16,1.0,10.0,TEN 25,10.0,10.0,Will Levis pass complete short left to Tyjae Spears for 2 yards (tackle by Joey Porter),0.61,0.33,9.0,2023,123
2.0,0:49,2.0,8.0,TEN 27,10.0,10.0,Will Levis pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Kwon Alexander),0.33,1.33,9.0,2023,123
2.0,0:48,,,,,,Timeout #1 by Tennessee Titans,,,9.0,2023,123
2.0,0:48,1.0,10.0,TEN 36,10.0,10.0,Will Levis pass complete deep left to Kyle Philips for 24 yards (tackle by Patrick Peterson),1.33,2.92,9.0,2023,123
2.0,0:42,,,,,,Timeout #2 by Tennessee Titans,,,9.0,2023,123
2.0,0:42,1.0,10.0,PIT 40,10.0,10.0,Will Levis pass complete deep right to Kyle Philips for 21 yards,2.92,4.31,9.0,2023,123
2.0,0:35,1.0,10.0,PIT 19,10.0,10.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins,4.31,3.75,9.0,2023,123
2.0,0:30,2.0,10.0,PIT 19,10.0,10.0,Will Levis pass incomplete deep right intended for Tyjae Spears,3.75,3.03,9.0,2023,123
2.0,0:25,3.0,10.0,PIT 19,10.0,10.0,Tyjae Spears up the middle for 1 yard (tackle by Cameron Heyward and Alex Highsmith),3.03,2.25,9.0,2023,123
2.0,0:03,,,,,,Timeout #3 by Tennessee Titans,,,9.0,2023,123
2.0,0:03,4.0,9.0,PIT 18,13.0,10.0,Nick Folk 36 yard field goal good,2.25,3.0,9.0,2023,123
3.0,15:00,,,PIT 35,13.0,10.0,"Chris Boswell kicks off 58 yards,",0.0,0.61,9.0,2023,123
3.0,15:00,1.0,10.0,TEN 25,13.0,10.0,Derrick Henry right tackle for 2 yards (tackle by Larry Ogunjobi),0.61,0.33,9.0,2023,123
3.0,14:21,2.0,8.0,TEN 27,13.0,10.0,Will Levis pass incomplete short right intended for DeAndre Hopkins,0.33,-0.36,9.0,2023,123
3.0,14:16,3.0,8.0,TEN 27,13.0,10.0,Will Levis pass incomplete short left intended for DeAndre Hopkins (defended by Patrick Peterson),-0.36,-1.57,9.0,2023,123
3.0,14:10,4.0,8.0,TEN 27,13.0,10.0,"Ryan Stonehouse punts 61 yards, returned by Calvin Austin for 1 yard (tackle by Matthew Jackson and Kevin Rader)",-1.57,0.32,9.0,2023,123
3.0,13:58,1.0,10.0,PIT 13,13.0,10.0,Najee Harris left tackle for 3 yards (tackle by Terrell Edmunds),-0.32,-0.44,9.0,2023,123
3.0,13:17,2.0,7.0,PIT 16,13.0,10.0,Najee Harris right tackle for 25 yards (tackle by Arden Key),-0.44,1.66,9.0,2023,123
3.0,12:31,1.0,10.0,PIT 41,13.0,10.0,Kenny Pickett pass complete short right to Jaylen Warren for 7 yards (tackle by Azeez Al-Shaair and Tre Avery),1.66,2.07,9.0,2023,123
3.0,11:53,2.0,3.0,PIT 48,13.0,10.0,Jaylen Warren right guard for 1 yard (tackle by Azeez Al-Shaair and Jeffery Simmons),2.07,1.49,9.0,2023,123
3.0,11:15,3.0,2.0,PIT 49,13.0,10.0,Kenny Pickett pass complete short right to Najee Harris for 4 yards (tackle by Tre Avery and Azeez Al-Shaair),1.49,2.46,9.0,2023,123
3.0,10:36,1.0,10.0,TEN 47,13.0,10.0,Kenny Pickett pass incomplete short right intended for Najee Harris,2.46,1.91,9.0,2023,123
3.0,10:30,2.0,10.0,TEN 47,13.0,10.0,Jaylen Warren right guard for 2 yards (tackle by Elijah Molden),1.91,1.49,9.0,2023,123
3.0,9:51,3.0,8.0,TEN 45,13.0,10.0,"Kenny Pickett pass incomplete intended for Connor Heyward. Penalty on Elijah Molden: Illegal Contact, 5 yards (accepted) (no play)",1.49,2.92,9.0,2023,123
3.0,9:45,1.0,10.0,TEN 40,13.0,10.0,Najee Harris up the middle for 3 yards (tackle by Naquan Jones and Trevis Gipson),2.92,2.78,9.0,2023,123
3.0,9:07,2.0,7.0,TEN 37,13.0,10.0,Kenny Pickett pass complete short right to Darnell Washington for 7 yards (tackle by Azeez Al-Shaair and Harold Landry),2.78,3.58,9.0,2023,123
3.0,8:24,,,,,,Timeout #1 by Pittsburgh Steelers,,,9.0,2023,123
3.0,8:24,1.0,10.0,TEN 30,13.0,10.0,Kenny Pickett pass complete short left to Najee Harris for 3 yards (tackle by Kristian Fulton and Trevis Gipson),3.58,3.44,9.0,2023,123
3.0,7:44,2.0,7.0,TEN 27,13.0,10.0,Calvin Austin left end for 8 yards (tackle by Kristian Fulton),3.44,4.31,9.0,2023,123
3.0,7:06,1.0,10.0,TEN 19,13.0,10.0,Najee Harris left guard for -2 yards (tackle by Jeffery Simmons and Trevis Gipson),4.31,3.49,9.0,2023,123
3.0,6:32,2.0,12.0,TEN 21,13.0,10.0,Kenny Pickett pass complete short left to Jaylen Warren for 9 yards (tackle by Jack Gibbens),3.49,4.19,9.0,2023,123
3.0,5:44,3.0,3.0,TEN 12,13.0,10.0,"Kenny Pickett pass complete to George Pickens for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kenny Pickett pass incomplete short right intended for George Pickens",4.19,2.73,9.0,2023,123
3.0,5:44,4.0,3.0,TEN 12,13.0,13.0,Chris Boswell 30 yard field goal good,2.73,3.0,9.0,2023,123
3.0,5:41,,,PIT 35,13.0,13.0,"Chris Boswell kicks off 60 yards,",0.0,0.61,9.0,2023,123
3.0,5:41,1.0,10.0,TEN 25,13.0,13.0,Derrick Henry right guard for 5 yards (tackle by Elandon Roberts),0.61,0.74,9.0,2023,123
3.0,5:12,2.0,5.0,TEN 30,13.0,13.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Joey Porter),0.74,0.04,9.0,2023,123
3.0,5:04,3.0,5.0,TEN 30,13.0,13.0,"Will Levis pass incomplete. Penalty on Patrick Peterson: Illegal Contact, 5 yards (accepted) (no play)",0.04,1.27,9.0,2023,123
3.0,4:52,1.0,10.0,TEN 35,13.0,13.0,Derrick Henry right guard for 11 yards (tackle by Damontae Kazee),1.27,1.99,9.0,2023,123
3.0,4:11,1.0,10.0,TEN 46,13.0,13.0,Tyjae Spears left guard for 6 yards (tackle by Isaiahh Loudermilk and Elandon Roberts),1.99,2.26,9.0,2023,123
3.0,3:30,2.0,4.0,PIT 48,13.0,13.0,Will Levis pass complete short left to Derrick Henry for 23 yards (tackle by Elandon Roberts),2.26,3.91,9.0,2023,123
3.0,2:44,1.0,10.0,PIT 25,13.0,13.0,Derrick Henry up the middle for 1 yard (tackle by T.J. Watt and Keanu Neal),3.91,3.5,9.0,2023,123
3.0,1:49,2.0,9.0,PIT 24,13.0,13.0,Will Levis pass complete short right to Treylon Burks for 2 yards (tackle by Damontae Kazee),3.5,3.07,9.0,2023,123
3.0,1:06,3.0,7.0,PIT 22,13.0,13.0,Will Levis pass complete short right to Tyjae Spears for -8 yards (tackle by Cameron Heyward),3.07,1.41,9.0,2023,123
3.0,0:24,4.0,15.0,PIT 30,16.0,13.0,Nick Folk 48 yard field goal good,1.41,3.0,9.0,2023,123
3.0,0:19,,,TEN 35,16.0,13.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,9.0,2023,123
3.0,0:19,1.0,10.0,PIT 25,16.0,13.0,Kenny Pickett pass complete short right to Connor Heyward for 5 yards (tackle by Tre Avery),0.61,0.74,9.0,2023,123
4.0,15:00,2.0,5.0,PIT 30,16.0,13.0,Najee Harris left tackle for 2 yards (tackle by Jeffery Simmons),0.74,0.3,9.0,2023,123
4.0,14:38,3.0,3.0,PIT 32,16.0,13.0,Kenny Pickett pass complete short left to Diontae Johnson for 9 yards (tackle by Kristian Fulton),0.3,1.66,9.0,2023,123
4.0,14:02,1.0,10.0,PIT 41,16.0,13.0,Jaylen Warren right guard for 6 yards (tackle by Amani Hooker and Denico Autry),1.66,1.93,9.0,2023,123
4.0,13:25,2.0,4.0,PIT 47,16.0,13.0,Kenny Pickett pass complete short left to George Pickens for -3 yards (tackle by Kristian Fulton),1.93,0.83,9.0,2023,123
4.0,12:43,3.0,7.0,PIT 44,16.0,13.0,Kenny Pickett pass incomplete short left,0.83,-0.46,9.0,2023,123
4.0,12:38,4.0,7.0,PIT 44,16.0,13.0,Pressley Harvin punts 48 yards downed by Miles Killebrew,-0.46,0.38,9.0,2023,123
4.0,12:25,1.0,10.0,TEN 8,16.0,13.0,Will Levis pass complete deep left to Treylon Burks for 21 yards,-0.38,0.87,9.0,2023,123
4.0,11:39,1.0,10.0,TEN 29,16.0,13.0,Derrick Henry up the middle for 3 yards (tackle by Damontae Kazee and Cameron Heyward),0.87,0.73,9.0,2023,123
4.0,11:02,2.0,7.0,TEN 32,16.0,13.0,Derrick Henry left tackle for 7 yards (tackle by Keanu Neal),0.73,1.53,9.0,2023,123
4.0,10:17,1.0,10.0,TEN 39,16.0,13.0,Will Levis pass incomplete short left,1.53,0.99,9.0,2023,123
4.0,10:13,2.0,10.0,TEN 39,16.0,13.0,Will Levis pass complete short right to Tyjae Spears for 2 yards (tackle by Keanu Neal and Elandon Roberts),0.99,0.56,9.0,2023,123
4.0,9:27,3.0,8.0,TEN 41,16.0,13.0,Will Levis pass incomplete short left intended for Tyjae Spears,0.56,-0.65,9.0,2023,123
4.0,9:21,4.0,8.0,TEN 41,16.0,13.0,"Ryan Stonehouse punts 51 yards, fair catch by Calvin Austin at PIT-8",-0.65,0.38,9.0,2023,123
4.0,9:13,1.0,10.0,PIT 8,16.0,13.0,Najee Harris left guard for 7 yards (tackle by Jeffery Simmons),-0.38,-0.21,9.0,2023,123
4.0,8:38,2.0,3.0,PIT 15,16.0,13.0,Najee Harris right tackle for 4 yards (tackle by Arden Key and Jack Gibbens),-0.21,0.15,9.0,2023,123
4.0,7:55,1.0,10.0,PIT 19,16.0,13.0,Kenny Pickett pass complete short right to Miles Boykin for 6 yards (tackle by Tre Avery),0.15,0.48,9.0,2023,123
4.0,7:14,2.0,4.0,PIT 25,16.0,13.0,Jaylen Warren up the middle for 3 yards (tackle by Azeez Al-Shaair and Denico Autry),0.48,0.1,9.0,2023,123
4.0,6:23,3.0,1.0,PIT 28,16.0,13.0,Jaylen Warren left end for 13 yards (tackle by Elijah Molden),0.1,1.66,9.0,2023,123
4.0,5:49,1.0,10.0,PIT 41,16.0,13.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson,1.66,1.12,9.0,2023,123
4.0,5:43,2.0,10.0,PIT 41,16.0,13.0,Najee Harris up the middle for 4 yards (tackle by Azeez Al-Shaair and Trevis Gipson),1.12,0.96,9.0,2023,123
4.0,5:07,3.0,6.0,PIT 45,16.0,13.0,Kenny Pickett pass complete deep right to Diontae Johnson for 32 yards (tackle by Terrell Edmunds),0.96,4.04,9.0,2023,123
4.0,4:59,1.0,10.0,TEN 23,16.0,13.0,Jaylen Warren right tackle for 22 yards (tackle by Amani Hooker),4.04,6.97,9.0,2023,123
4.0,4:52,1.0,1.0,TEN 1,16.0,13.0,Najee Harris up the middle for no gain (tackle by Jeffery Simmons),6.97,5.91,9.0,2023,123
4.0,4:10,2.0,1.0,TEN 1,16.0,13.0,"Penalty on James Daniels: False Start, 5 yards (accepted) (no play)",5.91,4.95,9.0,2023,123
4.0,4:06,2.0,6.0,TEN 6,16.0,13.0,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on Eric Garror: Defensive Holding, 3 yards (accepted) (no play)",4.95,6.51,9.0,2023,123
4.0,4:06,1.0,3.0,TEN 3,16.0,19.0,"Kenny Pickett pass complete short right to Diontae Johnson for 3 yards, touchdown",6.51,7.0,9.0,2023,123
4.0,4:02,,,TEN 15,16.0,20.0,Chris Boswell kicks extra point good,0.0,0.0,9.0,2023,123
4.0,4:02,,,PIT 35,16.0,20.0,"Penalty on Broderick Jones: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,9.0,2023,123
4.0,4:02,,,PIT 20,16.0,20.0,"Chris Boswell kicks off 61 yards, returned by Tyjae Spears for 29 yards (tackle by Chandon Sullivan)",0.0,2.13,9.0,2023,123
4.0,3:56,1.0,10.0,TEN 48,16.0,20.0,Treylon Burks left end for 5 yards (tackle by Cameron Heyward),2.13,2.26,9.0,2023,123
4.0,3:49,2.0,5.0,PIT 47,16.0,20.0,Derrick Henry left tackle for 1 yard (tackle by Elandon Roberts),2.26,1.68,9.0,2023,123
4.0,3:04,3.0,4.0,PIT 46,16.0,20.0,Tyjae Spears left guard for no gain (tackle by Patrick Peterson),1.68,0.2,9.0,2023,123
4.0,2:14,4.0,4.0,PIT 46,16.0,20.0,Will Levis pass incomplete deep left intended for Treylon Burks (defended by Levi Wallace),0.2,-2.06,9.0,2023,123
4.0,2:06,1.0,10.0,PIT 47,16.0,20.0,Najee Harris up the middle for -3 yards (tackle by Teair Tart),2.06,1.11,9.0,2023,123
4.0,2:00,2.0,13.0,PIT 44,16.0,20.0,Calvin Austin right end for 2 yards (tackle by Amani Hooker),1.11,0.7,9.0,2023,123
4.0,1:56,,,,,,Timeout #1 by Tennessee Titans,,,9.0,2023,123
4.0,1:56,3.0,11.0,PIT 46,16.0,20.0,Jaylen Warren right tackle for 3 yards (tackle by Jeffery Simmons and Azeez Al-Shaair),0.7,-0.13,9.0,2023,123
4.0,1:50,,,,,,Timeout #2 by Tennessee Titans,,,9.0,2023,123
4.0,1:50,4.0,8.0,PIT 49,16.0,20.0,"Pressley Harvin punts 36 yards, fair catch by Eric Garror at TEN-15",-0.13,0.22,9.0,2023,123
4.0,1:44,1.0,10.0,TEN 15,16.0,20.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Levi Wallace),-0.22,-0.71,9.0,2023,123
4.0,1:39,2.0,10.0,TEN 15,16.0,20.0,Will Levis pass complete short left to Kyle Philips for 12 yards (tackle by Darius Rush),-0.71,0.74,9.0,2023,123
4.0,1:20,1.0,10.0,TEN 27,16.0,20.0,Will Levis sacked by Alex Highsmith for -8 yards,0.74,-0.94,9.0,2023,123
4.0,1:17,,,,,,Timeout #3 by Tennessee Titans,,,9.0,2023,123
4.0,1:17,2.0,18.0,TEN 19,16.0,20.0,Will Levis pass complete short right to Chigoziem Okonkwo for 11 yards (tackle by DeMarvin Leal),-0.94,-0.1,9.0,2023,123
4.0,0:54,3.0,7.0,TEN 30,16.0,20.0,Will Levis pass incomplete short middle intended for Kyle Philips,-0.1,-1.37,9.0,2023,123
4.0,0:53,,,,,,Timeout #2 by Pittsburgh Steelers,,,9.0,2023,123
4.0,0:53,4.0,7.0,TEN 30,16.0,20.0,"Will Levis pass incomplete short middle intended for DeAndre Hopkins. Penalty on Joey Porter: Defensive Holding, 5 yards (accepted) (no play)",-1.37,1.27,9.0,2023,123
4.0,0:49,1.0,10.0,TEN 35,16.0,20.0,Will Levis pass incomplete deep right intended for Chris Moore,1.27,0.72,9.0,2023,123
