Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA,week,year,game_id
1.0,8:16,2.0,9.0,CIN 34,0.0,0.0,"Nick Chubb left tackle for no gain (tackle by Logan Wilson). Penalty on Jedrick Wills: Offensive Holding, 10 yards (accepted) (no play)",2.84,1.49,8.0,2022,123
1.0,7:55,2.0,19.0,CIN 44,0.0,0.0,Jacoby Brissett sacked by and Trey Hendrickson for no gain and Sam Hubbard for no gain,1.49,0.83,8.0,2022,123
1.0,7:07,3.0,19.0,CIN 44,0.0,0.0,Jacoby Brissett pass complete short right to Kareem Hunt for 9 yards (tackle by Vonn Bell),0.83,0.97,8.0,2022,123
1.0,6:23,4.0,10.0,CIN 35,0.0,0.0,Cade York 53 yard field goal no good blocked by B.J. Hill,0.97,-1.8,8.0,2022,123
1.0,6:10,1.0,10.0,CIN 43,0.0,0.0,Joe Burrow pass complete short right to Joe Mixon for 2 yards (tackle by Sione Takitaki),1.8,1.52,8.0,2022,123
1.0,5:36,2.0,8.0,CIN 45,0.0,0.0,Joe Burrow pass complete short right to Joe Mixon for -2 yards (tackle by Sione Takitaki),1.52,0.56,8.0,2022,123
1.0,4:54,3.0,10.0,CIN 43,0.0,0.0,Joe Burrow pass complete short left to Tyler Boyd for 11 yards,0.56,2.52,8.0,2022,123
1.0,4:19,1.0,10.0,CLE 46,0.0,0.0,Joe Mixon left tackle for no gain (tackle by Grant Delpit and Martin Emerson),2.52,1.98,8.0,2022,123
1.0,3:35,2.0,10.0,CLE 46,0.0,0.0,Joe Burrow pass complete short left to Samaje Perine for no gain (tackle by Martin Emerson and Sione Takitaki),1.98,1.29,8.0,2022,123
1.0,2:52,3.0,10.0,CLE 46,0.0,0.0,Joe Burrow sacked by Myles Garrett for -8 yards,1.29,-0.32,8.0,2022,123
1.0,2:15,4.0,18.0,CIN 46,0.0,0.0,Kevin Huber punts 23 yards out of bounds,-0.32,-1.0,8.0,2022,123
1.0,2:08,1.0,10.0,CLE 31,0.0,0.0,Jacoby Brissett pass complete short right to David Bell for 13 yards (tackle by Cam Taylor-Britt),1.0,1.86,8.0,2022,123
1.0,1:38,1.0,10.0,CLE 44,0.0,0.0,Amari Cooper pass deep right intended for Michael Woods is intercepted by Vonn Bell at CIN-38 and returned for 10 yards,1.86,-2.13,8.0,2022,123
1.0,1:30,1.0,10.0,CIN 48,0.0,0.0,Joe Mixon right guard for 2 yards (tackle by Taven Bryan and Sione Takitaki),2.13,1.85,8.0,2022,123
1.0,0:50,2.0,8.0,CLE 50,0.0,0.0,Joe Burrow pass incomplete short middle intended for Mike Thomas,1.85,1.16,8.0,2022,123
1.0,0:45,3.0,8.0,CLE 50,0.0,0.0,Joe Burrow pass complete short left to Samaje Perine for 4 yards (tackle by John Johnson),1.16,0.2,8.0,2022,123
2.0,15:00,4.0,4.0,CLE 46,0.0,0.0,"Kevin Huber punts 33 yards, fair catch by Donovan Peoples-Jones at CLE-13",0.2,0.32,8.0,2022,123
2.0,14:54,1.0,10.0,CLE 13,0.0,0.0,Kareem Hunt left tackle for 9 yards (tackle by Zachary Carter and Jessie Bates),-0.32,0.49,8.0,2022,123
2.0,14:14,2.0,1.0,CLE 22,0.0,0.0,Jacoby Brissett up the middle for 3 yards (tackle by Germaine Pratt and Trey Hendrickson),0.49,0.61,8.0,2022,123
2.0,13:44,1.0,10.0,CLE 25,0.0,0.0,Kareem Hunt right guard for -1 yards (tackle by Sam Hubbard and Trey Hendrickson),0.61,-0.07,8.0,2022,123
2.0,13:17,2.0,11.0,CLE 24,0.0,0.0,Jacoby Brissett pass complete short right to Kareem Hunt for 4 yards (tackle by Cam Taylor-Britt and Sam Hubbard),-0.07,-0.23,8.0,2022,123
2.0,12:35,3.0,7.0,CLE 28,0.0,0.0,"Jacoby Brissett pass complete deep middle to Amari Cooper for 17 yards (tackle by Chidobe Awuzie) CIN challenged the pass completion ruling, and the original play was overturned. Jacoby Brissett pass incomplete deep middle intended for Amari Cooper",-0.23,-1.5,8.0,2022,123
2.0,12:31,4.0,7.0,CLE 28,0.0,0.0,"Corey Bojorquez punts 57 yards, returned by Trent Taylor for 15 yards (tackle by Tony Fields and John Johnson)",-1.5,-0.94,8.0,2022,123
2.0,12:20,1.0,10.0,CIN 30,0.0,0.0,Joe Burrow pass complete short left to Tee Higgins for 3 yards (tackle by Sione Takitaki),0.94,0.8,8.0,2022,123
2.0,11:42,2.0,7.0,CIN 33,0.0,0.0,Joe Burrow pass complete short middle to Trent Taylor for 5 yards (tackle by Jordan Kunaszyk),0.8,0.76,8.0,2022,123
2.0,11:01,3.0,2.0,CIN 38,0.0,0.0,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Martin Emerson),0.76,-0.85,8.0,2022,123
2.0,10:56,4.0,2.0,CIN 38,0.0,0.0,"Kevin Huber punts 40 yards, fair catch by Donovan Peoples-Jones at CLE-22",-0.85,-0.41,8.0,2022,123
2.0,10:49,1.0,10.0,CLE 22,0.0,0.0,Nick Chubb right tackle for 2 yards (tackle by Germaine Pratt and Joseph Ossai),0.41,0.14,8.0,2022,123
2.0,10:11,2.0,8.0,CLE 24,0.0,0.0,Kareem Hunt left end for 3 yards (tackle by Logan Wilson and Joseph Ossai),0.14,-0.16,8.0,2022,123
2.0,9:24,3.0,5.0,CLE 27,0.0,0.0,Jacoby Brissett pass complete deep right to Amari Cooper for 29 yards (tackle by Sam Hubbard),-0.16,2.65,8.0,2022,123
2.0,8:48,1.0,10.0,CIN 44,0.0,0.0,Nick Chubb right guard for 8 yards (tackle by Mike Hilton),2.65,3.19,8.0,2022,123
2.0,8:18,2.0,2.0,CIN 36,0.0,0.0,Nick Chubb right guard for 4 yards (tackle by Chidobe Awuzie),3.19,3.45,8.0,2022,123
2.0,7:37,1.0,10.0,CIN 32,0.0,0.0,Nick Chubb right guard for no gain (tackle by Jessie Bates and Cameron Sample),3.45,2.9,8.0,2022,123
2.0,6:58,2.0,10.0,CIN 32,0.0,0.0,Jacoby Brissett pass complete short right to Donovan Peoples-Jones for 6 yards (tackle by Cam Taylor-Britt),2.9,3.01,8.0,2022,123
2.0,6:17,3.0,4.0,CIN 26,0.0,0.0,Jacoby Brissett pass complete deep left to Amari Cooper for 18 yards (tackle by Mike Hilton),3.01,5.37,8.0,2022,123
2.0,5:37,1.0,8.0,CIN 8,0.0,0.0,Jacoby Brissett pass complete short left to Kareem Hunt for 5 yards (tackle by Germaine Pratt),5.37,5.53,8.0,2022,123
2.0,5:07,,,,,,Timeout #1 by Cleveland Browns,,,8.0,2022,123
2.0,5:07,2.0,3.0,CIN 3,0.0,6.0,"Nick Chubb right guard for 3 yards, touchdown",5.53,7.0,8.0,2022,123
2.0,5:04,,,CIN 15,0.0,6.0,"Penalty on CIN: Defensive Too Many Men on Field, 1 yard (accepted) (no play)",0.0,1.0,8.0,2022,123
2.0,5:04,,,CIN 1,0.0,8.0,"Two Point Attempt: Nick Chubb rushes, conversion succeeds.",1.0,1.0,8.0,2022,123
2.0,5:04,,,CLE 35,0.0,8.0,"Cade York kicks off 57 yards, returned by Chris Evans for 20 yards (tackle by David Bell and Jordan Kunaszyk)",0.0,0.81,8.0,2022,123
2.0,5:00,1.0,10.0,CIN 28,0.0,8.0,"Joe Burrow pass incomplete deep right intended for Tee Higgins. Penalty on Martin Emerson: Defensive Pass Interference, 16 yards (accepted) (no play)",0.81,1.86,8.0,2022,123
2.0,4:55,1.0,10.0,CIN 44,0.0,8.0,Joe Mixon right tackle for 4 yards (tackle by Jadeveon Clowney),1.86,1.86,8.0,2022,123
2.0,4:12,2.0,6.0,CIN 48,0.0,8.0,Samaje Perine left tackle for 7 yards (tackle by Greg Newsome),1.86,2.59,8.0,2022,123
2.0,3:34,1.0,10.0,CLE 45,0.0,8.0,"Joe Burrow sacked by Sione Takitaki for -5 yards. Joe Burrow fumbles (forced by Sione Takitaki), recovered by Tommy Togiai at CIN-47",2.59,-2.46,8.0,2022,123
2.0,3:25,1.0,10.0,CIN 47,0.0,8.0,Nick Chubb right tackle for 13 yards (tackle by Germaine Pratt),2.46,3.31,8.0,2022,123
2.0,2:53,1.0,10.0,CIN 34,0.0,8.0,Nick Chubb left tackle for 3 yards (tackle by Germaine Pratt and Trey Hendrickson),3.31,3.18,8.0,2022,123
2.0,2:18,2.0,7.0,CIN 31,0.0,8.0,"Penalty on Pharaoh Brown: False Start, 5 yards (accepted) (no play)",3.18,2.5,8.0,2022,123
2.0,2:00,2.0,12.0,CIN 36,0.0,8.0,Jacoby Brissett pass incomplete short left intended for Amari Cooper,2.5,1.82,8.0,2022,123
2.0,1:56,3.0,12.0,CIN 36,0.0,8.0,"Jacoby Brissett sacked by and Sam Hubbard for -10 yards and Vonn Bell for -10 yards. Jacoby Brissett fumbles (forced by Sam Hubbard), recovered by Akeem Davis-Gaither at CIN-46 and returned for 3 yards (tackle by Pharaoh Brown)",1.82,-2.19,8.0,2022,123
2.0,1:49,1.0,10.0,CIN 49,0.0,8.0,Joe Burrow pass complete short right to Joe Mixon for no gain (tackle by Martin Emerson),2.19,1.65,8.0,2022,123
2.0,1:24,2.0,10.0,CIN 49,0.0,8.0,Joe Burrow pass complete short middle to Hayden Hurst for 21 yards (tackle by Grant Delpit),1.65,3.58,8.0,2022,123
2.0,1:02,1.0,10.0,CLE 30,0.0,8.0,Joe Burrow pass complete short right to Tee Higgins for 5 yards (tackle by Martin Emerson),3.58,3.71,8.0,2022,123
2.0,1:00,2.0,5.0,CLE 25,0.0,8.0,Joe Burrow sacked by Isaiah Thomas for -9 yards,3.71,1.82,8.0,2022,123
2.0,0:53,,,,,,Timeout #1 by Cincinnati Bengals,,,8.0,2022,123
2.0,0:53,3.0,14.0,CLE 34,0.0,8.0,Joe Burrow pass complete short right to Samaje Perine for 6 yards (tackle by Deion Jones),1.82,1.5,8.0,2022,123
2.0,0:44,,,,,,Timeout #2 by Cleveland Browns,,,8.0,2022,123
2.0,0:44,4.0,9.0,CLE 29,0.0,8.0,Evan McPherson 47 yard field goal no good,1.5,-1.4,8.0,2022,123
2.0,0:40,1.0,10.0,CLE 37,0.0,8.0,Jacoby Brissett pass complete short middle to Kareem Hunt for 12 yards (tackle by Logan Wilson),1.4,2.19,8.0,2022,123
2.0,0:34,,,,,,Timeout #3 by Cleveland Browns,,,8.0,2022,123
2.0,0:34,1.0,10.0,CLE 49,0.0,8.0,Jacoby Brissett pass complete short middle to David Bell for 14 yards (tackle by Vonn Bell),2.19,3.12,8.0,2022,123
2.0,0:17,1.0,10.0,CIN 37,0.0,8.0,Jacoby Brissett spiked the ball,3.12,2.57,8.0,2022,123
2.0,0:16,2.0,10.0,CIN 37,0.0,8.0,Jacoby Brissett pass incomplete short right,2.57,1.88,8.0,2022,123
2.0,0:09,3.0,10.0,CIN 37,0.0,8.0,Jacoby Brissett pass incomplete short left,1.88,0.79,8.0,2022,123
2.0,0:04,4.0,10.0,CIN 37,0.0,11.0,Cade York 55 yard field goal good,0.79,3.0,8.0,2022,123
3.0,15:00,,,CIN 35,0.0,11.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,123
3.0,15:00,1.0,10.0,CLE 25,0.0,11.0,Nick Chubb left tackle for 5 yards (tackle by Tre Flowers),0.61,0.74,8.0,2022,123
3.0,14:34,2.0,5.0,CLE 30,0.0,11.0,Nick Chubb right tackle for 4 yards (tackle by B.J. Hill),0.74,0.56,8.0,2022,123
3.0,14:01,3.0,1.0,CLE 34,0.0,11.0,Jacoby Brissett right guard for 3 yards (tackle by Logan Wilson),0.56,1.4,8.0,2022,123
3.0,13:30,1.0,10.0,CLE 37,0.0,11.0,Nick Chubb left guard for no gain (tackle by Germaine Pratt and Zachary Carter),1.4,0.86,8.0,2022,123
3.0,12:55,2.0,10.0,CLE 37,0.0,11.0,Jacoby Brissett pass complete short right to Nick Chubb for 3 yards (tackle by Germaine Pratt),0.86,0.56,8.0,2022,123
3.0,12:29,3.0,7.0,CLE 40,0.0,11.0,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 26 yards (tackle by Cam Taylor-Britt),0.56,3.31,8.0,2022,123
3.0,11:47,1.0,10.0,CIN 34,0.0,11.0,Kareem Hunt right guard for 1 yard (tackle by Cameron Sample and Domenique Davis),3.31,2.91,8.0,2022,123
3.0,11:05,2.0,9.0,CIN 33,0.0,11.0,Kareem Hunt left guard for 3 yards (tackle by Logan Wilson and Domenique Davis),2.91,2.61,8.0,2022,123
3.0,10:21,3.0,6.0,CIN 30,0.0,11.0,Nick Chubb left tackle for 21 yards (tackle by Jessie Bates),2.61,5.14,8.0,2022,123
3.0,9:43,1.0,9.0,CIN 9,0.0,11.0,Nick Chubb left guard for 6 yards (tackle by Jessie Bates and Sam Hubbard),5.14,5.53,8.0,2022,123
3.0,9:05,2.0,3.0,CIN 3,0.0,17.0,"Jacoby Brissett scrambles for 3 yards, touchdown",5.53,7.0,8.0,2022,123
3.0,8:57,,,CIN 15,0.0,18.0,Cade York kicks extra point good,0.0,0.0,8.0,2022,123
3.0,8:57,,,CLE 35,0.0,18.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,123
3.0,8:57,1.0,10.0,CIN 25,0.0,18.0,Joe Mixon right guard for 4 yards (tackle by Sione Takitaki and Taven Bryan),0.61,0.6,8.0,2022,123
3.0,8:17,2.0,6.0,CIN 29,0.0,18.0,Joe Burrow pass incomplete short right intended for Joe Mixon,0.6,-0.1,8.0,2022,123
3.0,8:14,3.0,6.0,CIN 29,0.0,18.0,Joe Burrow sacked by Deion Jones for -9 yards,-0.1,-2.03,8.0,2022,123
3.0,7:36,4.0,15.0,CIN 20,0.0,18.0,"Kevin Huber punts 51 yards, returned by Donovan Peoples-Jones for 11 yards (tackle by Akeem Davis-Gaither and Michael Thomas)",-2.03,-1.6,8.0,2022,123
3.0,7:27,1.0,10.0,CLE 40,0.0,18.0,Kareem Hunt left guard for -1 yards (tackle by Mike Hilton and Sam Hubbard),1.6,0.92,8.0,2022,123
3.0,7:01,2.0,11.0,CLE 39,0.0,18.0,Jacoby Brissett pass complete short middle to Donovan Peoples-Jones for 12 yards (tackle by Logan Wilson),0.92,2.32,8.0,2022,123
3.0,6:31,1.0,10.0,CIN 49,0.0,18.0,Kareem Hunt left guard for no gain (tackle by Jessie Bates),2.32,1.78,8.0,2022,123
3.0,5:56,2.0,10.0,CIN 49,0.0,18.0,Kareem Hunt left tackle for 15 yards (tackle by Tre Flowers and Jessie Bates),1.78,3.31,8.0,2022,123
3.0,5:14,1.0,10.0,CIN 34,0.0,18.0,Kareem Hunt right tackle for no gain (tackle by Mike Hilton),3.31,2.77,8.0,2022,123
3.0,4:37,2.0,10.0,CIN 34,0.0,18.0,Jacoby Brissett pass complete deep right to Amari Cooper for 27 yards (tackle by Tre Flowers),2.77,5.6,8.0,2022,123
3.0,3:56,1.0,7.0,CIN 7,0.0,18.0,Kareem Hunt left tackle for 3 yards (tackle by Jessie Bates and Tre Flowers),5.6,5.34,8.0,2022,123
3.0,3:14,2.0,4.0,CIN 4,0.0,24.0,"Jacoby Brissett pass complete short left to Amari Cooper for 4 yards, touchdown",5.34,7.0,8.0,2022,123
3.0,3:10,,,CIN 15,0.0,25.0,Cade York kicks extra point good,0.0,0.0,8.0,2022,123
3.0,3:10,,,CLE 35,0.0,25.0,"Cade York kicks off 58 yards, returned by Chris Evans for 20 yards (tackle by Dakota Allen)",0.0,0.74,8.0,2022,123
3.0,3:05,1.0,10.0,CIN 27,0.0,25.0,Joe Burrow pass incomplete short middle intended for Trenton Irwin (defended by Tommy Togiai),0.74,0.2,8.0,2022,123
3.0,2:59,2.0,10.0,CIN 27,0.0,25.0,Joe Burrow pass complete short right to Hayden Hurst for 9 yards (tackle by Martin Emerson and Sione Takitaki),0.2,0.7,8.0,2022,123
3.0,2:15,3.0,1.0,CIN 36,0.0,25.0,"Joe Burrow scrambles right end for no gain (tackle by Taven Bryan). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",0.7,1.66,8.0,2022,123
3.0,1:51,1.0,10.0,CIN 41,0.0,25.0,Joe Burrow pass complete short middle to Trenton Irwin for 18 yards (tackle by Deion Jones and Isaiah Thomas),1.66,2.85,8.0,2022,123
3.0,1:11,1.0,10.0,CLE 41,0.0,25.0,Joe Mixon right guard for 6 yards (tackle by Grant Delpit and Jadeveon Clowney),2.85,3.12,8.0,2022,123
3.0,0:37,2.0,4.0,CLE 35,0.0,25.0,Joe Burrow pass complete short right to Joe Mixon for 11 yards (tackle by Martin Emerson and Sione Takitaki),3.12,3.97,8.0,2022,123
3.0,0:06,1.0,10.0,CLE 24,0.0,25.0,Joe Burrow pass incomplete short left intended for Joe Mixon (defended by Isaiah Thomas),3.97,3.43,8.0,2022,123
3.0,0:03,2.0,10.0,CLE 24,0.0,25.0,Joe Burrow pass complete short right to Trenton Irwin for 9 yards (tackle by Sione Takitaki and Taven Bryan),3.43,4.17,8.0,2022,123
4.0,15:00,3.0,1.0,CLE 15,0.0,25.0,Joe Burrow right guard for 2 yards (tackle by Isaac Rochell),4.17,4.71,8.0,2022,123
4.0,14:22,1.0,10.0,CLE 13,6.0,25.0,"Joe Burrow pass complete short right to Tyler Boyd for 13 yards, touchdown",4.71,7.0,8.0,2022,123
4.0,14:15,,,CLE 15,6.0,25.0,Evan McPherson kicks extra point no good,0.0,-1.0,8.0,2022,123
4.0,14:15,,,CIN 35,6.0,25.0,"Evan McPherson kicks off 59 yards, returned by Demetric Felton for 11 yards (tackle by Akeem Davis-Gaither and Clay Johnston)",0.0,-0.06,8.0,2022,123
4.0,14:10,1.0,10.0,CLE 17,6.0,25.0,Nick Chubb right guard for 6 yards (tackle by Logan Wilson and Jessie Bates),-0.06,0.35,8.0,2022,123
4.0,13:22,2.0,4.0,CLE 23,6.0,25.0,Nick Chubb left guard for 2 yards (tackle by Trey Hendrickson),0.35,-0.24,8.0,2022,123
4.0,12:41,3.0,2.0,CLE 25,6.0,25.0,Kareem Hunt right guard for 10 yards (tackle by Jessie Bates),-0.24,1.27,8.0,2022,123
4.0,11:56,1.0,10.0,CLE 35,6.0,25.0,Nick Chubb right guard for -1 yards (tackle by Zachary Carter),1.27,0.59,8.0,2022,123
4.0,11:11,2.0,11.0,CLE 34,6.0,25.0,Nick Chubb left tackle for 2 yards (tackle by Logan Wilson),0.59,0.17,8.0,2022,123
4.0,10:37,3.0,9.0,CLE 36,6.0,25.0,Jacoby Brissett pass complete deep left to Amari Cooper for 53 yards (tackle by Vonn Bell),0.17,4.84,8.0,2022,123
4.0,9:33,1.0,10.0,CIN 11,6.0,25.0,Nick Chubb left tackle for no gain (tackle by Joseph Ossai),4.84,4.14,8.0,2022,123
4.0,8:51,2.0,10.0,CIN 11,6.0,31.0,"Nick Chubb left guard for 11 yards, touchdown",4.14,7.0,8.0,2022,123
4.0,8:46,,,CIN 15,6.0,32.0,Cade York kicks extra point good,0.0,0.0,8.0,2022,123
4.0,8:46,,,CLE 35,6.0,32.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,123
4.0,8:46,1.0,10.0,CIN 25,6.0,32.0,Joe Burrow pass complete short left to Joe Mixon for 2 yards (tackle by Sione Takitaki),0.61,0.33,8.0,2022,123
4.0,8:16,2.0,8.0,CIN 27,6.0,32.0,"Joe Burrow pass complete short left to Hayden Hurst for 5 yards (tackle by Sione Takitaki). Penalty on Sione Takitaki: Unnecessary Roughness / Defense, 15 yards (accepted)",0.33,2.06,8.0,2022,123
4.0,7:58,1.0,10.0,CIN 47,6.0,32.0,Joe Mixon right guard for 5 yards (tackle by Jordan Kunaszyk and Isaiah Thomas),2.06,2.19,8.0,2022,123
4.0,7:21,2.0,5.0,CLE 48,6.0,32.0,Joe Burrow pass complete short right to Hayden Hurst for 7 yards (tackle by Greg Newsome),2.19,2.85,8.0,2022,123
4.0,6:48,1.0,10.0,CLE 41,12.0,32.0,"Joe Burrow pass complete deep left to Tee Higgins for 41 yards, touchdown",2.85,7.0,8.0,2022,123
4.0,6:40,,,CLE 15,13.0,32.0,Evan McPherson kicks extra point good,0.0,0.0,8.0,2022,123
4.0,6:40,,,CIN 35,13.0,32.0,"Evan McPherson kicks onside 10 yards, out of bounds",0.0,2.59,8.0,2022,123
4.0,6:40,1.0,10.0,CIN 45,13.0,32.0,Nick Chubb left tackle for 5 yards (tackle by B.J. Hill and Logan Wilson),2.59,2.72,8.0,2022,123
4.0,5:57,2.0,5.0,CIN 40,13.0,32.0,Nick Chubb left tackle for no gain (tackle by B.J. Hill),2.72,2.01,8.0,2022,123
4.0,5:47,,,,,,Timeout #1 by Cincinnati Bengals,,,8.0,2022,123
4.0,5:47,3.0,5.0,CIN 40,13.0,32.0,Nick Chubb left tackle for no gain (tackle by Sam Hubbard and Zachary Carter),2.01,0.59,8.0,2022,123
4.0,5:43,,,,,,Timeout #2 by Cincinnati Bengals,,,8.0,2022,123
4.0,5:43,4.0,5.0,CIN 40,13.0,32.0,"Penalty on CLE: Delay of Game, 5 yards (declined) (no play)",0.59,0.59,8.0,2022,123
4.0,5:43,4.0,5.0,CIN 40,13.0,32.0,Corey Bojorquez punts 10 yards out of bounds,0.59,-0.94,8.0,2022,123
4.0,5:37,1.0,10.0,CIN 30,13.0,32.0,Joe Burrow pass incomplete short right,0.94,0.39,8.0,2022,123
4.0,5:29,2.0,10.0,CIN 30,13.0,32.0,Joe Burrow sacked by and Taven Bryan for -8 yards and Myles Garrett for -8 yards,0.39,-1.35,8.0,2022,123
4.0,4:44,3.0,18.0,CIN 22,13.0,32.0,Joe Burrow pass complete short middle to Joe Mixon for 14 yards (tackle by Greedy Williams and Deion Jones),-1.35,-0.98,8.0,2022,123
4.0,4:07,4.0,4.0,CIN 36,13.0,32.0,Joe Burrow pass incomplete short right intended for Tyler Boyd (defended by Martin Emerson),-0.98,-3.18,8.0,2022,123
4.0,4:03,1.0,10.0,CIN 36,13.0,32.0,D'Ernest Johnson right tackle for 1 yard (tackle by Germaine Pratt and Jessie Bates),3.18,2.77,8.0,2022,123
4.0,3:19,2.0,9.0,CIN 35,13.0,32.0,D'Ernest Johnson left tackle for 7 yards (tackle by Daxton Hill),2.77,3.01,8.0,2022,123
4.0,3:08,,,,,,Timeout #3 by Cincinnati Bengals,,,8.0,2022,123
4.0,3:08,3.0,2.0,CIN 28,13.0,32.0,D'Ernest Johnson right guard for 5 yards (tackle by Germaine Pratt),3.01,4.04,8.0,2022,123
4.0,2:22,1.0,10.0,CIN 23,13.0,32.0,"Penalty on CIN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.04,4.86,8.0,2022,123
4.0,2:22,1.0,5.0,CIN 18,13.0,32.0,D'Ernest Johnson left guard for 4 yards (tackle by Markus Bailey),4.86,4.95,8.0,2022,123
4.0,2:00,2.0,1.0,CIN 14,13.0,32.0,Jacoby Brissett right guard for 4 yards (tackle by B.J. Hill),4.95,4.91,8.0,2022,123
4.0,1:16,1.0,10.0,CIN 10,13.0,32.0,Jacoby Brissett kneels for no gain,4.91,4.19,8.0,2022,123
4.0,0:37,2.0,10.0,CIN 10,13.0,32.0,Jacoby Brissett kneels for -1 yards,4.19,3.12,8.0,2022,123
