Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA,week,year,game_id
1.0,9:14,1.0,10.0,NWE 12,0.0,0.0,Zach Wilson left end for 2 yards (tackle by Devin McCourty and Matt Judon),4.78,4.45,8.0,2022,117
1.0,8:30,2.0,8.0,NWE 10,0.0,0.0,Zach Wilson pass incomplete short middle intended for Michael Carter (defended by Adrian Phillips),4.45,3.48,8.0,2022,117
1.0,8:23,3.0,8.0,NWE 10,0.0,0.0,Zach Wilson pass incomplete short middle,3.48,2.76,8.0,2022,117
1.0,8:17,4.0,8.0,NWE 10,0.0,3.0,Greg Zuerlein 28 yard field goal good,2.76,3.0,8.0,2022,117
1.0,8:14,,,NYJ 35,0.0,3.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
1.0,8:14,1.0,10.0,NWE 25,0.0,3.0,Rhamondre Stevenson left tackle for 14 yards (tackle by C.J. Mosley),0.61,1.53,8.0,2022,117
1.0,7:39,1.0,10.0,NWE 39,0.0,3.0,Mac Jones sacked by John Franklin-Myers for -5 yards,1.53,0.31,8.0,2022,117
1.0,6:57,2.0,15.0,NWE 34,0.0,3.0,Mac Jones pass complete short left to Rhamondre Stevenson for 5 yards (tackle by Quinnen Williams),0.31,0.3,8.0,2022,117
1.0,6:19,3.0,10.0,NWE 39,0.0,3.0,Mac Jones pass complete short left to Jakobi Meyers for 16 yards (tackle by Michael Carter),0.3,2.59,8.0,2022,117
1.0,5:48,1.0,10.0,NYJ 45,0.0,3.0,"Rhamondre Stevenson left tackle for -1 yards (tackle by C.J. Mosley and Quincy Williams) Penalty on NWE: Illegal Shift, 5 yards (declined)",2.59,1.91,8.0,2022,117
1.0,5:27,2.0,11.0,NYJ 46,0.0,3.0,Mac Jones pass incomplete short middle,1.91,1.22,8.0,2022,117
1.0,5:23,3.0,11.0,NYJ 46,0.0,3.0,Mac Jones pass complete short right to Jakobi Meyers for 13 yards (tackle by Jordan Whitehead),1.22,3.38,8.0,2022,117
1.0,4:43,1.0,10.0,NYJ 33,0.0,3.0,Mac Jones pass complete short left to Nelson Agholor for 2 yards (tackle by Michael Carter),3.38,3.11,8.0,2022,117
1.0,4:05,2.0,8.0,NYJ 31,0.0,3.0,Rhamondre Stevenson left guard for 3 yards (tackle by C.J. Mosley and Carl Lawson),3.11,2.81,8.0,2022,117
1.0,3:21,3.0,5.0,NYJ 28,0.0,3.0,Mac Jones scrambles up the middle for 9 yards (tackle by C.J. Mosley),2.81,4.31,8.0,2022,117
1.0,2:41,1.0,10.0,NYJ 19,0.0,3.0,Damien Harris left end for 11 yards (tackle by D.J. Reed),4.31,5.37,8.0,2022,117
1.0,2:12,1.0,8.0,NYJ 8,0.0,3.0,Mac Jones sacked by Nathan Shepherd for -8 yards,5.37,3.34,8.0,2022,117
1.0,1:25,2.0,16.0,NYJ 16,0.0,3.0,Mac Jones pass complete short left to Jonnu Smith for -2 yards (tackle by Sauce Gardner and Sheldon Rankins),3.34,2.63,8.0,2022,117
1.0,0:44,3.0,18.0,NYJ 18,0.0,3.0,Rhamondre Stevenson up the middle for 5 yards (tackle by Quincy Williams),2.63,2.57,8.0,2022,117
1.0,0:04,4.0,13.0,NYJ 13,3.0,3.0,Nick Folk 31 yard field goal good,2.57,3.0,8.0,2022,117
2.0,15:00,,,NWE 35,3.0,3.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
2.0,15:00,1.0,10.0,NYJ 25,3.0,3.0,Zach Wilson pass complete short middle to Garrett Wilson for 23 yards (tackle by Devin McCourty and Jabrill Peppers),0.61,2.13,8.0,2022,117
2.0,14:14,1.0,10.0,NYJ 48,3.0,3.0,Zach Wilson pass complete short right to Garrett Wilson for 10 yards (tackle by Jack Jones),2.13,2.79,8.0,2022,117
2.0,13:48,1.0,10.0,NWE 42,3.0,3.0,"Zach Wilson pass complete short right to Michael Carter for 17 yards (tackle by Raekwon McMillan). Penalty on Jabrill Peppers: Unnecessary Roughness / Defense, 13 yards (accepted)",2.79,4.78,8.0,2022,117
2.0,13:20,1.0,10.0,NWE 12,3.0,3.0,Ty Johnson right guard for 4 yards (tackle by Jack Jones),4.78,4.83,8.0,2022,117
2.0,12:49,2.0,6.0,NWE 8,3.0,3.0,Michael Carter left end for no gain (tackle by Adrian Phillips),4.83,3.93,8.0,2022,117
2.0,12:04,3.0,6.0,NWE 8,3.0,9.0,"Zach Wilson pass complete short left to Tyler Conklin for 8 yards, touchdown",3.93,7.0,8.0,2022,117
2.0,12:00,,,NWE 15,3.0,10.0,Greg Zuerlein kicks extra point good,0.0,0.0,8.0,2022,117
2.0,12:00,,,NYJ 35,3.0,10.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
2.0,12:00,1.0,10.0,NWE 25,3.0,10.0,Mac Jones pass complete short middle to Rhamondre Stevenson for 4 yards (tackle by Kwon Alexander),0.61,0.6,8.0,2022,117
2.0,11:27,2.0,6.0,NWE 29,3.0,10.0,Damien Harris left end for -2 yards (tackle by Kwon Alexander),0.6,-0.36,8.0,2022,117
2.0,10:55,3.0,8.0,NWE 27,3.0,10.0,Mac Jones pass complete short middle to Rhamondre Stevenson for 22 yards (tackle by Jordan Whitehead and Kwon Alexander),-0.36,2.19,8.0,2022,117
2.0,10:16,1.0,10.0,NWE 49,3.0,10.0,Mac Jones pass incomplete short right,2.19,1.65,8.0,2022,117
2.0,10:11,2.0,10.0,NWE 49,3.0,10.0,Damien Harris right tackle for 1 yard (tackle by John Franklin-Myers),1.65,1.09,8.0,2022,117
2.0,9:33,3.0,9.0,NYJ 50,3.0,10.0,Mac Jones pass deep left (defended by Bryce Huff) intended for Kendrick Bourne is intercepted by Michael Carter at NYJ-24 and returned for no gain (tackle by Jakobi Meyers),1.09,-0.54,8.0,2022,117
2.0,9:24,1.0,10.0,NYJ 24,3.0,10.0,James Robinson left tackle for 7 yards (tackle by Ja'Whaun Bentley and Adrian Phillips),0.54,0.94,8.0,2022,117
2.0,8:49,2.0,3.0,NYJ 31,3.0,10.0,Zach Wilson pass complete short middle to Garrett Wilson for 2 yards (tackle by Jabrill Peppers),0.94,0.5,8.0,2022,117
2.0,8:04,3.0,1.0,NYJ 33,3.0,10.0,Zach Wilson pass incomplete short right intended for Elijah Moore (defended by Deatrich Wise),0.5,-1.18,8.0,2022,117
2.0,8:00,4.0,1.0,NYJ 33,3.0,10.0,"Braden Mann punts 67 yards, touchback.. Penalty on Pierre Strong: Offensive Illegal Block Above the Waist, 11 yards (accepted)",-1.18,0.38,8.0,2022,117
2.0,7:49,1.0,10.0,NWE 9,3.0,10.0,Mac Jones pass complete short right to Jakobi Meyers for -2 yards (tackle by Sauce Gardner),-0.38,-0.93,8.0,2022,117
2.0,7:08,2.0,12.0,NWE 7,3.0,10.0,Mac Jones pass complete short middle to Damien Harris for 7 yards (tackle by C.J. Mosley),-0.93,-0.84,8.0,2022,117
2.0,6:24,3.0,5.0,NWE 14,3.0,10.0,"Mac Jones scrambles left end for 5 yards (tackle by C.J. Mosley). Penalty on C.J. Mosley: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.84,1.2,8.0,2022,117
2.0,6:10,1.0,10.0,NWE 34,3.0,10.0,"Rhamondre Stevenson left tackle for 1 yard (tackle by Micheal Clemons). Penalty on Cole Strange: Offensive Holding, 10 yards (accepted)",1.2,0.61,8.0,2022,117
2.0,5:48,1.0,19.0,NWE 25,3.0,10.0,Mac Jones scrambles left end for 12 yards (tackle by D.J. Reed),0.61,1.06,8.0,2022,117
2.0,5:28,2.0,7.0,NWE 37,3.0,10.0,Mac Jones pass incomplete short middle intended for Jonnu Smith (defended by C.J. Mosley),1.06,0.37,8.0,2022,117
2.0,5:24,3.0,7.0,NWE 37,3.0,10.0,Mac Jones pass complete short middle to Jonnu Smith for 7 yards (tackle by Michael Carter),0.37,1.86,8.0,2022,117
2.0,4:37,1.0,10.0,NWE 44,3.0,10.0,Damien Harris up the middle for 4 yards (tackle by John Franklin-Myers and Quinnen Williams),1.86,1.86,8.0,2022,117
2.0,4:00,2.0,6.0,NWE 48,3.0,10.0,Mac Jones pass complete deep right to Hunter Henry for 22 yards (tackle by Michael Carter),1.86,3.58,8.0,2022,117
2.0,3:32,1.0,10.0,NYJ 30,3.0,10.0,"Penalty on NWE: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",3.58,3.25,8.0,2022,117
2.0,3:11,1.0,15.0,NYJ 35,3.0,10.0,Mac Jones pass incomplete short left intended for Tyquan Thornton,3.25,2.36,8.0,2022,117
2.0,3:06,2.0,15.0,NYJ 35,3.0,10.0,Mac Jones pass complete short right to Rhamondre Stevenson for 13 yards (tackle by Sauce Gardner and Lamarcus Joyner),2.36,3.4,8.0,2022,117
2.0,2:27,3.0,2.0,NYJ 22,3.0,10.0,Damien Harris up the middle for 1 yard (tackle by Nathan Shepherd),3.4,2.21,8.0,2022,117
2.0,2:00,4.0,1.0,NYJ 21,3.0,10.0,Mac Jones pass incomplete short left intended for Jakobi Meyers,2.21,-0.34,8.0,2022,117
2.0,1:55,1.0,10.0,NYJ 21,3.0,10.0,Michael Carter right guard for 4 yards (tackle by Jabrill Peppers and Davon Godchaux),0.34,0.34,8.0,2022,117
2.0,1:21,2.0,6.0,NYJ 25,3.0,10.0,Zach Wilson pass complete short right to Tyler Conklin for 10 yards (tackle by Jonathan Jones),0.34,1.27,8.0,2022,117
2.0,1:16,1.0,10.0,NYJ 35,3.0,10.0,Zach Wilson pass complete short left to Michael Carter for 8 yards (tackle by Marcus Jones),1.27,1.8,8.0,2022,117
2.0,0:56,2.0,2.0,NYJ 43,3.0,10.0,Zach Wilson pass incomplete short left intended for Garrett Wilson,1.8,1.09,8.0,2022,117
2.0,0:48,3.0,2.0,NYJ 43,3.0,10.0,Zach Wilson pass intended for Ty Johnson is intercepted by Ja'Whaun Bentley at NYJ-47 and returned for 7 yards (tackle by Ty Johnson and Braxton Berrios),1.09,-2.92,8.0,2022,117
2.0,0:42,1.0,10.0,NYJ 40,3.0,10.0,Mac Jones pass complete short right to Rhamondre Stevenson for 15 yards (tackle by Jordan Whitehead),2.92,3.91,8.0,2022,117
2.0,0:37,1.0,10.0,NYJ 25,3.0,10.0,"Mac Jones pass is intercepted by Michael Carter at NYJ-16 and returned for no gain, touchdown. Penalty on John Franklin-Myers: Roughing the Passer, 13 yards (accepted) (no play)",3.91,4.78,8.0,2022,117
2.0,0:23,,,,,,Timeout #1 by New York Jets,,,8.0,2022,117
2.0,0:23,1.0,10.0,NYJ 12,3.0,10.0,"Rhamondre Stevenson for no gain. Penalty on Cole Strange: Offensive Holding, 10 yards (accepted) (no play)",4.78,4.11,8.0,2022,117
2.0,0:18,,,,,,Timeout #2 by New York Jets,,,8.0,2022,117
2.0,0:18,1.0,20.0,NYJ 22,3.0,10.0,Rhamondre Stevenson left guard for no gain (tackle by Quinnen Williams),4.11,2.87,8.0,2022,117
2.0,0:13,,,,,,Timeout #1 by New England Patriots,,,8.0,2022,117
2.0,0:13,2.0,20.0,NYJ 22,3.0,10.0,Rhamondre Stevenson left tackle for -1 yards (tackle by Carl Lawson),2.87,2.08,8.0,2022,117
2.0,0:08,,,,,,Timeout #2 by New England Patriots,,,8.0,2022,117
2.0,0:08,3.0,21.0,NYJ 23,3.0,10.0,Mac Jones right guard for -1 yards,2.08,1.87,8.0,2022,117
2.0,0:05,,,,,,Timeout #3 by New England Patriots,,,8.0,2022,117
2.0,0:05,4.0,22.0,NYJ 24,6.0,10.0,Nick Folk 42 yard field goal good,1.87,3.0,8.0,2022,117
3.0,15:00,,,NYJ 35,6.0,10.0,"Braden Mann kicks off 43 yards, returned by Jonnu Smith for 16 yards (tackle by Will Parks)",0.0,1.47,8.0,2022,117
3.0,14:56,1.0,10.0,NWE 38,6.0,10.0,Rhamondre Stevenson up the middle for 35 yards (tackle by C.J. Mosley),1.47,3.78,8.0,2022,117
3.0,14:16,1.0,10.0,NYJ 27,6.0,10.0,Mac Jones pass complete short left to Tyquan Thornton for 13 yards (tackle by D.J. Reed),3.78,4.65,8.0,2022,117
3.0,13:47,1.0,10.0,NYJ 14,6.0,10.0,Mac Jones pass complete short right to Jakobi Meyers for 9 yards (tackle by D.J. Reed),4.65,5.67,8.0,2022,117
3.0,13:03,2.0,1.0,NYJ 5,6.0,10.0,Rhamondre Stevenson up the middle for no gain (tackle by Kwon Alexander and D.J. Reed),5.67,4.96,8.0,2022,117
3.0,12:16,3.0,1.0,NYJ 5,6.0,10.0,Mac Jones pass incomplete short right intended for Jakobi Meyers,4.96,3.03,8.0,2022,117
3.0,12:12,4.0,1.0,NYJ 5,12.0,10.0,"Mac Jones pass complete short right to Jakobi Meyers for 5 yards, touchdown",3.03,7.0,8.0,2022,117
3.0,12:07,,,NYJ 15,13.0,10.0,Nick Folk kicks extra point good,0.0,0.0,8.0,2022,117
3.0,12:07,,,NWE 35,13.0,10.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
3.0,12:07,1.0,10.0,NYJ 25,13.0,10.0,Michael Carter left guard for 4 yards (tackle by Deatrich Wise),0.61,0.6,8.0,2022,117
3.0,11:26,2.0,6.0,NYJ 29,13.0,10.0,Zach Wilson pass complete short left to Garrett Wilson for 18 yards (tackle by Devin McCourty),0.6,2.06,8.0,2022,117
3.0,10:58,1.0,10.0,NYJ 47,13.0,10.0,Zach Wilson pass complete deep right to Tyler Conklin for 27 yards (tackle by Devin McCourty and Ja'Whaun Bentley),2.06,3.84,8.0,2022,117
3.0,10:32,1.0,10.0,NWE 26,13.0,10.0,Michael Carter left end for -1 yards (tackle by Jabrill Peppers and Jahlani Tavai),3.84,3.16,8.0,2022,117
3.0,9:52,2.0,11.0,NWE 27,13.0,10.0,Zach Wilson pass incomplete deep left intended for Tyler Conklin,3.16,2.48,8.0,2022,117
3.0,9:38,3.0,11.0,NWE 27,13.0,10.0,Zach Wilson pass incomplete short right intended for Braxton Berrios,2.48,1.67,8.0,2022,117
3.0,9:34,4.0,11.0,NWE 27,13.0,10.0,Greg Zuerlein 45 yard field goal no good,1.67,-1.27,8.0,2022,117
3.0,9:29,1.0,10.0,NWE 35,13.0,10.0,Mac Jones pass complete short left to Jakobi Meyers for 6 yards (tackle by Michael Carter),1.27,1.53,8.0,2022,117
3.0,9:05,2.0,4.0,NWE 41,13.0,10.0,Damien Harris up the middle for 7 yards (tackle by Solomon Thomas),1.53,2.13,8.0,2022,117
3.0,8:45,1.0,10.0,NWE 48,13.0,10.0,Mac Jones pass complete short right to Damien Harris for 8 yards (tackle by Quincy Williams),2.13,2.59,8.0,2022,117
3.0,8:24,2.0,3.0,NYJ 44,13.0,10.0,Damien Harris up the middle for 5 yards (tackle by C.J. Mosley and Jordan Whitehead),2.59,2.98,8.0,2022,117
3.0,8:02,1.0,10.0,NYJ 39,13.0,10.0,Damien Harris up the middle for 5 yards (tackle by Sheldon Rankins),2.98,3.12,8.0,2022,117
3.0,7:40,2.0,5.0,NYJ 34,13.0,10.0,Mac Jones pass complete short middle to Jakobi Meyers for 7 yards (tackle by C.J. Mosley),3.12,3.78,8.0,2022,117
3.0,7:14,1.0,10.0,NYJ 27,13.0,10.0,Mac Jones pass complete short middle to Jonnu Smith for 5 yards (tackle by C.J. Mosley),3.78,3.91,8.0,2022,117
3.0,6:47,2.0,5.0,NYJ 22,13.0,10.0,Damien Harris left guard for 1 yard (tackle by Kwon Alexander),3.91,3.34,8.0,2022,117
3.0,6:07,3.0,4.0,NYJ 21,13.0,10.0,Mac Jones sacked by Quinnen Williams for -10 yards,3.34,1.32,8.0,2022,117
3.0,5:28,4.0,14.0,NYJ 31,16.0,10.0,Nick Folk 49 yard field goal good,1.32,3.0,8.0,2022,117
3.0,5:23,,,NWE 35,16.0,10.0,"Jake Bailey kicks off 63 yards, returned by Braxton Berrios for 15 yards (tackle by Brenden Schooler)",0.0,-0.06,8.0,2022,117
3.0,5:19,1.0,10.0,NYJ 17,16.0,10.0,"James Robinson for no gain. Penalty on Nate Herbig: Offensive Holding, 8 yards (accepted) (no play)",-0.06,-0.68,8.0,2022,117
3.0,4:57,1.0,18.0,NYJ 9,16.0,10.0,Zach Wilson pass incomplete short right intended for James Robinson (defended by Matt Judon),-0.68,-1.36,8.0,2022,117
3.0,4:52,2.0,18.0,NYJ 9,16.0,10.0,Zach Wilson pass incomplete deep left,-1.36,-2.36,8.0,2022,117
3.0,4:43,3.0,18.0,NYJ 9,16.0,10.0,Ty Johnson up the middle for 2 yards (tackle by Mack Wilson and Myles Bryant),-2.36,-2.49,8.0,2022,117
3.0,4:03,4.0,16.0,NYJ 11,16.0,10.0,"Braden Mann punts 48 yards, returned by Marcus Jones for 32 yards (tackle by Micheal Clemons)",-2.49,-3.78,8.0,2022,117
3.0,3:49,1.0,10.0,NYJ 27,16.0,10.0,Rhamondre Stevenson left guard for -2 yards (tackle by Quincy Williams),3.78,2.96,8.0,2022,117
3.0,3:26,2.0,12.0,NYJ 29,16.0,10.0,Mac Jones pass complete short right to Jakobi Meyers for 2 yards (tackle by Michael Carter and Jordan Whitehead),2.96,2.54,8.0,2022,117
3.0,2:49,3.0,10.0,NYJ 27,16.0,10.0,Mac Jones pass incomplete short left,2.54,1.67,8.0,2022,117
3.0,2:43,4.0,10.0,NYJ 27,19.0,10.0,Nick Folk 45 yard field goal good,1.67,3.0,8.0,2022,117
3.0,2:39,,,NWE 35,19.0,10.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
3.0,2:39,1.0,10.0,NYJ 25,19.0,10.0,Zach Wilson pass short right is intercepted by Devin McCourty at NYJ-40 and returned for no gain,0.61,-2.92,8.0,2022,117
3.0,2:29,1.0,10.0,NYJ 40,19.0,10.0,Damien Harris left end for 5 yards (tackle by D.J. Reed and Nathan Shepherd),2.92,3.05,8.0,2022,117
3.0,1:53,2.0,5.0,NYJ 35,19.0,10.0,"Mac Jones sacked by Jacob Martin for -7 yards. Mac Jones fumbles (forced by Jacob Martin), recovered by Cole Strange at NYJ-45",3.05,1.03,8.0,2022,117
3.0,1:10,3.0,15.0,NYJ 45,19.0,10.0,Mac Jones pass complete short middle to Rhamondre Stevenson for 6 yards (tackle by Quincy Williams and C.J. Mosley),1.03,0.66,8.0,2022,117
3.0,0:38,4.0,9.0,NYJ 39,19.0,10.0,"Jake Bailey punts 39 yards, touchback.",0.66,-0.28,8.0,2022,117
3.0,0:27,1.0,10.0,NYJ 20,19.0,10.0,James Robinson left end for 2 yards (tackle by Jack Jones),0.28,0.0,8.0,2022,117
4.0,15:00,2.0,8.0,NYJ 22,19.0,10.0,James Robinson right guard for 2 yards (tackle by Mack Wilson and Myles Bryant),0.0,-0.43,8.0,2022,117
4.0,14:15,3.0,6.0,NYJ 24,19.0,10.0,Zach Wilson pass complete short right to Garrett Wilson for 8 yards (tackle by Myles Bryant),-0.43,1.07,8.0,2022,117
4.0,13:38,1.0,10.0,NYJ 32,19.0,10.0,Michael Carter left end for 11 yards (tackle by Jack Jones),1.07,1.8,8.0,2022,117
4.0,12:58,1.0,10.0,NYJ 43,19.0,10.0,Michael Carter up the middle for 3 yards (tackle by Lawrence Guy),1.8,1.66,8.0,2022,117
4.0,12:20,2.0,7.0,NYJ 46,19.0,10.0,Zach Wilson pass incomplete short right,1.66,0.96,8.0,2022,117
4.0,12:13,3.0,7.0,NYJ 46,19.0,10.0,Zach Wilson pass deep right intended for Tyler Conklin is intercepted by Devin McCourty at NE-27 and returned for 36 yards (tackle by Zach Wilson),0.96,-3.12,8.0,2022,117
4.0,11:58,1.0,10.0,NYJ 37,19.0,10.0,Mac Jones pass complete short left to Jakobi Meyers for 4 yards (tackle by D.J. Reed),3.12,3.11,8.0,2022,117
4.0,11:22,2.0,6.0,NYJ 33,19.0,10.0,Rhamondre Stevenson right end for no gain (tackle by Sheldon Rankins),3.11,2.41,8.0,2022,117
4.0,10:45,3.0,6.0,NYJ 33,19.0,10.0,Mac Jones pass incomplete short middle intended for Jakobi Meyers,2.41,1.16,8.0,2022,117
4.0,10:38,4.0,6.0,NYJ 33,22.0,10.0,Nick Folk 52 yard field goal good,1.16,3.0,8.0,2022,117
4.0,10:35,,,NWE 35,22.0,10.0,"Jake Bailey kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,117
4.0,10:35,1.0,10.0,NYJ 25,22.0,10.0,Zach Wilson pass complete short middle to Denzel Mims for 13 yards (tackle by Jabrill Peppers),0.61,1.47,8.0,2022,117
4.0,9:57,1.0,10.0,NYJ 38,22.0,10.0,Zach Wilson pass complete short left to C.J. Uzomah for 27 yards (tackle by Devin McCourty),1.47,3.25,8.0,2022,117
4.0,9:11,1.0,10.0,NWE 35,22.0,10.0,Zach Wilson pass incomplete short right intended for Ty Johnson,3.25,2.7,8.0,2022,117
4.0,9:07,2.0,10.0,NWE 35,22.0,10.0,Zach Wilson pass incomplete short right,2.7,2.01,8.0,2022,117
4.0,9:00,3.0,10.0,NWE 35,22.0,10.0,Zach Wilson pass incomplete short right,2.01,0.97,8.0,2022,117
4.0,8:54,4.0,10.0,NWE 35,22.0,10.0,"Penalty on Josh Uche: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.97,1.45,8.0,2022,117
4.0,8:54,4.0,5.0,NWE 30,22.0,10.0,Zach Wilson pass incomplete deep middle intended for Tyler Conklin,1.45,-0.94,8.0,2022,117
4.0,8:49,1.0,10.0,NWE 30,22.0,10.0,Mac Jones pass incomplete deep right intended for Jakobi Meyers,0.94,0.39,8.0,2022,117
4.0,8:44,2.0,10.0,NWE 30,22.0,10.0,Mac Jones sacked by Micheal Clemons for -1 yards,0.39,-0.43,8.0,2022,117
4.0,7:59,3.0,11.0,NWE 29,22.0,10.0,Mac Jones pass complete short left to Rhamondre Stevenson for 7 yards (tackle by C.J. Mosley),-0.43,-0.98,8.0,2022,117
4.0,7:15,4.0,4.0,NWE 36,22.0,10.0,"Jake Bailey punts 43 yards, fair catch by Braxton Berrios at NYJ-21",-0.98,-0.34,8.0,2022,117
4.0,7:09,1.0,10.0,NYJ 21,22.0,10.0,"Penalty on Garrett Wilson: False Start, 5 yards (accepted) (no play)",0.34,-0.22,8.0,2022,117
4.0,7:09,1.0,15.0,NYJ 16,22.0,10.0,Zach Wilson pass complete short middle to Michael Carter for 6 yards (tackle by Jabrill Peppers),-0.22,-0.07,8.0,2022,117
4.0,6:47,2.0,9.0,NYJ 22,22.0,10.0,Zach Wilson sacked by Lawrence Guy for -12 yards,-0.07,-2.71,8.0,2022,117
4.0,6:00,3.0,21.0,NYJ 10,22.0,10.0,Zach Wilson pass complete short left to Tyler Conklin for 9 yards (tackle by Mack Wilson and Jabrill Peppers),-2.71,-2.14,8.0,2022,117
4.0,5:25,4.0,12.0,NYJ 19,22.0,10.0,"Braden Mann punts 51 yards, returned by Marcus Jones for no gain (tackle by Justin Hardee)",-2.14,-0.94,8.0,2022,117
4.0,5:16,1.0,10.0,NWE 30,22.0,10.0,Rhamondre Stevenson up the middle for 7 yards (tackle by Kwon Alexander),0.94,1.34,8.0,2022,117
4.0,4:42,2.0,3.0,NWE 37,22.0,10.0,Rhamondre Stevenson left guard for 8 yards (tackle by Sauce Gardner),1.34,1.93,8.0,2022,117
4.0,3:59,1.0,10.0,NWE 45,22.0,10.0,Rhamondre Stevenson up the middle for 1 yard (tackle by D.J. Reed and Quincy Williams),1.93,1.52,8.0,2022,117
4.0,3:53,,,,,,Timeout #1 by New York Jets,,,8.0,2022,117
4.0,3:53,2.0,9.0,NWE 46,22.0,10.0,Rhamondre Stevenson right end for 3 yards (tackle by C.J. Mosley),1.52,1.22,8.0,2022,117
4.0,3:42,,,,,,Timeout #2 by New York Jets,,,8.0,2022,117
4.0,3:42,3.0,6.0,NWE 49,22.0,10.0,Rhamondre Stevenson left end for -2 yards (tackle by Michael Carter and Quinnen Williams),1.22,-0.26,8.0,2022,117
4.0,3:42,,,,,,Timeout #3 by New York Jets,,,8.0,2022,117
4.0,3:42,4.0,8.0,NWE 47,22.0,10.0,"Jake Bailey punts 41 yards, fair catch by Braxton Berrios at NYJ-12",-0.26,0.35,8.0,2022,117
4.0,3:35,1.0,10.0,NYJ 12,22.0,10.0,Zach Wilson pass complete deep right to Denzel Mims for 63 yards (tackle by Myles Bryant),-0.35,3.91,8.0,2022,117
4.0,2:59,1.0,10.0,NWE 25,22.0,10.0,Zach Wilson pass incomplete short right,3.91,3.36,8.0,2022,117
4.0,2:53,2.0,10.0,NWE 25,22.0,10.0,Zach Wilson pass complete short middle to Jeff Smith for 23 yards (tackle by Jack Jones),3.36,6.74,8.0,2022,117
4.0,2:26,1.0,2.0,NWE 2,22.0,10.0,Zach Wilson sacked by Josh Uche for -7 yards,6.74,4.38,8.0,2022,117
4.0,2:04,2.0,9.0,NWE 9,22.0,10.0,Zach Wilson pass incomplete short left intended for Michael Carter,4.38,3.36,8.0,2022,117
4.0,1:56,3.0,9.0,NWE 9,22.0,16.0,"Zach Wilson pass complete short middle to Tyler Conklin for 9 yards, touchdown",3.36,7.0,8.0,2022,117
