Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA,week,year,game_id
2.0,14:18,3.0,9.0,TEN 8,0.0,0.0,Dontrell Hilliard up the middle for 10 yards (tackle by Jonathan Owens and Christian Kirksey),-1.3,0.04,8.0,2022,118
2.0,13:31,1.0,10.0,TEN 18,0.0,0.0,Malik Willis pass complete short right to Derrick Henry for 9 yards (tackle by Christian Kirksey),0.04,0.82,8.0,2022,118
2.0,12:48,2.0,1.0,TEN 27,0.0,0.0,Derrick Henry right guard for 3 yards (tackle by Garret Wallow and Demone Harris),0.82,0.94,8.0,2022,118
2.0,12:01,1.0,10.0,TEN 30,0.0,0.0,Malik Willis pass short middle intended for Cody Hollister is intercepted by Steven Nelson at TEN-44 and returned for 33 yards (tackle by Malik Willis),0.94,-4.84,8.0,2022,118
2.0,11:51,1.0,10.0,TEN 11,0.0,0.0,Rex Burkhead pass incomplete short right intended for Jordan Akins,4.84,4.14,8.0,2022,118
2.0,11:46,2.0,10.0,TEN 11,0.0,0.0,Davis Mills pass incomplete short left intended for O.J. Howard,4.14,3.13,8.0,2022,118
2.0,11:42,3.0,10.0,TEN 11,0.0,0.0,Davis Mills sacked by Bud Dupree for -13 yards,3.13,1.87,8.0,2022,118
2.0,10:43,4.0,23.0,TEN 24,0.0,3.0,Ka'imi Fairbairn 43 yard field goal good,1.87,3.0,8.0,2022,118
2.0,10:40,,,HOU 35,0.0,3.0,"Ka'imi Fairbairn kicks off 64 yards, returned by Hassan Haskins for 17 yards (tackle by Dare Ogunbowale)",0.0,0.04,8.0,2022,118
2.0,10:35,1.0,10.0,TEN 18,0.0,3.0,Derrick Henry left guard for 3 yards (tackle by Jaleel Johnson),0.04,0.01,8.0,2022,118
2.0,9:53,2.0,7.0,TEN 21,0.0,3.0,Malik Willis pass complete short left to Robert Woods for 16 yards (tackle by Christian Harris),0.01,1.4,8.0,2022,118
2.0,9:11,1.0,10.0,TEN 37,0.0,3.0,Derrick Henry up the middle for -1 yards (tackle by Jalen Pitre),1.4,0.72,8.0,2022,118
2.0,8:29,2.0,11.0,TEN 36,0.0,3.0,Malik Willis sacked by Jaleel Johnson for no gain,0.72,0.04,8.0,2022,118
2.0,7:48,3.0,11.0,TEN 36,0.0,3.0,Malik Willis pass complete short right to Austin Hooper for 5 yards (tackle by Desmond King and Derek Stingley),0.04,-0.65,8.0,2022,118
2.0,7:06,4.0,6.0,TEN 41,0.0,3.0,"Ryan Stonehouse punts 55 yards, returned by Desmond King for 6 yards (tackle by Josh Thompson)",-0.65,0.38,8.0,2022,118
2.0,6:57,1.0,10.0,HOU 10,0.0,3.0,Dameon Pierce left tackle for -1 yards (tackle by David Long and Larrell Murchison),-0.38,-0.85,8.0,2022,118
2.0,6:16,2.0,11.0,HOU 9,0.0,3.0,Dameon Pierce up the middle for 1 yard (tackle by Sam Okuayinonu and Kevin Strong),-0.85,-1.42,8.0,2022,118
2.0,5:28,3.0,10.0,HOU 10,0.0,3.0,Davis Mills pass incomplete deep left intended for Phillip Dorsett (defended by Kristian Fulton),-1.42,-2.49,8.0,2022,118
2.0,5:22,4.0,10.0,HOU 10,0.0,3.0,"Cameron Johnston punts 43 yards, returned by Robert Woods for 16 yards (tackle by Eric Murray)",-2.49,-3.12,8.0,2022,118
2.0,5:13,1.0,10.0,HOU 37,0.0,3.0,Malik Willis pass incomplete deep right intended for Chigoziem Okonkwo,3.12,2.57,8.0,2022,118
2.0,5:09,2.0,10.0,HOU 37,0.0,3.0,Derrick Henry up the middle for 8 yards (tackle by Christian Kirksey and Jalen Pitre),2.57,2.94,8.0,2022,118
2.0,4:29,3.0,2.0,HOU 29,6.0,3.0,"Derrick Henry right guard for 29 yards, touchdown",2.94,7.0,8.0,2022,118
2.0,4:20,,,HOU 15,7.0,3.0,Randy Bullock kicks extra point good,0.0,0.0,8.0,2022,118
2.0,4:20,,,TEN 35,7.0,3.0,"Randy Bullock kicks off 66 yards, returned by Tremon Smith for 19 yards (tackle by Hassan Haskins)",0.0,0.04,8.0,2022,118
2.0,4:15,1.0,10.0,HOU 18,7.0,3.0,Dameon Pierce right end for 16 yards (tackle by Kevin Byard),0.04,1.2,8.0,2022,118
2.0,3:39,1.0,10.0,HOU 34,7.0,3.0,Dameon Pierce up the middle for 3 yards (tackle by Teair Tart),1.2,1.06,8.0,2022,118
2.0,3:02,2.0,7.0,HOU 37,7.0,3.0,Davis Mills pass complete short right to Phillip Dorsett for 6 yards,1.06,1.16,8.0,2022,118
2.0,2:26,3.0,1.0,HOU 43,7.0,3.0,Dameon Pierce right guard for -3 yards (tackle by Teair Tart),1.16,-0.72,8.0,2022,118
2.0,2:00,4.0,4.0,HOU 40,7.0,3.0,"Cameron Johnston punts 43 yards, fair catch by Robert Woods at TEN-17",-0.72,0.06,8.0,2022,118
2.0,1:53,1.0,10.0,TEN 17,7.0,3.0,Derrick Henry right guard for 8 yards (tackle by Eric Murray),-0.06,0.62,8.0,2022,118
2.0,1:32,2.0,2.0,TEN 25,7.0,3.0,Derrick Henry right guard for 3 yards (tackle by Rasheem Green),0.62,0.81,8.0,2022,118
2.0,1:15,1.0,10.0,TEN 28,7.0,3.0,Malik Willis pass complete short right to Robert Woods for 10 yards (tackle by Derek Stingley),0.81,1.47,8.0,2022,118
2.0,1:09,1.0,10.0,TEN 38,7.0,3.0,Malik Willis scrambles right end for 6 yards (tackle by Christian Harris),1.47,1.73,8.0,2022,118
2.0,1:03,2.0,4.0,TEN 44,7.0,3.0,Malik Willis pass complete short right to Dontrell Hilliard for 12 yards (tackle by Desmond King and Christian Kirksey),1.73,2.65,8.0,2022,118
2.0,0:54,,,,,,Timeout #2 by Tennessee Titans,,,8.0,2022,118
2.0,0:54,1.0,10.0,HOU 44,7.0,3.0,Derrick Henry left guard for 8 yards (tackle by Ogbonnia Okoronkwo),2.65,3.19,8.0,2022,118
2.0,0:34,2.0,2.0,HOU 36,7.0,3.0,Malik Willis pass incomplete deep right,3.19,2.48,8.0,2022,118
2.0,0:31,3.0,2.0,HOU 36,7.0,3.0,Malik Willis sacked by Roy Lopez for -7 yards,2.48,0.4,8.0,2022,118
2.0,0:20,,,,,,Timeout #1 by Houston Texans,,,8.0,2022,118
2.0,0:20,4.0,9.0,HOU 43,7.0,3.0,"Ryan Stonehouse punts 43 yards, touchback.",0.4,-0.28,8.0,2022,118
2.0,0:14,1.0,10.0,HOU 20,7.0,3.0,Davis Mills kneels for -1 yards,0.28,-0.46,8.0,2022,118
3.0,15:00,,,TEN 35,7.0,3.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,118
3.0,15:00,1.0,10.0,HOU 25,7.0,3.0,Davis Mills pass complete short right to Brevin Jordan for 16 yards (tackle by Roger McCreary and Kevin Byard),0.61,1.66,8.0,2022,118
3.0,14:20,1.0,10.0,HOU 41,7.0,3.0,Davis Mills pass incomplete deep left intended for Phillip Dorsett,1.66,1.12,8.0,2022,118
3.0,14:15,2.0,10.0,HOU 41,7.0,3.0,Dameon Pierce left tackle for -7 yards (tackle by David Long),1.12,-0.49,8.0,2022,118
3.0,13:34,3.0,17.0,HOU 34,7.0,3.0,Davis Mills scrambles right end for 3 yards (tackle by David Long),-0.49,-0.91,8.0,2022,118
3.0,13:01,4.0,14.0,HOU 37,7.0,3.0,"Cameron Johnston punts 48 yards, returned by Robert Woods for 10 yards (tackle by Garret Wallow). Penalty on Jonathan Owens: Offensive Holding, 10 yards (accepted)",-0.91,-1.27,8.0,2022,118
3.0,12:50,1.0,10.0,TEN 35,7.0,3.0,Derrick Henry left guard for 6 yards (tackle by Christian Harris),1.27,1.53,8.0,2022,118
3.0,12:07,2.0,4.0,TEN 41,7.0,3.0,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",1.53,0.86,8.0,2022,118
3.0,11:45,2.0,9.0,TEN 36,7.0,3.0,Dontrell Hilliard right tackle for 21 yards (tackle by Derek Stingley),0.86,2.72,8.0,2022,118
3.0,11:09,1.0,10.0,HOU 43,7.0,3.0,Derrick Henry left tackle for 5 yards (tackle by Jaleel Johnson),2.72,2.85,8.0,2022,118
3.0,10:34,2.0,5.0,HOU 38,7.0,3.0,Derrick Henry right end for -1 yards (tackle by Jalen Pitre),2.85,2.01,8.0,2022,118
3.0,9:52,3.0,6.0,HOU 39,7.0,3.0,Dontrell Hilliard left tackle for 30 yards (tackle by Christian Harris),2.01,5.14,8.0,2022,118
3.0,9:13,1.0,9.0,HOU 9,7.0,3.0,"Penalty on Aaron Brewer: False Start, 5 yards (accepted) (no play)",5.14,4.44,8.0,2022,118
3.0,8:53,1.0,14.0,HOU 14,7.0,3.0,Derrick Henry right guard for 8 yards (tackle by Eric Murray and Demone Harris),4.44,4.95,8.0,2022,118
3.0,8:10,2.0,6.0,HOU 6,7.0,3.0,"Penalty on Derrick Henry: False Start, 5 yards (accepted) (no play)",4.95,4.02,8.0,2022,118
3.0,7:47,2.0,11.0,HOU 11,7.0,3.0,Derrick Henry left guard for 6 yards (tackle by Jalen Pitre and Desmond King),4.02,4.26,8.0,2022,118
3.0,7:04,3.0,5.0,HOU 5,7.0,3.0,Malik Willis left end for 4 yards (tackle by Eric Murray),4.26,3.55,8.0,2022,118
3.0,6:34,4.0,1.0,HOU 1,13.0,3.0,"Derrick Henry right end for 1 yard, touchdown",3.55,7.0,8.0,2022,118
3.0,6:31,,,HOU 15,14.0,3.0,Randy Bullock kicks extra point good,0.0,0.0,8.0,2022,118
3.0,6:31,,,TEN 35,14.0,3.0,"Randy Bullock kicks off 60 yards, returned by Tremon Smith for 20 yards (tackle by Hassan Haskins)",0.0,0.61,8.0,2022,118
3.0,6:27,1.0,10.0,HOU 25,14.0,3.0,"Davis Mills pass incomplete deep right intended for Phillip Dorsett. Penalty on Terrance Mitchell: Illegal Contact, 5 yards (accepted) (no play)",0.61,0.94,8.0,2022,118
3.0,6:21,1.0,10.0,HOU 30,14.0,3.0,Davis Mills pass complete deep left to O.J. Howard for 24 yards (tackle by Roger McCreary),0.94,2.52,8.0,2022,118
3.0,5:39,1.0,10.0,TEN 46,14.0,3.0,Dameon Pierce left guard for no gain (tackle by Zach Cunningham),2.52,1.98,8.0,2022,118
3.0,4:58,2.0,10.0,TEN 46,14.0,3.0,Davis Mills pass complete short right to Troy Hairston for 5 yards (tackle by Dylan Cole and Roger McCreary),1.98,1.95,8.0,2022,118
3.0,4:11,3.0,5.0,TEN 41,14.0,3.0,Davis Mills sacked by Jeffery Simmons for -12 yards,1.95,-0.26,8.0,2022,118
3.0,3:32,4.0,17.0,HOU 47,14.0,3.0,"Cameron Johnston punts 44 yards, fair catch by Robert Woods at TEN-9",-0.26,0.38,8.0,2022,118
3.0,3:24,1.0,10.0,TEN 9,14.0,3.0,Derrick Henry right end for 13 yards (tackle by Garret Wallow),-0.38,0.41,8.0,2022,118
3.0,2:42,1.0,10.0,TEN 22,14.0,3.0,Derrick Henry left guard for 12 yards (tackle by Eric Murray),0.41,1.2,8.0,2022,118
3.0,2:04,1.0,10.0,TEN 34,14.0,3.0,Derrick Henry left guard for 11 yards (tackle by Eric Murray),1.2,1.93,8.0,2022,118
3.0,1:22,1.0,10.0,TEN 45,14.0,3.0,Dontrell Hilliard up the middle for 6 yards (tackle by M.J. Stewart),1.93,2.19,8.0,2022,118
3.0,0:39,2.0,4.0,HOU 49,14.0,3.0,Dontrell Hilliard right tackle for 2 yards (tackle by Christian Kirksey),2.19,1.75,8.0,2022,118
4.0,15:00,3.0,2.0,HOU 47,14.0,3.0,Derrick Henry right end for 17 yards (tackle by Desmond King and M.J. Stewart),1.75,3.58,8.0,2022,118
4.0,14:18,1.0,10.0,HOU 30,14.0,3.0,Dontrell Hilliard left guard for 9 yards (tackle by M.J. Stewart),3.58,4.25,8.0,2022,118
4.0,13:26,2.0,1.0,HOU 21,14.0,3.0,Derrick Henry up the middle for 8 yards (tackle by M.J. Stewart),4.25,4.71,8.0,2022,118
4.0,12:41,1.0,10.0,HOU 13,14.0,3.0,Derrick Henry left guard for 2 yards (tackle by Roy Lopez),4.71,4.39,8.0,2022,118
4.0,11:59,2.0,8.0,HOU 11,14.0,3.0,Derrick Henry up the middle for 1 yard (tackle by Eric Murray and Rasheem Green),4.39,3.65,8.0,2022,118
4.0,11:19,3.0,7.0,HOU 10,14.0,3.0,Malik Willis pass incomplete short right,3.65,2.76,8.0,2022,118
4.0,11:11,4.0,7.0,HOU 10,17.0,3.0,Randy Bullock 29 yard field goal good,2.76,3.0,8.0,2022,118
4.0,11:08,,,TEN 35,17.0,3.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,118
4.0,11:08,1.0,10.0,HOU 25,17.0,3.0,Davis Mills pass incomplete short middle intended for Dameon Pierce,0.61,0.06,8.0,2022,118
4.0,11:03,2.0,10.0,HOU 25,17.0,3.0,"Dameon Pierce up the middle for no gain. Penalty on Justin McCray: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,8.0,2022,118
4.0,10:39,2.0,20.0,HOU 15,17.0,3.0,Davis Mills pass complete short left to Dare Ogunbowale for no gain (tackle by Andrew Adams),-1.43,-2.35,8.0,2022,118
4.0,9:55,3.0,20.0,HOU 15,17.0,3.0,Davis Mills pass complete short right to Jordan Akins for 5 yards (tackle by Terrance Mitchell),-2.35,-2.03,8.0,2022,118
4.0,9:17,4.0,15.0,HOU 20,17.0,3.0,"Cameron Johnston punts 60 yards, returned by Robert Woods for 11 yards (tackle by Jon Weeks and Blake Cashman)",-2.03,-1.0,8.0,2022,118
4.0,9:07,1.0,10.0,TEN 31,17.0,3.0,Derrick Henry left tackle for -1 yards (tackle by Jerry Hughes),1.0,0.39,8.0,2022,118
4.0,8:28,2.0,11.0,TEN 31,17.0,3.0,Derrick Henry right tackle for 6 yards (tackle by M.J. Stewart),0.39,0.43,8.0,2022,118
4.0,7:44,3.0,5.0,TEN 36,17.0,3.0,"Dontrell Hilliard left tackle for no gain (tackle by Thomas Booker and Derek Stingley). Penalty on Aaron Brewer: Offensive Holding, 10 yards (declined)",0.43,-0.98,8.0,2022,118
4.0,7:14,4.0,5.0,TEN 36,17.0,3.0,"Ryan Stonehouse punts 57 yards, returned by Desmond King for 12 yards (tackle by Hassan Haskins)",-0.98,-0.15,8.0,2022,118
4.0,7:03,1.0,10.0,HOU 19,17.0,3.0,Davis Mills pass complete short left to Brandin Cooks for -3 yards (tackle by Kristian Fulton),0.15,-0.87,8.0,2022,118
4.0,6:36,2.0,13.0,HOU 16,17.0,3.0,Davis Mills pass incomplete short middle intended for Dameon Pierce,-0.87,-1.59,8.0,2022,118
4.0,6:32,3.0,13.0,HOU 16,17.0,3.0,Davis Mills pass incomplete short right intended for Brevin Jordan,-1.59,-2.39,8.0,2022,118
4.0,6:28,4.0,13.0,HOU 16,17.0,3.0,Cameron Johnston punts 34 yards downed by Jon Weeks,-2.39,-2.26,8.0,2022,118
4.0,6:17,1.0,10.0,TEN 50,17.0,3.0,Derrick Henry left tackle for 1 yard (tackle by Ogbonnia Okoronkwo and Christian Harris),2.26,1.85,8.0,2022,118
4.0,5:40,2.0,9.0,HOU 49,17.0,3.0,Derrick Henry left guard for no gain (tackle by Neville Hewitt and Christian Harris),1.85,1.16,8.0,2022,118
4.0,4:53,3.0,9.0,HOU 49,17.0,3.0,Dontrell Hilliard right guard for 5 yards (tackle by Thomas Booker),1.16,0.33,8.0,2022,118
4.0,4:10,4.0,4.0,HOU 44,17.0,3.0,"Ryan Stonehouse punts 34 yards, fair catch by Desmond King at HOU-10",0.33,0.38,8.0,2022,118
4.0,4:03,1.0,10.0,HOU 10,17.0,3.0,Dameon Pierce up the middle for 7 yards (tackle by Lonnie Johnson),-0.38,-0.09,8.0,2022,118
4.0,3:36,2.0,3.0,HOU 17,17.0,3.0,Davis Mills pass incomplete short right intended for Phillip Dorsett,-0.09,-0.6,8.0,2022,118
4.0,3:33,,,,,,Timeout #1 by Houston Texans,,,8.0,2022,118
4.0,3:33,3.0,3.0,HOU 17,17.0,3.0,Davis Mills pass complete short right to Rex Burkhead for 2 yards (tackle by David Long),-0.6,-2.14,8.0,2022,118
4.0,3:27,4.0,1.0,HOU 19,17.0,3.0,Dameon Pierce left end for 3 yards (tackle by Kristian Fulton and David Long),-2.14,0.41,8.0,2022,118
4.0,2:59,1.0,10.0,HOU 22,17.0,3.0,Davis Mills sacked by DeMarcus Walker for -9 yards,0.41,-1.43,8.0,2022,118
4.0,2:24,2.0,19.0,HOU 13,17.0,3.0,Davis Mills pass complete short middle to Dameon Pierce for 7 yards (tackle by David Long),-1.43,-1.09,8.0,2022,118
4.0,2:00,3.0,12.0,HOU 20,17.0,3.0,Davis Mills pass complete short right to Dameon Pierce for 6 yards (tackle by DeMarcus Walker),-1.09,-1.63,8.0,2022,118
4.0,1:30,4.0,6.0,HOU 26,17.0,3.0,Davis Mills pass complete deep right to Brandin Cooks for 26 yards (tackle by Kevin Byard),-1.63,2.39,8.0,2022,118
4.0,1:03,1.0,10.0,TEN 48,17.0,3.0,"Penalty on KC McDermott: False Start, 5 yards (accepted) (no play)",2.39,2.06,8.0,2022,118
4.0,1:05,,,,,,Timeout #2 by Houston Texans,,,8.0,2022,118
4.0,1:05,1.0,15.0,HOU 47,17.0,3.0,Davis Mills scrambles left end for 6 yards (tackle by David Long),2.06,1.98,8.0,2022,118
4.0,0:45,2.0,9.0,TEN 47,17.0,3.0,Davis Mills pass incomplete short left intended for Phillip Dorsett,1.98,1.29,8.0,2022,118
4.0,0:41,3.0,9.0,TEN 47,17.0,3.0,Davis Mills pass complete deep right to Brandin Cooks for 44 yards (tackle by Kevin Byard),1.29,6.51,8.0,2022,118
4.0,0:21,,,,,,Timeout #3 by Houston Texans,,,8.0,2022,118
4.0,0:21,,,,,,Timeout #1 by Tennessee Titans,,,8.0,2022,118
4.0,0:21,1.0,3.0,TEN 3,17.0,9.0,"Davis Mills pass complete short right to Dameon Pierce for 3 yards, touchdown",6.51,7.0,8.0,2022,118
4.0,0:17,,,TEN 15,17.0,10.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,8.0,2022,118
4.0,0:17,,,HOU 35,17.0,10.0,"Ka'imi Fairbairn kicks onside 15 yards, returned by Robert Woods for no gain",0.0,2.26,8.0,2022,118
4.0,0:16,1.0,10.0,TEN 50,17.0,10.0,Malik Willis kneels for -1 yards,2.26,1.58,8.0,2022,118
