Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA,week,year,game_id
1.0,3:18,3.0,7.0,NYG 23,0.0,0.0,Daniel Jones pass incomplete short right intended for Marcus Johnson (defended by Michael Jackson),-0.56,-1.83,8.0,2022,121
1.0,3:13,4.0,7.0,NYG 23,0.0,0.0,"Jamie Gillan punts 54 yards, returned by DeeJay Dallas for 8 yards (tackle by Justin Layne)",-1.83,-1.0,8.0,2022,121
1.0,3:02,1.0,10.0,SEA 31,0.0,0.0,Geno Smith pass complete short left to Marquise Goodwin for 16 yards (tackle by Dexter Lawrence),1.0,2.06,8.0,2022,121
1.0,2:32,1.0,10.0,SEA 47,0.0,0.0,Geno Smith pass complete short left to Noah Fant for 3 yards (tackle by Julian Love),2.06,1.92,8.0,2022,121
1.0,1:51,2.0,7.0,SEA 50,0.0,0.0,Geno Smith sacked by Micah McFadden for -7 yards,1.92,0.3,8.0,2022,121
1.0,1:18,,,,,,Timeout #1 by New York Giants,,,8.0,2022,121
1.0,1:18,3.0,14.0,SEA 43,0.0,0.0,Geno Smith pass complete short left to D.K. Metcalf for 15 yards (tackle by Julian Love and Fabian Moreau),0.3,2.79,8.0,2022,121
1.0,0:44,1.0,10.0,NYG 42,0.0,0.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf,2.79,2.24,8.0,2022,121
1.0,0:38,2.0,10.0,NYG 42,0.0,0.0,"Kenneth Walker for no gain (tackle by Jihad Ward and Leonard Williams). Penalty on Jihad Ward: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.24,3.78,8.0,2022,121
1.0,0:26,1.0,10.0,NYG 27,0.0,0.0,Kenneth Walker for 2 yards (tackle by Tomon Fox),3.78,3.5,8.0,2022,121
2.0,15:00,2.0,8.0,NYG 25,0.0,0.0,Geno Smith pass complete to Marquise Goodwin for 7 yards (tackle by Dexter Lawrence and Jaylon Smith),3.5,3.84,8.0,2022,121
2.0,14:26,3.0,1.0,NYG 18,0.0,0.0,Geno Smith pass incomplete deep right intended for Marquise Goodwin,3.84,2.4,8.0,2022,121
2.0,14:17,4.0,1.0,NYG 18,0.0,0.0,Geno Smith pass complete short left to Tyler Lockett for 4 yards (tackle by Darnay Holmes),2.4,4.65,8.0,2022,121
2.0,13:45,1.0,10.0,NYG 14,0.0,0.0,Kenneth Walker for 2 yards (tackle by Leonard Williams),4.65,4.33,8.0,2022,121
2.0,13:28,2.0,8.0,NYG 12,0.0,0.0,Geno Smith pass incomplete short left,4.33,3.43,8.0,2022,121
2.0,13:23,3.0,8.0,NYG 12,0.0,0.0,Geno Smith scrambles right end for 6 yards (tackle by Leonard Williams),3.43,3.01,8.0,2022,121
2.0,12:41,4.0,2.0,NYG 6,0.0,0.0,Geno Smith pass complete to Will Dissly for 3 yards (tackle by Micah McFadden),3.01,6.51,8.0,2022,121
2.0,12:42,1.0,3.0,NYG 3,0.0,0.0,Kenneth Walker for no gain (tackle by Tomon Fox and Leonard Williams),6.51,5.53,8.0,2022,121
2.0,12:12,2.0,3.0,NYG 3,0.0,6.0,"Geno Smith pass complete to D.K. Metcalf for 3 yards, touchdown",5.53,7.0,8.0,2022,121
2.0,12:07,,,NYG 15,0.0,7.0,Jason Myers kicks extra point good,0.0,0.0,8.0,2022,121
2.0,12:07,,,SEA 35,0.0,7.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,121
2.0,12:07,1.0,10.0,NYG 25,0.0,7.0,Saquon Barkley left end for 9 yards (tackle by Quandre Diggs),0.61,1.28,8.0,2022,121
2.0,11:24,2.0,1.0,NYG 34,0.0,7.0,Saquon Barkley right guard for 4 yards (tackle by Ryan Neal),1.28,1.47,8.0,2022,121
2.0,10:47,1.0,10.0,NYG 38,0.0,7.0,Saquon Barkley up the middle for no gain (tackle by Uchenna Nwosu and Al Woods),1.47,0.92,8.0,2022,121
2.0,10:08,2.0,10.0,NYG 38,0.0,7.0,Saquon Barkley right end for 5 yards (tackle by Michael Jackson),0.92,0.89,8.0,2022,121
2.0,9:24,3.0,5.0,NYG 43,0.0,7.0,Daniel Jones pass complete short right to Darius Slayton for 5 yards (tackle by Michael Jackson),0.89,2.13,8.0,2022,121
2.0,8:41,1.0,10.0,NYG 48,0.0,7.0,"Penalty on Tyre Phillips: False Start, 5 yards (accepted) (no play)",2.13,1.8,8.0,2022,121
2.0,8:21,1.0,15.0,NYG 43,0.0,7.0,Daniel Jones scrambles left end for 6 yards (tackle by Jordyn Brooks),1.8,1.72,8.0,2022,121
2.0,7:37,2.0,9.0,NYG 49,0.0,7.0,Saquon Barkley right guard for no gain (tackle by Jordyn Brooks),1.72,1.02,8.0,2022,121
2.0,6:56,3.0,9.0,NYG 49,0.0,7.0,Daniel Jones pass incomplete short right intended for Tanner Hudson (defended by Michael Jackson),1.02,-0.13,8.0,2022,121
2.0,6:47,4.0,9.0,NYG 49,0.0,7.0,Jamie Gillan punts 49 yards downed by Justin Layne,-0.13,0.38,8.0,2022,121
2.0,6:37,1.0,10.0,SEA 2,0.0,7.0,"Geno Smith pass complete to Tyler Lockett for 1 yard. Tyler Lockett fumbles (forced by Adoree' Jackson), recovered by Adoree' Jackson at SEA-3 and returned for 1 yard (tackle by Tyler Lockett)",-0.38,-6.74,8.0,2022,121
2.0,6:30,1.0,2.0,SEA 2,0.0,7.0,Saquon Barkley up the middle for 1 yard (tackle by Bruce Irvin and Al Woods),6.74,5.91,8.0,2022,121
2.0,5:55,2.0,1.0,SEA 1,6.0,7.0,"Saquon Barkley for 1 yard, touchdown",5.91,7.0,8.0,2022,121
2.0,5:51,,,SEA 15,7.0,7.0,Graham Gano kicks extra point good,0.0,0.0,8.0,2022,121
2.0,5:51,,,NYG 35,7.0,7.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,121
2.0,5:51,1.0,10.0,SEA 25,7.0,7.0,Kenneth Walker left guard for 3 yards (tackle by Leonard Williams),0.61,0.47,8.0,2022,121
2.0,5:15,2.0,7.0,SEA 28,7.0,7.0,Geno Smith pass complete short right to D.K. Metcalf for 7 yards (tackle by Adoree' Jackson),0.47,1.27,8.0,2022,121
2.0,4:36,1.0,10.0,SEA 35,7.0,7.0,Geno Smith sacked by Leonard Williams for -7 yards,1.27,-0.22,8.0,2022,121
2.0,3:57,2.0,17.0,SEA 28,7.0,7.0,Travis Homer right guard for 7 yards (tackle by Tomon Fox),-0.22,0.04,8.0,2022,121
2.0,3:13,3.0,10.0,SEA 35,7.0,7.0,Geno Smith sacked by Xavier McKinney for -8 yards,0.04,-1.57,8.0,2022,121
2.0,2:39,4.0,18.0,SEA 27,7.0,7.0,"Michael Dickson punts 49 yards, returned by Richie James for -3 yards. Richie James fumbles (forced by Will Dissly), recovered by Joey Blount at NYG-19",-1.57,4.31,8.0,2022,121
2.0,2:23,1.0,10.0,NYG 19,7.0,7.0,Geno Smith pass complete short middle to D'Wayne Eskridge for 3 yards (tackle by Adoree' Jackson and Julian Love),4.31,4.18,8.0,2022,121
2.0,2:00,2.0,7.0,NYG 16,7.0,7.0,"Kenneth Walker right guard for no gain (tackle by Leonard Williams). Penalty on D'Wayne Eskridge: Illegal Formation, 5 yards (accepted) (no play)",4.18,3.49,8.0,2022,121
2.0,1:53,2.0,12.0,NYG 21,7.0,7.0,Geno Smith pass incomplete deep left intended for Tyler Lockett,3.49,2.81,8.0,2022,121
2.0,1:47,,,,,,Timeout #1 by Seattle Seahawks,,,8.0,2022,121
2.0,1:47,3.0,12.0,NYG 21,7.0,7.0,Geno Smith pass complete short left to Marquise Goodwin for 4 yards (tackle by Adoree' Jackson),2.81,2.31,8.0,2022,121
2.0,1:42,4.0,8.0,NYG 17,7.0,10.0,Jason Myers 35 yard field goal good,2.31,3.0,8.0,2022,121
2.0,1:38,,,SEA 35,7.0,10.0,"Jason Myers kicks off 65 yards, returned by Gary Brightwell for 23 yards (tackle by DeeJay Dallas and Justin Coleman)",0.0,0.48,8.0,2022,121
2.0,1:31,1.0,10.0,NYG 23,7.0,10.0,Daniel Jones left end for 3 yards (tackle by Quandre Diggs),0.48,0.34,8.0,2022,121
2.0,0:48,2.0,7.0,NYG 26,7.0,10.0,Saquon Barkley up the middle for 5 yards (tackle by Shelby Harris),0.34,0.3,8.0,2022,121
2.0,0:21,3.0,2.0,NYG 31,7.0,10.0,Daniel Jones sacked by Boye Mafe for -8 yards,0.3,-1.83,8.0,2022,121
2.0,0:18,,,,,,Timeout #2 by Seattle Seahawks,,,8.0,2022,121
2.0,0:18,4.0,10.0,NYG 23,7.0,10.0,"Jamie Gillan punts 52 yards, fair catch by DeeJay Dallas at SEA-25",-1.83,-0.61,8.0,2022,121
2.0,0:10,1.0,10.0,SEA 25,7.0,10.0,Geno Smith kneels for -1 yards,0.61,-0.07,8.0,2022,121
3.0,15:00,,,SEA 35,7.0,10.0,"Jason Myers kicks off 62 yards, returned by Gary Brightwell for 13 yards (tackle by Cullen Gillaspia). Penalty on Matt Breida: Illegal Block Above the Waist, 8 yards (accepted)",0.0,-0.38,8.0,2022,121
3.0,14:54,1.0,10.0,NYG 8,7.0,10.0,Saquon Barkley right end for 2 yards (tackle by Coby Bryant),-0.38,-0.63,8.0,2022,121
3.0,14:15,2.0,8.0,NYG 10,7.0,10.0,Saquon Barkley right end for 15 yards (tackle by Coby Bryant),-0.63,0.61,8.0,2022,121
3.0,13:35,1.0,10.0,NYG 25,7.0,10.0,Matt Breida left tackle for 2 yards (tackle by Cody Barton and Shelby Harris),0.61,0.33,8.0,2022,121
3.0,12:54,2.0,8.0,NYG 27,7.0,10.0,Daniel Jones pass complete short right to David Sills for 5 yards (tackle by Michael Jackson),0.33,0.3,8.0,2022,121
3.0,12:08,3.0,3.0,NYG 32,7.0,10.0,"Daniel Jones sacked by Bruce Irvin for no gain. Penalty on Bruce Irvin: Defensive Offside, 5 yards (accepted) (no play)",0.3,1.4,8.0,2022,121
3.0,11:56,1.0,10.0,NYG 37,7.0,10.0,Saquon Barkley right guard for 4 yards (tackle by Uchenna Nwosu),1.4,1.4,8.0,2022,121
3.0,11:15,2.0,6.0,NYG 41,7.0,10.0,Saquon Barkley right guard for -1 yards (tackle by Uchenna Nwosu and Boye Mafe),1.4,0.56,8.0,2022,121
3.0,10:26,3.0,7.0,NYG 40,7.0,10.0,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",0.56,-0.1,8.0,2022,121
3.0,10:02,3.0,12.0,NYG 35,7.0,10.0,Daniel Jones pass complete deep right to Darius Slayton for 18 yards (tackle by Michael Jackson),-0.1,2.46,8.0,2022,121
3.0,9:34,1.0,10.0,SEA 47,7.0,10.0,Matt Breida right guard for 3 yards (tackle by Jordyn Brooks),2.46,2.32,8.0,2022,121
3.0,9:05,2.0,7.0,SEA 44,7.0,10.0,Daniel Jones pass complete deep middle to Darius Slayton for 16 yards (tackle by Coby Bryant),2.32,3.71,8.0,2022,121
3.0,8:19,1.0,10.0,SEA 28,7.0,10.0,Daniel Jones pass complete short left to Saquon Barkley for 12 yards (tackle by Cody Barton),3.71,4.51,8.0,2022,121
3.0,7:39,1.0,10.0,SEA 16,7.0,10.0,Daniel Jones scrambles up the middle for 2 yards (tackle by Uchenna Nwosu),4.51,4.21,8.0,2022,121
3.0,6:58,2.0,8.0,SEA 14,7.0,10.0,Daniel Jones right guard for 1 yard (tackle by Ryan Neal),4.21,3.54,8.0,2022,121
3.0,6:13,3.0,7.0,SEA 13,7.0,10.0,Daniel Jones pass incomplete short left intended for Wan'Dale Robinson (defended by Tariq Woolen),3.54,2.57,8.0,2022,121
3.0,6:08,4.0,7.0,SEA 13,10.0,10.0,Graham Gano 31 yard field goal good,2.57,3.0,8.0,2022,121
3.0,6:04,,,NYG 35,10.0,10.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,121
3.0,6:04,1.0,10.0,SEA 25,10.0,10.0,Kenneth Walker right guard for 3 yards (tackle by Fabian Moreau),0.61,0.47,8.0,2022,121
3.0,5:43,2.0,7.0,SEA 28,10.0,10.0,Kenneth Walker left guard for 10 yards (tackle by Jaylon Smith),0.47,1.47,8.0,2022,121
3.0,5:04,1.0,10.0,SEA 38,10.0,10.0,Geno Smith pass complete short middle to Travis Homer for 21 yards (tackle by Julian Love),1.47,2.85,8.0,2022,121
3.0,4:17,1.0,10.0,NYG 41,10.0,10.0,Geno Smith pass complete short right to Colby Parkinson for 5 yards (tackle by Julian Love and Nick McCloud),2.85,2.98,8.0,2022,121
3.0,3:34,2.0,5.0,NYG 36,10.0,10.0,Travis Homer right tackle for 3 yards (tackle by Tomon Fox),2.98,2.68,8.0,2022,121
3.0,2:53,3.0,2.0,NYG 33,10.0,10.0,Geno Smith pass incomplete deep right intended for Tyler Lockett,2.68,1.2,8.0,2022,121
3.0,2:47,4.0,2.0,NYG 33,10.0,13.0,Jason Myers 51 yard field goal good,1.2,3.0,8.0,2022,121
3.0,2:42,,,SEA 35,10.0,13.0,"Jason Myers kicks off 64 yards, returned by Gary Brightwell for 27 yards (tackle by Dareke Young)",0.0,0.81,8.0,2022,121
3.0,2:36,1.0,10.0,NYG 28,10.0,13.0,Saquon Barkley left guard for -1 yards (tackle by Ryan Neal),0.81,0.13,8.0,2022,121
3.0,1:59,2.0,11.0,NYG 27,10.0,13.0,Daniel Jones pass incomplete deep left intended for Saquon Barkley,0.13,-0.56,8.0,2022,121
3.0,1:52,3.0,11.0,NYG 27,10.0,13.0,Daniel Jones pass complete short middle to Darius Slayton for 21 yards (tackle by Josh Jones),-0.56,2.13,8.0,2022,121
3.0,1:18,1.0,10.0,NYG 48,10.0,13.0,Saquon Barkley right guard for 2 yards (tackle by Quandre Diggs),2.13,1.85,8.0,2022,121
3.0,0:39,2.0,8.0,NYG 50,10.0,13.0,Saquon Barkley right end for -1 yards (tackle by Coby Bryant),1.85,1.02,8.0,2022,121
4.0,15:00,3.0,9.0,NYG 49,10.0,13.0,Daniel Jones pass complete short left to Chris Myarick for 10 yards (tackle by Quandre Diggs),1.02,2.85,8.0,2022,121
4.0,14:15,1.0,10.0,SEA 41,10.0,13.0,Saquon Barkley up the middle for 2 yards (tackle by Poona Ford and Al Woods),2.85,2.58,8.0,2022,121
4.0,13:37,2.0,8.0,SEA 39,10.0,13.0,Saquon Barkley left end for 10 yards (tackle by Tariq Woolen),2.58,3.64,8.0,2022,121
4.0,12:53,1.0,10.0,SEA 29,10.0,13.0,Saquon Barkley up the middle for -8 yards (tackle by Bruce Irvin),3.64,2.02,8.0,2022,121
4.0,12:11,2.0,18.0,SEA 37,10.0,13.0,Daniel Jones pass incomplete deep left intended for Matt Breida,2.02,1.36,8.0,2022,121
4.0,12:01,3.0,18.0,SEA 37,10.0,13.0,Daniel Jones pass complete to Matt Breida for 10 yards (tackle by Tariq Woolen and Shelby Harris),1.36,1.67,8.0,2022,121
4.0,11:24,4.0,8.0,SEA 27,13.0,13.0,Graham Gano 45 yard field goal good,1.67,3.0,8.0,2022,121
4.0,11:17,,,NYG 35,13.0,13.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,121
4.0,11:17,1.0,10.0,SEA 25,13.0,13.0,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by Fabian Moreau),0.61,1.33,8.0,2022,121
4.0,10:42,1.0,10.0,SEA 36,13.0,13.0,Geno Smith pass complete short left to Marquise Goodwin for 6 yards (tackle by Adoree' Jackson),1.33,1.6,8.0,2022,121
4.0,10:12,2.0,4.0,SEA 42,13.0,13.0,Geno Smith pass complete short left to Tyler Lockett for 12 yards (tackle by Fabian Moreau),1.6,2.52,8.0,2022,121
4.0,9:46,1.0,10.0,NYG 46,13.0,13.0,Geno Smith pass complete short left to D.K. Metcalf for 13 yards (tackle by Fabian Moreau),2.52,3.38,8.0,2022,121
4.0,9:24,1.0,10.0,NYG 33,13.0,19.0,"Geno Smith pass complete to Tyler Lockett for 33 yards, touchdown",3.38,7.0,8.0,2022,121
4.0,9:18,,,NYG 15,13.0,20.0,Jason Myers kicks extra point good,0.0,0.0,8.0,2022,121
4.0,9:18,,,SEA 35,13.0,20.0,"Jason Myers kicks off 66 yards, touchback.",0.0,0.61,8.0,2022,121
4.0,9:18,1.0,10.0,NYG 25,13.0,20.0,Daniel Jones pass incomplete deep right intended for David Sills,0.61,0.06,8.0,2022,121
4.0,9:10,2.0,10.0,NYG 25,13.0,20.0,Saquon Barkley left guard for 1 yard (tackle by Jordyn Brooks),0.06,-0.49,8.0,2022,121
4.0,8:32,3.0,9.0,NYG 26,13.0,20.0,Daniel Jones scrambles right end for 5 yards (tackle by Shelby Harris),-0.49,-1.31,8.0,2022,121
4.0,7:46,4.0,4.0,NYG 31,13.0,20.0,"Jamie Gillan punts 69 yards, touchback.",-1.31,-0.28,8.0,2022,121
4.0,7:33,1.0,10.0,SEA 20,13.0,20.0,Kenneth Walker right guard for no gain (tackle by Tomon Fox and Jaylon Smith),0.28,-0.27,8.0,2022,121
4.0,7:08,2.0,10.0,SEA 20,13.0,20.0,Geno Smith scrambles up the middle for 4 yards (tackle by Micah McFadden and Jaylon Smith),-0.27,-0.43,8.0,2022,121
4.0,6:24,3.0,6.0,SEA 24,13.0,20.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf,-0.43,-1.77,8.0,2022,121
4.0,6:18,4.0,6.0,SEA 24,13.0,20.0,"Michael Dickson punts 55 yards, returned by Richie James for 9 yards. Richie James fumbles (forced by Travis Homer) (tackle by Joey Blount), recovered by Will Dissly at NYG-32",-1.77,3.45,8.0,2022,121
4.0,6:04,1.0,10.0,NYG 32,13.0,20.0,Geno Smith pass complete short right to Noah Fant for 16 yards (tackle by Nick McCloud),3.45,4.51,8.0,2022,121
4.0,5:29,1.0,10.0,NYG 16,13.0,26.0,"Kenneth Walker left end for 16 yards, touchdown",4.51,7.0,8.0,2022,121
4.0,5:22,,,NYG 15,13.0,27.0,Jason Myers kicks extra point good,0.0,0.0,8.0,2022,121
4.0,5:22,,,SEA 35,13.0,27.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,8.0,2022,121
4.0,5:22,1.0,10.0,NYG 25,13.0,27.0,Daniel Jones left guard for 3 yards (tackle by Cody Barton),0.61,0.47,8.0,2022,121
4.0,5:04,2.0,7.0,NYG 28,13.0,27.0,Daniel Jones pass complete short right to Tanner Hudson for 27 yards (tackle by Tariq Woolen),0.47,2.59,8.0,2022,121
4.0,4:38,1.0,10.0,SEA 45,13.0,27.0,Daniel Jones pass complete short right to Saquon Barkley for no gain (tackle by Michael Jackson),2.59,2.04,8.0,2022,121
4.0,4:29,2.0,10.0,SEA 45,13.0,27.0,Daniel Jones pass incomplete short right intended for Saquon Barkley,2.04,1.36,8.0,2022,121
4.0,4:24,3.0,10.0,SEA 45,13.0,27.0,Daniel Jones pass complete to Tanner Hudson for 13 yards (tackle by Ryan Neal),1.36,3.45,8.0,2022,121
4.0,3:51,1.0,10.0,SEA 32,13.0,27.0,Daniel Jones pass complete short left to Wan'Dale Robinson for 9 yards (tackle by Jordyn Brooks),3.45,4.12,8.0,2022,121
4.0,3:26,2.0,1.0,SEA 23,13.0,27.0,"Daniel Jones sacked by Uchenna Nwosu for -6 yards. Daniel Jones fumbles (forced by Uchenna Nwosu), recovered by Daniel Jones at SEA-29",4.12,2.61,8.0,2022,121
4.0,2:43,3.0,7.0,SEA 29,13.0,27.0,Daniel Jones pass incomplete deep middle intended for Darius Slayton,2.61,1.5,8.0,2022,121
4.0,2:38,4.0,7.0,SEA 29,13.0,27.0,Daniel Jones pass incomplete short middle intended for Marcus Johnson (defended by Cody Barton),1.5,-0.87,8.0,2022,121
4.0,2:32,1.0,10.0,SEA 29,13.0,27.0,Kenneth Walker up the middle for 4 yards (tackle by Leonard Williams and Tomon Fox),0.87,0.87,8.0,2022,121
4.0,2:27,,,,,,Timeout #1 by New York Giants,,,8.0,2022,121
4.0,2:27,2.0,6.0,SEA 33,13.0,27.0,Kenneth Walker for -2 yards (tackle by Tomon Fox),0.87,-0.1,8.0,2022,121
4.0,2:22,,,,,,Timeout #2 by New York Giants,,,8.0,2022,121
4.0,2:22,3.0,8.0,SEA 31,13.0,27.0,Geno Smith scrambles right guard for 14 yards (tackle by Julian Love),-0.1,1.93,8.0,2022,121
4.0,2:11,1.0,10.0,SEA 45,13.0,27.0,"Penalty on SEA: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",1.93,0.94,8.0,2022,121
4.0,2:11,1.0,10.0,SEA 30,13.0,27.0,Kenneth Walker right guard for 1 yard (tackle by Leonard Williams and Jaylon Smith),0.94,0.53,8.0,2022,121
4.0,2:07,,,,,,Timeout #3 by New York Giants,,,8.0,2022,121
4.0,2:07,2.0,9.0,SEA 31,13.0,27.0,Kenneth Walker for 2 yards (tackle by Dexter Lawrence and Elerson Smith),0.53,0.1,8.0,2022,121
4.0,2:00,3.0,7.0,SEA 33,13.0,27.0,Kenneth Walker left end for -3 yards (tackle by Tomon Fox),0.1,-1.37,8.0,2022,121
4.0,1:15,,,,,,Timeout #1 by Seattle Seahawks,,,8.0,2022,121
4.0,1:15,4.0,10.0,SEA 30,13.0,27.0,"Michael Dickson punts 57 yards, returned by Darnay Holmes for no gain (tackle by Dareke Young)",-1.37,0.32,8.0,2022,121
4.0,1:07,1.0,10.0,NYG 13,13.0,27.0,Daniel Jones pass incomplete short right intended for Marcus Johnson,-0.32,-0.77,8.0,2022,121
4.0,1:03,2.0,10.0,NYG 13,13.0,27.0,Daniel Jones pass incomplete intended for Marcus Johnson (defended by L.J. Collier),-0.77,-1.42,8.0,2022,121
4.0,0:58,3.0,10.0,NYG 13,13.0,27.0,Daniel Jones pass complete short right to Tanner Hudson for 18 yards (tackle by Michael Jackson),-1.42,1.0,8.0,2022,121
4.0,0:50,1.0,10.0,NYG 31,13.0,27.0,Daniel Jones pass incomplete short middle intended for Marcus Johnson (defended by Michael Jackson),1.0,0.46,8.0,2022,121
4.0,0:45,2.0,10.0,NYG 31,13.0,27.0,Daniel Jones sacked by Uchenna Nwosu for -7 yards,0.46,-1.15,8.0,2022,121
4.0,0:19,3.0,17.0,NYG 24,13.0,27.0,Daniel Jones sacked by Poona Ford for -8 yards,-1.15,-2.39,8.0,2022,121
