Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA,week,year,game_id
1.0,8:30,1.0,10.0,ATL 40,0.0,0.0,Raheem Blackshear up the middle for 12 yards (tackle by Rashaan Evans and Richie Grant),2.92,3.71,10.0,2022,137
1.0,7:48,1.0,10.0,ATL 28,0.0,0.0,Raheem Blackshear right tackle for no gain (tackle by Timmy Horne),3.71,3.17,10.0,2022,137
1.0,7:12,2.0,10.0,ATL 28,0.0,0.0,P.J. Walker pass incomplete intended for D.J. Moore (defended by Darren Hall),3.17,2.48,10.0,2022,137
1.0,7:07,3.0,10.0,ATL 28,0.0,0.0,P.J. Walker pass incomplete short middle intended for Tommy Tremble,2.48,1.59,10.0,2022,137
1.0,7:03,4.0,10.0,ATL 28,0.0,3.0,Eddy Pineiro 46 yard field goal good,1.59,3.0,10.0,2022,137
1.0,6:59,,,CAR 35,0.0,3.0,"Eddy Pineiro kicks off 63 yards, returned by Cordarrelle Patterson for 32 yards (tackle by Cory Littleton)",0.0,1.2,10.0,2022,137
1.0,6:53,1.0,10.0,ATL 34,0.0,3.0,Marcus Mariota left tackle for 3 yards (tackle by Shaq Thompson),1.2,1.06,10.0,2022,137
1.0,6:29,2.0,7.0,ATL 37,0.0,3.0,Tyler Allgeier left tackle for -2 yards (tackle by Derrick Brown),1.06,0.1,10.0,2022,137
1.0,5:55,3.0,9.0,ATL 35,0.0,3.0,Marcus Mariota pass complete deep right to Damiere Byrd for 19 yards (tackle by Xavier Woods),0.1,2.52,10.0,2022,137
1.0,5:20,1.0,10.0,CAR 46,0.0,3.0,Marcus Mariota pass incomplete short right intended for Damiere Byrd,2.52,1.98,10.0,2022,137
1.0,5:17,2.0,10.0,CAR 46,0.0,3.0,Marcus Mariota pass complete short right to KhaDarel Hodge for 12 yards (tackle by Jaycee Horn),1.98,3.31,10.0,2022,137
1.0,4:38,1.0,10.0,CAR 34,0.0,3.0,Tyler Allgeier left end for no gain (tackle by Jaycee Horn and Derrick Brown),3.31,2.77,10.0,2022,137
1.0,4:00,2.0,10.0,CAR 34,0.0,3.0,Cordarrelle Patterson left end for 1 yard (tackle by Frankie Luvu),2.77,2.21,10.0,2022,137
1.0,3:14,3.0,9.0,CAR 33,0.0,3.0,"Marcus Mariota pass complete short right to Kyle Pitts for no gain (tackle by Myles Hartsfield). Penalty on Colby Gossett: Offensive Holding, 9 yards (accepted) (no play)",2.21,1.03,10.0,2022,137
1.0,2:55,3.0,18.0,CAR 42,0.0,3.0,"Marcus Mariota pass incomplete deep middle intended for Drake London (defended by Xavier Woods). Penalty on Colby Gossett: Offensive Holding, 10 yards (declined)",1.03,0.46,10.0,2022,137
1.0,2:46,4.0,18.0,CAR 42,0.0,3.0,"Bradley Pinion punts 33 yards, fair catch by Shi Smith at CAR-9",0.46,0.38,10.0,2022,137
1.0,2:39,1.0,10.0,CAR 9,0.0,3.0,P.J. Walker pass complete short right to D.J. Moore for -1 yards (tackle by Darren Hall),-0.38,-0.85,10.0,2022,137
1.0,2:03,2.0,11.0,CAR 8,0.0,3.0,D'Onta Foreman right tackle for 14 yards (tackle by Richie Grant),-0.85,0.41,10.0,2022,137
1.0,1:20,1.0,10.0,CAR 22,0.0,3.0,P.J. Walker pass complete short left to Laviska Shenault for 8 yards (tackle by Rashad Fenton),0.41,0.95,10.0,2022,137
1.0,0:45,2.0,2.0,CAR 30,0.0,3.0,Laviska Shenault for 1 yard (tackle by Adetokunbo Ogundeji and Richie Grant),0.95,0.37,10.0,2022,137
2.0,15:00,3.0,1.0,CAR 31,0.0,3.0,P.J. Walker up the middle for 3 yards (tackle by Timmy Horne),0.37,1.2,10.0,2022,137
2.0,14:33,1.0,10.0,CAR 34,0.0,3.0,D'Onta Foreman right end for 4 yards (tackle by Mykal Walker),1.2,1.2,10.0,2022,137
2.0,13:56,2.0,6.0,CAR 38,0.0,3.0,D'Onta Foreman left guard for 10 yards (tackle by Jaylinn Hawkins and Jalen Dalton),1.2,2.13,10.0,2022,137
2.0,13:22,1.0,10.0,CAR 48,0.0,3.0,D'Onta Foreman up the middle for 2 yards (tackle by Jalen Dalton),2.13,1.85,10.0,2022,137
2.0,12:51,2.0,8.0,CAR 50,0.0,3.0,Chuba Hubbard up the middle for 4 yards (tackle by Richie Grant and Abdullah Anderson),1.85,1.68,10.0,2022,137
2.0,12:08,3.0,4.0,ATL 46,0.0,3.0,P.J. Walker pass complete short left to D.J. Moore for 9 yards (tackle by Rashad Fenton),1.68,3.12,10.0,2022,137
2.0,11:25,1.0,10.0,ATL 37,0.0,3.0,Raheem Blackshear up the middle for 5 yards (tackle by Rashaan Evans),3.12,3.25,10.0,2022,137
2.0,10:51,2.0,5.0,ATL 32,0.0,3.0,D'Onta Foreman up the middle for 6 yards (tackle by Troy Andersen and Grady Jarrett),3.25,3.84,10.0,2022,137
2.0,10:17,1.0,10.0,ATL 26,0.0,3.0,D'Onta Foreman up the middle for -2 yards (tackle by Lorenzo Carter),3.84,3.03,10.0,2022,137
2.0,9:49,2.0,12.0,ATL 28,0.0,3.0,"Penalty on Brady Christensen: False Start, 5 yards (accepted) (no play)",3.03,2.35,10.0,2022,137
2.0,9:35,2.0,17.0,ATL 33,0.0,3.0,Chuba Hubbard up the middle for 5 yards (tackle by Rashaan Evans and Lorenzo Carter),2.35,2.35,10.0,2022,137
2.0,8:55,,,,,,Timeout #1 by Carolina Panthers,,,10.0,2022,137
2.0,8:55,3.0,12.0,ATL 28,0.0,3.0,P.J. Walker sacked by and DeAundre Alford for -7 yards and Arnold Ebiketie for -7 yards,2.35,0.97,10.0,2022,137
2.0,8:08,4.0,19.0,ATL 35,0.0,3.0,"Penalty on CAR: Delay of Game, 5 yards (declined)",0.97,0.97,10.0,2022,137
2.0,7:53,4.0,19.0,ATL 35,0.0,3.0,Johnny Hekker punts 32 yards downed by Cory Littleton,0.97,0.38,10.0,2022,137
2.0,7:43,1.0,10.0,ATL 3,0.0,3.0,Tyler Allgeier left guard for 3 yards (tackle by Donte Jackson),-0.38,-0.56,10.0,2022,137
2.0,7:09,2.0,7.0,ATL 6,0.0,3.0,Tyler Allgeier right tackle for 3 yards (tackle by Shaq Thompson and Matthew Ioannidis),-0.56,-0.72,10.0,2022,137
2.0,6:23,3.0,4.0,ATL 9,0.0,3.0,Tyler Allgeier up the middle for 3 yards (tackle by Derrick Brown and Brian Burns),-0.72,-2.49,10.0,2022,137
2.0,5:32,4.0,1.0,ATL 12,0.0,3.0,Bradley Pinion punts 31 yards out of bounds,-2.49,-2.72,10.0,2022,137
2.0,5:26,1.0,10.0,ATL 43,0.0,3.0,P.J. Walker pass complete short right to Giovanni Ricci for 2 yards (tackle by Richie Grant),2.72,2.45,10.0,2022,137
2.0,4:43,2.0,8.0,ATL 41,0.0,9.0,"Laviska Shenault left end for 41 yards, touchdown",2.45,7.0,10.0,2022,137
2.0,4:34,,,ATL 15,0.0,10.0,Eddy Pineiro kicks extra point good,0.0,0.0,10.0,2022,137
2.0,4:34,,,CAR 35,0.0,10.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,137
2.0,4:34,1.0,10.0,ATL 25,0.0,10.0,Marcus Mariota pass incomplete deep right intended for Olamide Zaccheaus (defended by Donte Jackson),0.61,0.06,10.0,2022,137
2.0,4:25,2.0,10.0,ATL 25,0.0,10.0,Marcus Mariota pass intended for Kyle Pitts is intercepted by Jaycee Horn at CAR-37 and returned for 18 yards (tackle by Cordarrelle Patterson),0.06,-2.59,10.0,2022,137
2.0,4:11,1.0,10.0,ATL 45,0.0,10.0,D'Onta Foreman up the middle for 5 yards (tackle by Mykal Walker and Lorenzo Carter),2.59,2.72,10.0,2022,137
2.0,3:34,2.0,5.0,ATL 40,0.0,10.0,D'Onta Foreman left guard for 4 yards (tackle by Rashad Fenton),2.72,2.54,10.0,2022,137
2.0,2:55,3.0,1.0,ATL 36,0.0,10.0,Chuba Hubbard up the middle for 4 yards (tackle by Mykal Walker),2.54,3.45,10.0,2022,137
2.0,2:29,1.0,10.0,ATL 32,0.0,10.0,D'Onta Foreman up the middle for 4 yards (tackle by Mykal Walker),3.45,3.44,10.0,2022,137
2.0,2:00,2.0,6.0,ATL 28,0.0,10.0,D'Onta Foreman left tackle for -1 yards (tackle by Adetokunbo Ogundeji),3.44,2.61,10.0,2022,137
2.0,1:55,,,,,,Timeout #1 by Atlanta Falcons,,,10.0,2022,137
2.0,1:55,3.0,7.0,ATL 29,0.0,10.0,Chuba Hubbard up the middle for -2 yards (tackle by Ta'Quon Graham),2.61,1.32,10.0,2022,137
2.0,1:52,,,,,,Timeout #2 by Atlanta Falcons,,,10.0,2022,137
2.0,1:52,4.0,9.0,ATL 31,0.0,13.0,Eddy Pineiro 49 yard field goal good,1.32,3.0,10.0,2022,137
2.0,1:47,,,CAR 35,0.0,13.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,137
2.0,1:14,1.0,10.0,ATL 25,0.0,13.0,"Marcus Mariota pass complete short middle to Drake London for 14 yards (tackle by Xavier Woods). Penalty on Xavier Woods: Unnecessary Roughness / Defense, 15 yards (accepted)",0.61,2.52,10.0,2022,137
2.0,1:41,1.0,10.0,CAR 46,0.0,13.0,Avery Williams up the middle for 6 yards (tackle by Brian Burns and Frankie Luvu),2.52,2.79,10.0,2022,137
2.0,1:15,2.0,4.0,CAR 40,0.0,13.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 6 yards (tackle by Donte Jackson and Brian Burns),2.79,3.31,10.0,2022,137
2.0,0:50,1.0,10.0,CAR 34,0.0,13.0,Avery Williams for 12 yards (tackle by Donte Jackson and Xavier Woods),3.31,4.11,10.0,2022,137
2.0,0:26,1.0,10.0,CAR 22,0.0,13.0,Marcus Mariota pass complete short left to Drake London for 5 yards (tackle by Xavier Woods),4.11,4.29,10.0,2022,137
2.0,0:21,,,,,,Timeout #3 by Atlanta Falcons,,,10.0,2022,137
2.0,0:21,2.0,5.0,CAR 17,0.0,13.0,Marcus Mariota pass complete short left to Cordarrelle Patterson for 2 yards (tackle by Frankie Luvu),4.29,3.93,10.0,2022,137
2.0,0:04,3.0,3.0,CAR 15,0.0,13.0,Marcus Mariota spiked the ball,3.93,2.54,10.0,2022,137
2.0,0:03,4.0,3.0,CAR 15,3.0,13.0,Younghoe Koo 33 yard field goal good,2.54,3.0,10.0,2022,137
3.0,15:00,,,ATL 35,3.0,13.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,137
3.0,15:00,1.0,10.0,CAR 25,3.0,13.0,P.J. Walker pass incomplete short right intended for Terrace Marshall (defended by Richie Grant),0.61,0.06,10.0,2022,137
3.0,14:59,2.0,10.0,CAR 25,3.0,13.0,"Penalty on Shi Smith: Unnecessary Roughness / Offense, 12 yards (accepted) (no play)",0.06,-1.64,10.0,2022,137
3.0,14:55,2.0,22.0,CAR 13,3.0,13.0,D'Onta Foreman right guard for 6 yards (tackle by Rashaan Evans),-1.64,-1.51,10.0,2022,137
3.0,14:23,3.0,16.0,CAR 19,3.0,13.0,P.J. Walker pass incomplete short right intended for Laviska Shenault,-1.51,-2.14,10.0,2022,137
3.0,14:20,4.0,16.0,CAR 19,3.0,13.0,Johnny Hekker punts 52 yards out of bounds,-2.14,-0.87,10.0,2022,137
3.0,14:13,1.0,10.0,ATL 29,3.0,13.0,Cordarrelle Patterson left guard for 3 yards (tackle by Frankie Luvu),0.87,0.73,10.0,2022,137
3.0,13:35,2.0,7.0,ATL 32,3.0,13.0,"Marcus Mariota scrambles right end for 26 yards (tackle by Xavier Woods and Yetur Gross-Matos). Penalty on Jaycee Horn: Defensive Holding, 5 yards (accepted)",0.73,3.12,10.0,2022,137
3.0,13:05,1.0,10.0,CAR 37,3.0,13.0,Cordarrelle Patterson right tackle for 9 yards (tackle by Jaycee Horn and Derrick Brown),3.12,3.79,10.0,2022,137
3.0,12:34,2.0,1.0,CAR 28,3.0,13.0,"Tyler Allgeier left end for no gain (tackle by Xavier Woods). Penalty on Parker Hesse: Offensive Holding, 13 yards (accepted) (no play)",3.79,2.03,10.0,2022,137
3.0,12:01,2.0,14.0,CAR 41,3.0,13.0,Marcus Mariota pass complete short left to Drake London for 5 yards (tackle by Frankie Luvu and Derrick Brown),2.03,2.01,10.0,2022,137
3.0,11:31,3.0,9.0,CAR 36,3.0,13.0,Marcus Mariota sacked by Frankie Luvu for -5 yards,2.01,0.53,10.0,2022,137
3.0,10:56,4.0,14.0,CAR 41,3.0,13.0,Bradley Pinion punts 39 yards downed by KhaDarel Hodge,0.53,0.38,10.0,2022,137
3.0,10:46,1.0,10.0,CAR 2,3.0,13.0,"Penalty on Ikem Ekwonu: False Start, 1 yard (accepted) (no play)",-0.38,-0.42,10.0,2022,137
3.0,10:46,1.0,11.0,CAR 1,3.0,13.0,"D'Onta Foreman up the middle for 1 yard (tackle by DeAngelo Malone). Penalty on Ikem Ekwonu: Offensive Holding, 10 yards (declined)",-0.42,-0.78,10.0,2022,137
3.0,10:32,2.0,10.0,CAR 2,3.0,13.0,D'Onta Foreman up the middle for 1 yard (tackle by Ta'Quon Graham and Darren Hall),-0.78,-1.3,10.0,2022,137
3.0,9:57,3.0,9.0,CAR 3,3.0,13.0,D'Onta Foreman left tackle for 5 yards (tackle by Mykal Walker and Abdullah Anderson),-1.3,-2.49,10.0,2022,137
3.0,9:14,4.0,4.0,CAR 8,3.0,13.0,"Johnny Hekker punts 48 yards, returned by Avery Williams for 14 yards (tackle by Sean Chandler and Sam Franklin)",-2.49,-2.79,10.0,2022,137
3.0,9:01,1.0,10.0,CAR 42,3.0,13.0,Marcus Mariota pass incomplete deep right intended for Kyle Pitts,2.79,2.24,10.0,2022,137
3.0,8:57,2.0,10.0,CAR 42,3.0,13.0,"Marcus Mariota pass incomplete intended for Kyle Pitts. Penalty on Donte Jackson: Defensive Pass Interference, 11 yards (accepted) (no play)",2.24,3.51,10.0,2022,137
3.0,8:52,1.0,10.0,CAR 31,3.0,13.0,Tyler Allgeier right guard for 6 yards (tackle by Shaq Thompson and Yetur Gross-Matos),3.51,3.78,10.0,2022,137
3.0,8:13,2.0,4.0,CAR 25,3.0,13.0,Tyler Allgeier right tackle for 6 yards (tackle by Bravvion Roy and Brian Burns),3.78,4.31,10.0,2022,137
3.0,7:26,1.0,10.0,CAR 19,3.0,13.0,Caleb Huntley right end for 11 yards (tackle by Cory Littleton and Myles Hartsfield),4.31,5.37,10.0,2022,137
3.0,7:01,1.0,8.0,CAR 8,3.0,13.0,Caleb Huntley left tackle for 1 yard (tackle by Shaq Thompson),5.37,4.76,10.0,2022,137
3.0,6:20,2.0,7.0,CAR 7,9.0,13.0,"Marcus Mariota pass complete short middle to Drake London for 7 yards, touchdown",4.76,7.0,10.0,2022,137
3.0,6:15,,,CAR 15,9.0,13.0,Younghoe Koo kicks extra point no good,0.0,-1.0,10.0,2022,137
3.0,6:15,,,ATL 35,9.0,13.0,"Penalty on Xavier Woods: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.0,-2.26,10.0,2022,137
3.0,6:15,1.0,10.0,ATL 50,9.0,13.0,"Bradley Pinion kicks off 43 yards, returned by Raheem Blackshear for 9 yards (tackle by DeAngelo Malone)",2.26,-0.14,10.0,2022,137
3.0,6:10,1.0,10.0,CAR 16,9.0,13.0,Chuba Hubbard left guard for 3 yards (tackle by Lorenzo Carter),-0.14,-0.18,10.0,2022,137
3.0,5:33,2.0,7.0,CAR 19,9.0,13.0,P.J. Walker pass complete short left to Terrace Marshall for 43 yards (tackle by Rashaan Evans),-0.18,3.05,10.0,2022,137
3.0,4:44,1.0,10.0,ATL 38,9.0,13.0,Raheem Blackshear up the middle for 8 yards (tackle by Richie Grant),3.05,3.59,10.0,2022,137
3.0,4:16,2.0,2.0,ATL 30,9.0,13.0,"D'Onta Foreman up the middle for no gain (tackle by Grady Jarrett). Penalty on Brady Christensen: Offensive Holding, 10 yards (accepted) (no play)",3.59,2.24,10.0,2022,137
3.0,3:47,2.0,12.0,ATL 40,9.0,13.0,P.J. Walker pass complete deep right to Shi Smith for 17 yards,2.24,4.04,10.0,2022,137
3.0,3:14,1.0,10.0,ATL 23,9.0,13.0,P.J. Walker right tackle for 8 yards (tackle by Jaylinn Hawkins),4.04,4.75,10.0,2022,137
3.0,2:51,2.0,2.0,ATL 15,9.0,13.0,D'Onta Foreman left guard for 3 yards (tackle by Abdullah Anderson and Ta'Quon Graham),4.75,4.78,10.0,2022,137
3.0,1:56,1.0,10.0,ATL 12,9.0,19.0,"D'Onta Foreman right tackle for 12 yards, touchdown",4.78,7.0,10.0,2022,137
3.0,1:51,,,ATL 15,9.0,19.0,Eddy Pineiro kicks extra point no good,0.0,-1.0,10.0,2022,137
3.0,1:51,,,CAR 35,9.0,19.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,137
3.0,1:51,1.0,10.0,ATL 25,9.0,19.0,Marcus Mariota pass complete deep middle to Olamide Zaccheaus for 28 yards (tackle by Cory Littleton and Shaq Thompson),0.61,2.46,10.0,2022,137
3.0,1:05,1.0,10.0,CAR 47,9.0,19.0,Tyler Allgeier left end for 1 yard (tackle by Daviyon Nixon),2.46,2.05,10.0,2022,137
3.0,0:15,2.0,9.0,CAR 46,9.0,19.0,Marcus Mariota pass complete short middle to Tyler Allgeier for -6 yards (tackle by Matthew Ioannidis),2.05,0.56,10.0,2022,137
4.0,15:00,3.0,15.0,ATL 48,9.0,19.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,0.56,-0.19,10.0,2022,137
4.0,14:55,4.0,15.0,ATL 48,9.0,19.0,Bradley Pinion punts 28 yards out of bounds,-0.19,-0.54,10.0,2022,137
4.0,14:47,1.0,10.0,CAR 24,9.0,19.0,"D'Onta Foreman right tackle for 23 yards (tackle by Darren Hall). Penalty on Abdullah Anderson: Defensive Holding, 5 yards (accepted)",0.54,2.39,10.0,2022,137
4.0,14:29,1.0,10.0,ATL 48,9.0,19.0,D'Onta Foreman left guard for 3 yards (tackle by Ta'Quon Graham),2.39,2.25,10.0,2022,137
4.0,13:52,2.0,7.0,ATL 45,9.0,19.0,P.J. Walker pass complete short right to Laviska Shenault for 6 yards (tackle by DeAngelo Malone and Richie Grant),2.25,2.34,10.0,2022,137
4.0,13:24,3.0,1.0,ATL 39,9.0,19.0,Raheem Blackshear up the middle for 3 yards (tackle by Rashaan Evans and Jaylinn Hawkins),2.34,3.18,10.0,2022,137
4.0,12:42,1.0,10.0,ATL 36,9.0,19.0,D'Onta Foreman left guard for 9 yards (tackle by Grady Jarrett),3.18,3.85,10.0,2022,137
4.0,12:09,2.0,1.0,ATL 27,9.0,19.0,D'Onta Foreman right guard for no gain (tackle by Ta'Quon Graham and Abdullah Anderson),3.85,3.14,10.0,2022,137
4.0,11:33,3.0,1.0,ATL 27,9.0,19.0,P.J. Walker up the middle for 3 yards (tackle by Arnold Ebiketie),3.14,3.97,10.0,2022,137
4.0,10:59,1.0,10.0,ATL 24,9.0,19.0,"Penalty on Ikem Ekwonu: False Start, 5 yards (accepted) (no play)",3.97,3.64,10.0,2022,137
4.0,10:59,1.0,15.0,ATL 29,9.0,19.0,Raheem Blackshear left guard for 4 yards (tackle by Timmy Horne),3.64,3.3,10.0,2022,137
4.0,10:15,2.0,11.0,ATL 25,9.0,19.0,P.J. Walker pass complete short right to Laviska Shenault for 3 yards (tackle by Jaylinn Hawkins),3.3,3.01,10.0,2022,137
4.0,9:32,3.0,8.0,ATL 22,9.0,19.0,P.J. Walker pass incomplete short right intended for D'Onta Foreman (defended by DeAundre Alford),3.01,1.99,10.0,2022,137
4.0,9:26,4.0,8.0,ATL 22,9.0,22.0,Eddy Pineiro 40 yard field goal good,1.99,3.0,10.0,2022,137
4.0,9:22,,,CAR 35,9.0,22.0,"Eddy Pineiro kicks off 66 yards, returned by Cordarrelle Patterson for 28 yards (tackle by Sean Chandler)",0.0,0.74,10.0,2022,137
4.0,9:17,1.0,10.0,ATL 27,9.0,22.0,Marcus Mariota pass complete short middle to MyCole Pruitt for 6 yards (tackle by Frankie Luvu),0.74,1.01,10.0,2022,137
4.0,8:42,2.0,4.0,ATL 33,9.0,22.0,Caleb Huntley up the middle for 15 yards (tackle by Frankie Luvu),1.01,2.13,10.0,2022,137
4.0,8:18,1.0,10.0,ATL 48,9.0,22.0,Caleb Huntley up the middle for 6 yards (tackle by Yetur Gross-Matos and Frankie Luvu),2.13,2.39,10.0,2022,137
4.0,7:55,2.0,4.0,CAR 46,9.0,22.0,Marcus Mariota pass incomplete short right intended for Kyle Pitts (defended by Shaq Thompson),2.39,1.68,10.0,2022,137
4.0,7:50,3.0,4.0,CAR 46,9.0,22.0,Marcus Mariota sacked by Frankie Luvu for -6 yards,1.68,-0.19,10.0,2022,137
4.0,7:36,,,,,,Timeout #1 by Carolina Panthers,,,10.0,2022,137
4.0,7:36,4.0,10.0,ATL 48,9.0,22.0,Marcus Mariota sacked by Brian Burns for -8 yards,-0.19,-2.92,10.0,2022,137
4.0,7:32,1.0,10.0,ATL 40,9.0,22.0,D'Onta Foreman right tackle for 2 yards (tackle by Richie Grant and Rashad Fenton),2.92,2.64,10.0,2022,137
4.0,6:53,2.0,8.0,ATL 38,9.0,22.0,D'Onta Foreman right end for -3 yards (tackle by Rashaan Evans),2.64,1.55,10.0,2022,137
4.0,6:12,3.0,11.0,ATL 41,9.0,22.0,P.J. Walker pass complete short right to D.J. Moore for 1 yard (tackle by Arnold Ebiketie),1.55,0.59,10.0,2022,137
4.0,5:32,4.0,10.0,ATL 40,9.0,22.0,Johnny Hekker punts 37 yards downed by Chandler Wooten,0.59,0.38,10.0,2022,137
4.0,5:18,1.0,10.0,ATL 3,9.0,22.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,-0.38,-0.78,10.0,2022,137
4.0,5:13,2.0,10.0,ATL 3,9.0,22.0,Marcus Mariota pass complete to Drake London for 7 yards (tackle by C.J. Henderson),-0.78,-0.6,10.0,2022,137
4.0,4:40,3.0,3.0,ATL 10,9.0,22.0,Marcus Mariota scrambles right tackle for 14 yards (tackle by Frankie Luvu),-0.6,0.54,10.0,2022,137
4.0,4:19,1.0,10.0,ATL 24,9.0,22.0,Marcus Mariota pass complete to Tyler Allgeier for -6 yards (tackle by Shaq Thompson and Brian Burns),0.54,-0.91,10.0,2022,137
4.0,3:48,2.0,16.0,ATL 18,9.0,22.0,Marcus Mariota pass complete deep right to Damiere Byrd for 21 yards,-0.91,1.53,10.0,2022,137
4.0,3:40,1.0,10.0,ATL 39,9.0,22.0,Marcus Mariota pass complete short right to Damiere Byrd for 18 yards (tackle by Xavier Woods),1.53,2.72,10.0,2022,137
4.0,3:34,1.0,10.0,CAR 43,9.0,22.0,Marcus Mariota pass complete deep middle to Kyle Pitts for 18 yards (tackle by Xavier Woods),2.72,3.91,10.0,2022,137
4.0,3:01,1.0,10.0,CAR 25,15.0,22.0,"Marcus Mariota pass complete deep left to KhaDarel Hodge for 25 yards, touchdown",3.91,7.0,10.0,2022,137
4.0,2:56,,,CAR 15,15.0,22.0,Younghoe Koo kicks extra point blocked blocked by C.J. Henderson,0.0,-1.0,10.0,2022,137
4.0,2:56,,,ATL 35,15.0,22.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,137
4.0,2:56,1.0,10.0,CAR 25,15.0,22.0,D'Onta Foreman up the middle for 4 yards (tackle by Ta'Quon Graham and Grady Jarrett),0.61,0.6,10.0,2022,137
4.0,2:50,,,,,,Timeout #1 by Atlanta Falcons,,,10.0,2022,137
4.0,2:50,2.0,6.0,CAR 29,15.0,22.0,D'Onta Foreman left tackle for -1 yards (tackle by Rashaan Evans),0.6,-0.23,10.0,2022,137
4.0,2:46,,,,,,Timeout #2 by Atlanta Falcons,,,10.0,2022,137
4.0,2:46,3.0,7.0,CAR 28,15.0,22.0,P.J. Walker pass incomplete short left intended for D.J. Moore (defended by Richie Grant),-0.23,-1.5,10.0,2022,137
4.0,2:43,4.0,7.0,CAR 28,15.0,22.0,"Johnny Hekker punts 47 yards, returned by Avery Williams for 9 yards (tackle by Damien Wilson)",-1.5,-1.2,10.0,2022,137
4.0,2:33,1.0,10.0,ATL 34,15.0,22.0,Avery Williams left tackle for -1 yards (tackle by Derrick Brown),1.2,0.52,10.0,2022,137
4.0,2:05,2.0,11.0,ATL 33,15.0,22.0,Marcus Mariota sacked by Marquis Haynes for -7 yards,0.52,-1.09,10.0,2022,137
4.0,1:58,3.0,18.0,ATL 26,15.0,22.0,Marcus Mariota pass incomplete deep middle intended for Olamide Zaccheaus,-1.09,-1.63,10.0,2022,137
4.0,1:54,4.0,18.0,ATL 26,15.0,22.0,Marcus Mariota sacked by Marquis Haynes for -7 yards,-1.63,-4.31,10.0,2022,137
4.0,1:50,1.0,10.0,ATL 19,15.0,22.0,D'Onta Foreman left tackle for 4 yards (tackle by Mykal Walker and Grady Jarrett),4.31,4.35,10.0,2022,137
4.0,1:45,,,,,,Timeout #3 by Atlanta Falcons,,,10.0,2022,137
4.0,1:45,2.0,6.0,ATL 15,15.0,22.0,D'Onta Foreman left guard for 5 yards (tackle by Mykal Walker),4.35,4.69,10.0,2022,137
