Quarter,Time,Down,ToGo,Location,SEA,TAM,Detail,EPB,EPA,week,year,game_id
1.0,10:10,1.0,18.0,SEA 38,0.0,0.0,Leonard Fournette right guard for 3 yards (tackle by Quandre Diggs),3.05,2.36,10.0,2022,138
1.0,9:40,2.0,15.0,SEA 35,0.0,0.0,Tom Brady pass complete short left to Leonard Fournette for 1 yard (tackle by Cody Barton),2.36,1.82,10.0,2022,138
1.0,9:04,3.0,14.0,SEA 34,0.0,0.0,Tom Brady pass incomplete short middle intended for Chris Godwin,1.82,1.06,10.0,2022,138
1.0,8:58,4.0,14.0,SEA 34,0.0,0.0,Ryan Succop 52 yard field goal no good,1.06,-1.73,10.0,2022,138
1.0,8:53,1.0,10.0,SEA 42,0.0,0.0,Geno Smith pass complete short middle to Kenneth Walker for 2 yards (tackle by Carlton Davis),1.73,1.46,10.0,2022,138
1.0,8:15,2.0,8.0,SEA 44,0.0,0.0,Geno Smith pass complete short left to D.K. Metcalf for 14 yards (tackle by Mike Edwards),1.46,2.72,10.0,2022,138
1.0,7:48,1.0,10.0,TAM 43,0.0,0.0,Kenneth Walker left tackle for 1 yard (tackle by Akiem Hicks),2.72,2.45,10.0,2022,138
1.0,7:11,2.0,8.0,TAM 41,0.0,0.0,"Kenneth Walker right end for no gain (tackle by Devin White). Penalty on Damien Lewis: Unsportsmanlike Conduct / Offense, 13 yards (accepted)",2.45,0.04,10.0,2022,138
1.0,6:35,3.0,21.0,SEA 46,0.0,0.0,Geno Smith pass complete short right to Noah Fant for 15 yards (tackle by Devin White),0.04,0.66,10.0,2022,138
1.0,5:36,4.0,6.0,TAM 39,0.0,0.0,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",0.66,0.33,10.0,2022,138
1.0,5:23,4.0,11.0,TAM 44,0.0,0.0,Michael Dickson punts 32 yards downed by Penny Hart,0.33,0.35,10.0,2022,138
1.0,5:12,1.0,10.0,TAM 12,0.0,0.0,Rachaad White right tackle for 3 yards (tackle by Michael Jackson and Jordyn Brooks),-0.35,-0.5,10.0,2022,138
1.0,4:40,2.0,7.0,TAM 15,0.0,0.0,Rachaad White right guard for 10 yards (tackle by Ryan Neal),-0.5,0.61,10.0,2022,138
1.0,4:03,1.0,10.0,TAM 25,0.0,0.0,Rachaad White right guard for 4 yards (tackle by Al Woods and Darrell Taylor),0.61,0.6,10.0,2022,138
1.0,3:29,2.0,6.0,TAM 29,0.0,0.0,Tom Brady pass complete short left to Chris Godwin for 5 yards (tackle by Cody Barton),0.6,0.56,10.0,2022,138
1.0,2:46,3.0,1.0,TAM 34,0.0,0.0,Rachaad White right tackle for 8 yards (tackle by Jordyn Brooks and Quandre Diggs),0.56,1.73,10.0,2022,138
1.0,2:03,1.0,10.0,TAM 42,0.0,0.0,Tom Brady pass complete short left to Cade Otton for 2 yards (tackle by Bruce Irvin),1.73,1.46,10.0,2022,138
1.0,1:27,2.0,8.0,TAM 44,0.0,0.0,Leonard Fournette up the middle for 6 yards (tackle by Jordyn Brooks),1.46,1.55,10.0,2022,138
1.0,0:50,3.0,2.0,TAM 50,0.0,0.0,Leonard Fournette right guard for 7 yards (tackle by Quandre Diggs),1.55,2.72,10.0,2022,138
1.0,0:12,1.0,10.0,SEA 43,0.0,0.0,Rachaad White up the middle for 1 yard (tackle by Quinton Jefferson),2.72,2.31,10.0,2022,138
2.0,15:00,2.0,9.0,SEA 42,0.0,0.0,Tom Brady pass complete short right to Mike Evans for 11 yards (tackle by Quandre Diggs),2.31,3.51,10.0,2022,138
2.0,14:28,1.0,10.0,SEA 31,0.0,0.0,Tom Brady pass incomplete short middle intended for Cameron Brate (defended by Jordyn Brooks),3.51,2.97,10.0,2022,138
2.0,14:24,2.0,10.0,SEA 31,0.0,0.0,Rachaad White left end for no gain (tackle by Cody Barton),2.97,2.28,10.0,2022,138
2.0,13:48,3.0,10.0,SEA 31,0.0,6.0,"Tom Brady pass complete short right to Julio Jones for 31 yards, touchdown",2.28,7.0,10.0,2022,138
2.0,13:40,,,SEA 15,0.0,7.0,Ryan Succop kicks extra point good,0.0,0.0,10.0,2022,138
2.0,13:40,,,TAM 35,0.0,7.0,"Jake Camarda kicks off 55 yards, returned by D'Wayne Eskridge for 17 yards (tackle by Olakunle Fatukasi)",0.0,0.74,10.0,2022,138
2.0,13:36,1.0,10.0,SEA 27,0.0,7.0,Kenneth Walker left tackle for 1 yard (tackle by Jamel Dean and Carl Nassib),0.74,0.33,10.0,2022,138
2.0,13:05,2.0,9.0,SEA 28,0.0,7.0,Geno Smith scrambles left end for 7 yards (tackle by Antoine Winfield),0.33,0.56,10.0,2022,138
2.0,12:21,3.0,2.0,SEA 35,0.0,7.0,Geno Smith pass incomplete short right intended for Tyler Lockett,0.56,-1.04,10.0,2022,138
2.0,12:13,4.0,2.0,SEA 35,0.0,7.0,"Michael Dickson punts 51 yards, fair catch by Jaelon Darden at TB-14",-1.04,0.28,10.0,2022,138
2.0,12:05,1.0,10.0,TAM 14,0.0,7.0,Leonard Fournette up the middle for 4 yards (tackle by Quinton Jefferson and Cody Barton),-0.28,-0.21,10.0,2022,138
2.0,11:31,2.0,6.0,TAM 18,0.0,7.0,Tom Brady pass complete short left to Mike Evans for 4 yards (tackle by Tariq Woolen),-0.21,-0.44,10.0,2022,138
2.0,10:50,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,10.0,2022,138
2.0,10:50,3.0,2.0,TAM 22,0.0,7.0,Tom Brady pass complete short left to Mike Evans for 5 yards (tackle by Coby Bryant),-0.44,0.74,10.0,2022,138
2.0,10:12,1.0,10.0,TAM 27,0.0,7.0,Leonard Fournette up the middle for 2 yards (tackle by Jordyn Brooks),0.74,0.47,10.0,2022,138
2.0,9:36,2.0,8.0,TAM 29,0.0,7.0,"Tom Brady pass incomplete intended for Scott Miller. Penalty on Michael Jackson: Defensive Pass Interference, 3 yards (accepted) (no play)",0.47,1.07,10.0,2022,138
2.0,9:31,1.0,10.0,TAM 32,0.0,7.0,Leonard Fournette left guard for 2 yards (tackle by Jordyn Brooks),1.07,0.8,10.0,2022,138
2.0,8:52,2.0,8.0,TAM 34,0.0,7.0,Leonard Fournette left end for 10 yards (tackle by Ryan Neal),0.8,1.86,10.0,2022,138
2.0,8:14,1.0,10.0,TAM 44,0.0,7.0,Leonard Fournette up the middle for 3 yards (tackle by Bruce Irvin),1.86,1.72,10.0,2022,138
2.0,7:39,2.0,7.0,TAM 47,0.0,7.0,Leonard Fournette right guard for 4 yards (tackle by Cody Barton and Jordyn Brooks),1.72,1.55,10.0,2022,138
2.0,7:03,3.0,3.0,SEA 49,0.0,7.0,Tom Brady pass complete short left to Scott Miller for 3 yards (tackle by Coby Bryant),1.55,2.52,10.0,2022,138
2.0,6:21,1.0,10.0,SEA 46,0.0,7.0,Tom Brady pass complete deep middle to Chris Godwin for 19 yards (tackle by Quandre Diggs),2.52,3.78,10.0,2022,138
2.0,5:40,1.0,10.0,SEA 27,0.0,7.0,Tom Brady pass complete deep middle to Scott Miller for 22 yards (tackle by Michael Jackson),3.78,6.06,10.0,2022,138
2.0,4:59,1.0,5.0,SEA 5,0.0,7.0,Leonard Fournette right tackle for 4 yards (tackle by Boye Mafe),6.06,5.91,10.0,2022,138
2.0,4:33,2.0,1.0,SEA 1,0.0,13.0,"Leonard Fournette right guard for 1 yard, touchdown",5.91,7.0,10.0,2022,138
2.0,4:31,,,SEA 15,0.0,14.0,Ryan Succop kicks extra point good,0.0,0.0,10.0,2022,138
2.0,4:31,,,TAM 35,0.0,14.0,"Jake Camarda kicks off 65 yards, returned by D'Wayne Eskridge for 21 yards (tackle by Olakunle Fatukasi)",0.0,0.34,10.0,2022,138
2.0,4:27,1.0,10.0,SEA 21,0.0,14.0,Geno Smith pass complete short left to D.K. Metcalf for 9 yards (tackle by Joe Tryon-Shoyinka),0.34,1.02,10.0,2022,138
2.0,3:54,2.0,1.0,SEA 30,0.0,14.0,Kenneth Walker left guard for 3 yards (tackle by Mike Edwards),1.02,1.14,10.0,2022,138
2.0,3:16,1.0,10.0,SEA 33,0.0,14.0,Geno Smith pass incomplete short middle intended for Kenneth Walker,1.14,0.59,10.0,2022,138
2.0,3:12,2.0,10.0,SEA 33,0.0,14.0,Geno Smith pass incomplete short left intended for Kenneth Walker,0.59,-0.1,10.0,2022,138
2.0,3:07,3.0,10.0,SEA 33,0.0,14.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,-0.1,-1.18,10.0,2022,138
2.0,3:03,4.0,10.0,SEA 33,0.0,14.0,"Penalty on Joey Blount: False Start, 5 yards (accepted) (no play)",-1.18,-1.5,10.0,2022,138
2.0,3:03,4.0,15.0,SEA 28,0.0,14.0,Michael Dickson punts 68 yards out of bounds,-1.5,0.38,10.0,2022,138
2.0,2:53,1.0,10.0,TAM 4,0.0,14.0,Rachaad White up the middle for 1 yard (tackle by Al Woods),-0.38,-0.71,10.0,2022,138
2.0,2:18,2.0,9.0,TAM 5,0.0,14.0,Rachaad White right guard for 2 yards (tackle by Poona Ford),-0.71,-1.07,10.0,2022,138
2.0,2:00,3.0,7.0,TAM 7,0.0,14.0,Tom Brady pass incomplete short left,-1.07,-2.49,10.0,2022,138
2.0,1:57,4.0,7.0,TAM 7,0.0,14.0,"Jake Camarda punts 63 yards, fair catch by DeeJay Dallas at SEA-30",-2.49,-0.94,10.0,2022,138
2.0,1:49,1.0,10.0,SEA 30,0.0,14.0,Geno Smith sacked by Devin White for -10 yards,0.94,-0.96,10.0,2022,138
2.0,1:11,2.0,20.0,SEA 20,0.0,14.0,Geno Smith pass complete deep right to Marquise Goodwin for 19 yards (tackle by Sean Murphy-Bunting),-0.96,0.89,10.0,2022,138
2.0,0:48,3.0,1.0,SEA 39,0.0,14.0,Kenneth Walker right guard for -2 yards (tackle by Antoine Winfield),0.89,-0.91,10.0,2022,138
2.0,0:35,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,10.0,2022,138
2.0,0:35,4.0,3.0,SEA 37,0.0,14.0,Michael Dickson punts 61 yards downed by Dareke Young,-0.91,0.38,10.0,2022,138
2.0,0:28,1.0,10.0,TAM 2,0.0,14.0,Tom Brady kneels for -1 yards,-0.38,-0.85,10.0,2022,138
2.0,0:26,,,,,,Timeout #2 by Seattle Seahawks,,,10.0,2022,138
2.0,0:26,2.0,11.0,TAM 1,0.0,14.0,Tom Brady kneels for no gain,-0.85,-1.54,10.0,2022,138
2.0,0:23,,,,,,Timeout #3 by Seattle Seahawks,,,10.0,2022,138
2.0,0:23,3.0,11.0,TAM 1,0.0,14.0,Tom Brady kneels for no gain,-1.54,-2.49,10.0,2022,138
3.0,15:00,,,TAM 35,0.0,14.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,138
3.0,15:00,1.0,10.0,SEA 25,0.0,14.0,Geno Smith pass complete short right to Will Dissly for 13 yards (tackle by Sean Murphy-Bunting),0.61,1.47,10.0,2022,138
3.0,14:26,1.0,10.0,SEA 38,0.0,14.0,Geno Smith pass complete short middle to Will Dissly for 15 yards (tackle by Antoine Winfield and Lavonte David),1.47,2.46,10.0,2022,138
3.0,13:55,1.0,10.0,TAM 47,0.0,14.0,Geno Smith pass complete short left to D.K. Metcalf for 12 yards (tackle by Jamel Dean),2.46,3.25,10.0,2022,138
3.0,13:28,1.0,10.0,TAM 35,0.0,14.0,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Carlton Davis),3.25,3.97,10.0,2022,138
3.0,13:03,1.0,10.0,TAM 24,0.0,14.0,Geno Smith scrambles right end for 2 yards (tackle by Akiem Hicks),3.97,3.63,10.0,2022,138
3.0,12:20,2.0,9.0,TAM 22,0.0,14.0,Geno Smith pass incomplete short left intended for Colby Parkinson,3.63,2.94,10.0,2022,138
3.0,12:14,3.0,9.0,TAM 22,0.0,14.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by Jamel Dean),2.94,1.99,10.0,2022,138
3.0,12:10,4.0,9.0,TAM 22,0.0,14.0,"Penalty on D.K. Metcalf: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",1.99,0.79,10.0,2022,138
3.0,12:10,4.0,24.0,TAM 37,3.0,14.0,Jason Myers 55 yard field goal good,0.79,3.0,10.0,2022,138
3.0,12:05,,,SEA 35,3.0,14.0,"Jason Myers kicks off 58 yards, returned by Rachaad White for 22 yards (tackle by Travis Homer)",0.0,0.87,10.0,2022,138
3.0,12:00,1.0,10.0,TAM 29,3.0,14.0,Rachaad White left tackle for 2 yards (tackle by Shelby Harris),0.87,0.6,10.0,2022,138
3.0,11:19,2.0,8.0,TAM 31,3.0,14.0,Tom Brady pass complete short right to Mike Evans for 5 yards (tackle by Michael Jackson),0.6,0.56,10.0,2022,138
3.0,10:38,3.0,3.0,TAM 36,3.0,14.0,Tom Brady pass complete short right to Julio Jones for 5 yards (tackle by Michael Jackson),0.56,1.66,10.0,2022,138
3.0,10:08,1.0,10.0,TAM 41,3.0,14.0,Leonard Fournette right end for 2 yards (tackle by Jordyn Brooks),1.66,1.39,10.0,2022,138
3.0,9:27,2.0,8.0,TAM 43,3.0,14.0,Leonard Fournette right guard for 7 yards (tackle by Coby Bryant and Ryan Neal),1.39,1.62,10.0,2022,138
3.0,8:47,3.0,1.0,TAM 50,3.0,14.0,Rachaad White left end for 2 yards (tackle by Jordyn Brooks),1.62,2.39,10.0,2022,138
3.0,8:07,1.0,10.0,SEA 48,3.0,14.0,Tom Brady pass complete short left to Cade Otton for 8 yards (tackle by Cody Barton),2.39,2.93,10.0,2022,138
3.0,7:20,2.0,2.0,SEA 40,3.0,14.0,Tom Brady pass complete short left to Chris Godwin for 18 yards (tackle by Tariq Woolen),2.93,4.11,10.0,2022,138
3.0,6:39,1.0,10.0,SEA 22,3.0,14.0,"Leonard Fournette pass intended for Tom Brady is intercepted by Tariq Woolen at SEA-6 and returned for no gain (tackle by Tom Brady). Penalty on Tom Brady: Tripping / Offense, 10 yards (accepted)",4.11,0.14,10.0,2022,138
3.0,6:33,1.0,10.0,SEA 16,3.0,14.0,"Geno Smith scrambles right end for 4 yards (tackle by Akiem Hicks and Devin White). Penalty on Akiem Hicks: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.14,1.27,10.0,2022,138
3.0,6:03,1.0,10.0,SEA 35,3.0,14.0,Geno Smith pass complete short right to Noah Fant for 11 yards (tackle by Antoine Winfield and Lavonte David),1.27,1.99,10.0,2022,138
3.0,5:34,1.0,10.0,SEA 46,3.0,14.0,Geno Smith pass complete short right to D.K. Metcalf for 10 yards (tackle by Carlton Davis),1.99,2.65,10.0,2022,138
3.0,5:07,1.0,10.0,TAM 44,3.0,14.0,Geno Smith pass complete short left to Kenneth Walker for 6 yards (tackle by Mike Edwards),2.65,2.92,10.0,2022,138
3.0,4:39,2.0,4.0,TAM 38,3.0,14.0,Geno Smith pass complete deep left to D.K. Metcalf for 16 yards (tackle by Jamel Dean),2.92,4.11,10.0,2022,138
3.0,4:23,1.0,10.0,TAM 22,3.0,14.0,Kenneth Walker left guard for 4 yards (tackle by Devin White and Lavonte David),4.11,4.13,10.0,2022,138
3.0,3:50,2.0,6.0,TAM 18,3.0,14.0,Geno Smith pass complete short left to Kenneth Walker for 4 yards (tackle by Lavonte David),4.13,4.15,10.0,2022,138
3.0,3:09,3.0,2.0,TAM 14,3.0,14.0,Kenneth Walker left guard for 5 yards (tackle by Lavonte David),4.15,5.14,10.0,2022,138
3.0,2:40,1.0,9.0,TAM 9,3.0,14.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,5.14,4.38,10.0,2022,138
3.0,2:36,2.0,9.0,TAM 9,3.0,14.0,"Geno Smith sacked by Devin White for -4 yards. Geno Smith fumbles (forced by Devin White), recovered by Anthony Nelson at TB-13",4.38,0.32,10.0,2022,138
3.0,2:29,1.0,10.0,TAM 13,3.0,14.0,Rachaad White right guard for 7 yards (tackle by Ryan Neal),-0.32,0.22,10.0,2022,138
3.0,1:48,2.0,3.0,TAM 20,3.0,14.0,Rachaad White left end for -4 yards (tackle by Jordyn Brooks),0.22,-1.06,10.0,2022,138
3.0,1:05,3.0,7.0,TAM 16,3.0,14.0,Tom Brady pass complete short right to Chris Godwin for 12 yards (tackle by Jordyn Brooks and Coby Bryant),-1.06,0.81,10.0,2022,138
3.0,0:24,1.0,10.0,TAM 28,3.0,14.0,Rachaad White left guard for 29 yards (tackle by Cody Barton),0.81,2.72,10.0,2022,138
4.0,15:00,1.0,10.0,SEA 43,3.0,14.0,Rachaad White up the middle for 2 yards (tackle by Myles Adams and Jordyn Brooks),2.72,2.45,10.0,2022,138
4.0,14:26,2.0,8.0,SEA 41,3.0,14.0,Tom Brady pass complete deep left to Cade Otton for 25 yards (tackle by Quandre Diggs),2.45,4.51,10.0,2022,138
4.0,13:44,1.0,10.0,SEA 16,3.0,14.0,Rachaad White up the middle for 1 yard (tackle by Shelby Harris),4.51,4.05,10.0,2022,138
4.0,13:02,2.0,9.0,SEA 15,3.0,14.0,Tom Brady pass complete short left to Cameron Brate for 8 yards (tackle by Cody Barton),4.05,4.85,10.0,2022,138
4.0,12:13,3.0,1.0,SEA 7,3.0,14.0,Rachaad White left guard for 3 yards (tackle by Jordyn Brooks),4.85,6.28,10.0,2022,138
4.0,11:30,1.0,4.0,SEA 4,3.0,14.0,Rachaad White right guard for no gain (tackle by Uchenna Nwosu and Jordyn Brooks),6.28,5.34,10.0,2022,138
4.0,10:53,2.0,4.0,SEA 4,3.0,20.0,"Tom Brady pass complete short left to Chris Godwin for 4 yards, touchdown",5.34,7.0,10.0,2022,138
4.0,10:48,,,SEA 15,3.0,21.0,Ryan Succop kicks extra point good,0.0,0.0,10.0,2022,138
4.0,10:48,,,TAM 35,3.0,21.0,"Jake Camarda kicks off 64 yards, returned by DeeJay Dallas for 22 yards (tackle by Olakunle Fatukasi and Ulysees Gilbert)",0.0,0.48,10.0,2022,138
4.0,10:43,1.0,10.0,SEA 23,3.0,21.0,Geno Smith pass complete short left to Kenneth Walker for 23 yards (tackle by Jamel Dean),0.48,1.99,10.0,2022,138
4.0,10:14,1.0,10.0,SEA 46,3.0,21.0,"Geno Smith pass incomplete intended for Will Dissly. Penalty on Akiem Hicks: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.99,2.32,10.0,2022,138
4.0,10:11,1.0,10.0,TAM 49,3.0,21.0,Geno Smith pass complete short right to Kenneth Walker for 13 yards (tackle by Carlton Davis),2.32,3.18,10.0,2022,138
4.0,9:36,1.0,10.0,TAM 36,3.0,21.0,Geno Smith pass complete short left to Kenneth Walker for 7 yards (tackle by Devin White),3.18,3.58,10.0,2022,138
4.0,8:59,2.0,3.0,TAM 29,3.0,21.0,Geno Smith pass complete short middle to Noah Fant for 8 yards (tackle by Devin White and Antoine Winfield),3.58,4.17,10.0,2022,138
4.0,8:24,1.0,10.0,TAM 21,9.0,21.0,"Geno Smith pass complete deep middle to Tyler Lockett for 21 yards, touchdown",4.17,7.0,10.0,2022,138
4.0,8:20,,,TAM 2,9.0,21.0,Two Point Attempt: Geno Smith pass incomplete,1.0,-1.0,10.0,2022,138
4.0,8:20,,,SEA 35,9.0,21.0,"Jason Myers kicks off 66 yards, returned by Jaelon Darden for 24 yards (tackle by Justin Coleman)",0.0,0.48,10.0,2022,138
4.0,8:14,1.0,10.0,TAM 23,9.0,21.0,Ke'Shawn Vaughn left guard for no gain (tackle by Cody Barton),0.48,-0.07,10.0,2022,138
4.0,7:40,2.0,10.0,TAM 23,9.0,21.0,Tom Brady pass incomplete deep middle intended for Julio Jones (defended by Michael Jackson),-0.07,-0.76,10.0,2022,138
4.0,7:36,3.0,10.0,TAM 23,9.0,21.0,Tom Brady pass complete short left to Ke'Shawn Vaughn for 11 yards (tackle by Jordyn Brooks),-0.76,1.2,10.0,2022,138
4.0,7:07,1.0,10.0,TAM 34,9.0,21.0,Ke'Shawn Vaughn right guard for 2 yards (tackle by Al Woods),1.2,0.93,10.0,2022,138
4.0,6:33,2.0,8.0,TAM 36,9.0,21.0,Tom Brady pass short middle intended for Mike Evans is intercepted by Cody Barton at TB-46 and returned for 1 yard (tackle by Julio Jones),0.93,-2.59,10.0,2022,138
4.0,6:24,1.0,10.0,TAM 45,9.0,21.0,Geno Smith pass incomplete short right intended for Tyler Lockett,2.59,2.04,10.0,2022,138
4.0,6:19,2.0,10.0,TAM 45,9.0,21.0,Geno Smith pass complete short right to Colby Parkinson for 7 yards (tackle by Sean Murphy-Bunting and Lavonte David),2.04,2.28,10.0,2022,138
4.0,5:49,3.0,3.0,TAM 38,9.0,21.0,Geno Smith pass incomplete short left intended for Colby Parkinson,2.28,0.72,10.0,2022,138
4.0,5:43,4.0,3.0,TAM 38,9.0,21.0,Geno Smith pass complete short left to Tyler Lockett for 10 yards (tackle by Jamel Dean),0.72,3.71,10.0,2022,138
4.0,5:09,1.0,10.0,TAM 28,9.0,21.0,Geno Smith scrambles right tackle for 9 yards (tackle by Lavonte David),3.71,4.42,10.0,2022,138
4.0,4:45,2.0,1.0,TAM 19,9.0,21.0,Geno Smith pass incomplete deep right intended for Noah Fant,4.42,3.72,10.0,2022,138
4.0,4:40,3.0,1.0,TAM 19,9.0,21.0,Kenneth Walker right guard for no gain (tackle by Anthony Nelson and Akiem Hicks),3.72,2.34,10.0,2022,138
4.0,4:04,4.0,1.0,TAM 19,15.0,21.0,"Geno Smith pass complete deep left to Marquise Goodwin for 19 yards, touchdown",2.34,7.0,10.0,2022,138
4.0,3:58,,,TAM 15,16.0,21.0,Jason Myers kicks extra point good,0.0,0.0,10.0,2022,138
4.0,3:58,,,SEA 35,16.0,21.0,"Jason Myers kicks off 56 yards, returned by Rachaad White for 8 yards (tackle by Joey Blount)",0.0,-0.06,10.0,2022,138
4.0,3:55,1.0,10.0,TAM 17,16.0,21.0,Rachaad White left guard for 1 yard (tackle by Al Woods and Shelby Harris),-0.06,-0.42,10.0,2022,138
4.0,3:13,2.0,9.0,TAM 18,16.0,21.0,Tom Brady pass complete short middle to Chris Godwin for 13 yards (tackle by Coby Bryant),-0.42,1.0,10.0,2022,138
4.0,2:35,1.0,10.0,TAM 31,16.0,21.0,Rachaad White left guard for 3 yards (tackle by Bruce Irvin),1.0,0.87,10.0,2022,138
4.0,2:25,,,,,,Timeout #1 by Seattle Seahawks,,,10.0,2022,138
4.0,2:25,2.0,7.0,TAM 34,16.0,21.0,Rachaad White up the middle for 12 yards (tackle by Ryan Neal),0.87,1.99,10.0,2022,138
4.0,2:18,,,,,,Timeout #2 by Seattle Seahawks,,,10.0,2022,138
4.0,2:18,1.0,10.0,TAM 46,16.0,21.0,Tom Brady pass complete short middle to Julio Jones for 17 yards (tackle by Jordyn Brooks and Ryan Neal),1.99,3.12,10.0,2022,138
4.0,2:00,1.0,10.0,SEA 37,16.0,21.0,Rachaad White right tackle for 18 yards (tackle by Jordyn Brooks),3.12,4.31,10.0,2022,138
4.0,1:42,,,,,,Timeout #3 by Seattle Seahawks,,,10.0,2022,138
4.0,1:42,1.0,10.0,SEA 19,16.0,21.0,Tom Brady kneels for no gain,4.31,3.75,10.0,2022,138
4.0,1:01,2.0,10.0,SEA 19,16.0,21.0,Tom Brady kneels for -1 yards,3.75,2.94,10.0,2022,138
4.0,0:36,3.0,11.0,SEA 20,16.0,21.0,Tom Brady kneels for -1 yards,2.94,2.06,10.0,2022,138
