Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA,week,year,game_id
2.0,13:34,1.0,10.0,NOR 40,0.0,10.0,Alvin Kamara left guard for 3 yards (tackle by Cameron Heyward),1.6,1.46,10.0,2022,145
2.0,12:54,2.0,7.0,NOR 43,0.0,10.0,Andy Dalton pass incomplete short left intended for Jarvis Landry,1.46,0.76,10.0,2022,145
2.0,12:51,3.0,7.0,NOR 43,0.0,10.0,Andy Dalton pass incomplete deep right intended for Chris Olave (defended by Arthur Maulet),0.76,-0.52,10.0,2022,145
2.0,12:45,4.0,7.0,NOR 43,0.0,10.0,"Blake Gillikin punts 46 yards, fair catch by Steven Sims at PIT-11",-0.52,0.37,10.0,2022,145
2.0,12:38,1.0,10.0,PIT 11,0.0,10.0,Kenny Pickett scrambles up the middle for 3 yards (tackle by David Onyemata),-0.37,-0.53,10.0,2022,145
2.0,11:57,2.0,7.0,PIT 14,0.0,10.0,Najee Harris left guard for -2 yards (tackle by Demario Davis),-0.53,-1.3,10.0,2022,145
2.0,11:21,3.0,9.0,PIT 12,0.0,10.0,Kenny Pickett pass complete short right to George Pickens for 6 yards (tackle by Paulson Adebo),-1.3,-2.24,10.0,2022,145
2.0,10:52,4.0,3.0,PIT 18,0.0,10.0,"Pressley Harvin punts 48 yards, fair catch by Rashid Shaheed at NO-34",-2.24,-1.2,10.0,2022,145
2.0,10:44,1.0,10.0,NOR 34,0.0,10.0,Alvin Kamara right guard for 14 yards (tackle by Damontae Kazee),1.2,2.13,10.0,2022,145
2.0,10:07,1.0,10.0,NOR 48,0.0,10.0,Andy Dalton pass complete short middle to Jarvis Landry for 11 yards (tackle by Damontae Kazee),2.13,2.85,10.0,2022,145
2.0,9:31,1.0,10.0,PIT 41,0.0,10.0,Alvin Kamara right guard for 3 yards (tackle by Chris Wormley and Robert Spillane),2.85,2.71,10.0,2022,145
2.0,8:53,2.0,7.0,PIT 38,0.0,10.0,Andy Dalton pass incomplete intended for Chris Olave,2.71,2.02,10.0,2022,145
2.0,8:51,3.0,7.0,PIT 38,0.0,10.0,Andy Dalton pass complete short right to Rashid Shaheed for 12 yards (tackle by Damontae Kazee),2.02,3.84,10.0,2022,145
2.0,8:09,1.0,10.0,PIT 26,0.0,10.0,Taysom Hill right tackle for -1 yards (tackle by Robert Spillane and Chris Wormley),3.84,3.16,10.0,2022,145
2.0,7:26,2.0,11.0,PIT 27,0.0,10.0,Andy Dalton pass incomplete short left intended for Jarvis Landry,3.16,2.48,10.0,2022,145
2.0,7:22,3.0,11.0,PIT 27,0.0,10.0,Andy Dalton scrambles left tackle for 1 yard (tackle by T.J. Watt),2.48,1.74,10.0,2022,145
2.0,6:44,4.0,10.0,PIT 26,3.0,10.0,Wil Lutz 44 yard field goal good,1.74,3.0,10.0,2022,145
2.0,6:40,,,NOR 35,3.0,10.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,145
2.0,6:40,1.0,10.0,PIT 25,3.0,10.0,Najee Harris up the middle for 1 yard (tackle by Demario Davis and Kaden Elliss),0.61,0.2,10.0,2022,145
2.0,6:05,2.0,9.0,PIT 26,3.0,10.0,"Kenny Pickett pass incomplete short right intended for Diontae Johnson. Penalty on Paulson Adebo: Defensive Pass Interference, 5 yards (accepted) (no play)",0.2,1.0,10.0,2022,145
2.0,6:01,1.0,10.0,PIT 31,3.0,10.0,Kenny Pickett pass complete short middle to Diontae Johnson for 9 yards (tackle by Tyrann Mathieu),1.0,1.68,10.0,2022,145
2.0,5:17,2.0,1.0,PIT 40,3.0,10.0,Najee Harris left tackle for no gain (tackle by Carl Granderson),1.68,0.96,10.0,2022,145
2.0,4:53,,,,,,Timeout #1 by New Orleans Saints,,,10.0,2022,145
2.0,4:53,3.0,1.0,PIT 40,3.0,10.0,Derek Watt up the middle for 3 yards (tackle by Payton Turner),0.96,1.8,10.0,2022,145
2.0,4:13,1.0,10.0,PIT 43,3.0,10.0,Kenny Pickett pass incomplete deep right intended for Pat Freiermuth,1.8,1.25,10.0,2022,145
2.0,4:07,2.0,10.0,PIT 43,3.0,10.0,Kenny Pickett pass complete short right to Steven Sims for 15 yards (tackle by P.J. Williams),1.25,2.79,10.0,2022,145
2.0,3:27,1.0,10.0,NOR 42,3.0,10.0,Kenny Pickett left end for 5 yards (tackle by Payton Turner),2.79,2.92,10.0,2022,145
2.0,3:03,2.0,5.0,NOR 37,3.0,10.0,Jaylen Warren left guard for no gain (tackle by Payton Turner and P.J. Williams),2.92,2.21,10.0,2022,145
2.0,2:26,3.0,5.0,NOR 37,3.0,10.0,Kenny Pickett sacked by Kaden Elliss for -7 yards,2.21,0.33,10.0,2022,145
2.0,2:00,4.0,12.0,NOR 44,3.0,10.0,"Pressley Harvin punts 30 yards, fair catch by Rashid Shaheed at NO-14. Penalty on James Pierre: Kick Catch Interference, 15 yards (accepted)",0.33,-0.87,10.0,2022,145
2.0,1:53,1.0,10.0,NOR 29,3.0,10.0,Andy Dalton pass complete short left to Jarvis Landry for 17 yards (tackle by Cameron Sutton),0.87,1.99,10.0,2022,145
2.0,1:28,1.0,10.0,NOR 46,3.0,10.0,Andy Dalton sacked by Alex Highsmith for -8 yards,1.99,0.37,10.0,2022,145
2.0,1:00,2.0,18.0,NOR 38,3.0,10.0,Andy Dalton pass complete short right to Chris Olave for 14 yards (tackle by Levi Wallace),0.37,1.55,10.0,2022,145
2.0,0:40,3.0,4.0,PIT 48,3.0,10.0,Andy Dalton pass complete short right to Juwan Johnson for 10 yards (tackle by Robert Spillane),1.55,3.05,10.0,2022,145
2.0,0:34,1.0,10.0,PIT 38,3.0,10.0,Andy Dalton pass complete short right to Juwan Johnson for 8 yards (tackle by Robert Spillane),3.05,3.59,10.0,2022,145
2.0,0:29,2.0,2.0,PIT 30,3.0,10.0,"Andy Dalton pass incomplete deep right intended for Chris Olave. Penalty on Damontae Kazee: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",3.59,4.58,10.0,2022,145
2.0,0:23,1.0,10.0,PIT 15,9.0,10.0,"Andy Dalton pass complete short right to Juwan Johnson for 15 yards, touchdown",4.58,7.0,10.0,2022,145
2.0,0:19,,,PIT 15,10.0,10.0,Wil Lutz kicks extra point good,0.0,0.0,10.0,2022,145
2.0,0:19,,,NOR 35,10.0,10.0,"Wil Lutz kicks off 63 yards, returned by Steven Sims for 27 yards (tackle by J.T. Gray)",0.0,0.87,10.0,2022,145
2.0,0:13,1.0,10.0,PIT 29,10.0,10.0,Kenny Pickett scrambles up the middle for 12 yards (tackle by Tyrann Mathieu),0.87,1.66,10.0,2022,145
2.0,0:05,,,,,,Timeout #1 by Pittsburgh Steelers,,,10.0,2022,145
2.0,0:05,1.0,10.0,PIT 41,10.0,10.0,Kenny Pickett sacked by and Carl Granderson for -7 yards and Cameron Jordan for -7 yards,1.66,0.18,10.0,2022,145
3.0,15:00,,,PIT 35,10.0,10.0,"Matthew Wright kicks off 53 yards, returned by Rashid Shaheed for 23 yards (tackle by Tre Norwood and Benny Snell)",0.0,1.27,10.0,2022,145
3.0,14:57,1.0,10.0,NOR 35,10.0,10.0,"Andy Dalton pass complete short middle to Jarvis Landry for no gain (tackle by Robert Spillane). Penalty on Jarvis Landry: Offensive Pass Interference, 10 yards (accepted) (no play)",1.27,0.61,10.0,2022,145
3.0,14:31,1.0,20.0,NOR 25,10.0,10.0,Andy Dalton pass complete short middle to Juwan Johnson for 8 yards (tackle by Cameron Sutton),0.61,0.45,10.0,2022,145
3.0,13:53,2.0,12.0,NOR 33,10.0,10.0,Andy Dalton pass incomplete short left intended for Kevin White,0.45,-0.23,10.0,2022,145
3.0,13:50,3.0,12.0,NOR 33,10.0,10.0,Andy Dalton pass incomplete short right intended for Adam Trautman,-0.23,-1.18,10.0,2022,145
3.0,13:46,4.0,12.0,NOR 33,10.0,10.0,"Blake Gillikin punts 45 yards, returned by Steven Sims for 3 yards (tackle by Zack Baun and J.T. Gray). Penalty on Marcus Allen: Defensive Holding, 10 yards (accepted)",-1.18,0.22,10.0,2022,145
3.0,13:34,1.0,10.0,PIT 15,10.0,10.0,Kenny Pickett scrambles right guard for 23 yards (tackle by P.J. Williams),-0.22,1.47,10.0,2022,145
3.0,12:50,1.0,10.0,PIT 38,10.0,10.0,Najee Harris up the middle for 5 yards (tackle by Kaden Elliss and Cameron Jordan),1.47,1.6,10.0,2022,145
3.0,12:09,2.0,5.0,PIT 43,10.0,10.0,Najee Harris right guard for 2 yards (tackle by Alontae Taylor),1.6,1.16,10.0,2022,145
3.0,11:28,3.0,3.0,PIT 45,10.0,10.0,Kenny Pickett pass complete short middle to George Pickens for 12 yards (tackle by Cameron Jordan),1.16,2.72,10.0,2022,145
3.0,11:06,1.0,10.0,NOR 43,10.0,10.0,George Pickens left end for 22 yards (tackle by P.J. Williams),2.72,4.17,10.0,2022,145
3.0,10:25,1.0,10.0,NOR 21,10.0,10.0,"Kenny Pickett scrambles right end for 6 yards (tackle by P.J. Williams). Penalty on Alontae Taylor: Defensive Holding, 5 yards (accepted)",4.17,4.91,10.0,2022,145
3.0,9:51,1.0,10.0,NOR 10,10.0,10.0,Kenny Pickett sacked by David Onyemata for -11 yards,4.91,2.87,10.0,2022,145
3.0,9:08,2.0,21.0,NOR 21,10.0,10.0,Kenny Pickett pass incomplete deep left intended for Najee Harris,2.87,2.21,10.0,2022,145
3.0,9:01,3.0,21.0,NOR 21,10.0,10.0,Kenny Pickett pass incomplete short right intended for Steven Sims,2.21,2.06,10.0,2022,145
3.0,8:59,4.0,21.0,NOR 21,10.0,10.0,Matthew Wright 39 yard field goal no good,2.06,-0.87,10.0,2022,145
3.0,8:55,1.0,10.0,NOR 29,10.0,10.0,Alvin Kamara right end for no gain (tackle by Devin Bush),0.87,0.33,10.0,2022,145
3.0,8:16,2.0,10.0,NOR 29,10.0,10.0,Andy Dalton pass incomplete deep middle intended for Juwan Johnson,0.33,-0.36,10.0,2022,145
3.0,8:09,,,,,,Timeout #1 by New Orleans Saints,,,10.0,2022,145
3.0,8:09,3.0,10.0,NOR 29,10.0,10.0,Andy Dalton pass complete short left to Chris Olave for 14 yards (tackle by Levi Wallace),-0.36,1.8,10.0,2022,145
3.0,7:27,1.0,10.0,NOR 43,10.0,10.0,Taysom Hill up the middle for 1 yard (tackle by Alex Highsmith and Montravius Adams),1.8,1.39,10.0,2022,145
3.0,6:46,2.0,9.0,NOR 44,10.0,10.0,"Penalty on Calvin Throckmorton: False Start, 5 yards (accepted) (no play)",1.39,0.71,10.0,2022,145
3.0,6:27,2.0,14.0,NOR 39,10.0,10.0,"Andy Dalton aborted snap, recovered by Andy Dalton at NO-34 and returned for 1 yard (tackle by Larry Ogunjobi and Alex Highsmith)",0.71,-0.49,10.0,2022,145
3.0,5:49,3.0,18.0,NOR 35,10.0,10.0,Alvin Kamara left guard for 5 yards (tackle by Tre Norwood),-0.49,-0.72,10.0,2022,145
3.0,5:14,4.0,13.0,NOR 40,10.0,10.0,Blake Gillikin punts 58 yards out of bounds,-0.72,0.38,10.0,2022,145
3.0,5:05,1.0,10.0,PIT 2,10.0,10.0,Jaylen Warren up the middle for 1 yard (tackle by Kaden Elliss and Tanoh Kpassagnon),-0.38,-0.71,10.0,2022,145
3.0,4:29,2.0,9.0,PIT 3,10.0,10.0,Kenny Pickett pass complete short left to Connor Heyward for 8 yards (tackle by Zack Baun),-0.71,-0.37,10.0,2022,145
3.0,3:46,3.0,1.0,PIT 11,10.0,10.0,Kenny Pickett up the middle for 3 yards (tackle by Malcolm Roach),-0.37,-0.28,10.0,2022,145
3.0,3:12,1.0,10.0,PIT 14,10.0,10.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 12 yards (tackle by P.J. Williams),-0.28,0.67,10.0,2022,145
3.0,2:49,1.0,10.0,PIT 26,10.0,10.0,Jaylen Warren up the middle for 3 yards (tackle by Paulson Adebo and Cameron Jordan),0.67,0.54,10.0,2022,145
3.0,2:11,2.0,7.0,PIT 29,10.0,10.0,"Kenny Pickett pass incomplete short right intended for Zach Gentry. Penalty on Alontae Taylor: Illegal Contact, 5 yards (accepted) (no play)",0.54,1.2,10.0,2022,145
3.0,2:05,1.0,10.0,PIT 34,10.0,10.0,Najee Harris right guard for 10 yards (tackle by Tyrann Mathieu and Carl Granderson),1.2,1.86,10.0,2022,145
3.0,1:27,1.0,10.0,PIT 44,10.0,10.0,Kenny Pickett pass complete deep right to Diontae Johnson for 36 yards (tackle by Paulson Adebo),1.86,4.24,10.0,2022,145
3.0,0:45,1.0,10.0,NOR 20,10.0,10.0,Najee Harris left tackle for 3 yards (tackle by Demario Davis and Carl Granderson),4.24,4.12,10.0,2022,145
4.0,15:00,2.0,7.0,NOR 17,10.0,10.0,Najee Harris up the middle for 5 yards (tackle by Malcolm Roach and Demario Davis),4.12,4.34,10.0,2022,145
4.0,14:08,3.0,2.0,NOR 12,10.0,10.0,"Kenny Pickett sacked by Malcolm Roach for -3 yards Penalty on PIT: Illegal Formation, 5 yards (declined)",4.34,2.49,10.0,2022,145
4.0,13:47,4.0,5.0,NOR 15,10.0,13.0,Matthew Wright 33 yard field goal good,2.49,3.0,10.0,2022,145
4.0,13:43,,,PIT 35,10.0,13.0,"Matthew Wright kicks off 56 yards, returned by Rashid Shaheed for 16 yards (tackle by Arthur Maulet)",0.0,0.61,10.0,2022,145
4.0,13:37,,,,,,Timeout #1 by Pittsburgh Steelers,,,10.0,2022,145
4.0,13:37,1.0,10.0,NOR 25,10.0,13.0,Jordan Howard up the middle for 1 yard (tackle by T.J. Watt),0.61,0.2,10.0,2022,145
4.0,13:02,2.0,9.0,NOR 26,10.0,13.0,Andy Dalton pass complete short left to Adam Trautman for 4 yards (tackle by Devin Bush),0.2,0.04,10.0,2022,145
4.0,12:22,3.0,5.0,NOR 30,10.0,13.0,Andy Dalton pass short middle (defended by Levi Wallace) intended for Jarvis Landry is intercepted by Damontae Kazee at NO-46 and returned for 2 yards (tackle by Jarvis Landry),0.04,-2.65,10.0,2022,145
4.0,12:16,1.0,10.0,NOR 44,10.0,13.0,"Najee Harris left tackle for 2 yards. Najee Harris fumbles (forced by Kaden Elliss), recovered by Chukwuma Okorafor at NO-42",2.65,2.38,10.0,2022,145
4.0,11:34,2.0,8.0,NOR 42,10.0,13.0,Kenny Pickett pass complete short middle to Jaylen Warren for 26 yards (tackle by Kaden Elliss),2.38,4.51,10.0,2022,145
4.0,10:54,1.0,10.0,NOR 16,10.0,13.0,Jaylen Warren right guard for 4 yards (tackle by Tyrann Mathieu and Shy Tuttle),4.51,4.57,10.0,2022,145
4.0,10:15,2.0,6.0,NOR 12,10.0,13.0,Kenny Pickett pass incomplete short right,4.57,3.73,10.0,2022,145
4.0,10:07,3.0,6.0,NOR 12,10.0,13.0,Kenny Pickett pass complete short right to Jaylen Warren for 7 yards (tackle by Paulson Adebo),3.73,6.06,10.0,2022,145
4.0,9:29,1.0,5.0,NOR 5,10.0,13.0,Najee Harris up the middle for no gain (tackle by Kaden Elliss and Zack Baun),6.06,5.15,10.0,2022,145
4.0,8:48,2.0,5.0,NOR 5,10.0,13.0,Kenny Pickett pass incomplete short right intended for Zach Gentry (defended by Cameron Jordan),5.15,4.26,10.0,2022,145
4.0,8:44,3.0,5.0,NOR 5,10.0,13.0,"Kenny Pickett pass incomplete short right intended for Pat Freiermuth. Penalty on Paulson Adebo: Defensive Pass Interference, 4 yards (accepted) (no play)",4.26,6.97,10.0,2022,145
4.0,8:40,1.0,1.0,NOR 1,10.0,19.0,"Kenny Pickett right guard for 1 yard, touchdown",6.97,7.0,10.0,2022,145
4.0,8:38,,,NOR 15,10.0,20.0,Matthew Wright kicks extra point good,0.0,0.0,10.0,2022,145
4.0,8:38,,,PIT 35,10.0,20.0,"Matthew Wright kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,145
4.0,8:38,1.0,10.0,NOR 25,10.0,20.0,Andy Dalton pass complete short middle to Jarvis Landry for 9 yards (tackle by Levi Wallace),0.61,1.28,10.0,2022,145
4.0,8:13,2.0,1.0,NOR 34,10.0,20.0,Andy Dalton pass incomplete deep middle intended for Juwan Johnson (defended by Levi Wallace),1.28,0.56,10.0,2022,145
4.0,8:07,,,,,,Timeout #2 by Pittsburgh Steelers,,,10.0,2022,145
4.0,8:07,3.0,1.0,NOR 34,10.0,20.0,Alvin Kamara up the middle for no gain (tackle by Cameron Heyward and Larry Ogunjobi),0.56,-1.11,10.0,2022,145
4.0,7:47,4.0,1.0,NOR 34,10.0,20.0,Andy Dalton up the middle for no gain (tackle by Robert Spillane),-1.11,-3.31,10.0,2022,145
4.0,7:44,1.0,10.0,NOR 34,10.0,20.0,Najee Harris right guard for 2 yards (tackle by David Onyemata and Shy Tuttle),3.31,3.04,10.0,2022,145
4.0,7:04,2.0,8.0,NOR 32,10.0,20.0,Kenny Pickett sacked by Tanoh Kpassagnon for -5 yards,3.04,1.69,10.0,2022,145
4.0,6:23,3.0,13.0,NOR 37,10.0,20.0,Kenny Pickett pass complete short right to Pat Freiermuth for 7 yards (tackle by P.J. Williams),1.69,1.43,10.0,2022,145
4.0,5:39,4.0,6.0,NOR 30,10.0,20.0,Matthew Wright 48 yard field goal no good,1.43,-1.47,10.0,2022,145
4.0,5:33,1.0,10.0,NOR 38,10.0,20.0,"Andy Dalton sacked by Alex Highsmith for -9 yards. Andy Dalton fumbles (forced by Alex Highsmith), recovered by Andy Dalton at NO-29 (tackle by Alex Highsmith)",1.47,-0.29,10.0,2022,145
4.0,5:10,2.0,19.0,NOR 29,10.0,20.0,Andy Dalton pass complete short right to Alvin Kamara for 10 yards (tackle by Levi Wallace),-0.29,0.37,10.0,2022,145
4.0,4:30,3.0,9.0,NOR 39,10.0,20.0,Andy Dalton pass intended for Kevin White is intercepted by Levi Wallace at PIT-26 and returned for no gain (tackle by Kevin White),0.37,-0.67,10.0,2022,145
4.0,4:23,1.0,10.0,PIT 26,10.0,20.0,Najee Harris up the middle for 2 yards (tackle by Carl Granderson and Kentavius Street),0.67,0.4,10.0,2022,145
4.0,3:44,2.0,8.0,PIT 28,10.0,20.0,Najee Harris left guard for 6 yards (tackle by P.J. Williams),0.4,0.5,10.0,2022,145
4.0,3:35,,,,,,Timeout #2 by New Orleans Saints,,,10.0,2022,145
4.0,3:35,3.0,2.0,PIT 34,10.0,20.0,Steven Sims left end for 3 yards (tackle by Alontae Taylor),0.5,1.4,10.0,2022,145
4.0,2:56,1.0,10.0,PIT 37,10.0,20.0,Jaylen Warren up the middle for no gain (tackle by Tanoh Kpassagnon),1.4,0.86,10.0,2022,145
4.0,2:15,2.0,10.0,PIT 37,10.0,20.0,Najee Harris up the middle for 2 yards (tackle by Payton Turner),0.86,0.43,10.0,2022,145
4.0,2:00,3.0,8.0,PIT 39,10.0,20.0,Jaylen Warren right end for 21 yards (tackle by Demario Davis),0.43,2.92,10.0,2022,145
4.0,1:53,1.0,10.0,NOR 40,10.0,20.0,Jaylen Warren up the middle for 4 yards (tackle by Malcolm Roach and P.J. Williams),2.92,2.91,10.0,2022,145
4.0,1:49,,,,,,Timeout #3 by New Orleans Saints,,,10.0,2022,145
4.0,1:49,2.0,6.0,NOR 36,10.0,20.0,Najee Harris right guard for 5 yards (tackle by Tyrann Mathieu),2.91,2.87,10.0,2022,145
4.0,1:04,3.0,1.0,NOR 31,10.0,20.0,Derek Watt left guard for 2 yards (tackle by Kentavius Street),2.87,3.64,10.0,2022,145
4.0,0:22,1.0,10.0,NOR 29,10.0,20.0,Kenny Pickett kneels for -2 yards,3.64,2.83,10.0,2022,145
