Quarter,Time,Down,ToGo,Location,IND,LVR,Detail,EPB,EPA,week,year,game_id
1.0,12:14,1.0,10.0,LVR 36,0.0,0.0,"Josh Jacobs for no gain (tackle by Julian Blackmon). Penalty on Keelan Cole: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,10.0,2022,146
1.0,11:57,1.0,20.0,LVR 26,0.0,0.0,"Derek Carr pass complete to Davante Adams for 9 yards (tackle by Julian Blackmon). Penalty on Andre James: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.67,0.34,10.0,2022,146
1.0,11:30,1.0,25.0,LVR 21,0.0,0.0,Derek Carr sacked by Grover Stewart for -9 yards,0.34,-2.53,10.0,2022,146
1.0,10:45,2.0,34.0,LVR 12,0.0,0.0,Josh Jacobs up the middle for 5 yards (tackle by Zaire Franklin),-2.53,-2.87,10.0,2022,146
1.0,10:07,3.0,29.0,LVR 17,0.0,0.0,Derek Carr pass incomplete short left intended for Davante Adams,-2.87,-2.32,10.0,2022,146
1.0,10:02,4.0,29.0,LVR 17,0.0,0.0,"AJ Cole punts 67 yards, returned by Keke Coutee for 14 yards (tackle by Jakob Johnson and Ameer Abdullah)",-2.32,-0.94,10.0,2022,146
1.0,9:51,1.0,10.0,IND 30,0.0,0.0,Jonathan Taylor up the middle for 3 yards (tackle by Andrew Billings),0.94,0.8,10.0,2022,146
1.0,9:12,2.0,7.0,IND 33,0.0,0.0,Matt Ryan pass complete short left to Michael Pittman for 9 yards (tackle by Jayon Brown and Sam Webb),0.8,1.73,10.0,2022,146
1.0,8:34,1.0,10.0,IND 42,0.0,0.0,Jonathan Taylor left guard for 5 yards (tackle by Trevon Moehrig),1.73,1.86,10.0,2022,146
1.0,7:57,2.0,5.0,IND 47,0.0,0.0,Jonathan Taylor up the middle for 3 yards (tackle by Maxx Crosby and Luke Masterson),1.86,1.55,10.0,2022,146
1.0,7:19,3.0,2.0,IND 50,0.0,0.0,Matt Ryan pass complete short right to Michael Pittman for 6 yards (tackle by Sam Webb),1.55,2.65,10.0,2022,146
1.0,6:46,1.0,10.0,LVR 44,0.0,0.0,Jonathan Taylor up the middle for 1 yard (tackle by Kyle Peko and Maxx Crosby),2.65,2.25,10.0,2022,146
1.0,6:05,2.0,9.0,LVR 43,0.0,0.0,Matt Ryan pass complete short right to Kylen Granson for 32 yards (tackle by Trevon Moehrig),2.25,4.84,10.0,2022,146
1.0,5:32,1.0,10.0,LVR 11,0.0,0.0,Jonathan Taylor up the middle for 7 yards (tackle by Duron Harmon and Sidney Jones),4.84,5.47,10.0,2022,146
1.0,4:58,2.0,3.0,LVR 4,0.0,0.0,Jonathan Taylor left tackle for -1 yards (tackle by Luke Masterson),5.47,4.44,10.0,2022,146
1.0,4:15,3.0,4.0,LVR 5,0.0,0.0,Matt Ryan pass complete short right to Jonathan Taylor for 4 yards (tackle by Jayon Brown and Maxx Crosby),4.44,6.97,10.0,2022,146
1.0,3:35,1.0,1.0,LVR 1,0.0,0.0,Penalty on LVR: Defensive Too Many Men on Field (accepted) (no play),6.97,6.97,10.0,2022,146
1.0,3:21,,,,,,Timeout #1 by Las Vegas Raiders,,,10.0,2022,146
1.0,3:21,1.0,1.0,LVR 1,6.0,0.0,"Matt Ryan up the middle for 1 yard, touchdown",6.97,7.0,10.0,2022,146
1.0,3:17,,,LVR 15,7.0,0.0,Chase McLaughlin kicks extra point good,0.0,0.0,10.0,2022,146
1.0,3:17,,,IND 35,7.0,0.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,146
1.0,3:17,1.0,10.0,LVR 25,7.0,0.0,Josh Jacobs up the middle for 4 yards (tackle by Grover Stewart),0.61,0.6,10.0,2022,146
1.0,2:45,2.0,6.0,LVR 29,7.0,0.0,"Derek Carr pass complete to Mack Hollins for 11 yards IND challenged the pass completion ruling, and the original play was overturned. Derek Carr pass incomplete short left intended for Mack Hollins (defended by Kenny Moore)",0.6,-0.1,10.0,2022,146
1.0,2:42,3.0,6.0,LVR 29,7.0,0.0,Derek Carr pass incomplete short middle intended for Mack Hollins (defended by Brandon Facyson),-0.1,-1.44,10.0,2022,146
1.0,2:36,4.0,6.0,LVR 29,7.0,0.0,"AJ Cole punts 61 yards, returned by Keke Coutee for 10 yards (tackle by Matthias Farley and Ameer Abdullah)",-1.44,-0.28,10.0,2022,146
1.0,2:24,1.0,10.0,IND 20,7.0,0.0,Matt Ryan pass complete short right to Jonathan Taylor for 12 yards (tackle by Jayon Brown and Luke Masterson),0.28,1.07,10.0,2022,146
1.0,1:56,1.0,10.0,IND 32,7.0,0.0,"Matt Ryan pass complete short right to Michael Pittman for no gain. Penalty on Quenton Nelson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.07,0.74,10.0,2022,146
1.0,1:40,1.0,15.0,IND 27,7.0,0.0,Jonathan Taylor up the middle for 3 yards (tackle by Kendal Vickers),0.74,0.26,10.0,2022,146
1.0,1:05,2.0,12.0,IND 30,7.0,0.0,Matt Ryan pass complete short right to Parris Campbell for 1 yard (tackle by Sam Webb),0.26,-0.29,10.0,2022,146
1.0,0:20,3.0,11.0,IND 31,7.0,0.0,"Matt Ryan pass complete short middle to Parris Campbell for 15 yards (tackle by Duron Harmon). Penalty on Sidney Jones: Defensive Holding, 5 yards (declined)",-0.29,1.99,10.0,2022,146
2.0,15:00,1.0,10.0,IND 46,7.0,0.0,Zack Moss up the middle for 4 yards (tackle by Chandler Jones and Amik Robertson),1.99,1.99,10.0,2022,146
2.0,14:24,2.0,6.0,IND 50,7.0,0.0,Jonathan Taylor left tackle for 13 yards (tackle by Andrew Billings),1.99,3.12,10.0,2022,146
2.0,14:00,1.0,10.0,LVR 37,7.0,0.0,Matt Ryan pass complete short left to Michael Pittman for 7 yards (tackle by Jayon Brown),3.12,3.52,10.0,2022,146
2.0,13:24,2.0,3.0,LVR 30,7.0,0.0,Jonathan Taylor left guard for no gain (tackle by Maxx Crosby),3.52,2.81,10.0,2022,146
2.0,12:48,3.0,3.0,LVR 30,7.0,0.0,Matt Ryan pass incomplete short left intended for Michael Pittman (defended by Sam Webb),2.81,1.48,10.0,2022,146
2.0,12:43,4.0,3.0,LVR 30,10.0,0.0,Chase McLaughlin 48 yard field goal good,1.48,3.0,10.0,2022,146
2.0,12:38,,,IND 35,10.0,0.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,146
2.0,12:38,1.0,10.0,LVR 25,10.0,0.0,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Bobby Okereke),0.61,0.6,10.0,2022,146
2.0,11:57,2.0,6.0,LVR 29,10.0,0.0,Josh Jacobs right guard for 8 yards (tackle by Kenny Moore),0.6,1.4,10.0,2022,146
2.0,11:16,1.0,10.0,LVR 37,10.0,0.0,Derek Carr pass complete short middle to Josh Jacobs for 7 yards (tackle by Bobby Okereke),1.4,1.8,10.0,2022,146
2.0,10:32,2.0,3.0,LVR 44,10.0,0.0,Josh Jacobs left guard for 4 yards (tackle by Zaire Franklin),1.8,2.13,10.0,2022,146
2.0,9:49,1.0,10.0,LVR 48,10.0,0.0,Derek Carr pass complete short middle to Davante Adams for 7 yards (tackle by Zaire Franklin and Eric Johnson),2.13,2.53,10.0,2022,146
2.0,9:14,2.0,3.0,IND 45,10.0,0.0,Zamir White up the middle for 1 yard (tackle by Kenny Moore),2.53,1.95,10.0,2022,146
2.0,8:43,3.0,2.0,IND 44,10.0,0.0,Josh Jacobs left tackle for no gain (tackle by Grover Stewart and Bobby Okereke),1.95,0.33,10.0,2022,146
2.0,8:05,4.0,2.0,IND 44,10.0,0.0,Josh Jacobs left end for -3 yards (tackle by Kenny Moore),0.33,-2.06,10.0,2022,146
2.0,8:00,1.0,10.0,IND 47,10.0,0.0,Matt Ryan pass complete short right to Parris Campbell for 6 yards (tackle by Sam Webb),2.06,2.33,10.0,2022,146
2.0,7:30,2.0,4.0,LVR 47,10.0,0.0,Jonathan Taylor up the middle for 5 yards (tackle by Maxx Crosby),2.33,2.79,10.0,2022,146
2.0,6:52,1.0,10.0,LVR 42,10.0,0.0,Matt Ryan pass incomplete deep right intended for Michael Pittman,2.79,2.24,10.0,2022,146
2.0,6:45,2.0,10.0,LVR 42,10.0,0.0,"Matt Ryan pass complete short middle to Keke Coutee for 20 yards. Keke Coutee fumbles (forced by Amik Robertson), recovered by Jayon Brown at LV-21 (tackle by Trevon Moehrig and Amik Robertson). Penalty on Braden Smith: Ineligible Downfield Pass, 5 yards (declined)",2.24,-0.34,10.0,2022,146
2.0,6:38,1.0,10.0,LVR 21,10.0,0.0,Josh Jacobs up the middle for 3 yards (tackle by E.J. Speed),0.34,0.21,10.0,2022,146
2.0,6:02,2.0,7.0,LVR 24,10.0,0.0,Derek Carr pass complete short right to Josh Jacobs for 9 yards (tackle by Bobby Okereke),0.21,1.14,10.0,2022,146
2.0,5:25,1.0,10.0,LVR 33,10.0,0.0,Derek Carr pass complete short right to Foster Moreau for 21 yards (tackle by Zaire Franklin and Rodney McLeod),1.14,2.52,10.0,2022,146
2.0,4:41,1.0,10.0,IND 46,10.0,0.0,Josh Jacobs up the middle for 1 yard (tackle by DeForest Buckner and E.J. Speed),2.52,2.11,10.0,2022,146
2.0,4:02,2.0,9.0,IND 45,10.0,0.0,Derek Carr pass complete short middle to Josh Jacobs for -1 yards (tackle by Zaire Franklin),2.11,1.29,10.0,2022,146
2.0,3:23,3.0,10.0,IND 46,10.0,0.0,"Derek Carr pass complete short right to Davante Adams for 12 yards (tackle by Stephon Gilmore). Penalty on Jermaine Eluemunor: Offensive Holding, 10 yards (accepted)",1.29,1.55,10.0,2022,146
2.0,2:46,3.0,8.0,IND 44,10.0,0.0,Derek Carr pass complete short right to Ameer Abdullah for 7 yards (tackle by DeForest Buckner),1.55,0.79,10.0,2022,146
2.0,2:04,4.0,1.0,IND 37,10.0,0.0,Josh Jacobs right tackle for 2 yards (tackle by E.J. Speed),0.79,3.25,10.0,2022,146
2.0,2:00,1.0,10.0,IND 35,10.0,0.0,Josh Jacobs left tackle for 22 yards (tackle by Stephon Gilmore and Rodney Thomas),3.25,4.71,10.0,2022,146
2.0,1:13,,,,,,Timeout #2 by Las Vegas Raiders,,,10.0,2022,146
2.0,1:13,1.0,10.0,IND 13,10.0,0.0,Derek Carr pass complete short left to Ameer Abdullah for 4 yards (tackle by Zaire Franklin and Byron Cowart),4.71,4.77,10.0,2022,146
2.0,1:07,,,,,,Timeout #1 by Indianapolis Colts,,,10.0,2022,146
2.0,1:07,2.0,6.0,IND 9,10.0,0.0,Derek Carr pass complete short left to Davante Adams for 5 yards,4.77,5.01,10.0,2022,146
2.0,1:03,3.0,1.0,IND 4,10.0,6.0,"Derek Carr pass complete short right to Foster Moreau for 4 yards, touchdown",5.01,7.0,10.0,2022,146
2.0,0:58,,,IND 15,10.0,7.0,Daniel Carlson kicks extra point good,0.0,0.0,10.0,2022,146
2.0,0:58,,,LVR 35,10.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,146
2.0,0:58,1.0,10.0,IND 25,10.0,7.0,Matt Ryan pass complete short middle to Kylen Granson for 6 yards (tackle by Jayon Brown),0.61,0.87,10.0,2022,146
2.0,0:43,2.0,4.0,IND 31,10.0,7.0,Matt Ryan pass complete short left to Kylen Granson for 6 yards (tackle by Sam Webb),0.87,1.4,10.0,2022,146
2.0,0:38,1.0,10.0,IND 37,10.0,7.0,Matt Ryan pass complete short middle to Kylen Granson for 13 yards (tackle by Duron Harmon),1.4,2.26,10.0,2022,146
2.0,0:32,,,,,,Timeout #2 by Indianapolis Colts,,,10.0,2022,146
2.0,0:32,1.0,10.0,IND 50,10.0,7.0,"Matt Ryan pass complete to Michael Pittman for no gain. Penalty on Sam Webb: Illegal Contact, 5 yards (accepted) (no play)",2.26,2.59,10.0,2022,146
2.0,0:26,1.0,10.0,LVR 45,10.0,7.0,Jonathan Taylor up the middle for 6 yards (tackle by Luke Masterson and Jayon Brown),2.59,2.85,10.0,2022,146
2.0,0:11,2.0,4.0,LVR 39,10.0,7.0,Matt Ryan pass incomplete short right,2.85,2.15,10.0,2022,146
2.0,0:08,3.0,4.0,LVR 39,10.0,7.0,Jonathan Taylor up the middle for 9 yards (tackle by Luke Masterson),2.15,3.58,10.0,2022,146
2.0,0:03,,,,,,Timeout #3 by Indianapolis Colts,,,10.0,2022,146
2.0,0:03,1.0,10.0,LVR 30,13.0,7.0,Chase McLaughlin 48 yard field goal good,3.58,3.0,10.0,2022,146
3.0,15:00,,,LVR 35,13.0,7.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,146
3.0,15:00,1.0,10.0,IND 25,13.0,7.0,Jonathan Taylor up the middle for 5 yards (tackle by Jayon Brown),0.61,0.74,10.0,2022,146
3.0,14:28,2.0,5.0,IND 30,13.0,7.0,Matt Ryan pass complete short right to Parris Campbell for 4 yards (tackle by Amik Robertson),0.74,0.56,10.0,2022,146
3.0,13:54,3.0,1.0,IND 34,13.0,7.0,Jonathan Taylor up the middle for 3 yards (tackle by Andrew Billings and Maxx Crosby),0.56,1.4,10.0,2022,146
3.0,13:16,1.0,10.0,IND 37,13.0,7.0,Jonathan Taylor right guard for 5 yards (tackle by Maxx Crosby and Sam Webb),1.4,1.53,10.0,2022,146
3.0,12:39,2.0,5.0,IND 42,13.0,7.0,Matt Ryan pass complete short middle to Michael Pittman for 18 yards (tackle by Darien Butler and Duron Harmon),1.53,2.92,10.0,2022,146
3.0,12:02,1.0,10.0,LVR 40,13.0,7.0,Matt Ryan pass complete short middle to Michael Pittman for 6 yards (tackle by Rock Ya-Sin),2.92,3.18,10.0,2022,146
3.0,11:41,2.0,4.0,LVR 34,13.0,7.0,Jordan Wilkins up the middle for 9 yards (tackle by Tashawn Bower and Amik Robertson),3.18,3.91,10.0,2022,146
3.0,11:04,1.0,10.0,LVR 25,13.0,7.0,Jordan Wilkins right guard for 5 yards (tackle by Darien Butler),3.91,4.04,10.0,2022,146
3.0,10:31,2.0,5.0,LVR 20,13.0,7.0,Jordan Wilkins left guard for 4 yards (tackle by Jayon Brown and Darien Butler),4.04,4.06,10.0,2022,146
3.0,9:49,3.0,1.0,LVR 16,13.0,7.0,Matt Ryan sacked by Maxx Crosby for -14 yards,4.06,1.41,10.0,2022,146
3.0,9:06,4.0,15.0,LVR 30,13.0,7.0,Chase McLaughlin 48 yard field goal no good,1.41,-1.47,10.0,2022,146
3.0,9:02,1.0,10.0,LVR 38,13.0,7.0,Josh Jacobs up the middle for 6 yards (tackle by Kenny Moore),1.47,1.73,10.0,2022,146
3.0,8:27,2.0,4.0,LVR 44,13.0,7.0,Josh Jacobs right guard for 6 yards (tackle by Zaire Franklin and Rodney Thomas),1.73,2.26,10.0,2022,146
3.0,7:47,1.0,10.0,LVR 50,13.0,7.0,Derek Carr pass complete short middle to Davante Adams for 9 yards (tackle by Bobby Okereke),2.26,2.93,10.0,2022,146
3.0,6:58,2.0,1.0,IND 41,13.0,7.0,Josh Jacobs right guard for 2 yards (tackle by Zaire Franklin),2.93,2.98,10.0,2022,146
3.0,6:12,1.0,10.0,IND 39,13.0,7.0,Derek Carr pass complete short middle to Davante Adams for 11 yards (tackle by Rodney McLeod),2.98,3.71,10.0,2022,146
3.0,5:31,1.0,10.0,IND 28,13.0,7.0,Zamir White up the middle for -2 yards (tackle by Grover Stewart),3.71,2.9,10.0,2022,146
3.0,4:50,2.0,12.0,IND 30,13.0,7.0,"Derek Carr pass complete to Davante Adams for 3 yards. Penalty on Dayo Odeyingbo: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.9,3.91,10.0,2022,146
3.0,4:21,1.0,10.0,IND 25,13.0,7.0,"Mack Hollins left end for no gain (tackle by Zaire Franklin). Penalty on Kolton Miller: Tripping / Offense, 10 yards (accepted)",3.91,3.25,10.0,2022,146
3.0,3:54,1.0,20.0,IND 35,13.0,7.0,Derek Carr pass incomplete short right intended for Josh Jacobs,3.25,2.01,10.0,2022,146
3.0,3:48,2.0,20.0,IND 35,13.0,7.0,Derek Carr pass complete short middle to Foster Moreau for 18 yards (tackle by Rodney McLeod),2.01,3.85,10.0,2022,146
3.0,3:17,3.0,2.0,IND 17,13.0,7.0,Derek Carr pass complete short middle to Ameer Abdullah for 14 yards (tackle by Kenny Moore),3.85,6.51,10.0,2022,146
3.0,2:33,1.0,3.0,IND 3,13.0,7.0,Josh Jacobs up the middle for 2 yards (tackle by Zaire Franklin),6.51,5.91,10.0,2022,146
3.0,1:55,2.0,1.0,IND 1,13.0,13.0,"Josh Jacobs for 1 yard, touchdown",5.91,7.0,10.0,2022,146
3.0,1:51,,,IND 15,13.0,14.0,Daniel Carlson kicks extra point good,0.0,0.0,10.0,2022,146
3.0,1:51,,,LVR 35,13.0,14.0,"Penalty on John Simpson: Unnecessary Roughness / Offense, 15 yards (accepted)",0.0,0.0,10.0,2022,146
3.0,1:51,,,LVR 20,13.0,14.0,"Daniel Carlson kicks off 71 yards, returned by Isaiah Rodgers for 21 yards (tackle by Darien Butler and Matthias Farley)",0.0,0.94,10.0,2022,146
3.0,1:44,1.0,10.0,IND 30,13.0,14.0,Jonathan Taylor left guard for 4 yards (tackle by Trevon Moehrig),0.94,0.93,10.0,2022,146
3.0,1:12,2.0,6.0,IND 34,19.0,14.0,"Jonathan Taylor up the middle for 66 yards, touchdown",0.93,7.0,10.0,2022,146
3.0,1:01,,,LVR 2,19.0,14.0,Two Point Attempt: Matt Ryan pass incomplete intended for intended for Jonathan Taylor,1.0,-1.0,10.0,2022,146
3.0,1:01,,,IND 35,19.0,14.0,"Chase McLaughlin kicks off 62 yards, recovered by Ameer Abdullah at LV-8 returned by Ameer Abdullah for 30 yards (tackle by JoJo Domann and Tony Brown)",0.0,1.47,10.0,2022,146
3.0,0:53,1.0,10.0,LVR 38,19.0,14.0,Josh Jacobs right guard for 3 yards (tackle by Bobby Okereke),1.47,1.33,10.0,2022,146
3.0,0:21,2.0,7.0,LVR 41,19.0,14.0,"Derek Carr pass complete short right to Foster Moreau for no gain (tackle by Grover Stewart). Penalty on Andre James: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.33,0.65,10.0,2022,146
4.0,15:00,2.0,12.0,LVR 36,19.0,14.0,Derek Carr pass complete short middle to Josh Jacobs for 5 yards (tackle by Bobby Okereke),0.65,0.63,10.0,2022,146
4.0,14:14,3.0,7.0,LVR 41,19.0,14.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by Isaiah Rodgers),0.63,-0.65,10.0,2022,146
4.0,14:09,4.0,7.0,LVR 41,19.0,14.0,AJ Cole punts 54 yards downed by Ameer Abdullah,-0.65,0.38,10.0,2022,146
4.0,13:59,1.0,10.0,IND 5,19.0,14.0,Jonathan Taylor up the middle for 1 yard (tackle by Maxx Crosby and Andrew Billings),-0.38,-0.71,10.0,2022,146
4.0,13:18,2.0,9.0,IND 6,19.0,14.0,Matt Ryan pass incomplete short left intended for Parris Campbell (defended by Amik Robertson),-0.71,-1.3,10.0,2022,146
4.0,13:15,,,,,,Timeout #1 by Las Vegas Raiders,,,10.0,2022,146
4.0,13:15,3.0,9.0,IND 6,19.0,14.0,Jonathan Taylor up the middle for 2 yards (tackle by Maxx Crosby),-1.3,-2.49,10.0,2022,146
4.0,12:39,4.0,7.0,IND 8,19.0,14.0,"Matt Haack punts 40 yards, fair catch by Keelan Cole at IND-48",-2.49,-2.39,10.0,2022,146
4.0,12:32,1.0,10.0,IND 48,19.0,14.0,Derek Carr pass incomplete deep middle intended for Davante Adams (defended by Stephon Gilmore),2.39,1.85,10.0,2022,146
4.0,12:23,2.0,10.0,IND 48,19.0,14.0,Josh Jacobs right guard for no gain (tackle by DeForest Buckner),1.85,1.16,10.0,2022,146
4.0,11:47,3.0,10.0,IND 48,19.0,20.0,"Derek Carr pass complete deep middle to Davante Adams for 48 yards, touchdown",1.16,7.0,10.0,2022,146
4.0,11:36,,,IND 2,19.0,20.0,Two Point Attempt: Derek Carr pass incomplete intended for intended for Davante Adams,1.0,-1.0,10.0,2022,146
4.0,11:36,,,LVR 35,19.0,20.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,146
4.0,11:36,1.0,10.0,IND 25,19.0,20.0,Matt Ryan pass complete short right to Michael Pittman for 6 yards (tackle by Rock Ya-Sin),0.61,0.87,10.0,2022,146
4.0,11:03,2.0,4.0,IND 31,19.0,20.0,"Jonathan Taylor for no gain. Penalty on Bilal Nichols: Defensive Offside, 4 yards (accepted) (no play)",0.87,1.27,10.0,2022,146
4.0,10:43,1.0,10.0,IND 35,19.0,20.0,Matt Ryan pass incomplete deep right intended for Alec Pierce (defended by Sam Webb),1.27,0.72,10.0,2022,146
4.0,10:37,2.0,10.0,IND 35,19.0,20.0,Matt Ryan pass complete short right to Parris Campbell for 5 yards (tackle by Sam Webb and Luke Masterson),0.72,0.63,10.0,2022,146
4.0,9:58,3.0,6.0,IND 40,19.0,20.0,Matt Ryan pass incomplete short middle intended for Parris Campbell,0.63,-0.72,10.0,2022,146
4.0,9:54,4.0,6.0,IND 40,19.0,20.0,"Matt Haack punts 53 yards, returned by Keelan Cole for 8 yards (tackle by Nick Cross)",-0.72,0.0,10.0,2022,146
4.0,9:40,,,LVR 0,19.0,20.0,"Penalty on JoJo Domann: Tripping / Defense, 10 yards (accepted) (no play)",0.0,0.61,10.0,2022,146
4.0,9:40,1.0,10.0,LVR 25,19.0,20.0,Josh Jacobs up the middle for 2 yards (tackle by DeForest Buckner and Ifeadi Odenigbo),0.61,0.33,10.0,2022,146
4.0,8:59,2.0,8.0,LVR 27,19.0,20.0,Derek Carr pass incomplete short middle intended for Davante Adams (defended by DeForest Buckner),0.33,-0.36,10.0,2022,146
4.0,8:54,3.0,8.0,LVR 27,19.0,20.0,Derek Carr sacked by and Yannick Ngakoue for -7 yards and DeForest Buckner for -7 yards,-0.36,-2.03,10.0,2022,146
4.0,8:13,4.0,15.0,LVR 20,19.0,20.0,AJ Cole punts 62 yards downed by Matthias Farley,-2.03,-0.04,10.0,2022,146
4.0,8:00,1.0,10.0,IND 18,19.0,20.0,Jonathan Taylor left end for 4 yards (tackle by Amik Robertson),0.04,0.14,10.0,2022,146
4.0,7:25,2.0,6.0,IND 22,19.0,20.0,Jonathan Taylor up the middle for 3 yards (tackle by Andrew Billings),0.14,-0.27,10.0,2022,146
4.0,6:49,3.0,3.0,IND 25,19.0,20.0,Matt Ryan scrambles right end for 39 yards (tackle by Amik Robertson),-0.27,3.18,10.0,2022,146
4.0,5:58,1.0,10.0,LVR 36,19.0,20.0,"Matt Ryan pass complete short left to Michael Pittman for 1 yard. Michael Pittman fumbles (forced by Sam Webb), recovered by Michael Pittman at LV-35",3.18,2.77,10.0,2022,146
4.0,5:14,2.0,9.0,LVR 35,25.0,20.0,"Matt Ryan pass complete short middle to Parris Campbell for 35 yards, touchdown",2.77,7.0,10.0,2022,146
4.0,5:07,,,LVR 2,25.0,20.0,Two Point Attempt: Matt Ryan pass incomplete,1.0,-1.0,10.0,2022,146
4.0,5:07,,,IND 35,25.0,20.0,"Chase McLaughlin kicks off 67 yards, returned by Ameer Abdullah for 27 yards (tackle by Nick Cross)",0.0,0.61,10.0,2022,146
4.0,5:00,1.0,10.0,LVR 25,25.0,20.0,Derek Carr pass incomplete deep left intended for Mack Hollins,0.61,0.06,10.0,2022,146
4.0,4:53,2.0,10.0,LVR 25,25.0,20.0,Derek Carr pass complete short right to Mack Hollins for 12 yards (tackle by Stephon Gilmore),0.06,1.4,10.0,2022,146
4.0,4:14,1.0,10.0,LVR 37,25.0,20.0,"Josh Jacobs for no gain (tackle by Bobby Okereke). Penalty on Mack Hollins: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",1.4,0.74,10.0,2022,146
4.0,4:08,1.0,20.0,LVR 27,25.0,20.0,Derek Carr pass complete short left to Mack Hollins for 6 yards (tackle by Isaiah Rodgers),0.74,0.32,10.0,2022,146
4.0,3:28,2.0,14.0,LVR 33,25.0,20.0,Derek Carr pass complete short left to Davante Adams for 6 yards (tackle by Kenny Moore),0.32,0.43,10.0,2022,146
4.0,2:47,3.0,8.0,LVR 39,25.0,20.0,Derek Carr pass complete short right to Davante Adams for 12 yards (tackle by Rodney McLeod),0.43,2.32,10.0,2022,146
4.0,2:06,1.0,10.0,IND 49,25.0,20.0,Josh Jacobs up the middle for 2 yards (tackle by Rodney McLeod),2.32,2.05,10.0,2022,146
4.0,2:00,2.0,8.0,IND 47,25.0,20.0,Derek Carr pass complete short right to Josh Jacobs for 4 yards (tackle by Stephon Gilmore and Bobby Okereke),2.05,1.88,10.0,2022,146
4.0,1:56,3.0,4.0,IND 43,25.0,20.0,"Derek Carr pass complete short right to Ameer Abdullah for 8 yards (tackle by Rodney McLeod). Penalty on Zaire Franklin: Defensive Holding, 5 yards (declined)",1.88,3.25,10.0,2022,146
4.0,1:49,1.0,10.0,IND 35,25.0,20.0,Derek Carr pass incomplete short middle intended for Keelan Cole,3.25,2.7,10.0,2022,146
4.0,1:45,2.0,10.0,IND 35,25.0,20.0,Derek Carr pass complete short left to Davante Adams for 16 yards (tackle by Julian Blackmon),2.7,4.31,10.0,2022,146
4.0,1:38,1.0,10.0,IND 19,25.0,20.0,Derek Carr pass incomplete short right intended for Josh Jacobs,4.31,3.75,10.0,2022,146
4.0,1:35,2.0,10.0,IND 19,25.0,20.0,Josh Jacobs left guard for 3 yards (tackle by Bobby Okereke and Stephon Gilmore),3.75,3.52,10.0,2022,146
4.0,0:56,3.0,6.0,IND 16,25.0,20.0,Derek Carr pass incomplete deep middle intended for Foster Moreau (defended by Bobby Okereke),3.52,2.4,10.0,2022,146
