Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA,week,year,game_id
2.0,14:03,3.0,15.0,DET 16,3.0,3.0,Jared Goff pass complete deep middle to Kalif Raymond for 21 yards (tackle by Jaquan Brisker),-1.78,1.4,10.0,2022,143
2.0,13:23,1.0,10.0,DET 37,3.0,3.0,"Jared Goff pass incomplete intended for Justin Jackson. Penalty on Trinity Benson: Offensive Pass Interference, 10 yards (accepted) (no play)",1.4,0.74,10.0,2022,143
2.0,13:16,1.0,20.0,DET 27,3.0,3.0,Jamaal Williams right tackle for 7 yards (tackle by Jaylon Johnson and Jack Sanborn),0.74,0.45,10.0,2022,143
2.0,12:39,2.0,13.0,DET 34,3.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Eddie Jackson),0.45,2.13,10.0,2022,143
2.0,12:08,1.0,10.0,DET 48,3.0,3.0,Justin Jackson right tackle for no gain (tackle by Angelo Blackson and Kingsley Jonathan),2.13,1.58,10.0,2022,143
2.0,11:33,2.0,10.0,DET 48,3.0,3.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 22 yards (tackle by Jaquan Brisker),1.58,3.58,10.0,2022,143
2.0,10:54,1.0,10.0,CHI 30,3.0,3.0,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 20 yards (tackle by Eddie Jackson),3.58,4.91,10.0,2022,143
2.0,10:14,1.0,10.0,CHI 10,3.0,3.0,Jamaal Williams left guard for 3 yards (tackle by Mike Pennel),4.91,4.76,10.0,2022,143
2.0,9:36,2.0,7.0,CHI 7,3.0,3.0,"Jared Goff pass incomplete intended for Tom Kennedy. Penalty on Lamar Jackson: Defensive Pass Interference, 6 yards (accepted) (no play)",4.76,6.97,10.0,2022,143
2.0,9:27,1.0,1.0,CHI 1,3.0,3.0,Jared Goff sacked by Jack Sanborn for -3 yards,6.97,5.34,10.0,2022,143
2.0,8:43,2.0,4.0,CHI 4,3.0,3.0,Jamaal Williams right tackle for 3 yards (tackle by Armon Watts),5.34,5.17,10.0,2022,143
2.0,8:00,3.0,1.0,CHI 1,3.0,3.0,D'Andre Swift right end for -1 yards (tackle by Nicholas Morrow and Jaquan Brisker),5.17,3.25,10.0,2022,143
2.0,7:21,4.0,2.0,CHI 2,9.0,3.0,"Jared Goff pass complete short right to Brock Wright for 2 yards, touchdown",3.25,7.0,10.0,2022,143
2.0,7:18,,,CHI 15,10.0,3.0,Michael Badgley kicks extra point good,0.0,0.0,10.0,2022,143
2.0,7:18,,,DET 35,10.0,3.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
2.0,7:18,1.0,10.0,CHI 25,10.0,3.0,Justin Fields pass complete short middle to Chase Claypool for 8 yards (tackle by Will Harris and Jarrad Davis),0.61,1.14,10.0,2022,143
2.0,6:42,2.0,2.0,CHI 33,10.0,3.0,Justin Fields pass incomplete short right intended for Byron Pringle,1.14,0.43,10.0,2022,143
2.0,6:36,3.0,2.0,CHI 33,10.0,3.0,Justin Fields right end for 8 yards (tackle by Kerby Joseph),0.43,1.66,10.0,2022,143
2.0,5:56,1.0,10.0,CHI 41,10.0,3.0,"Justin Fields for 4 yards (tackle by Aidan Hutchinson). Penalty on Byron Pringle: Offensive Holding, 10 yards (accepted)",1.66,1.27,10.0,2022,143
2.0,5:32,1.0,16.0,CHI 35,10.0,3.0,Khalil Herbert right guard for 6 yards (tackle by Will Harris),1.27,1.12,10.0,2022,143
2.0,4:51,2.0,10.0,CHI 41,10.0,3.0,Khalil Herbert left tackle for 5 yards (tackle by John Cominsky),1.12,1.09,10.0,2022,143
2.0,4:13,3.0,5.0,CHI 46,10.0,3.0,Justin Fields pass complete short middle to Byron Pringle for 12 yards (tackle by Will Harris),1.09,2.79,10.0,2022,143
2.0,3:31,1.0,10.0,DET 42,10.0,3.0,Khalil Herbert left end for 7 yards (tackle by Jeff Okudah),2.79,3.19,10.0,2022,143
2.0,3:00,2.0,3.0,DET 35,10.0,3.0,Justin Fields left end for 6 yards (tackle by Jarrad Davis),3.19,3.64,10.0,2022,143
2.0,2:22,1.0,10.0,DET 29,10.0,3.0,Khalil Herbert right guard for 11 yards (tackle by Will Harris and Alex Anzalone),3.64,4.37,10.0,2022,143
2.0,2:00,1.0,10.0,DET 18,10.0,3.0,Khalil Herbert left end for 1 yard (tackle by Jerry Jacobs),4.37,3.94,10.0,2022,143
2.0,1:15,2.0,9.0,DET 17,10.0,3.0,Justin Fields pass complete short left to Darnell Mooney for 13 yards (tackle by Kerby Joseph),3.94,6.28,10.0,2022,143
2.0,0:32,1.0,4.0,DET 4,10.0,3.0,Justin Fields left end for 3 yards (tackle by Alex Anzalone). Justin Fields fumbles (forced by Alex Anzalone). Justin Fields fumbles out of bounds,6.28,5.91,10.0,2022,143
2.0,0:26,,,,,,Timeout #1 by Chicago Bears,,,10.0,2022,143
2.0,0:26,2.0,1.0,DET 1,10.0,3.0,David Montgomery right guard for no gain (tackle by Aidan Hutchinson),5.91,5.17,10.0,2022,143
2.0,0:21,,,,,,Timeout #2 by Chicago Bears,,,10.0,2022,143
2.0,0:21,3.0,1.0,DET 1,10.0,9.0,"Justin Fields scrambles left end for 1 yard, touchdown",5.17,7.0,10.0,2022,143
2.0,0:12,,,DET 15,10.0,10.0,Cairo Santos kicks extra point good,0.0,0.0,10.0,2022,143
2.0,0:12,,,CHI 35,10.0,10.0,"Cairo Santos kicks off 60 yards, returned by Justin Jackson for 39 yards (tackle by Sterling Weatherford)",0.0,1.86,10.0,2022,143
2.0,0:05,1.0,10.0,DET 44,10.0,10.0,Jared Goff pass incomplete deep middle,1.86,1.32,10.0,2022,143
3.0,15:00,,,CHI 35,10.0,10.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
3.0,15:00,1.0,10.0,DET 25,10.0,10.0,D'Andre Swift right tackle for 6 yards (tackle by Dominique Robinson),0.61,0.87,10.0,2022,143
3.0,14:26,2.0,4.0,DET 31,10.0,10.0,Jamaal Williams right tackle for 3 yards (tackle by Dominique Robinson),0.87,0.56,10.0,2022,143
3.0,13:46,3.0,1.0,DET 34,10.0,10.0,Jamaal Williams right guard for -2 yards (tackle by Armon Watts and Jack Sanborn),0.56,-1.24,10.0,2022,143
3.0,13:07,4.0,3.0,DET 32,10.0,10.0,"Jack Fox punts 59 yards, returned by Dante Pettis for 15 yards (tackle by Jerry Jacobs and Chris Board)",-1.24,-0.54,10.0,2022,143
3.0,12:55,1.0,10.0,CHI 24,10.0,10.0,Justin Fields pass complete short middle to Darnell Mooney for 16 yards (tackle by Kerby Joseph),0.54,1.6,10.0,2022,143
3.0,12:15,1.0,10.0,CHI 40,10.0,10.0,Equanimeous St. Brown right end for -1 yards (tackle by Jerry Jacobs and Julian Okwara),1.6,0.92,10.0,2022,143
3.0,11:42,2.0,11.0,CHI 39,10.0,10.0,David Montgomery left guard for 6 yards (tackle by Alex Anzalone),0.92,1.03,10.0,2022,143
3.0,11:00,3.0,5.0,CHI 45,10.0,10.0,Justin Fields pass complete short left to Darnell Mooney for 22 yards (tackle by Will Harris),1.03,3.38,10.0,2022,143
3.0,10:19,1.0,10.0,DET 33,10.0,10.0,Justin Fields pass complete short middle to Cole Kmet for 9 yards (tackle by Aidan Hutchinson),3.38,4.05,10.0,2022,143
3.0,9:42,2.0,1.0,DET 24,10.0,10.0,Justin Fields pass incomplete short right,4.05,3.34,10.0,2022,143
3.0,9:38,3.0,1.0,DET 24,10.0,10.0,Dante Pettis left end for 8 yards (tackle by C.J. Moore),3.34,4.51,10.0,2022,143
3.0,9:04,1.0,10.0,DET 16,10.0,10.0,Justin Fields left guard for 5 yards (tackle by Alex Anzalone),4.51,4.76,10.0,2022,143
3.0,8:24,2.0,5.0,DET 11,10.0,10.0,David Montgomery left tackle for 5 yards (tackle by Charles Harris and Alex Anzalone),4.76,5.83,10.0,2022,143
3.0,7:40,1.0,6.0,DET 6,10.0,16.0,"Justin Fields pass complete short right to Cole Kmet for 6 yards, touchdown",5.83,7.0,10.0,2022,143
3.0,7:36,,,DET 15,10.0,17.0,Cairo Santos kicks extra point good,0.0,0.0,10.0,2022,143
3.0,7:36,,,CHI 35,10.0,17.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
3.0,7:36,1.0,10.0,DET 25,10.0,17.0,Jared Goff pass complete short left to D'Andre Swift for 6 yards (tackle by Dominique Robinson),0.61,0.87,10.0,2022,143
3.0,6:57,2.0,4.0,DET 31,10.0,17.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 5 yards (tackle by Jaylon Jones),0.87,1.33,10.0,2022,143
3.0,6:20,1.0,10.0,DET 36,10.0,17.0,Jamaal Williams left tackle for 1 yard (tackle by Angelo Blackson and Mike Pennel),1.33,0.93,10.0,2022,143
3.0,5:40,2.0,9.0,DET 37,10.0,17.0,"Jared Goff aborted snap, recovered by Kalif Raymond at DET-26",0.93,-1.22,10.0,2022,143
3.0,4:57,3.0,20.0,DET 26,10.0,17.0,Jared Goff scrambles right end for 5 yards (tackle by Trevis Gipson),-1.22,-1.31,10.0,2022,143
3.0,4:20,4.0,15.0,DET 31,10.0,17.0,"Jack Fox punts 51 yards, returned by Dante Pettis for 11 yards (tackle by Jason Cabinda)",-1.31,-0.87,10.0,2022,143
3.0,4:09,1.0,10.0,CHI 29,10.0,17.0,Khalil Herbert left guard for 12 yards (tackle by John Cominsky and Derrick Barnes),0.87,1.66,10.0,2022,143
3.0,3:28,1.0,10.0,CHI 41,10.0,17.0,Khalil Herbert right tackle for 9 yards (tackle by C.J. Moore and Kerby Joseph),1.66,2.34,10.0,2022,143
3.0,2:53,2.0,1.0,CHI 50,10.0,23.0,"Justin Fields pass complete deep right to Cole Kmet for 50 yards, touchdown",2.34,7.0,10.0,2022,143
3.0,2:43,,,DET 15,10.0,24.0,Cairo Santos kicks extra point good,0.0,0.0,10.0,2022,143
3.0,2:43,,,CHI 35,10.0,24.0,"Cairo Santos kicks off 51 yards, out of bounds",0.0,1.6,10.0,2022,143
3.0,2:43,1.0,10.0,DET 40,10.0,24.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Jaylon Johnson),1.6,2.13,10.0,2022,143
3.0,2:08,2.0,2.0,DET 48,10.0,24.0,Jamaal Williams right guard for 3 yards (tackle by Jack Sanborn and Trevis Gipson),2.13,2.32,10.0,2022,143
3.0,1:37,1.0,10.0,CHI 49,10.0,24.0,Jamaal Williams right tackle for 3 yards (tackle by Dominique Robinson),2.32,2.19,10.0,2022,143
3.0,0:57,2.0,7.0,CHI 46,10.0,24.0,Jared Goff sacked by Jack Sanborn for -5 yards,2.19,0.83,10.0,2022,143
3.0,0:10,3.0,12.0,DET 49,10.0,24.0,Jared Goff pass incomplete deep left intended for Shane Zylstra,0.83,-0.13,10.0,2022,143
3.0,0:03,4.0,12.0,DET 49,10.0,24.0,Jack Fox punts 30 yards downed by Stanley Berryhill,-0.13,-0.34,10.0,2022,143
4.0,15:00,1.0,10.0,CHI 21,10.0,24.0,Justin Fields right end for no gain (tackle by Alex Anzalone),0.34,-0.2,10.0,2022,143
4.0,14:29,2.0,10.0,CHI 21,10.0,24.0,David Montgomery left guard for 5 yards (tackle by Isaiah Buggs and Alex Anzalone),-0.2,-0.23,10.0,2022,143
4.0,13:50,3.0,5.0,CHI 26,10.0,24.0,Justin Fields pass incomplete deep left intended for Cole Kmet (defended by Alex Anzalone),-0.23,-1.63,10.0,2022,143
4.0,13:35,4.0,5.0,CHI 26,10.0,24.0,"Trenton Gill punts 39 yards, fair catch by Kalif Raymond at DET-35. Penalty on Patrick Scales: Offensive Holding, 10 yards (accepted)",-1.63,-1.93,10.0,2022,143
4.0,13:35,1.0,10.0,DET 45,10.0,24.0,"Jared Goff scrambles for 10 yards (tackle by Nicholas Morrow). Penalty on Kyler Gordon: Unnecessary Roughness / Defense, 15 yards (accepted)",1.93,3.58,10.0,2022,143
4.0,13:13,1.0,10.0,CHI 30,10.0,24.0,Jared Goff pass complete short middle to Justin Jackson for 8 yards (tackle by Jaylon Johnson),3.58,4.11,10.0,2022,143
4.0,12:25,2.0,2.0,CHI 22,10.0,24.0,"Justin Jackson right guard for 3 yards (tackle by Jack Sanborn). Penalty on Jaylon Johnson: Illegal Use of Hands / Defense, 5 yards (accepted)",4.11,4.65,10.0,2022,143
4.0,11:51,,,,,,Timeout #1 by Detroit Lions,,,10.0,2022,143
4.0,11:51,1.0,10.0,CHI 14,10.0,24.0,"Jared Goff pass is intercepted by Jack Sanborn at CHI-8 and returned for no gain (tackle by Frank Ragnow). Penalty on Jaylon Johnson: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",4.65,5.14,10.0,2022,143
4.0,11:42,1.0,9.0,CHI 9,16.0,24.0,"D'Andre Swift left tackle for 9 yards, touchdown",5.14,7.0,10.0,2022,143
4.0,11:37,,,CHI 15,17.0,24.0,Michael Badgley kicks extra point good,0.0,0.0,10.0,2022,143
4.0,11:37,,,DET 35,17.0,24.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
4.0,11:37,1.0,10.0,CHI 25,17.0,24.0,Khalil Herbert right tackle for 2 yards (tackle by Aidan Hutchinson and Jerry Jacobs),0.61,0.33,10.0,2022,143
4.0,11:02,2.0,8.0,CHI 27,17.0,24.0,"Khalil Herbert for no gain (tackle by Kerby Joseph). Penalty on Ryan Griffin: Offensive Holding, 10 yards (accepted) (no play)",0.33,-1.15,10.0,2022,143
4.0,10:38,2.0,18.0,CHI 17,23.0,24.0,"Justin Fields pass short right intended for Cole Kmet is intercepted by Jeff Okudah at CHI-20 and returned for 20 yards, touchdown",-1.15,-7.0,10.0,2022,143
4.0,10:29,,,CHI 15,24.0,24.0,Michael Badgley kicks extra point good,0.0,0.0,10.0,2022,143
4.0,10:29,,,DET 35,24.0,24.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
4.0,10:29,1.0,10.0,CHI 25,24.0,24.0,David Montgomery right tackle for 2 yards (tackle by Alim McNeill and Isaiah Buggs),0.61,0.33,10.0,2022,143
4.0,9:55,2.0,8.0,CHI 27,24.0,24.0,Justin Fields pass complete short left to Darnell Mooney for 6 yards (tackle by Kerby Joseph and Alex Anzalone),0.33,0.43,10.0,2022,143
4.0,9:23,3.0,2.0,CHI 33,24.0,30.0,"Justin Fields right tackle for 67 yards, touchdown",0.43,7.0,10.0,2022,143
4.0,9:11,,,DET 15,24.0,30.0,Cairo Santos kicks extra point no good,0.0,-1.0,10.0,2022,143
4.0,9:11,,,CHI 35,24.0,30.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,10.0,2022,143
4.0,9:11,1.0,10.0,DET 25,24.0,30.0,Justin Jackson right guard for 2 yards (tackle by Jaquan Brisker),0.61,0.33,10.0,2022,143
4.0,8:30,2.0,8.0,DET 27,24.0,30.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.33,-0.36,10.0,2022,143
4.0,8:27,3.0,8.0,DET 27,24.0,30.0,Jared Goff pass complete short right to Kalif Raymond for 6 yards (tackle by Jack Sanborn and Jaquan Brisker),-0.36,-1.18,10.0,2022,143
4.0,7:45,4.0,2.0,DET 33,24.0,30.0,"Jack Fox punts 45 yards, returned by Dante Pettis for 18 yards (tackle by Stanley Berryhill)",-1.18,-1.6,10.0,2022,143
4.0,7:38,1.0,10.0,CHI 40,24.0,30.0,Khalil Herbert left guard for 2 yards (tackle by John Cominsky),1.6,1.32,10.0,2022,143
4.0,7:02,2.0,8.0,CHI 42,24.0,30.0,Khalil Herbert right tackle for 2 yards (tackle by Aidan Hutchinson),1.32,0.89,10.0,2022,143
4.0,6:21,3.0,6.0,CHI 44,24.0,30.0,Justin Fields scrambles right end for 1 yard (tackle by Derrick Barnes),0.89,-0.39,10.0,2022,143
4.0,5:31,4.0,5.0,CHI 45,24.0,30.0,"Trenton Gill punts 46 yards, fair catch by Kalif Raymond at DET-9",-0.39,0.38,10.0,2022,143
4.0,5:23,1.0,10.0,DET 9,24.0,30.0,Jamaal Williams left end for 11 yards (tackle by Jack Sanborn),-0.38,0.28,10.0,2022,143
4.0,4:53,1.0,10.0,DET 20,24.0,30.0,Jared Goff pass incomplete short right intended for D'Andre Swift,0.28,-0.27,10.0,2022,143
4.0,4:49,2.0,10.0,DET 20,24.0,30.0,Jared Goff pass complete short middle to Kalif Raymond for 20 yards (tackle by Jaylon Johnson),-0.27,1.6,10.0,2022,143
4.0,4:06,1.0,10.0,DET 40,24.0,30.0,Jared Goff pass complete to Amon-Ra St. Brown for 7 yards (tackle by Jack Sanborn),1.6,2.0,10.0,2022,143
4.0,3:59,2.0,3.0,DET 47,24.0,30.0,D'Andre Swift left tackle for -5 yards (tackle by Justin Jones),2.0,0.63,10.0,2022,143
4.0,3:17,3.0,8.0,DET 42,24.0,30.0,Jared Goff pass complete short middle to Tom Kennedy for 44 yards (tackle by Eddie Jackson),0.63,4.65,10.0,2022,143
4.0,3:00,1.0,10.0,CHI 14,24.0,30.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 13 yards (tackle by Nicholas Morrow),4.65,6.97,10.0,2022,143
4.0,2:24,1.0,1.0,CHI 1,30.0,30.0,"Jamaal Williams left guard for 1 yard, touchdown",6.97,7.0,10.0,2022,143
4.0,2:21,,,CHI 15,31.0,30.0,Michael Badgley kicks extra point good,0.0,0.0,10.0,2022,143
4.0,2:21,,,DET 35,31.0,30.0,"Jack Fox kicks off 62 yards, returned by Khalil Herbert for 17 yards (tackle by C.J. Moore)",0.0,0.28,10.0,2022,143
4.0,2:17,1.0,10.0,CHI 20,31.0,30.0,Justin Fields right end for 5 yards (tackle by Aidan Hutchinson),0.28,0.41,10.0,2022,143
4.0,2:00,2.0,5.0,CHI 25,31.0,30.0,Justin Fields pass incomplete deep right intended for Chase Claypool (defended by Jeff Okudah),0.41,-0.3,10.0,2022,143
4.0,1:55,3.0,5.0,CHI 25,31.0,30.0,"Justin Fields pass incomplete intended for David Montgomery. Penalty on Kerby Joseph: Defensive Holding, 5 yards (accepted) (no play)",-0.3,0.94,10.0,2022,143
4.0,1:45,1.0,10.0,CHI 30,31.0,30.0,Justin Fields pass incomplete short middle intended for Cole Kmet,0.94,0.39,10.0,2022,143
4.0,1:40,2.0,10.0,CHI 30,31.0,30.0,Justin Fields sacked by Aidan Hutchinson for -5 yards,0.39,-0.96,10.0,2022,143
4.0,1:19,3.0,15.0,CHI 25,31.0,30.0,Justin Fields pass complete short middle to David Montgomery for 7 yards (tackle by Chris Board),-0.96,-1.24,10.0,2022,143
4.0,1:12,,,,,,Timeout #1 by Chicago Bears,,,10.0,2022,143
4.0,1:12,4.0,8.0,CHI 32,31.0,30.0,Justin Fields sacked by Julian Okwara for -10 yards,-1.24,-4.11,10.0,2022,143
4.0,1:04,1.0,10.0,CHI 22,31.0,30.0,Jamaal Williams right guard for 6 yards (tackle by Dominique Robinson),4.11,4.46,10.0,2022,143
4.0,0:59,,,,,,Timeout #2 by Chicago Bears,,,10.0,2022,143
4.0,0:59,2.0,4.0,CHI 16,31.0,30.0,Jamaal Williams left guard for -3 yards (tackle by Nicholas Morrow),4.46,3.26,10.0,2022,143
4.0,0:56,,,,,,Timeout #3 by Chicago Bears,,,10.0,2022,143
4.0,0:56,3.0,7.0,CHI 19,31.0,30.0,Jamaal Williams left end for 7 yards (tackle by Joe Thomas),3.26,4.78,10.0,2022,143
4.0,0:16,1.0,10.0,CHI 12,31.0,30.0,Jared Goff kneels for -1 yards,4.78,3.94,10.0,2022,143
