Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA,week,year,game_id
1.0,12:07,1.0,10.0,HOU 49,7.0,0.0,Davis Mills right end for no gain (tackle by Sione Takitaki),2.19,1.65,16.0,2023,230
1.0,11:34,2.0,10.0,HOU 49,7.0,0.0,Devin Singletary up the middle for 1 yard (tackle by Jeremiah Owusu-Koramoah),1.65,1.09,16.0,2023,230
1.0,10:48,3.0,9.0,HOU 50,7.0,0.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",1.09,0.43,16.0,2023,230
1.0,10:42,3.0,14.0,HOU 45,7.0,0.0,Case Keenum pass complete short middle to Nico Collins for 2 yards (tackle by Greg Newsome),0.43,-0.26,16.0,2023,230
1.0,9:55,4.0,12.0,HOU 47,7.0,0.0,"Cameron Johnston punts 42 yards, fair catch by James Proche at CLE-11",-0.26,0.37,16.0,2023,230
1.0,9:47,1.0,10.0,CLE 11,7.0,0.0,Joe Flacco pass complete short right to Harrison Bryant for 6 yards (tackle by Henry To'oTo'o and Derek Stingley),-0.37,-0.16,16.0,2023,230
1.0,9:05,2.0,4.0,CLE 17,7.0,0.0,Joe Flacco pass incomplete short middle intended for Jerome Ford,-0.16,-0.72,16.0,2023,230
1.0,9:00,3.0,4.0,CLE 17,7.0,0.0,Joe Flacco pass complete short right to Cedric Tillman for 6 yards (tackle by Christian Harris),-0.72,0.48,16.0,2023,230
1.0,8:12,1.0,10.0,CLE 23,7.0,0.0,Jerome Ford right tackle for no gain (tackle by Christian Harris),0.48,-0.07,16.0,2023,230
1.0,7:31,2.0,10.0,CLE 23,7.0,0.0,Jerome Ford up the middle for no gain (tackle by Kurt Hinish and Myjai Sanders),-0.07,-0.76,16.0,2023,230
1.0,6:57,3.0,10.0,CLE 23,7.0,0.0,"Joe Flacco pass incomplete short right intended for Kareem Hunt. Penalty on James Hudson: Offensive Holding, 10 yards (declined)",-0.76,-1.83,16.0,2023,230
1.0,6:50,4.0,10.0,CLE 23,7.0,0.0,"Corey Bojorquez punts 55 yards, returned by Robert Woods for 12 yards (tackle by Mike Ford and Charley Hughlett)",-1.83,-1.2,16.0,2023,230
1.0,6:37,1.0,10.0,HOU 34,7.0,0.0,"Case Keenum pass complete short left to Devin Singletary for 4 yards (tackle by Jeremiah Owusu-Koramoah). Penalty on Juice Scruggs: Offensive Holding, 10 yards (accepted)",1.2,0.81,16.0,2023,230
1.0,6:10,1.0,16.0,HOU 28,7.0,0.0,Devin Singletary left end for 2 yards (tackle by Ronnie Hickman and Jeremiah Owusu-Koramoah),0.81,0.19,16.0,2023,230
1.0,5:29,2.0,13.0,HOU 30,7.0,0.0,Davis Mills pass complete short left to Andrew Beck for 5 yards (tackle by Martin Emerson),0.19,0.17,16.0,2023,230
1.0,4:51,3.0,8.0,HOU 35,7.0,0.0,Case Keenum pass incomplete short left intended for Dare Ogunbowale,0.17,-1.04,16.0,2023,230
1.0,4:44,4.0,9.0,HOU 35,7.0,0.0,"Cameron Johnston punts 56 yards, returned by James Proche for 12 yards (tackle by Neville Hewitt and DeAndre Houston-Carson)",-1.04,-0.34,16.0,2023,230
1.0,4:36,1.0,10.0,CLE 21,7.0,0.0,Joe Flacco pass complete deep left to Amari Cooper for 22 yards (tackle by Ka'dar Hollman),0.34,1.8,16.0,2023,230
1.0,3:54,1.0,10.0,CLE 43,7.0,0.0,Pierre Strong right end for no gain (tackle by Denzel Perryman),1.8,1.25,16.0,2023,230
1.0,3:15,2.0,10.0,CLE 43,7.0,0.0,Joe Flacco pass complete short right to David Njoku for 4 yards (tackle by Christian Harris),1.25,1.09,16.0,2023,230
1.0,2:32,3.0,6.0,CLE 47,7.0,0.0,Joe Flacco pass complete short right to Kareem Hunt for -1 yards (tackle by Desmond King),1.09,-0.32,16.0,2023,230
1.0,1:58,4.0,7.0,CLE 46,7.0,0.0,"Corey Bojorquez punts 46 yards. Penalty on Matthew Adams: Offensive Holding, 10 yards (accepted) , fair catch by Robert Woods at CLE-36, fair catch by Charley Hughlett at CLE-36 (no play)",-0.32,-0.98,16.0,2023,230
1.0,1:50,4.0,17.0,CLE 36,7.0,0.0,"Corey Bojorquez punts 47 yards, returned by Robert Woods for 3 yards (tackle by Mike Ford)",-0.98,-0.28,16.0,2023,230
1.0,1:42,1.0,10.0,HOU 20,7.0,0.0,"Case Keenum pass incomplete short left intended for Andrew Beck. Penalty on Martin Emerson: Defensive Holding, 5 yards (accepted) (no play)",0.28,0.61,16.0,2023,230
1.0,1:38,1.0,10.0,HOU 25,7.0,0.0,"Devin Singletary up the middle for 17 yards. Devin Singletary fumbles (forced by D'Anthony Bell), recovered by Devin Singletary at HOU-41 (tackle by D'Anthony Bell)",0.61,1.73,16.0,2023,230
1.0,1:09,1.0,10.0,HOU 42,7.0,0.0,Devin Singletary up the middle for no gain (tackle by Martin Emerson),1.73,1.19,16.0,2023,230
1.0,0:33,2.0,10.0,HOU 42,7.0,0.0,"Case Keenum pass complete short left to Devin Singletary for no gain (tackle by Alex Wright). Penalty on Robert Woods: Offensive Offside, 5 yards (accepted) (no play)",1.19,0.51,16.0,2023,230
2.0,15:00,2.0,15.0,HOU 37,7.0,0.0,Case Keenum pass complete short middle to Dalton Schultz for 4 yards (tackle by Sione Takitaki and Greg Newsome),0.51,0.37,16.0,2023,230
2.0,14:26,3.0,11.0,HOU 41,7.0,0.0,Case Keenum pass complete short left to Nico Collins for 7 yards (tackle by Ronnie Hickman),0.37,-0.19,16.0,2023,230
2.0,13:44,4.0,4.0,HOU 48,7.0,0.0,"Cameron Johnston punts 42 yards, fair catch by James Proche at CLE-10",-0.19,0.38,16.0,2023,230
2.0,13:36,1.0,10.0,CLE 10,7.0,0.0,Jerome Ford right guard for 5 yards (tackle by Christian Harris and Desmond King),-0.38,-0.35,16.0,2023,230
2.0,12:57,2.0,5.0,CLE 15,7.0,0.0,Jerome Ford up the middle for 10 yards (tackle by Jalen Pitre and DeAndre Houston-Carson),-0.35,0.61,16.0,2023,230
2.0,12:16,1.0,10.0,CLE 25,13.0,0.0,"Joe Flacco pass complete deep left to Amari Cooper for 75 yards, touchdown. Penalty on D'Angelo Ross: Defensive Pass Interference, 15 yards (declined)",0.61,7.0,16.0,2023,230
2.0,12:04,,,HOU 15,14.0,0.0,Dustin Hopkins kicks extra point good,0.0,0.0,16.0,2023,230
2.0,12:04,,,CLE 35,14.0,6.0,"Dustin Hopkins kicks off 63 yards, returned by Dameon Pierce for 98 yards, touchdown",0.0,7.0,16.0,2023,230
2.0,11:51,,,CLE 15,14.0,7.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,16.0,2023,230
2.0,11:51,,,HOU 35,14.0,7.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,230
2.0,11:51,1.0,10.0,CLE 25,14.0,7.0,Joe Flacco pass incomplete short left intended for David Njoku (defended by Christian Harris),0.61,0.06,16.0,2023,230
2.0,11:48,2.0,10.0,CLE 25,14.0,7.0,"Joe Flacco pass complete short left to Kareem Hunt for no gain (tackle by DeAndre Houston-Carson). Penalty on Ethan Pocic: Offensive Holding, 10 yards (accepted) (no play)",0.06,-1.43,16.0,2023,230
2.0,11:21,2.0,20.0,CLE 15,14.0,7.0,Joe Flacco pass incomplete short right intended for David Njoku (defended by Derek Barnett),-1.43,-2.35,16.0,2023,230
2.0,11:15,3.0,20.0,CLE 15,14.0,7.0,Joe Flacco pass complete short right to David Njoku for 6 yards (tackle by Jalen Pitre and Adrian Amos),-2.35,-1.96,16.0,2023,230
2.0,10:30,4.0,14.0,CLE 21,14.0,7.0,"Corey Bojorquez punts 46 yards, fair catch by Robert Woods at HOU-33",-1.96,-1.14,16.0,2023,230
2.0,10:23,1.0,10.0,HOU 33,14.0,7.0,Devin Singletary left guard for -1 yards (tackle by Myles Garrett),1.14,0.46,16.0,2023,230
2.0,9:47,2.0,11.0,HOU 32,14.0,7.0,Case Keenum pass incomplete short left intended for Nico Collins,0.46,-0.23,16.0,2023,230
2.0,9:44,3.0,11.0,HOU 32,14.0,7.0,"Case Keenum sacked by Za'Darius Smith for no gain. Penalty on Martin Emerson: Illegal Contact, 5 yards (accepted) (no play)",-0.23,1.4,16.0,2023,230
2.0,9:14,1.0,10.0,HOU 37,14.0,7.0,"Case Keenum pass incomplete deep left intended for Xavier Hutchinson. Penalty on Shelby Harris: Defensive Offside, 5 yards (accepted) (no play)",1.4,2.13,16.0,2023,230
2.0,9:06,1.0,5.0,HOU 42,14.0,7.0,"Dameon Pierce right end for 4 yards (tackle by Ronnie Hickman). Penalty on Michael Deiter: Offensive Holding, 10 yards (accepted)",2.13,1.33,16.0,2023,230
2.0,8:41,1.0,11.0,HOU 36,14.0,7.0,Case Keenum pass incomplete short middle intended for Robert Woods (defended by Martin Emerson),1.33,0.72,16.0,2023,230
2.0,8:36,2.0,11.0,HOU 36,14.0,7.0,Dameon Pierce right guard for 3 yards (tackle by Dalvin Tomlinson),0.72,0.43,16.0,2023,230
2.0,7:58,3.0,8.0,HOU 39,14.0,7.0,Case Keenum sacked by Za'Darius Smith for -13 yards,0.43,-1.63,16.0,2023,230
2.0,7:16,4.0,21.0,HOU 26,14.0,7.0,"Cameron Johnston punts 34 yards out of bounds. Penalty on Neville Hewitt: Illegal Bat / Defense, 10 yards (accepted)",-1.63,-2.26,16.0,2023,230
2.0,7:07,1.0,10.0,CLE 50,14.0,7.0,Jerome Ford left tackle for no gain (tackle by Jerry Hughes and Khalil Davis),2.26,1.71,16.0,2023,230
2.0,6:34,2.0,10.0,CLE 50,14.0,7.0,Joe Flacco pass incomplete deep right intended for Amari Cooper (defended by Desmond King),1.71,1.03,16.0,2023,230
2.0,6:23,3.0,10.0,CLE 50,14.0,7.0,Joe Flacco pass complete short left to Elijah Moore for 18 yards (tackle by Adrian Amos),1.03,3.45,16.0,2023,230
2.0,5:42,1.0,10.0,HOU 32,14.0,7.0,Joe Flacco pass complete short left to Jordan Akins for 13 yards (tackle by Steven Nelson),3.45,4.31,16.0,2023,230
2.0,5:04,1.0,10.0,HOU 19,14.0,7.0,Jerome Ford up the middle for -2 yards (tackle by Myjai Sanders),4.31,3.49,16.0,2023,230
2.0,4:21,2.0,12.0,HOU 21,20.0,7.0,"Joe Flacco pass complete deep middle to David Njoku for 21 yards, touchdown",3.49,7.0,16.0,2023,230
2.0,4:16,,,HOU 2,22.0,7.0,"Two Point Attempt: Dorian Thompson-Robinson rushes, conversion succeeds.",1.0,1.0,16.0,2023,230
2.0,4:16,,,CLE 35,22.0,7.0,"Corey Bojorquez kicks off 57 yards, returned by Dameon Pierce for 24 yards (tackle by Matthew Adams)",0.0,1.07,16.0,2023,230
2.0,4:09,1.0,10.0,HOU 32,22.0,7.0,Robert Woods left end for 7 yards (tackle by Sione Takitaki),1.07,1.47,16.0,2023,230
2.0,3:34,2.0,3.0,HOU 39,22.0,7.0,Case Keenum sacked by Alex Wright for -10 yards,1.47,-0.56,16.0,2023,230
2.0,2:51,3.0,13.0,HOU 29,22.0,7.0,Dare Ogunbowale up the middle for 6 yards (tackle by Myles Garrett),-0.56,-1.04,16.0,2023,230
2.0,2:08,4.0,7.0,HOU 35,22.0,7.0,"Cameron Johnston punts 52 yards, returned by James Proche for 6 yards (tackle by Henry To'oTo'o and Neville Hewitt)",-1.04,-0.15,16.0,2023,230
2.0,1:58,1.0,10.0,CLE 19,22.0,7.0,"Penalty on Andrew Beck: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.15,1.2,16.0,2023,230
2.0,1:58,1.0,10.0,CLE 34,22.0,7.0,Jerome Ford up the middle for 2 yards (tackle by Myjai Sanders),1.2,0.93,16.0,2023,230
2.0,1:39,2.0,8.0,CLE 36,22.0,7.0,Joe Flacco pass deep left intended for Marquise Goodwin is intercepted by DeAndre Houston-Carson at HOU-16 and returned for no gain,0.93,0.14,16.0,2023,230
2.0,1:30,1.0,10.0,HOU 16,22.0,7.0,Case Keenum pass complete short right to Devin Singletary for 8 yards (tackle by Jeremiah Owusu-Koramoah),-0.14,0.55,16.0,2023,230
2.0,1:23,2.0,2.0,HOU 24,22.0,7.0,Devin Singletary up the middle for 1 yard (tackle by Jordan Elliott),0.55,-0.2,16.0,2023,230
2.0,0:55,3.0,1.0,HOU 25,22.0,7.0,Case Keenum pass complete short left to Nico Collins for 4 yards (tackle by Martin Emerson),-0.2,0.87,16.0,2023,230
2.0,0:41,1.0,10.0,HOU 29,22.0,7.0,Case Keenum pass complete short middle to Dalton Schultz for 6 yards (tackle by Sione Takitaki),0.87,1.14,16.0,2023,230
2.0,0:37,,,,,,Timeout #1 by Houston Texans,,,16.0,2023,230
2.0,0:37,2.0,4.0,HOU 35,22.0,7.0,Case Keenum pass complete short right to Dalton Schultz for 6 yards (tackle by Duron Harmon),1.14,1.66,16.0,2023,230
2.0,0:29,1.0,10.0,HOU 41,22.0,7.0,Case Keenum pass short middle (defended by Shelby Harris) intended for Dalton Schultz is intercepted by Jeremiah Owusu-Koramoah at HOU-49 and returned for 8 yards (tackle by Devin Singletary and Robert Woods),1.66,-2.85,16.0,2023,230
2.0,0:23,1.0,10.0,HOU 41,22.0,7.0,Joe Flacco pass complete deep right to Amari Cooper for 23 yards (tackle by Derek Stingley),2.85,4.37,16.0,2023,230
2.0,0:15,,,,,,Timeout #2 by Cleveland Browns,,,16.0,2023,230
2.0,0:15,1.0,10.0,HOU 18,22.0,7.0,Joe Flacco pass incomplete deep right intended for Amari Cooper,4.37,3.8,16.0,2023,230
2.0,0:11,2.0,10.0,HOU 18,22.0,7.0,Joe Flacco pass incomplete deep middle,3.8,3.05,16.0,2023,230
2.0,0:05,,,,,,Timeout #2 by Houston Texans,,,16.0,2023,230
2.0,0:05,3.0,10.0,HOU 18,22.0,7.0,Joe Flacco pass deep right intended for Amari Cooper is intercepted by Derek Stingley in end zone and returned for no gain,3.05,0.0,16.0,2023,230
3.0,15:00,,,CLE 35,22.0,7.0,"Corey Bojorquez kicks off 56 yards, returned by Dameon Pierce for 24 yards (tackle by Matthew Adams)",0.0,1.14,16.0,2023,230
3.0,14:53,1.0,10.0,HOU 33,22.0,7.0,Devin Singletary right tackle for 17 yards (tackle by Ronnie Hickman),1.14,2.26,16.0,2023,230
3.0,14:18,1.0,10.0,HOU 50,22.0,7.0,Case Keenum sacked by Za'Darius Smith for -10 yards,2.26,0.36,16.0,2023,230
3.0,13:40,2.0,20.0,HOU 40,22.0,7.0,Case Keenum pass complete short right to Dalton Schultz for 8 yards (tackle by Denzel Ward),0.36,0.76,16.0,2023,230
3.0,13:00,3.0,12.0,HOU 48,22.0,7.0,Case Keenum pass complete short left to Dalton Schultz for 6 yards (tackle by Mike Ford),0.76,0.2,16.0,2023,230
3.0,12:19,4.0,6.0,CLE 46,22.0,7.0,"Cameron Johnston punts 40 yards, fair catch by James Proche at CLE-6",0.2,0.38,16.0,2023,230
3.0,12:14,1.0,10.0,CLE 6,22.0,7.0,Joe Flacco pass complete short left to David Njoku for 4 yards (tackle by Denzel Perryman and Desmond King),-0.38,-0.49,16.0,2023,230
3.0,11:36,2.0,6.0,CLE 10,22.0,7.0,Joe Flacco pass complete short right to David Njoku for 5 yards (tackle by Desmond King and Christian Harris),-0.49,-0.37,16.0,2023,230
3.0,10:57,3.0,1.0,CLE 15,22.0,7.0,Joe Flacco pass complete short left to Amari Cooper for 8 yards (tackle by DeAndre Houston-Carson),-0.37,0.48,16.0,2023,230
3.0,10:18,1.0,10.0,CLE 23,22.0,7.0,Pierre Strong left tackle for 8 yards (tackle by DeAndre Houston-Carson),0.48,1.01,16.0,2023,230
3.0,9:39,2.0,2.0,CLE 31,22.0,7.0,Joe Flacco pass complete short left to David Njoku for 4 yards (tackle by Denzel Perryman),1.01,1.27,16.0,2023,230
3.0,8:58,1.0,10.0,CLE 35,22.0,7.0,Joe Flacco pass complete short left to Jordan Akins for 5 yards (tackle by Denzel Perryman),1.27,1.4,16.0,2023,230
3.0,8:16,2.0,5.0,CLE 40,22.0,7.0,Kareem Hunt left tackle for 2 yards (tackle by Myjai Sanders and Steven Nelson),1.4,0.96,16.0,2023,230
3.0,7:46,3.0,3.0,CLE 42,22.0,7.0,Joe Flacco pass complete short left to Kareem Hunt for 6 yards (tackle by Steven Nelson),0.96,2.13,16.0,2023,230
3.0,7:08,1.0,10.0,CLE 48,22.0,7.0,Jerome Ford right end for 1 yard (tackle by DeAndre Houston-Carson and Desmond King),2.13,1.72,16.0,2023,230
3.0,6:30,2.0,9.0,CLE 49,22.0,7.0,Joe Flacco pass complete deep left to Amari Cooper for 19 yards (tackle by Steven Nelson),1.72,3.45,16.0,2023,230
3.0,5:51,1.0,10.0,HOU 32,22.0,7.0,Jerome Ford right tackle for 7 yards (tackle by DeAndre Houston-Carson and Desmond King),3.45,3.85,16.0,2023,230
3.0,5:10,2.0,3.0,HOU 25,22.0,7.0,Jerome Ford left tackle for -5 yards (tackle by Maliek Collins and Derek Barnett),3.85,2.48,16.0,2023,230
3.0,4:30,3.0,8.0,HOU 30,22.0,7.0,Joe Flacco pass incomplete short left intended for Kareem Hunt,2.48,1.41,16.0,2023,230
3.0,4:28,4.0,8.0,HOU 30,22.0,7.0,Joe Flacco pass complete short left to Amari Cooper for 13 yards,1.41,4.44,16.0,2023,230
3.0,4:08,1.0,10.0,HOU 17,22.0,7.0,Joe Flacco pass incomplete short left intended for Amari Cooper (no play),4.44,5.52,16.0,2023,230
3.0,4:03,1.0,5.0,HOU 12,22.0,7.0,Joe Flacco pass incomplete short middle intended for Elijah Moore (defended by Derek Stingley),5.52,4.69,16.0,2023,230
3.0,3:58,2.0,5.0,HOU 12,22.0,7.0,Kareem Hunt right tackle for 3 yards (tackle by Myjai Sanders and Desmond King),4.69,4.57,16.0,2023,230
3.0,3:19,3.0,2.0,HOU 9,22.0,7.0,Joe Flacco up the middle for 2 yards (tackle by Maliek Collins),4.57,5.6,16.0,2023,230
3.0,2:39,1.0,7.0,HOU 7,28.0,7.0,"Joe Flacco pass complete short middle to Amari Cooper for 7 yards, touchdown",5.6,7.0,16.0,2023,230
3.0,2:35,,,HOU 2,28.0,7.0,"Two Point Attempt: Jerome Ford rushes, conversion fails.",1.0,-1.0,16.0,2023,230
3.0,2:35,,,CLE 35,28.0,7.0,"Corey Bojorquez kicks off 53 yards, returned by Dameon Pierce for 9 yards (tackle by Tony Fields and Mohamoud Diabate)",0.0,0.34,16.0,2023,230
3.0,2:29,1.0,10.0,HOU 21,28.0,7.0,Devin Singletary right guard for 2 yards (tackle by Jeremiah Owusu-Koramoah),0.34,0.07,16.0,2023,230
3.0,1:54,2.0,8.0,HOU 23,28.0,7.0,Case Keenum pass incomplete deep middle intended for John Metchie (defended by Greg Newsome),0.07,-0.63,16.0,2023,230
3.0,1:47,3.0,8.0,HOU 23,28.0,7.0,Case Keenum pass deep right (defended by Za'Darius Smith) intended for Nico Collins is intercepted by Duron Harmon at CLE-49 and returned for no gain (tackle by Noah Brown),-0.63,-2.19,16.0,2023,230
3.0,1:37,1.0,10.0,CLE 49,28.0,7.0,Joe Flacco pass complete short left to Amari Cooper for 21 yards (tackle by Steven Nelson),2.19,3.58,16.0,2023,230
3.0,0:58,1.0,10.0,HOU 30,28.0,7.0,Joe Flacco pass incomplete deep left intended for Elijah Moore,3.58,3.03,16.0,2023,230
3.0,0:49,2.0,10.0,HOU 30,28.0,7.0,Pierre Strong up the middle for 4 yards (tackle by Denzel Perryman),3.03,2.87,16.0,2023,230
3.0,0:09,3.0,6.0,HOU 26,28.0,7.0,Kareem Hunt left tackle for 1 yard (tackle by Jerry Hughes),2.87,1.88,16.0,2023,230
4.0,15:00,4.0,4.0,HOU 25,28.0,7.0,Joe Flacco pass complete short left to Cedric Tillman for 7 yards (tackle by Steven Nelson),1.88,4.37,16.0,2023,230
4.0,14:22,1.0,10.0,HOU 18,28.0,7.0,Kareem Hunt left tackle for 4 yards (tackle by Denzel Perryman and Desmond King),4.37,4.43,16.0,2023,230
4.0,13:48,2.0,6.0,HOU 14,28.0,7.0,Joe Flacco pass incomplete short right intended for David Bell,4.43,3.63,16.0,2023,230
4.0,13:42,3.0,6.0,HOU 14,28.0,7.0,Joe Flacco pass complete short left to Elijah Moore for 1 yard (tackle by DeAndre Houston-Carson and Maliek Collins),3.63,2.62,16.0,2023,230
4.0,12:59,4.0,5.0,HOU 13,28.0,7.0,"Joe Flacco pass complete short right to Amari Cooper for 11 yards (tackle by Derek Stingley). Penalty on Desmond King: Unnecessary Roughness / Defense, 1 yard (accepted)",2.62,6.97,16.0,2023,230
4.0,12:53,1.0,1.0,HOU 1,28.0,7.0,Joe Flacco pass incomplete short left intended for David Njoku. Penalty on Christian Harris: Defensive Pass Interference (accepted) (no play),6.97,6.97,16.0,2023,230
4.0,12:34,1.0,1.0,HOU 1,34.0,7.0,"Kareem Hunt right guard for 1 yard, touchdown",6.97,7.0,16.0,2023,230
4.0,12:31,,,HOU 2,36.0,7.0,Two Point Attempt: Joe Flacco pass complete to to Amari Cooper for no gain,1.0,1.0,16.0,2023,230
4.0,12:31,,,CLE 35,36.0,7.0,"D'Anthony Bell kicks off 42 yards, returned by Andrew Beck for 9 yards (tackle by D'Anthony Bell)",0.0,1.07,16.0,2023,230
4.0,12:24,1.0,10.0,HOU 32,36.0,7.0,Davis Mills pass complete short middle to Dalton Schultz for 7 yards (tackle by Sione Takitaki and Ronnie Hickman),1.07,1.47,16.0,2023,230
4.0,12:02,2.0,3.0,HOU 39,36.0,7.0,Davis Mills pass complete short right to Robert Woods for 2 yards (tackle by Cameron Mitchell),1.47,1.03,16.0,2023,230
4.0,11:38,3.0,1.0,HOU 41,36.0,7.0,Dameon Pierce right tackle for -1 yards (tackle by Myles Garrett),1.03,-0.72,16.0,2023,230
4.0,11:03,4.0,2.0,HOU 40,36.0,7.0,Davis Mills pass incomplete short right intended for Robert Woods,-0.72,-2.92,16.0,2023,230
4.0,10:57,1.0,10.0,HOU 40,36.0,7.0,Pierre Strong left guard for 6 yards (tackle by Christian Harris),2.92,3.18,16.0,2023,230
4.0,10:21,2.0,4.0,HOU 34,36.0,7.0,Dorian Thompson-Robinson pass complete short right to David Bell for 6 yards (tackle by Desmond King),3.18,3.71,16.0,2023,230
4.0,9:39,1.0,10.0,HOU 28,36.0,7.0,Dorian Thompson-Robinson right end for -5 yards (tackle by Derek Barnett and Jerry Hughes),3.71,2.49,16.0,2023,230
4.0,8:59,2.0,15.0,HOU 33,36.0,7.0,Pierre Strong up the middle for 4 yards (tackle by Jerry Hughes),2.49,2.34,16.0,2023,230
4.0,8:17,3.0,11.0,HOU 29,36.0,7.0,Dorian Thompson-Robinson pass incomplete short right intended for Pierre Strong,2.34,1.5,16.0,2023,230
4.0,8:11,4.0,11.0,HOU 29,36.0,7.0,Dorian Thompson-Robinson sacked by Jerry Hughes for -10 yards,1.5,-1.53,16.0,2023,230
4.0,8:06,1.0,10.0,HOU 39,36.0,7.0,Davis Mills pass incomplete short right intended for Noah Brown,1.53,0.99,16.0,2023,230
4.0,8:03,2.0,10.0,HOU 39,36.0,7.0,Davis Mills pass incomplete short right intended for Robert Woods (defended by D'Anthony Bell),0.99,0.3,16.0,2023,230
4.0,7:59,3.0,10.0,HOU 39,36.0,7.0,Davis Mills pass complete short right to Noah Brown for 10 yards (tackle by Mike Ford),0.3,2.19,16.0,2023,230
4.0,7:30,1.0,10.0,HOU 49,36.0,7.0,Davis Mills pass complete short right to Noah Brown for 16 yards (tackle by D'Anthony Bell),2.19,3.25,16.0,2023,230
4.0,7:08,1.0,10.0,CLE 35,36.0,7.0,Davis Mills pass complete deep left to Xavier Hutchinson for 18 yards (tackle by Duron Harmon),3.25,4.44,16.0,2023,230
4.0,6:44,1.0,10.0,CLE 17,36.0,7.0,Davis Mills pass incomplete deep right intended for Noah Brown,4.44,3.85,16.0,2023,230
4.0,6:40,2.0,10.0,CLE 17,36.0,7.0,Davis Mills pass complete short middle to Robert Woods for 12 yards (tackle by D'Anthony Bell),3.85,6.06,16.0,2023,230
4.0,6:17,1.0,5.0,CLE 5,36.0,7.0,Davis Mills pass incomplete short right intended for John Metchie,6.06,5.15,16.0,2023,230
4.0,6:15,2.0,5.0,CLE 5,36.0,7.0,Davis Mills pass incomplete short right intended for John Metchie,5.15,4.26,16.0,2023,230
4.0,6:11,3.0,5.0,CLE 5,36.0,13.0,"Davis Mills pass complete short right to Nico Collins for 5 yards, touchdown",4.26,7.0,16.0,2023,230
4.0,6:08,,,CLE 2,36.0,15.0,"Two Point Attempt: Davis Mills pass complete to to Nico Collins for no gain. Penalty on Alex Wright: Defensive Offside, 5 yards (accepted)",1.0,1.0,16.0,2023,230
4.0,6:08,,,HOU 35,36.0,15.0,"Ka'imi Fairbairn kicks onside 12 yards, recovered by Jalen Pitre",0.0,-1.27,16.0,2023,230
4.0,6:07,1.0,10.0,HOU 35,36.0,15.0,Davis Mills pass incomplete short left intended for Dalton Schultz (defended by Siaki Ika),1.27,1.52,16.0,2023,230
4.0,6:04,2.0,10.0,HOU 47,36.0,15.0,Davis Mills pass incomplete short right,1.52,0.83,16.0,2023,230
4.0,6:01,3.0,10.0,HOU 47,36.0,15.0,Davis Mills pass incomplete short left intended for Xavier Hutchinson (defended by Alex Wright),0.83,-0.26,16.0,2023,230
4.0,5:57,4.0,10.0,HOU 47,36.0,15.0,Davis Mills pass complete short left to Dalton Schultz for 14 yards (tackle by D'Anthony Bell),-0.26,2.98,16.0,2023,230
4.0,5:37,1.0,10.0,CLE 39,36.0,15.0,Davis Mills pass incomplete short middle intended for Dameon Pierce,2.98,2.44,16.0,2023,230
