Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA,week,year,game_id
1.0,7:55,1.0,15.0,PHI 13,3.0,7.0,Jalen Hurts pass complete deep left to Dallas Goedert for 18 yards (tackle by Xavier McKinney),-0.45,1.0,16.0,2023,239
1.0,7:19,1.0,10.0,PHI 31,3.0,7.0,D'Andre Swift right guard for 5 yards (tackle by Bobby Okereke),1.0,1.14,16.0,2023,239
1.0,6:53,2.0,5.0,PHI 36,3.0,7.0,Jalen Hurts pass complete short right to DeVonta Smith for 17 yards (tackle by Deonte Banks),1.14,2.46,16.0,2023,239
1.0,6:20,1.0,10.0,NYG 47,3.0,7.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,2.46,1.91,16.0,2023,239
1.0,6:15,2.0,10.0,NYG 47,3.0,7.0,Jalen Hurts pass complete short left to Britain Covey for 7 yards (tackle by Jason Pinnock),1.91,2.15,16.0,2023,239
1.0,5:34,3.0,3.0,NYG 40,3.0,7.0,Kenneth Gainwell right guard for 2 yards (tackle by Micah McFadden and Bobby Okereke),2.15,0.72,16.0,2023,239
1.0,5:03,4.0,1.0,NYG 38,3.0,7.0,Jalen Hurts left guard for 3 yards (tackle by Bobby Okereke),0.72,3.25,16.0,2023,239
1.0,4:22,1.0,10.0,NYG 35,3.0,7.0,Kenneth Gainwell left guard for 2 yards (tackle by Jordon Riley),3.25,2.97,16.0,2023,239
1.0,3:48,2.0,8.0,NYG 33,3.0,7.0,Boston Scott left tackle for 3 yards (tackle by Micah McFadden and Xavier McKinney),2.97,2.68,16.0,2023,239
1.0,3:05,3.0,5.0,NYG 30,3.0,7.0,Jalen Hurts pass incomplete short right intended for Olamide Zaccheaus (defended by Isaiah Simmons),2.68,1.45,16.0,2023,239
1.0,3:01,4.0,5.0,NYG 30,3.0,7.0,Jalen Hurts pass complete short left to Dallas Goedert for 6 yards (tackle by Xavier McKinney),1.45,3.97,16.0,2023,239
1.0,2:20,1.0,10.0,NYG 24,3.0,7.0,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Deonte Banks),3.97,4.46,16.0,2023,239
1.0,1:48,2.0,3.0,NYG 17,3.0,7.0,Jalen Hurts pass incomplete short right intended for Julio Jones,4.46,3.75,16.0,2023,239
1.0,1:44,3.0,3.0,NYG 17,3.0,7.0,"Jalen Hurts aborted snap, recovered by Jalen Hurts at NYG-17 Jalen Hurts pass complete short left to Grant Calcaterra for 9 yards (tackle by Cordale Flott)",3.75,5.37,16.0,2023,239
1.0,0:54,1.0,8.0,NYG 8,3.0,7.0,D'Andre Swift right tackle for 5 yards (tackle by Dexter Lawrence),5.37,5.53,16.0,2023,239
1.0,0:14,2.0,3.0,NYG 3,3.0,7.0,"D'Andre Swift left end for no gain, touchdown Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. D'Andre Swift left end for -2 yards (tackle by Dexter Lawrence)",5.53,4.26,16.0,2023,239
2.0,15:00,3.0,5.0,NYG 5,3.0,7.0,Jalen Hurts pass incomplete short right intended for Dallas Goedert,4.26,3.01,16.0,2023,239
2.0,14:56,4.0,5.0,NYG 5,3.0,7.0,"Penalty on PHI: Delay of Game, 5 yards (accepted) (no play)",3.01,2.76,16.0,2023,239
2.0,14:56,4.0,10.0,NYG 10,3.0,10.0,Jake Elliott 28 yard field goal good,2.76,3.0,16.0,2023,239
2.0,14:53,,,PHI 35,3.0,10.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,239
2.0,14:53,1.0,10.0,NYG 25,3.0,10.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for 1 yard (tackle by Nolan Smith),0.61,0.2,16.0,2023,239
2.0,14:16,2.0,9.0,NYG 26,3.0,10.0,Saquon Barkley right guard for 4 yards (tackle by Jordan Davis),0.2,0.04,16.0,2023,239
2.0,13:41,3.0,5.0,NYG 30,3.0,10.0,Tommy DeVito pass complete short right to Matt Breida for 3 yards (tackle by Kevin Byard),0.04,-1.18,16.0,2023,239
2.0,13:02,4.0,2.0,NYG 33,3.0,10.0,"Jamie Gillan punts 31 yards, returned by Britain Covey for 12 yards (tackle by Tomon Fox)",-1.18,-2.13,16.0,2023,239
2.0,12:52,1.0,10.0,PHI 48,3.0,10.0,Jalen Hurts right tackle for 16 yards (tackle by Bobby Okereke),2.13,3.18,16.0,2023,239
2.0,11:56,1.0,10.0,NYG 36,3.0,10.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,3.18,2.64,16.0,2023,239
2.0,11:52,2.0,10.0,NYG 36,3.0,16.0,"Jalen Hurts pass complete short middle to DeVonta Smith for 36 yards, touchdown",2.64,7.0,16.0,2023,239
2.0,11:44,,,NYG 15,3.0,17.0,Jake Elliott kicks extra point good,0.0,0.0,16.0,2023,239
2.0,11:44,,,PHI 35,3.0,17.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,239
2.0,11:44,1.0,10.0,NYG 25,3.0,17.0,Saquon Barkley right guard for 12 yards (tackle by Reed Blankenship),0.61,1.4,16.0,2023,239
2.0,11:09,1.0,10.0,NYG 37,3.0,17.0,Saquon Barkley left guard for 2 yards (tackle by Josh Sweat),1.4,1.13,16.0,2023,239
2.0,10:32,2.0,8.0,NYG 39,3.0,17.0,Tommy DeVito pass incomplete short right,1.13,0.43,16.0,2023,239
2.0,10:26,3.0,8.0,NYG 39,3.0,17.0,"Tommy DeVito sacked by Shaquille Leonard for -2 yards. Penalty on John Michael Schmitz: Offensive Holding, 10 yards (declined)",0.43,-0.91,16.0,2023,239
2.0,10:11,4.0,10.0,NYG 37,3.0,17.0,"Jamie Gillan punts 41 yards, recovered by Britain Covey at PHI-22 (tackle by Dane Belton)",-0.91,-0.15,16.0,2023,239
2.0,10:03,1.0,10.0,PHI 19,3.0,17.0,D'Andre Swift left guard for -5 yards (tackle by Dexter Lawrence),0.15,-1.11,16.0,2023,239
2.0,9:25,2.0,15.0,PHI 14,3.0,17.0,Jalen Hurts scrambles left end for 1 yard (tackle by Dexter Lawrence),-1.11,-1.76,16.0,2023,239
2.0,8:42,3.0,14.0,PHI 15,3.0,17.0,Jalen Hurts pass incomplete deep left intended for Julio Jones,-1.76,-2.44,16.0,2023,239
2.0,8:37,4.0,14.0,PHI 15,3.0,17.0,"Braden Mann punts 54 yards, returned by Gunner Olszewski for 6 yards (tackle by Sydney Brown and Brandon Smith)",-2.44,-1.4,16.0,2023,239
2.0,8:27,1.0,10.0,NYG 37,3.0,17.0,Tommy DeVito pass incomplete short right intended for Darren Waller,1.4,0.86,16.0,2023,239
2.0,8:22,2.0,10.0,NYG 37,3.0,17.0,Tommy DeVito up the middle for 5 yards (tackle by Jordan Davis),0.86,0.83,16.0,2023,239
2.0,7:46,3.0,5.0,NYG 42,3.0,17.0,Tommy DeVito pass incomplete short right,0.83,-0.59,16.0,2023,239
2.0,7:36,4.0,5.0,NYG 42,3.0,17.0,"Jamie Gillan punts, returned by Britain Covey for no gain. Penalty on Jalen Carter: Defensive Offside, 4 yards (accepted) (no play)",-0.59,-0.32,16.0,2023,239
2.0,7:26,4.0,1.0,NYG 46,3.0,17.0,Saquon Barkley right guard for 10 yards (tackle by Reed Blankenship),-0.32,2.65,16.0,2023,239
2.0,6:53,1.0,10.0,PHI 44,3.0,17.0,Saquon Barkley right guard for 2 yards (tackle by Fletcher Cox and Ben VanSumeren),2.65,2.38,16.0,2023,239
2.0,6:14,2.0,8.0,PHI 42,3.0,17.0,Saquon Barkley right guard for 5 yards (tackle by Shaquille Leonard),2.38,2.35,16.0,2023,239
2.0,5:36,3.0,3.0,PHI 37,3.0,17.0,Saquon Barkley left guard for 2 yards (tackle by Ben VanSumeren),2.35,1.0,16.0,2023,239
2.0,4:58,4.0,1.0,PHI 35,3.0,17.0,Saquon Barkley left guard for 5 yards (tackle by Ben VanSumeren),1.0,3.58,16.0,2023,239
2.0,4:22,1.0,10.0,PHI 30,3.0,17.0,Tommy DeVito pass complete short right to Daniel Bellinger for 2 yards (tackle by Kelee Ringo),3.58,3.3,16.0,2023,239
2.0,3:41,2.0,8.0,PHI 28,3.0,17.0,Tommy DeVito pass incomplete short right intended for Daniel Bellinger,3.3,2.61,16.0,2023,239
2.0,3:32,3.0,8.0,PHI 28,3.0,17.0,Tommy DeVito pass complete short left to Daniel Bellinger for 7 yards (tackle by Reed Blankenship),2.61,2.21,16.0,2023,239
2.0,2:51,4.0,1.0,PHI 21,3.0,17.0,Saquon Barkley up the middle for -4 yards (tackle by Haason Reddick),2.21,-0.61,16.0,2023,239
2.0,2:47,1.0,10.0,PHI 25,3.0,17.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 19 yards (tackle by Jihad Ward),0.61,1.86,16.0,2023,239
2.0,2:13,1.0,10.0,PHI 44,3.0,17.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 13 yards (tackle by Xavier McKinney),1.86,2.72,16.0,2023,239
2.0,2:00,1.0,10.0,NYG 43,3.0,17.0,Jalen Hurts pass complete short right to Dallas Goedert for 6 yards (tackle by Jason Pinnock),2.72,2.99,16.0,2023,239
2.0,1:34,2.0,4.0,NYG 37,3.0,17.0,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by A'Shawn Robinson),2.99,2.28,16.0,2023,239
2.0,1:30,3.0,4.0,NYG 37,3.0,17.0,Jalen Hurts right end for 5 yards (tackle by Deonte Banks),2.28,3.45,16.0,2023,239
2.0,1:06,1.0,10.0,NYG 32,3.0,17.0,Jalen Hurts pass incomplete short right,3.45,2.9,16.0,2023,239
2.0,0:58,2.0,10.0,NYG 32,3.0,17.0,Kenneth Gainwell left end for 4 yards. Kenneth Gainwell fumbles (forced by Jason Pinnock). Kenneth Gainwell fumbles out of bounds,2.9,2.74,16.0,2023,239
2.0,0:31,,,,,,Timeout #2 by Philadelphia Eagles,,,16.0,2023,239
2.0,0:31,3.0,6.0,NYG 28,3.0,17.0,Jalen Hurts pass complete short right to DeVonta Smith for 19 yards (tackle by Isaiah Simmons),2.74,5.14,16.0,2023,239
2.0,0:24,,,,,,Timeout #1 by New York Giants,,,16.0,2023,239
2.0,0:24,1.0,9.0,NYG 9,3.0,17.0,Jalen Hurts sacked by and Jihad Ward for -6 yards and Xavier McKinney for -6 yards,5.14,3.46,16.0,2023,239
2.0,0:18,,,,,,Timeout #3 by Philadelphia Eagles,,,16.0,2023,239
2.0,0:18,2.0,15.0,NYG 15,3.0,17.0,Jalen Hurts scrambles right end for 9 yards (tackle by Bobby Okereke),3.46,4.04,16.0,2023,239
2.0,0:04,3.0,6.0,NYG 6,3.0,17.0,"Penalty on Bobby Okereke: Defensive Delay of Game, 3 yards (accepted) (no play)",4.04,4.72,16.0,2023,239
2.0,0:04,3.0,3.0,NYG 3,3.0,20.0,Jake Elliott 21 yard field goal good,4.72,3.0,16.0,2023,239
3.0,15:00,,,NYG 35,3.0,20.0,"Mason Crosby kicks off 65 yards, returned by Boston Scott for 15 yards. Boston Scott fumbles (forced by Isaiah Simmons), recovered by Isaiah Simmons at PHI-15 and returned for 1 yard",0.0,-4.65,16.0,2023,239
3.0,14:55,1.0,10.0,PHI 14,3.0,20.0,Saquon Barkley left guard for 5 yards (tackle by Fletcher Cox and Ben VanSumeren),4.65,4.9,16.0,2023,239
3.0,14:20,2.0,5.0,PHI 9,3.0,20.0,Saquon Barkley left guard for 2 yards (tackle by Milton Williams),4.9,4.5,16.0,2023,239
3.0,13:44,3.0,3.0,PHI 7,9.0,20.0,"Saquon Barkley right guard for 7 yards, touchdown",4.5,7.0,16.0,2023,239
3.0,13:41,,,PHI 15,10.0,20.0,Mason Crosby kicks extra point good,0.0,0.0,16.0,2023,239
3.0,13:41,,,NYG 35,10.0,20.0,"Mason Crosby kicks off 62 yards,",0.0,0.61,16.0,2023,239
3.0,13:41,1.0,10.0,PHI 25,10.0,20.0,Jalen Hurts pass complete short right to Dallas Goedert for 5 yards (tackle by Adoree' Jackson),0.61,0.74,16.0,2023,239
3.0,13:15,2.0,5.0,PHI 30,10.0,20.0,D'Andre Swift right tackle for 4 yards (tackle by Dane Belton),0.74,0.56,16.0,2023,239
3.0,12:53,3.0,1.0,PHI 34,10.0,20.0,D'Andre Swift left tackle for -4 yards (tackle by Azeez Ojulari),0.56,-1.37,16.0,2023,239
3.0,12:16,4.0,5.0,PHI 30,10.0,20.0,"Braden Mann punts 54 yards, returned by Gunner Olszewski for 4 yards. Gunner Olszewski fumbles (forced by Rick Lovato), recovered by Gunner Olszewski at NYG-20",-1.37,-0.28,16.0,2023,239
3.0,12:03,1.0,10.0,NYG 20,10.0,20.0,Saquon Barkley left guard for 1 yard (tackle by Fletcher Cox),0.28,-0.13,16.0,2023,239
3.0,11:33,2.0,9.0,NYG 21,10.0,20.0,"Tyrod Taylor scrambles up the middle for no gain. Penalty on Ben Bredeson: Offensive Holding, 10 yards (offset) . Penalty on Sydney Brown: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",-0.13,-0.13,16.0,2023,239
3.0,11:16,2.0,9.0,NYG 21,10.0,20.0,Saquon Barkley left tackle for 3 yards (tackle by Kelee Ringo),-0.13,-0.43,16.0,2023,239
3.0,10:33,3.0,6.0,NYG 24,10.0,20.0,Tyrod Taylor scrambles right end for 15 yards (tackle by Shaquille Leonard),-0.43,1.53,16.0,2023,239
3.0,10:03,1.0,10.0,NYG 39,10.0,20.0,Tyrod Taylor pass complete short right to Saquon Barkley for -2 yards (tackle by Milton Williams),1.53,0.72,16.0,2023,239
3.0,9:27,2.0,12.0,NYG 37,10.0,20.0,Tyrod Taylor pass complete short left to Darius Slayton for 12 yards (tackle by Shaquille Leonard and Reed Blankenship),0.72,2.19,16.0,2023,239
3.0,8:50,1.0,10.0,NYG 49,10.0,20.0,Saquon Barkley left guard for 4 yards (tackle by Ben VanSumeren and Jalen Carter),2.19,2.19,16.0,2023,239
3.0,8:23,2.0,6.0,PHI 47,10.0,20.0,Saquon Barkley left guard for 2 yards (tackle by Milton Williams),2.19,1.75,16.0,2023,239
3.0,7:47,3.0,4.0,PHI 45,10.0,20.0,Tyrod Taylor pass incomplete short right intended for Saquon Barkley,1.75,0.27,16.0,2023,239
3.0,7:42,4.0,4.0,PHI 45,10.0,20.0,"Penalty on John Michael Schmitz: False Start, 5 yards (accepted) (no play)",0.27,-0.06,16.0,2023,239
3.0,7:42,4.0,9.0,PHI 50,10.0,20.0,"Jamie Gillan punts 44 yards, fair catch by Britain Covey at PHI-6",-0.06,0.38,16.0,2023,239
3.0,7:35,1.0,10.0,PHI 6,10.0,20.0,Jalen Hurts pass complete short right to A.J. Brown for 4 yards (tackle by Deonte Banks),-0.38,-0.49,16.0,2023,239
3.0,6:58,2.0,6.0,PHI 10,10.0,20.0,Jalen Hurts pass incomplete short right,-0.49,-0.95,16.0,2023,239
3.0,6:50,3.0,6.0,PHI 10,10.0,20.0,Jalen Hurts pass complete short right to Kenneth Gainwell for 6 yards (tackle by Bobby Okereke),-0.95,-0.14,16.0,2023,239
3.0,6:04,1.0,10.0,PHI 16,10.0,20.0,D'Andre Swift left tackle for 5 yards (tackle by A'Shawn Robinson),-0.14,0.15,16.0,2023,239
3.0,5:38,2.0,5.0,PHI 21,10.0,20.0,D'Andre Swift right end for 4 yards (tackle by Jason Pinnock),0.15,-0.2,16.0,2023,239
3.0,5:11,3.0,1.0,PHI 25,10.0,20.0,Jalen Hurts up the middle for 3 yards (tackle by Adoree' Jackson),-0.2,0.81,16.0,2023,239
3.0,4:29,1.0,10.0,PHI 28,10.0,20.0,Jalen Hurts pass complete short left to Grant Calcaterra for 12 yards (tackle by Deonte Banks),0.81,1.6,16.0,2023,239
3.0,4:01,1.0,10.0,PHI 40,10.0,20.0,D'Andre Swift right tackle for 13 yards (tackle by Jason Pinnock),1.6,2.46,16.0,2023,239
3.0,3:16,1.0,10.0,NYG 47,10.0,20.0,Jalen Hurts pass complete short middle to A.J. Brown for 14 yards (tackle by Adoree' Jackson),2.46,3.38,16.0,2023,239
3.0,2:31,1.0,10.0,NYG 33,10.0,20.0,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Adoree' Jackson),3.38,2.84,16.0,2023,239
3.0,2:23,2.0,10.0,NYG 33,10.0,20.0,Jalen Hurts pass complete short left to Dallas Goedert for 6 yards (tackle by Jihad Ward and Bobby Okereke),2.84,2.94,16.0,2023,239
3.0,1:37,3.0,4.0,NYG 27,10.0,20.0,Jalen Hurts pass complete short left to Dallas Goedert for 9 yards (tackle by Bobby Okereke),2.94,4.37,16.0,2023,239
3.0,0:57,1.0,10.0,NYG 18,10.0,20.0,"Jalen Hurts pass complete short left to A.J. Brown for no gain (tackle by Xavier McKinney). Penalty on Jordan Mailata: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",4.37,3.71,16.0,2023,239
3.0,0:25,,,,,,Timeout #1 by Philadelphia Eagles,,,16.0,2023,239
3.0,0:25,1.0,20.0,NYG 28,10.0,20.0,Jalen Hurts pass incomplete short middle intended for A.J. Brown (defended by Bobby Okereke),3.71,2.48,16.0,2023,239
3.0,0:21,2.0,20.0,NYG 28,16.0,20.0,"Jalen Hurts pass short left intended for Dallas Goedert is intercepted by Adoree' Jackson at NYG-24 and returned for 76 yards, touchdown",2.48,-7.0,16.0,2023,239
3.0,0:09,,,PHI 2,16.0,20.0,"Penalty on Jalen Hurts: Horse Collar Tackle, 1 yard (accepted) (no play)",0.0,1.0,16.0,2023,239
3.0,0:09,,,PHI 1,18.0,20.0,"Two Point Attempt: Saquon Barkley rushes, conversion succeeds.",1.0,1.0,16.0,2023,239
3.0,0:09,,,NYG 35,18.0,20.0,"Mason Crosby kicks off 58 yards,",0.0,0.61,16.0,2023,239
3.0,0:09,1.0,10.0,PHI 25,18.0,20.0,Jalen Hurts pass complete short right to A.J. Brown for 11 yards (tackle by Nick McCloud),0.61,1.33,16.0,2023,239
4.0,15:00,1.0,10.0,PHI 36,18.0,20.0,"Jalen Hurts pass incomplete short right intended for A.J. Brown. Penalty on Lane Johnson: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,16.0,2023,239
4.0,14:54,1.0,20.0,PHI 26,18.0,20.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,0.67,-0.56,16.0,2023,239
4.0,14:50,2.0,20.0,PHI 26,18.0,20.0,Jalen Hurts pass complete short left to Julio Jones for 5 yards (tackle by Nick McCloud and Isaiah Simmons),-0.56,-0.56,16.0,2023,239
4.0,14:11,3.0,15.0,PHI 31,18.0,20.0,"Penalty on Jason Kelce: False Start, 5 yards (accepted) (no play)",-0.56,-1.22,16.0,2023,239
4.0,14:11,3.0,20.0,PHI 26,18.0,20.0,Jalen Hurts pass complete deep right to A.J. Brown for 32 yards (tackle by Isaiah Simmons),-1.22,2.79,16.0,2023,239
4.0,13:23,1.0,10.0,NYG 42,18.0,20.0,Kenneth Gainwell left end for 22 yards (tackle by Xavier McKinney),2.79,4.24,16.0,2023,239
4.0,12:41,1.0,10.0,NYG 20,18.0,20.0,Kenneth Gainwell left guard for 3 yards (tackle by Micah McFadden and Xavier McKinney),4.24,4.12,16.0,2023,239
4.0,11:57,2.0,7.0,NYG 17,18.0,20.0,Jalen Hurts pass complete short right to A.J. Brown for 12 yards (tackle by Xavier McKinney),4.12,6.06,16.0,2023,239
4.0,11:11,1.0,5.0,NYG 5,18.0,26.0,"D'Andre Swift right tackle for 5 yards, touchdown",6.06,7.0,16.0,2023,239
4.0,11:07,,,NYG 15,18.0,27.0,Jake Elliott kicks extra point good,0.0,0.0,16.0,2023,239
4.0,11:07,,,PHI 35,18.0,27.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,239
4.0,11:07,1.0,10.0,NYG 25,18.0,27.0,Saquon Barkley up the middle for 4 yards (tackle by Fletcher Cox),0.61,0.6,16.0,2023,239
4.0,10:36,2.0,6.0,NYG 29,18.0,27.0,Tyrod Taylor pass complete deep left to Daniel Bellinger for 20 yards (tackle by Kevin Byard),0.6,2.19,16.0,2023,239
4.0,10:08,1.0,10.0,NYG 49,18.0,27.0,Saquon Barkley left tackle for 7 yards (tackle by Eli Ricks),2.19,2.59,16.0,2023,239
4.0,9:34,2.0,3.0,PHI 44,18.0,27.0,Saquon Barkley right guard for 2 yards (tackle by Shaquille Leonard and Ben VanSumeren),2.59,2.15,16.0,2023,239
4.0,9:00,3.0,1.0,PHI 42,18.0,27.0,Tyrod Taylor pass incomplete deep left intended for Darren Waller,2.15,0.46,16.0,2023,239
4.0,8:53,4.0,1.0,PHI 42,18.0,27.0,Tyrod Taylor pass incomplete short right intended for Wan'Dale Robinson,0.46,-1.73,16.0,2023,239
4.0,8:50,1.0,10.0,PHI 42,18.0,27.0,D'Andre Swift right tackle for 4 yards (tackle by A'Shawn Robinson and Micah McFadden),1.73,1.73,16.0,2023,239
4.0,8:09,2.0,6.0,PHI 46,18.0,27.0,D'Andre Swift left guard for 3 yards (tackle by Micah McFadden),1.73,1.42,16.0,2023,239
4.0,7:28,3.0,3.0,PHI 49,18.0,27.0,Jalen Hurts pass complete short right to Dallas Goedert for 21 yards (tackle by Nick McCloud),1.42,3.58,16.0,2023,239
4.0,6:48,1.0,10.0,NYG 30,18.0,27.0,Jalen Hurts right end for -4 yards (tackle by Dane Belton),3.58,2.49,16.0,2023,239
4.0,6:18,2.0,14.0,NYG 34,18.0,27.0,Kenneth Gainwell left tackle for 8 yards (tackle by D.J. Davidson),2.49,2.87,16.0,2023,239
4.0,6:14,,,,,,Timeout #1 by New York Giants,,,16.0,2023,239
4.0,6:14,3.0,6.0,NYG 26,18.0,27.0,Jalen Hurts pass incomplete short right intended for Julio Jones,2.87,1.76,16.0,2023,239
4.0,6:08,4.0,6.0,NYG 26,18.0,30.0,Jake Elliott 44 yard field goal good,1.76,3.0,16.0,2023,239
4.0,6:04,,,PHI 35,18.0,30.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,16.0,2023,239
4.0,6:04,1.0,10.0,NYG 25,18.0,30.0,Tyrod Taylor scrambles right end for 6 yards (tackle by James Bradberry),0.61,0.87,16.0,2023,239
4.0,5:32,2.0,4.0,NYG 31,24.0,30.0,"Tyrod Taylor pass complete deep left to Darius Slayton for 69 yards, touchdown",0.87,7.0,16.0,2023,239
4.0,5:22,,,PHI 15,25.0,30.0,Mason Crosby kicks extra point good,0.0,0.0,16.0,2023,239
4.0,5:22,,,NYG 35,25.0,30.0,"Mason Crosby kicks off 61 yards,",0.0,0.61,16.0,2023,239
4.0,5:22,1.0,10.0,PHI 25,25.0,30.0,D'Andre Swift left end for 5 yards (tackle by Xavier McKinney),0.61,0.74,16.0,2023,239
4.0,4:41,2.0,5.0,PHI 30,25.0,30.0,D'Andre Swift left tackle for 17 yards (tackle by Nick McCloud and Jason Pinnock),0.74,2.06,16.0,2023,239
4.0,3:56,1.0,10.0,PHI 47,25.0,30.0,D'Andre Swift left guard for 5 yards (tackle by Xavier McKinney),2.06,2.19,16.0,2023,239
4.0,3:17,2.0,5.0,NYG 48,25.0,30.0,D'Andre Swift left guard for 9 yards (tackle by Bobby Okereke),2.19,2.98,16.0,2023,239
4.0,2:35,1.0,10.0,NYG 39,25.0,30.0,D'Andre Swift left end for 12 yards (tackle by Bobby Okereke),2.98,3.78,16.0,2023,239
4.0,2:23,,,,,,Timeout #2 by New York Giants,,,16.0,2023,239
4.0,2:23,1.0,10.0,NYG 27,25.0,30.0,D'Andre Swift left end for -1 yards (tackle by A'Shawn Robinson),3.78,3.1,16.0,2023,239
4.0,2:19,,,,,,Timeout #3 by New York Giants,,,16.0,2023,239
4.0,2:19,2.0,11.0,NYG 28,25.0,30.0,D'Andre Swift left tackle for -4 yards (tackle by Jihad Ward),3.1,1.88,16.0,2023,239
4.0,2:00,3.0,15.0,NYG 32,25.0,30.0,Jalen Hurts pass complete short right to DeVonta Smith for 7 yards (tackle by Adoree' Jackson),1.88,1.8,16.0,2023,239
