Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA,week,year,game_id
3.0,4:52,2.0,7.0,PHI 33,14.0,9.0,Zach Wilson pass incomplete short right intended for Randall Cobb (defended by Josh Jobe),3.04,2.35,6.0,2023,91
3.0,4:49,3.0,7.0,PHI 33,14.0,9.0,Zach Wilson pass complete short right to Allen Lazard for 8 yards (tackle by Bradley Roby),2.35,3.91,6.0,2023,91
3.0,4:15,1.0,10.0,PHI 25,14.0,9.0,Breece Hall up the middle for 8 yards (tackle by Haason Reddick),3.91,4.55,6.0,2023,91
3.0,3:32,2.0,2.0,PHI 17,14.0,9.0,Breece Hall up the middle for 1 yard (tackle by Kentavius Street),4.55,4.06,6.0,2023,91
3.0,2:52,3.0,1.0,PHI 16,14.0,9.0,Breece Hall up the middle for 3 yards (tackle by Nicholas Morrow),4.06,4.71,6.0,2023,91
3.0,2:14,1.0,10.0,PHI 13,14.0,9.0,Zach Wilson pass complete short right to Garrett Wilson for 5 yards (tackle by Josh Jobe),4.71,4.96,6.0,2023,91
3.0,1:38,2.0,5.0,PHI 8,14.0,9.0,Zach Wilson sacked by Haason Reddick for -12 yards,4.96,2.54,6.0,2023,91
3.0,0:54,3.0,17.0,PHI 20,14.0,9.0,Zach Wilson pass incomplete deep left intended for Garrett Wilson (defended by James Bradberry),2.54,2.12,6.0,2023,91
3.0,0:48,4.0,17.0,PHI 20,14.0,12.0,Greg Zuerlein 38 yard field goal good,2.12,3.0,6.0,2023,91
3.0,0:45,,,NYJ 35,14.0,12.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,91
3.0,0:45,1.0,10.0,PHI 25,14.0,12.0,Jalen Hurts pass complete deep right to DeVonta Smith for 22 yards,0.61,2.06,6.0,2023,91
4.0,15:00,1.0,10.0,PHI 47,14.0,12.0,Jalen Hurts up the middle for 5 yards (tackle by C.J. Mosley),2.06,2.19,6.0,2023,91
4.0,14:36,2.0,5.0,NYJ 48,14.0,12.0,Jalen Hurts pass incomplete short left,2.19,1.49,6.0,2023,91
4.0,14:30,3.0,5.0,NYJ 48,14.0,12.0,Jalen Hurts right end for 6 yards (tackle by Michael Carter),1.49,2.79,6.0,2023,91
4.0,13:53,1.0,10.0,NYJ 42,14.0,12.0,Jalen Hurts pass short right (defended by Jermaine Johnson) intended for DeVonta Smith is intercepted by Bryce Hall at NYJ-33 and returned for 5 yards (tackle by Olamide Zaccheaus),2.79,-1.47,6.0,2023,91
4.0,13:42,1.0,10.0,NYJ 38,14.0,12.0,Zach Wilson sacked by Josh Sweat for -6 yards,1.47,0.11,6.0,2023,91
4.0,13:03,2.0,16.0,NYJ 32,14.0,12.0,Zach Wilson pass complete short middle to Tyler Conklin for 6 yards (tackle by Nakobe Dean),0.11,0.23,6.0,2023,91
4.0,12:34,3.0,10.0,NYJ 38,14.0,12.0,"Penalty on Connor McGovern: False Start, 5 yards (accepted) (no play)",0.23,-0.43,6.0,2023,91
4.0,12:17,3.0,15.0,NYJ 33,14.0,12.0,Zach Wilson pass incomplete short middle intended for Michael Carter,-0.43,-1.18,6.0,2023,91
4.0,12:13,4.0,15.0,NYJ 33,14.0,12.0,"Thomas Morstead punts 49 yards, returned by Britain Covey for no gain (tackle by Samuel Eguavoen)",-1.18,-0.04,6.0,2023,91
4.0,12:01,1.0,10.0,PHI 18,14.0,12.0,D'Andre Swift up the middle for 4 yards (tackle by Quinnen Williams),0.04,0.14,6.0,2023,91
4.0,11:26,2.0,6.0,PHI 22,14.0,12.0,Jalen Hurts pass incomplete short right intended for D'Andre Swift (defended by Quincy Williams),0.14,-0.66,6.0,2023,91
4.0,11:17,3.0,6.0,PHI 22,14.0,12.0,"Jalen Hurts pass complete deep left to A.J. Brown for 36 yards NYJ challenged the pass completion ruling, and the play was upheld.",-0.66,2.79,6.0,2023,91
4.0,10:59,1.0,10.0,NYJ 42,14.0,12.0,Jalen Hurts scrambles left end for 11 yards (tackle by C.J. Mosley),2.79,3.51,6.0,2023,91
4.0,10:23,1.0,10.0,NYJ 31,14.0,12.0,Kenneth Gainwell right end for 12 yards (tackle by Ashtyn Davis and John Franklin-Myers),3.51,4.31,6.0,2023,91
4.0,9:40,1.0,10.0,NYJ 19,14.0,12.0,Jalen Hurts pass incomplete short middle intended for Dallas Goedert (defended by C.J. Mosley),4.31,3.75,6.0,2023,91
4.0,9:31,2.0,10.0,NYJ 19,14.0,12.0,Jalen Hurts left end for 4 yards (tackle by Tony Adams),3.75,3.58,6.0,2023,91
4.0,8:57,3.0,6.0,NYJ 15,14.0,12.0,Jalen Hurts sacked by Bryce Huff for -4 yards,3.58,2.18,6.0,2023,91
4.0,8:17,4.0,10.0,NYJ 19,14.0,12.0,Jake Elliott 37 yard field goal no good,2.18,-0.74,6.0,2023,91
4.0,8:13,1.0,10.0,NYJ 27,14.0,12.0,Breece Hall right tackle for 3 yards (tackle by Brandon Graham and Josh Jobe),0.74,0.6,6.0,2023,91
4.0,7:36,2.0,7.0,NYJ 30,14.0,12.0,Zach Wilson pass complete short right to Jeremy Ruckert for 8 yards (tackle by Zach Cunningham and Nakobe Dean),0.6,1.47,6.0,2023,91
4.0,6:53,1.0,10.0,NYJ 38,14.0,12.0,Zach Wilson pass complete short left to Garrett Wilson for 5 yards (tackle by James Bradberry),1.47,1.6,6.0,2023,91
4.0,6:13,2.0,5.0,NYJ 43,14.0,12.0,Breece Hall left guard for -2 yards (tackle by Milton Williams),1.6,0.63,6.0,2023,91
4.0,5:32,3.0,7.0,NYJ 41,14.0,12.0,Zach Wilson sacked by and Haason Reddick for -6 yards and Milton Williams for -6 yards,0.63,-1.04,6.0,2023,91
4.0,4:56,4.0,13.0,NYJ 35,14.0,12.0,"Thomas Morstead punts 54 yards, returned by Britain Covey for 9 yards (tackle by Jamien Sherwood)",-1.04,-0.28,6.0,2023,91
4.0,4:43,1.0,10.0,PHI 20,14.0,12.0,Jalen Hurts pass complete short left to D'Andre Swift for 2 yards (tackle by Michael Carter),0.28,0.0,6.0,2023,91
4.0,4:37,2.0,8.0,PHI 22,14.0,12.0,D'Andre Swift up the middle for 9 yards (tackle by Tony Adams and Solomon Thomas),0.0,1.0,6.0,2023,91
4.0,4:00,1.0,10.0,PHI 31,14.0,12.0,Jalen Hurts pass complete short middle to D'Andre Swift for 3 yards (tackle by C.J. Mosley),1.0,0.87,6.0,2023,91
4.0,3:19,2.0,7.0,PHI 34,14.0,12.0,D'Andre Swift up the middle for no gain (tackle by John Franklin-Myers),0.87,0.17,6.0,2023,91
4.0,2:31,,,,,,Timeout #1 by Philadelphia Eagles,,,6.0,2023,91
4.0,2:31,3.0,7.0,PHI 34,14.0,12.0,Jalen Hurts pass complete short right to Dallas Goedert for 11 yards (tackle by Quincy Williams),0.17,1.93,6.0,2023,91
4.0,2:24,,,,,,Timeout #2 by New York Jets,,,6.0,2023,91
4.0,2:24,1.0,10.0,PHI 45,14.0,12.0,Kenneth Gainwell left guard for 1 yard (tackle by Quinnen Williams and Quincy Williams),1.93,1.52,6.0,2023,91
4.0,2:20,,,,,,Timeout #3 by New York Jets,,,6.0,2023,91
4.0,2:20,2.0,9.0,PHI 46,14.0,12.0,D'Andre Swift left end for no gain (tackle by Quincy Williams),1.52,0.83,6.0,2023,91
4.0,2:00,3.0,9.0,PHI 46,14.0,12.0,Jalen Hurts pass short middle intended for Dallas Goedert is intercepted by Tony Adams at NYJ-47 and returned for 45 yards (tackle by Landon Dickerson),0.83,-5.37,6.0,2023,91
4.0,1:50,1.0,8.0,PHI 8,14.0,18.0,"Breece Hall up the middle for 8 yards, touchdown",5.37,7.0,6.0,2023,91
4.0,1:46,,,PHI 2,14.0,20.0,Two Point Attempt: Zach Wilson pass complete to to Randall Cobb for no gain,1.0,1.0,6.0,2023,91
4.0,1:46,,,NYJ 35,14.0,20.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,91
4.0,1:46,1.0,10.0,PHI 25,14.0,20.0,Jalen Hurts pass incomplete short left intended for A.J. Brown,0.61,0.06,6.0,2023,91
4.0,1:41,2.0,10.0,PHI 25,14.0,20.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Jordan Whitehead),0.06,-0.62,6.0,2023,91
4.0,1:34,3.0,10.0,PHI 25,14.0,20.0,Jalen Hurts pass complete short left to DeVonta Smith for 2 yards (tackle by Quincy Williams),-0.62,-1.57,6.0,2023,91
4.0,1:24,,,,,,Timeout #2 by Philadelphia Eagles,,,6.0,2023,91
4.0,1:24,4.0,8.0,PHI 27,14.0,20.0,Jalen Hurts pass incomplete deep middle intended for DeVonta Smith (defended by Jordan Whitehead),-1.57,-3.78,6.0,2023,91
