Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA,week,year,game_id
4.0,3:14,2.0,8.0,IND 17,20.0,34.0,Travis Etienne up the middle for 1 yard (tackle by Julius Brents),4.03,3.3,6.0,2023,86
4.0,3:10,,,,,,Timeout #2 by Indianapolis Colts,,,6.0,2023,86
4.0,3:10,3.0,8.0,IND 16,20.0,34.0,Trevor Lawrence sacked by Samson Ebukam for -17 yards,3.3,1.15,6.0,2023,86
4.0,3:04,,,,,,Timeout #3 by Indianapolis Colts,,,6.0,2023,86
4.0,3:04,4.0,25.0,IND 33,20.0,37.0,Brandon McManus 51 yard field goal good,1.15,3.0,6.0,2023,86
4.0,3:00,,,JAX 35,20.0,37.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,86
4.0,3:00,1.0,10.0,IND 25,20.0,37.0,Gardner Minshew pass complete short left to Michael Pittman for 8 yards (tackle by Montaric Brown),0.61,1.14,6.0,2023,86
4.0,2:36,2.0,2.0,IND 33,20.0,37.0,Gardner Minshew pass incomplete deep left intended for Andrew Ogletree,1.14,0.43,6.0,2023,86
4.0,2:29,3.0,2.0,IND 33,20.0,37.0,Gardner Minshew pass complete short middle to Michael Pittman for 14 yards (tackle by Andre Cisco),0.43,2.06,6.0,2023,86
4.0,2:09,1.0,10.0,IND 47,20.0,37.0,Gardner Minshew pass incomplete short middle intended for Amari Rodgers (defended by Foyesade Oluokun),2.06,1.52,6.0,2023,86
4.0,2:01,2.0,10.0,IND 47,20.0,37.0,Gardner Minshew pass incomplete short right intended for Josh Downs (defended by Tre Herndon),1.52,0.83,6.0,2023,86
4.0,1:56,3.0,10.0,IND 47,20.0,37.0,Gardner Minshew pass incomplete short middle intended for Trey Sermon,0.83,-0.26,6.0,2023,86
4.0,1:51,4.0,10.0,IND 47,20.0,37.0,Gardner Minshew pass incomplete deep middle intended for Amari Rodgers,-0.26,-2.46,6.0,2023,86
4.0,1:45,1.0,10.0,IND 47,20.0,37.0,C.J. Beathard kneels for -1 yards,2.46,1.78,6.0,2023,86
4.0,1:05,2.0,11.0,IND 48,20.0,37.0,C.J. Beathard kneels for no gain,1.78,1.09,6.0,2023,86
4.0,0:35,3.0,11.0,IND 48,20.0,37.0,C.J. Beathard kneels for -1 yards,1.09,0.0,6.0,2023,86
