Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA,week,year,game_id
1.0,6:26,1.0,10.0,BUF 14,0.0,0.0,Saquon Barkley up the middle for -2 yards (tackle by Gregory Rousseau),4.65,3.72,6.0,2023,92
1.0,5:43,2.0,12.0,BUF 16,0.0,0.0,"Saquon Barkley left end for -2 yards (tackle by Terrel Bernard). Penalty on Ed Oliver: Unnecessary Roughness / Defense, 9 yards (accepted)",3.72,5.14,6.0,2023,92
1.0,5:31,1.0,9.0,BUF 9,0.0,0.0,Tyrod Taylor sacked by Leonard Floyd for -3 yards,5.14,3.86,6.0,2023,92
1.0,4:48,2.0,12.0,BUF 12,0.0,0.0,Saquon Barkley right end for 4 yards (tackle by Terrel Bernard and Taron Johnson),3.86,3.58,6.0,2023,92
1.0,4:06,3.0,8.0,BUF 8,0.0,0.0,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",3.58,3.06,6.0,2023,92
1.0,3:40,3.0,13.0,BUF 13,0.0,0.0,"Tyrod Taylor pass complete short right to Saquon Barkley for 2 yards (tackle by Terrel Bernard and Taron Johnson). Penalty on Wan'Dale Robinson: Illegal Motion, 5 yards (declined)",3.06,2.7,6.0,2023,92
1.0,3:22,4.0,11.0,BUF 11,3.0,0.0,Graham Gano 29 yard field goal good,2.7,3.0,6.0,2023,92
1.0,3:19,,,NYG 35,3.0,0.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,92
1.0,3:19,1.0,10.0,BUF 25,3.0,0.0,"Josh Allen pass complete deep left to Stefon Diggs for 28 yards (tackle by Adoree' Jackson). Penalty on Deonte Banks: Illegal Contact, 5 yards (declined)",0.61,2.46,6.0,2023,92
1.0,2:51,1.0,10.0,NYG 47,3.0,0.0,Latavius Murray up the middle for 10 yards (tackle by Bobby Okereke),2.46,3.12,6.0,2023,92
1.0,2:32,1.0,10.0,NYG 37,3.0,0.0,Josh Allen pass incomplete short left intended for Stefon Diggs,3.12,2.57,6.0,2023,92
1.0,2:27,2.0,10.0,NYG 37,3.0,0.0,Josh Allen pass complete short right to Stefon Diggs for no gain (tackle by Cordale Flott),2.57,1.88,6.0,2023,92
1.0,1:45,3.0,10.0,NYG 37,3.0,0.0,Josh Allen pass incomplete short left intended for Dawson Knox,1.88,0.79,6.0,2023,92
1.0,1:37,4.0,10.0,NYG 37,3.0,0.0,"Sam Martin punts 27 yards, fair catch by Eric Gray at NYG-10",0.79,0.38,6.0,2023,92
1.0,1:29,1.0,10.0,NYG 10,3.0,0.0,Saquon Barkley up the middle for no gain (tackle by Taron Johnson),-0.38,-0.78,6.0,2023,92
1.0,0:47,2.0,10.0,NYG 10,3.0,0.0,Saquon Barkley up the middle for 4 yards (tackle by Terrel Bernard and Taron Johnson),-0.78,-0.95,6.0,2023,92
1.0,0:11,3.0,6.0,NYG 14,3.0,0.0,Tyrod Taylor sacked by A.J. Epenesa for -6 yards,-0.95,-2.49,6.0,2023,92
2.0,15:00,4.0,12.0,NYG 8,3.0,0.0,"Jamie Gillan punts 64 yards, returned by Deonte Harty for 3 yards (tackle by Dane Belton and Nick McCloud)",-2.49,-1.0,6.0,2023,92
2.0,14:46,1.0,10.0,BUF 31,3.0,0.0,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by Bobby Okereke),1.0,0.6,6.0,2023,92
2.0,14:10,2.0,9.0,BUF 32,3.0,0.0,Josh Allen pass incomplete short left intended for Stefon Diggs,0.6,-0.1,6.0,2023,92
2.0,14:05,3.0,9.0,BUF 32,3.0,0.0,"Penalty on Stefon Diggs: False Start, 5 yards (accepted) (no play)",-0.1,-0.76,6.0,2023,92
2.0,14:05,3.0,14.0,BUF 27,3.0,0.0,Josh Allen pass incomplete deep right intended for Stefon Diggs,-0.76,-1.57,6.0,2023,92
2.0,13:56,4.0,14.0,BUF 27,3.0,0.0,"Sam Martin punts 48 yards, returned by Eric Gray for no gain (tackle by Tyrel Dodson). Penalty on Darnay Holmes: Offensive Holding, 10 yards (accepted)",-1.57,0.22,6.0,2023,92
2.0,13:45,1.0,10.0,NYG 15,3.0,0.0,"Tyrod Taylor pass complete to Jalin Hyatt for no gain. Penalty on Evan Neal: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.22,-0.57,6.0,2023,92
2.0,13:15,1.0,15.0,NYG 10,3.0,0.0,Saquon Barkley left guard for 5 yards (tackle by Jordan Phillips),-0.57,-0.71,6.0,2023,92
2.0,12:48,2.0,10.0,NYG 15,3.0,0.0,Matt Breida right guard for 4 yards (tackle by Taron Johnson and Jordan Poyer),-0.71,-0.88,6.0,2023,92
2.0,12:07,3.0,6.0,NYG 19,3.0,0.0,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",-0.88,-1.51,6.0,2023,92
2.0,11:51,3.0,11.0,NYG 14,3.0,0.0,Tyrod Taylor pass incomplete short right intended for Matt Breida,-1.51,-2.47,6.0,2023,92
2.0,11:48,4.0,11.0,NYG 14,3.0,0.0,"Jamie Gillan punts 51 yards, fair catch by Deonte Harty at BUF-35",-2.47,-1.27,6.0,2023,92
2.0,11:40,1.0,10.0,BUF 35,3.0,0.0,James Cook up the middle for 14 yards (tackle by Tre Hawkins and Jason Pinnock),1.27,2.19,6.0,2023,92
2.0,11:05,1.0,10.0,BUF 49,3.0,0.0,James Cook up the middle for 14 yards (tackle by Tre Hawkins and Jason Pinnock),2.19,3.12,6.0,2023,92
2.0,10:27,1.0,10.0,NYG 37,3.0,0.0,James Cook left guard for 3 yards (tackle by Dexter Lawrence),3.12,2.98,6.0,2023,92
2.0,9:48,2.0,7.0,NYG 34,3.0,0.0,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by Bobby Okereke),2.98,2.28,6.0,2023,92
2.0,9:44,3.0,7.0,NYG 34,3.0,0.0,Josh Allen pass incomplete deep left intended for Stefon Diggs,2.28,1.06,6.0,2023,92
2.0,9:39,4.0,7.0,NYG 34,3.0,0.0,Tyler Bass 52 yard field goal no good,1.06,-1.73,6.0,2023,92
2.0,9:34,1.0,10.0,NYG 42,3.0,0.0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 8 yards,1.73,2.27,6.0,2023,92
2.0,9:04,2.0,2.0,NYG 50,3.0,0.0,Tyrod Taylor pass complete short left to Darren Waller for 20 yards (tackle by Terrel Bernard),2.27,3.58,6.0,2023,92
2.0,8:20,1.0,10.0,BUF 30,3.0,0.0,Tyrod Taylor pass incomplete short left,3.58,3.03,6.0,2023,92
2.0,8:14,2.0,10.0,BUF 30,3.0,0.0,Saquon Barkley left tackle for 1 yard (tackle by Dorian Williams),3.03,2.48,6.0,2023,92
2.0,7:43,3.0,9.0,BUF 29,3.0,0.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 10 yards (tackle by Christian Benford),2.48,4.31,6.0,2023,92
2.0,7:05,1.0,10.0,BUF 19,3.0,0.0,Saquon Barkley left end for -2 yards (tackle by Terrel Bernard and Dorian Williams),4.31,3.42,6.0,2023,92
2.0,6:19,,,,,,Timeout #1 by New York Giants,,,6.0,2023,92
2.0,6:19,2.0,13.0,BUF 21,3.0,0.0,Tyrod Taylor scrambles for no gain (tackle by Ed Oliver) (no play),3.42,2.75,6.0,2023,92
2.0,5:53,2.0,18.0,BUF 26,3.0,0.0,Tyrod Taylor pass incomplete short right intended for Darren Waller,2.75,2.08,6.0,2023,92
2.0,5:49,3.0,18.0,BUF 26,3.0,0.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 2 yards (tackle by Taron Johnson),2.08,1.87,6.0,2023,92
2.0,5:12,4.0,16.0,BUF 24,6.0,0.0,Graham Gano 43 yard field goal good,1.87,3.0,6.0,2023,92
2.0,5:08,,,NYG 35,6.0,0.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,92
2.0,5:03,1.0,10.0,BUF 25,6.0,0.0,"Josh Allen pass incomplete intended for Khalil Shakir. Penalty on Connor McGovern: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,6.0,2023,92
2.0,5:03,1.0,20.0,BUF 15,6.0,0.0,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",-0.41,-0.95,6.0,2023,92
2.0,5:03,1.0,25.0,BUF 10,6.0,0.0,"Josh Allen pass incomplete intended for Dawson Knox. Penalty on Cordale Flott: Illegal Use of Hands / Defense, 5 yards (declined) . Penalty on Bobby Okereke: Roughing the Passer, 15 yards (accepted) (no play)",-0.95,0.61,6.0,2023,92
2.0,4:54,1.0,10.0,BUF 25,6.0,0.0,Latavius Murray right tackle for 5 yards (tackle by Micah McFadden),0.61,0.74,6.0,2023,92
2.0,4:13,2.0,5.0,BUF 30,6.0,0.0,James Cook left guard for 4 yards (tackle by Micah McFadden),0.74,0.56,6.0,2023,92
2.0,3:34,3.0,1.0,BUF 34,6.0,0.0,Damien Harris right guard for 1 yard (tackle by Bobby Okereke),0.56,1.27,6.0,2023,92
2.0,3:03,1.0,10.0,BUF 35,6.0,0.0,Josh Allen pass complete short right to Stefon Diggs for 19 yards (tackle by Adoree' Jackson),1.27,2.52,6.0,2023,92
2.0,2:29,1.0,10.0,NYG 46,6.0,0.0,Josh Allen pass short middle (defended by Bobby Okereke) intended for Dawson Knox is intercepted by Micah McFadden at NYG-36 and returned for 5 yards (tackle by Latavius Murray),2.52,-1.66,6.0,2023,92
2.0,2:23,1.0,10.0,NYG 41,6.0,0.0,Saquon Barkley right guard for 1 yard (tackle by Dorian Williams and Gregory Rousseau),1.66,1.26,6.0,2023,92
2.0,2:00,2.0,9.0,NYG 42,6.0,0.0,Tyrod Taylor pass complete short right to Jalin Hyatt for 6 yards (tackle by Dorian Williams),1.26,1.36,6.0,2023,92
2.0,1:27,3.0,3.0,NYG 48,6.0,0.0,Tyrod Taylor pass complete deep left to Darius Slayton for 31 yards (tackle by Christian Benford),1.36,4.17,6.0,2023,92
2.0,1:21,1.0,10.0,BUF 21,6.0,0.0,Saquon Barkley right guard for 9 yards (tackle by Jordan Poyer and Micah Hyde),4.17,5.16,6.0,2023,92
2.0,0:46,2.0,1.0,BUF 12,6.0,0.0,Saquon Barkley up the middle for no gain (tackle by Dorian Williams),5.16,4.49,6.0,2023,92
2.0,0:30,,,,,,Timeout #2 by New York Giants,,,6.0,2023,92
2.0,0:30,3.0,1.0,BUF 12,6.0,0.0,Eric Gray up the middle for 2 yards (tackle by Dorian Williams and Taron Johnson),4.49,4.91,6.0,2023,92
2.0,0:24,,,,,,Timeout #3 by New York Giants,,,6.0,2023,92
2.0,0:24,1.0,10.0,BUF 10,6.0,0.0,Tyrod Taylor pass incomplete short left intended for Saquon Barkley,4.91,4.19,6.0,2023,92
2.0,0:19,2.0,10.0,BUF 10,6.0,0.0,"Tyrod Taylor pass incomplete intended for Darius Slayton. Penalty on Kaiir Elam: Defensive Pass Interference, 9 yards (accepted) (no play)",4.19,6.97,6.0,2023,92
2.0,0:14,1.0,1.0,BUF 1,6.0,0.0,Saquon Barkley right guard for no gain (tackle by Terrel Bernard and Christian Benford),6.97,5.91,6.0,2023,92
3.0,15:00,,,BUF 35,6.0,0.0,"Tyler Bass kicks off 51 yards, returned by Eric Gray for 3 yards (tackle by Tyrel Dodson)",0.0,-0.06,6.0,2023,92
3.0,14:55,1.0,10.0,NYG 17,6.0,0.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 13 yards (tackle by Christian Benford),-0.06,0.94,6.0,2023,92
3.0,14:22,1.0,10.0,NYG 30,6.0,0.0,Tyrod Taylor scrambles right tackle for 7 yards (tackle by Dorian Williams),0.94,1.34,6.0,2023,92
3.0,13:40,2.0,3.0,NYG 37,6.0,0.0,Saquon Barkley up the middle for 7 yards (tackle by Taron Johnson and Jordan Poyer),1.34,1.86,6.0,2023,92
3.0,13:03,1.0,10.0,NYG 44,6.0,0.0,Tyrod Taylor pass incomplete short right intended for Darius Slayton,1.86,1.32,6.0,2023,92
3.0,13:00,2.0,10.0,NYG 44,6.0,0.0,Tyrod Taylor scrambles left end for 2 yards (tackle by Taron Johnson),1.32,0.89,6.0,2023,92
3.0,12:23,3.0,8.0,NYG 46,6.0,0.0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 11 yards (tackle by Terrel Bernard),0.89,2.72,6.0,2023,92
3.0,11:49,1.0,10.0,BUF 43,6.0,0.0,Saquon Barkley left end for 2 yards (tackle by Dorian Williams and A.J. Epenesa),2.72,2.45,6.0,2023,92
3.0,11:14,2.0,8.0,BUF 41,6.0,0.0,"Tyrod Taylor sacked by. Tyrod Taylor fumbles, recovered by Tyrod Taylor at BUF-47",2.45,0.96,6.0,2023,92
3.0,10:34,3.0,14.0,BUF 47,6.0,0.0,Tyrod Taylor scrambles left tackle for 3 yards (tackle by Dorian Williams),0.96,0.33,6.0,2023,92
3.0,9:58,4.0,11.0,BUF 44,6.0,0.0,"Jamie Gillan punts 33 yards, fair catch by Deonte Harty at BUF-11",0.33,0.37,6.0,2023,92
3.0,9:52,1.0,10.0,BUF 11,6.0,0.0,"James Cook up the middle for 2 yards (tackle by Bobby Okereke and Xavier McKinney). Penalty on Leonard Williams: Defensive Holding, 5 yards (accepted)",-0.37,0.04,6.0,2023,92
3.0,9:30,1.0,10.0,BUF 18,6.0,0.0,James Cook right tackle for 5 yards (tackle by Jihad Ward),0.04,0.28,6.0,2023,92
3.0,8:56,2.0,5.0,BUF 23,6.0,0.0,James Cook left end for 10 yards (tackle by Jason Pinnock),0.28,1.14,6.0,2023,92
3.0,8:16,1.0,10.0,BUF 33,6.0,0.0,Josh Allen pass complete short middle to Dawson Knox for 10 yards (tackle by Bobby Okereke),1.14,1.8,6.0,2023,92
3.0,7:36,1.0,10.0,BUF 43,6.0,0.0,Latavius Murray up the middle for 7 yards (tackle by Bobby Okereke),1.8,2.2,6.0,2023,92
3.0,7:03,2.0,3.0,BUF 50,6.0,0.0,Latavius Murray up the middle for 1 yard (tackle by Leonard Williams and Micah McFadden),2.2,1.62,6.0,2023,92
3.0,6:20,3.0,2.0,NYG 49,6.0,0.0,Josh Allen pass complete short right to Khalil Shakir for 13 yards (tackle by Xavier McKinney),1.62,3.18,6.0,2023,92
3.0,5:42,1.0,10.0,NYG 36,6.0,0.0,Josh Allen scrambles left end for 5 yards (tackle by Bobby Okereke),3.18,3.31,6.0,2023,92
3.0,5:01,2.0,5.0,NYG 31,6.0,0.0,James Cook left guard for -1 yards (tackle by Bobby Okereke and Boogie Basham),3.31,2.48,6.0,2023,92
3.0,4:20,3.0,6.0,NYG 32,6.0,0.0,Josh Allen pass complete short middle to Stefon Diggs for 7 yards (tackle by Dane Belton),2.48,3.91,6.0,2023,92
3.0,3:45,1.0,10.0,NYG 25,6.0,0.0,Latavius Murray right guard for 12 yards (tackle by Xavier McKinney),3.91,4.71,6.0,2023,92
3.0,3:04,1.0,10.0,NYG 13,6.0,0.0,Latavius Murray right guard for 5 yards (tackle by Xavier McKinney and Bobby Okereke),4.71,4.96,6.0,2023,92
3.0,2:23,2.0,5.0,NYG 8,6.0,0.0,Josh Allen pass complete short left to Dawson Knox for 3 yards (tackle by Xavier McKinney),4.96,4.78,6.0,2023,92
3.0,1:40,3.0,2.0,NYG 5,6.0,0.0,Latavius Murray left guard for 3 yards (tackle by Leonard Williams and Micah McFadden),4.78,6.74,6.0,2023,92
3.0,1:29,1.0,2.0,NYG 2,6.0,0.0,"Penalty on Dexter Lawrence: Personal Foul / Defense, 15 yards (offset) Penalty on Leonard Williams: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Kayvon Thibodeaux: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Dion Dawkins: Unnecessary Roughness / Offense, 15 yards (offset)",6.74,6.74,6.0,2023,92
3.0,1:08,1.0,2.0,NYG 2,6.0,0.0,Latavius Murray left guard for 1 yard (tackle by Jason Pinnock),6.74,5.91,6.0,2023,92
3.0,0:35,2.0,1.0,NYG 1,6.0,0.0,Latavius Murray right guard for -2 yards (tackle by Bobby Okereke),5.91,4.72,6.0,2023,92
4.0,15:00,3.0,3.0,NYG 3,6.0,6.0,"Josh Allen pass complete short left to Deonte Harty for 3 yards, touchdown",4.72,7.0,6.0,2023,92
4.0,14:54,,,NYG 15,6.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,6.0,2023,92
4.0,14:54,,,BUF 35,6.0,7.0,"Tyler Bass kicks off 66 yards, returned by Parris Campbell for 21 yards (tackle by Kingsley Jonathan and Trent Sherfield). Penalty on Cam Brown: Offensive Holding, 10 yards (accepted)",0.0,-0.38,6.0,2023,92
4.0,14:48,1.0,10.0,NYG 10,6.0,7.0,Saquon Barkley up the middle for 19 yards (tackle by Micah Hyde and Taron Johnson),-0.38,0.87,6.0,2023,92
4.0,14:15,1.0,10.0,NYG 29,6.0,7.0,Saquon Barkley up the middle for 34 yards (tackle by Micah Hyde),0.87,3.12,6.0,2023,92
4.0,13:42,1.0,10.0,BUF 37,6.0,7.0,Matt Breida up the middle for 1 yard (tackle by Terrel Bernard),3.12,2.71,6.0,2023,92
4.0,13:06,2.0,9.0,BUF 36,6.0,7.0,Saquon Barkley right tackle for 5 yards (tackle by Terrel Bernard),2.71,2.68,6.0,2023,92
4.0,12:24,3.0,4.0,BUF 31,6.0,7.0,"Tyrod Taylor scrambles up the middle for 6 yards (tackle by Micah Hyde). Penalty on Terrel Bernard: Defensive Holding, 5 yards (accepted)",2.68,4.24,6.0,2023,92
4.0,12:01,1.0,10.0,BUF 20,6.0,7.0,Saquon Barkley right end for 7 yards (tackle by Christian Benford),4.24,4.83,6.0,2023,92
4.0,11:24,2.0,3.0,BUF 13,6.0,7.0,Matt Breida right guard for 2 yards (tackle by Gregory Rousseau and Kaiir Elam),4.83,4.59,6.0,2023,92
4.0,10:44,3.0,1.0,BUF 11,6.0,7.0,Tyrod Taylor pass incomplete short right,4.59,2.85,6.0,2023,92
4.0,10:38,4.0,1.0,BUF 11,9.0,7.0,Graham Gano 29 yard field goal good,2.85,3.0,6.0,2023,92
4.0,10:35,,,NYG 35,9.0,7.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,92
4.0,10:35,1.0,10.0,BUF 25,9.0,7.0,Josh Allen pass complete short right to Gabriel Davis for 3 yards (tackle by Cordale Flott),0.61,0.47,6.0,2023,92
4.0,10:03,2.0,7.0,BUF 28,9.0,7.0,James Cook right guard for no gain (tackle by Xavier McKinney),0.47,-0.23,6.0,2023,92
4.0,9:27,3.0,7.0,BUF 28,9.0,7.0,Josh Allen scrambles right end for 6 yards (tackle by Kayvon Thibodeaux),-0.23,-1.11,6.0,2023,92
4.0,9:09,4.0,1.0,BUF 34,9.0,7.0,"Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted)",-1.11,1.53,6.0,2023,92
4.0,9:06,1.0,10.0,BUF 39,9.0,7.0,James Cook left tackle for 5 yards (tackle by Micah McFadden and Rakeem Nunez-Roches),1.53,1.66,6.0,2023,92
4.0,8:23,2.0,5.0,BUF 44,9.0,7.0,Josh Allen pass complete short right to Stefon Diggs for 14 yards (tackle by Adoree' Jackson),1.66,2.79,6.0,2023,92
4.0,7:42,1.0,10.0,NYG 42,9.0,7.0,James Cook up the middle for 5 yards (tackle by Darnay Holmes and Micah McFadden),2.79,2.92,6.0,2023,92
4.0,7:07,2.0,5.0,NYG 37,9.0,7.0,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Darnay Holmes),2.92,3.45,6.0,2023,92
4.0,6:31,1.0,10.0,NYG 32,9.0,7.0,James Cook right guard for 4 yards (tackle by Leonard Williams),3.45,3.44,6.0,2023,92
4.0,5:47,2.0,6.0,NYG 28,9.0,7.0,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Adoree' Jackson),3.44,3.27,6.0,2023,92
4.0,5:14,3.0,2.0,NYG 24,9.0,7.0,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Micah McFadden),3.27,4.31,6.0,2023,92
4.0,4:38,1.0,10.0,NYG 19,9.0,7.0,James Cook right guard for 4 yards (tackle by Leonard Williams),4.31,4.35,6.0,2023,92
4.0,3:55,2.0,6.0,NYG 15,9.0,13.0,"Josh Allen pass complete short right to Quintin Morris for 15 yards, touchdown",4.35,7.0,6.0,2023,92
4.0,3:48,,,NYG 15,9.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,6.0,2023,92
4.0,3:48,,,BUF 35,9.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,92
4.0,3:48,1.0,10.0,NYG 25,9.0,14.0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 5 yards (tackle by Christian Benford),0.61,0.74,6.0,2023,92
4.0,3:41,2.0,5.0,NYG 30,9.0,14.0,Saquon Barkley right guard for -1 yards (tackle by Terrel Bernard),0.74,-0.1,6.0,2023,92
4.0,3:02,3.0,6.0,NYG 29,9.0,14.0,Tyrod Taylor pass complete short left to Darren Waller for 7 yards (tackle by Taron Johnson),-0.1,1.33,6.0,2023,92
4.0,2:31,1.0,10.0,NYG 36,9.0,14.0,Tyrod Taylor pass complete short left to Darren Waller for 5 yards (tackle by Jordan Poyer),1.33,1.47,6.0,2023,92
4.0,2:04,2.0,5.0,NYG 41,9.0,14.0,Saquon Barkley right tackle for -3 yards (tackle by Gregory Rousseau),1.47,0.37,6.0,2023,92
4.0,1:59,3.0,8.0,NYG 38,9.0,14.0,Tyrod Taylor pass incomplete deep right intended for Jalin Hyatt,0.37,-0.85,6.0,2023,92
4.0,1:52,,,,,,Timeout #1 by Buffalo Bills,,,6.0,2023,92
4.0,1:52,4.0,8.0,NYG 38,9.0,14.0,Tyrod Taylor pass incomplete deep left intended for Darius Slayton (defended by Christian Benford),-0.85,-3.12,6.0,2023,92
4.0,1:45,1.0,10.0,NYG 37,9.0,14.0,Latavius Murray left guard for 1 yard (tackle by A'Shawn Robinson),3.12,2.71,6.0,2023,92
4.0,1:41,,,,,,Timeout #1 by New York Giants,,,6.0,2023,92
4.0,1:41,2.0,9.0,NYG 36,9.0,14.0,Latavius Murray left guard for no gain (tackle by Leonard Williams),2.71,2.01,6.0,2023,92
4.0,1:36,,,,,,Timeout #2 by New York Giants,,,6.0,2023,92
4.0,1:36,3.0,9.0,NYG 36,9.0,14.0,Josh Allen pass incomplete deep right intended for Dawson Knox,2.01,0.88,6.0,2023,92
4.0,1:29,4.0,9.0,NYG 36,9.0,14.0,Tyler Bass 53 yard field goal no good,0.88,-1.8,6.0,2023,92
4.0,1:25,1.0,10.0,NYG 43,9.0,14.0,Tyrod Taylor pass complete short right to Saquon Barkley for 1 yard (tackle by Siran Neal),1.8,1.39,6.0,2023,92
4.0,1:20,2.0,9.0,NYG 44,9.0,14.0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 7 yards (tackle by Taron Johnson),1.39,1.62,6.0,2023,92
4.0,0:59,3.0,2.0,BUF 49,9.0,14.0,Tyrod Taylor pass complete short left to Saquon Barkley for 3 yards (tackle by Christian Benford),1.62,2.52,6.0,2023,92
4.0,0:53,1.0,10.0,BUF 46,9.0,14.0,Tyrod Taylor pass complete short right to Darren Waller for 6 yards (tackle by Taron Johnson),2.52,2.79,6.0,2023,92
4.0,0:49,2.0,4.0,BUF 40,9.0,14.0,Tyrod Taylor pass complete short right to Jalin Hyatt for 3 yards (tackle by Kaiir Elam),2.79,2.41,6.0,2023,92
4.0,0:45,,,,,,Timeout #3 by New York Giants,,,6.0,2023,92
4.0,0:45,3.0,2.0,BUF 37,9.0,14.0,Tyrod Taylor pass complete short middle to Darren Waller for 5 yards (tackle by Micah Hyde),2.41,3.45,6.0,2023,92
4.0,0:34,1.0,10.0,BUF 32,9.0,14.0,Tyrod Taylor spiked the ball,3.45,2.9,6.0,2023,92
4.0,0:32,2.0,10.0,BUF 32,9.0,14.0,Tyrod Taylor pass complete short left to Darius Slayton for 6 yards,2.9,3.01,6.0,2023,92
