Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA,week,year,game_id
1.0,4:00,2.0,10.0,LAR 48,3.0,0.0,Damien Williams right tackle for 8 yards (tackle by Christian Rozeboom),1.85,2.21,6.0,2023,89
1.0,3:19,3.0,2.0,LAR 40,3.0,0.0,Joshua Dobbs sacked by Jonah Williams for -13 yards,2.21,-0.26,6.0,2023,89
1.0,2:20,4.0,15.0,ARI 47,3.0,0.0,"Blake Gillikin punts 41 yards, returned by Austin Trammell for 29 yards (tackle by Blake Gillikin)",-0.26,-1.66,6.0,2023,89
1.0,2:07,1.0,10.0,LAR 41,3.0,0.0,Matthew Stafford pass complete short right to Puka Nacua for 6 yards (tackle by Kei'Trel Clark),1.66,1.93,6.0,2023,89
1.0,1:27,2.0,4.0,LAR 47,3.0,0.0,Matthew Stafford pass complete short left to Cooper Kupp for 37 yards (tackle by Marco Wilson),1.93,4.51,6.0,2023,89
1.0,0:37,1.0,10.0,ARI 16,3.0,0.0,"Matthew Stafford pass incomplete intended for Puka Nacua. Penalty on Marco Wilson: Defensive Holding, 5 yards (accepted) (no play)",4.51,4.84,6.0,2023,89
1.0,0:30,1.0,10.0,ARI 11,3.0,0.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,4.84,4.14,6.0,2023,89
1.0,0:26,2.0,10.0,ARI 11,3.0,0.0,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,4.14,3.13,6.0,2023,89
1.0,0:19,3.0,10.0,ARI 11,3.0,0.0,Matthew Stafford pass incomplete short right intended for Puka Nacua,3.13,2.7,6.0,2023,89
1.0,0:15,4.0,10.0,ARI 11,3.0,3.0,Brett Maher 29 yard field goal good,2.7,3.0,6.0,2023,89
1.0,0:11,,,LAR 35,3.0,3.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
1.0,0:11,1.0,10.0,ARI 25,3.0,3.0,Joshua Dobbs pass complete short right to Trey McBride for 16 yards (tackle by Jordan Fuller),0.61,1.66,6.0,2023,89
2.0,15:00,1.0,10.0,ARI 41,3.0,3.0,Joshua Dobbs pass complete short right to Rondale Moore for 5 yards (tackle by Michael Hoecht),1.66,1.8,6.0,2023,89
2.0,14:22,2.0,5.0,ARI 46,3.0,3.0,Joshua Dobbs right end for -6 yards (tackle by Aaron Donald),1.8,0.3,6.0,2023,89
2.0,13:41,3.0,11.0,ARI 40,3.0,3.0,Joshua Dobbs pass incomplete short middle intended for Zach Ertz,0.3,-0.72,6.0,2023,89
2.0,13:38,4.0,11.0,ARI 40,3.0,3.0,"Blake Gillikin punts 45 yards, returned by Austin Trammell for 1 yard. Austin Trammell fumbles (forced by Joey Blount) (tackle by Bobby Price), recovered by Bobby Price at LA-17",-0.72,4.44,6.0,2023,89
2.0,13:27,1.0,10.0,LAR 17,3.0,3.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,4.44,3.85,6.0,2023,89
2.0,13:23,2.0,10.0,LAR 17,3.0,3.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,3.85,3.07,6.0,2023,89
2.0,13:20,3.0,10.0,LAR 17,3.0,3.0,Joshua Dobbs pass complete short middle to Marquise Brown for 3 yards (tackle by Russ Yeast),3.07,2.51,6.0,2023,89
2.0,12:38,4.0,7.0,LAR 14,6.0,3.0,Matt Prater 32 yard field goal good,2.51,3.0,6.0,2023,89
2.0,12:35,,,ARI 35,6.0,3.0,"Matt Prater kicks off 64 yards,",0.0,0.61,6.0,2023,89
2.0,12:35,1.0,10.0,LAR 25,6.0,3.0,Matthew Stafford pass complete short right to Ronnie Rivers for 4 yards (tackle by Antonio Hamilton),0.61,0.6,6.0,2023,89
2.0,11:59,2.0,6.0,LAR 29,6.0,3.0,Ronnie Rivers up the middle for 1 yard (tackle by Leki Fotu and Dante Stills),0.6,0.04,6.0,2023,89
2.0,11:14,,,,,,Timeout #1 by Los Angeles Rams,,,6.0,2023,89
2.0,11:14,3.0,5.0,LAR 30,6.0,3.0,Matthew Stafford sacked by Kyzir White for -7 yards,0.04,-1.83,6.0,2023,89
2.0,10:42,4.0,12.0,LAR 23,6.0,3.0,"Ethan Evans punts 52 yards, returned by Greg Dortch for 16 yards (tackle by Tre'Vius Tomlinson)",-1.83,-1.66,6.0,2023,89
2.0,10:28,1.0,10.0,ARI 41,6.0,3.0,Damien Williams right guard for 9 yards (tackle by Ernest Jones and Zach VanValkenburg),1.66,2.34,6.0,2023,89
2.0,9:49,2.0,1.0,ARI 50,6.0,3.0,Damien Williams up the middle for 5 yards (tackle by Jonah Williams and Zach VanValkenburg),2.34,2.59,6.0,2023,89
2.0,9:11,1.0,10.0,LAR 45,6.0,3.0,Joshua Dobbs pass complete short left to Damien Williams for 8 yards (tackle by Ernest Jones),2.59,3.12,6.0,2023,89
2.0,8:31,2.0,2.0,LAR 37,6.0,3.0,Keaontay Ingram right tackle for 1 yard (tackle by Michael Hoecht and Jonah Williams),3.12,2.54,6.0,2023,89
2.0,7:57,3.0,1.0,LAR 36,6.0,3.0,Joshua Dobbs up the middle for no gain (tackle by Kobie Turner and Ernest Jones),2.54,0.89,6.0,2023,89
2.0,7:26,4.0,1.0,LAR 36,6.0,3.0,"Joshua Dobbs for no gain. Penalty on Elijah Wilkinson: Offensive Offside, 4 yards (accepted) (no play)",0.89,0.59,6.0,2023,89
2.0,7:15,4.0,5.0,LAR 40,6.0,3.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,0.59,-1.66,6.0,2023,89
2.0,7:09,1.0,10.0,LAR 41,6.0,3.0,Kyren Williams right tackle for -1 yards (tackle by Josh Woods),1.66,0.99,6.0,2023,89
2.0,6:44,2.0,11.0,LAR 40,6.0,3.0,Matthew Stafford pass complete short right to Tyler Higbee for 9 yards (tackle by Josh Woods),0.99,1.55,6.0,2023,89
2.0,6:12,3.0,1.0,LAR 49,6.0,3.0,"Kyren Williams for no gain. Penalty on Alaric Jackson: Offensive Holding, 10 yards (accepted) (no play)",1.55,0.17,6.0,2023,89
2.0,5:47,3.0,12.0,LAR 39,6.0,3.0,Matthew Stafford sacked by Victor Dimukeje for -9 yards,0.17,-1.37,6.0,2023,89
2.0,5:09,4.0,21.0,LAR 30,6.0,3.0,Ethan Evans punts 42 yards out of bounds,-1.37,-0.81,6.0,2023,89
2.0,5:05,1.0,10.0,ARI 28,6.0,3.0,Keaontay Ingram right tackle for 1 yard (tackle by Byron Young),0.81,0.4,6.0,2023,89
2.0,4:32,2.0,9.0,ARI 29,6.0,3.0,"Rondale Moore right end for -4 yards (tackle by Aaron Donald). Penalty on Paris Johnson: Offensive Holding, 10 yards (declined)",0.4,-0.82,6.0,2023,89
2.0,4:26,3.0,13.0,ARI 25,6.0,3.0,Joshua Dobbs scrambles left end for 20 yards (tackle by Ernest Jones),-0.82,1.93,6.0,2023,89
2.0,3:25,1.0,10.0,ARI 45,6.0,3.0,Keaontay Ingram left tackle for 2 yards (tackle by Byron Young and Kobie Turner),1.93,1.65,6.0,2023,89
2.0,2:49,2.0,8.0,ARI 47,6.0,3.0,Joshua Dobbs pass complete short right to Keaontay Ingram for 9 yards (tackle by Michael Hoecht),1.65,2.65,6.0,2023,89
2.0,2:05,1.0,10.0,LAR 44,6.0,3.0,Keaontay Ingram right tackle for 3 yards (tackle by Marquise Copeland),2.65,2.52,6.0,2023,89
2.0,2:00,2.0,7.0,LAR 41,6.0,3.0,"Joshua Dobbs sacked by Aaron Donald for no gain. Penalty on Michael Hoecht: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.52,3.84,6.0,2023,89
2.0,1:52,1.0,10.0,LAR 26,6.0,3.0,Keaontay Ingram right tackle for 11 yards (tackle by Byron Young),3.84,4.58,6.0,2023,89
2.0,1:43,,,,,,Timeout #2 by Los Angeles Rams,,,6.0,2023,89
2.0,1:43,1.0,10.0,LAR 15,6.0,3.0,Rondale Moore right end for -1 yards (tackle by Ahkello Witherspoon),4.58,3.81,6.0,2023,89
2.0,1:38,2.0,11.0,LAR 16,6.0,3.0,Keaontay Ingram up the middle for 8 yards (tackle by Jordan Fuller and Cobie Durant),3.81,4.45,6.0,2023,89
2.0,1:31,,,,,,Timeout #3 by Los Angeles Rams,,,6.0,2023,89
2.0,1:31,3.0,3.0,LAR 8,6.0,3.0,Keaontay Ingram up the middle for -1 yards (tackle by Jonah Williams),4.45,2.9,6.0,2023,89
2.0,0:46,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2023,89
2.0,0:46,4.0,4.0,LAR 9,9.0,3.0,Matt Prater 27 yard field goal good,2.9,3.0,6.0,2023,89
2.0,0:43,,,ARI 35,9.0,3.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
2.0,0:43,1.0,10.0,LAR 25,9.0,3.0,Matthew Stafford pass complete deep right to Cooper Kupp for 49 yards (tackle by Kei'Trel Clark),0.61,3.84,6.0,2023,89
2.0,0:25,1.0,10.0,ARI 26,9.0,3.0,Matthew Stafford spiked the ball,3.84,3.3,6.0,2023,89
2.0,0:24,2.0,10.0,ARI 26,9.0,3.0,Matthew Stafford pass complete short middle to Tyler Higbee for 9 yards (tackle by Kyzir White),3.3,3.95,6.0,2023,89
2.0,0:10,3.0,1.0,ARI 17,9.0,3.0,Matthew Stafford spiked the ball,3.95,2.46,6.0,2023,89
2.0,0:08,4.0,1.0,ARI 17,9.0,6.0,Brett Maher 35 yard field goal good,2.46,3.0,6.0,2023,89
2.0,0:04,,,LAR 35,9.0,6.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
2.0,0:04,1.0,10.0,ARI 25,9.0,6.0,Joshua Dobbs kneels for -1 yards,0.61,-0.07,6.0,2023,89
3.0,15:00,,,ARI 35,9.0,6.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
3.0,15:00,1.0,10.0,LAR 25,9.0,6.0,Kyren Williams left guard for 17 yards (tackle by K'Von Wallace and Andre Chachere),0.61,1.73,6.0,2023,89
3.0,14:25,1.0,10.0,LAR 42,9.0,6.0,Kyren Williams left guard for 6 yards (tackle by Josh Woods and Kyzir White),1.73,2.0,6.0,2023,89
3.0,13:46,2.0,4.0,LAR 48,9.0,6.0,Kyren Williams right tackle for 14 yards (tackle by Andre Chachere),2.0,3.05,6.0,2023,89
3.0,13:07,1.0,10.0,ARI 38,9.0,6.0,Kyren Williams right end for 10 yards (tackle by Jonathan Ledbetter),3.05,3.71,6.0,2023,89
3.0,12:29,1.0,10.0,ARI 28,9.0,6.0,Ronnie Rivers left end for 6 yards (tackle by Zaven Collins),3.71,3.98,6.0,2023,89
3.0,11:46,2.0,4.0,ARI 22,9.0,6.0,Ronnie Rivers up the middle for 2 yards (tackle by Kyzir White),3.98,3.53,6.0,2023,89
3.0,11:03,3.0,2.0,ARI 20,9.0,6.0,Kyren Williams up the middle for 6 yards (tackle by Dennis Gardeck),3.53,4.65,6.0,2023,89
3.0,10:27,1.0,10.0,ARI 14,9.0,6.0,Kyren Williams left end for -1 yards (tackle by Dennis Gardeck and Antonio Hamilton),4.65,3.85,6.0,2023,89
3.0,9:40,2.0,11.0,ARI 15,9.0,6.0,Matthew Stafford scrambles up the middle for 2 yards (tackle by Kyzir White),3.85,3.26,6.0,2023,89
3.0,9:01,3.0,9.0,ARI 13,9.0,12.0,"Matthew Stafford pass complete short right to Cooper Kupp for 13 yards, touchdown",3.26,7.0,6.0,2023,89
3.0,8:57,,,ARI 15,9.0,13.0,Brett Maher kicks extra point good,0.0,0.0,6.0,2023,89
3.0,8:57,,,LAR 35,9.0,13.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
3.0,8:57,1.0,10.0,ARI 25,9.0,13.0,Rondale Moore right end for 1 yard (tackle by Ernest Jones),0.61,0.2,6.0,2023,89
3.0,8:21,2.0,9.0,ARI 26,9.0,13.0,Damien Williams left tackle for 7 yards (tackle by Byron Young and Ernest Jones),0.2,0.43,6.0,2023,89
3.0,7:34,3.0,2.0,ARI 33,9.0,13.0,"Penalty on D.J. Humphries: False Start, 5 yards (accepted) (no play)",0.43,-0.23,6.0,2023,89
3.0,7:29,3.0,7.0,ARI 28,9.0,13.0,Joshua Dobbs pass incomplete short left intended for Rondale Moore,-0.23,-1.5,6.0,2023,89
3.0,7:25,4.0,7.0,ARI 28,9.0,13.0,"Blake Gillikin punts 48 yards, returned by Austin Trammell for no gain (tackle by Zeke Turner). Penalty on Duke Shelley: Offensive Holding, 10 yards (accepted)",-1.5,0.28,6.0,2023,89
3.0,7:15,1.0,10.0,LAR 14,9.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 9 yards (tackle by Marco Wilson),-0.28,0.55,6.0,2023,89
3.0,6:42,2.0,1.0,LAR 23,9.0,13.0,Kyren Williams left end for 5 yards (tackle by Marco Wilson),0.55,0.81,6.0,2023,89
3.0,6:00,1.0,10.0,LAR 28,9.0,13.0,Matthew Stafford pass complete deep right to Tutu Atwell for 30 yards (tackle by Antonio Hamilton),0.81,2.79,6.0,2023,89
3.0,5:16,1.0,10.0,ARI 42,9.0,13.0,Kyren Williams right end for 31 yards (tackle by Andre Chachere and Dante Stills),2.79,4.84,6.0,2023,89
3.0,4:34,1.0,10.0,ARI 11,9.0,13.0,Kyren Williams up the middle for 8 yards (tackle by K'Von Wallace),4.84,5.66,6.0,2023,89
3.0,3:59,2.0,2.0,ARI 3,9.0,13.0,Kyren Williams up the middle for 1 yard (tackle by Roy Lopez and Antonio Hamilton),5.66,5.12,6.0,2023,89
3.0,3:15,3.0,1.0,ARI 2,9.0,13.0,"Penalty on Kyren Williams: False Start, 4 yards (accepted) (no play)",5.12,4.21,6.0,2023,89
3.0,2:50,3.0,5.0,ARI 6,9.0,13.0,Matthew Stafford pass incomplete short left intended for Tyler Higbee,4.21,2.99,6.0,2023,89
3.0,2:47,4.0,5.0,ARI 6,9.0,16.0,Brett Maher 25 yard field goal good,2.99,3.0,6.0,2023,89
3.0,2:44,,,LAR 35,9.0,16.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
3.0,2:44,1.0,10.0,ARI 25,9.0,16.0,Joshua Dobbs pass complete short right to Trey McBride for 13 yards (tackle by Ernest Jones),0.61,1.47,6.0,2023,89
3.0,2:05,1.0,10.0,ARI 38,9.0,16.0,Joshua Dobbs pass complete short right to Trey McBride for 6 yards (tackle by Jordan Fuller),1.47,1.73,6.0,2023,89
3.0,1:26,2.0,4.0,ARI 44,9.0,16.0,Emari Demercado left guard for 6 yards (tackle by Ernest Jones),1.73,2.26,6.0,2023,89
3.0,0:48,1.0,10.0,ARI 50,9.0,16.0,"Joshua Dobbs left end for 1 yard (tackle by Derion Kendrick). Penalty on Derion Kendrick: Face Mask (15 Yards), 15 yards (accepted)",2.26,3.31,6.0,2023,89
3.0,0:27,1.0,10.0,LAR 34,9.0,16.0,Joshua Dobbs pass complete deep middle to Marquise Brown for 22 yards (tackle by Derion Kendrick),3.31,4.78,6.0,2023,89
4.0,15:00,1.0,10.0,LAR 12,9.0,16.0,Joshua Dobbs pass short right intended for Zach Ertz is intercepted by Christian Rozeboom at LA-12 and returned for no gain (tackle by Zach Ertz),4.78,0.35,6.0,2023,89
4.0,14:54,1.0,10.0,LAR 12,9.0,16.0,Kyren Williams up the middle for 7 yards (tackle by Josh Woods and Cameron Thomas),-0.35,0.1,6.0,2023,89
4.0,14:18,2.0,3.0,LAR 19,9.0,16.0,Kyren Williams right tackle for no gain (tackle by Roy Lopez and Dante Stills),0.1,-0.6,6.0,2023,89
4.0,13:34,3.0,3.0,LAR 19,9.0,16.0,Matthew Stafford pass complete short right to Puka Nacua for 6 yards (tackle by Josh Woods),-0.6,0.61,6.0,2023,89
4.0,12:51,1.0,10.0,LAR 25,9.0,16.0,Matthew Stafford sacked by Kevin Strong for -7 yards,0.61,-0.98,6.0,2023,89
4.0,12:18,2.0,17.0,LAR 18,9.0,16.0,Matthew Stafford pass complete short left to Cooper Kupp for 8 yards (tackle by Marco Wilson),-0.98,-0.49,6.0,2023,89
4.0,11:57,3.0,9.0,LAR 26,9.0,16.0,Matthew Stafford pass complete deep left to Cooper Kupp for 21 yards,-0.49,2.06,6.0,2023,89
4.0,11:39,1.0,10.0,LAR 47,9.0,16.0,Kyren Williams right guard for 4 yards (tackle by Kyzir White and BJ Ojulari),2.06,2.06,6.0,2023,89
4.0,11:02,2.0,6.0,ARI 49,9.0,16.0,Kyren Williams left tackle for 8 yards (tackle by Leki Fotu and BJ Ojulari),2.06,2.85,6.0,2023,89
4.0,10:22,1.0,10.0,ARI 41,9.0,16.0,Matthew Stafford pass complete short middle to Cooper Kupp for 5 yards (tackle by Marco Wilson),2.85,2.98,6.0,2023,89
4.0,9:46,2.0,5.0,ARI 36,9.0,16.0,Kyren Williams right end for 27 yards (tackle by K'Von Wallace),2.98,5.14,6.0,2023,89
4.0,9:05,1.0,9.0,ARI 9,9.0,16.0,Kyren Williams right tackle for 4 yards (tackle by Jonathan Ledbetter and Victor Dimukeje),5.14,5.15,6.0,2023,89
4.0,8:24,2.0,5.0,ARI 5,9.0,22.0,"Kyren Williams right end for no gain. Kyren Williams fumbles Replay Assistant challenged the fumble ruling, and the original play was overturned. Kyren Williams up the middle for 5 yards, touchdown",5.15,7.0,6.0,2023,89
4.0,8:19,,,ARI 15,9.0,23.0,Brett Maher kicks extra point good,0.0,0.0,6.0,2023,89
4.0,8:19,,,LAR 35,9.0,23.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
4.0,8:19,1.0,10.0,ARI 25,9.0,23.0,"Joshua Dobbs scrambles left end for no gain (tackle by Ernest Jones and Christian Rozeboom). Penalty on Hjalte Froholdt: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,6.0,2023,89
4.0,7:51,1.0,20.0,ARI 15,9.0,23.0,Joshua Dobbs pass incomplete deep left,-0.41,-1.43,6.0,2023,89
4.0,7:43,2.0,20.0,ARI 15,9.0,23.0,Joshua Dobbs pass complete short middle to Zach Ertz for 10 yards (tackle by Christian Rozeboom),-1.43,-0.62,6.0,2023,89
4.0,7:16,3.0,10.0,ARI 25,9.0,23.0,Joshua Dobbs pass complete short middle to Zach Ertz for 12 yards (tackle by Quentin Lake),-0.62,1.4,6.0,2023,89
4.0,6:52,1.0,10.0,ARI 37,9.0,23.0,Keaontay Ingram left end for 3 yards (tackle by Byron Young and Russ Yeast),1.4,1.26,6.0,2023,89
4.0,6:23,2.0,7.0,ARI 40,9.0,23.0,"Joshua Dobbs sacked by Byron Young for -7 yards. Joshua Dobbs fumbles (forced by Byron Young), recovered by Quentin Lake at ARI-33",1.26,-3.38,6.0,2023,89
4.0,6:15,1.0,10.0,ARI 33,9.0,23.0,Kyren Williams up the middle for 2 yards (tackle by Jonathan Ledbetter),3.38,3.11,6.0,2023,89
4.0,5:30,2.0,8.0,ARI 31,9.0,23.0,Zach Evans up the middle for 3 yards (tackle by Andre Chachere),3.11,2.81,6.0,2023,89
4.0,4:48,3.0,5.0,ARI 28,9.0,23.0,Zach Evans right tackle for 3 yards (tackle by Kyzir White),2.81,1.93,6.0,2023,89
4.0,4:42,,,,,,Timeout #1 by Arizona Cardinals,,,6.0,2023,89
4.0,4:42,4.0,2.0,ARI 25,9.0,26.0,Brett Maher 43 yard field goal good,1.93,3.0,6.0,2023,89
4.0,4:37,,,LAR 35,9.0,26.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,6.0,2023,89
4.0,4:37,1.0,10.0,ARI 25,9.0,26.0,Joshua Dobbs pass incomplete deep right intended for Marquise Brown,0.61,0.06,6.0,2023,89
4.0,4:32,2.0,10.0,ARI 25,9.0,26.0,Joshua Dobbs pass incomplete short middle intended for Rondale Moore (defended by Kobie Turner),0.06,-0.62,6.0,2023,89
4.0,4:28,3.0,10.0,ARI 25,9.0,26.0,Joshua Dobbs pass incomplete short left intended for Michael Wilson (defended by Cobie Durant),-0.62,-1.7,6.0,2023,89
4.0,4:23,4.0,10.0,ARI 25,9.0,26.0,Joshua Dobbs pass complete deep middle to Michael Wilson for 26 yards (tackle by Cobie Durant),-1.7,2.32,6.0,2023,89
4.0,4:00,1.0,10.0,LAR 49,9.0,26.0,"Joshua Dobbs pass incomplete short left. Penalty on Joshua Dobbs: Intentional Grounding, 12 yards (accepted)",2.32,0.16,6.0,2023,89
4.0,3:55,2.0,22.0,ARI 39,9.0,26.0,Joshua Dobbs pass incomplete deep middle intended for Zach Pascal,0.16,-0.49,6.0,2023,89
4.0,3:50,3.0,22.0,ARI 39,9.0,26.0,Joshua Dobbs scrambles right end for 9 yards (tackle by Quentin Lake),-0.49,-0.19,6.0,2023,89
4.0,3:38,,,,,,Timeout #2 by Arizona Cardinals,,,6.0,2023,89
4.0,3:38,4.0,13.0,ARI 48,9.0,26.0,"Penalty on Aaron Donald: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.19,0.13,6.0,2023,89
4.0,3:38,4.0,8.0,LAR 47,9.0,26.0,Joshua Dobbs pass incomplete deep right intended for Zach Ertz,0.13,-2.06,6.0,2023,89
4.0,3:32,1.0,10.0,LAR 47,9.0,26.0,Zach Evans left guard for 1 yard (tackle by Kyzir White and Cameron Thomas),2.06,1.65,6.0,2023,89
4.0,2:49,2.0,9.0,LAR 48,9.0,26.0,Zach Evans up the middle for 3 yards (tackle by Dante Stills and Jonathan Ledbetter),1.65,1.36,6.0,2023,89
4.0,2:03,,,,,,Timeout #1 by Los Angeles Rams,,,6.0,2023,89
4.0,2:03,3.0,6.0,ARI 49,9.0,26.0,Matthew Stafford pass incomplete short right intended for Puka Nacua,1.36,0.0,6.0,2023,89
4.0,2:00,4.0,6.0,ARI 49,9.0,26.0,"Ethan Evans punts 49 yards, touchback.",0.0,-0.28,6.0,2023,89
4.0,1:51,1.0,10.0,ARI 20,9.0,26.0,Joshua Dobbs pass complete short middle to Rondale Moore for 9 yards (tackle by Quentin Lake and Duke Shelley),0.28,0.95,6.0,2023,89
4.0,1:28,2.0,1.0,ARI 29,9.0,26.0,Joshua Dobbs pass incomplete short left intended for Marquise Brown,0.95,0.23,6.0,2023,89
4.0,1:24,3.0,1.0,ARI 29,9.0,26.0,Joshua Dobbs pass incomplete short middle intended for Rondale Moore,0.23,-1.44,6.0,2023,89
4.0,1:20,4.0,1.0,ARI 29,9.0,26.0,Joshua Dobbs pass complete short left to Marquise Brown for 9 yards (tackle by Duke Shelley),-1.44,1.47,6.0,2023,89
4.0,1:00,1.0,10.0,ARI 38,9.0,26.0,Joshua Dobbs pass incomplete short middle intended for Marquise Brown (defended by Duke Shelley),1.47,0.92,6.0,2023,89
4.0,0:54,2.0,10.0,ARI 38,9.0,26.0,Joshua Dobbs pass complete deep middle to Michael Wilson for 19 yards (tackle by Tre'Vius Tomlinson),0.92,2.72,6.0,2023,89
4.0,0:34,1.0,10.0,LAR 43,9.0,26.0,Joshua Dobbs pass complete short middle to Emari Demercado for 6 yards (tackle by Jake Hummel),2.72,2.99,6.0,2023,89
4.0,0:16,2.0,4.0,LAR 37,9.0,26.0,Joshua Dobbs pass incomplete deep right intended for Greg Dortch,2.99,2.28,6.0,2023,89
4.0,0:08,,,,,,Timeout #2 by Los Angeles Rams,,,6.0,2023,89
4.0,0:08,3.0,4.0,LAR 37,9.0,26.0,Joshua Dobbs pass complete deep middle to Trey McBride for 27 yards (tackle by Russ Yeast),2.28,1.33,6.0,2023,89
