Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
12,Raheem Mostert,31,MIA,RB,15,15,18,3,0,0,0,0,0,21,0,0,0,0,0,0,0,126,8.4,PB
13,Brandon McManus,32,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,35,35,30,37,0,125,7.4,
14,Dustin Hopkins,33,CLE,K,15,0,0,0,0,0,0,0,0,0,0,0,24,26,33,36,0,123,8.2,
15,Younghoe Koo,29,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,27,28,32,37,0,123,7.2,
16,Jake Moody,24,SFO,K,17,0,0,0,0,0,0,0,0,0,0,0,60,61,21,25,0,123,7.2,
17,Tyler Bass,26,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,49,50,24,29,0,121,7.1,
18,Chase McLaughlin,27,TAM,K,17,0,0,0,0,0,0,0,0,0,0,0,33,33,29,31,0,120,7.1,
19,Greg Zuerlein,36,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,15,16,35,38,0,120,7.5,
20,Wil Lutz,29,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,29,31,30,34,0,119,7.0,
21,Evan McPherson,24,CIN,K,17,0,0,0,0,0,0,0,0,0,0,0,40,40,26,31,0,118,6.9,
22,Anders Carlson,25,GNB,K,17,0,0,0,0,0,0,0,0,0,0,0,34,39,27,33,0,115,6.8,
23,Nick Folk,39,TEN,K,17,0,0,0,0,0,0,0,0,0,0,0,28,30,29,30,0,115,6.8,
24,Chris Boswell,32,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,27,28,29,31,0,114,6.7,
25,Daniel Carlson,28,LVR,K,17,0,0,0,0,0,0,0,0,0,0,0,32,32,26,30,0,110,6.5,
26,Greg Joseph,29,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,36,38,24,30,0,108,6.4,
27,Matt Prater,39,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,22,23,28,33,0,106,6.2,
28,Ka'imi Fairbairn,29,HOU,K,12,0,0,0,0,0,0,0,0,0,0,0,21,22,27,28,0,102,8.5,
29,Eddy Piñeiro,28,CAR,K,15,0,0,0,0,0,0,0,0,0,0,0,17,20,25,29,0,92,6.1,
30,Kyren Williams,23,LAR,RB,12,11,12,3,0,0,0,0,0,15,1,0,0,0,0,0,0,92,7.7,"PB,AP-2"
31,Josh Allen,27,BUF,QB,17,17,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,90,5.3,"AP MVP-5,AP OPoY-6"
32,Jalen Hurts,25,PHI,QB,17,17,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,90,5.3,PB
33,Joey Slye,27,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,32,35,19,24,0,89,5.2,
34,CeeDee Lamb,24,DAL,WR,17,17,2,12,0,0,0,0,0,14,1,0,0,0,0,0,0,86,5.1,"PB,AP-1,AP OPoY-3"
35,Gus Edwards,28,BAL,RB,17,9,13,0,0,0,0,0,0,13,1,0,0,0,0,0,0,80,4.7,
36,David Montgomery,26,DET,RB,14,14,13,0,0,0,0,0,0,13,1,0,0,0,0,0,0,80,5.7,
37,Riley Patterson,24,2TM,K,15,0,0,0,0,0,0,0,0,0,0,0,41,44,16,18,0,89,5.9,
37,Riley Patterson,24,DET,K,13,0,0,0,0,0,0,0,0,0,0,0,35,37,15,17,0,80,6.2,
37,Riley Patterson,24,CLE,K,2,0,0,0,0,0,0,0,0,0,0,0,6,7,1,1,0,9,4.5,
38,Mike Evans,30,TAM,WR,17,17,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,78,4.6,"PB,AP-2"
39,Tyreek Hill,29,MIA,WR,16,16,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,78,4.9,"PB,AP-1,AP MVP-6,AP OPoY-2"
40,Travis Etienne,24,JAX,RB,17,17,11,1,0,0,0,0,0,12,2,0,0,0,0,0,0,76,4.5,AP OPoY-8
41,Joe Mixon,27,CIN,RB,17,17,9,3,0,0,0,0,0,12,1,0,0,0,0,0,0,74,4.4,
42,Derrick Henry,29,TEN,RB,17,17,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,72,4.2,PB
43,Chad Ryland,24,NWE,K,17,0,0,0,0,0,0,0,0,0,0,0,24,25,16,25,0,72,4.2,
44,Deebo Samuel,27,SFO,WR,15,15,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,72,4.8,
45,De'Von Achane,22,MIA,RB,11,4,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,66,6.0,
46,Jahmyr Gibbs,21,DET,RB,15,3,10,1,0,0,0,0,0,11,0,0,0,0,0,0,0,66,4.4,"PB,AP ORoY-4"
47,Lucas Havrisik,24,LAR,K,9,0,0,0,0,0,0,0,0,0,0,0,19,22,15,20,0,64,7.1,
48,Sam LaPorta,22,DET,TE,17,14,0,10,0,0,0,0,0,10,2,0,0,0,0,0,0,64,3.8,"PB,AP-2,AP ORoY-3"
49,Brett Maher,34,LAR,K,8,0,0,0,0,0,0,0,0,0,0,0,13,15,17,23,0,64,8.0,
50,Saquon Barkley,26,NYG,RB,14,14,6,4,0,0,0,0,0,10,1,0,0,0,0,0,0,62,4.4,
51,Jayden Reed,23,GNB,WR,16,13,2,8,0,0,0,0,0,10,1,0,0,0,0,0,0,62,3.9,AP ORoY-6
52,Jordan Addison,21,MIN,WR,17,14,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,60,3.5,
53,Jakobi Meyers,27,LVR,WR,16,16,2,8,0,0,0,0,0,10,0,0,0,0,0,0,0,60,3.8,
54,Amon-Ra St. Brown,24,DET,WR,16,16,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,60,3.8,"PB,AP-1"
55,Courtland Sutton,28,DEN,WR,16,14,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,60,3.8,
56,Jerome Ford,24,CLE,RB,17,12,4,5,0,0,0,0,0,9,1,0,0,0,0,0,0,56,3.3,
57,Breece Hall,22,NYJ,RB,17,16,5,4,0,0,0,0,0,9,1,0,0,0,0,0,0,56,3.3,AP CPoY-7
58,Brian Robinson Jr.,24,WAS,RB,15,15,5,4,0,0,0,0,0,9,1,0,0,0,0,0,0,56,3.7,
59,James Conner,28,ARI,RB,13,13,7,2,0,0,0,0,0,9,0,0,0,0,0,0,0,54,4.2,
60,Kareem Hunt,28,CLE,RB,15,2,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,54,3.6,
61,D.J. Moore,26,CHI,WR,17,17,1,8,0,0,0,0,0,9,0,0,0,0,0,0,0,54,3.2,
62,Isiah Pacheco,24,KAN,RB,14,13,7,2,0,0,0,0,0,9,0,0,0,0,0,0,0,54,3.9,
63,Kenneth Walker III,23,SEA,RB,15,15,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,54,3.6,
64,Rachaad White,24,TAM,RB,17,17,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,54,3.2,
65,Nico Collins,24,HOU,WR,15,10,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,50,3.3,
66,Brandin Cooks,30,DAL,WR,16,15,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,50,3.1,
67,Stefon Diggs,30,BUF,WR,17,17,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,50,2.9,PB
68,Calvin Ridley,29,JAX,WR,17,17,0,8,0,0,0,0,0,8,1,0,0,0,0,0,0,50,2.9,AP CPoY-7
69,Davante Adams,31,LVR,WR,17,17,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,
70,Romeo Doubs,23,GNB,WR,17,16,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,
71,Najee Harris,25,PIT,RB,17,17,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,
72,D.K. Metcalf,26,SEA,WR,16,16,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,48,3.0,PB
73,Bijan Robinson,21,ATL,RB,17,16,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,48,2.8,AP ORoY-5
74,Jonathan Taylor,24,IND,RB,10,7,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,48,4.8,
75,Gabriel Davis,24,BUF,WR,17,17,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,44,2.6,
76,Zack Moss,26,IND,RB,14,8,5,2,0,0,0,0,0,7,1,0,0,0,0,0,0,44,3.1,
77,Brandon Aiyuk,25,SFO,WR,16,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,AP-2
78,Keenan Allen,31,LAC,WR,13,13,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,3.2,PB
79,A.J. Brown,26,PHI,WR,17,17,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,"PB,AP-2"
80,Ja'Marr Chase,23,CIN,WR,16,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,PB
81,Tank Dell,24,HOU,WR,11,8,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,3.8,
82,DeAndre Hopkins,31,TEN,WR,17,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.5,
83,Alvin Kamara,28,NOR,RB,13,12,5,1,0,0,0,0,0,6,3,0,0,0,0,0,0,42,3.2,
84,Rashee Rice,23,KAN,WR,16,8,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,AP ORoY-6
85,DeVonta Smith,25,PHI,WR,16,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,42,2.6,
86,Graham Gano,36,NYG,K,8,0,0,0,0,0,0,0,0,0,0,0,8,8,11,17,0,41,5.1,
87,Zay Flowers,23,BAL,WR,16,16,1,5,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.4,AP ORoY-6
88,Tony Pollard,26,DAL,RB,17,17,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,38,2.2,
89,Mark Andrews,28,BAL,TE,10,9,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,3.6,
90,James Cook,24,BUF,RB,17,13,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,PB
91,Austin Ekeler,28,LAC,RB,14,14,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.6,
92,Hunter Henry,29,NWE,TE,14,10,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.6,
93,Taysom Hill,33,NOR,TE/QB,16,7,4,2,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.3,
94,Josh Jacobs,25,LVR,RB,13,13,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.8,
95,George Kittle,30,SFO,TE,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.3,"PB,AP-1"
96,Cole Kmet,24,CHI,TE,17,17,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,
97,Puka Nacua,22,LAR,WR,17,17,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.1,"PB,AP-2,AP ORoY-2"
98,David Njoku,27,CLE,TE,16,16,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.3,PB
99,Rashid Shaheed,25,NOR,WR,15,8,0,5,1,0,0,0,0,6,0,0,0,0,0,0,0,36,2.4,"PB,AP-1"
100,D'Andre Swift,24,PHI,RB,16,15,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,36,2.3,PB
101,Tyler Lockett,31,SEA,WR,17,17,0,5,0,0,0,0,0,5,2,0,0,0,0,0,0,34,2.0,
102,Javonte Williams,23,DEN,RB,16,13,3,2,0,0,0,0,0,5,2,0,0,0,0,0,0,34,2.1,
103,Tyler Allgeier,23,ATL,RB,17,3,4,1,0,0,0,0,0,5,1,0,0,0,0,0,0,32,1.9,
104,Amari Cooper,29,CLE,WR,15,15,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,32,2.1,PB
105,Sam Howell,23,WAS,QB,17,17,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,32,1.9,
106,Cooper Kupp,30,LAR,WR,12,12,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,32,2.7,
107,Chris Olave,23,NOR,WR,16,11,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,32,2.0,
108,DaRon Bland,24,DAL,CB,17,15,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,30,1.8,"PB,AP-1,AP DPoY-5"
109,DJ Chark,27,CAR,WR,15,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
110,Ezekiel Elliott,28,NWE,RB,17,5,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
111,Jake Ferguson,24,DAL,TE,17,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,PB
112,D'Onta Foreman,27,CHI,RB,9,8,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30,3.3,
113,Tee Higgins,24,CIN,WR,12,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.5,
114,T.J. Hockenson,26,MIN,TE,15,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
115,Chuba Hubbard,24,CAR,RB,17,12,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
116,Lamar Jackson,26,BAL,QB,16,16,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9"
117,Justin Jefferson,24,MIN,WR,10,9,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,3.0,
118,Diontae Johnson,27,PIT,WR,13,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.3,
119,Travis Kelce,34,KAN,TE,15,15,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,PB
120,Isaiah Likely,23,BAL,TE,17,8,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
121,Jerick McKinnon,31,KAN,RB,12,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.5,
122,Terry McLaurin,28,WAS,WR,17,17,0,4,0,0,1,0,0,5,0,0,0,0,0,0,0,30,1.8,
123,George Pickens,22,PIT,WR,17,16,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
124,Josh Reynolds,28,DET,WR,17,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.8,
125,Desmond Ridder,24,ATL,QB,15,13,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
126,Curtis Samuel,27,WAS,WR,16,13,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1.9,
127,Dalton Schultz,27,HOU,TE,15,8,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,2.0,
128,Christian Watson,24,GNB,WR,9,9,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,30,3.3,
129,Matt Ammendola,27,HOU,K,5,0,0,0,0,0,0,0,0,0,0,0,10,11,6,9,0,28,5.6,
130,Michael Pittman Jr.,26,IND,WR,16,15,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,28,1.8,
131,Brandon Johnson,25,DEN,WR,13,2,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,2.0,
132,Cade Otton,24,TAM,TE,17,17,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,
133,Adam Thielen,33,CAR,WR,17,17,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.5,
134,Logan Thomas,32,WAS,TE,16,15,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,26,1.6,
135,Michael Badgley,28,DET,K,4,0,0,0,0,0,0,0,0,0,0,0,13,15,4,4,0,25,6.3,
136,Randy Bullock,34,NYG,K,6,0,0,0,0,0,0,0,0,0,0,0,10,10,5,6,0,25,4.2,
137,Nelson Agholor,30,BAL,WR,17,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
138,Andrew Beck,27,HOU,FB,15,12,1,2,0,1,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
139,Kendrick Bourne,28,NWE,WR,8,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3.0,
140,Marquise Brown,26,ARI,WR,14,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.7,
141,Jahan Dotson,23,WAS,WR,17,16,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
142,Rico Dowdle,25,DAL,RB,16,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
143,Evan Engram,29,JAX,TE,17,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,PB
144,Justin Fields,24,CHI,QB,13,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.8,
145,Jimmy Graham,37,NOR,TE,13,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.8,
146,Justice Hill,26,BAL,RB,16,5,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
147,Andrei Iosivas,24,CIN,WR,16,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
148,Juwan Johnson,27,NOR,TE,13,11,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.8,
149,Trevor Lawrence,24,JAX,QB,16,16,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
150,Jordan Love,25,GNB,QB,17,17,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
151,Latavius Murray,33,BUF,RB,16,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
152,Donald Parham,26,LAC,TE,14,8,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.7,
153,A.T. Perry,24,NOR,WR,10,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.4,
154,Anthony Richardson,21,IND,QB,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,6.0,
155,Demarcus Robinson,29,LAR,WR,16,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
156,Devin Singletary,26,HOU,RB,17,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
157,Darius Slayton,26,NYG,WR,17,13,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
158,Jaxon Smith-Njigba,21,SEA,WR,17,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
159,Rhamondre Stevenson,25,NWE,RB,12,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,2.0,
160,KaVontae Turpin,27,DAL,WR,16,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.5,
161,Jaylen Waddle,25,MIA,WR,14,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.7,
162,Jaylen Warren,25,PIT,RB,17,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.4,
163,Dontayvion Wicks,22,GNB,WR,15,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,24,1.6,
164,Joshua Dobbs,28,2TM,QB,13,12,6,0,0,0,0,0,0,6,2,0,0,0,0,0,0,40,3.1,
164,Joshua Dobbs,28,ARI,QB,8,8,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,22,2.8,
164,Joshua Dobbs,28,MIN,QB,5,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,3.6,
165,Mason Crosby,39,NYG,K,3,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,0,21,7.0,
166,Mo Alie-Cox,30,IND,TE,17,7,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.2,
167,Tutu Atwell,24,LAR,WR,16,14,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.3,
168,Chris Godwin,27,TAM,WR,17,17,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.2,
169,Khalil Herbert,25,CHI,RB,12,9,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.7,
170,C.J. Stroud,22,HOU,QB,15,15,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.3,"PB,AP MVP-8,AP ORoY-1"
171,Nick Westbrook-Ikhine,26,TEN,WR,14,9,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.4,
172,Michael Wilson,23,ARI,WR,13,12,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,20,1.5,
173,Odell Beckham Jr.,31,BAL,WR,14,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.3,
174,David Bell,23,CLE,WR,15,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.2,
175,Ronnie Bell,23,SFO,WR,17,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
176,Jake Bobo,25,SEA,WR,17,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
177,Jake Browning,27,CIN,QB,9,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,2.0,
178,Harrison Bryant,25,CLE,TE,17,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
179,Ty Chandler,25,MIN,RB,17,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
180,Gerald Everett,29,LAC,TE,15,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.2,
181,Antonio Gibson,25,WAS,RB,16,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
182,Dallas Goedert,28,PHI,TE,14,14,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.3,
183,Justin Herbert,25,LAC,QB,13,13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.4,
184,Isaiah Hodgins,25,NYG,WR,17,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
185,Lil'Jordan Humphrey,25,DEN,WR,17,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
186,Aaron Jones,29,GNB,RB,11,11,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.6,
187,Julio Jones,34,PHI,WR,11,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.6,
188,Christian Kirk,27,JAX,WR,12,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.5,
189,Jordan Mason,24,SFO,RB,17,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
190,Alexander Mattison,25,MIN,RB,16,13,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
191,Trey McBride,24,ARI,TE,17,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
192,Jaleel McLaughlin,23,DEN,RB,17,3,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
193,Gardner Minshew II,27,IND,QB,17,13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,PB
194,Kyler Murray,26,ARI,QB,8,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,2.3,AP CPoY-9
195,K.J. Osborn,26,MIN,WR,16,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
196,Trey Palmer,22,TAM,WR,17,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
197,Dameon Pierce,23,HOU,RB,14,7,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,18,1.3,
198,Kyle Pitts,23,ATL,TE,17,15,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
199,Jonnu Smith,28,ATL,TE,17,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
200,Tyjae Spears,22,TEN,RB,17,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
201,Adam Trautman,26,DEN,TE,17,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
202,Tommy Tremble,23,CAR,TE,16,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
203,Justin Watson,27,KAN,WR,16,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
204,Jameson Williams,22,DET,WR,12,10,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.5,
205,Cedrick Wilson Jr.,28,MIA,WR,15,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.2,
206,Garrett Wilson,23,NYJ,WR,17,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.1,
207,Russell Wilson,35,DEN,QB,15,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,1.2,
208,Pat Freiermuth,25,PIT,TE,12,9,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,14,1.2,
209,Kenneth Gainwell,24,PHI,RB,16,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,14,0.9,
210,Dawson Knox,27,BUF,TE,12,11,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,14,1.2,
211,Drake London,22,ATL,WR,16,16,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,14,0.9,
