Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA,week,year,game_id
3.0,8:26,2.0,8.0,BAL 48,13.0,35.0,"Gus Edwards up the middle for 6 yards. Gus Edwards fumbles (forced by Zach Sieler), recovered by Jevon Holland at MIA-42 and returned for 4 yards (tackle by Gus Edwards and Zach Sieler)",1.72,-1.99,17.0,2023,249
3.0,8:19,1.0,10.0,MIA 46,13.0,35.0,Tua Tagovailoa pass deep middle (defended by Roquan Smith) intended for Tyreek Hill is intercepted by Geno Stone at BAL-33 and returned for 4 yards (tackle by Tyreek Hill),1.99,-1.4,17.0,2023,249
3.0,8:13,1.0,10.0,BAL 37,13.0,35.0,Lamar Jackson pass complete short left to Zay Flowers for 6 yards (tackle by Jevon Holland),1.4,1.67,17.0,2023,249
3.0,7:41,2.0,4.0,BAL 43,13.0,35.0,Justice Hill right end for 2 yards (tackle by Duke Riley),1.67,1.22,17.0,2023,249
3.0,6:58,3.0,2.0,BAL 45,13.0,35.0,Lamar Jackson right guard for no gain (tackle by DeShon Elliott and Andrew Van Ginkel),1.22,-0.39,17.0,2023,249
3.0,6:10,4.0,2.0,BAL 45,13.0,35.0,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",-0.39,-0.72,17.0,2023,249
3.0,5:48,4.0,7.0,BAL 40,13.0,35.0,Jordan Stout punts 38 yards downed by Tylan Wallace,-0.72,-0.41,17.0,2023,249
3.0,5:39,1.0,10.0,MIA 22,13.0,35.0,Tua Tagovailoa pass complete short right to Julian Hill for 9 yards (tackle by Roquan Smith),0.41,1.08,17.0,2023,249
3.0,4:57,2.0,1.0,MIA 31,13.0,35.0,De'Von Achane right end for 5 yards (tackle by Ronald Darby and Geno Stone),1.08,1.33,17.0,2023,249
3.0,4:19,1.0,10.0,MIA 36,13.0,35.0,De'Von Achane right end for 6 yards (tackle by Geno Stone and Roquan Smith),1.33,1.6,17.0,2023,249
3.0,3:34,2.0,4.0,MIA 42,13.0,35.0,"Tua Tagovailoa pass incomplete deep left intended for Cedrick Wilson. Penalty on Rock Ya-Sin: Illegal Contact, 5 yards (accepted) (no play)",1.6,2.06,17.0,2023,249
3.0,3:26,1.0,10.0,MIA 47,13.0,35.0,Tyreek Hill right end for no gain (tackle by Tavius Robinson),2.06,1.52,17.0,2023,249
3.0,3:01,2.0,10.0,MIA 47,13.0,35.0,Tua Tagovailoa scrambles left end for 5 yards (tackle by Roquan Smith),1.52,1.49,17.0,2023,249
3.0,2:17,3.0,5.0,BAL 48,13.0,35.0,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 19 yards (tackle by Geno Stone),1.49,3.64,17.0,2023,249
3.0,1:35,1.0,10.0,BAL 29,13.0,35.0,De'Von Achane left end for -1 yards (tackle by Arthur Maulet and Jadeveon Clowney),3.64,2.97,17.0,2023,249
3.0,0:55,2.0,11.0,BAL 30,13.0,35.0,Tua Tagovailoa pass incomplete deep right intended for Chase Claypool,2.97,2.28,17.0,2023,249
3.0,0:48,3.0,11.0,BAL 30,13.0,35.0,Tua Tagovailoa pass complete short right to Jeff Wilson for 7 yards (tackle by Arthur Maulet and Roquan Smith),2.28,2.0,17.0,2023,249
3.0,0:05,4.0,4.0,BAL 23,13.0,35.0,Tua Tagovailoa pass complete short left to Braxton Berrios for 6 yards (tackle by Arthur Maulet),2.0,4.44,17.0,2023,249
4.0,15:00,1.0,10.0,BAL 17,13.0,35.0,Jeff Wilson right end for 15 yards (tackle by Arthur Maulet),4.44,6.74,17.0,2023,249
4.0,14:33,1.0,2.0,BAL 2,13.0,35.0,Jeff Wilson up the middle for 1 yard (tackle by Geno Stone and Justin Madubuike),6.74,5.91,17.0,2023,249
4.0,14:08,2.0,1.0,BAL 1,13.0,35.0,Tua Tagovailoa pass incomplete short left intended for River Cracraft,5.91,5.17,17.0,2023,249
4.0,14:03,3.0,1.0,BAL 1,19.0,35.0,"Tua Tagovailoa pass complete short middle to De'Von Achane for 1 yard, touchdown",5.17,7.0,17.0,2023,249
4.0,13:57,,,BAL 2,19.0,35.0,Two Point Attempt: Tua Tagovailoa pass incomplete,1.0,-1.0,17.0,2023,249
4.0,13:57,,,MIA 35,19.0,35.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,249
4.0,13:57,1.0,10.0,BAL 25,19.0,35.0,Lamar Jackson pass complete short left to Rashod Bateman for 11 yards (tackle by Jalen Ramsey),0.61,1.33,17.0,2023,249
4.0,13:16,1.0,10.0,BAL 36,19.0,35.0,Lamar Jackson pass complete short middle to Rashod Bateman for 15 yards (tackle by Jevon Holland),1.33,2.32,17.0,2023,249
4.0,12:37,1.0,10.0,MIA 49,19.0,35.0,Gus Edwards up the middle for 3 yards (tackle by Raekwon Davis),2.32,2.19,17.0,2023,249
4.0,11:54,2.0,7.0,MIA 46,19.0,35.0,Justice Hill left end for 41 yards (tackle by DeShon Elliott),2.19,6.06,17.0,2023,249
4.0,11:06,1.0,5.0,MIA 5,19.0,35.0,Gus Edwards right guard for 2 yards (tackle by Andrew Van Ginkel and Da'Shawn Hand),6.06,5.53,17.0,2023,249
4.0,10:23,2.0,3.0,MIA 3,19.0,35.0,Gus Edwards up the middle for -1 yards (tackle by Bradley Chubb and Da'Shawn Hand),5.53,4.49,17.0,2023,249
4.0,9:44,3.0,4.0,MIA 4,19.0,41.0,"Lamar Jackson pass complete short left to Patrick Ricard for 4 yards, touchdown",4.49,7.0,17.0,2023,249
4.0,9:38,,,MIA 15,19.0,42.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2023,249
4.0,9:38,,,BAL 35,19.0,42.0,"Justin Tucker kicks off 62 yards, returned by Braxton Berrios for 23 yards (tackle by Charlie Kolar)",0.0,0.67,17.0,2023,249
4.0,9:34,1.0,10.0,MIA 26,19.0,42.0,Tua Tagovailoa pass incomplete short right intended for Alec Ingold (defended by Jadeveon Clowney),0.67,0.13,17.0,2023,249
4.0,9:31,2.0,10.0,MIA 26,19.0,42.0,Tua Tagovailoa pass complete short right to De'Von Achane for 2 yards (tackle by Ronald Darby),0.13,-0.3,17.0,2023,249
4.0,8:47,3.0,8.0,MIA 28,19.0,42.0,Tua Tagovailoa sacked by Odafe Oweh for -5 yards,-0.3,-1.83,17.0,2023,249
4.0,8:02,4.0,13.0,MIA 23,19.0,42.0,Tua Tagovailoa scrambles up the middle for 9 yards (tackle by Patrick Queen),-1.83,-3.45,17.0,2023,249
4.0,7:55,1.0,10.0,MIA 32,19.0,42.0,Gus Edwards right end for 3 yards (tackle by Andrew Van Ginkel and David Long),3.45,3.31,17.0,2023,249
4.0,7:10,2.0,7.0,MIA 29,19.0,42.0,Lamar Jackson left end for 10 yards (tackle by David Long),3.31,4.31,17.0,2023,249
4.0,6:24,1.0,10.0,MIA 19,19.0,42.0,"Penalty on Patrick Ricard: False Start, 5 yards (accepted) (no play)",4.31,3.97,17.0,2023,249
4.0,6:24,1.0,15.0,MIA 24,19.0,42.0,Melvin Gordon right tackle for 7 yards (tackle by Jevon Holland),3.97,4.03,17.0,2023,249
4.0,5:41,2.0,8.0,MIA 17,19.0,42.0,Melvin Gordon left end for 2 yards (tackle by Zach Sieler and Bradley Chubb),4.03,3.46,17.0,2023,249
4.0,5:26,3.0,7.0,MIA 15,19.0,42.0,"Penalty on Jalen Ramsey: Unnecessary Roughness / Defense, 8 yards (accepted) Penalty on Bradley Chubb: Unnecessary Roughness / Defense, 8 yards (declined) (no play)",3.46,5.6,17.0,2023,249
4.0,5:01,1.0,7.0,MIA 7,19.0,42.0,Melvin Gordon left end for no gain (tackle by Da'Shawn Hand and Bradley Chubb),5.6,4.76,17.0,2023,249
4.0,4:19,2.0,7.0,MIA 7,19.0,48.0,"Melvin Gordon up the middle for 7 yards, touchdown",4.76,7.0,17.0,2023,249
4.0,4:11,,,MIA 15,19.0,49.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2023,249
4.0,4:11,,,BAL 35,19.0,49.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,249
4.0,4:11,1.0,10.0,MIA 25,19.0,49.0,"Mike White aborted snap, recovered by Trenton Simpson at MIA-18 and returned for 10 yards (tackle by Alec Ingold)",0.61,-5.37,17.0,2023,249
4.0,4:03,1.0,8.0,MIA 8,19.0,49.0,Melvin Gordon right end for -2 yards (tackle by DeShon Elliott and Eli Apple),5.37,4.19,17.0,2023,249
4.0,3:18,2.0,10.0,MIA 10,19.0,49.0,"Penalty on Ben Cleveland: False Start, 5 yards (accepted) (no play)",4.19,3.46,17.0,2023,249
4.0,3:18,2.0,15.0,MIA 15,19.0,49.0,Melvin Gordon left end for -4 yards (tackle by David Long),3.46,2.49,17.0,2023,249
4.0,2:33,3.0,19.0,MIA 19,19.0,55.0,"Tyler Huntley pass complete deep middle to Charlie Kolar for 19 yards, touchdown",2.49,7.0,17.0,2023,249
4.0,2:28,,,MIA 15,19.0,56.0,Justin Tucker kicks extra point good,0.0,0.0,17.0,2023,249
4.0,2:28,,,BAL 35,19.0,56.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,249
4.0,2:28,1.0,10.0,MIA 25,19.0,56.0,Chris Brooks left guard for 2 yards (tackle by Del'Shawn Phillips and Travis Jones),0.61,0.33,17.0,2023,249
4.0,2:00,2.0,8.0,MIA 27,19.0,56.0,Chris Brooks right tackle for 7 yards (tackle by Del'Shawn Phillips and Jeremiah Moon),0.33,0.56,17.0,2023,249
4.0,1:23,3.0,1.0,MIA 34,19.0,56.0,Chris Brooks right tackle for no gain (tackle by Travis Jones and Tavius Robinson),0.56,-1.11,17.0,2023,249
4.0,0:38,4.0,1.0,MIA 34,19.0,56.0,"Penalty on Kion Smith: False Start, 4 yards (accepted) (no play)",-1.11,-1.37,17.0,2023,249
4.0,0:18,4.0,5.0,MIA 30,19.0,56.0,Chris Brooks left guard for 3 yards (tackle by Broderick Washington and Trenton Simpson),-1.37,-3.38,17.0,2023,249
4.0,0:12,1.0,10.0,MIA 33,19.0,56.0,Tyler Huntley kneels for -1 yards,3.38,2.7,17.0,2023,249
