Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA,week,year,game_id
1.0,5:55,2.0,4.0,DAL 36,3.0,0.0,Jahmyr Gibbs left guard for -4 yards (tackle by Micah Parsons),3.05,1.82,17.0,2023,242
1.0,5:15,3.0,8.0,DAL 40,3.0,0.0,Jared Goff sacked by Dorance Armstrong for -7 yards,1.82,0.13,17.0,2023,242
1.0,4:36,4.0,15.0,DAL 47,3.0,0.0,"Jack Fox punts 36 yards, fair catch by KaVontae Turpin at DAL-11",0.13,0.37,17.0,2023,242
1.0,4:28,1.0,10.0,DAL 11,3.0,0.0,Tony Pollard right guard for -3 yards (tackle by Kindle Vildor),-0.37,-1.0,17.0,2023,242
1.0,3:46,2.0,13.0,DAL 8,3.0,0.0,Dak Prescott pass incomplete deep right intended for Jake Ferguson (defended by Kerby Joseph),-1.0,-1.77,17.0,2023,242
1.0,3:40,3.0,13.0,DAL 8,3.0,6.0,"Dak Prescott pass complete deep right to CeeDee Lamb for 92 yards, touchdown",-1.77,7.0,17.0,2023,242
1.0,3:26,,,DET 15,3.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,17.0,2023,242
1.0,3:26,,,DAL 35,3.0,7.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
1.0,3:26,1.0,10.0,DET 25,3.0,7.0,David Montgomery up the middle for 5 yards (tackle by Donovan Wilson and Markquese Bell),0.61,0.74,17.0,2023,242
1.0,2:51,2.0,5.0,DET 30,3.0,7.0,"Penalty on Graham Glasgow: False Start, 5 yards (accepted) (no play)",0.74,0.06,17.0,2023,242
1.0,2:36,2.0,10.0,DET 25,3.0,7.0,Jared Goff pass complete short middle to Sam LaPorta for 8 yards (tackle by Damone Clark and Jourdan Lewis),0.06,0.43,17.0,2023,242
1.0,1:58,3.0,2.0,DET 33,3.0,7.0,David Montgomery up the middle for -3 yards (tackle by Dante Fowler),0.43,-1.37,17.0,2023,242
1.0,1:17,4.0,5.0,DET 30,3.0,7.0,"Jack Fox punts 70 yards, touchback.",-1.37,-0.28,17.0,2023,242
1.0,1:07,1.0,10.0,DAL 20,3.0,7.0,"Penalty on Jake Ferguson: False Start, 5 yards (accepted) (no play)",0.28,-0.31,17.0,2023,242
1.0,1:07,1.0,15.0,DAL 15,3.0,7.0,Dak Prescott pass complete short right to Tony Pollard for no gain (tackle by Alex Anzalone),-0.31,-1.07,17.0,2023,242
1.0,0:34,2.0,15.0,DAL 15,3.0,7.0,Dak Prescott pass incomplete deep middle intended for Jake Ferguson (defended by Brian Branch),-1.07,-1.86,17.0,2023,242
1.0,0:28,3.0,15.0,DAL 15,3.0,7.0,Tony Pollard left end for no gain (tackle by Derrick Barnes),-1.86,-2.44,17.0,2023,242
2.0,15:00,4.0,15.0,DAL 15,3.0,7.0,"Bryan Anger punts 50 yards, returned by Kalif Raymond for 7 yards (tackle by Juanyeh Thomas)",-2.44,-1.73,17.0,2023,242
2.0,14:49,1.0,10.0,DET 42,3.0,7.0,Jared Goff pass complete deep left to Amon-Ra St. Brown for 20 yards (tackle by DaRon Bland),1.73,3.05,17.0,2023,242
2.0,14:12,1.0,10.0,DAL 38,3.0,7.0,Jared Goff pass short left intended for David Montgomery is intercepted by Jourdan Lewis at DAL-46 and returned for no gain (tackle by David Montgomery),3.05,-1.99,17.0,2023,242
2.0,14:04,1.0,10.0,DAL 46,3.0,7.0,Dak Prescott pass complete deep left to Brandin Cooks for 21 yards (tackle by Kerby Joseph),1.99,3.38,17.0,2023,242
2.0,13:24,1.0,10.0,DET 33,3.0,7.0,Tony Pollard left guard for 5 yards (tackle by Jack Campbell and Benito Jones),3.38,3.51,17.0,2023,242
2.0,12:43,2.0,5.0,DET 28,3.0,7.0,Dak Prescott pass complete short right to Brandin Cooks for 8 yards (tackle by Cameron Sutton),3.51,4.24,17.0,2023,242
2.0,12:01,1.0,10.0,DET 20,3.0,7.0,Deuce Vaughn up the middle for 3 yards (tackle by Derrick Barnes and Brian Branch),4.24,4.12,17.0,2023,242
2.0,11:31,2.0,7.0,DET 17,3.0,7.0,"Dak Prescott pass incomplete short right intended for Brandin Cooks. Penalty on Benito Jones: Defensive Offside, 5 yards (accepted) (no play)",4.12,5.04,17.0,2023,242
2.0,11:24,2.0,2.0,DET 12,3.0,7.0,Tony Pollard up the middle for 7 yards (tackle by Tyson Alualu and Jack Campbell),5.04,6.06,17.0,2023,242
2.0,10:45,1.0,5.0,DET 5,3.0,7.0,"Dak Prescott pass complete short right to CeeDee Lamb for 4 yards. CeeDee Lamb fumbles, ball out of bounds in end zone (forced by Kindle Vildor). CeeDee Lamb fumbles out of bounds",6.06,-0.28,17.0,2023,242
2.0,10:38,1.0,10.0,DET 20,3.0,7.0,Jahmyr Gibbs right end for 8 yards (tackle by Damone Clark and Jayron Kearse),0.28,0.81,17.0,2023,242
2.0,10:13,2.0,2.0,DET 28,3.0,7.0,Jared Goff pass incomplete short left intended for Sam LaPorta,0.81,0.1,17.0,2023,242
2.0,10:06,3.0,2.0,DET 28,3.0,7.0,Jared Goff pass incomplete short middle intended for Jameson Williams,0.1,-1.5,17.0,2023,242
2.0,10:01,4.0,2.0,DET 28,3.0,7.0,Jalen Reeves-Maybin pass complete deep right to Khalil Dorsey for 31 yards (tackle by Jalen Tolbert),-1.5,2.85,17.0,2023,242
2.0,9:11,1.0,10.0,DAL 41,3.0,7.0,Amon-Ra St. Brown right end for 11 yards (tackle by Markquese Bell),2.85,3.58,17.0,2023,242
2.0,8:35,1.0,10.0,DAL 30,3.0,7.0,Jahmyr Gibbs right tackle for 11 yards (tackle by Jayron Kearse),3.58,4.31,17.0,2023,242
2.0,7:58,1.0,10.0,DAL 19,3.0,7.0,Jahmyr Gibbs right guard for 17 yards (tackle by Markquese Bell),4.31,6.74,17.0,2023,242
2.0,7:17,1.0,2.0,DAL 2,3.0,7.0,Jahmyr Gibbs up the middle for -3 yards (tackle by DeMarcus Lawrence),6.74,5.15,17.0,2023,242
2.0,6:44,2.0,5.0,DAL 5,3.0,7.0,Jared Goff pass incomplete short middle intended for Sam LaPorta,5.15,4.26,17.0,2023,242
2.0,6:40,3.0,5.0,DAL 5,3.0,7.0,Jahmyr Gibbs left end for 1 yard (tackle by Donovan Wilson),4.26,3.03,17.0,2023,242
2.0,5:45,4.0,4.0,DAL 4,3.0,7.0,Jared Goff pass incomplete short middle intended for Sam LaPorta,3.03,0.38,17.0,2023,242
2.0,5:39,1.0,10.0,DAL 5,3.0,7.0,Dak Prescott pass complete short left to Jake Ferguson for 8 yards (tackle by Derrick Barnes),-0.38,-0.19,17.0,2023,242
2.0,5:10,2.0,2.0,DAL 13,3.0,7.0,Tony Pollard right guard for 8 yards (tackle by Kerby Joseph),-0.19,0.34,17.0,2023,242
2.0,4:41,1.0,10.0,DAL 21,3.0,7.0,Dak Prescott pass complete short right to CeeDee Lamb for 6 yards (tackle by Alex Anzalone and Kindle Vildor),0.34,0.61,17.0,2023,242
2.0,4:02,2.0,4.0,DAL 27,3.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 12 yards (tackle by Cameron Sutton),0.61,1.53,17.0,2023,242
2.0,3:31,1.0,10.0,DAL 39,3.0,7.0,Tony Pollard up the middle for 1 yard (tackle by Cameron Sutton),1.53,1.12,17.0,2023,242
2.0,2:48,2.0,9.0,DAL 40,3.0,7.0,Dak Prescott sacked by Aidan Hutchinson for -8 yards,1.12,-0.63,17.0,2023,242
2.0,2:02,3.0,17.0,DAL 32,3.0,7.0,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",-0.63,-1.29,17.0,2023,242
2.0,2:00,3.0,22.0,DAL 27,3.0,7.0,Dak Prescott pass complete short right to Jake Ferguson for 9 yards (tackle by Brian Branch),-1.29,-0.98,17.0,2023,242
2.0,1:53,,,,,,Timeout #1 by Detroit Lions,,,17.0,2023,242
2.0,1:53,4.0,13.0,DAL 36,3.0,7.0,"Bryan Anger punts 49 yards, returned by Kalif Raymond for 25 yards (tackle by Chauncey Golston)",-0.98,-1.6,17.0,2023,242
2.0,1:40,1.0,10.0,DET 40,3.0,7.0,Jared Goff pass complete short right to Jameson Williams for 6 yards (tackle by Stephon Gilmore and Neville Gallimore),1.6,1.86,17.0,2023,242
2.0,1:16,2.0,4.0,DET 46,3.0,7.0,Jahmyr Gibbs up the middle for 3 yards (tackle by Osa Odighizuwa and Micah Parsons),1.86,1.55,17.0,2023,242
2.0,0:50,3.0,1.0,DET 49,3.0,7.0,Jahmyr Gibbs up the middle for -4 yards (tackle by DeMarcus Lawrence),1.55,-0.39,17.0,2023,242
2.0,0:44,,,,,,Timeout #2 by Dallas Cowboys,,,17.0,2023,242
2.0,0:44,4.0,5.0,DET 45,3.0,7.0,"Jack Fox punts 46 yards, fair catch by KaVontae Turpin at DAL-9",-0.39,0.38,17.0,2023,242
2.0,0:37,1.0,10.0,DAL 9,3.0,7.0,Dak Prescott pass complete short middle to CeeDee Lamb for 6 yards (tackle by Brian Branch),-0.38,-0.28,17.0,2023,242
2.0,0:19,2.0,4.0,DAL 15,3.0,7.0,Dak Prescott sacked by Aidan Hutchinson for -6 yards,-0.28,-1.42,17.0,2023,242
3.0,15:00,,,DET 35,3.0,7.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
3.0,15:00,1.0,10.0,DAL 25,3.0,7.0,Tony Pollard left guard for 3 yards (tackle by John Cominsky),0.61,0.47,17.0,2023,242
3.0,14:26,2.0,7.0,DAL 28,3.0,7.0,"Penalty on Tyron Smith: False Start, 5 yards (accepted) (no play)",0.47,-0.21,17.0,2023,242
3.0,14:13,2.0,12.0,DAL 23,3.0,7.0,Dak Prescott pass complete short left to CeeDee Lamb for 4 yards (tackle by Cameron Sutton),-0.21,-0.36,17.0,2023,242
3.0,13:30,3.0,8.0,DAL 27,3.0,7.0,Dak Prescott pass complete short middle to CeeDee Lamb for 9 yards (tackle by Ifeatu Melifonwu),-0.36,1.33,17.0,2023,242
3.0,12:58,1.0,10.0,DAL 36,3.0,7.0,Tony Pollard left end for -2 yards (tackle by Cameron Sutton),1.33,0.52,17.0,2023,242
3.0,12:20,2.0,12.0,DAL 34,3.0,7.0,Dak Prescott pass incomplete short middle intended for Tony Pollard,0.52,-0.16,17.0,2023,242
3.0,12:14,3.0,12.0,DAL 34,3.0,7.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Brian Branch),-0.16,-1.11,17.0,2023,242
3.0,12:10,4.0,12.0,DAL 34,3.0,7.0,"Bryan Anger punts 43 yards, returned by Kalif Raymond for 3 yards (tackle by Sam Williams)",-1.11,-0.67,17.0,2023,242
3.0,12:00,1.0,10.0,DET 26,3.0,7.0,David Montgomery up the middle for 3 yards (tackle by Donovan Wilson),0.67,0.54,17.0,2023,242
3.0,11:29,2.0,7.0,DET 29,3.0,7.0,David Montgomery right tackle for 22 yards (tackle by Jayron Kearse),0.54,2.32,17.0,2023,242
3.0,10:57,1.0,10.0,DAL 49,3.0,7.0,David Montgomery right tackle for 4 yards (tackle by Jayron Kearse and Donovan Wilson),2.32,2.32,17.0,2023,242
3.0,10:18,2.0,6.0,DAL 45,3.0,7.0,David Montgomery left tackle for 4 yards (tackle by Dorance Armstrong),2.32,2.15,17.0,2023,242
3.0,9:39,3.0,2.0,DAL 41,3.0,7.0,Jahmyr Gibbs left tackle for no gain (tackle by DaRon Bland and DeMarcus Lawrence),2.15,0.53,17.0,2023,242
3.0,9:01,4.0,2.0,DAL 41,3.0,7.0,Jared Goff pass complete short right to Sam LaPorta for 4 yards (tackle by Jayron Kearse),0.53,3.12,17.0,2023,242
3.0,8:25,1.0,10.0,DAL 37,3.0,7.0,Jared Goff pass complete short middle to Sam LaPorta for 7 yards (tackle by Markquese Bell),3.12,3.52,17.0,2023,242
3.0,7:42,2.0,3.0,DAL 30,3.0,7.0,Jahmyr Gibbs right tackle for 9 yards (tackle by Jayron Kearse),3.52,4.17,17.0,2023,242
3.0,7:03,1.0,10.0,DAL 21,3.0,7.0,Jahmyr Gibbs left end for -3 yards (tackle by Micah Parsons and Damone Clark),4.17,3.22,17.0,2023,242
3.0,6:28,2.0,13.0,DAL 24,3.0,7.0,Jared Goff pass complete short left to Josh Reynolds for 13 yards (tackle by Markquese Bell and Donovan Wilson),3.22,4.84,17.0,2023,242
3.0,5:52,1.0,10.0,DAL 11,3.0,7.0,David Montgomery right guard for 6 yards (tackle by Markquese Bell and Jayron Kearse),4.84,5.28,17.0,2023,242
3.0,5:15,2.0,4.0,DAL 5,3.0,7.0,David Montgomery up the middle for 2 yards (tackle by Damone Clark),5.28,4.89,17.0,2023,242
3.0,4:38,3.0,2.0,DAL 3,9.0,7.0,"David Montgomery left guard for 3 yards, touchdown",4.89,7.0,17.0,2023,242
3.0,4:34,,,DAL 15,10.0,7.0,Michael Badgley kicks extra point good,0.0,0.0,17.0,2023,242
3.0,4:34,,,DET 35,10.0,7.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
3.0,4:34,1.0,10.0,DAL 25,10.0,7.0,Deuce Vaughn right tackle for -1 yards (tackle by Aidan Hutchinson),0.61,-0.07,17.0,2023,242
3.0,4:04,2.0,11.0,DAL 24,10.0,7.0,Dak Prescott pass complete short right to Deuce Vaughn for 10 yards (tackle by Jalen Reeves-Maybin),-0.07,0.56,17.0,2023,242
3.0,3:22,3.0,1.0,DAL 34,10.0,7.0,Tony Pollard left tackle for 18 yards (tackle by Ifeatu Melifonwu),0.56,2.39,17.0,2023,242
3.0,2:34,1.0,10.0,DET 48,10.0,7.0,Tony Pollard left guard for -1 yards (tackle by Derrick Barnes),2.39,1.71,17.0,2023,242
3.0,1:57,2.0,11.0,DET 49,10.0,7.0,Dak Prescott pass incomplete deep middle intended for Brandin Cooks,1.71,1.03,17.0,2023,242
3.0,1:52,3.0,11.0,DET 49,10.0,7.0,Dak Prescott pass complete short middle to CeeDee Lamb for 14 yards (tackle by Kerby Joseph and Alex Anzalone),1.03,3.25,17.0,2023,242
3.0,1:11,1.0,10.0,DET 35,10.0,7.0,Dak Prescott pass complete short right to Brandin Cooks for 2 yards (tackle by Kindle Vildor),3.25,2.97,17.0,2023,242
3.0,0:36,2.0,8.0,DET 33,10.0,7.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,2.97,2.28,17.0,2023,242
3.0,0:31,3.0,8.0,DET 33,10.0,7.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,2.28,1.15,17.0,2023,242
3.0,0:27,4.0,8.0,DET 33,10.0,10.0,Brandon Aubrey 51 yard field goal good,1.15,3.0,17.0,2023,242
3.0,0:23,,,DAL 35,10.0,10.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
3.0,0:23,1.0,10.0,DET 25,10.0,10.0,"Jahmyr Gibbs up the middle for 5 yards (tackle by Dorance Armstrong). Penalty on James Mitchell: Offensive Holding, 10 yards (accepted)",0.61,0.28,17.0,2023,242
4.0,15:00,1.0,15.0,DET 20,10.0,10.0,Jahmyr Gibbs right tackle for 3 yards (tackle by Stephon Gilmore and Jayron Kearse),0.28,-0.21,17.0,2023,242
4.0,14:21,2.0,12.0,DET 23,10.0,10.0,Jared Goff pass complete deep middle to Jameson Williams for 63 yards (tackle by DaRon Bland),-0.21,4.65,17.0,2023,242
4.0,13:32,1.0,10.0,DAL 14,10.0,10.0,Jahmyr Gibbs left end for -2 yards (tackle by Markquese Bell),4.65,3.72,17.0,2023,242
4.0,13:07,2.0,12.0,DAL 16,10.0,10.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards (tackle by Markquese Bell),3.72,4.5,17.0,2023,242
4.0,12:25,3.0,3.0,DAL 7,10.0,10.0,Jared Goff pass incomplete short right intended for Jahmyr Gibbs,4.5,2.99,17.0,2023,242
4.0,12:21,4.0,3.0,DAL 7,10.0,10.0,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",2.99,2.63,17.0,2023,242
4.0,12:21,4.0,8.0,DAL 12,13.0,10.0,Michael Badgley 30 yard field goal good,2.63,3.0,17.0,2023,242
4.0,12:18,,,DET 35,13.0,10.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
4.0,12:18,1.0,10.0,DAL 25,13.0,10.0,Dak Prescott pass complete short left to CeeDee Lamb for 11 yards (tackle by Cameron Sutton),0.61,1.33,17.0,2023,242
4.0,11:41,1.0,10.0,DAL 36,13.0,10.0,Dak Prescott pass complete short left to CeeDee Lamb for 5 yards (tackle by Cameron Sutton),1.33,1.47,17.0,2023,242
4.0,11:06,2.0,5.0,DAL 41,13.0,10.0,Tony Pollard left tackle for no gain (tackle by Jack Campbell and Josh Paschal),1.47,0.76,17.0,2023,242
4.0,10:26,3.0,5.0,DAL 41,13.0,10.0,Dak Prescott pass complete deep right to Brandin Cooks for 21 yards (tackle by Brian Branch),0.76,3.05,17.0,2023,242
4.0,10:03,1.0,10.0,DET 38,13.0,10.0,Dak Prescott scrambles right end for 5 yards (tackle by Alex Anzalone),3.05,3.18,17.0,2023,242
4.0,9:23,2.0,5.0,DET 33,13.0,10.0,Dak Prescott pass complete short left to Jalen Tolbert for 9 yards (tackle by Cameron Sutton),3.18,3.97,17.0,2023,242
4.0,8:47,1.0,10.0,DET 24,13.0,10.0,Tony Pollard right guard for 10 yards (tackle by Jack Campbell),3.97,4.65,17.0,2023,242
4.0,8:06,1.0,10.0,DET 14,13.0,10.0,Tony Pollard up the middle for 6 yards (tackle by Ifeatu Melifonwu and Jack Campbell),4.65,5.09,17.0,2023,242
4.0,7:25,2.0,4.0,DET 8,13.0,16.0,"Dak Prescott pass complete short right to Brandin Cooks for 8 yards, touchdown",5.09,7.0,17.0,2023,242
4.0,7:20,,,DET 15,13.0,17.0,Brandon Aubrey kicks extra point good,0.0,0.0,17.0,2023,242
4.0,7:20,,,DAL 35,13.0,17.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
4.0,7:20,1.0,10.0,DET 25,13.0,17.0,Jared Goff pass complete short right to James Mitchell for 4 yards (tackle by Jourdan Lewis),0.61,0.6,17.0,2023,242
4.0,6:47,2.0,6.0,DET 29,13.0,17.0,David Montgomery right guard for 1 yard (tackle by Micah Parsons and Carl Davis),0.6,0.04,17.0,2023,242
4.0,6:04,3.0,5.0,DET 30,13.0,17.0,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by DeMarcus Lawrence),0.04,-1.37,17.0,2023,242
4.0,5:59,4.0,5.0,DET 30,13.0,17.0,"Jack Fox punts 43 yards, fair catch by KaVontae Turpin at DAL-27",-1.37,-0.74,17.0,2023,242
4.0,5:52,1.0,10.0,DAL 27,13.0,17.0,Tony Pollard left guard for -1 yards (tackle by Alex Anzalone and Tyson Alualu),0.74,0.06,17.0,2023,242
4.0,5:13,2.0,11.0,DAL 26,13.0,17.0,"Dak Prescott pass incomplete intended for Michael Gallup. Penalty on Kindle Vildor: Illegal Contact, 5 yards (accepted) (no play)",0.06,1.0,17.0,2023,242
4.0,5:07,1.0,10.0,DAL 31,13.0,17.0,Tony Pollard right tackle for no gain (tackle by Kindle Vildor and Derrick Barnes),1.0,0.46,17.0,2023,242
4.0,4:25,2.0,10.0,DAL 31,13.0,17.0,Dak Prescott pass incomplete short middle intended for Tony Pollard,0.46,-0.23,17.0,2023,242
4.0,4:19,3.0,10.0,DAL 31,13.0,17.0,Dak Prescott pass complete short middle to CeeDee Lamb for 22 yards (tackle by Kerby Joseph),-0.23,2.46,17.0,2023,242
4.0,3:34,1.0,10.0,DET 47,13.0,17.0,CeeDee Lamb left end for 5 yards (tackle by Alex Anzalone),2.46,2.59,17.0,2023,242
4.0,2:48,2.0,5.0,DET 42,13.0,17.0,Dak Prescott pass incomplete short left,2.59,1.88,17.0,2023,242
4.0,2:45,3.0,5.0,DET 42,13.0,17.0,"Dak Prescott sacked by Aidan Hutchinson for -8 yards. Dak Prescott fumbles (forced by Aidan Hutchinson), recovered by Terence Steele at 50 (tackle by Aidan Hutchinson)",1.88,-0.06,17.0,2023,242
4.0,2:39,,,,,,Timeout #1 by Detroit Lions,,,17.0,2023,242
4.0,2:39,4.0,13.0,DET 50,13.0,17.0,"Bryan Anger punts 39 yards, fair catch by Kalif Raymond at DET-11",-0.06,0.37,17.0,2023,242
4.0,2:33,1.0,10.0,DET 11,13.0,17.0,Jared Goff pass complete short middle to Sam LaPorta for 15 yards (tackle by Donovan Wilson),-0.37,0.67,17.0,2023,242
4.0,2:13,1.0,10.0,DET 26,13.0,17.0,Jared Goff pass short left intended for Sam LaPorta is intercepted by Donovan Wilson at DET-29 and returned for no gain (tackle by Sam LaPorta),0.67,-3.64,17.0,2023,242
4.0,2:05,1.0,10.0,DET 29,13.0,17.0,"Tony Pollard for no gain. Penalty on Peyton Hendershot: Tripping / Offense, 15 yards (accepted) (no play)",3.64,2.65,17.0,2023,242
4.0,2:00,1.0,25.0,DET 44,13.0,17.0,Dak Prescott pass complete short left to CeeDee Lamb for 11 yards (tackle by Cameron Sutton),2.65,2.56,17.0,2023,242
4.0,1:55,,,,,,Timeout #2 by Detroit Lions,,,17.0,2023,242
4.0,1:55,2.0,14.0,DET 33,13.0,17.0,Dak Prescott pass incomplete deep right intended for Brandin Cooks,2.56,1.88,17.0,2023,242
4.0,1:49,3.0,14.0,DET 33,13.0,17.0,Dak Prescott pass complete short middle to Jake Ferguson for 8 yards (tackle by Kerby Joseph),1.88,1.83,17.0,2023,242
4.0,1:45,,,,,,Timeout #3 by Detroit Lions,,,17.0,2023,242
4.0,1:45,,,,,,Timeout #1 by Dallas Cowboys,,,17.0,2023,242
4.0,1:45,4.0,6.0,DET 25,13.0,20.0,Brandon Aubrey 43 yard field goal good,1.83,3.0,17.0,2023,242
4.0,1:41,,,DAL 35,13.0,20.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,242
4.0,1:41,1.0,10.0,DET 25,13.0,20.0,Jared Goff pass complete short right to Sam LaPorta for 10 yards (tackle by Jayron Kearse and Donovan Wilson),0.61,1.27,17.0,2023,242
4.0,1:19,1.0,10.0,DET 35,13.0,20.0,Jared Goff pass complete deep middle to Sam LaPorta for 25 yards (tackle by Markquese Bell),1.27,2.92,17.0,2023,242
4.0,1:03,1.0,10.0,DAL 40,13.0,20.0,Jared Goff spiked the ball,2.92,2.37,17.0,2023,242
4.0,1:02,2.0,10.0,DAL 40,13.0,20.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Donovan Wilson),2.37,3.84,17.0,2023,242
4.0,0:49,1.0,10.0,DAL 26,13.0,20.0,Jared Goff spiked the ball,3.84,3.3,17.0,2023,242
4.0,0:48,2.0,10.0,DAL 26,13.0,20.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Jourdan Lewis),3.3,2.61,17.0,2023,242
4.0,0:43,3.0,10.0,DAL 26,13.0,20.0,Jared Goff pass complete short middle to Sam LaPorta for 15 yards (tackle by Donovan Wilson and Markquese Bell),2.61,4.84,17.0,2023,242
4.0,0:29,1.0,10.0,DAL 11,13.0,20.0,Jared Goff spiked the ball,4.84,4.14,17.0,2023,242
4.0,0:27,2.0,10.0,DAL 11,19.0,20.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards, touchdown",4.14,7.0,17.0,2023,242
4.0,0:23,,,,,,Timeout #2 by Dallas Cowboys,,,17.0,2023,242
4.0,0:23,,,DAL 2,19.0,20.0,"Two Point Attempt: Jared Goff pass complete to to Taylor Decker for no gain. Penalty on Taylor Decker: Illegal Touch Pass, 5 yards (accepted) (no play)",1.0,1.0,17.0,2023,242
