Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA,week,year,game_id
1.0,1:34,1.0,10.0,TAM 27,7.0,0.0,Rachaad White up the middle for 1 yard (tackle by Pete Werner and Bryan Bresee),0.74,0.33,17.0,2023,250
1.0,1:08,2.0,9.0,TAM 28,7.0,0.0,Baker Mayfield pass complete short middle to Deven Thompkins for no gain (tackle by Tyrann Mathieu),0.33,-0.36,17.0,2023,250
1.0,0:24,3.0,9.0,TAM 28,7.0,0.0,Baker Mayfield pass complete deep right to Mike Evans for 33 yards (tackle by Paulson Adebo),-0.36,2.98,17.0,2023,250
2.0,15:00,1.0,10.0,NOR 39,7.0,0.0,Rachaad White up the middle for 2 yards (tackle by PJ Mustipher and Alontae Taylor),2.98,2.71,17.0,2023,250
2.0,14:25,2.0,8.0,NOR 37,7.0,0.0,"Baker Mayfield pass complete to Rachaad White for no gain. Penalty on Cody Mauch: Ineligible Downfield Pass, 4 yards (accepted) (no play)",2.71,2.17,17.0,2023,250
2.0,13:53,2.0,12.0,NOR 41,7.0,0.0,Baker Mayfield pass complete short right to Mike Evans for 2 yards (tackle by Alontae Taylor),2.17,1.75,17.0,2023,250
2.0,13:10,3.0,10.0,NOR 39,7.0,0.0,"Penalty on Mike Evans: False Start, 5 yards (accepted) (no play)",1.75,1.09,17.0,2023,250
2.0,12:48,3.0,15.0,NOR 44,7.0,0.0,"Baker Mayfield pass incomplete intended for David Moore. Penalty on Paulson Adebo: Illegal Contact, 5 yards (accepted) (no play)",1.09,2.98,17.0,2023,250
2.0,12:42,1.0,10.0,NOR 39,7.0,0.0,Rachaad White up the middle for 3 yards (tackle by Khalen Saunders),2.98,2.85,17.0,2023,250
2.0,12:02,2.0,7.0,NOR 36,7.0,0.0,Baker Mayfield pass deep left intended for Trey Palmer is intercepted by Alontae Taylor at NO-2 and returned for no gain (tackle by Cade Otton),2.85,0.38,17.0,2023,250
2.0,11:56,1.0,10.0,NOR 2,7.0,0.0,"Penalty on Derek Carr: False Start, 1 yard (accepted) (no play)",-0.38,-0.42,17.0,2023,250
2.0,11:56,1.0,11.0,NOR 1,7.0,0.0,Jamaal Williams up the middle for no gain (tackle by Jamel Dean),-0.42,-0.85,17.0,2023,250
2.0,11:19,2.0,11.0,NOR 1,7.0,0.0,Jamaal Williams right tackle for 3 yards (tackle by Vita Vea and William Gholston),-0.85,-1.19,17.0,2023,250
2.0,10:58,3.0,8.0,NOR 4,7.0,0.0,Derek Carr pass complete deep middle to Juwan Johnson for 32 yards (tackle by Antoine Winfield),-1.19,1.33,17.0,2023,250
2.0,10:17,1.0,10.0,NOR 36,7.0,0.0,Alvin Kamara right guard for 11 yards (tackle by Devin White),1.33,2.06,17.0,2023,250
2.0,9:35,1.0,10.0,NOR 47,7.0,0.0,Alvin Kamara right end for 4 yards (tackle by Antoine Winfield),2.06,2.06,17.0,2023,250
2.0,8:57,2.0,6.0,TAM 49,7.0,0.0,Derek Carr pass complete short left to Jamaal Williams for -3 yards (tackle by YaYa Diaby),2.06,0.96,17.0,2023,250
2.0,8:13,3.0,9.0,NOR 48,7.0,0.0,Derek Carr sacked by Markees Watts for -6 yards,0.96,-0.59,17.0,2023,250
2.0,7:34,4.0,15.0,NOR 42,7.0,0.0,"Lou Hedley punts 39 yards, fair catch by Deven Thompkins at TB-19",-0.59,-0.15,17.0,2023,250
2.0,7:24,1.0,10.0,TAM 19,7.0,0.0,Baker Mayfield pass complete short right to Chase Edmonds for 4 yards (tackle by Zack Baun and Khalen Saunders),0.15,0.21,17.0,2023,250
2.0,6:46,2.0,6.0,TAM 23,7.0,0.0,Chase Edmonds up the middle for -2 yards (tackle by Nathan Shepherd),0.21,-0.81,17.0,2023,250
2.0,6:11,3.0,8.0,TAM 21,7.0,0.0,"Penalty on Robert Hainsey: False Start, 5 yards (accepted) (no play)",-0.81,-1.59,17.0,2023,250
2.0,5:54,3.0,13.0,TAM 16,7.0,0.0,Baker Mayfield pass incomplete short right intended for Chase Edmonds,-1.59,-2.39,17.0,2023,250
2.0,5:50,4.0,13.0,TAM 16,7.0,0.0,Jake Camarda punts 44 yards downed by Josh Hayes,-2.39,-1.6,17.0,2023,250
2.0,5:40,1.0,10.0,NOR 40,7.0,0.0,Derek Carr pass complete short right to Juwan Johnson for 12 yards (tackle by Zyon McCollum),1.6,2.39,17.0,2023,250
2.0,5:08,1.0,10.0,TAM 48,7.0,0.0,Alvin Kamara up the middle for 3 yards (tackle by Lavonte David and Kaevon Merriweather),2.39,2.25,17.0,2023,250
2.0,4:25,2.0,7.0,TAM 45,7.0,0.0,Derek Carr pass incomplete short right intended for A.T. Perry,2.25,1.55,17.0,2023,250
2.0,4:21,3.0,7.0,TAM 45,7.0,0.0,Derek Carr pass complete short middle to Foster Moreau for 13 yards (tackle by Devin White),1.55,3.45,17.0,2023,250
2.0,3:43,1.0,10.0,TAM 32,7.0,0.0,Alvin Kamara right tackle for no gain (tackle by Calijah Kancey),3.45,2.9,17.0,2023,250
2.0,3:05,2.0,10.0,TAM 32,7.0,0.0,Alvin Kamara right end for 3 yards (tackle by Anthony Nelson),2.9,2.61,17.0,2023,250
2.0,2:16,,,,,,Timeout #1 by New Orleans Saints,,,17.0,2023,250
2.0,2:16,3.0,7.0,TAM 29,7.0,0.0,Derek Carr pass complete short left to Juwan Johnson for 7 yards (tackle by Markees Watts),2.61,4.11,17.0,2023,250
2.0,2:00,1.0,10.0,TAM 22,13.0,0.0,"Derek Carr pass complete deep left to Taysom Hill for 22 yards, touchdown",4.11,7.0,17.0,2023,250
2.0,1:53,,,TAM 15,14.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,17.0,2023,250
2.0,1:53,,,NOR 35,14.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,250
2.0,1:53,1.0,10.0,TAM 25,14.0,0.0,Baker Mayfield pass incomplete short right intended for Cade Otton (defended by Paulson Adebo),0.61,0.06,17.0,2023,250
2.0,1:50,2.0,10.0,TAM 25,14.0,0.0,Baker Mayfield pass incomplete short right intended for Chris Godwin,0.06,-0.62,17.0,2023,250
2.0,1:45,3.0,10.0,TAM 25,14.0,0.0,Baker Mayfield sacked by Zack Baun for -7 yards,-0.62,-2.24,17.0,2023,250
2.0,1:39,,,,,,Timeout #2 by New Orleans Saints,,,17.0,2023,250
2.0,1:39,4.0,17.0,TAM 18,14.0,0.0,Jake Camarda punts 28 yards out of bounds,-2.24,-2.52,17.0,2023,250
2.0,1:34,1.0,10.0,TAM 46,14.0,0.0,Derek Carr pass complete short right to Lynn Bowden for 6 yards (tackle by Logan Hall and Devin White),2.52,2.79,17.0,2023,250
2.0,1:01,2.0,4.0,TAM 40,14.0,0.0,Derek Carr pass incomplete short right intended for Chris Olave,2.79,2.08,17.0,2023,250
2.0,0:57,3.0,4.0,TAM 40,14.0,0.0,Derek Carr pass complete short left to Rashid Shaheed for 9 yards (tackle by Antoine Winfield),2.08,3.51,17.0,2023,250
2.0,0:52,1.0,10.0,TAM 31,14.0,0.0,Derek Carr pass complete short left to Alvin Kamara for -1 yards (tackle by Dee Delaney and Jamel Dean),3.51,2.83,17.0,2023,250
2.0,0:46,2.0,11.0,TAM 32,14.0,0.0,Derek Carr pass complete short left to A.T. Perry for 5 yards (tackle by Lavonte David),2.83,2.81,17.0,2023,250
2.0,0:19,3.0,6.0,TAM 27,14.0,0.0,Derek Carr pass incomplete short left intended for Juwan Johnson,2.81,1.7,17.0,2023,250
2.0,0:14,4.0,6.0,TAM 27,17.0,0.0,Blake Grupe 45 yard field goal good,1.7,3.0,17.0,2023,250
2.0,0:09,,,NOR 35,17.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,250
2.0,0:09,1.0,10.0,TAM 25,17.0,0.0,Baker Mayfield kneels for -1 yards,0.61,-0.07,17.0,2023,250
3.0,15:00,,,NOR 35,17.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,250
3.0,15:00,1.0,10.0,TAM 25,17.0,0.0,Baker Mayfield pass incomplete deep right intended for Cade Otton,0.61,0.06,17.0,2023,250
3.0,14:57,2.0,10.0,TAM 25,17.0,0.0,Rachaad White up the middle for 4 yards (tackle by Demario Davis and Khalen Saunders),0.06,-0.1,17.0,2023,250
3.0,14:16,3.0,6.0,TAM 29,17.0,0.0,Baker Mayfield pass incomplete deep right intended for Mike Evans,-0.1,-1.44,17.0,2023,250
3.0,14:07,4.0,6.0,TAM 29,17.0,0.0,Jake Camarda punts 37 yards out of bounds,-1.44,-1.2,17.0,2023,250
3.0,14:01,1.0,10.0,NOR 34,17.0,0.0,"Penalty on Cameron Erving: False Start, 5 yards (accepted) (no play)",1.2,0.87,17.0,2023,250
3.0,14:01,1.0,15.0,NOR 29,17.0,0.0,Derek Carr pass complete short right to Jamaal Williams for 1 yard (tackle by Zyon McCollum and Joe Tryon-Shoyinka),0.87,0.12,17.0,2023,250
3.0,13:27,2.0,14.0,NOR 30,17.0,0.0,Jamaal Williams right tackle for 2 yards (tackle by Calijah Kancey and Lavonte David),0.12,-0.3,17.0,2023,250
3.0,12:51,3.0,12.0,NOR 32,17.0,0.0,Derek Carr pass complete short right to Adam Prentice for 7 yards (tackle by Devin White and Zyon McCollum),-0.3,-0.78,17.0,2023,250
3.0,12:08,4.0,5.0,NOR 39,17.0,0.0,"Lou Hedley punts 48 yards, returned by Deven Thompkins for 9 yards (tackle by Zack Baun)",-0.78,-0.41,17.0,2023,250
3.0,11:57,1.0,10.0,TAM 22,17.0,0.0,"Rachaad White for no gain. Penalty on Luke Goedeke: Offensive Holding, 10 yards (accepted) (no play)",0.41,-0.66,17.0,2023,250
3.0,11:32,1.0,20.0,TAM 12,17.0,0.0,Baker Mayfield pass complete short left to Rachaad White for 7 yards (tackle by Pete Werner),-0.66,-0.6,17.0,2023,250
3.0,10:59,2.0,13.0,TAM 19,17.0,0.0,Rachaad White up the middle for 4 yards (tackle by Pete Werner and Carl Granderson),-0.6,-0.69,17.0,2023,250
3.0,10:22,3.0,9.0,TAM 23,17.0,0.0,Baker Mayfield pass complete short right to Trey Palmer for 10 yards (tackle by Alontae Taylor),-0.69,1.14,17.0,2023,250
3.0,9:38,1.0,10.0,TAM 33,17.0,0.0,Rachaad White left guard for 6 yards (tackle by Zack Baun and Demario Davis),1.14,1.4,17.0,2023,250
3.0,9:02,2.0,4.0,TAM 39,17.0,0.0,Chase Edmonds left end for 10 yards (tackle by Pete Werner),1.4,2.19,17.0,2023,250
3.0,8:26,1.0,10.0,TAM 49,17.0,0.0,Chase Edmonds left guard for 8 yards (tackle by Tyrann Mathieu),2.19,2.73,17.0,2023,250
3.0,7:48,2.0,2.0,NOR 43,17.0,0.0,"Rachaad White right end for 16 yards. Rachaad White fumbles (forced by Johnathan Abram), recovered by Demario Davis at NO-25 and returned for 20 yards (tackle by Luke Goedeke)",2.73,-1.93,17.0,2023,250
3.0,7:30,1.0,10.0,NOR 45,17.0,0.0,Derek Carr pass complete short left to Chris Olave for 14 yards (tackle by Ryan Neal),1.93,2.85,17.0,2023,250
3.0,6:53,1.0,10.0,TAM 41,17.0,0.0,Jamaal Williams left end for 1 yard (tackle by Logan Hall and Cam Gill),2.85,2.44,17.0,2023,250
3.0,6:11,2.0,9.0,TAM 40,17.0,0.0,"Derek Carr pass complete short left to Jamaal Williams for 12 yards (tackle by Anthony Nelson). Penalty on Anthony Nelson: Horse Collar Tackle, 14 yards (accepted)",2.44,4.65,17.0,2023,250
3.0,5:52,1.0,10.0,TAM 14,17.0,0.0,Derek Carr pass incomplete short right intended for Chris Olave,4.65,4.0,17.0,2023,250
3.0,5:47,2.0,10.0,TAM 14,17.0,0.0,Jamaal Williams up the middle for 1 yard (tackle by Lavonte David),4.0,3.26,17.0,2023,250
3.0,5:10,3.0,9.0,TAM 13,17.0,0.0,Derek Carr pass complete short left to Jamaal Williams for 3 yards (tackle by Vita Vea and Christian Izien),3.26,2.79,17.0,2023,250
3.0,4:29,4.0,6.0,TAM 10,20.0,0.0,Blake Grupe 28 yard field goal good,2.79,3.0,17.0,2023,250
3.0,4:25,,,NOR 35,20.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,250
3.0,4:25,1.0,10.0,TAM 25,20.0,0.0,Rachaad White right guard for 1 yard (tackle by Khalen Saunders),0.61,0.2,17.0,2023,250
3.0,3:48,2.0,9.0,TAM 26,20.0,0.0,Baker Mayfield pass complete short middle to Chris Godwin for 18 yards (tackle by Alontae Taylor),0.2,1.86,17.0,2023,250
3.0,3:20,1.0,10.0,TAM 44,20.0,0.0,Baker Mayfield pass complete short right to Rachaad White for 7 yards (tackle by Pete Werner),1.86,2.26,17.0,2023,250
3.0,2:42,2.0,3.0,NOR 49,20.0,0.0,Baker Mayfield sacked by Bryan Bresee for -10 yards,2.26,0.23,17.0,2023,250
3.0,2:12,3.0,13.0,TAM 41,20.0,0.0,Baker Mayfield pass complete short right to Rachaad White for 4 yards (tackle by Johnathan Abram),0.23,-0.39,17.0,2023,250
3.0,1:34,4.0,9.0,TAM 45,20.0,0.0,"Jake Camarda punts 47 yards, returned by Rashid Shaheed for 11 yards (tackle by Kaevon Merriweather)",-0.39,-0.15,17.0,2023,250
3.0,1:22,1.0,10.0,NOR 19,20.0,0.0,Jamaal Williams up the middle for no gain (tackle by K.J. Britt and Vita Vea),0.15,-0.39,17.0,2023,250
3.0,0:45,2.0,10.0,NOR 19,20.0,0.0,Jamaal Williams up the middle for 6 yards (tackle by Joe Tryon-Shoyinka and Lavonte David),-0.39,-0.29,17.0,2023,250
4.0,15:00,3.0,4.0,NOR 25,20.0,0.0,"Derek Carr pass complete short right to Juwan Johnson for 8 yards (tackle by Lavonte David). Penalty on Lavonte David: Defensive Holding, 5 yards (declined)",-0.29,1.14,17.0,2023,250
4.0,14:41,1.0,10.0,NOR 33,20.0,0.0,Jamaal Williams right tackle for 3 yards (tackle by Calijah Kancey),1.14,1.0,17.0,2023,250
4.0,13:55,2.0,7.0,NOR 36,20.0,0.0,Jamaal Williams for 1 yard (tackle by Vita Vea),1.0,0.43,17.0,2023,250
4.0,13:16,3.0,6.0,NOR 37,20.0,0.0,Derek Carr pass incomplete deep right intended for Juwan Johnson,0.43,-0.91,17.0,2023,250
4.0,13:06,4.0,6.0,NOR 37,20.0,0.0,Lou Hedley punts 39 yards out of bounds,-0.91,-0.54,17.0,2023,250
4.0,13:00,1.0,10.0,TAM 24,20.0,0.0,Baker Mayfield pass complete short right to Chase Edmonds for 5 yards (tackle by Pete Werner),0.54,0.67,17.0,2023,250
4.0,12:35,2.0,5.0,TAM 29,20.0,0.0,Baker Mayfield pass complete short right to Cade Otton for 6 yards (tackle by Pete Werner),0.67,1.27,17.0,2023,250
4.0,12:13,1.0,10.0,TAM 35,20.0,0.0,Baker Mayfield pass incomplete short left intended for Deven Thompkins,1.27,0.72,17.0,2023,250
4.0,12:08,2.0,10.0,TAM 35,20.0,0.0,Baker Mayfield pass complete short left to Chase Edmonds for 10 yards (tackle by Tyrann Mathieu),0.72,1.93,17.0,2023,250
4.0,11:39,1.0,10.0,TAM 45,20.0,0.0,Baker Mayfield pass short right (defended by Tanoh Kpassagnon) intended for David Moore is intercepted by Johnathan Abram at NO-46 and returned for no gain (tackle by David Moore),1.93,-1.99,17.0,2023,250
4.0,11:28,1.0,10.0,NOR 46,20.0,0.0,Derek Carr pass incomplete short left intended for Rashid Shaheed (defended by Jamel Dean),1.99,1.45,17.0,2023,250
4.0,11:24,2.0,10.0,NOR 46,20.0,0.0,Taysom Hill left end for 2 yards (tackle by William Gholston),1.45,1.03,17.0,2023,250
4.0,10:43,3.0,8.0,NOR 48,20.0,0.0,Derek Carr pass incomplete short middle intended for Juwan Johnson (defended by Devin White),1.03,-0.19,17.0,2023,250
4.0,10:38,4.0,8.0,NOR 48,20.0,0.0,Lou Hedley punts 43 yards out of bounds,-0.19,0.38,17.0,2023,250
4.0,10:30,1.0,10.0,TAM 9,20.0,0.0,Baker Mayfield pass complete deep right to Mike Evans for 35 yards (tackle by Paulson Adebo),-0.38,1.86,17.0,2023,250
4.0,9:58,1.0,10.0,TAM 44,20.0,0.0,Baker Mayfield pass incomplete short right intended for Cade Otton,1.86,1.32,17.0,2023,250
4.0,9:55,2.0,10.0,TAM 44,20.0,0.0,Baker Mayfield pass complete short right to Chase Edmonds for 14 yards (tackle by Tyrann Mathieu and Paulson Adebo),1.32,2.79,17.0,2023,250
4.0,9:25,1.0,10.0,NOR 42,20.0,0.0,Baker Mayfield pass incomplete short middle intended for Chris Godwin (defended by Zack Baun),2.79,2.24,17.0,2023,250
4.0,9:19,2.0,10.0,NOR 42,20.0,0.0,Baker Mayfield pass complete short left to Trey Palmer for -2 yards (tackle by Demario Davis),2.24,1.29,17.0,2023,250
4.0,8:57,3.0,12.0,NOR 44,20.0,0.0,Baker Mayfield pass complete short middle to Rachaad White for 6 yards (tackle by Johnathan Abram),1.29,0.72,17.0,2023,250
4.0,8:13,4.0,6.0,NOR 38,20.0,0.0,Baker Mayfield pass complete short middle to Chris Godwin for 16 yards (tackle by Paulson Adebo and Tyrann Mathieu),0.72,4.11,17.0,2023,250
4.0,7:56,1.0,10.0,NOR 22,20.0,6.0,"Baker Mayfield pass complete deep middle to Trey Palmer for 22 yards, touchdown",4.11,7.0,17.0,2023,250
4.0,7:50,,,NOR 15,20.0,7.0,Chase McLaughlin kicks extra point good,0.0,0.0,17.0,2023,250
4.0,7:50,,,TAM 35,20.0,7.0,"Jake Camarda kicks off 55 yards, returned by Rashid Shaheed for 27 yards (tackle by Jake Camarda)",0.0,1.4,17.0,2023,250
4.0,7:44,1.0,10.0,NOR 37,20.0,7.0,Derek Carr pass complete short right to Juwan Johnson for 12 yards (tackle by Antoine Winfield and Lavonte David),1.4,2.19,17.0,2023,250
4.0,7:02,1.0,10.0,NOR 49,20.0,7.0,Jamaal Williams right end for 17 yards (tackle by Zyon McCollum and Antoine Winfield),2.19,3.31,17.0,2023,250
4.0,6:17,1.0,10.0,TAM 34,20.0,7.0,Jamaal Williams up the middle for 3 yards (tackle by K.J. Britt and Logan Hall),3.31,3.18,17.0,2023,250
4.0,5:36,2.0,7.0,TAM 31,20.0,7.0,Taysom Hill pass incomplete short right intended for Juwan Johnson (defended by Anthony Nelson),3.18,2.48,17.0,2023,250
4.0,5:30,3.0,7.0,TAM 31,20.0,7.0,Adam Prentice up the middle for 7 yards (tackle by Devin White),2.48,3.97,17.0,2023,250
4.0,4:49,,,,,,Timeout #1 by New Orleans Saints,,,17.0,2023,250
4.0,4:49,1.0,10.0,TAM 24,20.0,7.0,Taysom Hill left guard for -1 yards (tackle by YaYa Diaby and Lavonte David),3.97,3.3,17.0,2023,250
4.0,4:43,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,17.0,2023,250
4.0,4:43,2.0,11.0,TAM 25,20.0,7.0,Jamaal Williams left guard for 5 yards (tackle by William Gholston),3.3,3.27,17.0,2023,250
4.0,4:36,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,17.0,2023,250
4.0,4:36,3.0,6.0,TAM 20,20.0,7.0,Jamaal Williams up the middle for 5 yards (tackle by Joe Tryon-Shoyinka and Logan Hall),3.27,2.59,17.0,2023,250
4.0,3:51,,,,,,Timeout #2 by New Orleans Saints,,,17.0,2023,250
4.0,3:51,4.0,1.0,TAM 15,20.0,7.0,"Penalty on Andrus Peat: False Start, 5 yards (accepted) (no play)",2.59,2.15,17.0,2023,250
4.0,3:51,4.0,6.0,TAM 20,23.0,7.0,Blake Grupe 38 yard field goal good,2.15,3.0,17.0,2023,250
4.0,3:48,,,NOR 35,23.0,7.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,250
4.0,3:48,1.0,10.0,TAM 25,23.0,7.0,"Baker Mayfield pass complete deep left to Trey Palmer for 54 yards. Trey Palmer fumbles, recovered by Isaac Yiadom at NO-13 (tackle by Trey Palmer)",0.61,0.32,17.0,2023,250
4.0,3:36,1.0,10.0,NOR 13,23.0,7.0,Jamaal Williams up the middle for -1 yards (tackle by Anthony Nelson and Jamel Dean),-0.32,-0.85,17.0,2023,250
4.0,2:55,2.0,11.0,NOR 12,23.0,7.0,Jamaal Williams left tackle for no gain (tackle by Vita Vea),-0.85,-1.54,17.0,2023,250
4.0,2:49,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,17.0,2023,250
4.0,2:49,3.0,11.0,NOR 12,23.0,7.0,Jamaal Williams up the middle for 3 yards (tackle by Cam Gill and William Gholston),-1.54,-2.44,17.0,2023,250
4.0,2:05,4.0,8.0,NOR 15,23.0,7.0,"Lou Hedley punts 51 yards, returned by Deven Thompkins for 12 yards (tackle by Adam Prentice and D'Marco Jackson)",-2.44,-1.99,17.0,2023,250
4.0,1:52,1.0,10.0,TAM 46,23.0,7.0,Baker Mayfield pass complete short right to Chase Edmonds for 7 yards (tackle by Johnathan Abram),1.99,2.4,17.0,2023,250
4.0,1:47,2.0,3.0,NOR 47,23.0,13.0,"Baker Mayfield pass complete deep right to Chris Godwin for 47 yards, touchdown",2.4,7.0,17.0,2023,250
4.0,1:37,,,NOR 15,23.0,13.0,"Penalty on Tyrann Mathieu: Roughing the Passer, 15 yards (offset) Penalty on Chris Godwin: Illegal Touch Pass, 5 yards (offset) (no play)",0.0,1.0,17.0,2023,250
4.0,1:37,,,NOR 2,23.0,13.0,Two Point Attempt: Baker Mayfield pass incomplete. Interception by Paulson Adebo,1.0,-1.0,17.0,2023,250
4.0,1:37,,,TAM 35,23.0,13.0,"Jake Camarda kicks onside 14 yards, returned by Foster Moreau for no gain",0.0,2.32,17.0,2023,250
4.0,1:36,1.0,10.0,TAM 49,23.0,13.0,Derek Carr kneels for -1 yards,2.32,1.65,17.0,2023,250
4.0,0:58,2.0,11.0,TAM 50,23.0,13.0,Derek Carr kneels for -1 yards,1.65,0.83,17.0,2023,250
4.0,0:31,3.0,12.0,NOR 49,23.0,13.0,Derek Carr kneels for -1 yards,0.83,-0.19,17.0,2023,250
