Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA,week,year,game_id
2.0,11:18,1.0,10.0,GNB 39,10.0,0.0,Alexander Mattison left guard for 4 yards (tackle by Kingsley Enagbare and Lukas Van Ness),2.98,2.98,17.0,2023,256
2.0,10:44,2.0,6.0,GNB 35,10.0,0.0,Jaren Hall sacked by and Colby Wooden for -10 yards and Isaiah McDuffie for -10 yards,2.98,0.96,17.0,2023,256
2.0,10:15,3.0,16.0,GNB 45,10.0,0.0,Jaren Hall pass complete short left to Johnny Mundt for 9 yards (tackle by Keisean Nixon),0.96,0.88,17.0,2023,256
2.0,9:30,4.0,7.0,GNB 36,10.0,3.0,Greg Joseph 54 yard field goal good,0.88,3.0,17.0,2023,256
2.0,9:25,,,MIN 35,10.0,3.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,256
2.0,9:25,1.0,10.0,GNB 25,10.0,3.0,"Aaron Jones left tackle for 3 yards (tackle by Ivan Pace). Penalty on Harrison Phillips: Defensive Holding, 5 yards (accepted)",0.61,1.14,17.0,2023,256
2.0,9:05,1.0,10.0,GNB 33,10.0,3.0,Aaron Jones right guard for 6 yards (tackle by Jonathan Bullard),1.14,1.4,17.0,2023,256
2.0,8:25,2.0,4.0,GNB 39,10.0,3.0,Jordan Love pass complete short left to Jayden Reed for 15 yards,1.4,2.52,17.0,2023,256
2.0,7:50,1.0,10.0,MIN 46,10.0,3.0,Jordan Love pass complete short left to Tucker Kraft for 13 yards (tackle by Camryn Bynum),2.52,3.38,17.0,2023,256
2.0,7:09,1.0,10.0,MIN 33,10.0,3.0,Jordan Love pass complete short right to Tucker Kraft for 4 yards (tackle by Josh Metellus),3.38,3.38,17.0,2023,256
2.0,6:30,2.0,6.0,MIN 29,10.0,3.0,Aaron Jones left guard for 5 yards (tackle by Camryn Bynum),3.38,3.34,17.0,2023,256
2.0,5:47,3.0,1.0,MIN 24,10.0,3.0,Aaron Jones left tackle for 8 yards (tackle by Camryn Bynum),3.34,4.51,17.0,2023,256
2.0,5:07,1.0,10.0,MIN 16,10.0,3.0,"Aaron Jones right end for 10 yards (tackle by Jordan Hicks). Penalty on Jonathan Bullard: Illegal Use of Hands / Defense, 3 yards (accepted)",4.51,6.51,17.0,2023,256
2.0,4:43,1.0,3.0,MIN 3,10.0,3.0,AJ Dillon left end for 1 yard (tackle by Danielle Hunter and Jordan Hicks),6.51,5.72,17.0,2023,256
2.0,4:02,2.0,2.0,MIN 2,16.0,3.0,"Jordan Love left end for 2 yards, touchdown",5.72,7.0,17.0,2023,256
2.0,3:59,,,MIN 15,17.0,3.0,Anders Carlson kicks extra point good,0.0,0.0,17.0,2023,256
2.0,3:59,,,GNB 35,17.0,3.0,"Anders Carlson kicks off 68 yards, returned by Kene Nwangwu for 22 yards (tackle by Eric Wilson)",0.0,0.15,17.0,2023,256
2.0,3:54,1.0,10.0,MIN 19,17.0,3.0,Jaren Hall pass complete short right to Josh Oliver for 17 yards (tackle by Jonathan Owens),0.15,1.33,17.0,2023,256
2.0,3:27,1.0,10.0,MIN 36,17.0,3.0,"Ty Chandler up the middle for 1 yard (tackle by Rashan Gary and Eric Wilson). Penalty on Kenny Clark: Defensive Holding, 5 yards (accepted)",1.33,1.73,17.0,2023,256
2.0,3:16,1.0,10.0,MIN 42,17.0,3.0,Ty Chandler right tackle for 4 yards (tackle by Carrington Valentine and Quay Walker),1.73,1.73,17.0,2023,256
2.0,2:34,2.0,6.0,MIN 46,17.0,3.0,Jaren Hall sacked by Quay Walker for -10 yards,1.73,-0.29,17.0,2023,256
2.0,2:00,3.0,16.0,MIN 36,17.0,3.0,Jaren Hall pass incomplete deep middle intended for Jordan Addison,-0.29,-0.98,17.0,2023,256
2.0,1:52,4.0,16.0,MIN 36,17.0,3.0,"Ryan Wright punts 52 yards, fair catch by Jayden Reed at GB-12",-0.98,0.35,17.0,2023,256
2.0,1:47,1.0,10.0,GNB 12,17.0,3.0,"Aaron Jones left end for 3 yards (tackle by Akayleb Evans). Penalty on Josh Myers: Offensive Holding, 7 yards (accepted)",-0.35,-0.53,17.0,2023,256
2.0,1:39,1.0,14.0,GNB 8,17.0,3.0,Jordan Love pass complete short right to Jayden Reed for 10 yards (tackle by Josh Metellus),-0.53,-0.07,17.0,2023,256
2.0,1:35,2.0,4.0,GNB 18,17.0,3.0,Aaron Jones right tackle for 3 yards (tackle by Ivan Pace and Patrick Jones),-0.07,-0.37,17.0,2023,256
2.0,0:55,3.0,1.0,GNB 21,17.0,3.0,Jordan Love pass incomplete deep middle intended for Jayden Reed,-0.37,-1.96,17.0,2023,256
2.0,0:47,4.0,1.0,GNB 21,17.0,3.0,"Daniel Whelan punts 45 yards, returned by Brandon Powell for 4 yards (tackle by Rudy Ford)",-1.96,-1.47,17.0,2023,256
2.0,0:39,1.0,10.0,MIN 38,17.0,3.0,Jaren Hall pass complete short left to Alexander Mattison for 8 yards (tackle by Corey Ballentine),1.47,2.0,17.0,2023,256
2.0,0:32,2.0,2.0,MIN 46,17.0,3.0,"Jaren Hall sacked by Preston Smith for -8 yards. Jaren Hall fumbles (forced by Preston Smith), recovered by Karl Brooks at MIN-37 (tackle by Preston Smith)",2.0,-3.12,17.0,2023,256
2.0,0:26,1.0,10.0,MIN 37,17.0,3.0,Jordan Love pass complete short left to Romeo Doubs for 12 yards,3.12,3.91,17.0,2023,256
2.0,0:22,1.0,10.0,MIN 25,17.0,3.0,Jordan Love pass incomplete short middle intended for Romeo Doubs,3.91,3.36,17.0,2023,256
2.0,0:17,2.0,10.0,MIN 25,23.0,3.0,"Jordan Love pass complete short middle to Jayden Reed for 25 yards, touchdown",3.36,7.0,17.0,2023,256
2.0,0:08,,,MIN 15,23.0,3.0,Anders Carlson kicks extra point no good,0.0,-1.0,17.0,2023,256
2.0,0:08,,,GNB 35,23.0,3.0,"Anders Carlson kicks off 69 yards, returned by Kene Nwangwu for 37 yards (tackle by Jonathan Owens and Kristian Welch)",0.0,1.14,17.0,2023,256
2.0,0:03,1.0,10.0,MIN 33,23.0,3.0,Jaren Hall kneels for -1 yards,1.14,0.46,17.0,2023,256
3.0,15:00,,,GNB 35,23.0,3.0,"Anders Carlson kicks off 69 yards, returned by Kene Nwangwu for 47 yards (tackle by Bo Melton)",0.0,1.8,17.0,2023,256
3.0,14:53,1.0,10.0,MIN 43,23.0,3.0,Nick Mullens pass complete short right to Justin Jefferson for 12 yards (tackle by Carrington Valentine),1.8,2.59,17.0,2023,256
3.0,14:26,1.0,10.0,GNB 45,23.0,3.0,Ty Chandler up the middle for 1 yard (tackle by Kenny Clark),2.59,2.18,17.0,2023,256
3.0,13:49,2.0,9.0,GNB 44,23.0,3.0,Nick Mullens pass complete short left to Ty Chandler for 12 yards (tackle by Eric Wilson and Corey Ballentine),2.18,3.45,17.0,2023,256
3.0,13:00,1.0,10.0,GNB 32,23.0,3.0,"Penalty on Christian Darrisaw: False Start, 5 yards (accepted) (no play)",3.45,3.12,17.0,2023,256
3.0,12:50,1.0,15.0,GNB 37,23.0,3.0,"Nick Mullens pass complete short right to Johnny Mundt for no gain (tackle by Carrington Valentine). Penalty on Ed Ingram: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.12,2.79,17.0,2023,256
3.0,12:19,1.0,20.0,GNB 42,23.0,3.0,Nick Mullens sacked by and Keisean Nixon for -8 yards and Devonte Wyatt for -8 yards,2.79,0.47,17.0,2023,256
3.0,11:50,2.0,28.0,GNB 50,23.0,3.0,Nick Mullens pass complete short right to Johnny Mundt for 14 yards (tackle by Keisean Nixon and Quay Walker),0.47,1.69,17.0,2023,256
3.0,11:19,3.0,14.0,GNB 36,23.0,3.0,Nick Mullens pass complete deep right to Justin Jefferson for 21 yards (tackle by Jonathan Owens),1.69,4.58,17.0,2023,256
3.0,10:35,1.0,10.0,GNB 15,23.0,3.0,Nick Mullens pass incomplete short right intended for Johnny Mundt (defended by Jonathan Owens),4.58,3.95,17.0,2023,256
3.0,10:21,2.0,10.0,GNB 15,23.0,3.0,Ty Chandler left end for 7 yards (tackle by Corey Ballentine),3.95,4.45,17.0,2023,256
3.0,9:42,3.0,3.0,GNB 8,23.0,3.0,Nick Mullens pass complete short right to Ty Chandler for -1 yards (tackle by Keisean Nixon),4.45,2.9,17.0,2023,256
3.0,8:56,4.0,4.0,GNB 9,23.0,3.0,Nick Mullens pass incomplete short middle intended for Justin Jefferson,2.9,0.38,17.0,2023,256
3.0,8:49,1.0,10.0,GNB 10,23.0,3.0,Aaron Jones right guard for 25 yards (tackle by Harrison Smith),-0.38,1.27,17.0,2023,256
3.0,8:07,1.0,10.0,GNB 35,23.0,3.0,AJ Dillon left guard for 2 yards (tackle by Patrick Jones),1.27,0.99,17.0,2023,256
3.0,7:26,2.0,8.0,GNB 37,23.0,3.0,Jordan Love pass incomplete deep right intended for Romeo Doubs,0.99,0.3,17.0,2023,256
3.0,7:18,3.0,8.0,GNB 37,23.0,3.0,Jordan Love pass complete short middle to Malik Heath for 13 yards (tackle by Camryn Bynum and Ivan Pace),0.3,2.26,17.0,2023,256
3.0,6:37,1.0,10.0,MIN 50,23.0,3.0,Jordan Love pass complete short left to Tucker Kraft for 10 yards (tackle by Ivan Pace),2.26,2.92,17.0,2023,256
3.0,6:11,1.0,10.0,MIN 40,23.0,3.0,Aaron Jones up the middle for 1 yard (tackle by Jordan Hicks and Harrison Phillips),2.92,2.51,17.0,2023,256
3.0,5:26,2.0,9.0,MIN 39,23.0,3.0,Jordan Love pass complete short left to Aaron Jones for 10 yards (tackle by Akayleb Evans and Camryn Bynum),2.51,3.64,17.0,2023,256
3.0,4:38,1.0,10.0,MIN 29,23.0,3.0,AJ Dillon right guard for 4 yards (tackle by Harrison Phillips),3.64,3.64,17.0,2023,256
3.0,3:57,2.0,6.0,MIN 25,23.0,3.0,AJ Dillon right tackle for 5 yards (tackle by Harrison Smith and Camryn Bynum),3.64,3.6,17.0,2023,256
3.0,3:14,3.0,1.0,MIN 20,23.0,3.0,Aaron Jones up the middle for 2 yards (tackle by Ivan Pace),3.6,4.37,17.0,2023,256
3.0,2:28,1.0,10.0,MIN 18,23.0,3.0,Jordan Love pass complete short middle to Ben Sims for 6 yards (tackle by Ivan Pace and Harrison Smith),4.37,4.81,17.0,2023,256
3.0,1:48,2.0,4.0,MIN 12,23.0,3.0,Aaron Jones up the middle for 3 yards (tackle by Ivan Pace and Khyiris Tonga),4.81,4.74,17.0,2023,256
3.0,0:54,3.0,1.0,MIN 9,29.0,3.0,"Jordan Love pass complete short right to Bo Melton for 9 yards, touchdown",4.74,7.0,17.0,2023,256
3.0,0:49,,,MIN 15,30.0,3.0,Anders Carlson kicks extra point good,0.0,0.0,17.0,2023,256
3.0,0:49,,,GNB 35,30.0,3.0,"Anders Carlson kicks off 63 yards, returned by Kene Nwangwu for 15 yards (tackle by Anthony Johnson)",0.0,-0.06,17.0,2023,256
3.0,0:46,1.0,10.0,MIN 17,30.0,3.0,Alexander Mattison right end for 9 yards (tackle by Lukas Van Ness),-0.06,0.75,17.0,2023,256
3.0,0:16,2.0,1.0,MIN 26,30.0,3.0,Nick Mullens pass incomplete short middle intended for Josh Oliver (defended by Kenny Clark),0.75,-0.12,17.0,2023,256
3.0,0:05,3.0,1.0,MIN 26,30.0,3.0,"Penalty on MIN: Delay of Game, 4 yards (accepted) (no play)",-0.12,-0.62,17.0,2023,256
3.0,0:05,3.0,5.0,MIN 22,30.0,3.0,Nick Mullens pass complete short middle to Jordan Addison for 3 yards (tackle by Eric Wilson),-0.62,-1.7,17.0,2023,256
4.0,15:00,4.0,2.0,MIN 25,30.0,3.0,"Ryan Wright punts 68 yards, recovered by NaJee Thompson at GB-7",-1.7,5.6,17.0,2023,256
4.0,14:50,1.0,7.0,GNB 7,30.0,3.0,Ty Chandler up the middle for 1 yard (tackle by Tedarrell Slaton and Keisean Nixon),5.6,4.95,17.0,2023,256
4.0,14:10,2.0,6.0,GNB 6,30.0,9.0,"Nick Mullens pass complete short left to Johnny Mundt for 6 yards, touchdown",4.95,7.0,17.0,2023,256
4.0,14:06,,,GNB 15,30.0,10.0,Greg Joseph kicks extra point good,0.0,0.0,17.0,2023,256
4.0,14:06,,,MIN 35,30.0,10.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,256
4.0,14:06,1.0,10.0,GNB 25,30.0,10.0,Aaron Jones left tackle for 4 yards (tackle by Harrison Phillips and Patrick Jones),0.61,0.6,17.0,2023,256
4.0,13:23,2.0,6.0,GNB 29,30.0,10.0,Jordan Love pass complete short left to Bo Melton for 8 yards (tackle by Harrison Smith and Camryn Bynum),0.6,1.4,17.0,2023,256
4.0,12:41,1.0,10.0,GNB 37,30.0,10.0,Aaron Jones left guard for 7 yards (tackle by Danielle Hunter),1.4,1.8,17.0,2023,256
4.0,11:57,2.0,3.0,GNB 44,30.0,10.0,Jordan Love pass complete short left to Romeo Doubs for 12 yards (tackle by Camryn Bynum),1.8,2.65,17.0,2023,256
4.0,11:13,1.0,10.0,MIN 44,30.0,10.0,Jordan Love pass incomplete short right intended for Bo Melton,2.65,2.11,17.0,2023,256
4.0,11:08,2.0,10.0,MIN 44,30.0,10.0,Aaron Jones up the middle for 11 yards (tackle by Josh Metellus and Camryn Bynum),2.11,3.38,17.0,2023,256
4.0,10:19,,,,,,Timeout #1 by Green Bay Packers,,,17.0,2023,256
4.0,10:19,1.0,10.0,MIN 33,30.0,10.0,Patrick Taylor left tackle for no gain (tackle by T.J. Smith and Sheldon Day),3.38,2.84,17.0,2023,256
4.0,9:39,2.0,10.0,MIN 33,30.0,10.0,Jordan Love pass complete short right to Tucker Kraft for 3 yards (tackle by Josh Metellus),2.84,2.54,17.0,2023,256
4.0,8:57,3.0,7.0,MIN 30,30.0,10.0,Jordan Love pass complete short left to Bo Melton for 11 yards (tackle by Mekhi Blackmon),2.54,4.31,17.0,2023,256
4.0,8:19,1.0,10.0,MIN 19,30.0,10.0,Patrick Taylor left tackle for 1 yard (tackle by Jordan Hicks and Danielle Hunter),4.31,3.88,17.0,2023,256
4.0,7:35,2.0,9.0,MIN 18,30.0,10.0,Patrick Taylor up the middle for 6 yards (tackle by Patrick Jones),3.88,4.19,17.0,2023,256
4.0,6:52,3.0,3.0,MIN 12,30.0,10.0,Jordan Love pass complete short right to Samori Toure for -6 yards (tackle by Mekhi Blackmon),4.19,2.25,17.0,2023,256
4.0,6:15,4.0,9.0,MIN 18,33.0,10.0,Anders Carlson 37 yard field goal good,2.25,3.0,17.0,2023,256
4.0,6:11,,,GNB 35,33.0,10.0,"Anders Carlson kicks off 66 yards, returned by Kene Nwangwu for 24 yards (tackle by Jonathan Owens)",0.0,0.48,17.0,2023,256
4.0,6:06,1.0,10.0,MIN 23,33.0,10.0,Nick Mullens pass complete short left to Jordan Addison for 5 yards (tackle by Corey Ballentine),0.48,0.61,17.0,2023,256
4.0,5:43,2.0,5.0,MIN 28,33.0,10.0,Nick Mullens pass incomplete short left intended for Justin Jefferson,0.61,-0.1,17.0,2023,256
4.0,5:40,3.0,5.0,MIN 28,33.0,10.0,Nick Mullens pass complete short right to Johnny Mundt for 10 yards (tackle by Eric Wilson and Keisean Nixon),-0.1,1.47,17.0,2023,256
4.0,5:00,1.0,10.0,MIN 38,33.0,10.0,"Nick Mullens scrambles left tackle for 6 yards (tackle by Keisean Nixon). Penalty on Keisean Nixon: Unnecessary Roughness / Defense, 15 yards (accepted)",1.47,2.85,17.0,2023,256
4.0,4:54,1.0,10.0,GNB 41,33.0,10.0,Nick Mullens pass complete short middle to Alexander Mattison for 5 yards (tackle by Keisean Nixon),2.85,2.98,17.0,2023,256
4.0,4:24,2.0,5.0,GNB 36,33.0,10.0,Nick Mullens pass complete short right to Justin Jefferson for 7 yards (tackle by Carrington Valentine and Quay Walker),2.98,3.64,17.0,2023,256
4.0,4:05,1.0,10.0,GNB 29,33.0,10.0,Nick Mullens pass incomplete deep left intended for Jordan Addison,3.64,3.1,17.0,2023,256
4.0,4:00,,,,,,Timeout #2 by Green Bay Packers,,,17.0,2023,256
4.0,4:00,2.0,10.0,GNB 29,33.0,10.0,Nick Mullens pass incomplete short right intended for Brandon Powell,3.1,2.41,17.0,2023,256
4.0,3:56,3.0,10.0,GNB 29,33.0,10.0,Nick Mullens pass complete short right to Ty Chandler for 13 yards (tackle by Quay Walker),2.41,4.51,17.0,2023,256
4.0,3:48,1.0,10.0,GNB 16,33.0,10.0,Nick Mullens pass complete short left to Justin Jefferson for 6 yards (tackle by Keisean Nixon),4.51,4.97,17.0,2023,256
4.0,3:15,2.0,4.0,GNB 10,33.0,10.0,Nick Mullens pass incomplete short left intended for Justin Jefferson (defended by Corey Ballentine),4.97,4.17,17.0,2023,256
4.0,3:08,3.0,4.0,GNB 10,33.0,10.0,Nick Mullens pass incomplete short right intended for Justin Jefferson,4.17,2.84,17.0,2023,256
4.0,3:03,4.0,4.0,GNB 10,33.0,10.0,Nick Mullens pass incomplete short right intended for Brandon Powell (defended by Keisean Nixon),2.84,0.38,17.0,2023,256
4.0,2:56,1.0,10.0,GNB 10,33.0,10.0,Patrick Taylor up the middle for 6 yards (tackle by Patrick Jones),-0.38,-0.23,17.0,2023,256
4.0,2:52,,,,,,Timeout #1 by Minnesota Vikings,,,17.0,2023,256
4.0,2:52,2.0,4.0,GNB 16,33.0,10.0,Patrick Taylor left guard for 3 yards (tackle by Khyiris Tonga and Patrick Jones),-0.23,-0.37,17.0,2023,256
4.0,2:48,,,,,,Timeout #2 by Minnesota Vikings,,,17.0,2023,256
4.0,2:48,3.0,1.0,GNB 19,33.0,10.0,Patrick Taylor right end for 10 yards (tackle by T.J. Smith),-0.37,0.87,17.0,2023,256
4.0,2:41,,,,,,Timeout #3 by Minnesota Vikings,,,17.0,2023,256
4.0,2:41,1.0,10.0,GNB 29,33.0,10.0,Patrick Taylor right tackle for 1 yard (tackle by Andre Carter and Khyiris Tonga),0.87,0.46,17.0,2023,256
4.0,2:00,2.0,9.0,GNB 30,33.0,10.0,Patrick Taylor left guard for 3 yards (tackle by Lewis Cine and T.J. Smith),0.46,0.17,17.0,2023,256
4.0,1:48,,,,,,Timeout #3 by Green Bay Packers,,,17.0,2023,256
4.0,1:48,3.0,6.0,GNB 33,33.0,10.0,Sean Clifford pass complete deep middle to Bo Melton for 37 yards (tackle by Andrew Booth),0.17,3.58,17.0,2023,256
4.0,1:07,1.0,10.0,MIN 30,33.0,10.0,Sean Clifford kneels for -1 yards,3.58,2.9,17.0,2023,256
4.0,0:23,2.0,11.0,MIN 31,33.0,10.0,Sean Clifford kneels for -1 yards,2.9,2.08,17.0,2023,256
