Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA,week,year,game_id
1.0,10:34,2.0,8.0,NYJ 27,0.0,7.0,"Trevor Siemian pass complete deep left to Garrett Wilson for 22 yards. Penalty on Myles Garrett: Defensive Offside, 5 yards (declined)",0.33,2.19,17.0,2023,241
1.0,10:10,1.0,10.0,NYJ 49,0.0,7.0,Breece Hall left guard for 25 yards (tackle by Juan Thornhill),2.19,3.84,17.0,2023,241
1.0,9:34,1.0,10.0,CLE 26,0.0,7.0,Breece Hall right tackle for 5 yards (tackle by Jeremiah Owusu-Koramoah),3.84,3.97,17.0,2023,241
1.0,8:58,2.0,5.0,CLE 21,0.0,7.0,Israel Abanikanda left tackle for no gain (tackle by Myles Garrett),3.97,3.27,17.0,2023,241
1.0,8:14,3.0,5.0,CLE 21,6.0,7.0,"Trevor Siemian pass complete short middle to Breece Hall for 21 yards, touchdown",3.27,7.0,17.0,2023,241
1.0,8:06,,,CLE 15,7.0,7.0,Greg Zuerlein kicks extra point good,0.0,0.0,17.0,2023,241
1.0,8:06,,,NYJ 35,7.0,7.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,241
1.0,8:06,1.0,10.0,CLE 25,7.0,7.0,Joe Flacco pass incomplete short right intended for Harrison Bryant,0.61,0.06,17.0,2023,241
1.0,8:00,2.0,10.0,CLE 25,7.0,7.0,Jerome Ford right tackle for 16 yards (tackle by Quincy Williams),0.06,1.66,17.0,2023,241
1.0,7:23,1.0,10.0,CLE 41,7.0,7.0,Jerome Ford left tackle for 11 yards (tackle by Jordan Whitehead),1.66,2.39,17.0,2023,241
1.0,6:42,1.0,10.0,NYJ 48,7.0,7.0,"Joe Flacco sacked by. Joe Flacco fumbles, recovered by Joe Flacco at CLE-44 (tackle by Will McDonald)",2.39,0.77,17.0,2023,241
1.0,6:16,2.0,18.0,CLE 44,7.0,7.0,Joe Flacco pass complete short right to David Njoku for 6 yards (tackle by C.J. Mosley),0.77,0.89,17.0,2023,241
1.0,5:30,3.0,12.0,NYJ 50,7.0,7.0,Joe Flacco pass complete short right to David Njoku for 43 yards (tackle by Jordan Whitehead),0.89,5.6,17.0,2023,241
1.0,4:46,1.0,7.0,NYJ 7,7.0,13.0,"Kareem Hunt up the middle for 7 yards, touchdown",5.6,7.0,17.0,2023,241
1.0,4:43,,,NYJ 15,7.0,13.0,Riley Patterson kicks extra point no good,0.0,-1.0,17.0,2023,241
1.0,4:43,,,CLE 35,7.0,13.0,"Riley Patterson kicks off 63 yards, returned by Israel Abanikanda for 12 yards. Israel Abanikanda fumbles (forced by Matthew Adams), recovered by Mike Ford at NYJ-12 (tackle by Matthew Adams)",0.0,-4.78,17.0,2023,241
1.0,4:37,1.0,10.0,NYJ 12,7.0,13.0,Joe Flacco pass complete short right to Cedric Tillman for 8 yards (tackle by Jamien Sherwood and C.J. Mosley),4.78,5.6,17.0,2023,241
1.0,4:13,2.0,2.0,NYJ 4,7.0,13.0,Joe Flacco pass incomplete short left intended for Cedric Tillman,5.6,4.84,17.0,2023,241
1.0,4:07,3.0,2.0,NYJ 4,7.0,13.0,Kareem Hunt left guard for -2 yards (tackle by Quinnen Williams),4.84,3.0,17.0,2023,241
1.0,3:29,4.0,4.0,NYJ 6,7.0,13.0,Joe Flacco pass incomplete short middle intended for Cedric Tillman,3.0,0.38,17.0,2023,241
1.0,3:23,1.0,10.0,NYJ 6,7.0,13.0,Breece Hall right tackle for 8 yards (tackle by Ronnie Hickman and Sione Takitaki),-0.38,-0.17,17.0,2023,241
1.0,2:46,2.0,2.0,NYJ 14,7.0,13.0,Trevor Siemian scrambles right guard for 5 yards (tackle by Sione Takitaki),-0.17,0.15,17.0,2023,241
1.0,2:12,1.0,10.0,NYJ 19,7.0,19.0,"Trevor Siemian pass short right intended for Garrett Wilson is intercepted by Ronnie Hickman at NYJ-30 and returned for 30 yards, touchdown",0.15,-7.0,17.0,2023,241
1.0,2:01,,,NYJ 15,7.0,20.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2023,241
1.0,2:01,,,CLE 35,7.0,20.0,"Riley Patterson kicks off 61 yards, returned by Xavier Gipson for 34 yards (tackle by Tony Fields and Mike Ford)",0.0,1.47,17.0,2023,241
1.0,1:54,1.0,10.0,NYJ 38,7.0,20.0,"Penalty on Dalvin Tomlinson: Encroachment, 5 yards (accepted) (no play)",1.47,2.2,17.0,2023,241
1.0,1:54,1.0,5.0,NYJ 43,7.0,20.0,Trevor Siemian pass complete short right to Xavier Gipson for no gain (tackle by Denzel Ward) (no play),2.2,1.47,17.0,2023,241
1.0,1:37,1.0,10.0,NYJ 38,7.0,20.0,Garrett Wilson left end for -1 yards (tackle by Jeremiah Owusu-Koramoah),1.47,0.79,17.0,2023,241
1.0,0:59,2.0,11.0,NYJ 37,7.0,20.0,Trevor Siemian pass incomplete short middle intended for Kenny Yeboah (defended by Sione Takitaki),0.79,0.1,17.0,2023,241
1.0,0:55,3.0,11.0,NYJ 37,7.0,20.0,"Penalty on NYJ: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",0.1,-0.56,17.0,2023,241
1.0,0:55,3.0,16.0,NYJ 32,7.0,20.0,Trevor Siemian pass complete short right to Breece Hall for 11 yards (tackle by Ronnie Hickman and Juan Thornhill),-0.56,-0.52,17.0,2023,241
1.0,0:10,4.0,5.0,NYJ 43,7.0,20.0,"Thomas Morstead punts 57 yards, touchback.",-0.52,-0.28,17.0,2023,241
2.0,15:00,1.0,10.0,CLE 20,7.0,20.0,Jerome Ford right tackle for 4 yards (tackle by Micheal Clemons),0.28,0.27,17.0,2023,241
2.0,14:22,2.0,6.0,CLE 24,7.0,20.0,Jerome Ford left end for 11 yards (tackle by Tony Adams and Ashtyn Davis),0.27,1.27,17.0,2023,241
2.0,13:38,1.0,10.0,CLE 35,7.0,20.0,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.27,2.0,17.0,2023,241
2.0,13:29,1.0,5.0,CLE 40,7.0,20.0,"Joe Flacco pass complete short right to David Njoku for 15 yards. David Njoku fumbles (forced by C.J. Mosley), recovered by C.J. Mosley at NYJ-35 (tackle by C.J. Mosley)",2.0,-1.27,17.0,2023,241
2.0,13:18,1.0,10.0,NYJ 35,7.0,20.0,Breece Hall left end for 2 yards (tackle by Sione Takitaki),1.27,0.99,17.0,2023,241
2.0,12:43,2.0,8.0,NYJ 37,7.0,20.0,Trevor Siemian pass incomplete short left intended for Garrett Wilson (defended by Martin Emerson),0.99,0.3,17.0,2023,241
2.0,12:34,3.0,8.0,NYJ 37,7.0,20.0,Trevor Siemian pass complete short right to Garrett Wilson for 3 yards (tackle by Greg Newsome),0.3,-0.72,17.0,2023,241
2.0,11:55,4.0,5.0,NYJ 40,7.0,20.0,Thomas Morstead punts 39 yards out of bounds,-0.72,-0.34,17.0,2023,241
2.0,11:47,1.0,10.0,CLE 21,7.0,20.0,Joe Flacco pass complete short right to Elijah Moore for 6 yards (tackle by Sauce Gardner),0.34,0.61,17.0,2023,241
2.0,11:12,2.0,4.0,CLE 27,7.0,20.0,Joe Flacco pass complete short left to Elijah Moore for 1 yard (tackle by Tony Adams and D.J. Reed),0.61,0.04,17.0,2023,241
2.0,10:37,3.0,3.0,CLE 28,7.0,20.0,Joe Flacco pass complete deep right to Elijah Moore for 24 yards (tackle by Jordan Whitehead),0.04,2.39,17.0,2023,241
2.0,9:49,1.0,10.0,NYJ 48,7.0,20.0,Joe Flacco pass complete deep left to Jordan Akins for 28 yards (tackle by D.J. Reed),2.39,4.24,17.0,2023,241
2.0,9:01,1.0,10.0,NYJ 20,7.0,20.0,Pierre Strong left end for 4 yards (tackle by Bruce Hector and Solomon Thomas),4.24,4.28,17.0,2023,241
2.0,8:21,2.0,6.0,NYJ 16,7.0,20.0,Joe Flacco pass complete short left to Harrison Bryant for 5 yards (tackle by Quincy Williams and C.J. Mosley),4.28,4.59,17.0,2023,241
2.0,7:45,3.0,1.0,NYJ 11,7.0,20.0,Joe Flacco right guard for 3 yards (tackle by John Franklin-Myers),4.59,5.37,17.0,2023,241
2.0,7:08,1.0,8.0,NYJ 8,7.0,20.0,Joe Flacco pass incomplete short right intended for Elijah Moore,5.37,4.57,17.0,2023,241
2.0,7:01,2.0,8.0,NYJ 8,7.0,20.0,Jerome Ford right guard for no gain (tackle by Jermaine Johnson),4.57,3.58,17.0,2023,241
2.0,6:20,3.0,8.0,NYJ 8,7.0,26.0,"Joe Flacco pass complete short left to Elijah Moore for 8 yards, touchdown",3.58,7.0,17.0,2023,241
2.0,6:15,,,NYJ 15,7.0,27.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2023,241
2.0,6:15,,,CLE 35,7.0,27.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,241
2.0,6:15,1.0,10.0,NYJ 25,7.0,27.0,Trevor Siemian sacked by Myles Garrett for -7 yards,0.61,-0.98,17.0,2023,241
2.0,5:34,2.0,17.0,NYJ 18,7.0,27.0,Trevor Siemian pass incomplete short right intended for Xavier Gipson (defended by Greg Newsome),-0.98,-1.72,17.0,2023,241
2.0,5:29,3.0,17.0,NYJ 18,7.0,27.0,Trevor Siemian pass complete short right to Xavier Gipson for 15 yards (tackle by Martin Emerson),-1.72,-1.18,17.0,2023,241
2.0,4:47,4.0,2.0,NYJ 33,7.0,27.0,"Thomas Morstead punts 49 yards, fair catch by James Proche at CLE-18",-1.18,-0.04,17.0,2023,241
2.0,4:39,1.0,10.0,CLE 18,7.0,27.0,Joe Flacco pass complete short left to Harrison Bryant for 9 yards (tackle by C.J. Mosley),0.04,0.82,17.0,2023,241
2.0,4:04,2.0,1.0,CLE 27,7.0,27.0,Kareem Hunt right tackle for 5 yards (tackle by Quincy Williams and C.J. Mosley),0.82,1.07,17.0,2023,241
2.0,3:21,1.0,10.0,CLE 32,7.0,27.0,"Kareem Hunt left guard for 3 yards (tackle by Solomon Thomas and Quinnen Williams). Penalty on Quinnen Williams: Face Mask (15 Yards), 15 yards (accepted)",1.07,2.26,17.0,2023,241
2.0,2:55,1.0,10.0,CLE 50,7.0,27.0,Jerome Ford left tackle for no gain (tackle by Quinnen Williams and Ashtyn Davis),2.26,1.71,17.0,2023,241
2.0,2:13,2.0,10.0,CLE 50,13.0,27.0,"Joe Flacco pass short left intended for David Njoku is intercepted by Jermaine Johnson at CLE-37 and returned for 37 yards, touchdown",1.71,-7.0,17.0,2023,241
2.0,2:02,,,CLE 15,14.0,27.0,Greg Zuerlein kicks extra point good,0.0,0.0,17.0,2023,241
2.0,2:02,,,NYJ 35,14.0,27.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,241
2.0,2:02,1.0,10.0,CLE 25,14.0,27.0,Jerome Ford left guard for 3 yards (tackle by Micheal Clemons),0.61,0.47,17.0,2023,241
2.0,1:58,2.0,7.0,CLE 28,14.0,27.0,Joe Flacco pass complete deep left to Elijah Moore for 22 yards (tackle by C.J. Mosley),0.47,2.26,17.0,2023,241
2.0,1:41,,,,,,Timeout #1 by Cleveland Browns,,,17.0,2023,241
2.0,1:41,1.0,10.0,NYJ 50,14.0,33.0,"Joe Flacco pass complete short left to Jerome Ford for 50 yards, touchdown",2.26,7.0,17.0,2023,241
2.0,1:25,,,NYJ 15,14.0,34.0,Riley Patterson kicks extra point good,0.0,0.0,17.0,2023,241
2.0,1:25,,,CLE 35,14.0,34.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,241
2.0,1:25,1.0,10.0,NYJ 25,14.0,34.0,"Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",0.61,1.34,17.0,2023,241
2.0,1:25,1.0,5.0,NYJ 30,14.0,34.0,Trevor Siemian pass complete short middle to Breece Hall for 1 yard (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),1.34,0.87,17.0,2023,241
2.0,1:05,2.0,4.0,NYJ 31,14.0,34.0,Trevor Siemian pass complete short left to Garrett Wilson for 10 yards (tackle by Martin Emerson),0.87,1.66,17.0,2023,241
2.0,0:56,,,,,,Timeout #1 by New York Jets,,,17.0,2023,241
2.0,0:56,1.0,10.0,NYJ 41,14.0,34.0,Trevor Siemian pass complete short right to Tyler Conklin for 7 yards (tackle by Sione Takitaki),1.66,2.07,17.0,2023,241
2.0,0:33,2.0,3.0,NYJ 48,14.0,34.0,Trevor Siemian pass complete deep left to Tyler Conklin for 20 yards (tackle by D'Anthony Bell),2.07,3.45,17.0,2023,241
2.0,0:19,,,,,,Timeout #2 by New York Jets,,,17.0,2023,241
2.0,0:19,1.0,10.0,CLE 32,14.0,34.0,"Trevor Siemian pass complete short middle to Breece Hall for no gain (tackle by Shelby Harris). Penalty on Mekhi Becton: Offensive Holding, 10 yards (accepted) (no play)",3.45,2.79,17.0,2023,241
2.0,0:19,1.0,20.0,CLE 42,14.0,34.0,Trevor Siemian pass complete short right to Xavier Gipson for 14 yards (tackle by Ronnie Hickman and Jeremiah Owusu-Koramoah),2.79,3.44,17.0,2023,241
2.0,0:03,,,,,,Timeout #3 by New York Jets,,,17.0,2023,241
2.0,0:03,2.0,6.0,CLE 28,17.0,34.0,Greg Zuerlein 46 yard field goal good,3.44,3.0,17.0,2023,241
3.0,15:00,,,CLE 35,17.0,34.0,"Riley Patterson kicks off 61 yards, returned by Xavier Gipson for 25 yards (tackle by Mohamoud Diabate)",0.0,0.87,17.0,2023,241
3.0,14:56,1.0,10.0,NYJ 29,17.0,34.0,Breece Hall right tackle for 4 yards (tackle by Shelby Harris),0.87,0.87,17.0,2023,241
3.0,14:16,2.0,6.0,NYJ 33,17.0,34.0,Breece Hall right tackle for 17 yards (tackle by Denzel Ward),0.87,2.26,17.0,2023,241
3.0,13:41,1.0,10.0,NYJ 50,17.0,34.0,Breece Hall right tackle for 6 yards (tackle by D'Anthony Bell),2.26,2.52,17.0,2023,241
3.0,13:01,2.0,4.0,CLE 44,17.0,34.0,Israel Abanikanda right guard for 3 yards (tackle by Jordan Elliott),2.52,2.21,17.0,2023,241
3.0,12:24,,,,,,Timeout #1 by New York Jets,,,17.0,2023,241
3.0,12:24,3.0,1.0,CLE 41,17.0,34.0,Breece Hall left end for 10 yards (tackle by Sione Takitaki),2.21,3.51,17.0,2023,241
3.0,11:44,1.0,10.0,CLE 31,17.0,34.0,Trevor Siemian pass complete short left to Breece Hall for 1 yard (tackle by Tony Fields and Shelby Harris),3.51,3.1,17.0,2023,241
3.0,10:59,2.0,9.0,CLE 30,17.0,34.0,Trevor Siemian pass complete deep middle to Jason Brownlee for 24 yards (tackle by Juan Thornhill),3.1,5.83,17.0,2023,241
3.0,10:21,1.0,6.0,CLE 6,17.0,34.0,Breece Hall left guard for -2 yards (tackle by D'Anthony Bell),5.83,4.57,17.0,2023,241
3.0,9:40,2.0,8.0,CLE 8,17.0,34.0,Trevor Siemian pass incomplete short left intended for Xavier Gipson,4.57,3.58,17.0,2023,241
3.0,9:35,3.0,8.0,CLE 8,17.0,34.0,Trevor Siemian pass incomplete short right intended for Garrett Wilson (defended by Greg Newsome),3.58,2.95,17.0,2023,241
3.0,9:31,4.0,8.0,CLE 8,17.0,34.0,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",2.95,2.57,17.0,2023,241
3.0,9:31,4.0,13.0,CLE 13,17.0,34.0,Greg Zuerlein 31 yard field goal no good blocked by Shelby Harris,2.57,-0.34,17.0,2023,241
3.0,9:27,1.0,10.0,CLE 21,17.0,34.0,Joe Flacco pass complete short left to David Bell for 1 yard (tackle by D.J. Reed),0.34,-0.51,17.0,2023,241
3.0,8:51,2.0,9.0,CLE 17,17.0,34.0,"Jerome Ford right tackle for no gain. Jerome Ford fumbles (forced by Jordan Whitehead), recovered by Jordan Whitehead at CLE-19 (tackle by Jordan Whitehead) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Jerome Ford right tackle for no gain (tackle by Jordan Whitehead)",-0.51,-1.2,17.0,2023,241
3.0,8:45,3.0,9.0,CLE 17,17.0,34.0,Joe Flacco pass complete short left to David Bell for 6 yards (tackle by Tony Adams),-1.2,-1.83,17.0,2023,241
3.0,8:02,4.0,3.0,CLE 23,17.0,34.0,Matt Haack punts 44 yards,-1.83,-1.14,17.0,2023,241
3.0,7:54,1.0,10.0,NYJ 33,17.0,34.0,Trevor Siemian pass complete short right to Xavier Gipson for 6 yards (tackle by Duron Harmon and Jeremiah Owusu-Koramoah),1.14,1.4,17.0,2023,241
3.0,7:21,2.0,4.0,NYJ 39,17.0,34.0,Breece Hall left tackle for -2 yards (tackle by Duron Harmon),1.4,0.43,17.0,2023,241
3.0,6:39,3.0,6.0,NYJ 37,17.0,34.0,Trevor Siemian pass complete short left to Nick Bawden for 8 yards,0.43,1.93,17.0,2023,241
3.0,6:06,1.0,10.0,NYJ 45,17.0,34.0,Trevor Siemian pass complete short left to Breece Hall for 2 yards (tackle by Duron Harmon),1.93,1.65,17.0,2023,241
3.0,5:26,2.0,8.0,NYJ 47,17.0,34.0,Breece Hall right guard for 7 yards (tackle by Jeremiah Owusu-Koramoah),1.65,1.88,17.0,2023,241
3.0,4:43,3.0,1.0,CLE 46,17.0,34.0,Trevor Siemian right guard for 2 yards (tackle by Sione Takitaki),1.88,2.65,17.0,2023,241
3.0,4:01,1.0,10.0,CLE 44,17.0,34.0,"Penalty on Irvin Charles: False Start, 5 yards (accepted) (no play)",2.65,2.32,17.0,2023,241
3.0,3:41,1.0,15.0,CLE 49,17.0,34.0,Trevor Siemian pass complete short right to Jason Brownlee for 4 yards (tackle by Sione Takitaki),2.32,1.98,17.0,2023,241
3.0,3:04,2.0,11.0,CLE 45,17.0,34.0,Trevor Siemian pass incomplete short right intended for Garrett Wilson,1.98,1.29,17.0,2023,241
3.0,2:59,3.0,11.0,CLE 45,17.0,34.0,Trevor Siemian scrambles up the middle for 1 yard (tackle by Za'Darius Smith),1.29,0.33,17.0,2023,241
3.0,2:14,4.0,10.0,CLE 44,17.0,34.0,"Thomas Morstead punts 34 yards, fair catch by James Proche at CLE-10",0.33,0.38,17.0,2023,241
3.0,2:07,1.0,10.0,CLE 10,17.0,34.0,Joe Flacco pass incomplete deep right intended for David Njoku (defended by Sauce Gardner),-0.38,-0.78,17.0,2023,241
3.0,2:00,2.0,10.0,CLE 10,17.0,34.0,Joe Flacco pass incomplete short left intended for Cedric Tillman (defended by D.J. Reed),-0.78,-1.42,17.0,2023,241
3.0,1:55,3.0,10.0,CLE 10,17.0,34.0,"Joe Flacco pass incomplete short left intended for Cedric Tillman. Penalty on D.J. Reed: Defensive Holding, 5 yards (accepted) (no play)",-1.42,-0.22,17.0,2023,241
3.0,1:49,1.0,10.0,CLE 15,17.0,34.0,Jerome Ford right tackle for 5 yards (tackle by Quincy Williams and Jordan Whitehead),-0.22,0.08,17.0,2023,241
3.0,1:11,2.0,5.0,CLE 20,17.0,34.0,"Joe Flacco aborted snap, recovered by Jerome Ford at CLE-15 (tackle by Bruce Hector)",0.08,-1.0,17.0,2023,241
3.0,0:25,3.0,7.0,CLE 18,17.0,34.0,Joe Flacco pass incomplete short right intended for David Bell,-1.0,-2.24,17.0,2023,241
3.0,0:17,4.0,7.0,CLE 18,17.0,34.0,"Matt Haack punts 55 yards, returned by Xavier Gipson for 20 yards (tackle by Harrison Bryant)",-2.24,-2.06,17.0,2023,241
3.0,0:04,1.0,10.0,NYJ 47,17.0,34.0,Xavier Gipson right end for 8 yards (tackle by Martin Emerson),2.06,2.6,17.0,2023,241
4.0,15:00,2.0,2.0,CLE 45,17.0,34.0,Breece Hall right guard for 2 yards (tackle by Myles Garrett),2.6,2.72,17.0,2023,241
4.0,14:26,1.0,10.0,CLE 43,17.0,34.0,Trevor Siemian pass complete short right to Garrett Wilson for 9 yards (tackle by Denzel Ward),2.72,3.39,17.0,2023,241
4.0,13:42,2.0,1.0,CLE 34,17.0,34.0,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",3.39,2.72,17.0,2023,241
4.0,13:42,2.0,6.0,CLE 39,17.0,34.0,Trevor Siemian pass incomplete short left,2.72,2.01,17.0,2023,241
4.0,13:39,3.0,6.0,CLE 39,17.0,34.0,Trevor Siemian pass incomplete short left intended for Garrett Wilson,2.01,0.66,17.0,2023,241
4.0,13:35,4.0,6.0,CLE 39,17.0,34.0,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",0.66,0.33,17.0,2023,241
4.0,13:35,4.0,11.0,CLE 44,17.0,34.0,"Thomas Morstead punts 34 yards, fair catch by James Proche at CLE-10",0.33,0.38,17.0,2023,241
4.0,13:29,1.0,10.0,CLE 10,17.0,34.0,Pierre Strong right guard for 7 yards (tackle by Jamien Sherwood and Jalyn Holmes),-0.38,-0.09,17.0,2023,241
4.0,12:50,2.0,3.0,CLE 17,17.0,34.0,Pierre Strong up the middle for 15 yards (tackle by Jamien Sherwood),-0.09,1.07,17.0,2023,241
4.0,12:06,1.0,10.0,CLE 32,17.0,34.0,"Pierre Strong right tackle for 3 yards. Pierre Strong fumbles (forced by Quincy Williams), recovered by Jermaine Johnson at CLE-35 (tackle by Quincy Williams)",1.07,-3.25,17.0,2023,241
4.0,11:55,1.0,10.0,CLE 35,17.0,34.0,Trevor Siemian pass complete short right to Garrett Wilson for 6 yards (tackle by Sione Takitaki),3.25,3.51,17.0,2023,241
4.0,11:24,2.0,4.0,CLE 29,17.0,34.0,Trevor Siemian pass incomplete short left intended for Xavier Gipson (defended by Martin Emerson),3.51,2.81,17.0,2023,241
4.0,11:19,3.0,4.0,CLE 29,17.0,34.0,Trevor Siemian pass complete short left to Tyler Conklin for 3 yards (tackle by Sione Takitaki),2.81,1.89,17.0,2023,241
4.0,10:56,4.0,1.0,CLE 26,17.0,34.0,Trevor Siemian right guard for no gain (tackle by Jordan Elliott) (no play),1.89,4.24,17.0,2023,241
4.0,10:51,1.0,10.0,CLE 20,17.0,34.0,Trevor Siemian pass complete short right to Xavier Gipson for -2 yards (tackle by D'Anthony Bell),4.24,3.42,17.0,2023,241
4.0,10:18,2.0,12.0,CLE 22,17.0,34.0,"Penalty on Joe Tippmann: False Start, 5 yards (accepted) (no play)",3.42,2.75,17.0,2023,241
4.0,10:18,2.0,17.0,CLE 27,17.0,34.0,Trevor Siemian pass complete short middle to Breece Hall for 2 yards (tackle by Sione Takitaki),2.75,2.34,17.0,2023,241
4.0,9:40,3.0,15.0,CLE 25,17.0,34.0,Trevor Siemian sacked by Alex Wright for -1 yards,2.34,1.74,17.0,2023,241
4.0,8:54,4.0,16.0,CLE 26,20.0,34.0,Greg Zuerlein 44 yard field goal good,1.74,3.0,17.0,2023,241
4.0,8:50,,,NYJ 35,20.0,34.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,241
4.0,8:50,1.0,10.0,CLE 25,20.0,34.0,Joe Flacco pass incomplete short left intended for Kareem Hunt,0.61,0.06,17.0,2023,241
4.0,8:45,2.0,10.0,CLE 25,20.0,34.0,Kareem Hunt right tackle for no gain (tackle by Jermaine Johnson and C.J. Mosley),0.06,-0.62,17.0,2023,241
4.0,8:09,3.0,10.0,CLE 25,20.0,34.0,Joe Flacco pass complete short left to David Njoku for 6 yards (tackle by Tony Adams),-0.62,-1.31,17.0,2023,241
4.0,7:25,4.0,4.0,CLE 31,20.0,34.0,"Matt Haack punts 56 yards, returned by Xavier Gipson for 10 yards (tackle by Harrison Bryant)",-1.31,-0.48,17.0,2023,241
4.0,7:13,1.0,10.0,NYJ 23,20.0,34.0,Trevor Siemian pass complete short right to Breece Hall for -4 yards (tackle by Jeremiah Owusu-Koramoah),0.48,-0.67,17.0,2023,241
4.0,6:37,2.0,14.0,NYJ 19,20.0,34.0,Trevor Siemian pass complete short right to Breece Hall for 5 yards (tackle by Denzel Ward),-0.67,-0.63,17.0,2023,241
4.0,6:13,3.0,9.0,NYJ 24,20.0,34.0,Trevor Siemian pass complete short left to Breece Hall for 3 yards (tackle by Sione Takitaki),-0.63,-1.57,17.0,2023,241
4.0,5:38,4.0,6.0,NYJ 27,20.0,34.0,Trevor Siemian scrambles left end for 5 yards (tackle by Jeremiah Owusu-Koramoah),-1.57,-3.45,17.0,2023,241
4.0,5:21,1.0,10.0,NYJ 32,20.0,34.0,Kareem Hunt right guard for 8 yards (tackle by Jordan Whitehead),3.45,3.98,17.0,2023,241
4.0,4:37,2.0,2.0,NYJ 24,20.0,34.0,Kareem Hunt right guard for 4 yards (tackle by Jermaine Johnson),3.98,4.24,17.0,2023,241
4.0,3:55,1.0,10.0,NYJ 20,20.0,34.0,Kareem Hunt right guard for 3 yards (tackle by Quincy Williams),4.24,4.12,17.0,2023,241
4.0,3:10,2.0,7.0,NYJ 17,20.0,34.0,Kareem Hunt right tackle for -1 yards (tackle by Tony Adams),4.12,3.22,17.0,2023,241
4.0,3:03,,,,,,Timeout #2 by New York Jets,,,17.0,2023,241
4.0,3:03,3.0,8.0,NYJ 18,20.0,34.0,Kareem Hunt right guard for 4 yards (tackle by Quincy Williams and Tony Adams),3.22,2.58,17.0,2023,241
4.0,2:58,,,,,,Timeout #3 by New York Jets,,,17.0,2023,241
4.0,2:58,4.0,4.0,NYJ 14,20.0,37.0,Riley Patterson 33 yard field goal good,2.58,3.0,17.0,2023,241
4.0,2:54,,,CLE 35,20.0,37.0,"Riley Patterson kicks off 66 yards, returned by Xavier Gipson for 23 yards (tackle by Duron Harmon)",0.0,0.41,17.0,2023,241
