Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA,week,year,game_id
2.0,1:08,2.0,7.0,LVR 7,7.0,14.0,Isiah Pacheco up the middle for 4 yards (tackle by Adam Butler),4.76,4.72,12.0,2023,177
2.0,0:30,3.0,3.0,LVR 3,13.0,14.0,"Patrick Mahomes pass complete short left to Justin Watson for 3 yards, touchdown",4.72,7.0,12.0,2023,177
2.0,0:25,,,LVR 15,14.0,14.0,Harrison Butker kicks extra point good,0.0,0.0,12.0,2023,177
2.0,0:25,,,KAN 35,14.0,14.0,"Penalty on Justin Watson: Taunting / Offense, 15 yards (accepted) (no play)",0.0,0.0,12.0,2023,177
2.0,0:25,,,KAN 20,14.0,14.0,"Harrison Butker kicks off 78 yards, returned by DeAndre Carter for 25 yards (tackle by Jack Cochrane)",0.0,0.74,12.0,2023,177
2.0,0:19,1.0,10.0,LVR 27,14.0,14.0,Aidan O'Connell pass incomplete short right intended for Michael Mayer,0.74,0.2,12.0,2023,177
2.0,0:14,2.0,10.0,LVR 27,14.0,14.0,Ameer Abdullah left guard for 11 yards (tackle by Mike Edwards and Justin Reid),0.2,1.47,12.0,2023,177
3.0,15:00,,,LVR 35,14.0,14.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,177
3.0,15:00,1.0,10.0,KAN 25,14.0,14.0,Isiah Pacheco right guard for 4 yards (tackle by Malcolm Koonce and Robert Spillane),0.61,0.6,12.0,2023,177
3.0,14:26,2.0,6.0,KAN 29,14.0,14.0,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Divine Deablo),0.6,1.4,12.0,2023,177
3.0,13:53,1.0,10.0,KAN 37,14.0,14.0,Patrick Mahomes pass complete short middle to Noah Gray for 13 yards (tackle by Robert Spillane and Divine Deablo),1.4,2.26,12.0,2023,177
3.0,13:15,1.0,10.0,KAN 50,14.0,14.0,Isiah Pacheco up the middle for 3 yards (tackle by Robert Spillane and Bilal Nichols),2.26,2.12,12.0,2023,177
3.0,12:35,2.0,7.0,LVR 47,14.0,14.0,Isiah Pacheco up the middle for 6 yards (tackle by Luke Masterson),2.12,2.21,12.0,2023,177
3.0,12:16,3.0,1.0,LVR 41,14.0,14.0,Isiah Pacheco left guard for 6 yards (tackle by John Jenkins and Luke Masterson),2.21,3.25,12.0,2023,177
3.0,11:38,1.0,10.0,LVR 35,14.0,14.0,Patrick Mahomes pass complete short right to Rashee Rice for 1 yard (tackle by Luke Masterson),3.25,2.84,12.0,2023,177
3.0,10:54,2.0,9.0,LVR 34,14.0,14.0,Patrick Mahomes pass complete short middle to Rashee Rice for 19 yards (tackle by Amik Robertson),2.84,4.58,12.0,2023,177
3.0,10:03,1.0,10.0,LVR 15,14.0,14.0,Patrick Mahomes pass complete short left to Isiah Pacheco for 14 yards (tackle by Nate Hobbs),4.58,6.97,12.0,2023,177
3.0,9:18,1.0,1.0,LVR 1,20.0,14.0,"Isiah Pacheco up the middle for 1 yard, touchdown",6.97,7.0,12.0,2023,177
3.0,9:15,,,LVR 15,21.0,14.0,Harrison Butker kicks extra point good,0.0,0.0,12.0,2023,177
3.0,9:15,,,KAN 35,21.0,14.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,177
3.0,9:15,1.0,10.0,LVR 25,21.0,14.0,Josh Jacobs right guard for 3 yards (tackle by Justin Reid),0.61,0.47,12.0,2023,177
3.0,8:40,2.0,7.0,LVR 28,21.0,14.0,Josh Jacobs right guard for 3 yards (tackle by Drue Tranquill),0.47,0.17,12.0,2023,177
3.0,7:57,3.0,4.0,LVR 31,21.0,14.0,Aidan O'Connell pass incomplete deep left intended for Davante Adams,0.17,-1.31,12.0,2023,177
3.0,7:51,4.0,4.0,LVR 31,21.0,14.0,AJ Cole punts 29 yards out of bounds,-1.31,-1.6,12.0,2023,177
3.0,7:44,1.0,10.0,KAN 40,21.0,14.0,Isiah Pacheco left end for 2 yards (tackle by Robert Spillane),1.6,1.32,12.0,2023,177
3.0,7:07,2.0,8.0,KAN 42,21.0,14.0,Patrick Mahomes pass incomplete short left intended for Rashee Rice,1.32,0.63,12.0,2023,177
3.0,7:03,3.0,8.0,KAN 42,21.0,14.0,Patrick Mahomes sacked by Maxx Crosby for -7 yards,0.63,-1.04,12.0,2023,177
3.0,6:23,4.0,15.0,KAN 35,21.0,14.0,"Tommy Townsend punts 41 yards, fair catch by DeAndre Carter at LV-24",-1.04,-0.54,12.0,2023,177
3.0,6:14,1.0,10.0,LVR 24,21.0,14.0,Aidan O'Connell pass complete short right to Michael Mayer for 17 yards (tackle by Trent McDuffie),0.54,1.66,12.0,2023,177
3.0,5:30,1.0,10.0,LVR 41,21.0,14.0,Josh Jacobs left guard for 4 yards (tackle by Justin Reid and Willie Gay),1.66,1.66,12.0,2023,177
3.0,4:48,2.0,6.0,LVR 45,21.0,14.0,Josh Jacobs up the middle for 2 yards (tackle by Jaylen Watson),1.66,1.22,12.0,2023,177
3.0,4:08,3.0,4.0,LVR 47,21.0,14.0,Aidan O'Connell pass complete deep right to Jakobi Meyers for 33 yards (tackle by Trent McDuffie),1.22,4.24,12.0,2023,177
3.0,3:40,1.0,10.0,KAN 20,21.0,14.0,Aidan O'Connell pass complete short right to Josh Jacobs for 4 yards (tackle by Joshua Williams),4.24,4.28,12.0,2023,177
3.0,3:01,2.0,6.0,KAN 16,21.0,14.0,Josh Jacobs right end for no gain (tackle by Justin Reid),4.28,3.52,12.0,2023,177
3.0,2:16,3.0,6.0,KAN 16,21.0,14.0,Aidan O'Connell pass incomplete short middle intended for Davante Adams,3.52,2.4,12.0,2023,177
3.0,2:13,4.0,6.0,KAN 16,21.0,17.0,Daniel Carlson 34 yard field goal good,2.4,3.0,12.0,2023,177
3.0,2:09,,,LVR 35,21.0,17.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,177
3.0,2:09,1.0,10.0,KAN 25,21.0,17.0,Patrick Mahomes pass complete short middle to Travis Kelce for 16 yards (tackle by Marcus Epps),0.61,1.66,12.0,2023,177
3.0,1:32,1.0,10.0,KAN 41,21.0,17.0,Isiah Pacheco right guard for 6 yards (tackle by Robert Spillane),1.66,1.93,12.0,2023,177
3.0,0:53,2.0,4.0,KAN 47,21.0,17.0,Patrick Mahomes pass complete short right to Isiah Pacheco for 10 yards (tackle by Robert Spillane),1.93,2.72,12.0,2023,177
3.0,0:12,1.0,10.0,LVR 43,21.0,17.0,"Clyde Edwards-Helaire right guard for no gain (tackle by Divine Deablo). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",2.72,2.06,12.0,2023,177
4.0,15:00,1.0,20.0,KAN 47,21.0,17.0,Patrick Mahomes pass complete short right to Rashee Rice for 9 yards (tackle by Jack Jones),2.06,2.04,12.0,2023,177
4.0,14:25,2.0,11.0,LVR 44,21.0,17.0,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Tre'von Moehrig),2.04,2.01,12.0,2023,177
4.0,13:48,3.0,6.0,LVR 39,27.0,17.0,"Patrick Mahomes pass complete short left to Rashee Rice for 39 yards, touchdown",2.01,7.0,12.0,2023,177
4.0,13:40,,,LVR 15,28.0,17.0,Harrison Butker kicks extra point good,0.0,0.0,12.0,2023,177
4.0,13:40,,,KAN 35,28.0,17.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,177
4.0,13:40,1.0,10.0,LVR 25,28.0,17.0,Josh Jacobs right guard for 5 yards (tackle by Matt Dickerson and Drue Tranquill),0.61,0.74,12.0,2023,177
4.0,12:56,2.0,5.0,LVR 30,28.0,17.0,Aidan O'Connell pass complete short left to Austin Hooper for 14 yards (tackle by Justin Reid),0.74,1.86,12.0,2023,177
4.0,12:11,1.0,10.0,LVR 44,28.0,17.0,Aidan O'Connell pass complete short left to Josh Jacobs for 1 yard (tackle by Matt Dickerson),1.86,1.45,12.0,2023,177
4.0,11:26,2.0,9.0,LVR 45,28.0,17.0,Josh Jacobs left tackle for 1 yard (tackle by Charles Omenihu),1.45,0.89,12.0,2023,177
4.0,10:40,3.0,8.0,LVR 46,28.0,17.0,Aidan O'Connell pass complete short right to Michael Mayer for 10 yards (tackle by Justin Reid),0.89,2.65,12.0,2023,177
4.0,9:56,1.0,10.0,KAN 44,28.0,17.0,Aidan O'Connell pass incomplete short middle intended for Josh Jacobs,2.65,2.11,12.0,2023,177
4.0,9:51,2.0,10.0,KAN 44,28.0,17.0,Jakobi Meyers pass incomplete short right,2.11,1.42,12.0,2023,177
4.0,9:45,3.0,10.0,KAN 44,28.0,17.0,Aidan O'Connell pass incomplete short left intended for Michael Mayer (defended by Trent McDuffie),1.42,0.33,12.0,2023,177
4.0,9:42,4.0,10.0,KAN 44,28.0,17.0,AJ Cole punts 37 yards out of bounds,0.33,0.38,12.0,2023,177
4.0,9:33,1.0,10.0,KAN 7,28.0,17.0,Patrick Mahomes pass complete deep left to Rashee Rice for 19 yards (tackle by Amik Robertson),-0.38,0.67,12.0,2023,177
4.0,9:01,1.0,10.0,KAN 26,28.0,17.0,Isiah Pacheco up the middle for 2 yards (tackle by Malcolm Koonce),0.67,0.4,12.0,2023,177
4.0,8:25,2.0,8.0,KAN 28,28.0,17.0,Patrick Mahomes pass complete short middle to Noah Gray for 5 yards (tackle by Robert Spillane),0.4,0.37,12.0,2023,177
4.0,7:42,3.0,3.0,KAN 33,28.0,17.0,Patrick Mahomes pass incomplete short right intended for Justin Watson,0.37,-1.18,12.0,2023,177
4.0,7:36,4.0,3.0,KAN 33,28.0,17.0,"Tommy Townsend punts 57 yards, fair catch by DeAndre Carter at LV-10",-1.18,0.38,12.0,2023,177
4.0,7:28,1.0,10.0,LVR 10,28.0,17.0,Aidan O'Connell pass incomplete short left intended for Josh Jacobs,-0.38,-0.78,12.0,2023,177
4.0,7:24,2.0,10.0,LVR 10,28.0,17.0,Aidan O'Connell pass incomplete short right intended for Tre Tucker,-0.78,-1.42,12.0,2023,177
4.0,7:20,3.0,10.0,LVR 10,28.0,17.0,Aidan O'Connell pass complete short left to Hunter Renfrow for 9 yards (tackle by Drue Tranquill),-1.42,-2.14,12.0,2023,177
4.0,6:32,4.0,1.0,LVR 19,28.0,17.0,Josh Jacobs up the middle for -2 yards (tackle by Drue Tranquill and Chris Jones),-2.14,-4.44,12.0,2023,177
4.0,6:29,1.0,10.0,LVR 17,28.0,17.0,Isiah Pacheco right tackle for 8 yards (tackle by Jack Jones),4.44,5.29,12.0,2023,177
4.0,5:48,2.0,2.0,LVR 9,28.0,17.0,Isiah Pacheco right end for 4 yards (tackle by Tre'von Moehrig),5.29,6.06,12.0,2023,177
4.0,5:13,,,,,,Timeout #1 by Las Vegas Raiders,,,12.0,2023,177
4.0,5:13,1.0,5.0,LVR 5,28.0,17.0,"Isiah Pacheco right guard for no gain (tackle by Divine Deablo). Penalty on Creed Humphrey: Offensive Holding, 10 yards (accepted) (no play)",6.06,4.37,12.0,2023,177
4.0,4:44,1.0,15.0,LVR 15,28.0,17.0,Patrick Mahomes scrambles up the middle for 2 yards (tackle by Jerry Tillery),4.37,3.72,12.0,2023,177
4.0,4:02,2.0,13.0,LVR 13,28.0,17.0,Patrick Mahomes pass complete short left to Skyy Moore for 5 yards (tackle by Amik Robertson),3.72,3.58,12.0,2023,177
4.0,3:20,3.0,8.0,LVR 8,28.0,17.0,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",3.58,3.06,12.0,2023,177
4.0,3:20,3.0,13.0,LVR 13,28.0,17.0,"Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for -1 yards (tackle by Nate Hobbs). Penalty on Trey Smith: Ineligible Downfield Pass, 5 yards (declined)",3.06,2.51,12.0,2023,177
4.0,3:14,4.0,14.0,LVR 14,31.0,17.0,Harrison Butker 32 yard field goal good,2.51,3.0,12.0,2023,177
4.0,3:11,,,KAN 35,31.0,17.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,177
4.0,3:11,1.0,10.0,LVR 25,31.0,17.0,Aidan O'Connell pass complete short right to Hunter Renfrow for 16 yards (tackle by Bryan Cook),0.61,1.66,12.0,2023,177
4.0,2:43,1.0,10.0,LVR 41,31.0,17.0,Aidan O'Connell pass complete short right to Josh Jacobs for 2 yards (tackle by L'Jarius Sneed),1.66,1.39,12.0,2023,177
4.0,2:39,2.0,8.0,LVR 43,31.0,17.0,Aidan O'Connell pass incomplete short right intended for Austin Hooper (defended by Jaylen Watson),1.39,0.7,12.0,2023,177
4.0,2:35,3.0,8.0,LVR 43,31.0,17.0,Aidan O'Connell sacked by George Karlaftis for -13 yards,0.7,-1.37,12.0,2023,177
4.0,2:00,4.0,21.0,LVR 30,31.0,17.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 4 yards (tackle by Michael Danna),-1.37,-3.31,12.0,2023,177
4.0,1:51,1.0,10.0,LVR 34,31.0,17.0,Clyde Edwards-Helaire left guard for no gain (tackle by Tyree Wilson),3.31,2.77,12.0,2023,177
4.0,1:09,2.0,10.0,LVR 34,31.0,17.0,Patrick Mahomes kneels for -1 yards,2.77,1.95,12.0,2023,177
4.0,0:36,3.0,11.0,LVR 35,31.0,17.0,Patrick Mahomes kneels for -1 yards,1.95,0.88,12.0,2023,177
