Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA,week,year,game_id
1.0,0:47,2.0,15.0,NYJ 20,3.0,0.0,Tim Boyle pass complete short left to Garrett Wilson for 5 yards (tackle by Andrew Van Ginkel),-0.61,-0.62,12.0,2023,168
1.0,0:06,3.0,10.0,NYJ 25,3.0,0.0,"Penalty on Jason Brownlee: False Start, 5 yards (accepted) (no play)",-0.62,-1.29,12.0,2023,168
2.0,15:00,3.0,15.0,NYJ 20,3.0,0.0,Tim Boyle pass complete short left to Breece Hall for -2 yards (tackle by Jerome Baker),-1.29,-2.24,12.0,2023,168
2.0,14:27,4.0,17.0,NYJ 18,3.0,0.0,"Thomas Morstead punts 61 yards, returned by Braxton Berrios for 19 yards (tackle by Ashtyn Davis)",-2.24,-1.6,12.0,2023,168
2.0,14:20,1.0,10.0,MIA 40,3.0,0.0,Raheem Mostert right end for 4 yards (tackle by Quinnen Williams),1.6,1.59,12.0,2023,168
2.0,13:39,2.0,6.0,MIA 44,3.0,0.0,Raheem Mostert left end for 1 yard (tackle by Will McDonald and C.J. Mosley),1.59,1.03,12.0,2023,168
2.0,12:56,3.0,5.0,MIA 45,3.0,0.0,"Tua Tagovailoa pass complete short middle to Jaylen Waddle for 11 yards (tackle by C.J. Mosley). Penalty on Quinnen Williams: Defensive Offside, 5 yards (declined)",1.03,2.65,12.0,2023,168
2.0,12:33,1.0,10.0,NYJ 44,3.0,0.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill,2.65,2.11,12.0,2023,168
2.0,12:25,2.0,10.0,NYJ 44,3.0,0.0,Raheem Mostert up the middle for 5 yards (tackle by C.J. Mosley and Jermaine Johnson),2.11,2.08,12.0,2023,168
2.0,11:46,3.0,5.0,NYJ 39,3.0,0.0,Tua Tagovailoa pass complete short middle to Jeff Wilson for 7 yards (tackle by Quincy Williams),2.08,3.45,12.0,2023,168
2.0,11:06,1.0,10.0,NYJ 32,3.0,0.0,Jeff Wilson left tackle for 3 yards (tackle by Quincy Williams and Solomon Thomas),3.45,3.31,12.0,2023,168
2.0,10:26,2.0,7.0,NYJ 29,3.0,0.0,Raheem Mostert right end for 1 yard (tackle by D.J. Reed),3.31,2.74,12.0,2023,168
2.0,9:38,,,,,,Timeout #2 by Miami Dolphins,,,12.0,2023,168
2.0,9:38,3.0,6.0,NYJ 28,3.0,0.0,Tua Tagovailoa pass complete deep left to Jaylen Waddle for 20 yards (tackle by C.J. Mosley and Sauce Gardner),2.74,5.37,12.0,2023,168
2.0,9:00,1.0,8.0,NYJ 8,3.0,0.0,Raheem Mostert right guard for 1 yard (tackle by Solomon Thomas and Tony Adams),5.37,4.76,12.0,2023,168
2.0,8:25,2.0,7.0,NYJ 7,9.0,0.0,"Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards, touchdown",4.76,7.0,12.0,2023,168
2.0,8:21,,,NYJ 15,10.0,0.0,Jason Sanders kicks extra point good,0.0,0.0,12.0,2023,168
2.0,8:21,,,MIA 35,10.0,0.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,168
2.0,8:21,1.0,10.0,NYJ 25,10.0,0.0,Breece Hall left end for 11 yards (tackle by Jevon Holland),0.61,1.33,12.0,2023,168
2.0,7:41,1.0,10.0,NYJ 36,10.0,0.0,Tim Boyle pass incomplete short left intended for Garrett Wilson (defended by Jaelan Phillips),1.33,0.79,12.0,2023,168
2.0,7:37,2.0,10.0,NYJ 36,10.0,0.0,Tim Boyle pass complete short right to Breece Hall for 7 yards (tackle by Jerome Baker),0.79,1.03,12.0,2023,168
2.0,6:57,3.0,3.0,NYJ 43,10.0,0.0,Tim Boyle sacked by Christian Wilkins for -7 yards,1.03,-0.98,12.0,2023,168
2.0,6:19,4.0,10.0,NYJ 36,10.0,0.0,"Thomas Morstead punts 54 yards, returned by Braxton Berrios for 8 yards (tackle by Ashtyn Davis)",-0.98,-0.04,12.0,2023,168
2.0,6:09,1.0,10.0,MIA 18,10.0,0.0,Jeff Wilson left tackle for 6 yards (tackle by C.J. Mosley and D.J. Reed),0.04,0.41,12.0,2023,168
2.0,5:25,2.0,4.0,MIA 24,10.0,0.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 13 yards (tackle by C.J. Mosley),0.41,1.4,12.0,2023,168
2.0,4:47,1.0,10.0,MIA 37,10.0,0.0,Jeff Wilson right end for 4 yards (tackle by C.J. Mosley),1.4,1.4,12.0,2023,168
2.0,4:08,2.0,6.0,MIA 41,10.0,0.0,Tua Tagovailoa sacked by and Solomon Thomas for -9 yards and Micheal Clemons for -9 yards,1.4,-0.49,12.0,2023,168
2.0,3:19,3.0,15.0,MIA 32,10.0,0.0,Tua Tagovailoa pass complete short right to Jeff Wilson for 6 yards (tackle by Sauce Gardner and Quincy Williams),-0.49,-0.85,12.0,2023,168
2.0,2:33,4.0,9.0,MIA 38,10.0,0.0,"Jake Bailey punts 40 yards downed by Elijah Campbell. Penalty on Irvin Charles: Running Into the Kicker, 5 yards (declined)",-0.85,-0.41,12.0,2023,168
2.0,2:17,1.0,10.0,NYJ 22,10.0,0.0,"Penalty on Xavier Newman-Johnson: False Start, 5 yards (accepted) (no play)",0.41,-0.12,12.0,2023,168
2.0,2:17,1.0,15.0,NYJ 17,10.0,0.0,Tim Boyle pass complete short left to Jason Brownlee for 12 yards (tackle by David Long),-0.12,0.81,12.0,2023,168
2.0,2:00,2.0,3.0,NYJ 29,10.0,0.0,Dalvin Cook up the middle for 2 yards (tackle by Zach Sieler and Jaelan Phillips),0.81,0.37,12.0,2023,168
2.0,1:20,3.0,1.0,NYJ 31,10.0,0.0,Tim Boyle pass complete short right to Breece Hall for no gain (tackle by Kader Kohou),0.37,-1.31,12.0,2023,168
2.0,1:14,,,,,,Timeout #3 by Miami Dolphins,,,12.0,2023,168
2.0,1:14,4.0,1.0,NYJ 31,10.0,0.0,"Thomas Morstead punts 54 yards, returned by Braxton Berrios for 12 yards (tackle by Chazz Surratt)",-1.31,-0.74,12.0,2023,168
2.0,1:05,1.0,10.0,MIA 27,10.0,6.0,"Tua Tagovailoa pass short right intended for Braxton Berrios is intercepted by Brandin Echols at MIA-30 and returned for 30 yards, touchdown",0.74,-7.0,12.0,2023,168
2.0,0:58,,,MIA 15,10.0,6.0,Greg Zuerlein kicks extra point no good,0.0,-1.0,12.0,2023,168
2.0,0:58,,,NYJ 35,10.0,6.0,"Greg Zuerlein kicks off 64 yards, returned by Braxton Berrios for 22 yards (tackle by Jarrick Bernard-Converse). Penalty on Andrew Van Ginkel: Offensive Holding, 10 yards (accepted)",0.0,-0.32,12.0,2023,168
2.0,0:53,1.0,10.0,MIA 13,10.0,6.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 2 yards (tackle by Sauce Gardner),-0.32,-0.57,12.0,2023,168
2.0,0:48,2.0,8.0,MIA 15,10.0,6.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 10 yards (tackle by Brandin Echols and C.J. Mosley),-0.57,0.61,12.0,2023,168
2.0,0:27,1.0,10.0,MIA 25,10.0,6.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 11 yards (tackle by D.J. Reed),0.61,1.33,12.0,2023,168
2.0,0:14,1.0,10.0,MIA 36,10.0,6.0,Tua Tagovailoa spiked the ball,1.33,0.79,12.0,2023,168
2.0,0:13,2.0,10.0,MIA 36,10.0,6.0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 9 yards,0.79,1.29,12.0,2023,168
2.0,0:09,,,,,,Timeout #1 by New York Jets,,,12.0,2023,168
2.0,0:09,3.0,1.0,MIA 45,10.0,6.0,Tua Tagovailoa pass short right intended for Tyreek Hill is intercepted by D.J. Reed at NYJ-49 and returned for no gain (tackle by Tyreek Hill),1.29,-2.19,12.0,2023,168
2.0,0:02,1.0,10.0,NYJ 49,16.0,6.0,"Tim Boyle pass deep left is intercepted by Jevon Holland at MIA-1 and returned for 99 yards, touchdown",2.19,-7.0,12.0,2023,168
2.0,0:00,,,NYJ 15,17.0,6.0,Jason Sanders kicks extra point good,0.0,0.0,12.0,2023,168
3.0,15:00,,,NYJ 35,17.0,6.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,168
3.0,15:00,1.0,10.0,MIA 25,17.0,6.0,Jeff Wilson up the middle for 3 yards (tackle by Jermaine Johnson and Tony Adams),0.61,0.47,12.0,2023,168
3.0,14:22,2.0,7.0,MIA 28,17.0,6.0,Tua Tagovailoa pass complete short left to Jeff Wilson for 4 yards (tackle by Ashtyn Davis),0.47,0.3,12.0,2023,168
3.0,13:42,3.0,3.0,MIA 32,17.0,6.0,"Tua Tagovailoa pass complete deep right to Jaylen Waddle for 32 yards (tackle by Sauce Gardner). Penalty on Brandin Echols: Defensive Holding, 5 yards (declined)",0.3,3.18,12.0,2023,168
3.0,13:36,1.0,10.0,NYJ 36,17.0,6.0,Jeff Wilson right guard for 3 yards (tackle by Sauce Gardner and C.J. Mosley),3.18,3.04,12.0,2023,168
3.0,12:48,2.0,7.0,NYJ 33,17.0,6.0,Raheem Mostert up the middle for 3 yards (tackle by Micheal Clemons and Tanzel Smart),3.04,2.74,12.0,2023,168
3.0,12:07,3.0,4.0,NYJ 30,17.0,6.0,Tua Tagovailoa sacked by Bryce Huff for -6 yards,2.74,0.88,12.0,2023,168
3.0,11:20,4.0,10.0,NYJ 36,20.0,6.0,Jason Sanders 54 yard field goal good,0.88,3.0,12.0,2023,168
3.0,11:16,,,MIA 35,20.0,6.0,"Jason Sanders kicks off 66 yards, returned by Xavier Gipson for 28 yards (tackle by Jason Sanders)",0.0,0.74,12.0,2023,168
3.0,11:08,1.0,10.0,NYJ 27,20.0,6.0,Breece Hall right guard for 4 yards (tackle by Jevon Holland),0.74,0.74,12.0,2023,168
3.0,10:32,2.0,6.0,NYJ 31,20.0,6.0,Tim Boyle sacked by Christian Wilkins for -9 yards,0.74,-1.15,12.0,2023,168
3.0,9:49,3.0,15.0,NYJ 22,20.0,6.0,Tim Boyle pass complete short left to Tyler Conklin for 8 yards (tackle by Bradley Chubb and Andrew Van Ginkel),-1.15,-1.37,12.0,2023,168
3.0,9:08,4.0,7.0,NYJ 30,20.0,6.0,"Thomas Morstead punts 52 yards, recovered by Braxton Berrios at MIA-18 (tackle by Irvin Charles). Penalty on Julian Hill: Offensive Holding, 8 yards (accepted)",-1.37,0.38,12.0,2023,168
3.0,8:58,1.0,10.0,MIA 8,20.0,6.0,Raheem Mostert right tackle for 3 yards (tackle by Jordan Whitehead),-0.38,-0.56,12.0,2023,168
3.0,8:20,2.0,7.0,MIA 11,20.0,6.0,Raheem Mostert right guard for 4 yards (tackle by Adrian Amos),-0.56,-0.6,12.0,2023,168
3.0,7:40,3.0,3.0,MIA 15,20.0,6.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 5 yards (tackle by Brandin Echols),-0.6,0.28,12.0,2023,168
3.0,7:01,1.0,10.0,MIA 20,20.0,6.0,Raheem Mostert right end for 7 yards (tackle by Will McDonald),0.28,0.68,12.0,2023,168
3.0,6:22,2.0,3.0,MIA 27,20.0,6.0,Tua Tagovailoa pass incomplete short left,0.68,-0.03,12.0,2023,168
3.0,6:16,3.0,3.0,MIA 27,20.0,6.0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 12 yards (tackle by D.J. Reed),-0.03,1.53,12.0,2023,168
3.0,5:40,1.0,10.0,MIA 39,20.0,6.0,Jeff Wilson up the middle for 3 yards (tackle by Jermaine Johnson),1.53,1.39,12.0,2023,168
3.0,5:02,2.0,7.0,MIA 42,20.0,6.0,Jeff Wilson left tackle for 5 yards (tackle by Quinnen Williams and Tony Adams),1.39,1.36,12.0,2023,168
3.0,4:18,3.0,2.0,MIA 47,20.0,6.0,Raheem Mostert left tackle for 3 yards (tackle by D.J. Reed and Jermaine Johnson),1.36,2.26,12.0,2023,168
3.0,3:45,1.0,10.0,NYJ 50,20.0,6.0,Raheem Mostert up the middle for 1 yard (tackle by C.J. Mosley),2.26,1.85,12.0,2023,168
3.0,3:08,2.0,9.0,NYJ 49,20.0,6.0,Raheem Mostert right end for -1 yards (tackle by C.J. Mosley),1.85,1.03,12.0,2023,168
3.0,2:25,3.0,10.0,NYJ 50,20.0,6.0,"Tua Tagovailoa pass complete to Raheem Mostert for no gain. Penalty on C.J. Mosley: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.03,3.25,12.0,2023,168
3.0,2:04,1.0,10.0,NYJ 35,20.0,6.0,Jeff Wilson right end for 8 yards (tackle by Tony Adams and Quinnen Williams),3.25,3.78,12.0,2023,168
3.0,1:16,2.0,2.0,NYJ 27,20.0,6.0,"Penalty on Austin Jackson: False Start, 5 yards (accepted) (no play)",3.78,3.11,12.0,2023,168
3.0,1:05,2.0,7.0,NYJ 32,20.0,6.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 4 yards (tackle by D.J. Reed),3.11,2.94,12.0,2023,168
3.0,0:30,3.0,3.0,NYJ 28,20.0,6.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 15 yards (tackle by D.J. Reed),2.94,4.71,12.0,2023,168
4.0,15:00,1.0,10.0,NYJ 13,26.0,6.0,"Raheem Mostert right end for 13 yards, touchdown",4.71,7.0,12.0,2023,168
4.0,14:55,,,NYJ 15,27.0,6.0,Jason Sanders kicks extra point good,0.0,0.0,12.0,2023,168
4.0,14:55,,,MIA 35,27.0,6.0,"Penalty on C.J. Mosley: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Austin Jackson: Disqualification / Offense, 15 yards (offset) (no play)",0.0,0.0,12.0,2023,168
4.0,14:55,,,MIA 35,27.0,6.0,"Penalty on Micheal Clemons: Disqualification / Defense, 15 yards (accepted) (no play)",0.0,0.0,12.0,2023,168
4.0,14:55,,,NYJ 50,27.0,6.0,"Jason Sanders kicks off 50 yards, touchback.",0.0,0.61,12.0,2023,168
4.0,14:55,1.0,10.0,NYJ 25,27.0,6.0,Tim Boyle pass complete short right to Breece Hall for 13 yards (tackle by Jevon Holland),0.61,1.47,12.0,2023,168
4.0,14:32,1.0,10.0,NYJ 38,27.0,6.0,Tim Boyle pass complete short left to Garrett Wilson for 9 yards (tackle by Jalen Ramsey),1.47,2.14,12.0,2023,168
4.0,14:06,2.0,1.0,NYJ 47,27.0,6.0,Tim Boyle sacked by Jaelan Phillips for -2 yards,2.14,1.16,12.0,2023,168
4.0,13:27,3.0,3.0,NYJ 45,27.0,6.0,Tim Boyle pass complete short left to Breece Hall for 1 yard (tackle by DeShon Elliott),1.16,-0.32,12.0,2023,168
4.0,12:49,4.0,2.0,NYJ 46,27.0,6.0,"Penalty on Carter Warren: False Start, 5 yards (accepted) (no play)",-0.32,-0.65,12.0,2023,168
4.0,12:48,4.0,7.0,NYJ 41,27.0,6.0,Tim Boyle pass complete short middle to Tyler Conklin for 8 yards (tackle by Jalen Ramsey),-0.65,2.19,12.0,2023,168
4.0,12:26,1.0,10.0,NYJ 49,27.0,6.0,Tim Boyle pass incomplete short middle intended for Tyler Conklin,2.19,1.65,12.0,2023,168
4.0,12:23,2.0,10.0,NYJ 49,27.0,6.0,Tim Boyle sacked by and Raekwon Davis for -5 yards and Emmanuel Ogbah for -5 yards,1.65,0.3,12.0,2023,168
4.0,11:52,3.0,15.0,NYJ 44,27.0,6.0,Tim Boyle pass complete short left to Dalvin Cook for 12 yards (tackle by Da'Shawn Hand),0.3,0.33,12.0,2023,168
4.0,11:20,4.0,3.0,MIA 44,27.0,6.0,Tim Boyle pass complete short left to Garrett Wilson for 9 yards (tackle by Jerome Baker),0.33,3.25,12.0,2023,168
4.0,10:56,1.0,10.0,MIA 35,27.0,6.0,Tim Boyle pass complete short middle to Jeremy Ruckert for 9 yards (tackle by Jevon Holland),3.25,3.92,12.0,2023,168
4.0,10:45,2.0,1.0,MIA 26,27.0,6.0,Tim Boyle pass incomplete short right intended for Jeremy Ruckert (defended by DeShon Elliott),3.92,3.2,12.0,2023,168
4.0,10:39,3.0,1.0,MIA 26,27.0,6.0,Tim Boyle up the middle for 2 yards (tackle by Christian Wilkins),3.2,3.97,12.0,2023,168
4.0,10:09,1.0,10.0,MIA 24,27.0,6.0,Tim Boyle pass incomplete short middle intended for Garrett Wilson (defended by Jerome Baker),3.97,3.43,12.0,2023,168
4.0,10:01,2.0,10.0,MIA 24,27.0,6.0,Tim Boyle pass complete short middle to Breece Hall for 1 yard (tackle by Jerome Baker),3.43,2.87,12.0,2023,168
4.0,9:30,3.0,9.0,MIA 23,27.0,6.0,"Penalty on Emmanuel Ogbah: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.87,3.57,12.0,2023,168
4.0,9:13,3.0,4.0,MIA 18,27.0,6.0,"Tim Boyle pass incomplete intended for Garrett Wilson. Penalty on Jerome Baker: Defensive Offside, 5 yards (offset) . Penalty on Joe Tippmann: Offensive Holding, 10 yards (offset) (no play)",3.57,3.57,12.0,2023,168
4.0,9:09,3.0,4.0,MIA 18,27.0,6.0,Tim Boyle pass complete short right to Breece Hall for 4 yards (tackle by David Long),3.57,4.65,12.0,2023,168
4.0,8:38,1.0,10.0,MIA 14,27.0,6.0,Tim Boyle sacked by Zach Sieler for -6 yards,4.65,3.28,12.0,2023,168
4.0,8:01,2.0,16.0,MIA 20,27.0,6.0,Tim Boyle pass short right (defended by Xavien Howard) intended for Breece Hall is intercepted by Jerome Baker at MIA-20 and returned for 1 yard (tackle by Carter Warren),3.28,-0.34,12.0,2023,168
4.0,7:54,1.0,10.0,MIA 21,27.0,6.0,Darrynton Evans left end for 13 yards (tackle by C.J. Mosley),0.34,1.2,12.0,2023,168
4.0,7:18,1.0,10.0,MIA 34,27.0,6.0,Darrynton Evans left tackle for 3 yards (tackle by Quinnen Williams and Tony Adams),1.2,1.06,12.0,2023,168
4.0,6:34,2.0,7.0,MIA 37,27.0,6.0,"Tua Tagovailoa aborted snap, recovered by Ashtyn Davis at MIA-35 and returned for -2 yards",1.06,-3.25,12.0,2023,168
4.0,6:25,1.0,10.0,MIA 35,27.0,6.0,Tim Boyle pass incomplete short right intended for Breece Hall,3.25,2.7,12.0,2023,168
4.0,6:22,2.0,10.0,MIA 35,27.0,6.0,Tim Boyle pass complete short left to Jason Brownlee for 8 yards (tackle by Jalen Ramsey and Kader Kohou),2.7,3.07,12.0,2023,168
4.0,5:48,3.0,2.0,MIA 27,27.0,6.0,Tim Boyle pass complete short middle to Tyler Conklin for 9 yards (tackle by Jevon Holland),3.07,4.37,12.0,2023,168
4.0,5:32,1.0,10.0,MIA 18,27.0,6.0,"Tim Boyle pass incomplete intended for Garrett Wilson. Penalty on David Long: Defensive Offside, 5 yards (accepted) (no play)",4.37,5.41,12.0,2023,168
4.0,5:25,1.0,5.0,MIA 13,27.0,6.0,Breece Hall left tackle for 4 yards (tackle by Da'Shawn Hand),5.41,5.42,12.0,2023,168
4.0,5:01,2.0,1.0,MIA 9,27.0,6.0,Tim Boyle pass complete short right to Xavier Gipson for 8 yards (tackle by Kader Kohou),5.42,6.97,12.0,2023,168
4.0,4:41,1.0,1.0,MIA 1,27.0,12.0,"Tim Boyle pass complete short right to Garrett Wilson for 1 yard, touchdown",6.97,7.0,12.0,2023,168
4.0,4:37,,,MIA 15,27.0,13.0,Greg Zuerlein kicks extra point good,0.0,0.0,12.0,2023,168
4.0,4:37,,,NYJ 35,27.0,13.0,"Thomas Morstead kicks onside 11 yards, recovered by Duke Riley",0.0,2.52,12.0,2023,168
4.0,4:36,1.0,10.0,NYJ 46,27.0,13.0,Raheem Mostert up the middle for 5 yards (tackle by Adrian Amos),2.52,2.65,12.0,2023,168
4.0,4:30,,,,,,Timeout #1 by New York Jets,,,12.0,2023,168
4.0,4:30,2.0,5.0,NYJ 41,27.0,13.0,Raheem Mostert left end for no gain (tackle by C.J. Mosley),2.65,1.95,12.0,2023,168
4.0,4:26,,,,,,Timeout #2 by New York Jets,,,12.0,2023,168
4.0,4:26,3.0,5.0,NYJ 41,27.0,13.0,Raheem Mostert left end for 7 yards (tackle by Ashtyn Davis),1.95,3.31,12.0,2023,168
4.0,3:44,1.0,10.0,NYJ 34,33.0,13.0,"Raheem Mostert right tackle for 34 yards, touchdown",3.31,7.0,12.0,2023,168
4.0,3:35,,,NYJ 15,34.0,13.0,Jason Sanders kicks extra point good,0.0,0.0,12.0,2023,168
4.0,3:35,,,MIA 35,34.0,13.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,168
4.0,3:35,1.0,10.0,NYJ 25,34.0,13.0,"Tim Boyle sacked by Emmanuel Ogbah for -9 yards. Tim Boyle fumbles (forced by Emmanuel Ogbah), recovered by Xavier Newman-Johnson at NYJ-16",0.61,-1.29,12.0,2023,168
4.0,3:03,2.0,19.0,NYJ 16,34.0,13.0,Tim Boyle pass complete short left to Jeremy Ruckert for 9 yards (tackle by Cam Smith and Nik Needham),-1.29,-0.62,12.0,2023,168
4.0,2:35,3.0,10.0,NYJ 25,34.0,13.0,Tim Boyle pass complete short left to Garrett Wilson for 11 yards,-0.62,1.33,12.0,2023,168
4.0,2:31,1.0,10.0,NYJ 36,34.0,13.0,Tim Boyle pass incomplete short middle intended for Dalvin Cook,1.33,0.79,12.0,2023,168
4.0,2:26,2.0,10.0,NYJ 36,34.0,13.0,Tim Boyle pass complete short right to Garrett Wilson for 4 yards (tackle by Nik Needham),0.79,0.63,12.0,2023,168
4.0,2:01,3.0,6.0,NYJ 40,34.0,13.0,Tim Boyle pass complete short right to Dalvin Cook for 7 yards (tackle by Kader Kohou),0.63,2.06,12.0,2023,168
4.0,1:54,1.0,10.0,NYJ 47,34.0,13.0,Tim Boyle pass complete short right to Xavier Gipson for 7 yards (tackle by Nik Needham and Kader Kohou),2.06,2.46,12.0,2023,168
