Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA,week,year,game_id
3.0,6:10,1.0,10.0,SFO 33,24.0,10.0,Geno Smith scrambles right end for 9 yards (tackle by Oren Burks),3.38,4.05,12.0,2023,167
3.0,5:42,2.0,1.0,SFO 24,24.0,10.0,Zach Charbonnet up the middle for 5 yards (tackle by Oren Burks),4.05,4.31,12.0,2023,167
3.0,5:12,1.0,10.0,SFO 19,24.0,10.0,Geno Smith scrambles right end for 11 yards (tackle by Tashaun Gipson),4.31,5.37,12.0,2023,167
3.0,4:38,1.0,8.0,SFO 8,24.0,10.0,Zach Charbonnet right end for 1 yard (tackle by Dre Greenlaw),5.37,4.76,12.0,2023,167
3.0,4:05,2.0,7.0,SFO 7,24.0,10.0,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba (defended by Ambry Thomas),4.76,3.81,12.0,2023,167
3.0,4:01,3.0,7.0,SFO 7,24.0,10.0,Geno Smith sacked by and Arik Armstead for -5 yards and Javon Hargrave for -5 yards,3.81,2.63,12.0,2023,167
3.0,3:16,4.0,12.0,SFO 12,24.0,13.0,Jason Myers 30 yard field goal good,2.63,3.0,12.0,2023,167
3.0,3:13,,,SEA 35,24.0,13.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,167
3.0,3:13,1.0,10.0,SFO 25,24.0,13.0,Deebo Samuel left end for 15 yards (tackle by Julian Love),0.61,1.6,12.0,2023,167
3.0,2:39,1.0,10.0,SFO 40,24.0,13.0,Christian McCaffrey up the middle for 7 yards (tackle by Jordyn Brooks),1.6,2.0,12.0,2023,167
3.0,1:58,2.0,3.0,SFO 47,24.0,13.0,Christian McCaffrey right tackle for 9 yards (tackle by Julian Love and Derick Hall),2.0,2.65,12.0,2023,167
3.0,1:19,1.0,10.0,SEA 44,24.0,13.0,Christian McCaffrey left guard for -1 yards (tackle by Jamal Adams),2.65,1.98,12.0,2023,167
3.0,0:40,2.0,11.0,SEA 45,24.0,13.0,Brock Purdy pass incomplete short right intended for Kyle Juszczyk,1.98,1.29,12.0,2023,167
3.0,0:34,3.0,11.0,SEA 45,24.0,13.0,Brock Purdy pass complete short right to Christian McCaffrey for 8 yards (tackle by Quandre Diggs),1.29,0.79,12.0,2023,167
4.0,15:00,4.0,3.0,SEA 37,24.0,13.0,"Penalty on Jon Feliciano: False Start, 5 yards (accepted) (no play)",0.79,0.46,12.0,2023,167
4.0,15:00,4.0,8.0,SEA 42,24.0,13.0,Mitch Wishnowsky punts 29 yards downed by Oren Burks,0.46,0.32,12.0,2023,167
4.0,14:52,1.0,10.0,SEA 13,24.0,13.0,Geno Smith pass complete short right to Zach Charbonnet for 6 yards (tackle by Oren Burks),-0.32,0.03,12.0,2023,167
4.0,14:18,2.0,4.0,SEA 19,24.0,13.0,Zach Charbonnet left end for 10 yards (tackle by Deommodore Lenoir and Dre Greenlaw),0.03,0.87,12.0,2023,167
4.0,13:53,1.0,10.0,SEA 29,24.0,13.0,"Geno Smith pass complete short left to Tyler Lockett for no gain (tackle by Oren Burks). Penalty on Zach Charbonnet: Illegal Shift, 5 yards (accepted) (no play)",0.87,0.54,12.0,2023,167
4.0,13:29,1.0,15.0,SEA 24,24.0,13.0,Geno Smith pass complete short left to Zach Charbonnet for -4 yards (tackle by Randy Gregory),0.54,-0.89,12.0,2023,167
4.0,12:51,2.0,19.0,SEA 20,24.0,13.0,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Charvarius Ward),-0.89,-0.1,12.0,2023,167
4.0,12:10,3.0,8.0,SEA 31,24.0,13.0,Geno Smith sacked by and Arik Armstead for -11 yards and Nick Bosa for -11 yards,-0.1,-2.03,12.0,2023,167
4.0,11:30,4.0,19.0,SEA 20,24.0,13.0,"Michael Dickson punts 44 yards, returned by Ray-Ray McCloud for 2 yards. Ray-Ray McCloud fumbles (forced by Coby Bryant), recovered by Oren Burks at SF-36",-2.03,-1.33,12.0,2023,167
4.0,11:22,1.0,10.0,SFO 36,24.0,13.0,Brock Purdy pass complete short left to Deebo Samuel for 7 yards (tackle by Michael Jackson),1.33,1.74,12.0,2023,167
4.0,10:35,2.0,3.0,SFO 43,24.0,13.0,Christian McCaffrey left end for 12 yards (tackle by Jordyn Brooks),1.74,2.59,12.0,2023,167
4.0,9:57,1.0,10.0,SEA 45,24.0,13.0,Elijah Mitchell up the middle for 9 yards (tackle by Devon Witherspoon and Derick Hall),2.59,3.26,12.0,2023,167
4.0,9:21,2.0,1.0,SEA 36,24.0,13.0,Elijah Mitchell left guard for 5 yards (tackle by Julian Love),3.26,3.51,12.0,2023,167
4.0,8:38,1.0,10.0,SEA 31,24.0,13.0,Elijah Mitchell up the middle for 3 yards (tackle by Bobby Wagner and Quandre Diggs),3.51,3.37,12.0,2023,167
4.0,7:59,2.0,7.0,SEA 28,30.0,13.0,"Brock Purdy pass complete deep right to Brandon Aiyuk for 28 yards, touchdown",3.37,7.0,12.0,2023,167
4.0,7:51,,,SEA 15,31.0,13.0,Jake Moody kicks extra point good,0.0,0.0,12.0,2023,167
4.0,7:51,,,SFO 35,31.0,13.0,"Jake Moody kicks off 58 yards, returned by D'Wayne Eskridge for 30 yards (tackle by Jordan Mason and Isaiah Oliver)",0.0,1.4,12.0,2023,167
4.0,7:46,1.0,10.0,SEA 37,31.0,13.0,Geno Smith pass complete short left to Zach Charbonnet for 2 yards (tackle by Ji'Ayir Brown),1.4,1.13,12.0,2023,167
4.0,7:23,2.0,8.0,SEA 39,31.0,13.0,Geno Smith sacked by and Kevin Givens for -8 yards and Nick Bosa for -8 yards,1.13,-0.62,12.0,2023,167
4.0,6:40,3.0,16.0,SEA 31,31.0,13.0,Geno Smith pass complete short middle to Noah Fant for 16 yards (tackle by Tashaun Gipson),-0.62,2.06,12.0,2023,167
4.0,6:18,1.0,10.0,SEA 47,31.0,13.0,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Charvarius Ward),2.06,2.72,12.0,2023,167
4.0,5:53,1.0,10.0,SFO 43,31.0,13.0,Zach Charbonnet up the middle for 2 yards (tackle by Dre Greenlaw and Arik Armstead),2.72,2.45,12.0,2023,167
4.0,5:41,2.0,8.0,SFO 41,31.0,13.0,Geno Smith pass complete short middle to Zach Charbonnet for 7 yards (tackle by Fred Warner),2.45,2.68,12.0,2023,167
4.0,5:16,3.0,1.0,SFO 34,31.0,13.0,Zach Charbonnet up the middle for 4 yards (tackle by Deommodore Lenoir and Javon Hargrave),2.68,3.58,12.0,2023,167
4.0,4:57,1.0,10.0,SFO 30,31.0,13.0,Geno Smith pass complete short right to Colby Parkinson for 9 yards (tackle by Charvarius Ward),3.58,4.25,12.0,2023,167
4.0,4:51,2.0,1.0,SFO 21,31.0,13.0,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Charvarius Ward),4.25,3.53,12.0,2023,167
4.0,4:45,3.0,1.0,SFO 21,31.0,13.0,Geno Smith up the middle for no gain (tackle by Fred Warner),3.53,2.21,12.0,2023,167
4.0,4:19,4.0,1.0,SFO 21,31.0,13.0,Zach Charbonnet right end for -1 yards (tackle by Nick Bosa and Deommodore Lenoir),2.21,-0.48,12.0,2023,167
4.0,4:14,1.0,10.0,SFO 23,31.0,13.0,Elijah Mitchell left end for 13 yards (tackle by Bobby Wagner),0.48,1.33,12.0,2023,167
4.0,3:28,1.0,10.0,SFO 36,31.0,13.0,Elijah Mitchell left end for 6 yards (tackle by Derick Hall),1.33,1.6,12.0,2023,167
4.0,2:44,2.0,4.0,SFO 42,31.0,13.0,Elijah Mitchell right tackle for 1 yard (tackle by Dre'Mont Jones and Jarran Reed),1.6,1.03,12.0,2023,167
4.0,2:00,3.0,3.0,SFO 43,31.0,13.0,Brock Purdy pass complete short left to Ray-Ray McCloud for 23 yards (tackle by Julian Love),1.03,3.31,12.0,2023,167
4.0,1:15,1.0,10.0,SEA 34,31.0,13.0,Brock Purdy kneels for -1 yards,3.31,2.64,12.0,2023,167
4.0,0:38,2.0,11.0,SEA 35,31.0,13.0,Brock Purdy kneels for -1 yards,2.64,1.82,12.0,2023,167
