Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA,week,year,game_id
1.0,9:56,2.0,5.0,PIT 34,0.0,0.0,Jaylen Warren left end for 4 yards (tackle by Zachary Carter and Logan Wilson),1.0,0.83,12.0,2023,171
1.0,9:19,3.0,1.0,PIT 38,0.0,0.0,Kenny Pickett pass complete short right to Jaylen Warren for 3 yards (tackle by Mike Hilton),0.83,1.66,12.0,2023,171
1.0,8:40,1.0,10.0,PIT 41,0.0,0.0,Kenny Pickett sacked by Trey Hendrickson for -8 yards,1.66,0.04,12.0,2023,171
1.0,7:56,2.0,18.0,PIT 33,0.0,0.0,Najee Harris left guard for 5 yards (tackle by Jordan Battle and Chidobe Awuzie),0.04,0.04,12.0,2023,171
1.0,7:12,3.0,13.0,PIT 38,0.0,0.0,Kenny Pickett pass complete deep middle to Pat Freiermuth for 29 yards (tackle by Nick Scott),0.04,3.38,12.0,2023,171
1.0,6:26,1.0,10.0,CIN 33,0.0,0.0,Jaylen Warren right guard for 4 yards (tackle by Daxton Hill),3.38,3.38,12.0,2023,171
1.0,5:47,2.0,6.0,CIN 29,0.0,0.0,"Kenny Pickett pass incomplete short left intended for Najee Harris. Penalty on Logan Wilson: Defensive Pass Interference, 6 yards (accepted) (no play)",3.38,4.04,12.0,2023,171
1.0,5:35,1.0,10.0,CIN 23,0.0,0.0,Najee Harris left guard for 8 yards (tackle by Logan Wilson),4.04,4.75,12.0,2023,171
1.0,4:50,2.0,2.0,CIN 15,0.0,0.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by DJ Turner),4.75,4.05,12.0,2023,171
1.0,4:45,3.0,2.0,CIN 15,0.0,0.0,"Jaylen Warren for 1 yard. Jaylen Warren fumbles (forced by Zachary Carter) (tackle by D.J. Reader), recovered by DJ Turner at CIN-11 and returned for 28 yards (tackle by Connor Heyward) Replay Assistant challenged the fumble ruling, and the play was upheld.",4.05,-1.53,12.0,2023,171
1.0,4:34,1.0,10.0,CIN 39,0.0,0.0,"Jake Browning pass complete short middle to Ja'Marr Chase for 11 yards (tackle by Joey Porter and Damontae Kazee) Penalty on PIT: Defensive Pass Interference, 15 yards (declined)",1.53,2.26,12.0,2023,171
1.0,4:13,1.0,10.0,CIN 50,0.0,0.0,Joe Mixon right guard for 2 yards (tackle by Cameron Heyward),2.26,1.98,12.0,2023,171
1.0,3:31,2.0,8.0,PIT 48,0.0,0.0,Joe Mixon right guard for 3 yards (tackle by T.J. Watt),1.98,1.69,12.0,2023,171
1.0,2:47,3.0,5.0,PIT 45,0.0,0.0,"Penalty on Tyler Boyd: False Start, 5 yards (accepted) (no play)",1.69,1.03,12.0,2023,171
1.0,2:34,3.0,10.0,PIT 50,0.0,0.0,Jake Browning pass complete short left to Irv Smith for 6 yards (tackle by Patrick Peterson and Damontae Kazee),1.03,0.33,12.0,2023,171
1.0,1:42,4.0,4.0,PIT 44,0.0,0.0,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",0.33,0.0,12.0,2023,171
1.0,1:29,4.0,9.0,PIT 49,0.0,0.0,"Brad Robbins punts 38 yards, fair catch by Calvin Austin at PIT-11",0.0,0.37,12.0,2023,171
1.0,1:23,1.0,10.0,PIT 11,0.0,0.0,Najee Harris right guard for 20 yards (tackle by Daxton Hill),-0.37,1.0,12.0,2023,171
1.0,0:39,1.0,10.0,PIT 31,0.0,0.0,Kenny Pickett scrambles right end for 5 yards (tackle by Cameron Sample),1.0,1.14,12.0,2023,171
2.0,15:00,2.0,5.0,PIT 36,0.0,0.0,Jaylen Warren left tackle for 2 yards (tackle by B.J. Hill and Sam Hubbard),1.14,0.7,12.0,2023,171
2.0,14:21,3.0,3.0,PIT 38,0.0,0.0,Kenny Pickett pass complete deep right to Diontae Johnson for 39 yards (tackle by DJ Turner),0.7,4.04,12.0,2023,171
2.0,13:34,1.0,10.0,CIN 23,0.0,0.0,Najee Harris left guard for no gain (tackle by D.J. Reader and Myles Murphy),4.04,3.5,12.0,2023,171
2.0,12:53,2.0,10.0,CIN 23,0.0,0.0,Kenny Pickett pass incomplete deep left intended for Pat Freiermuth,3.5,2.81,12.0,2023,171
2.0,12:47,3.0,10.0,CIN 23,0.0,0.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson (defended by Daxton Hill),2.81,1.93,12.0,2023,171
2.0,12:44,4.0,10.0,CIN 23,3.0,0.0,Chris Boswell 41 yard field goal good,1.93,3.0,12.0,2023,171
2.0,12:39,,,PIT 35,3.0,0.0,"Chris Boswell kicks off 64 yards, returned by Trayveon Williams for 46 yards (tackle by Miles Killebrew)",0.0,2.06,12.0,2023,171
2.0,12:31,1.0,10.0,CIN 47,3.0,0.0,Jake Browning pass complete short right to Tanner Hudson for 6 yards (tackle by Elandon Roberts and Damontae Kazee),2.06,2.33,12.0,2023,171
2.0,11:51,2.0,4.0,PIT 47,3.0,0.0,Jake Browning pass complete short middle to Ja'Marr Chase for 31 yards (tackle by Mykal Walker),2.33,4.51,12.0,2023,171
2.0,11:11,1.0,10.0,PIT 16,3.0,0.0,Jake Browning pass complete short left to Joe Mixon for 5 yards (tackle by Chandon Sullivan),4.51,4.76,12.0,2023,171
2.0,10:36,2.0,5.0,PIT 11,3.0,6.0,"Jake Browning pass complete short left to Drew Sample for 11 yards, touchdown",4.76,7.0,12.0,2023,171
2.0,10:30,,,PIT 15,3.0,7.0,Evan McPherson kicks extra point good,0.0,0.0,12.0,2023,171
2.0,10:30,,,CIN 35,3.0,7.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,171
2.0,10:30,1.0,10.0,PIT 25,3.0,7.0,Kenny Pickett pass complete short middle to Darnell Washington for 10 yards (tackle by Sam Hubbard and Josh Tupou),0.61,1.27,12.0,2023,171
2.0,9:53,1.0,10.0,PIT 35,3.0,7.0,Jaylen Warren right end for 3 yards (tackle by Mike Hilton),1.27,1.13,12.0,2023,171
2.0,9:12,2.0,7.0,PIT 38,3.0,7.0,Jaylen Warren right end for 3 yards (tackle by Germaine Pratt and Logan Wilson),1.13,0.83,12.0,2023,171
2.0,8:30,3.0,4.0,PIT 41,3.0,7.0,Kenny Pickett pass incomplete short right intended for Diontae Johnson,0.83,-0.65,12.0,2023,171
2.0,8:24,4.0,4.0,PIT 41,3.0,7.0,"Pressley Harvin punts 59 yards, touchback.",-0.65,-0.28,12.0,2023,171
2.0,8:16,1.0,10.0,CIN 20,3.0,7.0,Joe Mixon left guard for 4 yards (tackle by Trenton Thompson),0.28,0.27,12.0,2023,171
2.0,7:40,2.0,6.0,CIN 24,3.0,7.0,Jake Browning pass complete short right to Mitchell Wilcox for 1 yard (tackle by T.J. Watt),0.27,-0.3,12.0,2023,171
2.0,6:58,3.0,5.0,CIN 25,3.0,7.0,Jake Browning sacked by Nick Herbig for -9 yards,-0.3,-2.39,12.0,2023,171
2.0,6:30,4.0,14.0,CIN 16,3.0,7.0,"Brad Robbins punts 44 yards, returned by Calvin Austin for 5 yards (tackle by Andrei Iosivas)",-2.39,-1.93,12.0,2023,171
2.0,6:25,1.0,10.0,PIT 45,3.0,7.0,Kenny Pickett pass complete short left to Pat Freiermuth for 9 yards (tackle by Akeem Davis-Gaither),1.93,2.6,12.0,2023,171
2.0,5:30,2.0,1.0,CIN 46,3.0,7.0,Najee Harris right guard for 4 yards (tackle by Akeem Davis-Gaither and Jordan Battle),2.6,2.79,12.0,2023,171
2.0,4:55,1.0,10.0,CIN 42,3.0,7.0,Najee Harris right tackle for 5 yards (tackle by Daxton Hill and Akeem Davis-Gaither),2.79,2.92,12.0,2023,171
2.0,4:20,2.0,5.0,CIN 37,3.0,7.0,Kenny Pickett pass complete short left to Jaylen Warren for -5 yards (tackle by Mike Hilton),2.92,1.55,12.0,2023,171
2.0,3:50,3.0,10.0,CIN 42,3.0,7.0,Kenny Pickett pass incomplete short left,1.55,0.46,12.0,2023,171
2.0,3:45,4.0,10.0,CIN 42,3.0,7.0,"Pressley Harvin punts 31 yards, fair catch by Charlie Jones at CIN-11",0.46,0.37,12.0,2023,171
2.0,3:16,1.0,10.0,CIN 11,3.0,7.0,Joe Mixon left tackle for 1 yard (tackle by Cameron Heyward),-0.37,-0.71,12.0,2023,171
2.0,2:40,2.0,9.0,CIN 12,3.0,7.0,"Jake Browning pass complete short left to Trenton Irwin for 25 yards (tackle by Elandon Roberts). Penalty on T.J. Watt: Roughing the Passer, 15 yards (accepted)",-0.71,2.39,12.0,2023,171
2.0,2:00,1.0,10.0,PIT 48,3.0,7.0,Jake Browning pass incomplete short right intended for Ja'Marr Chase (defended by Damontae Kazee),2.39,1.85,12.0,2023,171
2.0,1:56,2.0,10.0,PIT 48,3.0,7.0,Jake Browning pass complete short right to Tyler Boyd for 5 yards (tackle by Damontae Kazee),1.85,1.82,12.0,2023,171
2.0,1:50,,,,,,Timeout #1 by Pittsburgh Steelers,,,12.0,2023,171
2.0,1:50,3.0,5.0,PIT 43,3.0,7.0,Jake Browning pass incomplete short left intended for Tyler Boyd (defended by Joey Porter),1.82,0.4,12.0,2023,171
2.0,1:45,4.0,5.0,PIT 43,3.0,7.0,"Brad Robbins punts 43 yards, touchback.",0.4,-0.28,12.0,2023,171
2.0,1:38,1.0,10.0,PIT 20,3.0,7.0,Kenny Pickett pass complete short left to Diontae Johnson for 4 yards (tackle by DJ Turner),0.28,0.27,12.0,2023,171
2.0,1:34,2.0,6.0,PIT 24,3.0,7.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 11 yards (tackle by Trey Hendrickson and Jordan Battle),0.27,1.27,12.0,2023,171
2.0,1:14,1.0,10.0,PIT 35,3.0,7.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 16 yards (tackle by Logan Wilson),1.27,2.32,12.0,2023,171
2.0,1:06,,,,,,Timeout #2 by Pittsburgh Steelers,,,12.0,2023,171
2.0,1:06,1.0,10.0,CIN 49,3.0,7.0,Kenny Pickett scrambles up the middle for 3 yards (tackle by Germaine Pratt),2.32,2.19,12.0,2023,171
2.0,0:49,2.0,7.0,CIN 46,3.0,7.0,"Kenny Pickett pass complete short right to Najee Harris for no gain. Penalty on Broderick Jones: Offensive Holding, 10 yards (accepted) (no play)",2.19,0.84,12.0,2023,171
2.0,0:44,2.0,17.0,PIT 44,3.0,7.0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,0.84,0.17,12.0,2023,171
2.0,0:40,3.0,17.0,PIT 44,3.0,7.0,Jaylen Warren right tackle for 9 yards (tackle by Logan Wilson and Germaine Pratt),0.17,0.13,12.0,2023,171
2.0,0:33,,,,,,Timeout #1 by Cincinnati Bengals,,,12.0,2023,171
2.0,0:33,4.0,8.0,CIN 47,3.0,7.0,Pressley Harvin punts 39 yards,0.13,0.38,12.0,2023,171
2.0,0:24,1.0,10.0,CIN 8,3.0,7.0,Jake Browning kneels for -1 yards,-0.38,-0.85,12.0,2023,171
3.0,15:00,,,PIT 35,3.0,7.0,"Chris Boswell kicks off 60 yards, returned by Trayveon Williams for 20 yards (tackle by Tariq Carpenter)",0.0,0.61,12.0,2023,171
3.0,14:56,1.0,10.0,CIN 25,3.0,7.0,Joe Mixon right tackle for 1 yard (tackle by Alex Highsmith and Keeanu Benton),0.61,0.2,12.0,2023,171
3.0,14:16,2.0,9.0,CIN 26,3.0,7.0,Jake Browning pass incomplete short right intended for Tanner Hudson (defended by Larry Ogunjobi),0.2,-0.49,12.0,2023,171
3.0,14:11,3.0,9.0,CIN 26,3.0,7.0,Jake Browning pass complete short middle to Andrei Iosivas for 16 yards (tackle by Trenton Thompson),-0.49,1.73,12.0,2023,171
3.0,13:36,1.0,10.0,CIN 42,3.0,7.0,Jake Browning scrambles right end for 6 yards (tackle by Trenton Thompson),1.73,2.0,12.0,2023,171
3.0,13:00,2.0,4.0,CIN 48,3.0,7.0,Joe Mixon right guard for 1 yard (tackle by Elandon Roberts and Patrick Peterson),2.0,1.42,12.0,2023,171
3.0,12:23,3.0,3.0,CIN 49,3.0,7.0,Jake Browning pass complete short middle to Tanner Hudson for 5 yards (tackle by Mykal Walker),1.42,2.52,12.0,2023,171
3.0,11:39,1.0,10.0,PIT 46,3.0,7.0,Jake Browning pass complete deep right to Ja'Marr Chase for 25 yards (tackle by Joey Porter),2.52,4.17,12.0,2023,171
3.0,10:55,1.0,10.0,PIT 21,3.0,7.0,Joe Mixon right guard for 1 yard (tackle by Mykal Walker and Cameron Heyward),4.17,3.76,12.0,2023,171
3.0,10:17,2.0,9.0,PIT 20,3.0,7.0,Jake Browning pass complete short middle to Irv Smith for 2 yards (tackle by T.J. Watt),3.76,3.31,12.0,2023,171
3.0,9:32,3.0,7.0,PIT 18,3.0,7.0,Jake Browning pass short left intended for Ja'Marr Chase is intercepted by Trenton Thompson at PIT-15 and returned for 6 yards (tackle by Ja'Marr Chase),3.31,-0.34,12.0,2023,171
3.0,9:24,1.0,10.0,PIT 21,3.0,7.0,Kenny Pickett pass complete short left to Jaylen Warren for 15 yards (tackle by Germaine Pratt),0.34,1.33,12.0,2023,171
3.0,8:46,1.0,10.0,PIT 36,3.0,7.0,Najee Harris left guard for 5 yards (tackle by Jordan Battle),1.33,1.47,12.0,2023,171
3.0,8:12,2.0,5.0,PIT 41,3.0,7.0,Kenny Pickett pass incomplete short left intended for George Pickens,1.47,0.76,12.0,2023,171
3.0,8:07,3.0,5.0,PIT 41,3.0,7.0,Kenny Pickett pass complete short right to Calvin Austin for 5 yards (tackle by Jalen Davis),0.76,1.99,12.0,2023,171
3.0,7:26,1.0,10.0,PIT 46,3.0,7.0,Jaylen Warren right end for 1 yard (tackle by Sam Hubbard),1.99,1.59,12.0,2023,171
3.0,6:48,2.0,9.0,PIT 47,3.0,7.0,Jaylen Warren left guard for 5 yards (tackle by Zachary Carter and Daxton Hill),1.59,1.55,12.0,2023,171
3.0,6:10,3.0,4.0,CIN 48,3.0,7.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 9 yards (tackle by Mike Hilton),1.55,2.98,12.0,2023,171
3.0,5:27,1.0,10.0,CIN 39,3.0,7.0,Kenny Pickett pass complete short left to George Pickens for 10 yards (tackle by DJ Turner),2.98,3.64,12.0,2023,171
3.0,4:47,1.0,10.0,CIN 29,3.0,7.0,Najee Harris left end for 6 yards (tackle by Jordan Battle and Myles Murphy),3.64,3.91,12.0,2023,171
3.0,4:07,2.0,4.0,CIN 23,3.0,7.0,Kenny Pickett sacked by Myles Murphy for -2 yards,3.91,2.94,12.0,2023,171
3.0,3:26,,,,,,Timeout #1 by Cincinnati Bengals,,,12.0,2023,171
3.0,3:26,3.0,6.0,CIN 25,3.0,7.0,Kenny Pickett pass complete short left to Pat Freiermuth for 8 yards (tackle by Daxton Hill),2.94,4.44,12.0,2023,171
3.0,2:53,1.0,10.0,CIN 17,3.0,7.0,Jaylen Warren left tackle for 9 yards (tackle by Jordan Battle),4.44,5.48,12.0,2023,171
3.0,2:18,2.0,1.0,CIN 8,3.0,7.0,Jaylen Warren left tackle for 3 yards (tackle by D.J. Reader),5.48,6.06,12.0,2023,171
3.0,1:38,1.0,5.0,CIN 5,9.0,7.0,"Najee Harris left tackle for 5 yards, touchdown",6.06,7.0,12.0,2023,171
3.0,1:34,,,CIN 15,10.0,7.0,Chris Boswell kicks extra point good,0.0,0.0,12.0,2023,171
3.0,1:34,,,PIT 35,10.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,171
3.0,1:34,1.0,10.0,CIN 25,10.0,7.0,Jake Browning pass complete short middle to Tyler Boyd for 10 yards (tackle by Damontae Kazee),0.61,1.27,12.0,2023,171
3.0,0:53,1.0,10.0,CIN 35,10.0,7.0,Jake Browning scrambles right end for 4 yards (tackle by Mykal Walker),1.27,1.26,12.0,2023,171
3.0,0:07,2.0,6.0,CIN 39,10.0,7.0,"Joe Mixon right tackle for no gain (tackle by Alex Highsmith). Penalty on Irv Smith: Offensive Holding, 10 yards (accepted) (no play)",1.26,-0.09,12.0,2023,171
4.0,15:00,2.0,16.0,CIN 29,10.0,7.0,Jake Browning pass complete short middle to Ja'Marr Chase for 14 yards (tackle by Trenton Thompson),-0.09,1.09,12.0,2023,171
4.0,14:22,3.0,2.0,CIN 43,10.0,7.0,"Jake Browning pass complete short left to Tyler Boyd for no gain (tackle by Alex Highsmith). Penalty on Tanner Hudson: Offensive Pass Interference, 10 yards (accepted) (no play)",1.09,-0.23,12.0,2023,171
4.0,13:56,3.0,12.0,CIN 33,10.0,7.0,Jake Browning sacked by Cameron Heyward for -6 yards,-0.23,-1.57,12.0,2023,171
4.0,13:15,4.0,18.0,CIN 27,10.0,7.0,"Brad Robbins punts 41 yards out of bounds. Penalty on Tariq Carpenter: Offensive Holding, 10 yards (accepted)",-1.57,-0.41,12.0,2023,171
4.0,13:10,1.0,10.0,PIT 22,10.0,7.0,Kenny Pickett pass complete short left to Connor Heyward for 1 yard (tackle by Chidobe Awuzie and Germaine Pratt),0.41,0.0,12.0,2023,171
4.0,12:39,2.0,9.0,PIT 23,10.0,7.0,Kenny Pickett pass incomplete deep left intended for George Pickens,0.0,-0.69,12.0,2023,171
4.0,12:34,3.0,9.0,PIT 23,10.0,7.0,Kenny Pickett pass complete short middle to Diontae Johnson for 12 yards (tackle by Mike Hilton),-0.69,1.27,12.0,2023,171
4.0,11:51,1.0,10.0,PIT 35,10.0,7.0,"Kenny Pickett pass complete short right to Allen Robinson for no gain. Penalty on Miles Boykin: Offensive Pass Interference, 10 yards (accepted) (no play)",1.27,0.61,12.0,2023,171
4.0,11:24,1.0,20.0,PIT 25,10.0,7.0,Jaylen Warren up the middle for 5 yards (tackle by Logan Wilson),0.61,0.05,12.0,2023,171
4.0,10:43,2.0,15.0,PIT 30,10.0,7.0,Kenny Pickett pass complete short right to Pat Freiermuth for 7 yards (tackle by Germaine Pratt),0.05,0.3,12.0,2023,171
4.0,10:04,3.0,8.0,PIT 37,10.0,7.0,Kenny Pickett pass complete deep left to George Pickens for 43 yards (tackle by Mike Hilton),0.3,4.24,12.0,2023,171
4.0,9:25,1.0,10.0,CIN 20,10.0,7.0,Najee Harris left tackle for 2 yards (tackle by Zachary Carter and Jordan Battle),4.24,3.96,12.0,2023,171
4.0,8:50,2.0,8.0,CIN 18,10.0,7.0,Najee Harris left guard for 2 yards (tackle by Logan Wilson and Josh Tupou),3.96,3.52,12.0,2023,171
4.0,8:14,3.0,6.0,CIN 16,10.0,7.0,Kenny Pickett pass incomplete short left intended for Diontae Johnson (defended by DJ Turner),3.52,2.4,12.0,2023,171
4.0,8:08,4.0,6.0,CIN 16,13.0,7.0,Chris Boswell 34 yard field goal good,2.4,3.0,12.0,2023,171
4.0,8:03,,,PIT 35,13.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,171
4.0,8:03,1.0,10.0,CIN 25,13.0,7.0,Jake Browning pass complete short left to Tanner Hudson for 3 yards (tackle by Mykal Walker),0.61,0.47,12.0,2023,171
4.0,7:26,2.0,7.0,CIN 28,13.0,7.0,Jake Browning pass complete short middle to Tanner Hudson for 4 yards (tackle by Elandon Roberts),0.47,0.3,12.0,2023,171
4.0,6:44,3.0,3.0,CIN 32,13.0,7.0,Jake Browning sacked by T.J. Watt for -9 yards,0.3,-1.83,12.0,2023,171
4.0,6:05,4.0,12.0,CIN 23,13.0,7.0,"Brad Robbins punts 41 yards, returned by Calvin Austin for -3 yards (tackle by DJ Ivey)",-1.83,-1.14,12.0,2023,171
4.0,5:58,1.0,10.0,PIT 33,13.0,7.0,Najee Harris left tackle for 22 yards (tackle by Daxton Hill),1.14,2.59,12.0,2023,171
4.0,5:19,1.0,10.0,CIN 45,13.0,7.0,Najee Harris right guard for 13 yards (tackle by Chidobe Awuzie),2.59,3.45,12.0,2023,171
4.0,4:39,1.0,10.0,CIN 32,13.0,7.0,Kenny Pickett pass complete short left to Allen Robinson for 11 yards (tackle by Daxton Hill),3.45,4.17,12.0,2023,171
4.0,3:55,1.0,10.0,CIN 21,13.0,7.0,Najee Harris left tackle for -1 yards (tackle by Sam Hubbard),4.17,3.49,12.0,2023,171
4.0,3:46,,,,,,Timeout #2 by Cincinnati Bengals,,,12.0,2023,171
4.0,3:46,2.0,11.0,CIN 22,13.0,7.0,Jaylen Warren right tackle for no gain (tackle by Logan Wilson),3.49,2.81,12.0,2023,171
4.0,3:41,,,,,,Timeout #3 by Cincinnati Bengals,,,12.0,2023,171
4.0,3:41,3.0,11.0,CIN 22,13.0,7.0,Kenny Pickett pass complete short middle to Pat Freiermuth for 7 yards (tackle by Logan Wilson and Nick Scott),2.81,2.52,12.0,2023,171
4.0,2:55,,,,,,Timeout #1 by Pittsburgh Steelers,,,12.0,2023,171
4.0,2:55,4.0,4.0,CIN 15,16.0,7.0,Chris Boswell 33 yard field goal good,2.52,3.0,12.0,2023,171
4.0,2:51,,,PIT 35,16.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,171
4.0,2:51,1.0,10.0,CIN 25,16.0,7.0,Jake Browning pass complete short right to Joe Mixon for 39 yards (tackle by Trenton Thompson),0.61,3.18,12.0,2023,171
4.0,2:40,1.0,10.0,PIT 36,16.0,7.0,Jake Browning pass incomplete deep left intended for Andrei Iosivas (defended by Levi Wallace),3.18,2.64,12.0,2023,171
4.0,2:33,2.0,10.0,PIT 36,16.0,7.0,Jake Browning pass complete short middle to Tyler Boyd for 8 yards (tackle by Elandon Roberts),2.64,3.01,12.0,2023,171
4.0,2:10,3.0,2.0,PIT 28,16.0,7.0,Jake Browning pass incomplete short left intended for Tyler Boyd (defended by Patrick Peterson),3.01,1.7,12.0,2023,171
4.0,2:09,4.0,2.0,PIT 28,16.0,10.0,Evan McPherson 47 yard field goal good,1.7,3.0,12.0,2023,171
4.0,2:04,,,,,,Timeout #2 by Pittsburgh Steelers,,,12.0,2023,171
4.0,2:04,,,CIN 35,16.0,10.0,"Evan McPherson kicks onside 11 yards, returned by George Pickens for 7 yards (tackle by Chase Brown and Markus Bailey)",0.0,2.98,12.0,2023,171
4.0,1:58,1.0,10.0,CIN 39,16.0,10.0,Kenny Pickett kneels for -1 yards,2.98,2.3,12.0,2023,171
4.0,1:19,2.0,11.0,CIN 40,16.0,10.0,Kenny Pickett kneels for -1 yards,2.3,1.49,12.0,2023,171
4.0,0:37,3.0,12.0,CIN 41,16.0,10.0,Kenny Pickett kneels for -1 yards,1.49,0.46,12.0,2023,171
