Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA,week,year,game_id
2.0,11:52,3.0,10.0,CLE 27,0.0,0.0,Russell Wilson pass complete short left to Jaylen Warren for 2 yards (tackle by Jordan Hicks and Shelby Harris),2.54,1.8,12.0,2024,167
2.0,11:08,4.0,8.0,CLE 25,0.0,0.0,"Penalty on Cameron Heyward: False Start, 5 yards (accepted) (no play)",1.8,1.41,12.0,2024,167
2.0,10:58,4.0,13.0,CLE 30,3.0,0.0,Chris Boswell 48 yard field goal good,1.41,3.0,12.0,2024,167
2.0,10:53,,,PIT 35,3.0,0.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.28,12.0,2024,167
2.0,10:53,1.0,10.0,CLE 20,3.0,0.0,Jameis Winston pass complete short right to Jerry Jeudy for 16 yards (tackle by Donte Jackson),0.28,1.33,12.0,2024,167
2.0,10:14,1.0,10.0,CLE 36,3.0,0.0,Jameis Winston pass complete short left to Jerry Jeudy for 8 yards (tackle by Joey Porter),1.33,1.87,12.0,2024,167
2.0,9:38,2.0,2.0,CLE 44,3.0,0.0,Nick Chubb right guard for 4 yards (tackle by Patrick Queen and Preston Smith),1.87,2.13,12.0,2024,167
2.0,9:00,1.0,10.0,CLE 48,3.0,0.0,Jameis Winston pass complete short middle to Jerry Jeudy for 15 yards (tackle by Joey Porter),2.13,3.12,12.0,2024,167
2.0,8:15,1.0,10.0,PIT 37,3.0,0.0,Jerome Ford right tackle for 9 yards (tackle by Patrick Queen and Nick Herbig),3.12,3.79,12.0,2024,167
2.0,7:38,2.0,1.0,PIT 28,3.0,0.0,Jameis Winston right guard for 3 yards (tackle by DeShon Elliott and Elandon Roberts),3.79,3.91,12.0,2024,167
2.0,7:08,1.0,10.0,PIT 25,3.0,0.0,Jameis Winston pass complete short right to Nick Chubb for 1 yard (tackle by Preston Smith),3.91,3.5,12.0,2024,167
2.0,6:29,2.0,9.0,PIT 24,3.0,0.0,Nick Chubb up the middle for 2 yards (tackle by Payton Wilson),3.5,3.07,12.0,2024,167
2.0,5:51,3.0,7.0,PIT 22,3.0,0.0,Jameis Winston pass complete short middle to Elijah Moore for 6 yards (tackle by Patrick Queen),3.07,2.53,12.0,2024,167
2.0,5:07,4.0,1.0,PIT 16,3.0,0.0,Nick Chubb left guard for 5 yards (tackle by DeShon Elliott),2.53,4.84,12.0,2024,167
2.0,4:47,1.0,10.0,PIT 11,3.0,0.0,Jameis Winston pass complete short left to David Njoku for 9 yards (tackle by DeShon Elliott),4.84,5.85,12.0,2024,167
2.0,4:03,2.0,1.0,PIT 2,3.0,6.0,"Nick Chubb right guard for 2 yards, touchdown",5.85,7.0,12.0,2024,167
2.0,4:00,,,PIT 15,3.0,7.0,Dustin Hopkins kicks extra point good,0.0,0.0,12.0,2024,167
2.0,4:00,,,CLE 35,3.0,7.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,167
2.0,4:00,1.0,10.0,PIT 30,3.0,7.0,Najee Harris right end for 2 yards (tackle by Grant Delpit and Devin Bush),0.94,0.66,12.0,2024,167
2.0,3:19,2.0,8.0,PIT 32,3.0,7.0,"Russell Wilson sacked by Myles Garrett for -4 yards. Russell Wilson fumbles (forced by Myles Garrett), recovered by Winston Reid at PIT-31",0.66,-3.51,12.0,2024,167
2.0,3:11,1.0,10.0,PIT 31,3.0,7.0,Jameis Winston pass complete short middle to Elijah Moore for 9 yards (tackle by Joey Porter),3.51,4.18,12.0,2024,167
2.0,2:31,2.0,1.0,PIT 22,3.0,7.0,Jameis Winston up the middle for 2 yards (tackle by Patrick Queen),4.18,4.24,12.0,2024,167
2.0,2:00,1.0,10.0,PIT 20,3.0,7.0,Nick Chubb right tackle for 2 yards (tackle by Cameron Heyward and Larry Ogunjobi),4.24,3.96,12.0,2024,167
2.0,1:36,2.0,8.0,PIT 18,3.0,7.0,"Penalty on Germain Ifedi: False Start, 5 yards (accepted) (no play)",3.96,3.29,12.0,2024,167
2.0,1:36,2.0,13.0,PIT 23,3.0,7.0,Jameis Winston pass complete short right to Elijah Moore for 6 yards (tackle by Beanie Bishop),3.29,3.36,12.0,2024,167
2.0,1:27,,,,,,Timeout #2 by Pittsburgh Steelers,,,12.0,2024,167
2.0,1:27,3.0,7.0,PIT 17,3.0,7.0,Nick Chubb up the middle for 1 yard (tackle by T.J. Watt and Patrick Queen),3.36,2.4,12.0,2024,167
2.0,0:43,,,,,,Timeout #1 by Cleveland Browns,,,12.0,2024,167
2.0,0:43,4.0,6.0,PIT 16,3.0,10.0,Dustin Hopkins 34 yard field goal good,2.4,3.0,12.0,2024,167
2.0,0:40,,,CLE 35,3.0,10.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,167
2.0,0:40,1.0,10.0,PIT 30,3.0,10.0,Russell Wilson pass complete short left to Pat Freiermuth for 19 yards (tackle by Greg Newsome and Ronnie Hickman),0.94,2.19,12.0,2024,167
2.0,0:22,1.0,10.0,PIT 49,3.0,10.0,Russell Wilson pass incomplete short left,2.19,1.65,12.0,2024,167
2.0,0:17,2.0,10.0,PIT 49,3.0,10.0,Russell Wilson pass incomplete deep left intended for George Pickens,1.65,0.96,12.0,2024,167
2.0,0:11,3.0,10.0,PIT 49,3.0,10.0,Russell Wilson sacked by Myles Garrett for -8 yards,0.96,-0.65,12.0,2024,167
3.0,15:00,,,PIT 35,3.0,10.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,167
3.0,15:00,1.0,10.0,CLE 30,3.0,10.0,"Jameis Winston pass complete short right to Jordan Akins for 12 yards. Jordan Akins fumbles (forced by Minkah Fitzpatrick), recovered by Jordan Akins at CLE-42",0.94,1.73,12.0,2024,167
3.0,14:27,1.0,10.0,CLE 42,3.0,10.0,Nick Chubb right guard for 3 yards (tackle by Nick Herbig),1.73,1.59,12.0,2024,167
3.0,13:54,2.0,7.0,CLE 45,3.0,10.0,"Jameis Winston pass complete deep left to Cedric Tillman for 24 yards. Cedric Tillman fumbles (forced by DeShon Elliott), recovered by Donte Jackson at PIT-26 and returned for -1 yards (tackle by Jameis Winston)",1.59,-0.61,12.0,2024,167
3.0,13:42,1.0,10.0,PIT 25,3.0,10.0,Najee Harris left guard for 9 yards (tackle by Denzel Ward and Juan Thornhill),0.61,1.28,12.0,2024,167
3.0,13:17,2.0,1.0,PIT 34,3.0,10.0,Najee Harris left guard for 3 yards (tackle by Jordan Hicks and Isaiah McGuire),1.28,1.4,12.0,2024,167
3.0,12:35,1.0,10.0,PIT 37,3.0,10.0,Najee Harris right guard for 1 yard (tackle by Greg Newsome and Myles Garrett),1.4,0.99,12.0,2024,167
3.0,11:54,2.0,9.0,PIT 38,3.0,10.0,Jaylen Warren right end for 2 yards (tackle by Juan Thornhill and Jordan Hicks),0.99,0.56,12.0,2024,167
3.0,11:12,3.0,7.0,PIT 40,3.0,10.0,Russell Wilson pass complete short right to Jaylen Warren for 6 yards (tackle by Juan Thornhill),0.56,-0.32,12.0,2024,167
3.0,10:37,4.0,1.0,PIT 46,3.0,10.0,Jaylen Warren up the middle for -1 yards (tackle by Maurice Hurst),-0.32,-2.59,12.0,2024,167
3.0,10:34,1.0,10.0,PIT 45,3.0,10.0,Jerome Ford right tackle for 3 yards (tackle by Nick Herbig),2.59,2.45,12.0,2024,167
3.0,10:01,2.0,7.0,PIT 42,3.0,10.0,Nick Chubb up the middle for 3 yards (tackle by Cameron Heyward and Patrick Queen),2.45,2.15,12.0,2024,167
3.0,9:20,3.0,4.0,PIT 39,3.0,10.0,Jameis Winston pass incomplete short left intended for Cedric Tillman (defended by Cameron Heyward),2.15,0.66,12.0,2024,167
3.0,9:17,4.0,4.0,PIT 39,3.0,10.0,"Corey Bojorquez punts 39 yards, touchback.",0.66,-0.28,12.0,2024,167
3.0,9:09,1.0,10.0,PIT 20,3.0,10.0,Jaylen Warren left end for 9 yards (tackle by Ronnie Hickman),0.28,0.95,12.0,2024,167
3.0,8:43,2.0,1.0,PIT 29,3.0,10.0,Jaylen Warren right end for 5 yards (tackle by Winston Reid and Maurice Hurst),0.95,1.2,12.0,2024,167
3.0,8:09,1.0,10.0,PIT 34,3.0,10.0,Russell Wilson pass incomplete short left intended for Jaylen Warren,1.2,0.66,12.0,2024,167
3.0,8:03,2.0,10.0,PIT 34,3.0,10.0,Jaylen Warren right tackle for no gain (tackle by Denzel Ward),0.66,-0.03,12.0,2024,167
3.0,7:22,3.0,10.0,PIT 34,3.0,10.0,Russell Wilson pass complete deep left to Van Jefferson for 35 yards (tackle by Martin Emerson),-0.03,3.51,12.0,2024,167
3.0,6:46,1.0,10.0,CLE 31,3.0,10.0,Najee Harris left tackle for -1 yards (tackle by Mohamoud Diabate and Devin Bush),3.51,2.83,12.0,2024,167
3.0,6:07,2.0,11.0,CLE 32,3.0,10.0,Russell Wilson scrambles right end for 10 yards (tackle by Ronnie Hickman),2.83,3.47,12.0,2024,167
3.0,5:21,3.0,1.0,CLE 22,3.0,10.0,Najee Harris up the middle for no gain (tackle by Ogbonnia Okoronkwo and Jordan Hicks),3.47,2.14,12.0,2024,167
3.0,4:43,,,,,,Timeout #1 by Pittsburgh Steelers,,,12.0,2024,167
3.0,4:43,4.0,1.0,CLE 22,3.0,10.0,Russell Wilson pass complete short left to Pat Freiermuth for 9 yards (tackle by Rodney McLeod),2.14,4.71,12.0,2024,167
3.0,4:05,1.0,10.0,CLE 13,3.0,10.0,Najee Harris up the middle for 4 yards (tackle by Isaiah McGuire),4.71,4.77,12.0,2024,167
3.0,3:24,2.0,6.0,CLE 9,3.0,10.0,"Zach Frazier aborted snap, recovered by Russell Wilson at CLE-16 (tackle by Jordan Hicks)",4.77,2.97,12.0,2024,167
3.0,2:39,3.0,13.0,CLE 16,3.0,10.0,Russell Wilson pass complete short left to George Pickens for 7 yards (tackle by Martin Emerson),2.97,2.85,12.0,2024,167
3.0,2:00,4.0,6.0,CLE 9,6.0,10.0,Chris Boswell 28 yard field goal good,2.85,3.0,12.0,2024,167
3.0,1:56,,,PIT 35,6.0,10.0,"Chris Boswell kicks off 57 yards, returned by Jerome Ford for 27 yards (tackle by Jeremiah Moon and Miles Killebrew)",0.0,1.27,12.0,2024,167
3.0,1:49,1.0,10.0,CLE 35,6.0,10.0,Jameis Winston pass complete deep left to Blake Whiteheart for 29 yards (tackle by Donte Jackson),1.27,3.18,12.0,2024,167
3.0,1:07,1.0,10.0,PIT 36,6.0,10.0,Nick Chubb right guard for 6 yards (tackle by Joey Porter and Preston Smith),3.18,3.45,12.0,2024,167
3.0,0:33,2.0,4.0,PIT 30,6.0,10.0,Nick Chubb right tackle for -1 yards (tackle by T.J. Watt),3.45,2.61,12.0,2024,167
3.0,0:01,3.0,5.0,PIT 31,6.0,10.0,Jameis Winston pass complete short middle to Cedric Tillman for 4 yards (tackle by Payton Wilson and Beanie Bishop),2.61,1.82,12.0,2024,167
4.0,15:00,4.0,1.0,PIT 27,6.0,10.0,Nick Chubb left guard for 4 yards (tackle by Preston Smith and Larry Ogunjobi),1.82,4.04,12.0,2024,167
4.0,14:24,1.0,10.0,PIT 23,6.0,10.0,Jameis Winston pass complete short left to Jordan Akins for 18 yards (tackle by Minkah Fitzpatrick),4.04,6.06,12.0,2024,167
4.0,13:47,1.0,5.0,PIT 5,6.0,10.0,Nick Chubb right guard for 3 yards (tackle by Keeanu Benton and Elandon Roberts),6.06,5.72,12.0,2024,167
4.0,12:59,2.0,2.0,PIT 2,6.0,10.0,Nick Chubb up the middle for no gain (tackle by Isaiahh Loudermilk),5.72,4.95,12.0,2024,167
4.0,12:27,3.0,2.0,PIT 2,6.0,10.0,Jameis Winston pass incomplete short left intended for David Njoku (defended by Patrick Queen),4.95,3.25,12.0,2024,167
4.0,12:23,4.0,2.0,PIT 2,6.0,16.0,"Jameis Winston scrambles right end for 2 yards, touchdown",3.25,7.0,12.0,2024,167
4.0,12:16,,,PIT 2,6.0,18.0,Two Point Attempt: Jameis Winston pass complete to to David Njoku for no gain,1.0,1.0,12.0,2024,167
4.0,12:16,,,CLE 35,6.0,18.0,"Dustin Hopkins kicks off 60 yards, recovered by Cordarrelle Patterson and returned for no gain, recovered by Cordarrelle Patterson at PIT-7 (tackle by Rodney McLeod)",0.0,1.0,12.0,2024,167
4.0,12:10,1.0,10.0,PIT 31,6.0,18.0,Russell Wilson pass complete short right to Darnell Washington for 4 yards (tackle by Devin Bush and Grant Delpit),1.0,1.0,12.0,2024,167
4.0,11:32,2.0,6.0,PIT 35,6.0,18.0,Justin Fields right end for 30 yards (tackle by Juan Thornhill),1.0,3.25,12.0,2024,167
4.0,10:50,1.0,10.0,CLE 35,6.0,18.0,Justin Fields left end for -2 yards (tackle by Martin Emerson),3.25,2.43,12.0,2024,167
4.0,10:03,2.0,12.0,CLE 37,6.0,18.0,"Justin Fields pass incomplete deep right intended for George Pickens. Penalty on Jordan Hicks: Roughing the Passer, 15 yards (accepted) (no play)",2.43,4.11,12.0,2024,167
4.0,10:03,1.0,10.0,CLE 22,6.0,18.0,Najee Harris up the middle for 2 yards (tackle by Shelby Harris and Dalvin Tomlinson),4.11,3.83,12.0,2024,167
4.0,9:27,2.0,8.0,CLE 20,6.0,18.0,"Penalty on Ogbonnia Okoronkwo: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.83,4.65,12.0,2024,167
4.0,9:15,2.0,3.0,CLE 15,6.0,18.0,Russell Wilson pass complete short right to Najee Harris for 10 yards (tackle by Mohamoud Diabate),4.65,6.06,12.0,2024,167
4.0,8:29,1.0,5.0,CLE 5,6.0,18.0,"Cordarrelle Patterson right end for -2 yards (tackle by Devin Bush and Grant Delpit). Penalty on Grant Delpit: Unsportsmanlike Conduct / Defense, 4 yards (accepted)",6.06,6.51,12.0,2024,167
4.0,8:00,1.0,3.0,CLE 3,12.0,18.0,"Jaylen Warren left guard for 3 yards, touchdown",6.51,7.0,12.0,2024,167
4.0,7:57,,,CLE 15,13.0,18.0,Chris Boswell kicks extra point good,0.0,0.0,12.0,2024,167
4.0,7:57,,,PIT 35,13.0,18.0,"Chris Boswell kicks off 64 yards, returned by Jerome Ford for 23 yards (tackle by Payton Wilson)",0.0,0.54,12.0,2024,167
4.0,7:48,1.0,10.0,CLE 24,13.0,18.0,Nick Chubb left tackle for 1 yard (tackle by Payton Wilson and T.J. Watt),0.54,0.13,12.0,2024,167
4.0,7:10,2.0,9.0,CLE 25,13.0,18.0,"Jameis Winston sacked by Nick Herbig for no gain. Jameis Winston fumbles (forced by Nick Herbig), recovered by DeShon Elliott at CLE-27",0.13,-3.78,12.0,2024,167
4.0,7:05,1.0,10.0,CLE 27,13.0,18.0,Russell Wilson pass incomplete deep right intended for George Pickens,3.78,3.23,12.0,2024,167
4.0,7:00,2.0,10.0,CLE 27,13.0,18.0,Najee Harris up the middle for 4 yards (tackle by Rodney McLeod and Grant Delpit),3.23,3.07,12.0,2024,167
4.0,6:20,3.0,6.0,CLE 23,19.0,18.0,"Russell Wilson pass complete deep middle to Calvin Austin for 23 yards, touchdown",3.07,7.0,12.0,2024,167
4.0,6:15,,,CLE 2,19.0,18.0,Two Point Attempt: Russell Wilson pass incomplete intended for intended for Cordarrelle Patterson,1.0,-1.0,12.0,2024,167
4.0,6:15,,,PIT 35,19.0,18.0,"Chris Boswell kicks off 58 yards, recovered by Jerome Ford at CLE-11 (tackle by Payton Wilson and Ben Skowronek)",0.0,1.14,12.0,2024,167
4.0,6:09,1.0,10.0,CLE 33,19.0,18.0,"Jameis Winston pass incomplete short right intended for David Njoku. Penalty on Joey Porter: Defensive Holding, 4 yards (accepted) (no play)",1.14,1.4,12.0,2024,167
4.0,6:06,1.0,10.0,CLE 37,19.0,18.0,Nick Chubb up the middle for 4 yards (tackle by Cameron Heyward and Larry Ogunjobi),1.4,1.4,12.0,2024,167
4.0,5:28,2.0,6.0,CLE 41,19.0,18.0,"Penalty on Germain Ifedi: False Start, 5 yards (accepted) (no play)",1.4,0.72,12.0,2024,167
4.0,5:28,2.0,11.0,CLE 36,19.0,18.0,Jameis Winston pass complete deep right to Jerry Jeudy for 26 yards (tackle by Donte Jackson),0.72,3.05,12.0,2024,167
4.0,4:38,1.0,10.0,PIT 38,19.0,18.0,Jameis Winston pass incomplete short left intended for Elijah Moore,3.05,2.51,12.0,2024,167
4.0,4:34,2.0,10.0,PIT 38,19.0,18.0,Jameis Winston pass incomplete short right intended for David Njoku (defended by Beanie Bishop),2.51,1.82,12.0,2024,167
4.0,4:28,3.0,10.0,PIT 38,19.0,18.0,Jameis Winston pass deep left intended for Elijah Moore is intercepted by Donte Jackson at PIT-22 and returned for 2 yards (tackle by Elijah Moore),1.82,-0.54,12.0,2024,167
4.0,4:22,1.0,10.0,PIT 24,19.0,18.0,Najee Harris up the middle for 3 yards (tackle by Grant Delpit),0.54,0.4,12.0,2024,167
4.0,3:39,2.0,7.0,PIT 27,19.0,18.0,Najee Harris right end for 3 yards (tackle by Mohamoud Diabate),0.4,0.1,12.0,2024,167
4.0,3:34,,,,,,Timeout #1 by Cleveland Browns,,,12.0,2024,167
4.0,3:34,3.0,4.0,PIT 30,19.0,18.0,Justin Fields pass incomplete deep left intended for George Pickens,0.1,-1.37,12.0,2024,167
4.0,3:29,4.0,4.0,PIT 30,19.0,18.0,Corliss Waitman punts 15 yards out of bounds,-1.37,-2.59,12.0,2024,167
4.0,3:22,1.0,10.0,PIT 45,19.0,18.0,Jerome Ford left guard for 7 yards (tackle by Cameron Heyward),2.59,2.99,12.0,2024,167
4.0,2:46,2.0,3.0,PIT 38,19.0,18.0,Jameis Winston pass incomplete short middle intended for Jordan Akins,2.99,2.28,12.0,2024,167
4.0,2:40,3.0,3.0,PIT 38,19.0,18.0,Jameis Winston pass incomplete short middle intended for David Njoku (defended by DeShon Elliott),2.28,0.72,12.0,2024,167
4.0,2:36,4.0,3.0,PIT 38,19.0,18.0,Jameis Winston pass complete short left to Jerry Jeudy for 5 yards (tackle by Joey Porter),0.72,3.38,12.0,2024,167
4.0,2:11,1.0,10.0,PIT 33,19.0,18.0,Jameis Winston pass complete short left to Jordan Akins for 8 yards,3.38,3.92,12.0,2024,167
4.0,2:05,2.0,2.0,PIT 25,19.0,18.0,Jerome Ford up the middle for no gain (tackle by Nick Herbig and Cameron Heyward),3.92,3.2,12.0,2024,167
4.0,2:00,3.0,2.0,PIT 25,19.0,18.0,"Jameis Winston pass incomplete short middle. Penalty on Ethan Pocic: Illegal Touch Pass, 4 yards (accepted) (no play)",3.2,2.68,12.0,2024,167
4.0,1:55,,,,,,Timeout #2 by Pittsburgh Steelers,,,12.0,2024,167
4.0,1:55,3.0,6.0,PIT 29,19.0,18.0,Jameis Winston pass complete short left to Jerry Jeudy for 15 yards (tackle by Joey Porter),2.68,4.65,12.0,2024,167
4.0,1:43,1.0,10.0,PIT 14,19.0,18.0,"Penalty on Beanie Bishop: Defensive Delay of Game, 5 yards (accepted) (no play)",4.65,5.14,12.0,2024,167
4.0,1:42,1.0,9.0,PIT 9,19.0,18.0,Nick Chubb right guard for 7 yards (tackle by Minkah Fitzpatrick and T.J. Watt),5.14,5.72,12.0,2024,167
4.0,1:00,2.0,2.0,PIT 2,19.0,24.0,"Nick Chubb up the middle for 2 yards, touchdown",5.72,7.0,12.0,2024,167
4.0,0:57,,,PIT 15,19.0,24.0,"Penalty on Winston Reid: False Start, 5 yards (accepted) (no play)",0.0,1.0,12.0,2024,167
4.0,0:57,,,PIT 2,19.0,24.0,Two Point Attempt: Jameis Winston pass incomplete intended for intended for Jerry Jeudy,1.0,-1.0,12.0,2024,167
4.0,0:57,,,CLE 35,19.0,24.0,"Dustin Hopkins kicks off 55 yards, returned by Jaylen Warren for 26 yards (tackle by Khaleke Hudson)",0.0,1.33,12.0,2024,167
4.0,0:50,1.0,10.0,PIT 36,19.0,24.0,Russell Wilson pass complete short right to Pat Freiermuth for 9 yards (tackle by Greg Newsome),1.33,2.01,12.0,2024,167
4.0,0:27,2.0,1.0,PIT 45,19.0,24.0,Russell Wilson pass incomplete short left,2.01,1.29,12.0,2024,167
4.0,0:23,3.0,1.0,PIT 45,19.0,24.0,Russell Wilson pass complete short left to Jaylen Warren for 11 yards (tackle by Grant Delpit),1.29,2.65,12.0,2024,167
4.0,0:16,,,,,,Timeout #3 by Pittsburgh Steelers,,,12.0,2024,167
4.0,0:16,1.0,10.0,CLE 44,19.0,24.0,Russell Wilson pass incomplete short left,2.65,2.11,12.0,2024,167
4.0,0:10,,,,,,Timeout #2 by Cleveland Browns,,,12.0,2024,167
4.0,0:10,2.0,10.0,CLE 44,19.0,24.0,Russell Wilson pass complete short left to Calvin Austin for 9 yards,2.11,2.61,12.0,2024,167
4.0,0:06,,,,,,Timeout #3 by Cleveland Browns,,,12.0,2024,167
4.0,0:06,3.0,1.0,CLE 35,19.0,24.0,Russell Wilson pass incomplete deep right,2.61,1.0,12.0,2024,167
