Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA,week,year,game_id
4.0,3:45,2.0,11.0,NWE 38,15.0,31.0,Tua Tagovailoa pass incomplete short right intended for Malik Washington (defended by Jahlani Tavai) (defended by Kyle Dugger),2.44,1.75,12.0,2024,171
4.0,3:42,3.0,11.0,NWE 38,15.0,31.0,Raheem Mostert up the middle for 5 yards (tackle by Dell Pettus and Anfernee Jennings),1.75,1.16,12.0,2024,171
4.0,3:38,,,,,,Timeout #2 by New England Patriots,,,12.0,2024,171
4.0,3:38,4.0,6.0,NWE 33,15.0,34.0,Jason Sanders 51 yard field goal good,1.16,3.0,12.0,2024,171
4.0,3:33,,,MIA 35,15.0,34.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,171
4.0,3:33,1.0,10.0,NWE 30,15.0,34.0,Drake Maye pass complete short middle to Jamycal Hasty for 1 yard (tackle by Tyrel Dodson and Storm Duck),0.94,0.53,12.0,2024,171
4.0,3:03,2.0,9.0,NWE 31,15.0,34.0,Jamycal Hasty right tackle for 15 yards (tackle by Jevon Holland),0.53,1.99,12.0,2024,171
4.0,2:41,1.0,10.0,NWE 46,15.0,34.0,Drake Maye pass incomplete short right intended for Ja'Lynn Polk (defended by Jalen Ramsey),1.99,1.45,12.0,2024,171
4.0,2:34,2.0,10.0,NWE 46,15.0,34.0,Drake Maye pass complete short left to Demario Douglas for 8 yards (tackle by Tyrel Dodson),1.45,1.82,12.0,2024,171
4.0,2:10,3.0,2.0,MIA 46,15.0,34.0,Drake Maye pass complete short left to Jamycal Hasty for -1 yards (tackle by Jevon Holland),1.82,0.13,12.0,2024,171
4.0,2:00,4.0,3.0,MIA 47,15.0,34.0,Drake Maye pass complete short right to Demario Douglas for 2 yards (tackle by Tyus Bowser and Kader Kohou),0.13,-1.93,12.0,2024,171
4.0,1:55,1.0,10.0,MIA 45,15.0,34.0,Tua Tagovailoa kneels for no gain,1.93,1.38,12.0,2024,171
4.0,1:15,2.0,10.0,MIA 45,15.0,34.0,Tua Tagovailoa kneels for -1 yards,1.38,0.56,12.0,2024,171
4.0,0:33,3.0,11.0,MIA 44,15.0,34.0,Tua Tagovailoa kneels for -1 yards,0.56,-0.52,12.0,2024,171
