Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA,week,year,game_id
1.0,10:54,3.0,12.0,DAL 42,0.0,0.0,Jayden Daniels left end for 16 yards (tackle by Eric Kendricks),1.42,3.84,12.0,2024,170
1.0,10:22,1.0,10.0,DAL 26,0.0,0.0,Austin Ekeler right end for 3 yards (tackle by Osa Odighizuwa and Mazi Smith),3.84,3.7,12.0,2024,170
1.0,9:49,2.0,7.0,DAL 23,0.0,0.0,Jayden Daniels pass complete short middle to Austin Ekeler for no gain (tackle by Jourdan Lewis),3.7,3.01,12.0,2024,170
1.0,9:10,3.0,7.0,DAL 23,0.0,0.0,Jayden Daniels pass incomplete short right intended for Zach Ertz,3.01,1.93,12.0,2024,170
1.0,9:04,4.0,7.0,DAL 23,0.0,3.0,Austin Seibert 41 yard field goal good,1.93,3.0,12.0,2024,170
1.0,9:01,,,WAS 35,0.0,3.0,"Austin Seibert kicks off 62 yards, returned by KaVontae Turpin for 29 yards (tackle by Mykal Walker and Jeremy Reaves)",0.0,1.07,12.0,2024,170
1.0,8:55,1.0,10.0,DAL 32,0.0,3.0,Rico Dowdle left guard for 3 yards (tackle by Frankie Luvu),1.07,0.93,12.0,2024,170
1.0,8:14,2.0,7.0,DAL 35,0.0,3.0,Rico Dowdle up the middle for 4 yards (tackle by Dante Fowler and Daron Payne),0.93,0.76,12.0,2024,170
1.0,7:38,3.0,3.0,DAL 39,0.0,3.0,Rico Dowdle up the middle for 9 yards (tackle by Bobby Wagner),0.76,2.13,12.0,2024,170
1.0,7:02,1.0,10.0,DAL 48,0.0,3.0,Cooper Rush pass complete short left to CeeDee Lamb for 7 yards (tackle by Dante Fowler and Sheldon Day),2.13,2.53,12.0,2024,170
1.0,6:18,2.0,3.0,WAS 45,0.0,3.0,Rico Dowdle left end for 3 yards (tackle by Benjamin St-Juste and Sheldon Day),2.53,2.79,12.0,2024,170
1.0,5:36,1.0,10.0,WAS 42,0.0,3.0,Cooper Rush pass complete short left to CeeDee Lamb for 13 yards (tackle by Jeremy Chinn),2.79,3.64,12.0,2024,170
1.0,4:59,1.0,10.0,WAS 29,0.0,3.0,Cooper Rush pass incomplete short middle intended for Luke Schoonmaker (defended by Frankie Luvu),3.64,3.1,12.0,2024,170
1.0,4:56,2.0,10.0,WAS 29,0.0,3.0,Cooper Rush pass complete short left to Jonathan Mingo for 8 yards (tackle by Benjamin St-Juste),3.1,3.47,12.0,2024,170
1.0,4:23,3.0,2.0,WAS 21,0.0,3.0,Rico Dowdle right end for -3 yards (tackle by Bobby Wagner and Frankie Luvu),3.47,1.92,12.0,2024,170
1.0,3:43,4.0,5.0,WAS 24,0.0,3.0,Brandon Aubrey 42 yard field goal no good,1.92,-1.07,12.0,2024,170
1.0,3:39,1.0,10.0,WAS 32,0.0,3.0,Jayden Daniels right end for 7 yards (tackle by Josh Butler),1.07,1.47,12.0,2024,170
1.0,3:08,2.0,3.0,WAS 39,0.0,3.0,Brian Robinson up the middle for 7 yards (tackle by Malik Hooker and DaRon Bland),1.47,1.99,12.0,2024,170
1.0,2:40,1.0,10.0,WAS 46,0.0,3.0,Dyami Brown left end for 14 yards (tackle by Jourdan Lewis and Malik Hooker),1.99,2.92,12.0,2024,170
1.0,2:03,1.0,10.0,DAL 40,0.0,3.0,Brian Robinson right guard for 6 yards (tackle by Micah Parsons and Mazi Smith),2.92,3.18,12.0,2024,170
1.0,1:26,2.0,4.0,DAL 34,0.0,3.0,Brian Robinson right guard for 2 yards (tackle by Micah Parsons and Donovan Wilson),3.18,2.74,12.0,2024,170
1.0,0:55,3.0,2.0,DAL 32,0.0,3.0,Jayden Daniels pass incomplete short right intended for Noah Brown (defended by Josh Butler),2.74,1.3,12.0,2024,170
1.0,0:48,4.0,2.0,DAL 32,0.0,3.0,Austin Seibert 51 yard field goal no good,1.3,-1.66,12.0,2024,170
1.0,0:45,1.0,10.0,DAL 41,0.0,3.0,"Rico Dowdle left guard for 6 yards. Rico Dowdle fumbles (tackle by Bobby Wagner), recovered by Bobby Wagner at DAL-47",1.66,-2.46,12.0,2024,170
1.0,0:31,1.0,10.0,DAL 47,0.0,3.0,Jayden Daniels pass incomplete deep left intended for Terry McLaurin (defended by Jourdan Lewis),2.46,1.91,12.0,2024,170
1.0,0:24,2.0,10.0,DAL 47,0.0,3.0,Jayden Daniels pass complete short right to Zach Ertz for 3 yards (tackle by Josh Butler),1.91,1.62,12.0,2024,170
2.0,15:00,3.0,7.0,DAL 44,0.0,3.0,Jayden Daniels pass incomplete short right,1.62,0.33,12.0,2024,170
2.0,14:54,4.0,7.0,DAL 44,0.0,3.0,"Tress Way punts 38 yards, fair catch by KaVontae Turpin at DAL-6",0.33,0.38,12.0,2024,170
2.0,14:46,1.0,10.0,DAL 6,0.0,3.0,Cooper Rush pass complete short left to Brevyn Spann-Ford for 6 yards (tackle by Frankie Luvu and Bobby Wagner),-0.38,-0.34,12.0,2024,170
2.0,14:08,2.0,4.0,DAL 12,0.0,3.0,Rico Dowdle left tackle for 3 yards (tackle by Michael Davis),-0.34,-0.37,12.0,2024,170
2.0,13:26,3.0,1.0,DAL 15,0.0,3.0,Rico Dowdle left guard for -1 yards (tackle by Bobby Wagner) (no play),-0.37,0.34,12.0,2024,170
2.0,13:10,1.0,10.0,DAL 21,0.0,3.0,Ezekiel Elliott left guard for 4 yards (tackle by Dorance Armstrong),0.34,0.34,12.0,2024,170
2.0,12:34,2.0,6.0,DAL 25,0.0,3.0,Cooper Rush pass complete short right to KaVontae Turpin for 8 yards (tackle by Mike Sainristil and Noah Igbinoghene),0.34,1.14,12.0,2024,170
2.0,12:01,1.0,10.0,DAL 33,0.0,3.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb (defended by Frankie Luvu),1.14,0.59,12.0,2024,170
2.0,11:55,2.0,10.0,DAL 33,0.0,3.0,"Cooper Beebe aborted snap, recovered by Cooper Rush at DAL-21",0.59,-1.68,12.0,2024,170
2.0,11:12,3.0,22.0,DAL 21,0.0,3.0,Cooper Rush pass incomplete short right intended for CeeDee Lamb (defended by Frankie Luvu),-1.68,-1.96,12.0,2024,170
2.0,11:08,4.0,22.0,DAL 21,0.0,3.0,"Bryan Anger punts 56 yards, returned by Olamide Zaccheaus for 19 yards (tackle by Luke Schoonmaker)",-1.96,-1.73,12.0,2024,170
2.0,10:55,1.0,10.0,WAS 42,0.0,3.0,Jayden Daniels pass complete short middle to Noah Brown for 3 yards (tackle by Eric Kendricks),1.73,1.59,12.0,2024,170
2.0,10:21,2.0,7.0,WAS 45,0.0,3.0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",1.59,0.92,12.0,2024,170
2.0,10:04,2.0,12.0,WAS 40,0.0,3.0,Jayden Daniels pass complete short right to Noah Brown for 13 yards (tackle by Josh Butler),0.92,2.46,12.0,2024,170
2.0,9:35,1.0,10.0,DAL 47,0.0,3.0,Jayden Daniels sacked by Micah Parsons for -1 yards,2.46,1.78,12.0,2024,170
2.0,9:00,2.0,11.0,DAL 48,0.0,3.0,Jayden Daniels pass complete short left to Dyami Brown for 2 yards (tackle by Eric Kendricks),1.78,1.35,12.0,2024,170
2.0,8:31,3.0,9.0,DAL 46,0.0,3.0,Jayden Daniels pass incomplete deep right intended for Noah Brown (defended by Josh Butler),1.35,0.2,12.0,2024,170
2.0,8:22,4.0,9.0,DAL 46,0.0,3.0,Tress Way punts 39 yards out of bounds,0.2,0.38,12.0,2024,170
2.0,8:14,1.0,10.0,DAL 7,0.0,3.0,Cooper Rush left end for 3 yards (tackle by Dante Fowler),-0.38,-0.56,12.0,2024,170
2.0,7:45,2.0,7.0,DAL 10,0.0,3.0,Rico Dowdle left end for 6 yards (tackle by Bobby Wagner),-0.56,-0.37,12.0,2024,170
2.0,6:51,,,,,,Timeout #1 by Dallas Cowboys,,,12.0,2024,170
2.0,6:51,3.0,1.0,DAL 16,0.0,3.0,"Ezekiel Elliott right tackle for no gain (tackle by Daron Payne and Mike Sainristil). Penalty on Luke Schoonmaker: Offensive Holding, 10 yards (declined)",-0.37,-2.39,12.0,2024,170
2.0,6:29,4.0,1.0,DAL 16,0.0,3.0,Bryan Anger punts 23 yards,-2.39,-2.98,12.0,2024,170
2.0,6:19,1.0,10.0,DAL 39,0.0,3.0,Brian Robinson up the middle for no gain (tackle by Osa Odighizuwa),2.98,2.44,12.0,2024,170
2.0,5:48,2.0,10.0,DAL 39,0.0,3.0,Jayden Daniels pass complete short middle to Brian Robinson for 11 yards (tackle by DeMarvion Overshown and Eric Kendricks),2.44,3.71,12.0,2024,170
2.0,5:11,1.0,10.0,DAL 28,0.0,3.0,Jayden Daniels pass short middle intended for Brian Robinson is intercepted by Chauncey Golston at DAL-32 and returned for 18 yards (tackle by Jayden Daniels and Brian Robinson),3.71,-2.26,12.0,2024,170
2.0,5:01,1.0,10.0,DAL 50,0.0,3.0,Cooper Rush pass complete short middle to Rico Dowdle for -3 yards (tackle by Frankie Luvu),2.26,1.31,12.0,2024,170
2.0,4:19,2.0,13.0,DAL 47,0.0,3.0,Cooper Rush pass complete short right to CeeDee Lamb for 4 yards (tackle by Mike Sainristil),1.31,1.16,12.0,2024,170
2.0,3:38,3.0,9.0,WAS 49,0.0,3.0,Cooper Rush pass complete short middle to CeeDee Lamb for 1 yard (tackle by Benjamin St-Juste),1.16,0.07,12.0,2024,170
2.0,2:39,4.0,8.0,WAS 48,0.0,3.0,"Bryan Anger punts 32 yards, fair catch by Olamide Zaccheaus at WAS-16",0.07,0.14,12.0,2024,170
2.0,2:33,1.0,10.0,WAS 16,0.0,3.0,Austin Ekeler right guard for 3 yards (tackle by Donovan Wilson),-0.14,-0.18,12.0,2024,170
2.0,2:00,2.0,7.0,WAS 19,0.0,3.0,Jayden Daniels pass complete short right to Noah Brown for 11 yards (tackle by Juanyeh Thomas),-0.18,0.94,12.0,2024,170
2.0,1:42,1.0,10.0,WAS 30,0.0,3.0,Jayden Daniels pass complete short left to Terry McLaurin for 6 yards (tackle by Josh Butler),0.94,1.2,12.0,2024,170
2.0,1:20,2.0,4.0,WAS 36,0.0,3.0,Jayden Daniels pass complete short left to Olamide Zaccheaus for 8 yards (tackle by Josh Butler),1.2,1.86,12.0,2024,170
2.0,1:14,1.0,10.0,WAS 44,0.0,3.0,Jayden Daniels scrambles right end for 2 yards (tackle by Israel Mukuamu),1.86,1.59,12.0,2024,170
2.0,1:08,2.0,8.0,WAS 46,0.0,3.0,Jayden Daniels sacked by DeMarvion Overshown for -1 yards,1.59,0.76,12.0,2024,170
2.0,1:01,3.0,9.0,WAS 45,0.0,3.0,Jayden Daniels sacked by Josh Butler for no gain,0.76,-0.39,12.0,2024,170
2.0,0:56,4.0,9.0,WAS 45,0.0,3.0,Tress Way punts 41 yards downed by Percy Butler,-0.39,0.28,12.0,2024,170
2.0,0:45,1.0,10.0,DAL 14,0.0,3.0,Cooper Rush pass complete short middle to Luke Schoonmaker for 9 yards (tackle by Bobby Wagner and Percy Butler),-0.28,0.55,12.0,2024,170
2.0,0:24,2.0,1.0,DAL 23,0.0,3.0,"Cooper Rush pass short right is intercepted by Noah Igbinoghene at DAL-33 and returned for no gain. Noah Igbinoghene fumbles (forced by CeeDee Lamb), recovered by Hunter Luepke at DAL-22 (tackle by Frankie Luvu). Penalty on Noah Igbinoghene: Defensive Pass Interference, 8 yards (accepted) (no play)",0.55,1.0,12.0,2024,170
2.0,0:14,1.0,10.0,DAL 31,0.0,3.0,"Cooper Rush pass complete deep right to Jalen Brooks for 41 yards (tackle by Benjamin St-Juste). Penalty on Benjamin St-Juste: Illegal Contact, 5 yards (declined)",1.0,3.71,12.0,2024,170
2.0,0:07,1.0,10.0,WAS 28,3.0,3.0,Brandon Aubrey 46 yard field goal good,3.71,3.0,12.0,2024,170
2.0,0:03,,,DAL 35,3.0,3.0,"Brandon Aubrey kicks off 67 yards, returned by Austin Ekeler for 33 yards (tackle by Marist Liufau)",0.0,1.27,12.0,2024,170
3.0,15:00,,,DAL 35,3.0,3.0,"Brandon Aubrey kicks off 25 yards,. Penalty on Brandon Aubrey: Kickoff Short of Landing Zone (accepted)",0.0,1.6,12.0,2024,170
3.0,15:00,1.0,10.0,WAS 40,3.0,3.0,Austin Ekeler left end for 3 yards (tackle by Jourdan Lewis and Malik Hooker),1.6,1.46,12.0,2024,170
3.0,14:34,2.0,7.0,WAS 43,3.0,3.0,Jayden Daniels pass complete short middle to Terry McLaurin for 6 yards (tackle by DaRon Bland),1.46,1.55,12.0,2024,170
3.0,14:09,3.0,1.0,WAS 49,3.0,3.0,Austin Ekeler left guard for 2 yards (tackle by DeMarvion Overshown and Chauncey Golston),1.55,2.32,12.0,2024,170
3.0,13:33,1.0,10.0,DAL 49,3.0,3.0,"Austin Ekeler right end for 7 yards (tackle by Malik Hooker). Penalty on Ben Sinnott: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,12.0,2024,170
3.0,13:17,1.0,20.0,WAS 41,3.0,3.0,Austin Ekeler left guard for 3 yards (tackle by Eric Kendricks),1.66,0.84,12.0,2024,170
3.0,12:42,2.0,17.0,WAS 44,3.0,3.0,Jayden Daniels pass complete short middle to Noah Brown for 14 yards (tackle by Juanyeh Thomas and Josh Butler),0.84,2.02,12.0,2024,170
3.0,12:01,3.0,3.0,DAL 42,3.0,3.0,Jayden Daniels left end for 5 yards (tackle by Eric Kendricks and Josh Butler),2.02,3.12,12.0,2024,170
3.0,11:30,1.0,10.0,DAL 37,3.0,3.0,Jeremy McNichols right end for 13 yards (tackle by Malik Hooker),3.12,3.97,12.0,2024,170
3.0,11:05,1.0,10.0,DAL 24,3.0,3.0,Jeremy McNichols right tackle for 3 yards (tackle by Micah Parsons and Eric Kendricks),3.97,3.84,12.0,2024,170
3.0,10:35,2.0,7.0,DAL 21,3.0,3.0,Jayden Daniels right end for 4 yards (tackle by Micah Parsons),3.84,3.75,12.0,2024,170
3.0,9:59,3.0,3.0,DAL 17,3.0,9.0,"Jayden Daniels left end for 17 yards, touchdown",3.75,7.0,12.0,2024,170
3.0,9:53,,,DAL 15,3.0,9.0,Austin Seibert kicks extra point no good,0.0,-1.0,12.0,2024,170
3.0,9:53,,,WAS 35,3.0,9.0,"Austin Seibert kicks off 58 yards, returned by KaVontae Turpin for 13 yards (tackle by Jordan Magee)",0.0,0.28,12.0,2024,170
3.0,9:50,1.0,10.0,DAL 20,3.0,9.0,Rico Dowdle left end for 9 yards (tackle by Clelin Ferrell and Quan Martin),0.28,0.95,12.0,2024,170
3.0,9:09,2.0,1.0,DAL 29,3.0,9.0,Rico Dowdle up the middle for 2 yards (tackle by Jer'Zhan Newton and Daron Payne),0.95,1.0,12.0,2024,170
3.0,8:30,1.0,10.0,DAL 31,3.0,9.0,Cooper Rush pass complete short right to Jalen Tolbert for 16 yards (tackle by Bobby Wagner),1.0,2.06,12.0,2024,170
3.0,7:46,1.0,10.0,DAL 47,3.0,9.0,Cooper Rush pass complete short middle to Brevyn Spann-Ford for 18 yards (tackle by Jeremy Chinn),2.06,3.25,12.0,2024,170
3.0,7:03,1.0,10.0,WAS 35,3.0,9.0,Cooper Rush pass complete short right to Rico Dowdle for 5 yards (tackle by Quan Martin),3.25,3.38,12.0,2024,170
3.0,6:17,2.0,5.0,WAS 30,3.0,9.0,Rico Dowdle left tackle for 3 yards (tackle by Sheldon Day and Quan Martin),3.38,3.07,12.0,2024,170
3.0,5:33,3.0,2.0,WAS 27,3.0,9.0,"Cooper Rush pass incomplete deep right intended for Jalen Tolbert. Penalty on Noah Igbinoghene: Defensive Pass Interference, 24 yards (accepted) (no play)",3.07,6.51,12.0,2024,170
3.0,5:25,1.0,3.0,WAS 3,3.0,9.0,Trey Lance right end for -3 yards (tackle by Jer'Zhan Newton),6.51,4.95,12.0,2024,170
3.0,4:45,2.0,6.0,WAS 6,9.0,9.0,"Cooper Rush pass complete short middle to Jalen Tolbert for 6 yards, touchdown",4.95,7.0,12.0,2024,170
3.0,4:40,,,WAS 15,10.0,9.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2024,170
3.0,4:40,,,DAL 35,10.0,9.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,170
3.0,4:40,1.0,10.0,WAS 30,10.0,9.0,Austin Ekeler right guard for 3 yards (tackle by Micah Parsons and Eric Kendricks),0.94,0.8,12.0,2024,170
3.0,4:07,2.0,7.0,WAS 33,10.0,9.0,Jayden Daniels pass incomplete deep left intended for Zach Ertz,0.8,0.1,12.0,2024,170
3.0,4:01,3.0,7.0,WAS 33,10.0,9.0,Jayden Daniels pass incomplete short right intended for Noah Brown (defended by Chauncey Golston),0.1,-1.18,12.0,2024,170
3.0,3:56,4.0,7.0,WAS 33,10.0,9.0,"Tress Way punts 51 yards, returned by KaVontae Turpin for -2 yards (tackle by Percy Butler)",-1.18,0.28,12.0,2024,170
3.0,3:48,1.0,10.0,DAL 14,10.0,9.0,Rico Dowdle left end for 7 yards (tackle by Javontae Jean-Baptiste and Bobby Wagner),-0.28,0.28,12.0,2024,170
3.0,3:09,2.0,3.0,DAL 21,10.0,9.0,Rico Dowdle left tackle for 1 yard (tackle by Javontae Jean-Baptiste),0.28,-0.44,12.0,2024,170
3.0,2:30,3.0,2.0,DAL 22,10.0,9.0,"Cooper Rush pass complete short left to CeeDee Lamb for no gain (tackle by Michael Davis). Penalty on Tyler Guyton: Offensive Holding, 10 yards (accepted) (no play)",-0.44,-1.65,12.0,2024,170
3.0,2:03,3.0,12.0,DAL 12,10.0,9.0,"Cooper Rush pass incomplete short middle intended for Jalen Brooks (defended by Jeremy Chinn). Penalty on Tyler Guyton: Illegal Formation, 5 yards (declined) WAS challenged the fumble ruling, and the play was upheld.",-1.65,-2.49,12.0,2024,170
3.0,2:00,4.0,12.0,DAL 12,10.0,9.0,"Bryan Anger punts 43 yards, fair catch by Olamide Zaccheaus at WAS-45",-2.49,-1.93,12.0,2024,170
3.0,1:52,1.0,10.0,WAS 45,10.0,9.0,Jayden Daniels pass complete short right to Terry McLaurin for 4 yards (tackle by Jourdan Lewis),1.93,1.92,12.0,2024,170
3.0,1:13,2.0,6.0,WAS 49,10.0,9.0,Austin Ekeler right end for -1 yards (tackle by Mazi Smith),1.92,1.09,12.0,2024,170
3.0,0:31,3.0,7.0,WAS 48,10.0,9.0,Jayden Daniels pass incomplete short right intended for Noah Brown (defended by Josh Butler),1.09,-0.19,12.0,2024,170
3.0,0:27,4.0,7.0,WAS 48,10.0,9.0,"Tress Way punts 39 yards, fair catch by KaVontae Turpin at DAL-13",-0.19,0.32,12.0,2024,170
3.0,0:19,1.0,10.0,DAL 13,10.0,9.0,Cooper Rush pass complete short left to CeeDee Lamb for 11 yards (tackle by Benjamin St-Juste),-0.32,0.54,12.0,2024,170
4.0,15:00,1.0,10.0,DAL 24,10.0,9.0,"Cooper Rush aborted snap, recovered by Ezekiel Elliott at DAL-24",0.54,-0.14,12.0,2024,170
4.0,14:17,2.0,11.0,DAL 23,10.0,9.0,"Cooper Rush pass complete short right to CeeDee Lamb for 7 yards (tackle by Clelin Ferrell). Penalty on Bobby Wagner: Roughing the Passer, 15 yards (accepted)",-0.14,1.93,12.0,2024,170
4.0,13:43,1.0,10.0,DAL 45,10.0,9.0,Ezekiel Elliott right guard for 2 yards (tackle by Jer'Zhan Newton and Frankie Luvu),1.93,1.65,12.0,2024,170
4.0,13:03,2.0,8.0,DAL 47,10.0,9.0,Cooper Rush pass incomplete deep left intended for Jalen Tolbert,1.65,0.96,12.0,2024,170
4.0,12:58,,,,,,Timeout #1 by Dallas Cowboys,,,12.0,2024,170
4.0,12:58,3.0,8.0,DAL 47,10.0,9.0,Cooper Rush pass incomplete deep middle intended for Jalen Brooks (defended by Mike Sainristil),0.96,-0.26,12.0,2024,170
4.0,12:51,4.0,8.0,DAL 47,10.0,9.0,Bryan Anger punts 48 yards,-0.26,0.38,12.0,2024,170
4.0,12:43,1.0,10.0,WAS 5,10.0,9.0,Austin Ekeler right tackle for 3 yards (tackle by Donovan Wilson and Eric Kendricks),-0.38,-0.56,12.0,2024,170
4.0,12:10,2.0,7.0,WAS 8,10.0,9.0,Austin Ekeler right end for 3 yards (tackle by Micah Parsons),-0.56,-0.72,12.0,2024,170
4.0,11:31,3.0,4.0,WAS 11,10.0,9.0,Jayden Daniels pass incomplete short middle intended for Austin Ekeler,-0.72,-2.49,12.0,2024,170
4.0,11:25,4.0,4.0,WAS 11,10.0,9.0,"Tress Way punts 39 yards, fair catch by KaVontae Turpin at 50",-2.49,-2.26,12.0,2024,170
4.0,11:17,1.0,10.0,DAL 50,10.0,9.0,Rico Dowdle left guard for 4 yards (tackle by Sheldon Day),2.26,2.25,12.0,2024,170
4.0,10:39,2.0,6.0,WAS 46,10.0,9.0,Cooper Rush pass complete short middle to Rico Dowdle for 10 yards (tackle by Mike Sainristil and Sheldon Day),2.25,3.18,12.0,2024,170
4.0,9:58,1.0,10.0,WAS 36,10.0,9.0,CeeDee Lamb right end for 1 yard (tackle by Benjamin St-Juste),3.18,2.77,12.0,2024,170
4.0,9:27,2.0,9.0,WAS 35,10.0,9.0,Cooper Rush pass incomplete short left intended for Jonathan Mingo,2.77,2.08,12.0,2024,170
4.0,9:23,3.0,9.0,WAS 35,10.0,9.0,"Cooper Rush pass complete deep left to CeeDee Lamb for no gain (tackle by Benjamin St-Juste). Penalty on Tyler Guyton: Illegal Formation, 5 yards (accepted) (no play)",2.08,1.42,12.0,2024,170
4.0,8:57,3.0,14.0,WAS 40,10.0,9.0,Cooper Rush pass complete short middle to Hunter Luepke for 10 yards (tackle by Percy Butler),1.42,1.46,12.0,2024,170
4.0,8:14,4.0,4.0,WAS 30,13.0,9.0,"Brandon Aubrey 48 yard field goal good. Penalty on Brock Hoffman: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Dorance Armstrong: Unnecessary Roughness / Defense, 15 yards (offset)",1.46,3.0,12.0,2024,170
4.0,8:11,,,DAL 35,13.0,9.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,170
4.0,8:11,1.0,10.0,WAS 30,13.0,9.0,"Jayden Daniels pass complete short middle to John Bates for 13 yards. John Bates fumbles (forced by Donovan Wilson), recovered by Eric Kendricks at WAS-44 (tackle by Donovan Wilson)",0.94,-2.65,12.0,2024,170
4.0,8:03,1.0,10.0,WAS 44,13.0,9.0,Rico Dowdle left end for 9 yards (tackle by Noah Igbinoghene and Quan Martin),2.65,3.33,12.0,2024,170
4.0,7:21,2.0,1.0,WAS 35,13.0,9.0,Cooper Rush pass complete short right to CeeDee Lamb for 9 yards (tackle by Mike Sainristil and Quan Martin),3.33,3.84,12.0,2024,170
4.0,6:44,1.0,10.0,WAS 26,13.0,9.0,Rico Dowdle right tackle for 7 yards (tackle by Noah Igbinoghene),3.84,4.27,12.0,2024,170
4.0,6:04,2.0,3.0,WAS 19,13.0,9.0,"Penalty on Tyler Guyton: False Start, 5 yards (accepted) (no play)",4.27,3.57,12.0,2024,170
4.0,6:04,2.0,8.0,WAS 24,13.0,9.0,Rico Dowdle left tackle for 2 yards (tackle by Frankie Luvu),3.57,3.14,12.0,2024,170
4.0,5:21,3.0,6.0,WAS 22,19.0,9.0,"Cooper Rush pass complete deep middle to Luke Schoonmaker for 22 yards, touchdown",3.14,7.0,12.0,2024,170
4.0,5:16,,,WAS 15,20.0,9.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2024,170
4.0,5:16,,,DAL 35,20.0,9.0,"Brandon Aubrey kicks off 64 yards, returned by Austin Ekeler for 30 yards (tackle by Hunter Luepke and Buddy Johnson)",0.0,1.0,12.0,2024,170
4.0,5:08,1.0,10.0,WAS 31,20.0,9.0,Jayden Daniels pass complete short left to Terry McLaurin for no gain (tackle by DaRon Bland and Eric Kendricks),1.0,0.46,12.0,2024,170
4.0,4:39,2.0,10.0,WAS 31,20.0,9.0,Jayden Daniels pass complete short right to Noah Brown for 11 yards,0.46,1.73,12.0,2024,170
4.0,4:35,1.0,10.0,WAS 42,20.0,9.0,Jayden Daniels pass complete short middle to Noah Brown for 19 yards (tackle by Josh Butler),1.73,2.98,12.0,2024,170
4.0,4:14,1.0,10.0,DAL 39,20.0,9.0,Jayden Daniels sacked by Micah Parsons for -6 yards,2.98,1.63,12.0,2024,170
4.0,3:45,2.0,16.0,DAL 45,20.0,9.0,"Jayden Daniels pass complete deep middle to Dyami Brown for 20 yards (tackle by DaRon Bland). Penalty on Carl Lawson: Defensive Offside, 5 yards (declined)",1.63,3.91,12.0,2024,170
4.0,3:39,1.0,10.0,DAL 25,20.0,9.0,Jayden Daniels pass complete short right to Luke McCaffrey for 8 yards (tackle by Josh Butler),3.91,4.55,12.0,2024,170
4.0,3:34,2.0,2.0,DAL 17,20.0,9.0,Jayden Daniels pass complete short middle to Zach Ertz for 7 yards (tackle by Juanyeh Thomas),4.55,4.91,12.0,2024,170
4.0,3:14,1.0,10.0,DAL 10,20.0,9.0,Jeremy McNichols left tackle for 6 yards (tackle by DaRon Bland),4.91,5.34,12.0,2024,170
4.0,3:06,2.0,4.0,DAL 4,20.0,15.0,"Jayden Daniels pass complete short middle to Zach Ertz for 4 yards, touchdown",5.34,7.0,12.0,2024,170
4.0,3:02,,,,,,Timeout #2 by Dallas Cowboys,,,12.0,2024,170
4.0,3:02,,,DAL 2,20.0,17.0,"Two Point Attempt: Jayden Daniels rushes, conversion succeeds.",1.0,1.0,12.0,2024,170
