Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA,week,year,game_id
1.0,8:32,1.0,10.0,ARI 9,0.0,0.0,"James Conner right tackle for no gain (tackle by Devon Witherspoon and Boye Mafe). Penalty on Michael Wilson: Offensive Holding, 10 yards (declined)",-0.38,-0.78,12.0,2024,176
1.0,8:22,2.0,10.0,ARI 9,0.0,0.0,Kyler Murray pass complete short right to Trey McBride for 6 yards (tackle by Julian Love),-0.78,-0.72,12.0,2024,176
1.0,7:43,3.0,4.0,ARI 15,0.0,0.0,Kyler Murray pass complete short left to Marvin Harrison for 11 yards (tackle by Devon Witherspoon),-0.72,0.67,12.0,2024,176
1.0,7:02,1.0,10.0,ARI 26,0.0,0.0,Trey Benson left guard for 2 yards (tackle by Johnathan Hankins and Leonard Williams),0.67,0.4,12.0,2024,176
1.0,6:10,2.0,8.0,ARI 28,0.0,0.0,Kyler Murray pass incomplete short middle intended for Elijah Higgins (defended by Julian Love),0.4,-0.3,12.0,2024,176
1.0,6:07,3.0,8.0,ARI 28,0.0,0.0,Kyler Murray pass complete short middle to Trey McBride for 7 yards (tackle by Coby Bryant),-0.3,-1.04,12.0,2024,176
1.0,5:23,4.0,1.0,ARI 35,0.0,0.0,"Blake Gillikin punts 58 yards, returned by Dee Williams for 9 yards (tackle by Elijah Higgins)",-1.04,0.14,12.0,2024,176
1.0,5:09,1.0,10.0,SEA 16,0.0,0.0,Geno Smith pass complete short left to Kenneth Walker for 19 yards (tackle by Zaven Collins),-0.14,1.27,12.0,2024,176
1.0,4:21,1.0,10.0,SEA 35,0.0,0.0,Kenneth Walker left guard for -2 yards (tackle by Dadrion Taylor-Demerson),1.27,0.45,12.0,2024,176
1.0,3:38,2.0,12.0,SEA 33,0.0,0.0,Geno Smith pass complete short right to D.K. Metcalf for 8 yards (tackle by Sean Murphy-Bunting),0.45,0.83,12.0,2024,176
1.0,3:11,3.0,4.0,SEA 41,0.0,0.0,"Penalty on Jaxon Smith-Njigba: False Start, 5 yards (accepted) (no play)",0.83,0.17,12.0,2024,176
1.0,2:51,3.0,9.0,SEA 36,0.0,0.0,Geno Smith sacked by L.J. Collier for -8 yards,0.17,-1.5,12.0,2024,176
1.0,2:14,4.0,17.0,SEA 28,0.0,0.0,"Michael Dickson punts 52 yards, returned by Greg Dortch for no gain",-1.5,-0.28,12.0,2024,176
1.0,2:06,1.0,10.0,ARI 20,0.0,0.0,James Conner left guard for 4 yards (tackle by Roy Robertson-Harris and Ernest Jones),0.28,0.27,12.0,2024,176
1.0,1:33,2.0,6.0,ARI 24,0.0,0.0,"Kyler Murray sacked by Leonard Williams for no gain. Kyler Murray fumbles (forced by Leonard Williams), recovered by Tyrice Knight at ARI-33, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Kyler Murray pass incomplete short right intended for Marvin Harrison (defended by Leonard Williams)",0.27,-0.43,12.0,2024,176
1.0,1:29,3.0,6.0,ARI 24,0.0,0.0,Kyler Murray pass complete deep left to Marvin Harrison for 22 yards (tackle by Devon Witherspoon),-0.43,1.99,12.0,2024,176
1.0,0:56,1.0,10.0,ARI 46,0.0,0.0,"James Conner right tackle for no gain (tackle by Ernest Jones and Tyrice Knight). Penalty on Trystan Colon-Castillo: Offensive Holding, 10 yards (accepted) (no play)",1.99,1.33,12.0,2024,176
1.0,0:28,1.0,20.0,ARI 36,0.0,0.0,Kyler Murray pass complete short left to James Conner for 2 yards (tackle by Ernest Jones and Tyrice Knight),1.33,0.37,12.0,2024,176
2.0,15:00,2.0,18.0,ARI 38,0.0,0.0,Kyler Murray pass complete short left to Elijah Higgins for 5 yards (tackle by Coby Bryant),0.37,0.37,12.0,2024,176
2.0,14:23,3.0,13.0,ARI 43,0.0,0.0,Kyler Murray pass incomplete deep right intended for Greg Dortch (defended by Julian Love),0.37,-0.52,12.0,2024,176
2.0,14:12,4.0,13.0,ARI 43,0.0,0.0,"Blake Gillikin punts 44 yards, fair catch by Dee Williams at SEA-13",-0.52,0.32,12.0,2024,176
2.0,14:05,1.0,10.0,SEA 13,0.0,0.0,"Geno Smith pass complete short middle to Jaxon Smith-Njigba for no gain (tackle by Max Melton). Penalty on Pharaoh Brown: Offensive Holding, 6 yards (accepted) (no play)",-0.32,-0.61,12.0,2024,176
2.0,13:39,1.0,16.0,SEA 7,0.0,0.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 2 yards (tackle by Baron Browning),-0.61,-1.07,12.0,2024,176
2.0,13:01,2.0,14.0,SEA 9,0.0,0.0,Geno Smith pass incomplete short middle,-1.07,-1.89,12.0,2024,176
2.0,12:54,3.0,14.0,SEA 9,0.0,0.0,"Geno Smith pass incomplete deep right intended for D.K. Metcalf (defended by Dadrion Taylor-Demerson). Penalty on Abraham Lucas: Illegal Formation, 5 yards (declined)",-1.89,-2.49,12.0,2024,176
2.0,12:48,4.0,14.0,SEA 9,0.0,0.0,Michael Dickson punts 41 yards downed by Tyrice Knight,-2.49,-2.26,12.0,2024,176
2.0,12:38,1.0,10.0,SEA 50,0.0,0.0,Kyler Murray pass complete short middle to Trey McBride for 15 yards (tackle by Devon Witherspoon),2.26,3.25,12.0,2024,176
2.0,12:08,1.0,10.0,SEA 35,0.0,0.0,Kyler Murray pass complete deep left to Trey McBride for 20 yards (tackle by Riq Woolen),3.25,4.58,12.0,2024,176
2.0,11:30,1.0,10.0,SEA 15,0.0,0.0,Kyler Murray right end for 3 yards (tackle by Coby Bryant),4.58,4.45,12.0,2024,176
2.0,10:48,2.0,7.0,SEA 12,0.0,0.0,Kyler Murray pass complete short middle to Greg Dortch for 5 yards (tackle by Tyrice Knight),4.45,4.68,12.0,2024,176
2.0,9:57,3.0,2.0,SEA 7,0.0,0.0,"Kyler Murray pass complete short right to Michael Wilson for no gain, touchdown. Penalty on Paris Johnson: Offensive Holding, 10 yards (accepted) (no play)",4.68,2.98,12.0,2024,176
2.0,9:51,3.0,12.0,SEA 17,0.0,0.0,"Kyler Murray pass incomplete deep left intended for Marvin Harrison (defended by Josh Jobe) ARI challenged the pass completion ruling, and the play was upheld.",2.98,2.31,12.0,2024,176
2.0,9:47,4.0,12.0,SEA 17,3.0,0.0,Chad Ryland 35 yard field goal good,2.31,3.0,12.0,2024,176
2.0,9:43,,,ARI 35,3.0,0.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,176
2.0,9:43,1.0,10.0,SEA 30,3.0,0.0,Kenneth Walker right end for 5 yards (tackle by Dadrion Taylor-Demerson and Mack Wilson),0.94,1.07,12.0,2024,176
2.0,9:05,2.0,5.0,SEA 35,3.0,0.0,Kenneth Walker right guard for 14 yards (tackle by Dadrion Taylor-Demerson),1.07,2.19,12.0,2024,176
2.0,8:25,1.0,10.0,SEA 49,3.0,0.0,Kenneth Walker right end for no gain (tackle by Zaven Collins),2.19,1.65,12.0,2024,176
2.0,7:54,2.0,10.0,SEA 49,3.0,0.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 11 yards (tackle by Kyzir White),1.65,2.92,12.0,2024,176
2.0,7:24,1.0,10.0,ARI 40,3.0,0.0,Kenneth Walker right guard for 2 yards (tackle by Kyzir White and Starling Thomas),2.92,2.64,12.0,2024,176
2.0,6:45,2.0,8.0,ARI 38,3.0,0.0,Geno Smith pass incomplete deep right,2.64,1.95,12.0,2024,176
2.0,6:32,3.0,8.0,ARI 38,3.0,0.0,Geno Smith sacked by Budda Baker for -4 yards,1.95,0.46,12.0,2024,176
2.0,5:52,4.0,12.0,ARI 42,3.0,0.0,Michael Dickson punts 36 yards downed by Jerrick Reed,0.46,0.38,12.0,2024,176
2.0,5:42,1.0,10.0,ARI 6,3.0,0.0,Kyler Murray pass incomplete short right intended for Trey McBride,-0.38,-0.78,12.0,2024,176
2.0,5:39,2.0,10.0,ARI 6,3.0,0.0,James Conner right guard for 1 yard (tackle by Jarran Reed),-0.78,-1.3,12.0,2024,176
2.0,4:57,3.0,9.0,ARI 7,3.0,0.0,Kyler Murray pass incomplete deep right intended for Marvin Harrison (defended by Riq Woolen),-1.3,-2.49,12.0,2024,176
2.0,4:46,4.0,9.0,ARI 7,3.0,0.0,"Blake Gillikin punts 54 yards, fair catch by Dee Williams at SEA-39",-2.49,-1.53,12.0,2024,176
2.0,4:39,1.0,10.0,SEA 39,3.0,0.0,Kenneth Walker right guard for no gain (tackle by Kyzir White),1.53,0.99,12.0,2024,176
2.0,4:04,2.0,10.0,SEA 39,3.0,0.0,Geno Smith pass complete short left to AJ Barner for 11 yards (tackle by Max Melton),0.99,2.26,12.0,2024,176
2.0,3:17,1.0,10.0,SEA 50,3.0,0.0,Geno Smith sacked by Jesse Luketa for no gain,2.26,1.71,12.0,2024,176
2.0,2:34,2.0,10.0,SEA 50,3.0,0.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 46 yards (tackle by Garrett Williams),1.71,6.28,12.0,2024,176
2.0,2:00,1.0,4.0,ARI 4,3.0,0.0,Zach Charbonnet left guard for 3 yards (tackle by Budda Baker and Dadrion Taylor-Demerson),6.28,5.91,12.0,2024,176
2.0,1:28,2.0,1.0,ARI 1,3.0,0.0,Zach Charbonnet left guard for -2 yards (tackle by Krys Barnes and Budda Baker),5.91,4.72,12.0,2024,176
2.0,1:17,,,,,,Timeout #2 by Arizona Cardinals,,,12.0,2024,176
2.0,1:17,3.0,3.0,ARI 3,3.0,6.0,"Geno Smith pass complete short right to Jaxon Smith-Njigba for 3 yards, touchdown",4.72,7.0,12.0,2024,176
2.0,1:14,,,ARI 15,3.0,7.0,Jason Myers kicks extra point good,0.0,0.0,12.0,2024,176
2.0,1:14,,,SEA 35,3.0,7.0,"Jason Myers kicks off 64 yards, returned by Greg Dortch for 19 yards (tackle by Jake Bobo and Cody White)",0.0,0.28,12.0,2024,176
2.0,1:07,1.0,10.0,ARI 20,3.0,7.0,Kyler Murray sacked by and Leonard Williams for -8 yards and Jarran Reed for -8 yards,0.28,-1.36,12.0,2024,176
2.0,1:00,,,,,,Timeout #1 by Seattle Seahawks,,,12.0,2024,176
2.0,1:00,2.0,18.0,ARI 12,3.0,7.0,Kyler Murray pass incomplete short right,-1.36,-2.36,12.0,2024,176
2.0,0:56,3.0,18.0,ARI 12,3.0,7.0,Emari Demercado right end for 14 yards (tackle by Derick Hall and Rayshawn Jenkins),-2.36,-1.63,12.0,2024,176
2.0,0:50,,,,,,Timeout #2 by Seattle Seahawks,,,12.0,2024,176
2.0,0:50,4.0,4.0,ARI 26,3.0,7.0,Blake Gillikin punts 49 yards downed by Joey Blount,-1.63,-0.61,12.0,2024,176
2.0,0:39,1.0,10.0,SEA 25,3.0,7.0,Geno Smith pass incomplete short middle intended for AJ Barner (defended by Zaven Collins),0.61,0.06,12.0,2024,176
2.0,0:36,2.0,10.0,SEA 25,3.0,7.0,Geno Smith pass complete short left to AJ Barner for 5 yards (tackle by Owen Pappoe),0.06,0.04,12.0,2024,176
2.0,0:17,3.0,5.0,SEA 30,3.0,7.0,Geno Smith pass complete short middle to Kenneth Walker for 8 yards (tackle by Starling Thomas),0.04,1.47,12.0,2024,176
2.0,0:09,1.0,10.0,SEA 38,3.0,7.0,Geno Smith pass incomplete deep right,1.47,0.92,12.0,2024,176
2.0,0:02,2.0,10.0,SEA 38,3.0,7.0,Geno Smith kneels for -1 yards,0.92,0.1,12.0,2024,176
3.0,15:00,,,ARI 35,3.0,7.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,176
3.0,15:00,1.0,10.0,SEA 30,3.0,7.0,Geno Smith pass complete short middle to Pharaoh Brown for 6 yards (tackle by Budda Baker),0.94,1.2,12.0,2024,176
3.0,14:20,2.0,4.0,SEA 36,3.0,7.0,Kenneth Walker right end for 4 yards (tackle by Sean Murphy-Bunting),1.2,1.6,12.0,2024,176
3.0,13:38,1.0,10.0,SEA 40,3.0,7.0,"Geno Smith pass incomplete deep left intended for Tyler Lockett. Penalty on Starling Thomas: Defensive Pass Interference, 20 yards (accepted) (no play)",1.6,2.92,12.0,2024,176
3.0,13:30,1.0,10.0,ARI 40,3.0,7.0,Kenneth Walker right guard for 5 yards (tackle by Baron Browning and Kyzir White),2.92,3.05,12.0,2024,176
3.0,13:02,2.0,5.0,ARI 35,3.0,7.0,Geno Smith pass complete short left to Tyler Lockett for 3 yards (tackle by Budda Baker),3.05,2.74,12.0,2024,176
3.0,12:17,3.0,2.0,ARI 32,3.0,7.0,"Geno Smith sacked by Zaven Collins for -9 yards. Geno Smith fumbles (forced by Zaven Collins), recovered by Geno Smith at ARI-41",2.74,0.53,12.0,2024,176
3.0,11:49,4.0,11.0,ARI 41,3.0,7.0,"Michael Dickson punts 38 yards downed by Tre Brown. Penalty on Pharaoh Brown: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",0.53,-0.04,12.0,2024,176
3.0,11:29,1.0,10.0,ARI 18,3.0,7.0,Kyler Murray pass complete short right to Trey McBride for 13 yards (tackle by Riq Woolen),0.04,1.0,12.0,2024,176
3.0,10:48,1.0,10.0,ARI 31,3.0,7.0,"James Conner left end for 1 yard (tackle by Ernest Jones). Penalty on Tip Reiman: Offensive Holding, 10 yards (accepted)",1.0,0.41,12.0,2024,176
3.0,10:32,1.0,19.0,ARI 22,3.0,7.0,Kyler Murray pass complete short left to Trey McBride for 11 yards (tackle by Tyrice Knight),0.41,0.73,12.0,2024,176
3.0,9:58,2.0,8.0,ARI 33,3.0,7.0,Kyler Murray pass complete short left to Trey McBride for 18 yards (tackle by Coby Bryant),0.73,2.32,12.0,2024,176
3.0,9:18,1.0,10.0,SEA 49,3.0,7.0,Trey Benson up the middle for 7 yards (tackle by Ernest Jones and Tyrice Knight),2.32,2.73,12.0,2024,176
3.0,8:36,2.0,3.0,SEA 42,3.0,7.0,Trey Benson left end for no gain (tackle by Riq Woolen),2.73,2.02,12.0,2024,176
3.0,8:00,3.0,3.0,SEA 42,3.0,7.0,James Conner up the middle for 2 yards (tackle by Jarran Reed and Byron Murphy),2.02,0.59,12.0,2024,176
3.0,7:25,,,,,,Timeout #1 by Seattle Seahawks,,,12.0,2024,176
3.0,7:25,4.0,1.0,SEA 40,3.0,13.0,"Kyler Murray pass short right intended for Michael Wilson is intercepted by Coby Bryant at SEA-31 and returned for 69 yards, touchdown",0.59,-7.0,12.0,2024,176
3.0,7:12,,,ARI 15,3.0,13.0,"Penalty on Devon Witherspoon: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,12.0,2024,176
3.0,7:12,,,ARI 30,3.0,13.0,Jason Myers kicks extra point no good,0.0,-1.0,12.0,2024,176
3.0,7:12,,,SEA 35,3.0,13.0,"Jason Myers kicks off 62 yards, returned by DeeJay Dallas for 35 yards (tackle by Dareke Young)",0.0,1.47,12.0,2024,176
3.0,7:03,1.0,10.0,ARI 38,3.0,13.0,Kyler Murray pass complete short right to Marvin Harrison for 14 yards (tackle by Tyrice Knight and Ernest Jones),1.47,2.39,12.0,2024,176
3.0,6:34,1.0,10.0,SEA 48,3.0,13.0,James Conner left guard for -4 yards (tackle by Leonard Williams),2.39,1.31,12.0,2024,176
3.0,5:57,2.0,14.0,ARI 48,3.0,13.0,Kyler Murray pass incomplete short right,1.31,0.63,12.0,2024,176
3.0,5:48,3.0,14.0,ARI 48,3.0,13.0,Kyler Murray sacked by Leonard Williams for -11 yards,0.63,-0.91,12.0,2024,176
3.0,5:04,4.0,25.0,ARI 37,3.0,13.0,"Blake Gillikin punts 54 yards, fair catch by Dee Williams at SEA-9",-0.91,0.38,12.0,2024,176
3.0,4:58,1.0,10.0,SEA 9,3.0,13.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba (defended by Naquan Jones),-0.38,-0.78,12.0,2024,176
3.0,4:55,2.0,10.0,SEA 9,3.0,13.0,Geno Smith pass complete short left to D.K. Metcalf for 4 yards (tackle by Naquan Jones and Mack Wilson),-0.78,-0.95,12.0,2024,176
3.0,4:11,3.0,6.0,SEA 13,3.0,13.0,Geno Smith pass complete short right to Tyler Lockett for 17 yards (tackle by Starling Thomas),-0.95,0.94,12.0,2024,176
3.0,3:22,,,,,,Timeout #2 by Seattle Seahawks,,,12.0,2024,176
3.0,3:22,1.0,10.0,SEA 30,3.0,13.0,Kenneth Walker right end for -1 yards (tackle by Jesse Luketa),0.94,0.26,12.0,2024,176
3.0,2:44,2.0,11.0,SEA 29,3.0,13.0,Geno Smith pass complete short right to Kenneth Walker for 21 yards (tackle by Mack Wilson),0.26,2.26,12.0,2024,176
3.0,2:15,1.0,10.0,SEA 50,3.0,13.0,Kenneth Walker right guard for 3 yards (tackle by L.J. Collier and Sean Murphy-Bunting),2.26,2.12,12.0,2024,176
3.0,1:43,2.0,7.0,ARI 47,3.0,13.0,Zach Charbonnet left guard for 12 yards (tackle by Kyzir White),2.12,3.25,12.0,2024,176
3.0,0:58,1.0,10.0,ARI 35,3.0,13.0,Geno Smith pass complete short left to Pharaoh Brown for 13 yards (tackle by Victor Dimukeje),3.25,4.11,12.0,2024,176
3.0,0:09,1.0,10.0,ARI 22,3.0,13.0,Geno Smith pass incomplete short middle intended for Kenneth Walker (defended by Roy Lopez),4.11,3.56,12.0,2024,176
3.0,0:04,2.0,10.0,ARI 22,3.0,13.0,Kenneth Walker left end for 4 yards (tackle by Kyzir White and Dadrion Taylor-Demerson),3.56,3.4,12.0,2024,176
4.0,15:00,3.0,6.0,ARI 18,3.0,13.0,Geno Smith pass deep right intended for Tyler Lockett is intercepted by Garrett Williams in end zone and returned for no gain,3.4,-0.28,12.0,2024,176
4.0,14:51,1.0,10.0,ARI 20,3.0,13.0,Kyler Murray pass complete short left to James Conner for 11 yards (tackle by Ernest Jones),0.28,1.0,12.0,2024,176
4.0,14:17,1.0,10.0,ARI 31,3.0,13.0,Kyler Murray pass complete short right to Trey McBride for 3 yards (tackle by Julian Love),1.0,0.87,12.0,2024,176
4.0,13:50,2.0,7.0,ARI 34,3.0,13.0,Kyler Murray pass complete short middle to Trey McBride for 9 yards (tackle by Ernest Jones),0.87,1.8,12.0,2024,176
4.0,13:18,1.0,10.0,ARI 43,3.0,13.0,Kyler Murray pass complete short left to James Conner for 11 yards (tackle by Ernest Jones),1.8,2.52,12.0,2024,176
4.0,12:49,1.0,10.0,SEA 46,3.0,13.0,Trey Benson right end for 9 yards (tackle by Dre'Mont Jones and Byron Murphy),2.52,3.19,12.0,2024,176
4.0,12:16,2.0,1.0,SEA 37,3.0,13.0,Kyler Murray sacked by Leonard Williams for -3 yards,3.19,2.08,12.0,2024,176
4.0,11:32,3.0,4.0,SEA 40,3.0,13.0,Kyler Murray pass complete deep left to Michael Wilson for 30 yards (tackle by Riq Woolen),2.08,4.91,12.0,2024,176
4.0,11:11,1.0,10.0,SEA 10,3.0,13.0,Kyler Murray pass incomplete short left,4.91,4.19,12.0,2024,176
4.0,10:56,2.0,10.0,SEA 10,3.0,13.0,Kyler Murray scrambles right end for 6 yards (tackle by Ernest Jones),4.19,4.49,12.0,2024,176
4.0,10:13,,,,,,Timeout #1 by Arizona Cardinals,,,12.0,2024,176
4.0,10:13,3.0,4.0,SEA 4,3.0,13.0,Kyler Murray pass incomplete short right intended for Trey McBride,4.49,3.03,12.0,2024,176
4.0,10:11,4.0,4.0,SEA 4,6.0,13.0,Chad Ryland 22 yard field goal good,3.03,3.0,12.0,2024,176
4.0,10:08,,,ARI 35,6.0,13.0,"Chad Ryland kicks off 66 yards, returned by Kenny McIntosh for 20 yards (tackle by Jesse Luketa)",0.0,0.15,12.0,2024,176
4.0,10:03,1.0,10.0,SEA 19,6.0,13.0,Geno Smith pass incomplete short middle intended for Kenneth Walker,0.15,-0.39,12.0,2024,176
4.0,9:59,2.0,10.0,SEA 19,6.0,13.0,Geno Smith pass complete short middle to Kenneth Walker for 4 yards (tackle by Sean Murphy-Bunting),-0.39,-0.55,12.0,2024,176
4.0,9:13,3.0,6.0,SEA 23,6.0,13.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 7 yards (tackle by Dadrion Taylor-Demerson),-0.55,0.94,12.0,2024,176
4.0,8:34,1.0,10.0,SEA 30,6.0,13.0,"Kenneth Walker left end for no gain (tackle by Kyzir White). Penalty on Jake Bobo: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,12.0,2024,176
4.0,8:15,1.0,20.0,SEA 20,6.0,13.0,Geno Smith scrambles left end for 4 yards (tackle by Sean Murphy-Bunting),0.28,-0.42,12.0,2024,176
4.0,7:32,2.0,16.0,SEA 24,6.0,13.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 8 yards (tackle by Dadrion Taylor-Demerson),-0.42,-0.03,12.0,2024,176
4.0,6:44,3.0,8.0,SEA 32,6.0,13.0,Geno Smith pass complete deep middle to D.K. Metcalf for 18 yards (tackle by Dadrion Taylor-Demerson),-0.03,2.26,12.0,2024,176
4.0,5:51,1.0,10.0,SEA 50,6.0,13.0,Kenneth Walker left guard for 3 yards (tackle by Khyiris Tonga),2.26,2.12,12.0,2024,176
4.0,5:20,2.0,7.0,ARI 47,6.0,13.0,Geno Smith pass complete short left to AJ Barner for 3 yards (tackle by Max Melton),2.12,1.82,12.0,2024,176
4.0,4:36,3.0,4.0,ARI 44,6.0,13.0,Zach Charbonnet left guard for 6 yards (tackle by Mack Wilson and Budda Baker),1.82,3.05,12.0,2024,176
4.0,4:00,1.0,10.0,ARI 38,6.0,13.0,Kenneth Walker left guard for 6 yards (tackle by Dadrion Taylor-Demerson),3.05,3.32,12.0,2024,176
4.0,3:16,2.0,4.0,ARI 32,6.0,13.0,Kenneth Walker left guard for -3 yards (tackle by Victor Dimukeje),3.32,2.21,12.0,2024,176
4.0,2:37,3.0,7.0,ARI 35,6.0,13.0,Zach Charbonnet right guard for 3 yards (tackle by Garrett Williams),2.21,1.27,12.0,2024,176
4.0,2:00,4.0,4.0,ARI 32,6.0,16.0,Jason Myers 50 yard field goal good,1.27,3.0,12.0,2024,176
4.0,1:56,,,SEA 35,6.0,16.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.28,12.0,2024,176
4.0,1:56,1.0,10.0,ARI 20,6.0,16.0,Kyler Murray pass complete short left to Trey McBride for 11 yards (tackle by Coby Bryant),0.28,1.0,12.0,2024,176
4.0,1:36,1.0,10.0,ARI 31,6.0,16.0,Kyler Murray pass incomplete deep middle intended for Trey McBride,1.0,0.46,12.0,2024,176
4.0,1:30,2.0,10.0,ARI 31,6.0,16.0,"Kyler Murray pass complete short middle to James Conner for 11 yards (tackle by Tyrice Knight). Penalty on Trey McBride: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.46,0.6,12.0,2024,176
4.0,1:18,2.0,9.0,ARI 32,6.0,16.0,Kyler Murray pass complete short middle to Trey McBride for 9 yards (tackle by Devon Witherspoon),0.6,1.66,12.0,2024,176
4.0,1:07,1.0,10.0,ARI 41,6.0,16.0,Kyler Murray pass complete short middle to James Conner for 6 yards (tackle by Ernest Jones and Rayshawn Jenkins),1.66,1.93,12.0,2024,176
4.0,0:51,,,,,,Timeout #2 by Arizona Cardinals,,,12.0,2024,176
4.0,0:51,2.0,4.0,ARI 47,6.0,16.0,Kyler Murray pass complete deep middle to Michael Wilson for 24 yards (tackle by Coby Bryant),1.93,3.64,12.0,2024,176
4.0,0:26,1.0,10.0,SEA 29,6.0,16.0,Kyler Murray pass incomplete deep middle intended for Michael Wilson,3.64,3.1,12.0,2024,176
4.0,0:15,2.0,10.0,SEA 29,6.0,16.0,Chad Ryland 47 yard field goal no good,3.1,-1.4,12.0,2024,176
4.0,0:11,1.0,10.0,SEA 37,6.0,16.0,Geno Smith kneels for -1 yards,1.4,0.72,12.0,2024,176
