Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA,week,year,game_id
2.0,3:24,1.0,10.0,HOU 35,17.0,14.0,C.J. Stroud pass complete deep left to Nico Collins for 56 yards (tackle by Jarvis Brownlee),1.27,5.14,12.0,2024,174
2.0,2:37,1.0,9.0,TEN 9,17.0,14.0,Joe Mixon left end for -5 yards (tackle by Jarvis Brownlee),5.14,3.58,12.0,2024,174
2.0,2:00,2.0,14.0,TEN 14,17.0,14.0,C.J. Stroud pass complete short left to Dalton Schultz for 4 yards (tackle by Mike Brown),3.58,3.13,12.0,2024,174
2.0,1:55,3.0,10.0,TEN 10,17.0,14.0,C.J. Stroud pass incomplete short right,3.13,2.76,12.0,2024,174
2.0,1:49,4.0,10.0,TEN 10,17.0,17.0,Ka'imi Fairbairn 28 yard field goal good,2.76,3.0,12.0,2024,174
2.0,1:47,,,HOU 35,17.0,17.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,174
2.0,1:47,1.0,10.0,TEN 30,17.0,17.0,Tony Pollard right tackle for 27 yards (tackle by Derek Stingley),0.94,2.72,12.0,2024,174
2.0,1:39,1.0,10.0,HOU 43,17.0,17.0,Tony Pollard right tackle for 3 yards (tackle by Henry To'oTo'o),2.72,2.58,12.0,2024,174
2.0,1:06,2.0,7.0,HOU 40,17.0,17.0,Will Levis sacked by Danielle Hunter for -2 yards,2.58,1.62,12.0,2024,174
2.0,0:59,,,,,,Timeout #1 by Houston Texans,,,12.0,2024,174
2.0,0:59,,,,,,Timeout #1 by Tennessee Titans,,,12.0,2024,174
2.0,0:59,3.0,9.0,HOU 42,17.0,17.0,Will Levis sacked by Azeez Al-Shaair for -2 yards,1.62,0.33,12.0,2024,174
2.0,0:54,,,,,,Timeout #2 by Houston Texans,,,12.0,2024,174
2.0,0:54,4.0,11.0,HOU 44,17.0,17.0,"Ryan Stonehouse punts 38 yards, returned by Robert Woods for 8 yards (tackle by Otis Reese)",0.33,0.28,12.0,2024,174
2.0,0:45,1.0,10.0,HOU 14,17.0,17.0,C.J. Stroud pass incomplete short middle intended for Cade Stover (defended by Jeffery Simmons),-0.28,-0.75,12.0,2024,174
2.0,0:41,2.0,10.0,HOU 14,17.0,17.0,C.J. Stroud pass short left intended for John Metchie is intercepted by Jarvis Brownlee at HOU-22 and returned for 2 yards (tackle by John Metchie),-0.75,-4.24,12.0,2024,174
2.0,0:37,1.0,10.0,HOU 20,17.0,17.0,Will Levis pass incomplete short left intended for Calvin Ridley,4.24,3.69,12.0,2024,174
2.0,0:33,2.0,10.0,HOU 20,17.0,17.0,Will Levis sacked by Will Anderson for -8 yards,3.69,1.95,12.0,2024,174
2.0,0:23,,,,,,Timeout #2 by Tennessee Titans,,,12.0,2024,174
2.0,0:23,3.0,18.0,HOU 28,17.0,17.0,Will Levis sacked by Danielle Hunter for -10 yards,1.95,0.72,12.0,2024,174
2.0,0:02,,,,,,Timeout #3 by Tennessee Titans,,,12.0,2024,174
2.0,0:02,,,,,,Timeout #3 by Houston Texans,,,12.0,2024,174
2.0,0:02,4.0,28.0,HOU 38,20.0,17.0,Nick Folk 56 yard field goal good,0.72,3.0,12.0,2024,174
3.0,15:00,,,HOU 35,20.0,17.0,"Ka'imi Fairbairn kicks off 62 yards, returned by Julius Chestnut for 24 yards (tackle by Cade Stover)",0.0,0.74,12.0,2024,174
3.0,14:55,1.0,10.0,TEN 27,20.0,17.0,Tony Pollard left end for 2 yards (tackle by Danielle Hunter and Eric Murray),0.74,0.47,12.0,2024,174
3.0,14:18,2.0,8.0,TEN 29,20.0,17.0,Will Levis pass incomplete short left intended for Tony Pollard,0.47,-0.23,12.0,2024,174
3.0,14:14,3.0,8.0,TEN 29,20.0,17.0,Will Levis pass complete short right to Tyler Boyd for 13 yards (tackle by Eric Murray),-0.23,1.73,12.0,2024,174
3.0,13:37,1.0,10.0,TEN 42,20.0,17.0,Will Levis pass complete short right to Calvin Ridley for -2 yards (tackle by Jimmie Ward),1.73,0.92,12.0,2024,174
3.0,12:57,2.0,12.0,TEN 40,20.0,17.0,Will Levis pass complete short left to Tony Pollard for 4 yards (tackle by Azeez Al-Shaair),0.92,0.76,12.0,2024,174
3.0,12:15,3.0,8.0,TEN 44,20.0,17.0,"Will Levis sacked by Will Anderson for no gain. Penalty on Azeez Al-Shaair: Illegal Contact, 5 yards (accepted) (no play)",0.76,2.19,12.0,2024,174
3.0,11:50,1.0,10.0,TEN 49,20.0,17.0,Tony Pollard left tackle for 2 yards (tackle by Henry To'oTo'o and Derek Barnett),2.19,1.92,12.0,2024,174
3.0,11:17,2.0,8.0,HOU 49,20.0,17.0,Will Levis pass complete short left to Calvin Ridley for 17 yards (tackle by Eric Murray),1.92,3.45,12.0,2024,174
3.0,10:38,1.0,10.0,HOU 32,20.0,17.0,Tyler Boyd pass incomplete deep right intended for Nick Westbrook-Ikhine,3.45,2.9,12.0,2024,174
3.0,10:32,2.0,10.0,HOU 32,20.0,17.0,Tony Pollard left tackle for 3 yards (tackle by Derek Barnett),2.9,2.61,12.0,2024,174
3.0,9:51,3.0,7.0,HOU 29,20.0,17.0,"Daniel Brunskill aborted snap, recovered by Will Levis at HOU-32",2.61,1.24,12.0,2024,174
3.0,9:12,4.0,10.0,HOU 32,23.0,17.0,Nick Folk 51 yard field goal good,1.24,3.0,12.0,2024,174
3.0,9:08,,,TEN 35,23.0,17.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,174
3.0,9:08,1.0,10.0,HOU 30,23.0,17.0,C.J. Stroud pass complete short left to Joe Mixon for 4 yards (tackle by Darrell Baker),0.94,0.93,12.0,2024,174
3.0,8:35,2.0,6.0,HOU 34,23.0,17.0,Joe Mixon up the middle for 5 yards (tackle by Kenneth Murray and Arden Key),0.93,0.89,12.0,2024,174
3.0,8:16,3.0,1.0,HOU 39,23.0,17.0,Joe Mixon up the middle for no gain (tackle by Jarvis Brownlee and Daryl Worley),0.89,-0.78,12.0,2024,174
3.0,7:16,4.0,1.0,HOU 39,23.0,17.0,"Penalty on C.J. Stroud: Delay of Game, 4 yards (accepted) (no play)",-0.78,-1.04,12.0,2024,174
3.0,7:07,4.0,5.0,HOU 35,23.0,17.0,"Tommy Townsend punts 49 yards, fair catch by Jha'Quan Jackson at TEN-16",-1.04,0.14,12.0,2024,174
3.0,6:59,1.0,10.0,TEN 16,23.0,17.0,Tony Pollard right guard for 4 yards (tackle by Henry To'oTo'o),-0.14,0.01,12.0,2024,174
3.0,6:22,2.0,6.0,TEN 20,23.0,17.0,Tony Pollard right end for 5 yards (tackle by Azeez Al-Shaair),0.01,-0.2,12.0,2024,174
3.0,5:41,3.0,1.0,TEN 25,23.0,17.0,Will Levis up the middle for 1 yard (tackle by Azeez Al-Shaair and Tim Settle),-0.2,0.67,12.0,2024,174
3.0,4:46,1.0,10.0,TEN 26,23.0,17.0,Tony Pollard left guard for 2 yards (tackle by Derek Barnett),0.67,0.4,12.0,2024,174
3.0,4:04,2.0,8.0,TEN 28,23.0,17.0,Tony Pollard up the middle for 3 yards (tackle by Mario Edwards and Azeez Al-Shaair),0.4,0.1,12.0,2024,174
3.0,3:24,3.0,5.0,TEN 31,23.0,17.0,Will Levis pass complete short left to Tony Pollard for -3 yards (tackle by Jimmie Ward),0.1,-1.5,12.0,2024,174
3.0,2:40,4.0,8.0,TEN 28,23.0,17.0,"Penalty on Justin Hardee: False Start, 5 yards (accepted) (no play)",-1.5,-1.83,12.0,2024,174
3.0,2:27,4.0,13.0,TEN 23,23.0,17.0,"Ryan Stonehouse punts 52 yards, returned by Robert Woods for no gain (tackle by Bryce Oliver)",-1.83,-0.61,12.0,2024,174
3.0,2:19,1.0,10.0,HOU 25,23.0,17.0,Joe Mixon left end for no gain (tackle by Arden Key),0.61,0.06,12.0,2024,174
3.0,1:39,2.0,10.0,HOU 25,23.0,17.0,"C.J. Stroud pass deep middle intended for Nico Collins is intercepted by Kenneth Murray at HOU-45 and returned for 6 yards (tackle by Cade Stover). Penalty on Tytus Howard: Offensive Holding, 10 yards (declined)",0.06,-2.98,12.0,2024,174
3.0,1:30,1.0,10.0,HOU 39,23.0,17.0,Tony Pollard up the middle for 3 yards (tackle by Jimmie Ward),2.98,2.85,12.0,2024,174
3.0,0:53,2.0,7.0,HOU 36,23.0,17.0,Tony Pollard right guard for -4 yards (tackle by Jimmie Ward),2.85,1.62,12.0,2024,174
3.0,0:15,3.0,11.0,HOU 40,23.0,23.0,"Will Levis pass short left intended for Nick Westbrook-Ikhine is intercepted by Jimmie Ward at HOU-35 and returned for 65 yards, touchdown",1.62,-7.0,12.0,2024,174
3.0,0:04,,,TEN 15,23.0,24.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,12.0,2024,174
3.0,0:04,,,HOU 35,23.0,24.0,"Ka'imi Fairbairn kicks off 66 yards, returned by Julius Chestnut for 28 yards (tackle by Jake Hansen)",0.0,0.74,12.0,2024,174
4.0,15:00,1.0,10.0,TEN 27,23.0,24.0,"Will Levis pass complete short left to Tyler Boyd for 2 yards (tackle by Kamari Lassiter). Penalty on Nick Westbrook-Ikhine: Offensive Holding, 10 yards (accepted)",0.74,0.12,12.0,2024,174
4.0,14:50,1.0,18.0,TEN 19,23.0,24.0,"Will Levis sacked by Tommy Togiai for -9 yards. Penalty on Nicholas Petit-Frere: Offensive Holding, 10 yards (declined)",0.12,-2.02,12.0,2024,174
4.0,14:20,2.0,27.0,TEN 10,23.0,24.0,Tony Pollard left tackle for no gain (tackle by Dylan Horton and Mario Edwards),-2.02,-3.41,12.0,2024,174
4.0,13:44,3.0,27.0,TEN 10,23.0,24.0,Tony Pollard up the middle for 10 yards (tackle by Azeez Al-Shaair),-3.41,-2.03,12.0,2024,174
4.0,13:09,4.0,17.0,TEN 20,23.0,24.0,"Ryan Stonehouse punts 62 yards, returned by Robert Woods for 16 yards (tackle by James Williams and Morgan Cox)",-2.03,-1.2,12.0,2024,174
4.0,12:58,1.0,10.0,HOU 34,23.0,24.0,C.J. Stroud pass incomplete short right intended for Nico Collins,1.2,0.66,12.0,2024,174
4.0,12:53,2.0,10.0,HOU 34,23.0,24.0,Joe Mixon right guard for 4 yards (tackle by Jerome Baker and Roger McCreary),0.66,0.5,12.0,2024,174
4.0,12:13,3.0,6.0,HOU 38,23.0,24.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",0.5,-0.16,12.0,2024,174
4.0,12:13,3.0,11.0,HOU 33,23.0,24.0,"Penalty on Juice Scruggs: False Start, 5 yards (accepted) (no play)",-0.16,-0.82,12.0,2024,174
4.0,12:13,3.0,16.0,HOU 28,23.0,24.0,C.J. Stroud sacked by T'Vondre Sweat for -9 yards,-0.82,-2.14,12.0,2024,174
4.0,11:34,4.0,25.0,HOU 19,23.0,24.0,"Tommy Townsend punts 42 yards, recovered by Kris Boyd at TEN-43",-2.14,2.72,12.0,2024,174
4.0,11:24,1.0,10.0,TEN 43,23.0,24.0,C.J. Stroud pass complete short left to Cade Stover for -4 yards (tackle by Roger McCreary),2.72,1.64,12.0,2024,174
4.0,10:38,2.0,14.0,TEN 47,23.0,24.0,C.J. Stroud pass complete short right to Nico Collins for 11 yards (tackle by Kenneth Murray),1.64,2.41,12.0,2024,174
4.0,9:54,3.0,3.0,TEN 36,23.0,24.0,C.J. Stroud pass incomplete short left intended for Nico Collins,2.41,0.89,12.0,2024,174
4.0,9:50,4.0,3.0,TEN 36,23.0,27.0,Ka'imi Fairbairn 54 yard field goal good,0.89,3.0,12.0,2024,174
4.0,9:46,,,HOU 35,23.0,27.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,174
4.0,9:46,1.0,10.0,TEN 30,29.0,27.0,"Will Levis pass complete short right to Chigoziem Okonkwo for 70 yards, touchdown",0.94,7.0,12.0,2024,174
4.0,9:35,,,HOU 15,30.0,27.0,Nick Folk kicks extra point good,0.0,0.0,12.0,2024,174
4.0,9:35,,,TEN 35,30.0,27.0,"Nick Folk kicks off 62 yards, recovered by Dare Ogunbowale at HOU-6 (tackle by Julius Wood)",0.0,0.04,12.0,2024,174
4.0,9:30,1.0,10.0,HOU 18,30.0,27.0,Joe Mixon left guard for 2 yards (tackle by Kenneth Murray),0.04,-0.13,12.0,2024,174
4.0,9:05,2.0,8.0,HOU 20,30.0,27.0,C.J. Stroud pass complete deep right to Tank Dell for 17 yards (tackle by Darrell Baker),-0.13,1.4,12.0,2024,174
4.0,8:29,1.0,10.0,HOU 37,30.0,27.0,C.J. Stroud pass incomplete short right intended for John Metchie (defended by Daryl Worley),1.4,0.86,12.0,2024,174
4.0,8:24,2.0,10.0,HOU 37,30.0,27.0,C.J. Stroud pass complete deep right to Nico Collins for 16 yards,0.86,2.46,12.0,2024,174
4.0,7:56,1.0,10.0,TEN 47,30.0,27.0,Joe Mixon up the middle for 1 yard (tackle by Sebastian Joseph-Day),2.46,2.05,12.0,2024,174
4.0,7:14,2.0,9.0,TEN 46,30.0,27.0,C.J. Stroud sacked by Ali Gaye for -10 yards,2.05,0.04,12.0,2024,174
4.0,6:35,3.0,19.0,HOU 44,30.0,27.0,C.J. Stroud pass incomplete deep middle intended for Tank Dell (defended by Jarvis Brownlee),0.04,-0.46,12.0,2024,174
4.0,6:28,4.0,19.0,HOU 44,30.0,27.0,"Tommy Townsend punts 52 yards, returned by Jha'Quan Jackson for 2 yards (tackle by Dare Ogunbowale and Neville Hewitt)",-0.46,0.38,12.0,2024,174
4.0,6:17,1.0,10.0,TEN 6,30.0,27.0,Tony Pollard right end for -4 yards (tackle by Danielle Hunter),-0.38,-1.07,12.0,2024,174
4.0,5:39,2.0,14.0,TEN 2,30.0,27.0,Will Levis pass incomplete short right intended for Tony Pollard,-1.07,-1.89,12.0,2024,174
4.0,5:35,3.0,14.0,TEN 2,30.0,27.0,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine,-1.89,-2.49,12.0,2024,174
4.0,5:29,4.0,14.0,TEN 2,30.0,27.0,"Ryan Stonehouse punts 37 yards, returned by Robert Woods for no gain (tackle by Tre Avery). Penalty on Kamari Lassiter: Offensive Holding, 10 yards (accepted)",-2.49,-2.32,12.0,2024,174
4.0,5:22,1.0,10.0,TEN 49,30.0,27.0,C.J. Stroud pass complete deep left to Dalton Schultz for 16 yards (tackle by Jerome Baker),2.32,3.38,12.0,2024,174
4.0,4:43,1.0,10.0,TEN 33,30.0,27.0,"C.J. Stroud pass complete short middle to Nico Collins for no gain, touchdown (no play)",3.38,3.05,12.0,2024,174
4.0,4:36,1.0,15.0,TEN 38,30.0,27.0,C.J. Stroud pass complete short left to Joe Mixon for 7 yards (tackle by Jerome Baker),3.05,3.11,12.0,2024,174
4.0,3:51,2.0,8.0,TEN 31,30.0,27.0,C.J. Stroud pass complete short right to Joe Mixon for 20 yards (tackle by Mike Brown and Daryl Worley),3.11,4.84,12.0,2024,174
4.0,3:04,1.0,10.0,TEN 11,30.0,27.0,"C.J. Stroud pass incomplete short left. Penalty on Jarrett Patterson: Offensive Holding, 10 yards (accepted) (no play)",4.84,4.17,12.0,2024,174
4.0,2:57,1.0,20.0,TEN 21,30.0,27.0,C.J. Stroud pass complete short left to Cade Stover for 11 yards (tackle by Roger McCreary),4.17,4.32,12.0,2024,174
4.0,2:13,2.0,9.0,TEN 10,30.0,27.0,Joe Mixon left tackle for no gain (tackle by Jeffery Simmons),4.32,3.3,12.0,2024,174
4.0,2:00,3.0,9.0,TEN 10,30.0,27.0,C.J. Stroud pass incomplete short left,3.3,2.76,12.0,2024,174
4.0,1:56,4.0,9.0,TEN 10,30.0,27.0,Ka'imi Fairbairn 28 yard field goal no good,2.76,-0.28,12.0,2024,174
4.0,1:53,1.0,10.0,TEN 20,30.0,27.0,Tony Pollard left end for 7 yards (tackle by Devin White),0.28,0.68,12.0,2024,174
4.0,1:47,,,,,,Timeout #1 by Houston Texans,,,12.0,2024,174
4.0,1:47,2.0,3.0,TEN 27,30.0,27.0,Tony Pollard right end for -3 yards (tackle by Danielle Hunter),0.68,-0.43,12.0,2024,174
4.0,1:43,,,,,,Timeout #2 by Houston Texans,,,12.0,2024,174
4.0,1:43,3.0,6.0,TEN 24,30.0,27.0,Will Levis pass incomplete short left intended for Nick Vannett (defended by Henry To'oTo'o),-0.43,-1.77,12.0,2024,174
4.0,1:39,4.0,6.0,TEN 24,30.0,27.0,"Ryan Stonehouse punts 61 yards, returned by Robert Woods for no gain (tackle by Josh Whyle). Penalty on M.J. Stewart: Defensive Illegal Blindside Block, 7 yards (accepted)",-1.77,0.38,12.0,2024,174
4.0,1:29,1.0,10.0,HOU 8,30.0,27.0,C.J. Stroud pass incomplete deep middle intended for Nico Collins (defended by Kenneth Murray),-0.38,-0.78,12.0,2024,174
