Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA,week,year,game_id
2.0,9:56,3.0,5.0,PIT 25,14.0,3.0,Mitchell Trubisky pass incomplete deep right intended for Diontae Johnson,-0.3,-1.7,14.0,2023,194
2.0,9:56,4.0,5.0,PIT 25,14.0,3.0,Pressley Harvin punts 34 yards,-1.7,-1.66,14.0,2023,194
2.0,9:48,1.0,10.0,NWE 41,14.0,3.0,Ezekiel Elliott up the middle for 3 yards (tackle by T.J. Watt and Armon Watts),1.66,1.53,14.0,2023,194
2.0,9:11,2.0,7.0,NWE 44,14.0,3.0,Bailey Zappe pass complete short right to Pharaoh Brown for 4 yards (tackle by Nick Herbig),1.53,1.36,14.0,2023,194
2.0,8:29,3.0,3.0,NWE 48,14.0,3.0,Bailey Zappe pass complete short middle to JuJu Smith-Schuster for 28 yards (tackle by Damontae Kazee),1.36,3.97,14.0,2023,194
2.0,7:43,1.0,10.0,PIT 24,20.0,3.0,"Bailey Zappe pass complete deep left to Hunter Henry for 24 yards, touchdown",3.97,7.0,14.0,2023,194
2.0,7:38,,,PIT 15,21.0,3.0,Chad Ryland kicks extra point good,0.0,0.0,14.0,2023,194
2.0,7:38,,,NWE 35,21.0,3.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,194
2.0,7:38,1.0,10.0,PIT 25,21.0,3.0,Mitchell Trubisky pass complete short right to Jaylen Warren for 12 yards (tackle by Jalen Mills and Kyle Dugger),0.61,1.4,14.0,2023,194
2.0,6:58,1.0,10.0,PIT 37,21.0,3.0,Calvin Austin left tackle for 12 yards (tackle by Myles Bryant and Ja'Whaun Bentley),1.4,2.19,14.0,2023,194
2.0,6:14,1.0,10.0,PIT 49,21.0,3.0,Mitchell Trubisky pass complete short right to Connor Heyward for 5 yards (tackle by Jalen Mills and Ja'Whaun Bentley),2.19,2.32,14.0,2023,194
2.0,5:33,2.0,5.0,NWE 46,21.0,3.0,Najee Harris left guard for 4 yards (tackle by Jahlani Tavai and Christian Barmore),2.32,2.15,14.0,2023,194
2.0,5:13,3.0,1.0,NWE 42,21.0,3.0,Mitchell Trubisky up the middle for 2 yards (tackle by Keion White and Jahlani Tavai),2.15,2.92,14.0,2023,194
2.0,4:29,1.0,10.0,NWE 40,21.0,3.0,Jaylen Warren right tackle for 5 yards (tackle by Jahlani Tavai),2.92,3.05,14.0,2023,194
2.0,3:48,2.0,5.0,NWE 35,21.0,3.0,"Mitchell Trubisky pass incomplete intended for Pat Freiermuth. Penalty on Kyle Dugger: Defensive Pass Interference, 5 yards (accepted) (no play)",3.05,3.58,14.0,2023,194
2.0,3:40,1.0,10.0,NWE 30,21.0,3.0,Jaylen Warren left end for 5 yards (tackle by Jabrill Peppers and Jalen Mills),3.58,3.71,14.0,2023,194
2.0,2:55,2.0,5.0,NWE 25,21.0,9.0,"Mitchell Trubisky pass complete deep left to Diontae Johnson for 25 yards, touchdown",3.71,7.0,14.0,2023,194
2.0,2:50,,,NWE 15,21.0,10.0,Chris Boswell kicks extra point good,0.0,0.0,14.0,2023,194
2.0,2:50,,,PIT 35,21.0,10.0,"Chris Boswell kicks off 67 yards, returned by Ty Montgomery for 24 yards (tackle by Nick Herbig). Penalty on Brenden Schooler: Unnecessary Roughness / Offense, 11 yards (accepted)",0.0,-0.37,14.0,2023,194
2.0,2:46,1.0,10.0,NWE 11,21.0,10.0,Ezekiel Elliott left guard for 4 yards (tackle by Elandon Roberts and Nick Herbig),-0.37,-0.43,14.0,2023,194
2.0,2:41,,,,,,Timeout #1 by Pittsburgh Steelers,,,14.0,2023,194
2.0,2:41,2.0,6.0,NWE 15,21.0,10.0,Bailey Zappe pass complete short left to Ty Montgomery for 17 yards (tackle by Mykal Walker),-0.43,1.07,14.0,2023,194
2.0,2:09,1.0,10.0,NWE 32,21.0,10.0,Bailey Zappe pass complete short right to Tyquan Thornton for 3 yards (tackle by Joey Porter),1.07,0.93,14.0,2023,194
2.0,2:00,2.0,7.0,NWE 35,21.0,10.0,Bailey Zappe pass incomplete short right intended for Ty Montgomery,0.93,0.23,14.0,2023,194
2.0,1:56,3.0,7.0,NWE 35,21.0,10.0,Bailey Zappe pass complete short right to Hunter Henry for 8 yards (tackle by Trenton Thompson),0.23,1.8,14.0,2023,194
2.0,1:23,1.0,10.0,NWE 43,21.0,10.0,Bailey Zappe sacked by Elandon Roberts for -10 yards,1.8,-0.1,14.0,2023,194
2.0,1:18,,,,,,Timeout #2 by Pittsburgh Steelers,,,14.0,2023,194
2.0,1:18,2.0,20.0,NWE 33,21.0,10.0,Ezekiel Elliott left guard for -1 yards (tackle by Minkah Fitzpatrick),-0.1,-0.89,14.0,2023,194
2.0,1:15,,,,,,Timeout #3 by Pittsburgh Steelers,,,14.0,2023,194
2.0,1:15,3.0,21.0,NWE 32,21.0,10.0,Ezekiel Elliott up the middle for 7 yards (tackle by Cameron Heyward),-0.89,-0.78,14.0,2023,194
2.0,0:29,,,,,,Timeout #1 by New England Patriots,,,14.0,2023,194
2.0,0:29,4.0,14.0,NWE 39,21.0,10.0,"Bryce Baringer punts 52 yards, recovered by Calvin Austin at PIT-9 (tackle by Brenden Schooler)",-0.78,0.38,14.0,2023,194
2.0,0:19,1.0,10.0,PIT 9,21.0,10.0,Mitchell Trubisky kneels for -1 yards,-0.38,-0.85,14.0,2023,194
3.0,15:00,,,NWE 35,21.0,10.0,"Chad Ryland kicks off 63 yards, returned by Godwin Igwebuike for 15 yards (tackle by Chris Board and Jahlani Tavai)",0.0,-0.06,14.0,2023,194
3.0,14:54,1.0,10.0,PIT 17,21.0,10.0,Mitchell Trubisky pass complete short right to Najee Harris for no gain (tackle by Jahlani Tavai),-0.06,-0.58,14.0,2023,194
3.0,14:15,2.0,10.0,PIT 17,21.0,10.0,Najee Harris up the middle for 6 yards (tackle by Ja'Whaun Bentley and Christian Barmore),-0.58,-0.49,14.0,2023,194
3.0,13:34,3.0,4.0,PIT 23,21.0,10.0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 7 yards (tackle by Jalen Mills and Kyle Dugger),-0.49,0.94,14.0,2023,194
3.0,12:55,1.0,10.0,PIT 30,21.0,10.0,Jaylen Warren right end for -7 yards (tackle by Myles Bryant),0.94,-0.55,14.0,2023,194
3.0,12:08,2.0,17.0,PIT 23,21.0,10.0,Jaylen Warren left guard for 7 yards (tackle by Jabrill Peppers and Jahlani Tavai),-0.55,-0.3,14.0,2023,194
3.0,11:26,3.0,10.0,PIT 30,21.0,10.0,Mitchell Trubisky pass complete short right to Connor Heyward for 10 yards (tackle by Kyle Dugger),-0.3,1.6,14.0,2023,194
3.0,10:45,1.0,10.0,PIT 40,21.0,10.0,Najee Harris right end for 7 yards (tackle by Kyle Dugger and Myles Bryant),1.6,2.0,14.0,2023,194
3.0,10:05,2.0,3.0,PIT 47,21.0,10.0,Mitchell Trubisky pass complete short left to Jaylen Warren for 8 yards (tackle by Myles Bryant and Jahlani Tavai),2.0,2.59,14.0,2023,194
3.0,9:22,1.0,10.0,NWE 45,21.0,10.0,Jaylen Warren left tackle for 1 yard (tackle by Lawrence Guy),2.59,2.18,14.0,2023,194
3.0,8:40,2.0,9.0,NWE 44,21.0,10.0,Mitchell Trubisky pass incomplete short right intended for Allen Robinson (defended by Myles Bryant),2.18,1.49,14.0,2023,194
3.0,8:33,3.0,9.0,NWE 44,21.0,10.0,Mitchell Trubisky sacked by and Christian Barmore for -7 yards and Kyle Dugger for -7 yards,1.49,-0.13,14.0,2023,194
3.0,7:59,4.0,16.0,PIT 49,21.0,10.0,"Pressley Harvin punts 51 yards, touchback.",-0.13,-0.28,14.0,2023,194
3.0,7:51,1.0,10.0,NWE 20,21.0,10.0,Bailey Zappe pass complete short middle to Ezekiel Elliott for 16 yards (tackle by Nick Herbig and Blake Martinez),0.28,1.33,14.0,2023,194
3.0,7:19,1.0,10.0,NWE 36,21.0,10.0,"Bailey Zappe pass incomplete short middle. Penalty on Conor McDermott: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,14.0,2023,194
3.0,7:13,1.0,20.0,NWE 26,21.0,10.0,Bailey Zappe pass complete short left to Ezekiel Elliott for 8 yards (tackle by Levi Wallace),0.67,0.52,14.0,2023,194
3.0,6:34,2.0,12.0,NWE 34,21.0,10.0,Ezekiel Elliott up the middle for 5 yards (tackle by T.J. Watt and Mykal Walker),0.52,0.5,14.0,2023,194
3.0,5:53,3.0,7.0,NWE 39,21.0,10.0,Bailey Zappe sacked by Cameron Heyward for -8 yards,0.5,-1.31,14.0,2023,194
3.0,5:13,4.0,15.0,NWE 31,21.0,10.0,Bryce Baringer punts 43 yards out of bounds,-1.31,-0.67,14.0,2023,194
3.0,5:12,1.0,10.0,PIT 26,21.0,10.0,Mitchell Trubisky pass complete short right to George Pickens for 5 yards (tackle by Jonathan Jones),0.67,0.81,14.0,2023,194
3.0,4:33,2.0,5.0,PIT 31,21.0,10.0,Najee Harris right guard for -1 yards (tackle by Anfernee Jennings),0.81,-0.03,14.0,2023,194
3.0,3:53,3.0,6.0,PIT 30,21.0,10.0,Mitchell Trubisky pass complete short left to George Pickens for 3 yards (tackle by Jonathan Jones),-0.03,-1.18,14.0,2023,194
3.0,3:14,4.0,3.0,PIT 33,21.0,10.0,"Pressley Harvin punts 36 yards, fair catch by Myles Bryant at NE-31",-1.18,-1.0,14.0,2023,194
3.0,3:07,1.0,10.0,NWE 31,21.0,10.0,Ezekiel Elliott up the middle for 8 yards (tackle by Blake Martinez and Elandon Roberts),1.0,1.54,14.0,2023,194
3.0,2:30,2.0,2.0,NWE 39,21.0,10.0,Ezekiel Elliott left guard for no gain (tackle by Nick Herbig and Minkah Fitzpatrick),1.54,0.83,14.0,2023,194
3.0,1:47,3.0,2.0,NWE 39,21.0,10.0,Ezekiel Elliott left guard for 4 yards (tackle by Cameron Heyward and Elandon Roberts),0.83,1.8,14.0,2023,194
3.0,1:10,1.0,10.0,NWE 43,21.0,10.0,Bailey Zappe pass short middle (defended by Elandon Roberts) intended for JuJu Smith-Schuster is intercepted by Mykal Walker at NE-46 and returned for 30 yards (tackle by Ezekiel Elliott),1.8,-4.51,14.0,2023,194
3.0,0:58,1.0,10.0,NWE 16,21.0,10.0,Najee Harris right guard for 1 yard (tackle by Davon Godchaux),4.51,4.05,14.0,2023,194
3.0,0:21,2.0,9.0,NWE 15,21.0,10.0,Mitchell Trubisky pass incomplete short right,4.05,3.22,14.0,2023,194
3.0,0:14,3.0,9.0,NWE 15,21.0,10.0,Mitchell Trubisky scrambles up the middle for 7 yards (tackle by Ja'Whaun Bentley),3.22,2.99,14.0,2023,194
4.0,15:00,4.0,2.0,NWE 8,21.0,10.0,Mitchell Trubisky pass complete short right to Jaylen Warren for 1 yard (tackle by Mack Wilson and Ja'Whaun Bentley),2.99,0.38,14.0,2023,194
4.0,14:54,1.0,10.0,NWE 7,21.0,10.0,Bailey Zappe pass complete short left to Tyquan Thornton for 3 yards (tackle by Patrick Peterson),-0.38,-0.56,14.0,2023,194
4.0,14:23,2.0,7.0,NWE 10,21.0,10.0,Ezekiel Elliott right guard for 5 yards (tackle by T.J. Watt and Minkah Fitzpatrick),-0.56,-0.48,14.0,2023,194
4.0,13:42,3.0,2.0,NWE 15,21.0,10.0,Bailey Zappe pass incomplete short right intended for Tyquan Thornton,-0.48,-2.44,14.0,2023,194
4.0,13:31,4.0,2.0,NWE 15,21.0,10.0,Bryce Baringer punts 11 yards downed by Marte Mapu,-2.44,-3.84,14.0,2023,194
4.0,13:23,1.0,10.0,NWE 26,21.0,10.0,Najee Harris left guard for 6 yards (tackle by Lawrence Guy and Jahlani Tavai),3.84,4.11,14.0,2023,194
4.0,12:40,2.0,4.0,NWE 20,21.0,10.0,Mitchell Trubisky pass complete short right to Darnell Washington for 12 yards (tackle by Jahlani Tavai),4.11,5.37,14.0,2023,194
4.0,11:55,,,,,,Timeout #1 by Pittsburgh Steelers,,,14.0,2023,194
4.0,11:55,1.0,8.0,NWE 8,21.0,10.0,"Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth. Penalty on J.C. Jackson: Defensive Pass Interference, 7 yards (accepted) (no play)",5.37,6.97,14.0,2023,194
4.0,11:51,1.0,1.0,NWE 1,21.0,10.0,Connor Heyward pass incomplete short right intended for Darnell Washington (defended by Mack Wilson),6.97,5.91,14.0,2023,194
4.0,11:47,2.0,1.0,NWE 1,21.0,16.0,"Mitchell Trubisky for 1 yard, touchdown",5.91,7.0,14.0,2023,194
4.0,11:44,,,NWE 2,21.0,18.0,Two Point Attempt: Mitchell Trubisky pass complete to to Pat Freiermuth for no gain,1.0,1.0,14.0,2023,194
4.0,11:44,,,PIT 35,21.0,18.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,194
4.0,11:44,1.0,10.0,NWE 25,21.0,18.0,Bailey Zappe pass complete short left to Ezekiel Elliott for 9 yards (tackle by Nick Herbig),0.61,1.28,14.0,2023,194
4.0,11:12,2.0,1.0,NWE 34,21.0,18.0,Ezekiel Elliott up the middle for 2 yards (tackle by T.J. Watt),1.28,1.33,14.0,2023,194
4.0,10:32,1.0,10.0,NWE 36,21.0,18.0,Ezekiel Elliott up the middle for -1 yards (tackle by T.J. Watt),1.33,0.66,14.0,2023,194
4.0,9:58,2.0,11.0,NWE 35,21.0,18.0,Bailey Zappe scrambles up the middle for 2 yards (tackle by Elandon Roberts),0.66,0.23,14.0,2023,194
4.0,9:18,3.0,9.0,NWE 37,21.0,18.0,Bailey Zappe pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Patrick Peterson),0.23,-0.39,14.0,2023,194
4.0,8:36,4.0,1.0,NWE 45,21.0,18.0,"Bryce Baringer punts 55 yards, touchback.",-0.39,-0.28,14.0,2023,194
4.0,8:24,1.0,10.0,PIT 20,21.0,18.0,Mitchell Trubisky pass complete short right to Najee Harris for 5 yards (tackle by Jahlani Tavai),0.28,0.41,14.0,2023,194
4.0,7:48,2.0,5.0,PIT 25,21.0,18.0,Mitchell Trubisky pass incomplete short middle intended for Jaylen Warren,0.41,-0.3,14.0,2023,194
4.0,7:41,3.0,5.0,PIT 25,21.0,18.0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 4 yards (tackle by Jalen Mills),-0.3,-1.44,14.0,2023,194
4.0,7:13,,,,,,Timeout #2 by Pittsburgh Steelers,,,14.0,2023,194
4.0,7:13,4.0,1.0,PIT 29,21.0,18.0,Mitchell Trubisky up the middle for 2 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),-1.44,1.0,14.0,2023,194
4.0,6:37,1.0,10.0,PIT 31,21.0,18.0,Mitchell Trubisky pass complete short right to George Pickens for 7 yards (tackle by Jonathan Jones),1.0,1.41,14.0,2023,194
4.0,5:56,2.0,3.0,PIT 38,21.0,18.0,Mitchell Trubisky pass complete short left to George Pickens for no gain (tackle by Jonathan Jones),1.41,0.7,14.0,2023,194
4.0,5:16,3.0,3.0,PIT 38,21.0,18.0,Mitchell Trubisky pass incomplete short right intended for Pat Freiermuth,0.7,-0.85,14.0,2023,194
4.0,5:06,4.0,3.0,PIT 38,21.0,18.0,"Penalty on Christian Kuntz: False Start, 5 yards (accepted) (no play)",-0.85,-1.18,14.0,2023,194
4.0,5:06,4.0,8.0,PIT 33,21.0,18.0,"Pressley Harvin punts 53 yards, fair catch by Myles Bryant at NE-14",-1.18,0.28,14.0,2023,194
4.0,4:58,1.0,10.0,NWE 14,21.0,18.0,Ezekiel Elliott left guard for 4 yards (tackle by Cameron Heyward and Larry Ogunjobi),-0.28,-0.21,14.0,2023,194
4.0,4:18,2.0,6.0,NWE 18,21.0,18.0,Ezekiel Elliott right guard for 4 yards (tackle by Larry Ogunjobi and Blake Martinez),-0.21,-0.44,14.0,2023,194
4.0,3:34,3.0,2.0,NWE 22,21.0,18.0,Ezekiel Elliott up the middle for 1 yard (tackle by Cameron Heyward),-0.44,-1.83,14.0,2023,194
4.0,2:54,4.0,1.0,NWE 23,21.0,18.0,"Bryce Baringer punts 50 yards, fair catch by Calvin Austin at PIT-27",-1.83,-0.74,14.0,2023,194
4.0,2:44,1.0,10.0,PIT 27,21.0,18.0,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth,0.74,0.2,14.0,2023,194
4.0,2:39,2.0,10.0,PIT 27,21.0,18.0,Mitchell Trubisky pass complete short middle to Najee Harris for 14 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),0.2,1.66,14.0,2023,194
4.0,2:14,1.0,10.0,PIT 41,21.0,18.0,Mitchell Trubisky pass incomplete short right intended for Diontae Johnson,1.66,1.12,14.0,2023,194
4.0,2:09,2.0,10.0,PIT 41,21.0,18.0,Mitchell Trubisky pass complete short right to Diontae Johnson for 8 yards (tackle by J.C. Jackson),1.12,1.49,14.0,2023,194
4.0,2:05,3.0,2.0,PIT 49,21.0,18.0,Mitchell Trubisky pass incomplete deep right intended for George Pickens,1.49,-0.13,14.0,2023,194
4.0,2:01,4.0,2.0,PIT 49,21.0,18.0,Mitchell Trubisky pass incomplete deep left intended for Diontae Johnson,-0.13,-2.39,14.0,2023,194
4.0,1:55,1.0,10.0,PIT 48,21.0,18.0,"Penalty on Hunter Henry: False Start, 5 yards (accepted) (no play)",2.39,2.06,14.0,2023,194
4.0,1:55,1.0,15.0,NWE 47,21.0,18.0,Ezekiel Elliott up the middle for 2 yards (tackle by Montravius Adams),2.06,1.44,14.0,2023,194
4.0,1:51,,,,,,Timeout #3 by Pittsburgh Steelers,,,14.0,2023,194
4.0,1:51,2.0,13.0,NWE 49,21.0,18.0,"Ezekiel Elliott right guard for 13 yards (tackle by Joey Porter) Replay Assistant challenged the first down ruling, and the original play was overturned. Ezekiel Elliott for 12 yards (tackle by Joey Porter)",1.44,2.34,14.0,2023,194
4.0,1:07,,,,,,Timeout #1 by New England Patriots,,,14.0,2023,194
4.0,1:07,3.0,1.0,PIT 39,21.0,18.0,Bailey Zappe up the middle for no gain (tackle by Blake Martinez),2.34,0.66,14.0,2023,194
4.0,0:22,,,,,,Timeout #2 by New England Patriots,,,14.0,2023,194
4.0,0:22,4.0,1.0,PIT 39,21.0,18.0,Bryce Baringer punts 26 yards out of bounds,0.66,0.32,14.0,2023,194
