Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA,week,year,game_id
4.0,3:07,2.0,15.0,TEN 45,13.0,27.0,Will Levis pass complete short middle to Tyjae Spears for 21 yards (tackle by Elijah Campbell),1.04,3.31,14.0,2023,208
4.0,3:00,1.0,10.0,MIA 34,13.0,27.0,Will Levis pass complete short right to Tyjae Spears for 8 yards (tackle by Duke Riley),3.31,3.85,14.0,2023,208
4.0,2:53,2.0,2.0,MIA 26,13.0,27.0,Will Levis pass complete deep left to Nick Westbrook-Ikhine for 23 yards (tackle by Elijah Campbell),3.85,6.51,14.0,2023,208
4.0,2:46,1.0,3.0,MIA 3,19.0,27.0,"Will Levis pass complete short middle to DeAndre Hopkins for 3 yards, touchdown",6.51,7.0,14.0,2023,208
4.0,2:40,,,MIA 2,21.0,27.0,Two Point Attempt: Will Levis pass complete to to Nick Westbrook-Ikhine for no gain,1.0,1.0,14.0,2023,208
4.0,2:40,,,TEN 35,21.0,27.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,208
4.0,2:40,1.0,10.0,MIA 25,21.0,27.0,Raheem Mostert right end for 3 yards (tackle by Marlon Davidson and Jaleel Johnson),0.61,0.47,14.0,2023,208
4.0,2:34,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2023,208
4.0,2:34,2.0,7.0,MIA 28,21.0,27.0,Raheem Mostert left guard for 1 yard (tackle by Harold Landry),0.47,-0.1,14.0,2023,208
4.0,2:29,,,,,,Timeout #2 by Tennessee Titans,,,14.0,2023,208
4.0,2:29,3.0,6.0,MIA 29,21.0,27.0,"Tua Tagovailoa scrambles up the middle for 4 yards (tackle by Arden Key). Penalty on Liam Eichenberg: Offensive Holding, 10 yards (declined)",-0.1,-1.18,14.0,2023,208
4.0,2:24,4.0,2.0,MIA 33,21.0,27.0,"Jake Bailey punts 45 yards, returned by Eric Garror for 14 yards (tackle by Justin Bethel)",-1.18,-1.33,14.0,2023,208
4.0,2:15,1.0,10.0,TEN 36,21.0,27.0,Will Levis pass complete deep right to DeAndre Hopkins for 36 yards (tackle by Kader Kohou),1.33,3.71,14.0,2023,208
4.0,2:07,1.0,10.0,MIA 28,21.0,27.0,Will Levis pass complete short right to Chigoziem Okonkwo for 16 yards (tackle by Brandon Jones),3.71,4.78,14.0,2023,208
4.0,2:00,1.0,10.0,MIA 12,21.0,27.0,Tyjae Spears right end for 6 yards (tackle by Christian Wilkins),4.78,5.21,14.0,2023,208
4.0,1:53,,,,,,Timeout #3 by Miami Dolphins,,,14.0,2023,208
4.0,1:53,2.0,4.0,MIA 6,21.0,27.0,"Penalty on Zach Sieler: Defensive Delay of Game, 3 yards (accepted) (no play)",5.21,5.79,14.0,2023,208
4.0,1:53,2.0,1.0,MIA 3,27.0,27.0,"Derrick Henry left tackle for 3 yards, touchdown",5.79,7.0,14.0,2023,208
4.0,1:49,,,MIA 15,28.0,27.0,Nick Folk kicks extra point good,0.0,0.0,14.0,2023,208
4.0,1:49,,,TEN 35,28.0,27.0,"Nick Folk kicks off 64 yards, returned by Braxton Berrios for 25 yards (tackle by Chris Moore and Jack Gibbens)",0.0,0.67,14.0,2023,208
4.0,1:45,1.0,10.0,MIA 26,28.0,27.0,Tua Tagovailoa pass complete short left to Braxton Berrios for 7 yards (tackle by Sean Murphy-Bunting),0.67,1.07,14.0,2023,208
4.0,1:28,2.0,3.0,MIA 33,28.0,27.0,Tua Tagovailoa pass complete short left to De'Von Achane for 4 yards (tackle by Tre Avery),1.07,1.4,14.0,2023,208
4.0,1:19,1.0,10.0,MIA 37,28.0,27.0,Tua Tagovailoa pass incomplete short right intended for De'Von Achane,1.4,0.86,14.0,2023,208
4.0,1:15,2.0,10.0,MIA 37,28.0,27.0,"Tua Tagovailoa pass complete short middle to Durham Smythe for 7 yards (tackle by K'Von Wallace) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.86,1.09,14.0,2023,208
4.0,0:50,3.0,3.0,MIA 44,28.0,27.0,Tua Tagovailoa pass complete short right to De'Von Achane for 1 yard (tackle by Denico Autry),1.09,-0.39,14.0,2023,208
4.0,0:28,4.0,2.0,MIA 45,28.0,27.0,Tua Tagovailoa sacked by Harold Landry for -3 yards,-0.39,-2.79,14.0,2023,208
4.0,0:20,1.0,10.0,MIA 42,28.0,27.0,Will Levis kneels for -1 yards,2.79,2.11,14.0,2023,208
