Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA,week,year,game_id
3.0,5:10,1.0,10.0,SEA 30,10.0,14.0,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,3.58,3.03,14.0,2023,203
3.0,5:04,2.0,10.0,SEA 30,10.0,14.0,Christian McCaffrey left tackle for 12 yards (tackle by Dre'Mont Jones),3.03,4.37,14.0,2023,203
3.0,4:24,1.0,10.0,SEA 18,10.0,14.0,Christian McCaffrey left end for 1 yard (tackle by Jordyn Brooks),4.37,3.94,14.0,2023,203
3.0,3:43,2.0,9.0,SEA 17,10.0,14.0,Brock Purdy pass complete short middle to Charlie Woerner for 3 yards (tackle by Dre'Mont Jones and Jordyn Brooks),3.94,3.63,14.0,2023,203
3.0,2:55,3.0,6.0,SEA 14,10.0,14.0,Brock Purdy pass complete short middle to Deebo Samuel for 13 yards (tackle by Riq Woolen),3.63,6.97,14.0,2023,203
3.0,2:01,1.0,1.0,SEA 1,10.0,20.0,"Deebo Samuel left end for 1 yard, touchdown",6.97,7.0,14.0,2023,203
3.0,1:58,,,SEA 15,10.0,21.0,Jake Moody kicks extra point good,0.0,0.0,14.0,2023,203
3.0,1:58,,,SFO 35,10.0,21.0,"Jake Moody kicks off 64 yards, returned by DeeJay Dallas for 21 yards (tackle by Jalen Graham)",0.0,0.41,14.0,2023,203
3.0,1:53,1.0,10.0,SEA 22,10.0,21.0,Drew Lock pass complete short right to Kenneth Walker for 27 yards (tackle by Tashaun Gipson and Clelin Ferrell),0.41,2.19,14.0,2023,203
3.0,1:17,1.0,10.0,SEA 49,10.0,21.0,Drew Lock pass complete deep left to Noah Fant for 26 yards (tackle by Fred Warner),2.19,3.91,14.0,2023,203
3.0,0:32,1.0,10.0,SFO 25,16.0,21.0,"Drew Lock pass complete short middle to Colby Parkinson for 25 yards, touchdown",3.91,7.0,14.0,2023,203
3.0,0:24,,,SFO 2,16.0,21.0,"Two Point Attempt: Drew Lock pass incomplete, sacked by Drew Lock sacked by",1.0,-1.0,14.0,2023,203
3.0,0:24,,,SEA 35,16.0,21.0,"Jason Myers kicks off 64 yards, returned by Deebo Samuel for 24 yards (tackle by Brady Russell)",0.0,0.61,14.0,2023,203
3.0,0:19,1.0,10.0,SFO 25,16.0,21.0,Brock Purdy pass complete short left to Deebo Samuel for 30 yards (tackle by Quandre Diggs),0.61,2.59,14.0,2023,203
4.0,15:00,1.0,10.0,SEA 45,16.0,21.0,Christian McCaffrey left end for 1 yard (tackle by Jamal Adams),2.59,2.18,14.0,2023,203
4.0,14:16,2.0,9.0,SEA 44,16.0,27.0,"Brock Purdy pass complete deep left to George Kittle for 44 yards, touchdown. Penalty on Julian Love: Defensive Holding, 5 yards (declined)",2.18,7.0,14.0,2023,203
4.0,14:08,,,SEA 15,16.0,28.0,Jake Moody kicks extra point good,0.0,0.0,14.0,2023,203
4.0,14:08,,,SFO 35,16.0,28.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,203
4.0,14:08,1.0,10.0,SEA 25,16.0,28.0,Drew Lock pass deep left intended for D.K. Metcalf is intercepted by Ji'Ayir Brown at SF-38 and returned for no gain (tackle by D.K. Metcalf),0.61,-1.47,14.0,2023,203
4.0,13:59,1.0,10.0,SFO 38,16.0,28.0,Christian McCaffrey left tackle for 6 yards (tackle by Riq Woolen and Quandre Diggs),1.47,1.73,14.0,2023,203
4.0,13:17,2.0,4.0,SFO 44,16.0,28.0,"Brock Purdy pass complete short right to Brandon Aiyuk for 30 yards. Brandon Aiyuk fumbles (forced by Julian Love), recovered by Riq Woolen at SEA-19 and returned for 1 yard (tackle by Brandon Aiyuk)",1.73,-0.28,14.0,2023,203
4.0,13:04,1.0,10.0,SEA 20,16.0,28.0,"Kenneth Walker left end for 1 yard (tackle by Javon Kinlaw). Penalty on Anthony Bradford: Offensive Holding, 10 yards (accepted)",0.28,-0.68,14.0,2023,203
4.0,12:53,1.0,19.0,SEA 11,16.0,28.0,Drew Lock pass complete deep middle to Tyler Lockett for 24 yards (tackle by Ji'Ayir Brown),-0.68,1.27,14.0,2023,203
4.0,12:28,1.0,10.0,SEA 35,16.0,28.0,Kenneth Walker up the middle for 4 yards (tackle by Nick Bosa and Fred Warner),1.27,1.26,14.0,2023,203
4.0,12:00,2.0,6.0,SEA 39,16.0,28.0,Drew Lock pass incomplete short left intended for D.K. Metcalf,1.26,0.56,14.0,2023,203
4.0,11:49,3.0,6.0,SEA 39,16.0,28.0,"Drew Lock sacked by Nick Bosa for no gain. Penalty on Jaxon Smith-Njigba: Unnecessary Roughness / Offense, 15 yards (accepted)",0.56,-1.77,14.0,2023,203
4.0,11:31,4.0,21.0,SEA 24,16.0,28.0,"Michael Dickson punts 57 yards, returned by Ronnie Bell for 11 yards (tackle by Coby Bryant and Julian Love)",-1.77,-0.94,14.0,2023,203
4.0,11:15,1.0,10.0,SFO 30,16.0,28.0,Christian McCaffrey for -1 yards (tackle by Bobby Wagner and Darrell Taylor),0.94,0.26,14.0,2023,203
4.0,10:35,2.0,11.0,SFO 29,16.0,28.0,Brock Purdy pass incomplete short left intended for Deebo Samuel,0.26,-0.43,14.0,2023,203
4.0,10:30,3.0,11.0,SFO 29,16.0,28.0,Brock Purdy pass complete short left to Deebo Samuel for 12 yards (tackle by Riq Woolen),-0.43,1.66,14.0,2023,203
4.0,10:00,1.0,10.0,SFO 41,16.0,28.0,Christian McCaffrey left end for 3 yards (tackle by Riq Woolen and Jarran Reed),1.66,1.53,14.0,2023,203
4.0,9:17,2.0,7.0,SFO 44,16.0,28.0,Christian McCaffrey right end for no gain (tackle by Jamal Adams and Jarran Reed),1.53,0.83,14.0,2023,203
4.0,8:22,,,,,,Timeout #1 by San Francisco 49ers,,,14.0,2023,203
4.0,8:22,3.0,7.0,SFO 44,16.0,28.0,Brock Purdy pass incomplete short right intended for Jauan Jennings (defended by Michael Jackson),0.83,-0.46,14.0,2023,203
4.0,8:17,4.0,7.0,SFO 44,16.0,28.0,"Mitch Wishnowsky punts 56 yards, touchback.",-0.46,-0.28,14.0,2023,203
4.0,8:10,1.0,10.0,SEA 20,16.0,28.0,Kenneth Walker left end for 12 yards (tackle by Isaiah Oliver and Fred Warner),0.28,1.07,14.0,2023,203
4.0,7:37,1.0,10.0,SEA 32,16.0,28.0,Drew Lock pass complete short right to Tyler Lockett for 12 yards (tackle by Ambry Thomas),1.07,1.86,14.0,2023,203
4.0,7:04,1.0,10.0,SEA 44,16.0,28.0,Drew Lock pass complete short right to Tyler Lockett for 8 yards (tackle by Ambry Thomas),1.86,2.4,14.0,2023,203
4.0,6:45,2.0,2.0,SFO 48,16.0,28.0,Drew Lock sacked by Randy Gregory for -8 yards,2.4,0.63,14.0,2023,203
4.0,6:05,3.0,10.0,SEA 44,16.0,28.0,Drew Lock pass complete short left to Jaxon Smith-Njigba for 6 yards (tackle by Tashaun Gipson),0.63,-0.06,14.0,2023,203
4.0,5:32,4.0,4.0,SFO 50,16.0,28.0,"Drew Lock pass is intercepted by Deommodore Lenoir at 50 and returned for no gain. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",-0.06,2.59,14.0,2023,203
4.0,5:20,1.0,10.0,SFO 45,16.0,28.0,Drew Lock pass complete short left to Jaxon Smith-Njigba for 1 yard (tackle by Isaiah Oliver),2.59,2.18,14.0,2023,203
4.0,5:00,2.0,9.0,SFO 44,16.0,28.0,Drew Lock pass complete short middle to Kenneth Walker for 3 yards (tackle by Isaiah Oliver),2.18,1.88,14.0,2023,203
4.0,4:17,3.0,6.0,SFO 41,16.0,28.0,Drew Lock sacked by and Nick Bosa for -7 yards and Javon Kinlaw for -7 yards,1.88,0.07,14.0,2023,203
4.0,3:30,4.0,13.0,SFO 48,16.0,28.0,"Drew Lock pass deep middle (defended by Chase Young) intended for D.K. Metcalf is intercepted by Fred Warner at SF-16 and returned for no gain, lateral to Dre Greenlaw for 13 yards (tackle by Jaxon Smith-Njigba)",0.07,-0.87,14.0,2023,203
4.0,2:59,1.0,10.0,SFO 29,16.0,28.0,"Penalty on D.K. Metcalf: Unnecessary Roughness / Offense, 15 yards (offset) Penalty on Deommodore Lenoir: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",0.87,0.87,14.0,2023,203
4.0,2:59,1.0,10.0,SFO 29,16.0,28.0,Christian McCaffrey up the middle for 6 yards (tackle by Boye Mafe),0.87,1.14,14.0,2023,203
4.0,2:17,2.0,4.0,SFO 35,16.0,28.0,Christian McCaffrey right tackle for -3 yards (tackle by Bobby Wagner),1.14,0.04,14.0,2023,203
4.0,2:09,,,,,,Timeout #1 by Seattle Seahawks,,,14.0,2023,203
4.0,2:09,3.0,7.0,SFO 32,16.0,28.0,Brock Purdy pass complete deep left to George Kittle for 27 yards (tackle by Julian Love),0.04,2.85,14.0,2023,203
4.0,2:00,1.0,10.0,SEA 41,16.0,28.0,Jordan Mason right tackle for 8 yards (tackle by Michael Jackson and Quandre Diggs),2.85,3.39,14.0,2023,203
4.0,1:22,2.0,2.0,SEA 33,16.0,28.0,Jordan Mason up the middle for 1 yard (tackle by Jordyn Brooks and Leonard Williams),3.39,2.81,14.0,2023,203
4.0,1:15,,,,,,Timeout #2 by Seattle Seahawks,,,14.0,2023,203
4.0,1:15,3.0,1.0,SEA 32,16.0,28.0,Jordan Mason left tackle for 8 yards (tackle by Quandre Diggs and Jordyn Brooks),2.81,3.97,14.0,2023,203
4.0,0:29,1.0,10.0,SEA 24,16.0,28.0,Brock Purdy kneels for -1 yards,3.97,3.3,14.0,2023,203
