Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA,week,year,game_id
1.0,1:39,3.0,17.0,PHI 47,0.0,7.0,"Dak Prescott pass incomplete short left intended for Michael Gallup. Penalty on Darius Slay: Defensive Pass Interference, 15 yards (accepted) (no play)",0.76,3.45,14.0,2023,206
1.0,1:34,1.0,10.0,PHI 32,0.0,7.0,"Dak Prescott scrambles left end for no gain (tackle by Kevin Byard). Penalty on Tyler Smith: Offensive Holding, 10 yards (accepted) (no play)",3.45,2.79,14.0,2023,206
1.0,1:09,1.0,20.0,PHI 42,0.0,7.0,Dak Prescott pass incomplete short left intended for Jake Ferguson,2.79,1.55,14.0,2023,206
1.0,1:04,2.0,20.0,PHI 42,0.0,7.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb (defended by Nicholas Morrow),1.55,0.89,14.0,2023,206
1.0,1:00,3.0,20.0,PHI 42,0.0,7.0,Dak Prescott pass incomplete short middle intended for KaVontae Turpin (defended by Kevin Byard),0.89,0.46,14.0,2023,206
1.0,0:55,4.0,20.0,PHI 42,0.0,10.0,Brandon Aubrey 60 yard field goal good,0.46,3.0,14.0,2023,206
1.0,0:50,,,DAL 35,0.0,10.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
1.0,0:50,1.0,10.0,PHI 25,0.0,10.0,Jalen Hurts pass complete short left to Dallas Goedert for 6 yards (tackle by Sam Williams and Malik Hooker),0.61,0.87,14.0,2023,206
1.0,0:12,2.0,4.0,PHI 31,0.0,10.0,D'Andre Swift left tackle for 2 yards (tackle by Stephon Gilmore),0.87,0.43,14.0,2023,206
2.0,15:00,3.0,2.0,PHI 33,0.0,10.0,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Malik Hooker),0.43,-1.18,14.0,2023,206
2.0,14:54,4.0,2.0,PHI 33,0.0,10.0,Braden Mann pass complete short right to Olamide Zaccheaus for 28 yards (tackle by Jalen Tolbert and Peyton Hendershot),-1.18,2.98,14.0,2023,206
2.0,14:14,1.0,10.0,DAL 39,0.0,10.0,D'Andre Swift left tackle for -4 yards (tackle by Osa Odighizuwa),2.98,1.9,14.0,2023,206
2.0,13:28,2.0,14.0,DAL 43,0.0,10.0,Jalen Hurts pass complete short right to DeVonta Smith for 9 yards (tackle by DaRon Bland),1.9,2.41,14.0,2023,206
2.0,12:42,3.0,5.0,DAL 34,0.0,10.0,Jalen Hurts pass incomplete deep right intended for A.J. Brown,2.41,1.07,14.0,2023,206
2.0,12:38,4.0,5.0,DAL 34,3.0,10.0,Jake Elliott 52 yard field goal good,1.07,3.0,14.0,2023,206
2.0,12:34,,,PHI 35,3.0,10.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
2.0,12:34,1.0,10.0,DAL 25,3.0,10.0,Rico Dowdle right guard for 3 yards (tackle by Jordan Davis and Milton Williams),0.61,0.47,14.0,2023,206
2.0,12:00,2.0,7.0,DAL 28,3.0,10.0,Dak Prescott pass complete deep middle to Jake Ferguson for 27 yards (tackle by Reed Blankenship),0.47,2.59,14.0,2023,206
2.0,11:20,1.0,10.0,PHI 45,3.0,10.0,Rico Dowdle up the middle for 4 yards (tackle by Fletcher Cox and Jalen Carter),2.59,2.58,14.0,2023,206
2.0,10:38,2.0,6.0,PHI 41,3.0,10.0,Dak Prescott pass complete short right to Rico Dowdle for 6 yards (tackle by Nicholas Morrow),2.58,3.25,14.0,2023,206
2.0,10:10,1.0,10.0,PHI 35,3.0,10.0,Rico Dowdle up the middle for 9 yards (tackle by Kevin Byard),3.25,3.92,14.0,2023,206
2.0,9:34,2.0,1.0,PHI 26,3.0,10.0,Dak Prescott pass complete short middle to CeeDee Lamb for 10 yards (tackle by Darius Slay),3.92,4.51,14.0,2023,206
2.0,8:55,1.0,10.0,PHI 16,3.0,10.0,Tony Pollard left tackle for 7 yards (tackle by Zach Cunningham),4.51,5.16,14.0,2023,206
2.0,8:15,2.0,3.0,PHI 9,3.0,10.0,Tony Pollard left end for 1 yard (tackle by Sydney Brown and Haason Reddick),5.16,4.62,14.0,2023,206
2.0,7:39,3.0,2.0,PHI 8,3.0,10.0,Dak Prescott up the middle for 4 yards (tackle by Sydney Brown),4.62,6.28,14.0,2023,206
2.0,7:09,1.0,4.0,PHI 4,3.0,10.0,Tony Pollard right guard for 3 yards (tackle by Kevin Byard and Sydney Brown),6.28,5.91,14.0,2023,206
2.0,6:21,2.0,1.0,PHI 1,3.0,10.0,Dak Prescott pass incomplete short right intended for Jake Ferguson (defended by Nicholas Morrow),5.91,5.17,14.0,2023,206
2.0,6:16,3.0,1.0,PHI 1,3.0,16.0,"Rico Dowdle right guard for no gain (tackle by Jalen Carter and Marlon Tuipulotu) DAL challenged the runner broke the plane ruling, and the original play was overturned. Rico Dowdle right guard for 1 yard, touchdown",5.17,7.0,14.0,2023,206
2.0,6:14,,,PHI 15,3.0,17.0,Brandon Aubrey kicks extra point good,0.0,0.0,14.0,2023,206
2.0,6:14,,,DAL 35,3.0,17.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
2.0,6:14,1.0,10.0,PHI 25,3.0,17.0,Kenneth Gainwell left tackle for 7 yards (tackle by Neville Gallimore),0.61,1.01,14.0,2023,206
2.0,5:50,2.0,3.0,PHI 32,3.0,17.0,Jalen Hurts pass complete short right to A.J. Brown for 14 yards (tackle by Stephon Gilmore),1.01,1.99,14.0,2023,206
2.0,5:07,1.0,10.0,PHI 46,3.0,17.0,Jalen Hurts right tackle for 8 yards (tackle by Markquese Bell),1.99,2.53,14.0,2023,206
2.0,4:30,2.0,2.0,DAL 46,3.0,17.0,Kenneth Gainwell up the middle for 5 yards (tackle by Jayron Kearse),2.53,2.85,14.0,2023,206
2.0,3:49,1.0,10.0,DAL 41,3.0,17.0,Jalen Hurts right end for -1 yards (tackle by DaRon Bland),2.85,2.17,14.0,2023,206
2.0,3:06,2.0,11.0,DAL 42,3.0,17.0,Jalen Hurts pass complete deep right to A.J. Brown for 24 yards (tackle by Stephon Gilmore),2.17,4.37,14.0,2023,206
2.0,2:38,1.0,10.0,DAL 18,3.0,17.0,Jalen Hurts pass complete short left to Dallas Goedert for -1 yards (tackle by DaRon Bland),4.37,3.67,14.0,2023,206
2.0,2:00,2.0,11.0,DAL 19,3.0,17.0,Jalen Hurts sacked by Micah Parsons for -7 yards,3.67,2.08,14.0,2023,206
2.0,1:55,,,,,,Timeout #1 by Dallas Cowboys,,,14.0,2023,206
2.0,1:55,3.0,18.0,DAL 26,3.0,17.0,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Markquese Bell),2.08,1.74,14.0,2023,206
2.0,1:52,4.0,18.0,DAL 26,6.0,17.0,Jake Elliott 44 yard field goal good,1.74,3.0,14.0,2023,206
2.0,1:48,,,PHI 35,6.0,17.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
2.0,1:48,1.0,10.0,DAL 25,6.0,17.0,Dak Prescott pass complete short left to Tony Pollard for 3 yards (tackle by Zach Cunningham),0.61,0.47,14.0,2023,206
2.0,1:43,2.0,7.0,DAL 28,6.0,17.0,Dak Prescott pass complete short right to Michael Gallup for 8 yards (tackle by James Bradberry),0.47,1.33,14.0,2023,206
2.0,1:28,1.0,10.0,DAL 36,6.0,17.0,Dak Prescott sacked by Haason Reddick for -6 yards,1.33,-0.02,14.0,2023,206
2.0,0:59,2.0,16.0,DAL 30,6.0,17.0,Dak Prescott pass complete short left to CeeDee Lamb for 10 yards (tackle by Darius Slay),-0.02,0.63,14.0,2023,206
2.0,0:52,3.0,6.0,DAL 40,6.0,17.0,"Dak Prescott pass complete short right to Brandin Cooks for no gain (tackle by Kelee Ringo). Penalty on Kelee Ringo: Defensive Pass Interference, 10 yards (accepted) (no play)",0.63,2.26,14.0,2023,206
2.0,0:44,1.0,10.0,DAL 50,6.0,17.0,"Penalty on Kelee Ringo: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.26,3.25,14.0,2023,206
2.0,0:44,1.0,10.0,PHI 35,6.0,17.0,Dak Prescott scrambles up the middle for 4 yards (tackle by Bradley Roby),3.25,3.24,14.0,2023,206
2.0,0:37,,,,,,Timeout #2 by Dallas Cowboys,,,14.0,2023,206
2.0,0:37,2.0,6.0,PHI 31,6.0,17.0,Dak Prescott pass complete deep right to Brandin Cooks for 30 yards (tackle by James Bradberry),3.24,6.97,14.0,2023,206
2.0,0:24,,,,,,Timeout #3 by Dallas Cowboys,,,14.0,2023,206
2.0,0:24,1.0,1.0,PHI 1,6.0,17.0,Dak Prescott pass incomplete short left intended for Brandin Cooks,6.97,5.91,14.0,2023,206
2.0,0:23,2.0,1.0,PHI 1,6.0,23.0,"Dak Prescott pass complete short left to Michael Gallup for 1 yard, touchdown",5.91,7.0,14.0,2023,206
2.0,0:20,,,PHI 15,6.0,24.0,Brandon Aubrey kicks extra point good,0.0,0.0,14.0,2023,206
2.0,0:20,,,DAL 35,6.0,24.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
2.0,0:20,1.0,10.0,PHI 25,6.0,24.0,D'Andre Swift left end for 6 yards (tackle by DaRon Bland),0.61,0.87,14.0,2023,206
2.0,0:14,,,,,,Timeout #1 by Philadelphia Eagles,,,14.0,2023,206
2.0,0:14,2.0,4.0,PHI 31,6.0,24.0,"Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Stephon Gilmore) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Jalen Hurts pass incomplete short left intended for A.J. Brown",0.87,0.17,14.0,2023,206
2.0,0:09,3.0,4.0,PHI 31,6.0,24.0,Kenneth Gainwell up the middle for 11 yards (tackle by Donovan Wilson),0.17,1.73,14.0,2023,206
3.0,15:00,,,DAL 35,6.0,24.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
3.0,15:00,1.0,10.0,PHI 25,6.0,24.0,"Penalty on Micah Parsons: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.61,1.34,14.0,2023,206
3.0,15:00,1.0,5.0,PHI 30,6.0,24.0,D'Andre Swift right guard for 7 yards (tackle by Jayron Kearse),1.34,1.4,14.0,2023,206
3.0,14:35,1.0,10.0,PHI 37,6.0,24.0,D'Andre Swift left guard for 6 yards (tackle by Markquese Bell),1.4,1.67,14.0,2023,206
3.0,14:18,2.0,4.0,PHI 43,6.0,24.0,D'Andre Swift up the middle for 6 yards (tackle by Markquese Bell and Jayron Kearse),1.67,2.19,14.0,2023,206
3.0,13:43,1.0,10.0,PHI 49,6.0,24.0,"Jalen Hurts pass complete short left to A.J. Brown for 7 yards. A.J. Brown fumbles (forced by Stephon Gilmore), recovered by Damone Clark at DAL-37 (tackle by Stephon Gilmore)",2.19,-1.4,14.0,2023,206
3.0,13:31,1.0,10.0,DAL 37,6.0,24.0,Tony Pollard left guard for 1 yard (tackle by Jordan Davis and Fletcher Cox),1.4,0.99,14.0,2023,206
3.0,12:58,2.0,9.0,DAL 38,6.0,24.0,Dak Prescott pass incomplete deep left intended for CeeDee Lamb (defended by Sydney Brown),0.99,0.3,14.0,2023,206
3.0,12:52,3.0,9.0,DAL 38,6.0,24.0,Dak Prescott pass complete short left to Tony Pollard for 5 yards (tackle by James Bradberry),0.3,-0.52,14.0,2023,206
3.0,12:15,4.0,4.0,DAL 43,6.0,24.0,"Bryan Anger punts 48 yards, returned by Britain Covey for 18 yards (tackle by Luke Schoonmaker)",-0.52,-0.74,14.0,2023,206
3.0,12:02,1.0,10.0,PHI 27,6.0,24.0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,0.74,0.2,14.0,2023,206
3.0,11:56,2.0,10.0,PHI 27,6.0,24.0,D'Andre Swift up the middle for 4 yards (tackle by Donovan Wilson),0.2,0.04,14.0,2023,206
3.0,11:14,3.0,6.0,PHI 31,6.0,24.0,Jalen Hurts pass incomplete short left intended for DeVonta Smith,0.04,-1.31,14.0,2023,206
3.0,11:11,4.0,6.0,PHI 31,6.0,24.0,"Braden Mann punts 39 yards, fair catch by KaVontae Turpin at DAL-30. Penalty on Josh Jobe: Fair Catch Interference, 15 yards (accepted)",-1.31,-1.93,14.0,2023,206
3.0,11:01,1.0,10.0,DAL 45,6.0,24.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,1.93,1.38,14.0,2023,206
3.0,10:57,2.0,10.0,DAL 45,6.0,24.0,Dak Prescott pass incomplete short left intended for Tony Pollard (defended by Milton Williams),1.38,0.7,14.0,2023,206
3.0,10:52,3.0,10.0,DAL 45,12.0,24.0,"Dak Prescott sacked by Fletcher Cox for -3 yards. Dak Prescott fumbles (forced by Fletcher Cox), recovered by Jalen Carter at DAL-42 and returned for 42 yards, touchdown",0.7,-7.0,14.0,2023,206
3.0,10:41,,,DAL 15,13.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2023,206
3.0,10:41,,,PHI 35,13.0,24.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
3.0,10:41,1.0,10.0,DAL 25,13.0,24.0,Tony Pollard right guard for 5 yards (tackle by Marlon Tuipulotu and Kevin Byard),0.61,0.74,14.0,2023,206
3.0,10:05,2.0,5.0,DAL 30,13.0,24.0,Dak Prescott pass complete short right to Tony Pollard for 6 yards (tackle by Shaquille Leonard),0.74,1.33,14.0,2023,206
3.0,9:26,1.0,10.0,DAL 36,13.0,24.0,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Darius Slay),1.33,0.79,14.0,2023,206
3.0,9:21,2.0,10.0,DAL 36,13.0,24.0,Rico Dowdle right guard for 4 yards (tackle by Josh Sweat and Marlon Tuipulotu),0.79,0.63,14.0,2023,206
3.0,9:08,3.0,6.0,DAL 40,13.0,24.0,Dak Prescott pass complete short middle to Jake Ferguson for 32 yards (tackle by Sydney Brown),0.63,3.71,14.0,2023,206
3.0,8:15,1.0,10.0,PHI 28,13.0,24.0,Dak Prescott pass complete short right to Tony Pollard for 6 yards (tackle by Kevin Byard),3.71,3.98,14.0,2023,206
3.0,7:36,2.0,4.0,PHI 22,13.0,24.0,"CeeDee Lamb left end for no gain (tackle by Zach Cunningham and James Bradberry). Penalty on Tyler Biadasz: Clipping, 15 yards (accepted) (no play)",3.98,1.95,14.0,2023,206
3.0,6:45,2.0,19.0,PHI 37,13.0,24.0,Rico Dowdle left tackle for 4 yards (tackle by Sydney Brown),1.95,1.82,14.0,2023,206
3.0,6:09,3.0,15.0,PHI 33,13.0,24.0,"Dak Prescott scrambles up the middle for no gain (tackle by Eli Ricks). Penalty on Tyler Biadasz: Offensive Holding, 10 yards (accepted) (no play)",1.82,0.5,14.0,2023,206
3.0,5:41,3.0,25.0,PHI 43,13.0,24.0,Tony Pollard right end for 2 yards (tackle by Kelee Ringo and Zach Cunningham),0.5,0.53,14.0,2023,206
3.0,4:54,4.0,23.0,PHI 41,13.0,27.0,Brandon Aubrey 59 yard field goal good,0.53,3.0,14.0,2023,206
3.0,4:49,,,DAL 35,13.0,27.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
3.0,4:49,1.0,10.0,PHI 25,13.0,27.0,Jalen Hurts pass complete short right to A.J. Brown for 17 yards (tackle by Stephon Gilmore),0.61,1.73,14.0,2023,206
3.0,4:21,1.0,10.0,PHI 42,13.0,27.0,D'Andre Swift right tackle for 7 yards (tackle by Jourdan Lewis),1.73,2.13,14.0,2023,206
3.0,3:48,2.0,3.0,PHI 49,13.0,27.0,D'Andre Swift right tackle for 2 yards (tackle by Micah Parsons),2.13,1.69,14.0,2023,206
3.0,3:28,3.0,1.0,DAL 49,13.0,27.0,Jalen Hurts up the middle for 2 yards (tackle by Damone Clark),1.69,2.46,14.0,2023,206
3.0,2:44,1.0,10.0,DAL 47,13.0,27.0,Jalen Hurts pass complete short right to Dallas Goedert for 15 yards (tackle by Jayron Kearse),2.46,3.45,14.0,2023,206
3.0,2:14,1.0,10.0,DAL 32,13.0,27.0,D'Andre Swift up the middle for -1 yards (tackle by Chauncey Golston),3.45,2.77,14.0,2023,206
3.0,1:35,2.0,11.0,DAL 33,13.0,27.0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,2.77,2.08,14.0,2023,206
3.0,1:25,3.0,11.0,DAL 33,13.0,27.0,Jalen Hurts pass complete short right to A.J. Brown for 3 yards (tackle by Stephon Gilmore),2.08,1.41,14.0,2023,206
3.0,0:35,4.0,8.0,DAL 30,13.0,27.0,Jalen Hurts pass complete short left to DeVonta Smith for 1 yard (tackle by Stephon Gilmore),1.41,-0.87,14.0,2023,206
3.0,0:25,1.0,10.0,DAL 29,13.0,27.0,Rico Dowdle left tackle for 3 yards (tackle by Nicholas Morrow and Sydney Brown),0.87,0.73,14.0,2023,206
4.0,15:00,2.0,7.0,DAL 32,13.0,27.0,Dak Prescott pass complete short right to Jake Ferguson for -2 yards (tackle by Bradley Roby),0.73,-0.23,14.0,2023,206
4.0,14:22,3.0,9.0,DAL 30,13.0,27.0,"Dak Prescott pass incomplete deep right intended for Brandin Cooks. Penalty on Jalen Carter: Defensive Offside, 5 yards (accepted) (no play)",-0.23,0.43,14.0,2023,206
4.0,14:14,3.0,4.0,DAL 35,13.0,27.0,Dak Prescott pass complete short middle to CeeDee Lamb for 6 yards (tackle by Bradley Roby),0.43,1.66,14.0,2023,206
4.0,13:34,1.0,10.0,DAL 41,13.0,27.0,Rico Dowdle right tackle for 4 yards (tackle by Nicholas Morrow),1.66,1.66,14.0,2023,206
4.0,12:56,2.0,6.0,DAL 45,13.0,27.0,Dak Prescott pass incomplete short right intended for Jake Ferguson,1.66,0.96,14.0,2023,206
4.0,12:49,3.0,6.0,DAL 45,13.0,27.0,"Dak Prescott pass incomplete short right intended for KaVontae Turpin. Penalty on James Bradberry: Defensive Pass Interference, 10 yards (accepted) (no play)",0.96,2.59,14.0,2023,206
4.0,12:44,1.0,10.0,PHI 45,13.0,27.0,Tony Pollard right tackle for 3 yards (tackle by Zach Cunningham and Marlon Tuipulotu),2.59,2.45,14.0,2023,206
4.0,12:03,2.0,7.0,PHI 42,13.0,27.0,Dak Prescott pass complete short right to Jake Ferguson for 8 yards (tackle by Zach Cunningham),2.45,3.31,14.0,2023,206
4.0,11:17,1.0,10.0,PHI 34,13.0,27.0,Dak Prescott pass complete short left to Brandin Cooks for 7 yards (tackle by James Bradberry and Bradley Roby),3.31,3.72,14.0,2023,206
4.0,10:33,2.0,3.0,PHI 27,13.0,27.0,Tony Pollard left tackle for no gain (tackle by Marlon Tuipulotu),3.72,3.01,14.0,2023,206
4.0,9:52,3.0,3.0,PHI 27,13.0,27.0,Dak Prescott pass incomplete deep right intended for Brandin Cooks,3.01,1.77,14.0,2023,206
4.0,9:44,4.0,3.0,PHI 27,13.0,30.0,Brandon Aubrey 45 yard field goal good,1.77,3.0,14.0,2023,206
4.0,9:40,,,DAL 35,13.0,30.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,206
4.0,9:40,1.0,10.0,PHI 25,13.0,30.0,Jalen Hurts pass complete short right to A.J. Brown for 6 yards (tackle by Jourdan Lewis),0.61,0.87,14.0,2023,206
4.0,9:25,2.0,4.0,PHI 31,13.0,30.0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Jourdan Lewis and Damone Clark),0.87,1.73,14.0,2023,206
4.0,8:54,1.0,10.0,PHI 42,13.0,30.0,Jalen Hurts pass complete short left to A.J. Brown for 11 yards (tackle by Stephon Gilmore),1.73,2.46,14.0,2023,206
4.0,8:28,1.0,10.0,DAL 47,13.0,30.0,Jalen Hurts pass complete short left to A.J. Brown for 4 yards (tackle by Stephon Gilmore),2.46,2.45,14.0,2023,206
4.0,8:03,2.0,6.0,DAL 43,13.0,30.0,Kenneth Gainwell left tackle for 5 yards (tackle by Dante Fowler and Donovan Wilson),2.45,2.41,14.0,2023,206
4.0,7:41,3.0,1.0,DAL 38,13.0,30.0,"Jalen Hurts up the middle for no gain (tackle by DeMarcus Lawrence). Penalty on Landon Dickerson: Offensive Offside, 5 yards (accepted) (no play)",2.41,1.75,14.0,2023,206
4.0,7:19,3.0,6.0,DAL 43,13.0,30.0,Jalen Hurts pass complete short right to A.J. Brown for 8 yards (tackle by Dorance Armstrong),1.75,3.25,14.0,2023,206
4.0,6:50,1.0,10.0,DAL 35,13.0,30.0,"Jalen Hurts pass complete short middle to DeVonta Smith for 22 yards. DeVonta Smith fumbles (forced by Markquese Bell), recovered by Malik Hooker at DAL-12 (tackle by Markquese Bell)",3.25,0.35,14.0,2023,206
4.0,6:38,1.0,10.0,DAL 12,13.0,30.0,Tony Pollard right end for 1 yard (tackle by Bradley Roby and Nicholas Morrow),-0.35,-0.7,14.0,2023,206
4.0,5:58,2.0,9.0,DAL 13,13.0,30.0,Tony Pollard up the middle for 4 yards (tackle by Sydney Brown),-0.7,-0.84,14.0,2023,206
4.0,5:13,3.0,5.0,DAL 17,13.0,30.0,Dak Prescott pass complete deep left to Michael Gallup for 39 yards,-0.84,2.65,14.0,2023,206
4.0,4:38,1.0,10.0,PHI 44,13.0,30.0,Dak Prescott pass complete short right to Jake Ferguson for 7 yards (tackle by Bradley Roby and Shaquille Leonard),2.65,3.06,14.0,2023,206
