Quarter,Time,Down,ToGo,Location,MIN,LVR,Detail,EPB,EPA,week,year,game_id
1.0,2:07,1.0,10.0,MIN 14,0.0,0.0,Alexander Mattison left guard for 6 yards (tackle by Robert Spillane and Maxx Crosby),-0.28,0.15,14.0,2023,202
1.0,1:29,2.0,4.0,MIN 20,0.0,0.0,Alexander Mattison left guard for -2 yards (tackle by Maxx Crosby),0.15,-0.92,14.0,2023,202
1.0,0:48,3.0,6.0,MIN 18,0.0,0.0,Joshua Dobbs scrambles left end for 12 yards (tackle by Jakorian Bennett),-0.92,0.94,14.0,2023,202
1.0,0:08,1.0,10.0,MIN 30,0.0,0.0,Alexander Mattison up the middle for 13 yards (tackle by Tre'von Moehrig and Marcus Epps),0.94,1.8,14.0,2023,202
2.0,15:00,1.0,10.0,MIN 43,0.0,0.0,Joshua Dobbs sacked by Janarius Robinson for -9 yards,1.8,0.04,14.0,2023,202
2.0,14:18,2.0,19.0,MIN 34,0.0,0.0,Joshua Dobbs pass incomplete short middle intended for T.J. Hockenson (defended by Marcus Epps),0.04,-0.62,14.0,2023,202
2.0,14:14,3.0,19.0,MIN 34,0.0,0.0,"Joshua Dobbs sacked by Maxx Crosby for -9 yards. Penalty on Brian O'Neill: Offensive Holding, 10 yards (declined)",-0.62,-1.7,14.0,2023,202
2.0,13:57,4.0,28.0,MIN 25,0.0,0.0,"Ryan Wright punts 52 yards, returned by DeAndre Carter for 4 yards (tackle by Johnny Mundt and Brian Asamoah). Penalty on Janarius Robinson: Defensive Offside, 5 yards (declined)",-1.7,-0.74,14.0,2023,202
2.0,13:45,1.0,10.0,LVR 27,0.0,0.0,Josh Jacobs up the middle for 2 yards (tackle by D.J. Wonnum),0.74,0.47,14.0,2023,202
2.0,13:25,2.0,8.0,LVR 29,0.0,0.0,Josh Jacobs right guard for 3 yards (tackle by Ivan Pace and D.J. Wonnum),0.47,0.17,14.0,2023,202
2.0,12:44,3.0,5.0,LVR 32,0.0,0.0,Aidan O'Connell sacked by D.J. Wonnum for -10 yards,0.17,-1.9,14.0,2023,202
2.0,12:01,4.0,15.0,LVR 22,0.0,0.0,"AJ Cole punts 57 yards, returned by Brandon Powell for no gain (tackle by DJ Turner)",-1.9,-0.34,14.0,2023,202
2.0,11:52,1.0,10.0,MIN 21,0.0,0.0,Joshua Dobbs pass complete short left to Justin Jefferson for 12 yards (tackle by Amik Robertson),0.34,1.14,14.0,2023,202
2.0,11:16,1.0,10.0,MIN 33,0.0,0.0,Ty Chandler left tackle for 2 yards (tackle by Bilal Nichols),1.14,0.86,14.0,2023,202
2.0,10:37,2.0,8.0,MIN 35,0.0,0.0,Ty Chandler right guard for 4 yards (tackle by John Jenkins and Robert Spillane),0.86,0.7,14.0,2023,202
2.0,9:55,3.0,4.0,MIN 39,0.0,0.0,Joshua Dobbs pass complete short middle to Justin Jefferson for 15 yards (tackle by Marcus Epps),0.7,2.52,14.0,2023,202
2.0,9:10,1.0,10.0,LVR 46,0.0,0.0,Ty Chandler up the middle for 5 yards (tackle by John Jenkins and Robert Spillane),2.52,2.65,14.0,2023,202
2.0,8:30,2.0,5.0,LVR 41,0.0,0.0,Joshua Dobbs pass complete short right to Ty Chandler for 1 yard (tackle by Jack Jones and Divine Deablo),2.65,2.08,14.0,2023,202
2.0,7:48,3.0,4.0,LVR 40,0.0,0.0,Joshua Dobbs scrambles right end for 2 yards (tackle by Divine Deablo),2.08,0.72,14.0,2023,202
2.0,7:05,4.0,2.0,LVR 38,0.0,0.0,Joshua Dobbs pass complete short left to K.J. Osborn for 5 yards (tackle by Jack Jones),0.72,3.38,14.0,2023,202
2.0,6:24,1.0,10.0,LVR 33,0.0,0.0,Alexander Mattison left tackle for 2 yards (tackle by Malcolm Koonce),3.38,3.11,14.0,2023,202
2.0,5:50,2.0,8.0,LVR 31,0.0,0.0,Joshua Dobbs pass incomplete deep left intended for T.J. Hockenson (defended by Tre'von Moehrig),3.11,2.41,14.0,2023,202
2.0,5:44,3.0,8.0,LVR 31,0.0,0.0,Joshua Dobbs pass incomplete short middle intended for Brandon Powell,2.41,1.32,14.0,2023,202
2.0,5:37,4.0,8.0,LVR 31,0.0,0.0,Greg Joseph 49 yard field goal no good,1.32,-1.53,14.0,2023,202
2.0,5:32,1.0,10.0,LVR 39,0.0,0.0,Josh Jacobs left tackle for 2 yards (tackle by Camryn Bynum),1.53,1.26,14.0,2023,202
2.0,4:49,,,,,,Timeout #1 by Las Vegas Raiders,,,14.0,2023,202
2.0,4:49,2.0,8.0,LVR 41,0.0,0.0,Aidan O'Connell pass complete short right to Davante Adams for 7 yards (tackle by Josh Metellus),1.26,1.49,14.0,2023,202
2.0,4:09,3.0,1.0,LVR 48,0.0,0.0,Aidan O'Connell pass incomplete short left intended for Hunter Renfrow,1.49,-0.19,14.0,2023,202
2.0,4:05,4.0,1.0,LVR 48,0.0,0.0,"AJ Cole punts 42 yards, fair catch by Brandon Powell at MIN-10",-0.19,0.38,14.0,2023,202
2.0,3:58,1.0,10.0,MIN 10,0.0,0.0,Joshua Dobbs pass complete short right to Jordan Addison for 7 yards (tackle by Nate Hobbs),-0.38,-0.09,14.0,2023,202
2.0,3:27,2.0,3.0,MIN 17,0.0,0.0,Alexander Mattison right tackle for 7 yards (tackle by Bilal Nichols),-0.09,0.54,14.0,2023,202
2.0,2:45,1.0,10.0,MIN 24,0.0,0.0,Joshua Dobbs pass incomplete deep left intended for K.J. Osborn,0.54,0.0,14.0,2023,202
2.0,2:39,2.0,10.0,MIN 24,0.0,0.0,Alexander Mattison up the middle for 6 yards (tackle by Tyree Wilson),0.0,0.17,14.0,2023,202
2.0,2:08,,,,,,Timeout #2 by Las Vegas Raiders,,,14.0,2023,202
2.0,2:08,3.0,3.0,MIN 30,0.0,0.0,"Joshua Dobbs pass incomplete deep right intended for K.J. Osborn. Penalty on Jack Jones: Illegal Contact, 5 yards (accepted) (no play)",0.17,1.27,14.0,2023,202
2.0,2:02,1.0,10.0,MIN 35,0.0,0.0,Alexander Mattison up the middle for 16 yards (tackle by Tre'von Moehrig),1.27,2.32,14.0,2023,202
2.0,1:56,1.0,10.0,LVR 49,0.0,0.0,Alexander Mattison left guard for 7 yards (tackle by Robert Spillane),2.32,2.73,14.0,2023,202
2.0,1:22,2.0,3.0,LVR 42,0.0,0.0,Joshua Dobbs pass incomplete short left intended for Jalen Nailor,2.73,2.02,14.0,2023,202
2.0,1:18,3.0,3.0,LVR 42,0.0,0.0,Joshua Dobbs sacked by Maxx Crosby for -11 yards,2.02,-0.26,14.0,2023,202
2.0,1:08,,,,,,Timeout #1 by Minnesota Vikings,,,14.0,2023,202
2.0,1:08,4.0,14.0,MIN 47,0.0,0.0,"Ryan Wright punts 43 yards, fair catch by DeAndre Carter at LV-10",-0.26,0.38,14.0,2023,202
2.0,1:02,1.0,10.0,LVR 10,0.0,0.0,Aidan O'Connell pass incomplete short left,-0.38,-0.78,14.0,2023,202
2.0,0:56,2.0,10.0,LVR 10,0.0,0.0,Ameer Abdullah right guard for 12 yards (tackle by Danielle Hunter and Mekhi Blackmon),-0.78,0.41,14.0,2023,202
2.0,0:32,1.0,10.0,LVR 22,0.0,0.0,Aidan O'Connell pass complete short middle to Michael Mayer for 14 yards (tackle by Ivan Pace and Josh Metellus),0.41,1.33,14.0,2023,202
2.0,0:12,1.0,10.0,LVR 36,0.0,0.0,Aidan O'Connell pass incomplete short middle intended for Hunter Renfrow,1.33,0.79,14.0,2023,202
2.0,0:09,2.0,10.0,LVR 36,0.0,0.0,Aidan O'Connell pass complete short right to Ameer Abdullah for 7 yards (tackle by Josh Metellus and Ivan Pace),0.79,1.03,14.0,2023,202
2.0,0:01,,,,,,Timeout #3 by Las Vegas Raiders,,,14.0,2023,202
2.0,0:01,3.0,3.0,LVR 43,0.0,0.0,Aidan O'Connell sacked by Ivan Pace for -7 yards,1.03,-0.98,14.0,2023,202
3.0,15:00,,,LVR 35,0.0,0.0,"Daniel Carlson kicks off 72 yards, returned by Kene Nwangwu for 31 yards (tackle by Tre Tucker). Penalty on Josh Oliver: Offensive Holding, 10 yards (accepted)",0.0,-0.28,14.0,2023,202
3.0,14:53,1.0,10.0,MIN 14,0.0,0.0,Alexander Mattison up the middle for 6 yards (tackle by Maxx Crosby and Tre'von Moehrig),-0.28,0.15,14.0,2023,202
3.0,14:17,2.0,4.0,MIN 20,0.0,0.0,Joshua Dobbs pass incomplete short right intended for Alexander Mattison,0.15,-0.68,14.0,2023,202
3.0,14:11,3.0,4.0,MIN 20,0.0,0.0,Joshua Dobbs pass complete short left to K.J. Osborn for 5 yards (tackle by Jack Jones),-0.68,0.61,14.0,2023,202
3.0,13:33,1.0,10.0,MIN 25,0.0,0.0,Joshua Dobbs sacked by Robert Spillane for -10 yards,0.61,-1.43,14.0,2023,202
3.0,12:59,2.0,20.0,MIN 15,0.0,0.0,Joshua Dobbs pass incomplete deep left intended for T.J. Hockenson,-1.43,-2.35,14.0,2023,202
3.0,12:55,3.0,20.0,MIN 15,0.0,0.0,"Joshua Dobbs scrambles left end for 2 yards (tackle by Maxx Crosby). Penalty on Christian Darrisaw: Offensive Holding, 10 yards (declined)",-2.35,-2.32,14.0,2023,202
3.0,12:35,4.0,18.0,MIN 17,0.0,0.0,"Ryan Wright punts 46 yards, returned by DeAndre Carter for 11 yards (tackle by Andrew DePaola and Ty Chandler). Penalty on Brandon Bolden: Illegal Blindside Block, 15 yards (offset) . Penalty on Andrew DePaola: Unnecessary Roughness / Defense, 15 yards (offset)",-2.32,-2.13,14.0,2023,202
3.0,12:19,1.0,10.0,LVR 48,0.0,0.0,Josh Jacobs up the middle for 5 yards (tackle by D.J. Wonnum),2.13,2.26,14.0,2023,202
3.0,11:39,2.0,5.0,MIN 47,0.0,0.0,Josh Jacobs right guard for -2 yards (tackle by Jonathan Bullard and Harrison Phillips),2.26,1.29,14.0,2023,202
3.0,10:58,3.0,7.0,MIN 49,0.0,0.0,Aidan O'Connell pass complete short middle to Hunter Renfrow for 38 yards (tackle by Byron Murphy),1.29,4.84,14.0,2023,202
3.0,10:11,1.0,10.0,MIN 11,0.0,0.0,Aidan O'Connell pass complete short left to Davante Adams for 1 yard (tackle by Akayleb Evans),4.84,4.32,14.0,2023,202
3.0,9:39,2.0,9.0,MIN 10,0.0,0.0,"Josh Jacobs for no gain. Penalty on Dylan Parham: Offensive Holding, 10 yards (accepted) (no play)",4.32,3.07,14.0,2023,202
3.0,9:17,2.0,19.0,MIN 20,0.0,0.0,"Aidan O'Connell pass complete short right to Hunter Renfrow for 2 yards. Hunter Renfrow fumbles (forced by Josh Metellus), recovered by Mekhi Blackmon at MIN-16 (tackle by Josh Metellus)",3.07,0.14,14.0,2023,202
3.0,9:09,1.0,10.0,MIN 16,0.0,0.0,Ty Chandler up the middle for no gain (tackle by Maxx Crosby),-0.14,-0.66,14.0,2023,202
3.0,8:31,2.0,10.0,MIN 16,0.0,0.0,Joshua Dobbs pass complete short middle to T.J. Hockenson for 8 yards (tackle by Robert Spillane),-0.66,-0.32,14.0,2023,202
3.0,7:53,3.0,2.0,MIN 24,0.0,0.0,Ty Chandler left tackle for 4 yards (tackle by Nate Hobbs),-0.32,0.81,14.0,2023,202
3.0,7:15,1.0,10.0,MIN 28,0.0,0.0,Ty Chandler left guard for 5 yards (tackle by Maxx Crosby and John Jenkins),0.81,0.94,14.0,2023,202
3.0,6:37,2.0,5.0,MIN 33,0.0,0.0,Joshua Dobbs pass complete short right to Ty Chandler for 6 yards (tackle by Nate Hobbs),0.94,1.53,14.0,2023,202
3.0,6:01,1.0,10.0,MIN 39,0.0,0.0,Kene Nwangwu left tackle for -1 yards (tackle by Robert Spillane),1.53,0.85,14.0,2023,202
3.0,5:20,2.0,11.0,MIN 38,0.0,0.0,Joshua Dobbs pass complete short left to Ty Chandler for no gain (tackle by Tyree Wilson),0.85,0.17,14.0,2023,202
3.0,4:44,3.0,11.0,MIN 38,0.0,0.0,Joshua Dobbs pass incomplete short right,0.17,-0.85,14.0,2023,202
3.0,4:37,4.0,11.0,MIN 38,0.0,0.0,Ryan Wright punts 46 yards out of bounds,-0.85,0.14,14.0,2023,202
3.0,4:29,1.0,10.0,LVR 16,0.0,0.0,Josh Jacobs left tackle for 1 yard (tackle by Jonathan Bullard and D.J. Wonnum),-0.14,-0.51,14.0,2023,202
3.0,3:46,2.0,9.0,LVR 17,0.0,0.0,Aidan O'Connell pass complete short right to Josh Jacobs for 7 yards (tackle by Troy Dye and Ivan Pace),-0.51,-0.32,14.0,2023,202
3.0,3:02,3.0,2.0,LVR 24,0.0,0.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 4 yards (tackle by Byron Murphy),-0.32,0.81,14.0,2023,202
3.0,2:25,1.0,10.0,LVR 28,0.0,0.0,Zamir White left tackle for 2 yards (tackle by Danielle Hunter),0.81,0.53,14.0,2023,202
3.0,1:44,2.0,8.0,LVR 30,0.0,0.0,Aidan O'Connell pass complete short right to Davante Adams for 3 yards (tackle by Byron Murphy),0.53,0.23,14.0,2023,202
3.0,1:11,3.0,5.0,LVR 33,0.0,0.0,"Aidan O'Connell pass complete to Tre Tucker for 22 yards MIN challenged the pass completion ruling, and the original play was overturned. Aidan O'Connell pass incomplete deep right intended for Tre Tucker",0.23,-1.18,14.0,2023,202
3.0,1:02,4.0,5.0,LVR 33,0.0,0.0,"AJ Cole punts 45 yards, returned by Brandon Powell for 10 yards (tackle by Brandon Bolden)",-1.18,-1.07,14.0,2023,202
3.0,0:51,1.0,10.0,MIN 32,0.0,0.0,Joshua Dobbs pass complete short right to Johnny Mundt for 4 yards (tackle by Nate Hobbs),1.07,1.07,14.0,2023,202
3.0,0:14,2.0,6.0,MIN 36,0.0,0.0,Ty Chandler left guard for 4 yards (tackle by Robert Spillane),1.07,0.89,14.0,2023,202
4.0,15:00,3.0,2.0,MIN 40,0.0,0.0,Joshua Dobbs scrambles right end for 3 yards (tackle by Marcus Epps and Tyree Wilson),0.89,1.8,14.0,2023,202
4.0,14:11,1.0,10.0,MIN 43,0.0,0.0,"Penalty on Blake Brandel: False Start, 5 yards (accepted) (no play)",1.8,1.47,14.0,2023,202
4.0,14:10,1.0,15.0,MIN 38,0.0,0.0,Joshua Dobbs pass incomplete short left intended for K.J. Osborn,1.47,0.58,14.0,2023,202
4.0,14:07,2.0,15.0,MIN 38,0.0,0.0,Joshua Dobbs pass incomplete short left intended for K.J. Osborn (defended by Amik Robertson),0.58,-0.1,14.0,2023,202
4.0,14:02,3.0,15.0,MIN 38,0.0,0.0,Joshua Dobbs scrambles up the middle for 2 yards (tackle by Malcolm Koonce),-0.1,-0.72,14.0,2023,202
4.0,13:23,4.0,13.0,MIN 40,0.0,0.0,"Ryan Wright punts 49 yards, fair catch by DeAndre Carter at LV-11",-0.72,0.37,14.0,2023,202
4.0,13:14,1.0,10.0,LVR 11,0.0,0.0,Aidan O'Connell pass incomplete short left,-0.37,-0.78,14.0,2023,202
4.0,13:08,2.0,10.0,LVR 11,0.0,0.0,Aidan O'Connell pass complete short left to Hunter Renfrow for 6 yards (tackle by Harrison Smith),-0.78,-0.72,14.0,2023,202
4.0,12:25,3.0,4.0,LVR 17,0.0,0.0,Aidan O'Connell pass incomplete short middle intended for Michael Mayer (defended by Camryn Bynum),-0.72,-2.32,14.0,2023,202
4.0,12:21,4.0,4.0,LVR 17,0.0,0.0,"AJ Cole punts 83 yards, touchback.",-2.32,-0.28,14.0,2023,202
4.0,12:10,1.0,10.0,MIN 20,0.0,0.0,Kene Nwangwu up the middle for 4 yards (tackle by Divine Deablo),0.28,0.27,14.0,2023,202
4.0,11:47,2.0,6.0,MIN 24,0.0,0.0,Joshua Dobbs pass incomplete short right intended for Jordan Addison,0.27,-0.43,14.0,2023,202
4.0,11:39,3.0,6.0,MIN 24,0.0,0.0,Joshua Dobbs pass incomplete short right,-0.43,-1.77,14.0,2023,202
4.0,11:35,4.0,6.0,MIN 24,0.0,0.0,"Ryan Wright punts 59 yards, returned by DeAndre Carter for 14 yards (tackle by Theo Jackson)",-1.77,-1.0,14.0,2023,202
4.0,11:23,1.0,10.0,LVR 31,0.0,0.0,Josh Jacobs left end for 6 yards (tackle by Ivan Pace),1.0,1.27,14.0,2023,202
4.0,10:47,2.0,4.0,LVR 37,0.0,0.0,Josh Jacobs left guard for 1 yard (tackle by Harrison Phillips),1.27,0.7,14.0,2023,202
4.0,10:07,3.0,3.0,LVR 38,0.0,0.0,Aidan O'Connell sacked by Harrison Phillips for -3 yards,0.7,-1.04,14.0,2023,202
4.0,9:23,4.0,6.0,LVR 35,0.0,0.0,"AJ Cole punts 60 yards, returned by Brandon Powell for 25 yards (tackle by Jakob Johnson)",-1.04,-0.94,14.0,2023,202
4.0,9:10,1.0,10.0,MIN 30,0.0,0.0,Nick Mullens pass complete deep middle to T.J. Hockenson for 26 yards (tackle by Marcus Epps),0.94,2.65,14.0,2023,202
4.0,8:29,1.0,10.0,LVR 44,0.0,0.0,Ty Chandler up the middle for -2 yards (tackle by Jack Jones and Maxx Crosby),2.65,1.84,14.0,2023,202
4.0,7:49,2.0,12.0,LVR 46,0.0,0.0,"Penalty on T.J. Hockenson: False Start, 5 yards (accepted) (no play)",1.84,1.17,14.0,2023,202
4.0,7:49,2.0,17.0,MIN 49,0.0,0.0,Nick Mullens pass incomplete short left intended for Jalen Nailor,1.17,0.5,14.0,2023,202
4.0,7:47,3.0,17.0,MIN 49,0.0,0.0,Nick Mullens pass complete short middle to Jalen Nailor for 9 yards (tackle by Robert Spillane),0.5,0.46,14.0,2023,202
4.0,7:02,4.0,8.0,LVR 42,0.0,0.0,"Ryan Wright punts 29 yards, fair catch by DeAndre Carter at LV-13",0.46,0.32,14.0,2023,202
4.0,6:55,1.0,10.0,LVR 13,0.0,0.0,Zamir White up the middle for 6 yards (tackle by Josh Metellus),-0.32,0.03,14.0,2023,202
4.0,6:17,2.0,4.0,LVR 19,0.0,0.0,"Dylan Parham aborted snap, recovered by Aidan O'Connell at LV-19 Aidan O'Connell pass incomplete short right intended for Jakobi Meyers",0.03,-0.71,14.0,2023,202
4.0,6:14,3.0,4.0,LVR 19,0.0,0.0,Aidan O'Connell pass complete short right to Ameer Abdullah for no gain (tackle by Mekhi Blackmon and Josh Metellus),-0.71,-2.14,14.0,2023,202
4.0,5:31,4.0,4.0,LVR 19,0.0,0.0,"AJ Cole punts 51 yards, returned by Brandon Powell for 6 yards (tackle by Zamir White)",-2.14,-0.67,14.0,2023,202
4.0,5:19,1.0,10.0,MIN 26,0.0,0.0,Nick Mullens pass complete short left to T.J. Hockenson for 3 yards (tackle by Amik Robertson),0.67,0.54,14.0,2023,202
4.0,4:43,2.0,7.0,MIN 29,0.0,0.0,Nick Mullens pass incomplete deep right intended for Jalen Nailor,0.54,-0.16,14.0,2023,202
4.0,4:35,3.0,7.0,MIN 29,0.0,0.0,Nick Mullens pass complete short right to K.J. Osborn for 12 yards,-0.16,1.66,14.0,2023,202
4.0,4:30,1.0,10.0,MIN 41,0.0,0.0,C.J. Ham left tackle for 7 yards (tackle by Malcolm Koonce and Marcus Epps),1.66,2.07,14.0,2023,202
4.0,3:59,2.0,3.0,MIN 48,0.0,0.0,Nick Mullens pass incomplete short left intended for Josh Oliver,2.07,1.36,14.0,2023,202
4.0,3:53,3.0,3.0,MIN 48,0.0,0.0,Nick Mullens pass complete short right to T.J. Hockenson for 6 yards (tackle by Jack Jones),1.36,2.52,14.0,2023,202
4.0,3:21,1.0,10.0,LVR 46,0.0,0.0,Nick Mullens pass complete short left to Jalen Nailor for 4 yards (tackle by Amik Robertson),2.52,2.52,14.0,2023,202
4.0,2:41,2.0,6.0,LVR 42,0.0,0.0,Nick Mullens pass incomplete short right,2.52,1.82,14.0,2023,202
4.0,2:34,3.0,6.0,LVR 42,0.0,0.0,Nick Mullens pass complete short right to Jordan Addison for 20 yards (tackle by Tre'von Moehrig),1.82,4.11,14.0,2023,202
4.0,2:27,1.0,10.0,LVR 22,0.0,0.0,Nick Mullens pass complete short left to K.J. Osborn for -7 yards (tackle by Marcus Epps and Jerry Tillery),4.11,2.62,14.0,2023,202
4.0,2:18,,,,,,Timeout #1 by Las Vegas Raiders,,,14.0,2023,202
4.0,2:18,2.0,17.0,LVR 29,0.0,0.0,Nick Mullens pass complete short middle to T.J. Hockenson for 10 yards (tackle by Robert Spillane),2.62,3.26,14.0,2023,202
4.0,2:13,,,,,,Timeout #2 by Las Vegas Raiders,,,14.0,2023,202
4.0,2:13,,,,,,Timeout #1 by Minnesota Vikings,,,14.0,2023,202
4.0,2:13,3.0,7.0,LVR 19,0.0,0.0,"Penalty on MIN: Delay of Game, 6 yards (accepted) (no play)",3.26,2.48,14.0,2023,202
4.0,2:13,3.0,13.0,LVR 25,0.0,0.0,Ty Chandler up the middle for 7 yards (tackle by Maxx Crosby),2.48,2.27,14.0,2023,202
4.0,2:00,4.0,6.0,LVR 18,3.0,0.0,Greg Joseph 36 yard field goal good,2.27,3.0,14.0,2023,202
4.0,1:57,,,MIN 35,3.0,0.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,202
4.0,1:57,1.0,10.0,LVR 25,3.0,0.0,Aidan O'Connell pass short left intended for Davante Adams is intercepted by Ivan Pace at LV-34 and returned for no gain (tackle by Davante Adams),0.61,-3.31,14.0,2023,202
4.0,1:52,1.0,10.0,LVR 34,3.0,0.0,Ty Chandler right guard for 2 yards (tackle by Divine Deablo),3.31,3.04,14.0,2023,202
4.0,1:47,,,,,,Timeout #3 by Las Vegas Raiders,,,14.0,2023,202
4.0,1:47,2.0,8.0,LVR 32,3.0,0.0,Ty Chandler left end for 1 yard (tackle by Amik Robertson and Divine Deablo),3.04,2.48,14.0,2023,202
4.0,1:02,,,,,,Timeout #2 by Minnesota Vikings,,,14.0,2023,202
4.0,1:02,3.0,7.0,LVR 31,3.0,0.0,Ty Chandler up the middle for 3 yards (tackle by Jerry Tillery and Bilal Nichols),2.48,1.65,14.0,2023,202
4.0,0:18,,,,,,Timeout #3 by Minnesota Vikings,,,14.0,2023,202
4.0,0:18,4.0,4.0,LVR 28,3.0,0.0,"Greg Joseph punts 14 yards, returned by Curtis Bolton for 17 yards (tackle by Christian Darrisaw)",1.65,-1.0,14.0,2023,202
4.0,0:07,1.0,10.0,LVR 31,3.0,0.0,"Aidan O'Connell pass complete short left to Davante Adams for 24 yards, lateral to Greg Van Roten for 5 yards. Greg Van Roten fumbles, recovered by Jay Ward at MIN-40",1.0,0.0,14.0,2023,202
