Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA,week,year,game_id
4.0,0:49,1.0,10.0,ATL 15,22.0,25.0,Rachaad White left tackle for 4 yards (tackle by Albert Huggins and Kaden Elliss),4.58,4.64,14.0,2023,195
4.0,0:36,2.0,6.0,ATL 11,28.0,25.0,"Baker Mayfield pass complete short left to Cade Otton for 11 yards, touchdown. Penalty on Richie Grant: Defensive Holding, 5 yards (declined)",4.64,7.0,14.0,2023,195
4.0,0:31,,,ATL 15,29.0,25.0,Chase McLaughlin kicks extra point good,0.0,0.0,14.0,2023,195
4.0,0:31,,,TAM 35,29.0,25.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,14.0,2023,195
4.0,0:31,1.0,10.0,ATL 25,29.0,25.0,Desmond Ridder pass complete short middle to Jonnu Smith for 9 yards (tackle by YaYa Diaby),0.61,1.28,14.0,2023,195
4.0,0:25,,,,,,Timeout #2 by Atlanta Falcons,,,14.0,2023,195
4.0,0:25,2.0,1.0,ATL 34,29.0,25.0,Desmond Ridder pass complete deep left to Drake London for 16 yards (tackle by Zyon McCollum),1.28,2.26,14.0,2023,195
4.0,0:20,,,,,,Timeout #3 by Atlanta Falcons,,,14.0,2023,195
4.0,0:20,1.0,10.0,TAM 50,29.0,25.0,Desmond Ridder pass incomplete deep left intended for Kyle Pitts,2.26,1.71,14.0,2023,195
4.0,0:16,2.0,10.0,TAM 50,29.0,25.0,Desmond Ridder pass complete short middle to Kyle Pitts for 19 yards (tackle by Christian Izien),1.71,3.51,14.0,2023,195
4.0,0:05,1.0,10.0,TAM 31,29.0,25.0,Desmond Ridder spiked the ball,3.51,2.97,14.0,2023,195
4.0,0:04,2.0,10.0,TAM 31,29.0,25.0,Desmond Ridder pass complete deep middle to Drake London for 28 yards (tackle by Christian Izien),2.97,1.66,14.0,2023,195
