Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA,week,year,game_id
1.0,6:19,3.0,8.0,PHI 22,0.0,0.0,Jalen Hurts sacked by Frankie Luvu for -2 yards,-0.69,-2.03,11.0,2024,153
1.0,5:36,4.0,10.0,PHI 20,0.0,0.0,Braden Mann punts 38 yards downed by Grant Calcaterra,-2.03,-1.73,11.0,2024,153
1.0,5:25,1.0,10.0,WAS 42,0.0,0.0,Jayden Daniels pass complete short left to Austin Ekeler for 34 yards (tackle by Reed Blankenship and Zack Baun),1.73,3.97,11.0,2024,153
1.0,4:35,1.0,10.0,PHI 24,0.0,0.0,Jayden Daniels left guard for 5 yards (tackle by Jalen Carter),3.97,4.12,11.0,2024,153
1.0,4:04,2.0,5.0,PHI 19,0.0,0.0,Brian Robinson up the middle for 18 yards (tackle by C.J. Gardner-Johnson),4.12,6.97,11.0,2024,153
1.0,3:32,1.0,1.0,PHI 1,6.0,0.0,"Brian Robinson left guard for 1 yard, touchdown",6.97,7.0,11.0,2024,153
1.0,3:26,,,PHI 15,7.0,0.0,Zane Gonzalez kicks extra point good,0.0,0.0,11.0,2024,153
1.0,3:26,,,WAS 35,7.0,0.0,"Zane Gonzalez kicks off 62 yards, returned by Will Shipley for 33 yards (tackle by Jeremy Chinn)",0.0,1.33,11.0,2024,153
1.0,3:20,1.0,10.0,PHI 36,7.0,0.0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,1.33,0.79,11.0,2024,153
1.0,3:12,2.0,10.0,PHI 36,7.0,0.0,Saquon Barkley left end for 6 yards (tackle by Jeremy Chinn),0.79,0.89,11.0,2024,153
1.0,2:31,3.0,4.0,PHI 42,7.0,0.0,Jalen Hurts pass incomplete short right intended for Jahan Dotson (defended by Mike Sainristil),0.89,-0.59,11.0,2024,153
1.0,2:26,4.0,4.0,PHI 42,7.0,0.0,"Braden Mann punts 51 yards, returned by Olamide Zaccheaus for 4 yards (tackle by Zack Baun). Penalty on Noah Igbinoghene: Illegal Block Above the Waist, 5 yards (accepted)",-0.59,0.38,11.0,2024,153
1.0,2:15,1.0,10.0,WAS 6,7.0,0.0,Jayden Daniels pass complete short right to Austin Ekeler for -2 yards (tackle by Darius Slay),-0.38,-0.93,11.0,2024,153
1.0,1:36,2.0,12.0,WAS 4,7.0,0.0,Austin Ekeler up the middle for 6 yards (tackle by Nakobe Dean),-0.93,-0.95,11.0,2024,153
1.0,0:55,3.0,6.0,WAS 10,7.0,0.0,Jayden Daniels scrambles right end for 2 yards (tackle by Nakobe Dean),-0.95,-2.49,11.0,2024,153
1.0,0:12,4.0,4.0,WAS 12,7.0,0.0,"Tress Way punts 44 yards, returned by Cooper DeJean for 8 yards (tackle by Jeremy Reaves)",-2.49,-2.39,11.0,2024,153
1.0,0:03,1.0,10.0,WAS 48,7.0,0.0,Saquon Barkley left guard for 7 yards (tackle by Bobby Wagner),2.39,2.79,11.0,2024,153
2.0,15:00,2.0,3.0,WAS 41,7.0,0.0,Saquon Barkley left tackle for 2 yards (tackle by Frankie Luvu),2.79,2.34,11.0,2024,153
2.0,14:31,3.0,1.0,WAS 39,7.0,0.0,Saquon Barkley left end for 3 yards (tackle by Jeremy Chinn),2.34,3.18,11.0,2024,153
2.0,13:48,1.0,10.0,WAS 36,7.0,0.0,Jalen Hurts sacked by Frankie Luvu for -13 yards,3.18,0.88,11.0,2024,153
2.0,13:04,2.0,23.0,WAS 49,7.0,0.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 6 yards (tackle by Mike Sainristil and Noah Igbinoghene),0.88,1.02,11.0,2024,153
2.0,12:21,3.0,17.0,WAS 43,7.0,0.0,Jalen Hurts pass complete short middle to Dallas Goedert for 10 yards (tackle by Bobby Wagner),1.02,1.15,11.0,2024,153
2.0,11:40,4.0,7.0,WAS 33,7.0,0.0,Jake Elliott 51 yard field goal no good,1.15,-1.66,11.0,2024,153
2.0,11:35,1.0,10.0,WAS 41,7.0,0.0,Jayden Daniels sacked by Brandon Graham for -4 yards,1.66,0.58,11.0,2024,153
2.0,10:54,2.0,14.0,WAS 37,7.0,0.0,Jayden Daniels sacked by Josh Sweat for -8 yards,0.58,-1.15,11.0,2024,153
2.0,10:10,3.0,22.0,WAS 29,7.0,0.0,"Brian Robinson left end for 6 yards (tackle by Jalen Carter and Reed Blankenship). Penalty on Brandon Coleman: Offensive Holding, 10 yards (declined)",-1.15,-1.04,11.0,2024,153
2.0,9:57,4.0,16.0,WAS 35,7.0,0.0,Tress Way punts 39 yards out of bounds,-1.04,-0.67,11.0,2024,153
2.0,9:51,1.0,10.0,PHI 26,7.0,0.0,Jalen Hurts right guard for 5 yards (tackle by Quan Martin and Bobby Wagner),0.67,0.81,11.0,2024,153
2.0,9:13,2.0,5.0,PHI 31,7.0,0.0,Saquon Barkley up the middle for 1 yard (tackle by Frankie Luvu),0.81,0.23,11.0,2024,153
2.0,8:27,3.0,4.0,PHI 32,7.0,0.0,Jalen Hurts pass incomplete short left intended for A.J. Brown,0.23,-1.24,11.0,2024,153
2.0,8:21,4.0,4.0,PHI 32,7.0,0.0,"Braden Mann punts 44 yards, returned by Olamide Zaccheaus for 3 yards (tackle by Sydney Brown)",-1.24,-0.74,11.0,2024,153
2.0,8:13,1.0,10.0,WAS 27,7.0,0.0,Jayden Daniels pass complete short left to Dyami Brown for 4 yards (tackle by Zack Baun and Reed Blankenship),0.74,0.74,11.0,2024,153
2.0,7:39,2.0,6.0,WAS 31,7.0,0.0,Brian Robinson left guard for 7 yards (tackle by Reed Blankenship),0.74,1.47,11.0,2024,153
2.0,7:11,1.0,10.0,WAS 38,7.0,0.0,Jayden Daniels pass complete short right to Brian Robinson for 9 yards (tackle by Cooper DeJean),1.47,2.14,11.0,2024,153
2.0,6:33,2.0,1.0,WAS 47,7.0,0.0,"Austin Ekeler left end for 1 yard (tackle by Cooper DeJean and C.J. Gardner-Johnson). Penalty on Dyami Brown: Offensive Holding, 10 yards (accepted)",2.14,0.92,11.0,2024,153
2.0,6:23,2.0,10.0,WAS 38,7.0,0.0,Jayden Daniels pass complete short right to Austin Ekeler for 6 yards (tackle by Nolan Smith),0.92,1.02,11.0,2024,153
2.0,5:48,3.0,4.0,WAS 44,7.0,0.0,Jayden Daniels pass complete short left to Zach Ertz for 9 yards (tackle by Quinyon Mitchell and Cooper DeJean),1.02,2.46,11.0,2024,153
2.0,5:05,1.0,10.0,PHI 47,7.0,0.0,Jayden Daniels scrambles left end for 1 yard (tackle by Zack Baun),2.46,2.05,11.0,2024,153
2.0,4:29,2.0,9.0,PHI 46,7.0,0.0,Jayden Daniels pass incomplete deep left intended for Noah Brown,2.05,1.35,11.0,2024,153
2.0,4:21,3.0,9.0,PHI 46,7.0,0.0,Jayden Daniels pass incomplete short right intended for Austin Ekeler (defended by Nakobe Dean),1.35,0.2,11.0,2024,153
2.0,4:17,4.0,9.0,PHI 46,7.0,0.0,"Tress Way punts 36 yards, fair catch by Cooper DeJean at PHI-10",0.2,0.38,11.0,2024,153
2.0,4:11,1.0,10.0,PHI 10,7.0,0.0,Jalen Hurts pass complete short left to Saquon Barkley for 9 yards (tackle by Jeremy Chinn),-0.38,0.24,11.0,2024,153
2.0,3:41,2.0,1.0,PHI 19,7.0,0.0,Saquon Barkley left guard for 7 yards (tackle by Benjamin St-Juste),0.24,0.67,11.0,2024,153
2.0,3:15,1.0,10.0,PHI 26,7.0,0.0,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Benjamin St-Juste),0.67,1.33,11.0,2024,153
2.0,2:43,1.0,10.0,PHI 36,7.0,0.0,Jalen Hurts pass complete short left to DeVonta Smith for 3 yards (tackle by Jeremy Chinn),1.33,1.2,11.0,2024,153
2.0,2:14,2.0,7.0,PHI 39,7.0,0.0,Saquon Barkley left tackle for 9 yards (tackle by Jeremy Chinn and Dorance Armstrong),1.2,2.13,11.0,2024,153
2.0,2:00,1.0,10.0,PHI 48,7.0,0.0,Saquon Barkley left guard for 4 yards (tackle by Daron Payne and Jer'Zhan Newton),2.13,2.12,11.0,2024,153
2.0,1:31,2.0,6.0,WAS 48,7.0,0.0,Jalen Hurts pass complete short middle to DeVonta Smith for 21 yards (tackle by Quan Martin),2.12,3.78,11.0,2024,153
2.0,1:05,1.0,10.0,WAS 27,7.0,0.0,"Jalen Hurts scrambles right end for 2 yards (tackle by Noah Igbinoghene). Penalty on Mike Sainristil: Illegal Contact, 5 yards (accepted)",3.78,4.24,11.0,2024,153
2.0,0:58,1.0,10.0,WAS 20,7.0,0.0,Saquon Barkley right tackle for 2 yards (tackle by Dorance Armstrong),4.24,3.96,11.0,2024,153
2.0,0:53,,,,,,Timeout #1 by Washington Commanders,,,11.0,2024,153
2.0,0:53,2.0,8.0,WAS 18,7.0,0.0,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Mike Sainristil),3.96,3.22,11.0,2024,153
2.0,0:47,3.0,8.0,WAS 18,7.0,0.0,Jalen Hurts scrambles right end for 9 yards (tackle by Benjamin St-Juste),3.22,5.14,11.0,2024,153
2.0,0:39,1.0,9.0,WAS 9,7.0,0.0,Jalen Hurts right guard for 5 yards (tackle by Frankie Luvu and Jer'Zhan Newton),5.14,5.34,11.0,2024,153
2.0,0:33,,,,,,Timeout #1 by Philadelphia Eagles,,,11.0,2024,153
2.0,0:33,2.0,4.0,WAS 4,7.0,0.0,Saquon Barkley right guard for 1 yard (tackle by Quan Martin and Noah Igbinoghene),5.34,4.72,11.0,2024,153
2.0,0:28,,,,,,Timeout #2 by Philadelphia Eagles,,,11.0,2024,153
2.0,0:28,3.0,3.0,WAS 3,7.0,0.0,Jalen Hurts pass incomplete short left,4.72,3.04,11.0,2024,153
2.0,0:22,4.0,3.0,WAS 3,7.0,3.0,Jake Elliott 21 yard field goal good,3.04,3.0,11.0,2024,153
2.0,0:19,,,PHI 35,7.0,3.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,153
2.0,0:19,1.0,10.0,WAS 30,7.0,3.0,Jayden Daniels pass complete short middle to Austin Ekeler for 18 yards (tackle by Zack Baun),0.94,2.13,11.0,2024,153
2.0,0:12,,,,,,Timeout #2 by Washington Commanders,,,11.0,2024,153
2.0,0:12,1.0,10.0,WAS 48,7.0,3.0,Jayden Daniels pass incomplete short right intended for Luke McCaffrey,2.13,1.58,11.0,2024,153
2.0,0:08,,,,,,Timeout #3 by Philadelphia Eagles,,,11.0,2024,153
2.0,0:08,2.0,10.0,WAS 48,7.0,3.0,"Jayden Daniels pass complete short right to Dyami Brown for no gain (tackle by Reed Blankenship) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jayden Daniels pass incomplete short right intended for Dyami Brown",1.58,0.89,11.0,2024,153
2.0,0:05,3.0,10.0,WAS 48,7.0,3.0,Brian Robinson up the middle for 5 yards (tackle by Josh Sweat),0.89,0.13,11.0,2024,153
3.0,15:00,,,PHI 35,7.0,3.0,"Braden Mann kicks off 65 yards, returned by Austin Ekeler for 31 yards. Austin Ekeler fumbles (forced by Jalyx Hunt), recovered by Mykal Walker at WAS-31",0.0,1.0,11.0,2024,153
3.0,14:49,1.0,10.0,WAS 31,7.0,3.0,Brian Robinson right guard for 8 yards (tackle by Reed Blankenship),1.0,1.54,11.0,2024,153
3.0,14:09,2.0,2.0,WAS 39,7.0,3.0,Brian Robinson right guard for -3 yards (tackle by Jalen Carter),1.54,0.43,11.0,2024,153
3.0,13:30,3.0,5.0,WAS 36,7.0,3.0,"Jayden Daniels pass incomplete short right intended for Noah Brown. Penalty on Cooper DeJean: Defensive Pass Interference, 14 yards (accepted) (no play)",0.43,2.26,11.0,2024,153
3.0,13:27,1.0,10.0,WAS 50,7.0,3.0,Brian Robinson up the middle for 2 yards (tackle by Josh Sweat and Nolan Smith),2.26,1.98,11.0,2024,153
3.0,13:03,2.0,8.0,PHI 48,7.0,3.0,Jayden Daniels pass complete short right to Austin Ekeler for 20 yards (tackle by Reed Blankenship and Zack Baun),1.98,3.71,11.0,2024,153
3.0,12:27,1.0,10.0,PHI 28,7.0,3.0,Brian Robinson left end for 8 yards (tackle by C.J. Gardner-Johnson),3.71,4.25,11.0,2024,153
3.0,11:51,2.0,2.0,PHI 20,7.0,3.0,Jayden Daniels up the middle for -2 yards (tackle by Brandon Graham and Milton Williams),4.25,3.27,11.0,2024,153
3.0,11:12,3.0,4.0,PHI 22,7.0,3.0,Jayden Daniels pass incomplete short left intended for Terry McLaurin,3.27,2.07,11.0,2024,153
3.0,11:07,4.0,4.0,PHI 22,7.0,3.0,"Penalty on Zane Gonzalez: Delay of Game, 5 yards (accepted) (no play)",2.07,1.67,11.0,2024,153
3.0,11:07,4.0,9.0,PHI 27,10.0,3.0,Zane Gonzalez 45 yard field goal good,1.67,3.0,11.0,2024,153
3.0,11:03,,,WAS 35,10.0,3.0,"Zane Gonzalez kicks off 60 yards, returned by Kenneth Gainwell for 18 yards (tackle by Jeremy Reaves). Penalty on Sydney Brown: Offensive Holding, 10 yards (accepted)",0.0,-0.32,11.0,2024,153
3.0,10:56,1.0,10.0,PHI 13,10.0,3.0,Jalen Hurts right end for 7 yards (tackle by Mike Sainristil),-0.32,0.22,11.0,2024,153
3.0,10:20,2.0,3.0,PHI 20,10.0,3.0,Saquon Barkley left guard for 1 yard (tackle by Phidarian Mathis),0.22,-0.47,11.0,2024,153
3.0,9:41,3.0,2.0,PHI 21,10.0,3.0,Jalen Hurts pass complete short left to Dallas Goedert for 15 yards (tackle by Jeremy Chinn),-0.47,1.33,11.0,2024,153
3.0,9:04,1.0,10.0,PHI 36,10.0,3.0,Saquon Barkley left tackle for no gain (tackle by Bobby Wagner and Frankie Luvu),1.33,0.79,11.0,2024,153
3.0,8:20,2.0,10.0,PHI 36,10.0,3.0,Saquon Barkley right tackle for 4 yards (tackle by Noah Igbinoghene),0.79,0.63,11.0,2024,153
3.0,7:49,3.0,6.0,PHI 40,10.0,3.0,Jalen Hurts pass complete short middle to Saquon Barkley for 43 yards (tackle by Jeremy Chinn),0.63,4.44,11.0,2024,153
3.0,7:09,1.0,10.0,WAS 17,10.0,3.0,Jalen Hurts pass complete short right to Dallas Goedert for 2 yards (tackle by Mike Sainristil),4.44,4.15,11.0,2024,153
3.0,6:23,2.0,8.0,WAS 15,10.0,3.0,Jalen Hurts scrambles right end for 2 yards (tackle by Benjamin St-Juste),4.15,3.68,11.0,2024,153
3.0,5:39,3.0,6.0,WAS 13,10.0,3.0,Jalen Hurts pass incomplete short left intended for A.J. Brown,3.68,2.59,11.0,2024,153
3.0,5:36,4.0,6.0,WAS 13,10.0,6.0,Jake Elliott 31 yard field goal good,2.59,3.0,11.0,2024,153
3.0,5:32,,,PHI 35,10.0,6.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,153
3.0,5:32,1.0,10.0,WAS 30,10.0,6.0,Brian Robinson up the middle for 3 yards (tackle by Jordan Davis and Jalen Carter),0.94,0.8,11.0,2024,153
3.0,5:07,2.0,7.0,WAS 33,10.0,6.0,Jayden Daniels scrambles right end for 7 yards (tackle by Zack Baun and Reed Blankenship),0.8,1.6,11.0,2024,153
3.0,4:37,1.0,10.0,WAS 40,10.0,6.0,Brian Robinson left guard for 4 yards (tackle by Jalen Carter),1.6,1.59,11.0,2024,153
3.0,3:58,2.0,6.0,WAS 44,10.0,6.0,Brian Robinson left tackle for 1 yard (tackle by Jordan Davis),1.59,1.03,11.0,2024,153
3.0,3:21,3.0,5.0,WAS 45,10.0,6.0,Jayden Daniels sacked by Nolan Smith for -8 yards,1.03,-0.91,11.0,2024,153
3.0,2:39,4.0,13.0,WAS 37,10.0,6.0,"Tress Way punts 51 yards, returned by Cooper DeJean for 12 yards (tackle by Jordan Magee)",-0.91,-0.54,11.0,2024,153
3.0,2:27,1.0,10.0,PHI 24,10.0,6.0,Saquon Barkley left guard for 9 yards (tackle by Jalyn Holmes and Jeremy Chinn),0.54,1.21,11.0,2024,153
3.0,1:57,2.0,1.0,PHI 33,10.0,6.0,Jalen Hurts pass complete short right to DeVonta Smith for 2 yards (tackle by Frankie Luvu),1.21,1.27,11.0,2024,153
3.0,1:19,1.0,10.0,PHI 35,10.0,6.0,Jalen Hurts pass complete short left to A.J. Brown for 17 yards (tackle by Mike Sainristil and Bobby Wagner),1.27,2.39,11.0,2024,153
3.0,0:44,1.0,10.0,WAS 48,10.0,6.0,Jalen Hurts pass complete short left to DeVonta Smith for 3 yards (tackle by Phidarian Mathis and Frankie Luvu),2.39,2.25,11.0,2024,153
3.0,0:11,2.0,7.0,WAS 45,10.0,6.0,Saquon Barkley right guard for no gain (tackle by Daron Payne),2.25,1.55,11.0,2024,153
4.0,15:00,3.0,7.0,WAS 45,10.0,6.0,Jalen Hurts scrambles right end for 7 yards (tackle by Percy Butler),1.55,3.05,11.0,2024,153
4.0,14:33,1.0,10.0,WAS 38,10.0,6.0,Kenneth Gainwell right guard for 14 yards (tackle by Benjamin St-Juste and Quan Martin),3.05,3.97,11.0,2024,153
4.0,13:56,1.0,10.0,WAS 24,10.0,6.0,Kenneth Gainwell right tackle for 13 yards (tackle by Jeremy Chinn and Frankie Luvu),3.97,4.84,11.0,2024,153
4.0,13:22,1.0,10.0,WAS 11,10.0,6.0,Kenneth Gainwell left guard for 7 yards (tackle by Bobby Wagner),4.84,5.47,11.0,2024,153
4.0,12:42,2.0,3.0,WAS 4,10.0,6.0,Saquon Barkley left end for 3 yards (tackle by Bobby Wagner),5.47,6.97,11.0,2024,153
4.0,12:04,1.0,1.0,WAS 1,10.0,12.0,"Jalen Hurts up the middle for 1 yard, touchdown",6.97,7.0,11.0,2024,153
4.0,12:00,,,WAS 15,10.0,12.0,Jake Elliott kicks extra point no good,0.0,-1.0,11.0,2024,153
4.0,12:00,,,PHI 35,10.0,12.0,"Braden Mann kicks off 64 yards, returned by Austin Ekeler for 28 yards (tackle by Jeremiah Trotter)",0.0,0.87,11.0,2024,153
4.0,11:55,1.0,10.0,WAS 29,10.0,12.0,Jayden Daniels pass complete short middle to John Bates for 8 yards (tackle by Nakobe Dean),0.87,1.41,11.0,2024,153
4.0,11:29,2.0,2.0,WAS 37,10.0,12.0,Brian Robinson right guard for 3 yards (tackle by Brandon Graham),1.41,1.6,11.0,2024,153
4.0,10:59,1.0,10.0,WAS 40,10.0,12.0,Jayden Daniels pass incomplete short right intended for John Bates,1.6,1.05,11.0,2024,153
4.0,10:55,2.0,10.0,WAS 40,10.0,12.0,Jayden Daniels pass complete short left to Zach Ertz for 16 yards (tackle by Nakobe Dean),1.05,2.65,11.0,2024,153
4.0,10:33,1.0,10.0,PHI 44,10.0,12.0,Jayden Daniels pass complete short right to Terry McLaurin for 10 yards (tackle by Cooper DeJean),2.65,3.31,11.0,2024,153
4.0,9:57,1.0,10.0,PHI 34,10.0,12.0,Jayden Daniels pass complete short right to John Bates for 9 yards (tackle by Zack Baun),3.31,3.99,11.0,2024,153
4.0,9:24,2.0,1.0,PHI 25,10.0,12.0,Brian Robinson right guard for no gain (tackle by Jalen Carter and Nakobe Dean),3.99,3.27,11.0,2024,153
4.0,8:39,3.0,1.0,PHI 25,10.0,12.0,Brian Robinson up the middle for -1 yards (tackle by Zack Baun and Brandon Graham),3.27,1.86,11.0,2024,153
4.0,8:01,4.0,2.0,PHI 26,10.0,12.0,Jayden Daniels right end for no gain (tackle by Zack Baun and Reed Blankenship),1.86,-0.67,11.0,2024,153
4.0,7:55,1.0,10.0,PHI 26,10.0,12.0,Saquon Barkley right guard for 3 yards (tackle by Frankie Luvu),0.67,0.54,11.0,2024,153
4.0,7:14,2.0,7.0,PHI 29,10.0,12.0,"Jalen Hurts pass complete deep right to Dallas Goedert for 32 yards. Dallas Goedert fumbles (tackle by Jeremy Chinn, recovered by Grant Calcaterra at WAS-32 and returned for 2 yards",0.54,3.58,11.0,2024,153
4.0,6:28,1.0,10.0,WAS 30,10.0,12.0,Saquon Barkley up the middle for 1 yard (tackle by Dorance Armstrong),3.58,3.17,11.0,2024,153
4.0,5:46,2.0,9.0,WAS 29,10.0,12.0,Jalen Hurts pass complete short left to A.J. Brown for 6 yards (tackle by Mike Sainristil),3.17,3.27,11.0,2024,153
4.0,5:05,3.0,3.0,WAS 23,10.0,18.0,"Saquon Barkley right end for 23 yards, touchdown",3.27,7.0,11.0,2024,153
4.0,4:58,,,WAS 15,10.0,19.0,Jake Elliott kicks extra point good,0.0,0.0,11.0,2024,153
4.0,4:58,,,PHI 35,10.0,19.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,153
4.0,4:58,1.0,10.0,WAS 30,10.0,19.0,Jayden Daniels pass deep left intended for Noah Brown is intercepted by Reed Blankenship at WAS-46 and returned for no gain,0.94,-2.52,11.0,2024,153
4.0,4:50,1.0,10.0,WAS 46,10.0,19.0,Saquon Barkley left guard for 7 yards (tackle by Sheldon Day),2.52,2.92,11.0,2024,153
4.0,4:45,,,,,,Timeout #1 by Washington Commanders,,,11.0,2024,153
4.0,4:45,2.0,3.0,WAS 39,10.0,25.0,"Saquon Barkley up the middle for 39 yards, touchdown",2.92,7.0,11.0,2024,153
4.0,4:38,,,WAS 15,10.0,26.0,Jake Elliott kicks extra point good,0.0,0.0,11.0,2024,153
4.0,4:38,,,PHI 35,10.0,26.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,153
4.0,4:38,1.0,10.0,WAS 30,10.0,26.0,Jayden Daniels pass complete short right to Austin Ekeler for 7 yards (tackle by Moro Ojomo),0.94,1.34,11.0,2024,153
4.0,4:14,2.0,3.0,WAS 37,10.0,26.0,Jayden Daniels pass complete short right to Austin Ekeler for 1 yard (tackle by Zack Baun),1.34,0.76,11.0,2024,153
4.0,3:38,3.0,2.0,WAS 38,10.0,26.0,Jayden Daniels pass complete short right to Zach Ertz for 4 yards (tackle by Zack Baun),0.76,1.73,11.0,2024,153
4.0,3:33,1.0,10.0,WAS 42,10.0,26.0,Jayden Daniels pass incomplete short middle intended for Olamide Zaccheaus,1.73,1.19,11.0,2024,153
4.0,3:29,2.0,10.0,WAS 42,10.0,26.0,"Jayden Daniels pass incomplete short right intended for Olamide Zaccheaus. Penalty on Moro Ojomo: Roughing the Passer, 15 yards (accepted) (no play)",1.19,2.72,11.0,2024,153
4.0,3:25,1.0,10.0,PHI 43,10.0,26.0,Jayden Daniels scrambles right end for 5 yards (tackle by Nakobe Dean),2.72,2.85,11.0,2024,153
4.0,3:19,2.0,5.0,PHI 38,10.0,26.0,Jeremy McNichols left guard for 6 yards (tackle by Nakobe Dean),2.85,3.45,11.0,2024,153
4.0,2:59,1.0,10.0,PHI 32,10.0,26.0,Jayden Daniels pass complete short right to Zach Ertz for 9 yards (tackle by Darius Slay),3.45,4.12,11.0,2024,153
4.0,2:53,2.0,1.0,PHI 23,10.0,26.0,Jeremy McNichols up the middle for -4 yards (tackle by Bryce Huff and Jalen Carter),4.12,2.81,11.0,2024,153
4.0,2:23,3.0,6.0,PHI 27,10.0,26.0,Jeremy McNichols left guard for 3 yards (tackle by Zack Baun and Nakobe Dean),2.81,1.97,11.0,2024,153
4.0,2:00,4.0,3.0,PHI 24,10.0,26.0,Jayden Daniels pass complete short middle to Zach Ertz for 4 yards (tackle by Reed Blankenship),1.97,4.24,11.0,2024,153
4.0,1:42,1.0,10.0,PHI 20,10.0,26.0,Jayden Daniels pass complete short right to Noah Brown for 4 yards (tackle by Cooper DeJean and Zack Baun),4.24,4.28,11.0,2024,153
4.0,1:19,2.0,6.0,PHI 16,10.0,26.0,Jayden Daniels pass complete short right to Jeremy McNichols for 1 yard (tackle by Nakobe Dean),4.28,3.7,11.0,2024,153
4.0,0:58,3.0,5.0,PHI 15,10.0,26.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 10 yards (tackle by Reed Blankenship),3.7,6.06,11.0,2024,153
