Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA,week,year,game_id
1.0,9:19,1.0,10.0,GNB 35,7.0,0.0,D'Andre Swift left tackle for 3 yards (tackle by Carrington Valentine and Edgerrin Cooper),3.25,3.11,11.0,2024,154
1.0,8:44,2.0,7.0,GNB 32,7.0,0.0,D'Andre Swift right guard for -3 yards (tackle by Brenton Cox),3.11,2.01,11.0,2024,154
1.0,8:00,3.0,10.0,GNB 35,7.0,0.0,Caleb Williams pass incomplete short left intended for Keenan Allen,2.01,0.97,11.0,2024,154
1.0,7:54,4.0,10.0,GNB 35,7.0,3.0,Cairo Santos 53 yard field goal good,0.97,3.0,11.0,2024,154
1.0,7:49,,,CHI 35,7.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,154
1.0,7:49,1.0,10.0,GNB 30,7.0,3.0,Josh Jacobs left guard for 5 yards (tackle by Elijah Hicks),0.94,1.07,11.0,2024,154
1.0,7:13,2.0,5.0,GNB 35,7.0,3.0,Jordan Love pass complete short right to Jayden Reed for 8 yards (tackle by Kyler Gordon),1.07,1.8,11.0,2024,154
1.0,6:36,1.0,10.0,GNB 43,7.0,3.0,Jordan Love pass incomplete short left intended for Josh Jacobs,1.8,1.25,11.0,2024,154
1.0,6:33,2.0,10.0,GNB 43,7.0,3.0,Josh Jacobs right guard for -1 yards (tackle by Jack Sanborn and Montez Sweat),1.25,0.43,11.0,2024,154
1.0,5:54,3.0,11.0,GNB 42,7.0,3.0,Jordan Love pass complete short right to Josh Jacobs for 6 yards (tackle by Tremaine Edmunds),0.43,-0.19,11.0,2024,154
1.0,5:04,4.0,5.0,GNB 48,7.0,3.0,Daniel Whelan punts 47 yards downed by Corey Ballentine,-0.19,0.38,11.0,2024,154
1.0,4:54,1.0,10.0,CHI 5,7.0,3.0,D'Andre Swift left tackle for 3 yards (tackle by Javon Bullard),-0.38,-0.56,11.0,2024,154
1.0,4:18,2.0,7.0,CHI 8,7.0,3.0,Caleb Williams pass complete short left to D'Andre Swift for 5 yards (tackle by Javon Bullard),-0.56,-0.48,11.0,2024,154
1.0,3:39,3.0,2.0,CHI 13,7.0,3.0,Caleb Williams pass complete short middle to Rome Odunze for 13 yards (tackle by Keisean Nixon),-0.48,0.67,11.0,2024,154
1.0,3:00,1.0,10.0,CHI 26,7.0,3.0,Caleb Williams scrambles left end for 5 yards (tackle by Edgerrin Cooper),0.67,0.81,11.0,2024,154
1.0,2:22,2.0,5.0,CHI 31,7.0,3.0,Caleb Williams pass complete short middle to D.J. Moore for 5 yards (tackle by Edgerrin Cooper),0.81,1.33,11.0,2024,154
1.0,1:53,1.0,10.0,CHI 36,7.0,3.0,"D'Andre Swift right end for no gain (tackle by Quay Walker). Penalty on DeAndre Carter: Illegal Shift, 5 yards (accepted) (no play)",1.33,1.0,11.0,2024,154
1.0,1:37,1.0,15.0,CHI 31,7.0,3.0,Caleb Williams pass complete short left to D.J. Moore for 7 yards (tackle by Carrington Valentine and Xavier McKinney),1.0,1.06,11.0,2024,154
1.0,0:52,2.0,8.0,CHI 38,7.0,3.0,"Caleb Williams pass complete short left to Keenan Allen for no gain (tackle by Isaiah McDuffie). Penalty on D.J. Moore: Illegal Motion, 5 yards (accepted) (no play)",1.06,0.39,11.0,2024,154
1.0,0:28,2.0,13.0,CHI 33,7.0,3.0,"Caleb Williams left end for 7 yards (tackle by Xavier McKinney). Penalty on Xavier McKinney: Unnecessary Roughness / Defense, 15 yards (accepted)",0.39,2.59,11.0,2024,154
2.0,15:00,1.0,10.0,GNB 45,7.0,3.0,Caleb Williams pass incomplete short right intended for Keenan Allen,2.59,2.04,11.0,2024,154
2.0,14:57,2.0,10.0,GNB 45,7.0,3.0,Caleb Williams sacked by Brenton Cox for -10 yards,2.04,0.04,11.0,2024,154
2.0,14:16,3.0,20.0,CHI 45,7.0,3.0,Caleb Williams pass complete short middle to D.J. Moore for 11 yards (tackle by Quay Walker),0.04,0.33,11.0,2024,154
2.0,13:28,4.0,9.0,GNB 44,7.0,3.0,"Tory Taylor punts 35 yards, fair catch by Jayden Reed at GB-9. Penalty on Amen Ogbongbemiga: Unnecessary Roughness / Defense, 15 yards (accepted)",0.33,-0.54,11.0,2024,154
2.0,13:28,1.0,10.0,GNB 24,7.0,3.0,Josh Jacobs left guard for no gain (tackle by Kevin Byard),0.54,0.0,11.0,2024,154
2.0,12:50,2.0,10.0,GNB 24,7.0,3.0,Josh Jacobs right tackle for -1 yards (tackle by T.J. Edwards and Zacch Pickens),0.0,-0.82,11.0,2024,154
2.0,12:08,3.0,11.0,GNB 23,7.0,3.0,Jordan Love pass complete deep left to Christian Watson for 17 yards (tackle by Jaylon Johnson and Kyler Gordon),-0.82,1.6,11.0,2024,154
2.0,11:18,1.0,10.0,GNB 40,7.0,3.0,Jordan Love pass complete short right to Chris Brooks for 4 yards (tackle by Josh Blackwell and Tremaine Edmunds),1.6,1.59,11.0,2024,154
2.0,10:39,2.0,6.0,GNB 44,7.0,3.0,Josh Jacobs right end for 3 yards (tackle by Kevin Byard),1.59,1.29,11.0,2024,154
2.0,9:54,3.0,3.0,GNB 47,7.0,3.0,Jordan Love pass incomplete short left intended for Romeo Doubs,1.29,-0.26,11.0,2024,154
2.0,9:49,4.0,3.0,GNB 47,7.0,3.0,"Penalty on Byron Cowart: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.26,2.39,11.0,2024,154
2.0,9:49,1.0,10.0,CHI 48,7.0,3.0,Jordan Love pass complete short right to Josh Jacobs for 23 yards (tackle by Jaylon Johnson),2.39,3.91,11.0,2024,154
2.0,9:06,1.0,10.0,CHI 25,7.0,3.0,Josh Jacobs left guard for 2 yards (tackle by T.J. Edwards),3.91,3.63,11.0,2024,154
2.0,8:24,2.0,8.0,CHI 23,7.0,3.0,Jordan Love pass complete short left to Chris Brooks for 9 yards (tackle by T.J. Edwards),3.63,4.65,11.0,2024,154
2.0,7:34,1.0,10.0,CHI 14,7.0,3.0,Josh Jacobs right guard for 9 yards (tackle by Kevin Byard and Elijah Hicks),4.65,5.67,11.0,2024,154
2.0,6:51,2.0,1.0,CHI 5,7.0,3.0,"Jordan Love pass incomplete short right. Penalty on Elgton Jenkins: Ineligible Downfield Pass, 5 yards (accepted) (no play)",5.67,4.71,11.0,2024,154
2.0,6:43,2.0,6.0,CHI 10,7.0,3.0,Jayden Reed right end for -5 yards (tackle by Kyler Gordon and Jaylon Johnson),4.71,3.06,11.0,2024,154
2.0,6:01,3.0,11.0,CHI 15,7.0,3.0,Jordan Love pass short right intended for Tucker Kraft is intercepted by Terell Smith at CHI-1 and returned for 23 yards (tackle by Christian Watson),3.06,-0.54,11.0,2024,154
2.0,5:49,1.0,10.0,CHI 24,7.0,3.0,D'Andre Swift right guard for 2 yards (tackle by Rashan Gary and Isaiah McDuffie),0.54,0.27,11.0,2024,154
2.0,5:07,2.0,8.0,CHI 26,7.0,3.0,Caleb Williams pass complete short right to Cole Kmet for 11 yards (tackle by Javon Bullard),0.27,1.4,11.0,2024,154
2.0,4:27,1.0,10.0,CHI 37,7.0,3.0,D'Andre Swift right tackle for no gain (tackle by Eric Wilson),1.4,0.86,11.0,2024,154
2.0,3:48,2.0,10.0,CHI 37,7.0,3.0,Caleb Williams pass complete short right to D.J. Moore for 5 yards (tackle by Evan Williams),0.86,0.83,11.0,2024,154
2.0,3:19,3.0,5.0,CHI 42,7.0,3.0,Caleb Williams scrambles left end for 13 yards (tackle by Quay Walker),0.83,2.59,11.0,2024,154
2.0,2:35,1.0,10.0,GNB 45,7.0,3.0,D.J. Moore right end for 5 yards (tackle by Quay Walker),2.59,2.72,11.0,2024,154
2.0,2:00,2.0,5.0,GNB 40,7.0,3.0,D'Andre Swift right guard for 4 yards (tackle by Kingsley Enagbare and Quay Walker),2.72,2.54,11.0,2024,154
2.0,1:25,3.0,1.0,GNB 36,7.0,3.0,Caleb Williams right end for 7 yards (tackle by Eric Stokes),2.54,3.64,11.0,2024,154
2.0,1:18,1.0,10.0,GNB 29,7.0,3.0,Caleb Williams scrambles right guard for 12 yards (tackle by Xavier McKinney),3.64,4.44,11.0,2024,154
2.0,1:11,,,,,,Timeout #1 by Green Bay Packers,,,11.0,2024,154
2.0,1:11,1.0,10.0,GNB 17,7.0,3.0,Caleb Williams pass complete short right to D.J. Moore for 12 yards (tackle by Quay Walker),4.44,6.06,11.0,2024,154
2.0,1:00,,,,,,Timeout #2 by Green Bay Packers,,,11.0,2024,154
2.0,1:00,1.0,5.0,GNB 5,7.0,3.0,D'Andre Swift right guard for 2 yards (tackle by Rashan Gary),6.06,5.53,11.0,2024,154
2.0,0:55,,,,,,Timeout #3 by Green Bay Packers,,,11.0,2024,154
2.0,0:55,2.0,3.0,GNB 3,7.0,3.0,"Roschon Johnson right tackle for 2 yards (tackle by Quay Walker) Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",5.53,5.17,11.0,2024,154
2.0,0:10,,,,,,Timeout #1 by Chicago Bears,,,11.0,2024,154
2.0,0:10,3.0,1.0,GNB 1,7.0,9.0,"Roschon Johnson left guard for 1 yard, touchdown",5.17,7.0,11.0,2024,154
2.0,0:07,,,GNB 15,7.0,10.0,Cairo Santos kicks extra point good,0.0,0.0,11.0,2024,154
2.0,0:07,,,CHI 35,7.0,10.0,"Cairo Santos kicks off 64 yards, returned by Keisean Nixon for 25 yards (tackle by Amen Ogbongbemiga)",0.0,0.67,11.0,2024,154
2.0,0:01,1.0,10.0,GNB 26,7.0,10.0,Jordan Love kneels for -1 yards,0.67,-0.01,11.0,2024,154
3.0,15:00,,,GNB 35,7.0,10.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,154
3.0,15:00,1.0,10.0,CHI 30,7.0,10.0,D'Andre Swift left end for 14 yards (tackle by Evan Williams and Eric Wilson),0.94,1.86,11.0,2024,154
3.0,14:24,1.0,10.0,CHI 44,7.0,10.0,Caleb Williams pass complete deep left to Cole Kmet for 25 yards (tackle by Carrington Valentine),1.86,3.51,11.0,2024,154
3.0,13:41,1.0,10.0,GNB 31,7.0,10.0,D'Andre Swift right tackle for 1 yard (tackle by Edgerrin Cooper),3.51,3.1,11.0,2024,154
3.0,13:06,2.0,9.0,GNB 30,7.0,10.0,Caleb Williams pass incomplete short right intended for Rome Odunze,3.1,2.41,11.0,2024,154
3.0,12:59,3.0,9.0,GNB 30,7.0,10.0,Caleb Williams pass complete short left to Keenan Allen for 7 yards (tackle by Quay Walker and Javon Bullard),2.41,2.05,11.0,2024,154
3.0,12:16,4.0,2.0,GNB 23,7.0,10.0,Caleb Williams pass complete short right to Roschon Johnson for 8 yards (tackle by Evan Williams),2.05,4.58,11.0,2024,154
3.0,11:44,1.0,10.0,GNB 15,7.0,10.0,Roschon Johnson left guard for 6 yards (tackle by Xavier McKinney),4.58,5.03,11.0,2024,154
3.0,11:08,2.0,4.0,GNB 9,7.0,10.0,Roschon Johnson right guard for no gain (tackle by Evan Williams),5.03,4.22,11.0,2024,154
3.0,10:28,3.0,4.0,GNB 9,7.0,10.0,Caleb Williams pass incomplete short middle intended for Rome Odunze,4.22,2.9,11.0,2024,154
3.0,10:21,4.0,4.0,GNB 9,7.0,13.0,Cairo Santos 27 yard field goal good,2.9,3.0,11.0,2024,154
3.0,10:17,,,CHI 35,7.0,13.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,154
3.0,10:17,1.0,10.0,GNB 30,7.0,13.0,Josh Jacobs right guard for 3 yards (tackle by T.J. Edwards and Gervon Dexter),0.94,0.8,11.0,2024,154
3.0,9:42,2.0,7.0,GNB 33,7.0,13.0,Jordan Love pass complete short right to Josh Jacobs for 21 yards (tackle by Jaylon Johnson),0.8,2.52,11.0,2024,154
3.0,9:00,1.0,10.0,CHI 46,7.0,13.0,"Jordan Love scrambles right guard for no gain (tackle by Kevin Byard). Penalty on Montez Sweat: Defensive Offside, 5 yards (accepted) (no play)",2.52,3.25,11.0,2024,154
3.0,8:41,1.0,5.0,CHI 41,7.0,13.0,Emanuel Wilson right guard for 4 yards (tackle by Tremaine Edmunds and Kevin Byard),3.25,3.19,11.0,2024,154
3.0,8:00,2.0,1.0,CHI 37,7.0,13.0,Josh Jacobs right guard for 5 yards (tackle by Tremaine Edmunds and Kevin Byard),3.19,3.45,11.0,2024,154
3.0,7:22,1.0,10.0,CHI 32,7.0,13.0,Jordan Love pass complete deep left to Christian Watson for 25 yards (tackle by Jaylon Johnson),3.45,5.6,11.0,2024,154
3.0,6:38,1.0,7.0,CHI 7,13.0,13.0,"Josh Jacobs right guard for 7 yards, touchdown",5.6,7.0,11.0,2024,154
3.0,6:34,,,CHI 15,14.0,13.0,Brandon McManus kicks extra point good,0.0,0.0,11.0,2024,154
3.0,6:34,,,GNB 35,14.0,13.0,"Brandon McManus kicks off 66 yards, returned by DeAndre Carter for 23 yards (tackle by Corey Ballentine)",0.0,0.41,11.0,2024,154
3.0,6:29,1.0,10.0,CHI 22,14.0,13.0,Caleb Williams scrambles right end for 3 yards (tackle by Javon Bullard),0.41,0.27,11.0,2024,154
3.0,6:03,2.0,7.0,CHI 25,14.0,13.0,Caleb Williams left end for 3 yards (tackle by Carrington Valentine and Evan Williams),0.27,-0.03,11.0,2024,154
3.0,5:24,3.0,4.0,CHI 28,14.0,13.0,Caleb Williams pass complete short right to Rome Odunze for 8 yards (tackle by Javon Bullard),-0.03,1.33,11.0,2024,154
3.0,4:52,1.0,10.0,CHI 36,14.0,13.0,Roschon Johnson left tackle for 7 yards (tackle by Carrington Valentine),1.33,1.74,11.0,2024,154
3.0,4:27,2.0,3.0,CHI 43,14.0,13.0,Roschon Johnson right guard for 5 yards (tackle by Brenton Cox and Keisean Nixon),1.74,2.13,11.0,2024,154
3.0,3:45,1.0,10.0,CHI 48,14.0,13.0,Caleb Williams pass incomplete deep middle intended for Keenan Allen (defended by Quay Walker),2.13,1.58,11.0,2024,154
3.0,3:35,2.0,10.0,CHI 48,14.0,13.0,Caleb Williams pass complete short left to D'Andre Swift for 8 yards (tackle by Javon Bullard and Carrington Valentine),1.58,1.95,11.0,2024,154
3.0,2:57,3.0,2.0,GNB 44,14.0,13.0,D'Andre Swift left guard for 1 yard (tackle by Edgerrin Cooper and Kingsley Enagbare),1.95,0.4,11.0,2024,154
3.0,2:18,4.0,1.0,GNB 43,14.0,13.0,Caleb Williams left tackle for 4 yards (tackle by Karl Brooks),0.4,2.98,11.0,2024,154
3.0,1:30,1.0,10.0,GNB 39,14.0,13.0,"Caleb Williams pass incomplete short right intended for D.J. Moore. Penalty on Rome Odunze: Offensive Pass Interference, 10 yards (accepted) (no play)",2.98,2.32,11.0,2024,154
3.0,1:30,1.0,20.0,GNB 49,14.0,13.0,Caleb Williams pass complete short left to Keenan Allen for 5 yards (tackle by Xavier McKinney),2.32,1.77,11.0,2024,154
3.0,0:45,2.0,15.0,GNB 44,14.0,13.0,"Penalty on Lukas Van Ness: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.77,2.44,11.0,2024,154
3.0,0:39,2.0,10.0,GNB 39,14.0,19.0,"D'Andre Swift left end for 39 yards, touchdown",2.44,7.0,11.0,2024,154
3.0,0:31,,,,,,Timeout #1 by Green Bay Packers,,,11.0,2024,154
3.0,0:31,,,GNB 2,14.0,19.0,Two Point Attempt: Caleb Williams pass incomplete intended for intended for Cole Kmet,1.0,-1.0,11.0,2024,154
3.0,0:31,,,CHI 35,14.0,19.0,"Cairo Santos kicks off 67 yards, returned by Keisean Nixon for 26 yards (tackle by Noah Sewell)",0.0,0.54,11.0,2024,154
3.0,0:26,1.0,10.0,GNB 24,14.0,19.0,Jordan Love pass complete short right to Josh Jacobs for 8 yards (tackle by T.J. Edwards),0.54,1.08,11.0,2024,154
4.0,15:00,2.0,2.0,GNB 32,14.0,19.0,Josh Jacobs right guard for 12 yards (tackle by Tremaine Edmunds and Kevin Byard),1.08,1.86,11.0,2024,154
4.0,14:19,1.0,10.0,GNB 44,14.0,19.0,Jordan Love pass complete deep right to Christian Watson for 48 yards (tackle by Kyler Gordon),1.86,5.37,11.0,2024,154
4.0,13:34,1.0,8.0,CHI 8,14.0,19.0,Josh Jacobs right guard for -1 yards (tackle by Tyrique Stevenson and Jonathan Owens),5.37,4.38,11.0,2024,154
4.0,12:56,2.0,9.0,CHI 9,14.0,19.0,Josh Jacobs right guard for 4 yards (tackle by Kevin Byard and DeMarcus Walker),4.38,4.26,11.0,2024,154
4.0,12:14,3.0,5.0,CHI 5,14.0,19.0,Jordan Love sacked by DeMarcus Walker for -1 yards,4.26,2.99,11.0,2024,154
4.0,11:28,4.0,6.0,CHI 6,14.0,19.0,Jordan Love scrambles right end for 5 yards (tackle by T.J. Edwards and Tyrique Stevenson),2.99,0.38,11.0,2024,154
4.0,11:19,1.0,10.0,CHI 2,14.0,19.0,Roschon Johnson right tackle for 3 yards (tackle by Rashan Gary and Xavier McKinney),-0.38,-0.56,11.0,2024,154
4.0,10:34,2.0,7.0,CHI 5,14.0,19.0,Caleb Williams pass complete short right to Cole Kmet for 6 yards (tackle by Isaiah McDuffie),-0.56,-0.37,11.0,2024,154
4.0,10:05,3.0,1.0,CHI 11,14.0,19.0,Roschon Johnson right guard for 1 yard (tackle by Rashan Gary),-0.37,-0.35,11.0,2024,154
4.0,9:24,1.0,10.0,CHI 12,14.0,19.0,Caleb Williams pass incomplete deep right intended for Rome Odunze,-0.35,-0.78,11.0,2024,154
4.0,9:17,2.0,10.0,CHI 12,14.0,19.0,D'Andre Swift right guard for 1 yard (tackle by Karl Brooks),-0.78,-1.3,11.0,2024,154
4.0,8:37,3.0,9.0,CHI 13,14.0,19.0,Caleb Williams pass complete short left to Keenan Allen for 17 yards (tackle by Carrington Valentine),-1.3,0.94,11.0,2024,154
4.0,8:05,1.0,10.0,CHI 30,14.0,19.0,Roschon Johnson right tackle for 6 yards (tackle by Arron Mosby and Quay Walker),0.94,1.2,11.0,2024,154
4.0,7:18,,,,,,Timeout #1 by Chicago Bears,,,11.0,2024,154
4.0,7:18,2.0,4.0,CHI 36,14.0,19.0,D'Andre Swift left end for 2 yards (tackle by Xavier McKinney),1.2,0.76,11.0,2024,154
4.0,6:35,3.0,2.0,CHI 38,14.0,19.0,Caleb Williams pass complete short left to D.J. Moore for 6 yards (tackle by Carrington Valentine),0.76,1.86,11.0,2024,154
4.0,6:06,1.0,10.0,CHI 44,14.0,19.0,Caleb Williams pass complete short left to Rome Odunze for 2 yards (tackle by Edgerrin Cooper),1.86,1.59,11.0,2024,154
4.0,5:25,2.0,8.0,CHI 46,14.0,19.0,Caleb Williams pass incomplete short left intended for Keenan Allen,1.59,0.89,11.0,2024,154
4.0,5:18,3.0,8.0,CHI 46,14.0,19.0,Caleb Williams pass complete short right to Rome Odunze for 5 yards (tackle by Keisean Nixon),0.89,0.0,11.0,2024,154
4.0,4:27,4.0,3.0,GNB 49,14.0,19.0,"Penalty on Caleb Williams: Delay of Game, 5 yards (accepted) (no play)",0.0,-0.32,11.0,2024,154
4.0,4:27,4.0,8.0,CHI 46,14.0,19.0,"Tory Taylor punts 48 yards, returned by Jayden Reed for 16 yards (tackle by Travis Homer and Daniel Hardy)",-0.32,-0.41,11.0,2024,154
4.0,4:17,1.0,10.0,GNB 22,14.0,19.0,Josh Jacobs right guard for 4 yards (tackle by Tremaine Edmunds and Chris Williams),0.41,0.41,11.0,2024,154
4.0,3:41,2.0,6.0,GNB 26,14.0,19.0,"Jordan Love pass complete deep left to Christian Watson for 60 yards (tackle by Kyler Gordon) CHI challenged the pass completion ruling, and the play was upheld.",0.41,4.65,11.0,2024,154
4.0,3:12,1.0,10.0,CHI 14,14.0,19.0,"Jordan Love scrambles right end for 13 yards (tackle by Kevin Byard) GNB challenged the runner broke the plane ruling, and the play was upheld.",4.65,6.97,11.0,2024,154
4.0,3:02,1.0,1.0,CHI 1,20.0,19.0,"Jordan Love up the middle for 1 yard, touchdown",6.97,7.0,11.0,2024,154
4.0,2:59,,,CHI 2,20.0,19.0,"Two Point Attempt: Josh Jacobs rushes, conversion fails.",1.0,-1.0,11.0,2024,154
4.0,2:59,,,GNB 35,20.0,19.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,154
4.0,2:59,1.0,10.0,CHI 30,20.0,19.0,Caleb Williams sacked by Tedarrell Slaton for -1 yards,0.94,0.26,11.0,2024,154
4.0,2:36,2.0,11.0,CHI 29,20.0,19.0,Caleb Williams sacked by Rashan Gary for -8 yards,0.26,-1.48,11.0,2024,154
4.0,2:00,3.0,19.0,CHI 21,20.0,19.0,Caleb Williams pass complete deep right to Rome Odunze for 16 yards (tackle by Evan Williams),-1.48,-0.91,11.0,2024,154
4.0,1:35,4.0,3.0,CHI 37,20.0,19.0,Caleb Williams pass complete deep right to Rome Odunze for 21 yards (tackle by Keisean Nixon),-0.91,2.79,11.0,2024,154
4.0,0:56,1.0,10.0,GNB 42,20.0,19.0,Caleb Williams pass complete short left to Keenan Allen for 12 yards (tackle by Javon Bullard),2.79,3.58,11.0,2024,154
4.0,0:35,,,,,,Timeout #3 by Green Bay Packers,,,11.0,2024,154
4.0,0:35,1.0,10.0,GNB 30,20.0,19.0,Roschon Johnson up the middle for 2 yards (tackle by Rashan Gary and Carrington Valentine),3.58,3.3,11.0,2024,154
4.0,0:03,,,,,,Timeout #3 by Chicago Bears,,,11.0,2024,154
4.0,0:03,2.0,8.0,GNB 28,20.0,19.0,Cairo Santos 46 yard field goal no good blocked by Karl Brooks,3.3,1.27,11.0,2024,154
