Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA,week,year,game_id
1.0,9:13,2.0,7.0,CLE 48,0.0,7.0,Jameis Winston pass incomplete deep right intended for Jerry Jeudy,1.79,1.09,11.0,2024,155
1.0,9:08,3.0,7.0,CLE 48,0.0,7.0,Jameis Winston pass incomplete deep right intended for Cedric Tillman,1.09,-0.19,11.0,2024,155
1.0,9:03,4.0,7.0,CLE 48,0.0,7.0,"Corey Bojorquez punts 40 yards, fair catch by Dante Pettis at NO-12",-0.19,0.35,11.0,2024,155
1.0,8:56,1.0,10.0,NOR 12,0.0,7.0,Derek Carr pass incomplete short left intended for Kevin Austin,-0.35,-0.78,11.0,2024,155
1.0,8:54,2.0,10.0,NOR 12,0.0,7.0,Derek Carr pass complete short right to Alvin Kamara for 18 yards (tackle by Grant Delpit),-0.78,0.94,11.0,2024,155
1.0,8:29,1.0,10.0,NOR 30,0.0,7.0,Derek Carr pass complete short left to Taysom Hill for 5 yards (tackle by Grant Delpit and Mohamoud Diabate),0.94,1.07,11.0,2024,155
1.0,7:55,2.0,5.0,NOR 35,0.0,7.0,Derek Carr pass complete short right to Taysom Hill for 6 yards (tackle by Mohamoud Diabate and Grant Delpit),1.07,1.66,11.0,2024,155
1.0,7:18,1.0,10.0,NOR 41,0.0,7.0,Alvin Kamara left end for 9 yards (tackle by Martin Emerson),1.66,2.34,11.0,2024,155
1.0,6:36,2.0,1.0,NOR 50,0.0,7.0,"Jordan Mims left guard for no gain (tackle by Maurice Hurst and Mohamoud Diabate). Penalty on Trevor Penning: Offensive Holding, 9 yards (accepted) (no play)",2.34,1.05,11.0,2024,155
1.0,6:14,2.0,11.0,NOR 41,0.0,7.0,Derek Carr pass complete short left to Juwan Johnson for 9 yards (tackle by Ronnie Hickman and Ogbonnia Okoronkwo),1.05,1.62,11.0,2024,155
1.0,5:30,3.0,1.0,NOR 50,0.0,7.0,Derek Carr right end for 8 yards (tackle by Mohamoud Diabate),1.62,2.79,11.0,2024,155
1.0,4:46,1.0,10.0,CLE 42,0.0,7.0,Derek Carr pass complete short left to Taysom Hill for 8 yards (tackle by Devin Bush),2.79,3.32,11.0,2024,155
1.0,4:02,2.0,2.0,CLE 34,0.0,7.0,Taysom Hill right end for -1 yards (tackle by Mohamoud Diabate and Maurice Hurst),3.32,2.48,11.0,2024,155
1.0,3:19,3.0,3.0,CLE 35,0.0,7.0,Derek Carr pass complete short left to Taysom Hill for 2 yards (tackle by Grant Delpit),2.48,1.21,11.0,2024,155
1.0,2:37,,,,,,Timeout #1 by Cleveland Browns,,,11.0,2024,155
1.0,2:37,4.0,1.0,CLE 33,0.0,7.0,"Derek Carr pass complete deep right to Foster Moreau for no gain (tackle by Greg Newsome). Penalty on Juwan Johnson: Offensive Holding, 11 yards (accepted) (no play)",1.21,0.33,11.0,2024,155
1.0,2:14,4.0,12.0,CLE 44,0.0,7.0,Matthew Hayball punts 33 yards out of bounds,0.33,0.37,11.0,2024,155
1.0,2:07,1.0,10.0,CLE 11,6.0,7.0,"Jameis Winston pass complete deep right to Jerry Jeudy for 89 yards, touchdown",-0.37,7.0,11.0,2024,155
1.0,1:52,,,NOR 15,6.0,7.0,"Penalty on Carl Granderson: Neutral Zone Infraction, 1 yard (accepted) (no play)",0.0,1.0,11.0,2024,155
1.0,1:52,1.0,1.0,NOR 2,6.0,7.0,"Two Point Attempt: Jameis Winston pass incomplete intended for. Penalty on Jameis Winston: Intentional Grounding, 10 yards (declined)",1.0,-1.0,11.0,2024,155
1.0,1:52,,,CLE 35,6.0,7.0,"Dustin Hopkins kicks off 66 yards, returned by Taysom Hill for 42 yards (tackle by Grant Delpit and D'Anthony Bell)",0.0,1.66,11.0,2024,155
1.0,1:46,1.0,10.0,NOR 41,6.0,7.0,Taysom Hill pass deep middle intended for Marquez Valdes-Scantling is intercepted by Denzel Ward at CLE-18 and returned for no gain (tackle by Marquez Valdes-Scantling),1.66,-0.04,11.0,2024,155
1.0,1:38,1.0,10.0,CLE 18,6.0,7.0,Jameis Winston pass complete short left to David Njoku for 17 yards (tackle by Demario Davis and Ugo Amadi),0.04,1.27,11.0,2024,155
1.0,1:00,1.0,10.0,CLE 35,6.0,7.0,Kadarius Toney right end for -7 yards (tackle by Carl Granderson),1.27,-0.22,11.0,2024,155
1.0,0:17,2.0,17.0,CLE 28,6.0,7.0,Jameis Winston scrambles left tackle for 8 yards (tackle by Demario Davis),-0.22,0.17,11.0,2024,155
2.0,15:00,3.0,9.0,CLE 36,6.0,7.0,Jameis Winston pass complete short middle to Elijah Moore for 1 yard (tackle by Jordan Howden),0.17,-0.91,11.0,2024,155
2.0,14:22,4.0,8.0,CLE 37,6.0,7.0,"Corey Bojorquez punts 43 yards, fair catch by Dante Pettis at NO-20",-0.91,-0.28,11.0,2024,155
2.0,14:14,1.0,10.0,NOR 20,6.0,7.0,Alvin Kamara right tackle for 7 yards (tackle by Devin Bush),0.28,0.68,11.0,2024,155
2.0,13:34,2.0,3.0,NOR 27,6.0,7.0,Alvin Kamara right guard for 2 yards (tackle by Maurice Hurst and Elerson Smith),0.68,0.23,11.0,2024,155
2.0,12:53,3.0,1.0,NOR 29,6.0,13.0,"Derek Carr pass complete short left to Marquez Valdes-Scantling for 71 yards, touchdown",0.23,7.0,11.0,2024,155
2.0,12:40,,,CLE 15,6.0,14.0,Blake Grupe kicks extra point good,0.0,0.0,11.0,2024,155
2.0,12:40,,,NOR 35,6.0,14.0,"Blake Grupe kicks off 65 yards, returned by Jerome Ford for 26 yards (tackle by Rico Payton and Anfernee Orji)",0.0,0.67,11.0,2024,155
2.0,12:34,1.0,10.0,CLE 26,6.0,14.0,Jerome Ford right end for no gain (tackle by Will Harris and Demario Davis),0.67,0.13,11.0,2024,155
2.0,11:54,2.0,10.0,CLE 26,6.0,14.0,Jameis Winston pass complete short right to Elijah Moore for 11 yards,0.13,1.4,11.0,2024,155
2.0,11:19,1.0,10.0,CLE 37,6.0,14.0,Nick Chubb right tackle for 5 yards (tackle by Demario Davis and Pete Werner),1.4,1.53,11.0,2024,155
2.0,10:42,2.0,5.0,CLE 42,6.0,14.0,"Penalty on Dawand Jones: False Start, 4 yards (accepted) (no play)",1.53,0.92,11.0,2024,155
2.0,10:25,2.0,10.0,CLE 38,6.0,14.0,Jameis Winston pass complete short right to Jordan Akins for 19 yards (tackle by Alontae Taylor and Tyrann Mathieu),0.92,2.72,11.0,2024,155
2.0,9:45,1.0,10.0,NOR 43,6.0,14.0,Jameis Winston pass incomplete short right intended for Cedric Tillman (defended by Alontae Taylor),2.72,2.18,11.0,2024,155
2.0,9:41,2.0,10.0,NOR 43,6.0,14.0,Jameis Winston pass incomplete short left intended for Cedric Tillman,2.18,1.49,11.0,2024,155
2.0,9:37,3.0,10.0,NOR 43,6.0,14.0,Jameis Winston pass complete short right to Jerry Jeudy for 11 yards (tackle by Alontae Taylor),1.49,3.45,11.0,2024,155
2.0,9:01,1.0,10.0,NOR 32,6.0,14.0,Jerome Ford right tackle for 5 yards (tackle by Demario Davis and Alontae Taylor),3.45,3.58,11.0,2024,155
2.0,8:19,2.0,5.0,NOR 27,6.0,14.0,Jerome Ford right end for 1 yard (tackle by Cameron Jordan and Demario Davis),3.58,3.01,11.0,2024,155
2.0,7:39,3.0,4.0,NOR 26,6.0,14.0,Jameis Winston sacked by Bryan Bresee for -7 yards,3.01,1.15,11.0,2024,155
2.0,6:50,4.0,11.0,NOR 33,6.0,14.0,Dustin Hopkins 51 yard field goal no good,1.15,-1.66,11.0,2024,155
2.0,6:45,1.0,10.0,NOR 41,6.0,14.0,Alvin Kamara left guard for -1 yards (tackle by Devin Bush and Jordan Hicks),1.66,0.99,11.0,2024,155
2.0,6:11,2.0,11.0,NOR 40,6.0,14.0,Derek Carr pass complete short right to Taysom Hill for 8 yards (tackle by Winston Reid and Grant Delpit),0.99,1.36,11.0,2024,155
2.0,5:27,3.0,3.0,NOR 48,6.0,14.0,Derek Carr pass complete deep right to Juwan Johnson for 20 yards (tackle by Cameron Mitchell),1.36,3.45,11.0,2024,155
2.0,4:49,1.0,10.0,CLE 32,6.0,14.0,Derek Carr pass complete short right to Alvin Kamara for 4 yards (tackle by Devin Bush),3.45,3.44,11.0,2024,155
2.0,4:00,2.0,6.0,CLE 28,6.0,14.0,Jordan Mims right tackle for 1 yard (tackle by Ogbonnia Okoronkwo),3.44,2.87,11.0,2024,155
2.0,3:27,3.0,5.0,CLE 27,6.0,14.0,Derek Carr pass complete short left to Dante Pettis for 9 yards (tackle by Martin Emerson),2.87,4.37,11.0,2024,155
2.0,2:49,1.0,10.0,CLE 18,6.0,14.0,Alvin Kamara right guard for 7 yards (tackle by Grant Delpit and Ronnie Hickman),4.37,5.01,11.0,2024,155
2.0,2:08,2.0,3.0,CLE 11,6.0,14.0,Alvin Kamara left tackle for no gain (tackle by Jordan Hicks),5.01,4.26,11.0,2024,155
2.0,2:00,3.0,3.0,CLE 11,6.0,14.0,"Derek Carr pass complete short right to Taysom Hill for 4 yards. Taysom Hill fumbles (forced by Denzel Ward), recovered by Denzel Ward at CLE-7 (tackle by Denzel Ward)",4.26,0.38,11.0,2024,155
2.0,1:55,1.0,10.0,CLE 7,6.0,14.0,Jerome Ford left tackle for 1 yard (tackle by Carl Granderson and Khalen Saunders),-0.38,-0.71,11.0,2024,155
2.0,1:50,,,,,,Timeout #1 by New Orleans Saints,,,11.0,2024,155
2.0,1:50,2.0,9.0,CLE 8,6.0,14.0,Jameis Winston pass complete short middle to David Njoku for 4 yards (tackle by Pete Werner),-0.71,-0.84,11.0,2024,155
2.0,1:44,,,,,,Timeout #2 by New Orleans Saints,,,11.0,2024,155
2.0,1:44,3.0,5.0,CLE 12,6.0,14.0,Jameis Winston pass complete deep right to Jerry Jeudy for 23 yards (tackle by Tyrann Mathieu),-0.84,1.27,11.0,2024,155
2.0,1:24,,,,,,Timeout #3 by New Orleans Saints,,,11.0,2024,155
2.0,1:24,1.0,10.0,CLE 35,6.0,14.0,Jameis Winston pass complete short right to David Njoku for 7 yards (tackle by Alontae Taylor),1.27,1.67,11.0,2024,155
2.0,1:16,,,,,,Timeout #2 by Cleveland Browns,,,11.0,2024,155
2.0,1:16,2.0,3.0,CLE 42,6.0,14.0,Jameis Winston pass complete short middle to David Njoku for 7 yards (tackle by Ugo Amadi and Kool-Aid McKinstry),1.67,2.19,11.0,2024,155
2.0,0:54,1.0,10.0,CLE 49,6.0,14.0,Jameis Winston pass complete short right to Cedric Tillman for 5 yards (tackle by Tyrann Mathieu),2.19,2.32,11.0,2024,155
2.0,0:47,2.0,5.0,NOR 46,6.0,14.0,Jameis Winston pass complete short left to Jerome Ford for 14 yards (tackle by Will Harris and Ugo Amadi),2.32,3.45,11.0,2024,155
2.0,0:40,,,,,,Timeout #3 by Cleveland Browns,,,11.0,2024,155
2.0,0:40,1.0,10.0,NOR 32,6.0,14.0,Jameis Winston pass complete short right to David Njoku for 14 yards (tackle by Demario Davis and Alontae Taylor),3.45,4.37,11.0,2024,155
2.0,0:24,1.0,10.0,NOR 18,6.0,14.0,Jameis Winston spiked the ball,4.37,3.8,11.0,2024,155
2.0,0:23,2.0,10.0,NOR 18,6.0,14.0,Jameis Winston pass complete short right to Jerry Jeudy for 4 yards (tackle by Pete Werner),3.8,3.63,11.0,2024,155
2.0,0:18,3.0,6.0,NOR 14,6.0,14.0,Jameis Winston pass incomplete short left intended for Cedric Tillman,3.63,2.53,11.0,2024,155
2.0,0:14,4.0,6.0,NOR 14,6.0,14.0,"Dustin Hopkins yard field goal no good. Penalty on Payton Turner: Defensive Holding, 5 yards (accepted) (no play)",2.53,5.14,11.0,2024,155
2.0,0:11,1.0,9.0,NOR 9,6.0,14.0,Jameis Winston pass incomplete short middle intended for Jordan Akins (defended by Cameron Jordan),5.14,4.38,11.0,2024,155
2.0,0:07,2.0,9.0,NOR 9,6.0,14.0,Jameis Winston pass incomplete short middle intended for Jordan Akins (defended by Demario Davis),4.38,3.36,11.0,2024,155
2.0,0:03,3.0,9.0,NOR 9,6.0,14.0,Dustin Hopkins 27 yard field goal no good,3.36,-0.14,11.0,2024,155
3.0,15:00,,,CLE 35,6.0,14.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,155
3.0,15:00,1.0,10.0,NOR 30,6.0,14.0,Derek Carr pass complete short right to Marquez Valdes-Scantling for 16 yards (tackle by Juan Thornhill),0.94,1.99,11.0,2024,155
3.0,14:26,1.0,10.0,NOR 46,6.0,14.0,Taysom Hill right guard for 12 yards (tackle by Devin Bush and Juan Thornhill),1.99,2.79,11.0,2024,155
3.0,13:45,1.0,10.0,CLE 42,6.0,14.0,Derek Carr pass incomplete short left,2.79,2.24,11.0,2024,155
3.0,13:41,2.0,10.0,CLE 42,6.0,14.0,Alvin Kamara up the middle for no gain (tackle by Shelby Harris),2.24,1.55,11.0,2024,155
3.0,13:12,3.0,10.0,CLE 42,6.0,14.0,Derek Carr pass incomplete short right intended for Taysom Hill,1.55,0.46,11.0,2024,155
3.0,13:07,4.0,10.0,CLE 42,6.0,14.0,"Matthew Hayball punts 34 yards, fair catch by Elijah Moore at CLE-8",0.46,0.38,11.0,2024,155
3.0,13:01,1.0,10.0,CLE 8,6.0,14.0,Jameis Winston pass incomplete deep middle intended for Elijah Moore,-0.38,-0.78,11.0,2024,155
3.0,12:55,2.0,10.0,CLE 8,6.0,14.0,Jameis Winston pass complete short middle to Cedric Tillman for 20 yards (tackle by Ugo Amadi and Tyrann Mathieu),-0.78,0.81,11.0,2024,155
3.0,12:15,1.0,10.0,CLE 28,6.0,14.0,Jameis Winston pass complete short middle to Jerry Jeudy for 4 yards (tackle by Pete Werner),0.81,0.8,11.0,2024,155
3.0,11:36,2.0,6.0,CLE 32,6.0,14.0,Nick Chubb left tackle for 14 yards (tackle by Will Harris),0.8,1.99,11.0,2024,155
3.0,10:55,1.0,10.0,CLE 46,6.0,14.0,Nick Chubb right tackle for 6 yards (tackle by Ugo Amadi and Will Harris),1.99,2.26,11.0,2024,155
3.0,10:16,2.0,4.0,NOR 48,6.0,14.0,Nick Chubb right tackle for 7 yards (tackle by Bryan Bresee and Pete Werner),2.26,2.85,11.0,2024,155
3.0,9:38,1.0,10.0,NOR 41,6.0,14.0,Jameis Winston pass complete short left to Jerry Jeudy for 11 yards (tackle by Kool-Aid McKinstry),2.85,3.58,11.0,2024,155
3.0,8:58,1.0,10.0,NOR 30,12.0,14.0,"Jameis Winston pass complete deep right to Elijah Moore for 30 yards, touchdown",3.58,7.0,11.0,2024,155
3.0,8:49,,,NOR 2,14.0,14.0,Two Point Attempt: Jameis Winston pass complete to to David Njoku for no gain,1.0,1.0,11.0,2024,155
3.0,8:49,,,CLE 35,14.0,14.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,155
3.0,8:49,1.0,10.0,NOR 30,14.0,14.0,Alvin Kamara right end for 2 yards (tackle by Isaiah McGuire and Maurice Hurst),0.94,0.66,11.0,2024,155
3.0,8:12,2.0,8.0,NOR 32,14.0,14.0,Derek Carr pass complete deep right to Foster Moreau for 19 yards (tackle by Denzel Ward),0.66,2.32,11.0,2024,155
3.0,7:35,1.0,10.0,CLE 49,14.0,14.0,Alvin Kamara left tackle for -1 yards (tackle by Devin Bush),2.32,1.65,11.0,2024,155
3.0,6:51,2.0,11.0,CLE 50,14.0,14.0,Alvin Kamara left end for -3 yards (tackle by Martin Emerson),1.65,0.56,11.0,2024,155
3.0,6:09,3.0,14.0,NOR 47,14.0,14.0,Derek Carr pass complete short right to Alvin Kamara for no gain (tackle by Dalvin Tomlinson and Grant Delpit),0.56,-0.26,11.0,2024,155
3.0,5:34,4.0,14.0,NOR 47,14.0,14.0,"Matthew Hayball punts 43 yards, fair catch by Elijah Moore at CLE-10",-0.26,0.38,11.0,2024,155
3.0,5:27,1.0,10.0,CLE 10,14.0,14.0,Nick Chubb left guard for no gain (tackle by Demario Davis and Will Harris),-0.38,-0.78,11.0,2024,155
3.0,4:53,2.0,10.0,CLE 10,14.0,14.0,Jameis Winston pass complete short right to Jerome Ford for 13 yards (tackle by Alontae Taylor),-0.78,0.48,11.0,2024,155
3.0,4:18,1.0,10.0,CLE 23,14.0,14.0,Jameis Winston pass incomplete deep right intended for Jerry Jeudy (defended by Alontae Taylor),0.48,-0.07,11.0,2024,155
3.0,4:10,2.0,10.0,CLE 23,14.0,14.0,Jerome Ford right tackle for 3 yards (tackle by Pete Werner and Demario Davis),-0.07,-0.36,11.0,2024,155
3.0,3:37,3.0,7.0,CLE 26,14.0,14.0,Jameis Winston pass incomplete deep left intended for Elijah Moore,-0.36,-1.63,11.0,2024,155
3.0,3:31,4.0,7.0,CLE 26,14.0,14.0,"Corey Bojorquez punts 52 yards, returned by Dante Pettis for 1 yard (tackle by D'Anthony Bell)",-1.63,-0.48,11.0,2024,155
3.0,3:18,1.0,10.0,NOR 23,14.0,14.0,"Derek Carr sacked by Ogbonnia Okoronkwo for -7 yards. Derek Carr fumbles (forced by Ogbonnia Okoronkwo), recovered by Derek Carr at NO-16",0.48,-1.15,11.0,2024,155
3.0,2:37,2.0,17.0,NOR 16,14.0,14.0,Alvin Kamara right guard for 4 yards (tackle by Ogbonnia Okoronkwo and Devin Bush),-1.15,-1.15,11.0,2024,155
3.0,1:58,3.0,13.0,NOR 20,14.0,14.0,Derek Carr pass complete short right to Taysom Hill for 14 yards (tackle by Jordan Hicks),-1.15,1.2,11.0,2024,155
3.0,1:16,1.0,10.0,NOR 34,14.0,14.0,Jordan Mims right end for 2 yards (tackle by Mohamoud Diabate),1.2,0.93,11.0,2024,155
3.0,0:35,2.0,8.0,NOR 36,14.0,14.0,Derek Carr pass complete deep right to Foster Moreau for 22 yards (tackle by Juan Thornhill and Denzel Ward),0.93,2.79,11.0,2024,155
4.0,15:00,1.0,10.0,CLE 42,14.0,14.0,Derek Carr pass incomplete deep middle intended for Marquez Valdes-Scantling (defended by Denzel Ward),2.79,2.24,11.0,2024,155
4.0,14:55,2.0,10.0,CLE 42,14.0,14.0,Derek Carr pass complete short right to Alvin Kamara for no gain (tackle by Devin Bush),2.24,1.55,11.0,2024,155
4.0,14:17,3.0,10.0,CLE 42,14.0,14.0,Derek Carr pass complete short right to Foster Moreau for 9 yards (tackle by Jordan Hicks and Greg Newsome),1.55,1.21,11.0,2024,155
4.0,13:29,4.0,1.0,CLE 33,14.0,20.0,"Taysom Hill right end for 33 yards, touchdown",1.21,7.0,11.0,2024,155
4.0,13:22,,,CLE 15,14.0,21.0,Blake Grupe kicks extra point good,0.0,0.0,11.0,2024,155
4.0,13:22,,,NOR 35,14.0,21.0,"Blake Grupe kicks off 60 yards, returned by Jerome Ford for 11 yards (tackle by J.T. Gray and Anfernee Orji)",0.0,-0.14,11.0,2024,155
4.0,13:17,1.0,10.0,CLE 16,14.0,21.0,Jameis Winston pass complete short right to Jamari Thrash for 11 yards (tackle by Ugo Amadi),-0.14,0.74,11.0,2024,155
4.0,12:36,1.0,10.0,CLE 27,14.0,21.0,Jameis Winston pass incomplete short left intended for Jerry Jeudy,0.74,0.2,11.0,2024,155
4.0,12:31,2.0,10.0,CLE 27,14.0,21.0,Jameis Winston pass complete short left to David Njoku for 6 yards (tackle by Demario Davis),0.2,0.3,11.0,2024,155
4.0,11:55,3.0,4.0,CLE 33,14.0,21.0,Jameis Winston pass complete short left to David Njoku for 18 yards (tackle by Jordan Howden),0.3,2.32,11.0,2024,155
4.0,11:14,1.0,10.0,NOR 49,14.0,21.0,Nick Chubb left tackle for 4 yards (tackle by Cameron Jordan),2.32,2.32,11.0,2024,155
4.0,10:36,2.0,6.0,NOR 45,14.0,21.0,"Penalty on Jack Conklin: False Start, 5 yards (accepted) (no play)",2.32,1.65,11.0,2024,155
4.0,10:36,2.0,11.0,NOR 50,14.0,21.0,Jameis Winston sacked by and Bryan Bresee for no gain and Chase Young for no gain,1.65,0.96,11.0,2024,155
4.0,9:53,3.0,11.0,NOR 50,14.0,21.0,Jameis Winston sacked by Carl Granderson for -11 yards,0.96,-0.78,11.0,2024,155
4.0,9:14,4.0,21.0,CLE 39,14.0,21.0,"Corey Bojorquez punts, returned by Dante Pettis for 53 yards, touchdown Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Corey Bojorquez punts 49 yards, returned by Dante Pettis for 53 yards (tackle by Corey Bojorquez)",-0.78,-3.25,11.0,2024,155
4.0,9:00,1.0,10.0,CLE 35,14.0,21.0,Derek Carr pass incomplete deep right intended for Foster Moreau (defended by Grant Delpit),3.25,2.7,11.0,2024,155
4.0,8:54,2.0,10.0,CLE 35,14.0,21.0,"Penalty on Dalvin Tomlinson: Encroachment, 5 yards (accepted) (no play)",2.7,3.38,11.0,2024,155
4.0,8:54,2.0,5.0,CLE 30,14.0,21.0,Alvin Kamara right tackle for 18 yards (tackle by Ronnie Hickman),3.38,4.78,11.0,2024,155
4.0,8:12,1.0,10.0,CLE 12,14.0,21.0,Taysom Hill left end for 6 yards (tackle by Martin Emerson),4.78,5.21,11.0,2024,155
4.0,7:31,2.0,4.0,CLE 6,14.0,21.0,Alvin Kamara right guard for 5 yards (tackle by Dalvin Tomlinson),5.21,6.97,11.0,2024,155
4.0,6:50,1.0,1.0,CLE 1,14.0,21.0,Alvin Kamara right tackle for no gain (tackle by Mohamoud Diabate and Jordan Hicks),6.97,5.91,11.0,2024,155
4.0,6:08,2.0,1.0,CLE 1,14.0,27.0,"Derek Carr pass complete short right to Juwan Johnson for 1 yard, touchdown",5.91,7.0,11.0,2024,155
4.0,6:04,,,CLE 15,14.0,28.0,Blake Grupe kicks extra point good,0.0,0.0,11.0,2024,155
4.0,6:04,,,NOR 35,14.0,28.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,155
4.0,6:04,1.0,10.0,CLE 30,14.0,28.0,Jameis Winston pass complete short right to Jerome Ford for 6 yards (tackle by Nathan Shepherd and Demario Davis),0.94,1.2,11.0,2024,155
4.0,5:30,2.0,4.0,CLE 36,14.0,28.0,Jameis Winston pass complete deep right to Cedric Tillman for 22 yards (tackle by Tyrann Mathieu),1.2,2.79,11.0,2024,155
4.0,5:01,1.0,10.0,NOR 42,14.0,28.0,Jameis Winston pass complete short left to Jerome Ford for -4 yards (tackle by Chase Young),2.79,1.7,11.0,2024,155
4.0,4:33,2.0,14.0,NOR 46,14.0,28.0,Jameis Winston pass complete short right to David Njoku for 4 yards (tackle by Ugo Amadi),1.7,1.55,11.0,2024,155
4.0,3:58,3.0,10.0,NOR 42,14.0,28.0,Jameis Winston pass complete short left to Elijah Moore for 8 yards (tackle by Ugo Amadi),1.55,1.1,11.0,2024,155
4.0,3:31,4.0,2.0,NOR 34,14.0,28.0,Jameis Winston pass complete short right to Elijah Moore for 8 yards (tackle by Alontae Taylor),1.1,3.84,11.0,2024,155
4.0,3:25,1.0,10.0,NOR 26,14.0,28.0,Jameis Winston pass complete short left to David Njoku for 4 yards (tackle by Kool-Aid McKinstry),3.84,3.84,11.0,2024,155
4.0,2:55,2.0,6.0,NOR 22,14.0,28.0,Jameis Winston pass incomplete short left intended for Jerry Jeudy,3.84,3.14,11.0,2024,155
4.0,2:52,,,,,,Timeout #1 by New Orleans Saints,,,11.0,2024,155
4.0,2:52,3.0,6.0,NOR 22,14.0,28.0,Jameis Winston pass incomplete short left,3.14,2.02,11.0,2024,155
4.0,2:48,4.0,6.0,NOR 22,14.0,28.0,Jameis Winston pass incomplete deep right intended for Cedric Tillman,2.02,-0.41,11.0,2024,155
4.0,2:43,1.0,10.0,NOR 22,14.0,28.0,Taysom Hill right tackle for 3 yards (tackle by Mohamoud Diabate),0.41,0.27,11.0,2024,155
4.0,2:38,,,,,,Timeout #1 by Cleveland Browns,,,11.0,2024,155
4.0,2:38,2.0,7.0,NOR 25,14.0,34.0,"Taysom Hill left end for 75 yards, touchdown",0.27,7.0,11.0,2024,155
4.0,2:26,,,CLE 15,14.0,35.0,Blake Grupe kicks extra point good,0.0,0.0,11.0,2024,155
4.0,2:26,,,NOR 35,14.0,35.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,155
4.0,2:26,1.0,10.0,CLE 30,14.0,35.0,Dorian Thompson-Robinson pass incomplete short right intended for Jordan Akins (defended by Demario Davis),0.94,0.39,11.0,2024,155
4.0,2:23,2.0,10.0,CLE 30,14.0,35.0,Pierre Strong left tackle for 3 yards (tackle by Cameron Jordan and Isaiah Foskey),0.39,0.1,11.0,2024,155
4.0,2:00,3.0,7.0,CLE 33,14.0,35.0,Pierre Strong left guard for 2 yards (tackle by Payton Turner and Demario Davis),0.1,-1.04,11.0,2024,155
4.0,1:13,4.0,5.0,CLE 35,14.0,35.0,"Corey Bojorquez punts 44 yards, fair catch by Dante Pettis at NO-21",-1.04,-0.34,11.0,2024,155
