Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA,week,year,game_id
1.0,7:00,4.0,1.0,PIT 29,0.0,3.0,"Penalty on Ben Skowronek: False Start, 5 yards (accepted) (no play)",-1.44,-1.77,11.0,2024,159
1.0,7:00,4.0,6.0,PIT 24,0.0,3.0,Corliss Waitman punts 51 yards downed by James Pierre,-1.77,-0.61,11.0,2024,159
1.0,6:48,1.0,10.0,BAL 25,0.0,3.0,Lamar Jackson pass complete deep right to Isaiah Likely for 42 yards (tackle by Damontae Kazee and Patrick Queen),0.61,3.38,11.0,2024,159
1.0,6:05,1.0,10.0,PIT 33,0.0,3.0,Derrick Henry left tackle for 4 yards (tackle by Preston Smith),3.38,3.38,11.0,2024,159
1.0,5:24,2.0,6.0,PIT 29,0.0,3.0,Lamar Jackson pass incomplete deep left intended for Diontae Johnson,3.38,2.68,11.0,2024,159
1.0,5:18,3.0,6.0,PIT 29,0.0,3.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,2.68,1.52,11.0,2024,159
1.0,5:14,4.0,6.0,PIT 29,0.0,3.0,Justin Tucker 47 yard field goal no good,1.52,-1.4,11.0,2024,159
1.0,5:10,1.0,10.0,PIT 37,0.0,3.0,Russell Wilson pass complete short right to Jaylen Warren for 3 yards (tackle by Roquan Smith),1.4,1.26,11.0,2024,159
1.0,4:34,2.0,7.0,PIT 40,0.0,3.0,Jaylen Warren left guard for 6 yards (tackle by Marlon Humphrey),1.26,1.36,11.0,2024,159
1.0,4:00,3.0,1.0,PIT 46,0.0,3.0,Russell Wilson up the middle for no gain (tackle by Broderick Washington and Roquan Smith),1.36,-0.32,11.0,2024,159
1.0,3:12,4.0,1.0,PIT 46,0.0,3.0,Najee Harris left tackle for no gain (tackle by Kyle Hamilton),-0.32,-2.52,11.0,2024,159
1.0,3:07,1.0,10.0,PIT 46,0.0,3.0,Lamar Jackson pass incomplete short right,2.52,1.98,11.0,2024,159
1.0,3:02,2.0,10.0,PIT 46,0.0,3.0,Lamar Jackson left end for 15 yards (tackle by Damontae Kazee and Elandon Roberts),1.98,3.51,11.0,2024,159
1.0,2:35,1.0,10.0,PIT 31,0.0,3.0,Lamar Jackson pass incomplete deep right intended for Isaiah Likely,3.51,2.97,11.0,2024,159
1.0,2:31,2.0,10.0,PIT 31,0.0,3.0,Lamar Jackson pass complete short right to Justice Hill for -1 yards (tackle by Patrick Queen),2.97,2.15,11.0,2024,159
1.0,1:50,3.0,11.0,PIT 32,0.0,3.0,Lamar Jackson pass incomplete short left intended for Justice Hill (defended by Dean Lowry),2.15,1.24,11.0,2024,159
1.0,1:42,4.0,11.0,PIT 32,0.0,3.0,Justin Tucker 50 yard field goal no good,1.24,-1.6,11.0,2024,159
1.0,1:38,1.0,10.0,PIT 40,0.0,3.0,Cordarrelle Patterson up the middle for no gain (tackle by Tavius Robinson),1.6,1.05,11.0,2024,159
1.0,1:12,2.0,10.0,PIT 40,0.0,3.0,Russell Wilson sacked by Odafe Oweh for -10 yards,1.05,-0.96,11.0,2024,159
1.0,0:31,3.0,20.0,PIT 30,0.0,3.0,Russell Wilson sacked by and Odafe Oweh for no gain and Brandon Stephens for no gain,-0.96,-1.37,11.0,2024,159
2.0,15:00,4.0,20.0,PIT 30,0.0,3.0,"Corliss Waitman punts 52 yards, returned by Tylan Wallace for 9 yards (tackle by James Pierre). Penalty on Sanoussi Kane: Illegal Blindside Block, 10 yards (accepted)",-1.37,0.06,11.0,2024,159
2.0,14:48,1.0,10.0,BAL 17,0.0,3.0,Derrick Henry left tackle for 3 yards (tackle by Cameron Heyward and Patrick Queen),-0.06,-0.06,11.0,2024,159
2.0,14:07,2.0,7.0,BAL 20,0.0,3.0,Lamar Jackson pass complete short middle to Zay Flowers for 23 yards (tackle by Payton Wilson),-0.06,1.8,11.0,2024,159
2.0,13:26,1.0,10.0,BAL 43,0.0,3.0,Justice Hill left guard for 4 yards (tackle by Cameron Heyward),1.8,1.79,11.0,2024,159
2.0,12:44,2.0,6.0,BAL 47,0.0,3.0,Lamar Jackson pass incomplete short middle intended for Zay Flowers (defended by Joey Porter),1.79,1.09,11.0,2024,159
2.0,12:41,3.0,6.0,BAL 47,0.0,3.0,"Lamar Jackson pass incomplete short middle intended for Rashod Bateman (defended by Cameron Heyward). Penalty on Rashod Bateman: Illegal Shift, 5 yards (declined)",1.09,-0.26,11.0,2024,159
2.0,12:38,4.0,6.0,BAL 47,0.0,3.0,"Jordan Stout punts 37 yards, fair catch by Calvin Austin at PIT-16",-0.26,0.14,11.0,2024,159
2.0,12:31,1.0,10.0,PIT 16,0.0,3.0,Najee Harris left tackle for no gain (tackle by Ar'Darius Washington and Tavius Robinson),-0.14,-0.66,11.0,2024,159
2.0,11:57,2.0,10.0,PIT 16,0.0,3.0,Russell Wilson pass complete short left to Najee Harris for 20 yards (tackle by Kyle Hamilton),-0.66,1.33,11.0,2024,159
2.0,11:12,1.0,10.0,PIT 36,0.0,3.0,Russell Wilson pass incomplete short right intended for George Pickens,1.33,0.79,11.0,2024,159
2.0,11:05,2.0,10.0,PIT 36,0.0,3.0,Russell Wilson pass complete short left to Pat Freiermuth for 9 yards (tackle by Brandon Stephens),0.79,1.29,11.0,2024,159
2.0,10:19,3.0,1.0,PIT 45,0.0,3.0,Russell Wilson pass complete short middle to George Pickens for 8 yards (tackle by Trenton Simpson),1.29,2.46,11.0,2024,159
2.0,9:50,1.0,10.0,BAL 47,0.0,3.0,Najee Harris left tackle for 11 yards (tackle by Kyle Hamilton),2.46,3.18,11.0,2024,159
2.0,9:40,1.0,10.0,BAL 36,0.0,3.0,"Penalty on Broderick Jones: Unsportsmanlike Conduct / Offense, 15 yards (offset) Penalty on Marlon Humphrey: Unsportsmanlike Conduct / Defense, 15 yards (offset) (no play)",3.18,3.18,11.0,2024,159
2.0,9:30,1.0,10.0,BAL 36,0.0,3.0,Najee Harris left guard for 2 yards (tackle by Kyle Hamilton and Roquan Smith),3.18,2.91,11.0,2024,159
2.0,9:04,2.0,8.0,BAL 34,0.0,3.0,Russell Wilson pass complete short left to Ben Skowronek for 4 yards (tackle by Marlon Humphrey),2.91,2.74,11.0,2024,159
2.0,8:22,3.0,4.0,BAL 30,0.0,3.0,Russell Wilson sacked by Odafe Oweh for -4 yards,2.74,1.06,11.0,2024,159
2.0,7:44,4.0,8.0,BAL 34,0.0,6.0,Chris Boswell 52 yard field goal good,1.06,3.0,11.0,2024,159
2.0,7:39,,,PIT 35,0.0,6.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
2.0,7:39,1.0,10.0,BAL 30,0.0,6.0,"Derrick Henry left tackle for no gain (tackle by Miles Killebrew). Penalty on Patrick Mekari: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,11.0,2024,159
2.0,7:27,1.0,20.0,BAL 20,0.0,6.0,Lamar Jackson pass complete short right to Mark Andrews for 14 yards (tackle by Minkah Fitzpatrick),0.28,0.93,11.0,2024,159
2.0,6:46,2.0,6.0,BAL 34,0.0,6.0,"Penalty on Nelson Agholor: False Start, 5 yards (accepted) (no play)",0.93,0.26,11.0,2024,159
2.0,6:32,2.0,11.0,BAL 29,0.0,6.0,Lamar Jackson pass incomplete deep middle intended for Mark Andrews,0.26,-0.43,11.0,2024,159
2.0,6:27,3.0,11.0,BAL 29,0.0,6.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers,-0.43,-1.44,11.0,2024,159
2.0,6:19,4.0,11.0,BAL 29,0.0,6.0,"Jordan Stout punts 49 yards, returned by Calvin Austin for 9 yards (tackle by Kristian Welch and Trenton Simpson)",-1.44,-1.0,11.0,2024,159
2.0,6:09,1.0,10.0,PIT 31,0.0,6.0,Russell Wilson sacked by Broderick Washington for -10 yards,1.0,-0.89,11.0,2024,159
2.0,5:35,2.0,20.0,PIT 21,0.0,6.0,Russell Wilson pass incomplete short middle intended for Najee Harris,-0.89,-1.55,11.0,2024,159
2.0,5:32,3.0,20.0,PIT 21,0.0,6.0,Russell Wilson pass complete short left to George Pickens for 8 yards (tackle by Ar'Darius Washington),-1.55,-1.44,11.0,2024,159
2.0,5:19,4.0,12.0,PIT 29,0.0,6.0,"Corliss Waitman punts 71 yards, touchback.",-1.44,-0.28,11.0,2024,159
2.0,5:07,1.0,10.0,BAL 20,0.0,6.0,"Lamar Jackson sacked by Isaiahh Loudermilk for no gain. Penalty on Patrick Queen: Defensive Holding, 5 yards (accepted) (no play)",0.28,0.61,11.0,2024,159
2.0,4:46,1.0,10.0,BAL 25,0.0,6.0,Derrick Henry up the middle for 3 yards (tackle by Larry Ogunjobi and Isaiahh Loudermilk),0.61,0.47,11.0,2024,159
2.0,4:12,2.0,7.0,BAL 28,0.0,6.0,Lamar Jackson pass complete deep middle to Rashod Bateman for 19 yards (tackle by Patrick Queen),0.47,2.06,11.0,2024,159
2.0,3:31,1.0,10.0,BAL 47,0.0,6.0,Derrick Henry left tackle for 31 yards (tackle by Minkah Fitzpatrick),2.06,4.11,11.0,2024,159
2.0,2:46,1.0,10.0,PIT 22,0.0,6.0,Lamar Jackson pass complete short left to Isaiah Likely for 18 yards (tackle by Minkah Fitzpatrick and Patrick Queen),4.11,6.28,11.0,2024,159
2.0,2:00,1.0,4.0,PIT 4,0.0,6.0,Derrick Henry left guard for 3 yards (tackle by Nick Herbig and Keeanu Benton),6.28,5.91,11.0,2024,159
2.0,1:19,2.0,1.0,PIT 1,6.0,6.0,"Derrick Henry right guard for 1 yard, touchdown",5.91,7.0,11.0,2024,159
2.0,1:16,,,PIT 15,7.0,6.0,Justin Tucker kicks extra point good,0.0,0.0,11.0,2024,159
2.0,1:16,,,BAL 35,7.0,6.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
2.0,1:16,1.0,10.0,PIT 30,7.0,6.0,Russell Wilson pass complete short left to George Pickens for 6 yards (tackle by Brandon Stephens),0.94,1.2,11.0,2024,159
2.0,0:59,2.0,4.0,PIT 36,7.0,6.0,"Russell Wilson pass complete short left to George Pickens for 5 yards (tackle by Brandon Stephens) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Russell Wilson pass incomplete short left intended for George Pickens (defended by Brandon Stephens)",1.2,0.5,11.0,2024,159
2.0,0:56,3.0,4.0,PIT 36,7.0,6.0,Russell Wilson scrambles up the middle for 3 yards (tackle by Kyle Hamilton),0.5,-0.78,11.0,2024,159
2.0,0:46,,,,,,Timeout #1 by Baltimore Ravens,,,11.0,2024,159
2.0,0:46,4.0,1.0,PIT 39,7.0,6.0,Corliss Waitman punts 52 yards out of bounds,-0.78,0.38,11.0,2024,159
2.0,0:38,1.0,10.0,BAL 9,7.0,6.0,"Lamar Jackson pass complete short middle to Isaiah Likely for 4 yards. Isaiah Likely fumbles (tackle by Keeanu Benton, recovered by Patrick Queen at BAL-19. Penalty on Minkah Fitzpatrick: Unsportsmanlike Conduct / Defense, 15 yards (offset) (tackle by Patrick Mekari). Penalty on Patrick Mekari: Unsportsmanlike Conduct / Offense, 15 yards (offset)",-0.38,-4.31,11.0,2024,159
2.0,0:29,1.0,10.0,BAL 19,7.0,6.0,"Russell Wilson scrambles up the middle for no gain (tackle by Nnamdi Madubuike). Penalty on Nate Wiggins: Defensive Holding, 5 yards (accepted) (no play)",4.31,4.65,11.0,2024,159
2.0,0:23,1.0,10.0,BAL 14,7.0,6.0,Russell Wilson pass complete short right to Pat Freiermuth for 5 yards (tackle by Nate Wiggins),4.65,4.9,11.0,2024,159
2.0,0:19,,,,,,Timeout #1 by Pittsburgh Steelers,,,11.0,2024,159
2.0,0:19,2.0,5.0,BAL 9,7.0,6.0,Russell Wilson pass incomplete short right,4.9,4.05,11.0,2024,159
2.0,0:14,,,,,,Timeout #2 by Baltimore Ravens,,,11.0,2024,159
2.0,0:14,3.0,5.0,BAL 9,7.0,6.0,"Penalty on Isaac Seumalo: False Start, 5 yards (accepted) (no play)",4.05,3.11,11.0,2024,159
2.0,0:14,3.0,10.0,BAL 14,7.0,6.0,Russell Wilson pass incomplete short left intended for George Pickens (defended by Tre'Davious White),3.11,2.51,11.0,2024,159
2.0,0:10,4.0,10.0,BAL 14,7.0,9.0,Chris Boswell 32 yard field goal good,2.51,3.0,11.0,2024,159
2.0,0:07,,,PIT 35,7.0,9.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
2.0,0:07,1.0,10.0,BAL 30,7.0,9.0,Lamar Jackson kneels for -1 yards,0.94,0.26,11.0,2024,159
3.0,15:00,,,BAL 35,7.0,9.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
3.0,15:00,1.0,10.0,PIT 30,7.0,9.0,Najee Harris left guard for 2 yards (tackle by Tavius Robinson and Broderick Washington),0.94,0.66,11.0,2024,159
3.0,14:24,2.0,8.0,PIT 32,7.0,9.0,"Najee Harris up the middle for 2 yards (tackle by Roquan Smith and Nnamdi Madubuike). Penalty on Travis Jones: Illegal Use of Hands / Defense, 5 yards (accepted)",0.66,1.53,11.0,2024,159
3.0,14:00,1.0,10.0,PIT 39,7.0,9.0,Jaylen Warren up the middle for 3 yards (tackle by Nnamdi Madubuike and Trenton Simpson),1.53,1.39,11.0,2024,159
3.0,13:28,2.0,7.0,PIT 42,7.0,9.0,Russell Wilson pass complete short middle to Jaylen Warren for 10 yards (tackle by Roquan Smith),1.39,2.39,11.0,2024,159
3.0,12:54,1.0,10.0,BAL 48,7.0,9.0,Jaylen Warren left tackle for -1 yards (tackle by Roquan Smith),2.39,1.71,11.0,2024,159
3.0,12:16,2.0,11.0,BAL 49,7.0,9.0,Justin Fields left guard for 8 yards (tackle by Ar'Darius Washington and Roquan Smith),1.71,2.08,11.0,2024,159
3.0,11:32,3.0,3.0,BAL 41,7.0,9.0,Russell Wilson pass complete short middle to Jaylen Warren for 2 yards (tackle by Roquan Smith),2.08,0.66,11.0,2024,159
3.0,10:51,4.0,1.0,BAL 39,7.0,12.0,Chris Boswell 57 yard field goal good,0.66,3.0,11.0,2024,159
3.0,10:46,,,PIT 35,7.0,12.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
3.0,10:46,1.0,10.0,BAL 30,7.0,12.0,Derrick Henry left tackle for 7 yards (tackle by Larry Ogunjobi and Elandon Roberts),0.94,1.34,11.0,2024,159
3.0,10:09,2.0,3.0,BAL 37,7.0,12.0,Derrick Henry left guard for -3 yards (tackle by T.J. Watt),1.34,0.23,11.0,2024,159
3.0,9:30,3.0,6.0,BAL 34,7.0,12.0,Lamar Jackson pass complete short left to Mark Andrews for 8 yards (tackle by Minkah Fitzpatrick),0.23,1.73,11.0,2024,159
3.0,8:51,1.0,10.0,BAL 42,7.0,12.0,Lamar Jackson pass incomplete deep middle intended for Rashod Bateman,1.73,1.19,11.0,2024,159
3.0,8:45,2.0,10.0,BAL 42,7.0,12.0,Lamar Jackson left end for 7 yards (tackle by Minkah Fitzpatrick),1.19,1.42,11.0,2024,159
3.0,8:16,3.0,3.0,BAL 49,7.0,12.0,Derrick Henry up the middle for 5 yards (tackle by Patrick Queen and Larry Ogunjobi),1.42,2.52,11.0,2024,159
3.0,7:33,1.0,10.0,PIT 46,7.0,12.0,Lamar Jackson pass complete short middle to Patrick Ricard for 5 yards (tackle by Cameron Heyward),2.52,2.65,11.0,2024,159
3.0,6:52,2.0,5.0,PIT 41,7.0,12.0,"Derrick Henry left end for no gain (tackle by Patrick Queen and Cameron Heyward). Penalty on Nick Herbig: Defensive Offside, 5 yards (accepted) (no play)",2.65,3.18,11.0,2024,159
3.0,6:31,1.0,10.0,PIT 36,7.0,12.0,Lamar Jackson pass incomplete short middle intended for Nelson Agholor (defended by Joey Porter),3.18,2.64,11.0,2024,159
3.0,6:25,2.0,10.0,PIT 36,7.0,12.0,Lamar Jackson pass incomplete short middle,2.64,1.95,11.0,2024,159
3.0,6:20,3.0,10.0,PIT 36,7.0,12.0,"Lamar Jackson pass complete to Justice Hill for 6 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Lamar Jackson pass incomplete short left intended for Justice Hill",1.95,0.88,11.0,2024,159
3.0,6:17,4.0,10.0,PIT 36,10.0,12.0,Justin Tucker 54 yard field goal good,0.88,3.0,11.0,2024,159
3.0,6:12,,,BAL 35,10.0,12.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,159
3.0,6:12,1.0,10.0,PIT 30,10.0,12.0,Russell Wilson pass complete short left to Najee Harris for 4 yards (tackle by Roquan Smith),0.94,0.93,11.0,2024,159
3.0,5:34,2.0,6.0,PIT 34,10.0,12.0,"Najee Harris left guard for no gain (tackle by Ar'Darius Washington). Penalty on Broderick Jones: Offensive Holding, 10 yards (accepted) (no play)",0.93,-0.42,11.0,2024,159
3.0,5:10,2.0,16.0,PIT 24,10.0,12.0,Russell Wilson pass complete short left to George Pickens for 17 yards (tackle by Ar'Darius Washington),-0.42,1.66,11.0,2024,159
3.0,4:38,1.0,10.0,PIT 41,10.0,12.0,Jaylen Warren left tackle for 3 yards (tackle by Kyle Van Noy and Roquan Smith),1.66,1.53,11.0,2024,159
3.0,4:06,2.0,7.0,PIT 44,10.0,12.0,Russell Wilson pass complete short right to Jaylen Warren for 12 yards (tackle by Trenton Simpson and Ar'Darius Washington),1.53,2.65,11.0,2024,159
3.0,3:31,1.0,10.0,BAL 44,10.0,12.0,Jaylen Warren right tackle for 5 yards (tackle by Ar'Darius Washington and Trenton Simpson),2.65,2.78,11.0,2024,159
3.0,2:58,2.0,5.0,BAL 39,10.0,12.0,"Jaylen Warren left tackle for no gain (tackle by Travis Jones). Penalty on Broderick Jones: Offensive Holding, 10 yards (accepted) (no play)",2.78,1.44,11.0,2024,159
3.0,2:44,2.0,15.0,BAL 49,10.0,12.0,Russell Wilson pass complete deep left to George Pickens for 37 yards (tackle by Brandon Stephens),1.44,4.78,11.0,2024,159
3.0,2:08,1.0,10.0,BAL 12,10.0,12.0,Najee Harris left guard for 4 yards (tackle by Broderick Washington and Nnamdi Madubuike),4.78,4.83,11.0,2024,159
3.0,1:34,2.0,6.0,BAL 8,10.0,12.0,Najee Harris left tackle for -1 yards (tackle by Roquan Smith),4.83,3.7,11.0,2024,159
3.0,1:03,3.0,7.0,BAL 9,10.0,12.0,Russell Wilson pass incomplete short right intended for Van Jefferson,3.7,2.96,11.0,2024,159
3.0,0:59,4.0,6.0,BAL 8,10.0,15.0,Chris Boswell 27 yard field goal good,2.96,3.0,11.0,2024,159
3.0,0:56,,,PIT 35,10.0,15.0,"Chris Boswell kicks off 65 yards, returned by Keaton Mitchell for 24 yards (tackle by Beanie Bishop). Penalty on Malik Harrison: Defensive Holding, 10 yards (accepted)",0.0,-0.28,11.0,2024,159
3.0,0:51,1.0,10.0,BAL 14,10.0,15.0,Derrick Henry left tackle for 4 yards (tackle by Larry Ogunjobi and Cameron Heyward),-0.28,-0.21,11.0,2024,159
3.0,0:12,2.0,6.0,BAL 18,10.0,15.0,Derrick Henry left tackle for no gain (tackle by Larry Ogunjobi and Elandon Roberts),-0.21,-0.92,11.0,2024,159
4.0,15:00,3.0,6.0,BAL 18,10.0,15.0,"Penalty on Zay Flowers: False Start, 5 yards (accepted) (no play)",-0.92,-1.53,11.0,2024,159
4.0,15:00,3.0,11.0,BAL 13,10.0,15.0,Lamar Jackson sacked by T.J. Watt for -2 yards,-1.53,-2.49,11.0,2024,159
4.0,14:30,4.0,13.0,BAL 11,10.0,15.0,"Jordan Stout punts 61 yards, returned by Calvin Austin for 4 yards (tackle by Tylan Wallace and Charlie Kolar)",-2.49,-1.07,11.0,2024,159
4.0,14:21,1.0,10.0,PIT 32,10.0,15.0,Russell Wilson pass incomplete short right intended for Darnell Washington (defended by Adisa Isaac),1.07,0.53,11.0,2024,159
4.0,14:17,2.0,10.0,PIT 32,10.0,15.0,Najee Harris left tackle for 5 yards (tackle by Nnamdi Madubuike),0.53,0.5,11.0,2024,159
4.0,13:41,3.0,5.0,PIT 37,10.0,15.0,Russell Wilson pass complete short left to George Pickens for 7 yards (tackle by Kyle Hamilton),0.5,1.86,11.0,2024,159
4.0,12:58,1.0,10.0,PIT 44,10.0,15.0,Jaylen Warren up the middle for 9 yards (tackle by Nnamdi Madubuike),1.86,2.53,11.0,2024,159
4.0,12:32,2.0,1.0,BAL 47,10.0,15.0,Jaylen Warren left tackle for 4 yards (tackle by Trenton Simpson),2.53,2.72,11.0,2024,159
4.0,11:48,1.0,10.0,BAL 43,10.0,15.0,Russell Wilson pass complete short middle to Darnell Washington for 25 yards (tackle by Malik Harrison and Ar'Darius Washington),2.72,4.37,11.0,2024,159
4.0,11:06,1.0,10.0,BAL 18,10.0,15.0,Najee Harris up the middle for 13 yards (tackle by Ar'Darius Washington),4.37,6.06,11.0,2024,159
4.0,10:23,1.0,5.0,BAL 5,10.0,15.0,Najee Harris up the middle for no gain (tackle by Malik Harrison and Brent Urban),6.06,5.15,11.0,2024,159
4.0,9:40,2.0,5.0,BAL 5,10.0,15.0,Russell Wilson pass incomplete short left,5.15,4.26,11.0,2024,159
4.0,9:33,3.0,5.0,BAL 5,10.0,15.0,Russell Wilson pass short right intended for Darnell Washington is intercepted by Marlon Humphrey in end zone and returned for no gain,4.26,-0.28,11.0,2024,159
4.0,9:23,1.0,10.0,BAL 20,10.0,15.0,Lamar Jackson left end for 25 yards (tackle by Joey Porter and Minkah Fitzpatrick),0.28,1.93,11.0,2024,159
4.0,8:46,1.0,10.0,BAL 45,10.0,15.0,"Lamar Jackson pass complete short right to Derrick Henry for no gain (tackle by Elandon Roberts). Penalty on Patrick Mekari: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.93,1.6,11.0,2024,159
4.0,8:38,1.0,15.0,BAL 40,10.0,15.0,Lamar Jackson pass deep left intended for Justice Hill is intercepted by Payton Wilson at PIT-36 and returned for no gain (tackle by Justice Hill),1.6,-1.33,11.0,2024,159
4.0,8:14,1.0,10.0,PIT 36,10.0,15.0,"Penalty on BAL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",1.33,2.06,11.0,2024,159
4.0,8:14,1.0,5.0,PIT 41,10.0,15.0,"Penalty on Connor Heyward: False Start, 5 yards (accepted) (no play)",2.06,1.33,11.0,2024,159
4.0,8:14,1.0,10.0,PIT 36,10.0,15.0,Najee Harris left guard for 4 yards (tackle by Malik Harrison),1.33,1.33,11.0,2024,159
4.0,7:35,2.0,6.0,PIT 40,10.0,15.0,Russell Wilson pass complete short right to Najee Harris for -1 yards (tackle by Marlon Humphrey),1.33,0.5,11.0,2024,159
4.0,7:03,3.0,7.0,PIT 39,10.0,15.0,Russell Wilson pass complete short middle to Darnell Washington for 17 yards (tackle by Ar'Darius Washington),0.5,2.65,11.0,2024,159
4.0,6:24,1.0,10.0,BAL 44,10.0,15.0,Jaylen Warren right end for 6 yards (tackle by Trenton Simpson and Ar'Darius Washington),2.65,2.92,11.0,2024,159
4.0,5:36,2.0,4.0,BAL 38,10.0,15.0,Jaylen Warren right end for 6 yards (tackle by Kyle Hamilton),2.92,3.45,11.0,2024,159
4.0,4:52,1.0,10.0,BAL 32,10.0,15.0,Najee Harris left tackle for 1 yard (tackle by Travis Jones),3.45,3.04,11.0,2024,159
4.0,4:09,2.0,9.0,BAL 31,10.0,15.0,Russell Wilson pass complete short right to Calvin Austin for -1 yards (tackle by Ar'Darius Washington),3.04,2.21,11.0,2024,159
4.0,3:46,3.0,10.0,BAL 32,10.0,15.0,Russell Wilson pass incomplete deep left intended for George Pickens (defended by Tre'Davious White),2.21,1.24,11.0,2024,159
4.0,3:40,4.0,10.0,BAL 32,10.0,18.0,Chris Boswell 50 yard field goal good,1.24,3.0,11.0,2024,159
4.0,3:35,,,PIT 35,10.0,18.0,"Chris Boswell kicks off 63 yards, returned by Keaton Mitchell for 29 yards (tackle by Beanie Bishop)",0.0,1.0,11.0,2024,159
