Quarter,Time,Down,ToGo,Location,LAR,NWE,Detail,EPB,EPA,week,year,game_id
1.0,5:05,,,LAR 15,0.0,7.0,Joey Slye kicks extra point good,0.0,0.0,11.0,2024,161
1.0,5:05,,,NWE 35,0.0,7.0,"Joey Slye kicks off 62 yards, returned by Jordan Whittington for 24 yards (tackle by Jahlani Tavai and Curtis Jacobs)",0.0,0.74,11.0,2024,161
1.0,4:59,1.0,10.0,LAR 27,0.0,7.0,Kyren Williams up the middle for 18 yards (tackle by Jahlani Tavai),0.74,1.93,11.0,2024,161
1.0,4:21,1.0,10.0,LAR 45,0.0,7.0,Kyren Williams up the middle for 4 yards (tackle by Jahlani Tavai and Daniel Ekuale),1.93,1.92,11.0,2024,161
1.0,3:48,2.0,6.0,LAR 49,0.0,7.0,Kyren Williams up the middle for 2 yards (tackle by Keion White and Anfernee Jennings),1.92,1.49,11.0,2024,161
1.0,3:05,,,,,,Timeout #1 by Los Angeles Rams,,,11.0,2024,161
1.0,3:05,3.0,4.0,NWE 49,0.0,7.0,Matthew Stafford pass incomplete short left intended for Puka Nacua,1.49,0.0,11.0,2024,161
1.0,3:00,4.0,4.0,NWE 49,0.0,7.0,Ethan Evans punts 38 yards,0.0,0.37,11.0,2024,161
1.0,2:51,1.0,10.0,NWE 11,0.0,7.0,Rhamondre Stevenson right guard for 5 yards (tackle by Jared Verse and Jonah Williams),-0.37,-0.3,11.0,2024,161
1.0,2:13,2.0,5.0,NWE 16,0.0,7.0,Drake Maye pass complete short middle to Hunter Henry for 14 yards (tackle by Quentin Lake),-0.3,0.94,11.0,2024,161
1.0,1:36,1.0,10.0,NWE 30,0.0,7.0,Antonio Gibson up the middle for 4 yards (tackle by Tyler Davis and Kobie Turner),0.94,0.93,11.0,2024,161
1.0,0:58,2.0,6.0,NWE 34,0.0,7.0,Drake Maye pass complete short right to Kendrick Bourne for 18 yards (tackle by Quentin Lake and Jaylen McCollough),0.93,2.39,11.0,2024,161
1.0,0:18,1.0,10.0,LAR 48,0.0,7.0,Antonio Gibson right end for 7 yards (tackle by Omar Speights),2.39,2.79,11.0,2024,161
2.0,15:00,2.0,3.0,LAR 41,0.0,7.0,Antonio Gibson up the middle for 1 yard (tackle by Kobie Turner and Christian Rozeboom),2.79,2.21,11.0,2024,161
2.0,14:21,3.0,2.0,LAR 40,0.0,7.0,Antonio Gibson right guard for 6 yards (tackle by Kamren Kinchens and Cobie Durant),2.21,3.31,11.0,2024,161
2.0,13:43,1.0,10.0,LAR 34,0.0,7.0,Drake Maye pass complete short left to Antonio Gibson for 2 yards (tackle by Jared Verse),3.31,3.11,11.0,2024,161
2.0,13:10,2.0,7.0,LAR 32,0.0,7.0,Drake Maye pass incomplete short right intended for Jaheim Bell (defended by Cobie Durant),3.11,2.41,11.0,2024,161
2.0,13:07,3.0,7.0,LAR 32,0.0,7.0,"Drake Maye pass complete deep right to Hunter Henry for no gain (tackle by Kamren Curl). Penalty on Vederian Lowe: Illegal Formation, 5 yards (accepted) (no play)",2.41,1.75,11.0,2024,161
2.0,12:34,3.0,12.0,LAR 37,0.0,7.0,Drake Maye pass incomplete deep left intended for Demario Douglas (defended by Quentin Lake) (defended by Kobie Turner),1.75,0.79,11.0,2024,161
2.0,12:30,4.0,12.0,LAR 37,0.0,7.0,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",0.79,0.46,11.0,2024,161
2.0,12:30,4.0,17.0,LAR 42,0.0,7.0,"Bryce Baringer punts 42 yards, touchback.",0.46,-0.28,11.0,2024,161
2.0,12:23,1.0,10.0,LAR 20,0.0,7.0,Matthew Stafford pass complete deep right to Puka Nacua for 25 yards (tackle by Jahlani Tavai and Marco Wilson),0.28,1.93,11.0,2024,161
2.0,11:45,1.0,10.0,LAR 45,0.0,7.0,Matthew Stafford pass complete short middle to Blake Corum for 7 yards (tackle by Christian Elliss),1.93,2.33,11.0,2024,161
2.0,11:04,2.0,3.0,NWE 48,0.0,7.0,Matthew Stafford pass complete short left to Demarcus Robinson for 10 yards (tackle by Marcus Jones),2.33,3.05,11.0,2024,161
2.0,10:24,1.0,10.0,NWE 38,0.0,7.0,Blake Corum right guard for 5 yards (tackle by Keion White and Daniel Ekuale),3.05,3.18,11.0,2024,161
2.0,9:49,2.0,5.0,NWE 33,0.0,7.0,Blake Corum right end for 10 yards (tackle by Marcus Jones),3.18,4.04,11.0,2024,161
2.0,9:13,1.0,10.0,NWE 23,0.0,7.0,Blake Corum left guard for 6 yards (tackle by Christian Barmore and Christian Elliss),4.04,4.38,11.0,2024,161
2.0,8:32,2.0,4.0,NWE 17,0.0,7.0,Matthew Stafford pass complete short left to Puka Nacua for 12 yards (tackle by Marco Wilson and Marcus Jones),4.38,6.06,11.0,2024,161
2.0,8:04,1.0,5.0,NWE 5,0.0,7.0,Blake Corum left tackle for no gain (tackle by Jahlani Tavai and Jeremiah Pharms),6.06,5.15,11.0,2024,161
2.0,7:22,2.0,5.0,NWE 5,6.0,7.0,"Matthew Stafford pass complete short right to Cooper Kupp for 5 yards, touchdown",5.15,7.0,11.0,2024,161
2.0,7:18,,,NWE 15,7.0,7.0,Joshua Karty kicks extra point good,0.0,0.0,11.0,2024,161
2.0,7:18,,,LAR 35,7.0,7.0,"Ethan Evans kicks off 66 yards, recovered by Javon Baker at NE-4 returned by Javon Baker for 16 yards (tackle by Nick Hampton and Ahkello Witherspoon)",0.0,0.28,11.0,2024,161
2.0,7:13,1.0,10.0,NWE 20,7.0,7.0,Rhamondre Stevenson up the middle for 1 yard (tackle by Kamren Curl),0.28,-0.13,11.0,2024,161
2.0,6:37,2.0,9.0,NWE 21,7.0,7.0,Drake Maye pass complete short middle to Austin Hooper for 6 yards (tackle by Kamren Kinchens and Byron Young),-0.13,-0.03,11.0,2024,161
2.0,5:55,3.0,3.0,NWE 27,7.0,7.0,"Drake Maye sacked by Braden Fiske for -15 yards. Drake Maye fumbles (forced by Braden Fiske), recovered by Kobie Turner at NE-12 (tackle by Ben Brown) Replay Assistant challenged the fumble ruling, and the play was upheld.",-0.03,-4.78,11.0,2024,161
2.0,5:49,1.0,10.0,NWE 12,13.0,7.0,"Matthew Stafford pass complete short right to Puka Nacua for 12 yards, touchdown",4.78,7.0,11.0,2024,161
2.0,5:45,,,NWE 15,14.0,7.0,Joshua Karty kicks extra point good,0.0,0.0,11.0,2024,161
2.0,5:45,,,LAR 35,14.0,7.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
2.0,5:45,1.0,10.0,NWE 30,14.0,7.0,Rhamondre Stevenson left tackle for 10 yards (tackle by Omar Speights and Darious Williams),0.94,1.6,11.0,2024,161
2.0,5:01,1.0,10.0,NWE 40,14.0,7.0,Drake Maye pass incomplete short right,1.6,1.05,11.0,2024,161
2.0,4:54,2.0,10.0,NWE 40,14.0,7.0,"Drake Maye pass incomplete short left intended for Hunter Henry (defended by Michael Hoecht). Penalty on Vederian Lowe: Offensive Holding, 10 yards (declined)",1.05,0.37,11.0,2024,161
2.0,4:48,3.0,10.0,NWE 40,14.0,7.0,"Penalty on Kobie Turner: Encroachment, 5 yards (accepted) (no play)",0.37,1.03,11.0,2024,161
2.0,4:48,3.0,5.0,NWE 45,14.0,7.0,"Drake Maye pass complete short left to Hunter Henry for 9 yards (tackle by Jaylen McCollough). Penalty on Jaylen McCollough: Illegal Contact, 5 yards (declined)",1.03,2.52,11.0,2024,161
2.0,4:24,1.0,10.0,LAR 46,14.0,7.0,Drake Maye pass complete short middle to Demario Douglas for 11 yards (tackle by Quentin Lake),2.52,3.25,11.0,2024,161
2.0,3:50,1.0,10.0,LAR 35,14.0,7.0,"Rhamondre Stevenson left end for no gain (tackle by Christian Rozeboom). Penalty on Jaylen McCollough: Face Mask (15 Yards), 15 yards (accepted) (no play)",3.25,4.24,11.0,2024,161
2.0,3:20,,,,,,Timeout #1 by New England Patriots,,,11.0,2024,161
2.0,3:20,1.0,10.0,LAR 20,14.0,7.0,Drake Maye pass complete short right to Rhamondre Stevenson for 6 yards (tackle by Christian Rozeboom and Cobie Durant),4.24,4.64,11.0,2024,161
2.0,2:37,2.0,4.0,LAR 14,14.0,7.0,"Penalty on Michael Jordan: False Start, 5 yards (accepted) (no play)",4.64,3.82,11.0,2024,161
2.0,2:18,2.0,9.0,LAR 19,14.0,7.0,Drake Maye scrambles right end for 6 yards (tackle by Christian Rozeboom),3.82,4.1,11.0,2024,161
2.0,2:00,3.0,3.0,LAR 13,14.0,7.0,Drake Maye pass incomplete short middle,4.1,2.67,11.0,2024,161
2.0,1:55,4.0,3.0,LAR 13,14.0,10.0,Joey Slye 32 yard field goal good,2.67,3.0,11.0,2024,161
2.0,1:52,,,NWE 35,14.0,10.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
2.0,1:52,1.0,10.0,LAR 30,14.0,10.0,Kyren Williams up the middle for 7 yards (tackle by Christian Barmore and Christian Elliss),0.94,1.34,11.0,2024,161
2.0,1:31,2.0,3.0,LAR 37,14.0,10.0,Matthew Stafford pass complete short right to Puka Nacua for 10 yards (tackle by Christian Gonzalez),1.34,2.06,11.0,2024,161
2.0,1:28,1.0,10.0,LAR 47,14.0,10.0,"Matthew Stafford pass complete short left to Kyren Williams for no gain (tackle by Jahlani Tavai). Penalty on Christian Elliss: Illegal Contact, 5 yards (accepted) (no play)",2.06,2.39,11.0,2024,161
2.0,1:21,1.0,10.0,NWE 48,14.0,10.0,Kyren Williams left guard for 4 yards (tackle by Christian Elliss),2.39,2.39,11.0,2024,161
2.0,1:00,2.0,6.0,NWE 44,14.0,10.0,Matthew Stafford pass incomplete short left intended for Tutu Atwell,2.39,1.69,11.0,2024,161
2.0,0:57,3.0,6.0,NWE 44,14.0,10.0,Matthew Stafford pass complete short right to Cooper Kupp for 5 yards (tackle by Anfernee Jennings),1.69,0.66,11.0,2024,161
2.0,0:37,4.0,1.0,NWE 39,14.0,10.0,Kyren Williams up the middle for 6 yards (tackle by Kyle Dugger and Daniel Ekuale),0.66,3.38,11.0,2024,161
2.0,0:33,,,,,,Timeout #2 by Los Angeles Rams,,,11.0,2024,161
2.0,0:33,1.0,10.0,NWE 33,14.0,10.0,Matthew Stafford pass complete short left to Demarcus Robinson for 9 yards (tackle by Jahlani Tavai),3.38,4.05,11.0,2024,161
2.0,0:16,2.0,1.0,NWE 24,14.0,10.0,"Penalty on Alaric Jackson: False Start, 5 yards (accepted) (no play)",4.05,3.38,11.0,2024,161
2.0,0:16,,,,,,Timeout #3 by Los Angeles Rams,,,11.0,2024,161
2.0,0:16,,,,,,Timeout #2 by New England Patriots,,,11.0,2024,161
2.0,0:16,2.0,6.0,NWE 29,14.0,10.0,Matthew Stafford pass complete deep left to Puka Nacua for 21 yards (tackle by Marcus Jones),3.38,5.37,11.0,2024,161
2.0,0:11,1.0,8.0,NWE 8,14.0,10.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,5.37,4.57,11.0,2024,161
2.0,0:07,,,,,,Timeout #3 by New England Patriots,,,11.0,2024,161
2.0,0:07,2.0,8.0,NWE 8,14.0,10.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,4.57,3.58,11.0,2024,161
2.0,0:03,3.0,8.0,NWE 8,14.0,10.0,Joshua Karty 26 yard field goal no good,3.58,-0.22,11.0,2024,161
3.0,15:00,,,NWE 35,14.0,10.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
3.0,15:00,1.0,10.0,LAR 30,14.0,10.0,Kyren Williams left end for 1 yard (tackle by Jeremiah Pharms and Marcus Jones),0.94,0.53,11.0,2024,161
3.0,14:19,2.0,9.0,LAR 31,20.0,10.0,"Matthew Stafford pass complete deep middle to Cooper Kupp for 69 yards, touchdown",0.53,7.0,11.0,2024,161
3.0,14:10,,,NWE 15,21.0,10.0,Joshua Karty kicks extra point good,0.0,0.0,11.0,2024,161
3.0,14:10,,,LAR 35,21.0,10.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
3.0,14:10,1.0,10.0,NWE 30,21.0,10.0,Rhamondre Stevenson right tackle for 9 yards (tackle by Quentin Lake),0.94,1.61,11.0,2024,161
3.0,13:26,2.0,1.0,NWE 39,21.0,10.0,Drake Maye pass complete short left to Kayshon Boutte for 6 yards (tackle by Quentin Lake and Kamren Kinchens),1.61,1.93,11.0,2024,161
3.0,12:54,1.0,10.0,NWE 45,21.0,10.0,Rhamondre Stevenson left end for 3 yards (tackle by Darious Williams and Michael Hoecht),1.93,1.79,11.0,2024,161
3.0,12:18,2.0,7.0,NWE 48,21.0,10.0,Drake Maye pass complete short left to Demario Douglas for 6 yards (tackle by Omar Speights),1.79,1.82,11.0,2024,161
3.0,11:40,3.0,2.0,LAR 46,21.0,10.0,Drake Maye pass complete short right to Kayshon Boutte for 8 yards (tackle by Kamren Kinchens),1.82,3.05,11.0,2024,161
3.0,10:59,1.0,10.0,LAR 38,21.0,10.0,Marcus Jones left end for 5 yards (tackle by Kamren Curl),3.05,3.18,11.0,2024,161
3.0,10:20,2.0,5.0,LAR 33,21.0,10.0,Drake Maye pass complete short middle to Hunter Henry for 15 yards (tackle by Darious Williams),3.18,4.37,11.0,2024,161
3.0,9:42,1.0,10.0,LAR 18,21.0,10.0,Drake Maye pass complete short right to Hunter Henry for 5 yards (tackle by Christian Rozeboom),4.37,4.61,11.0,2024,161
3.0,9:09,2.0,5.0,LAR 13,21.0,10.0,"Drake Maye pass complete short right to Rhamondre Stevenson for 2 yards (tackle by Quentin Lake). Penalty on Quentin Lake: Low Block, 6 yards (accepted)",4.61,6.06,11.0,2024,161
3.0,8:43,1.0,5.0,LAR 5,21.0,10.0,Drake Maye pass incomplete short right intended for Hunter Henry (defended by Kamren Curl),6.06,5.15,11.0,2024,161
3.0,8:40,2.0,5.0,LAR 5,21.0,10.0,Rhamondre Stevenson right tackle for 3 yards (tackle by Omar Speights and Kobie Turner),5.15,4.95,11.0,2024,161
3.0,7:58,3.0,2.0,LAR 2,21.0,10.0,Rhamondre Stevenson right guard for no gain (tackle by Kobie Turner),4.95,3.25,11.0,2024,161
3.0,7:10,4.0,2.0,LAR 2,21.0,10.0,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",3.25,2.97,11.0,2024,161
3.0,7:05,4.0,7.0,LAR 7,21.0,13.0,Joey Slye 25 yard field goal good,2.97,3.0,11.0,2024,161
3.0,7:02,,,NWE 35,21.0,13.0,"Joey Slye kicks off 61 yards, returned by Xavier Smith for 24 yards (tackle by Joe Giles-Harris)",0.0,0.81,11.0,2024,161
3.0,6:57,1.0,10.0,LAR 28,21.0,13.0,Kyren Williams left tackle for 12 yards (tackle by Marcus Jones),0.81,1.6,11.0,2024,161
3.0,6:20,1.0,10.0,LAR 40,21.0,13.0,Kyren Williams right end for 9 yards (tackle by Marcus Jones),1.6,2.27,11.0,2024,161
3.0,5:43,2.0,1.0,LAR 49,21.0,13.0,Matthew Stafford pass incomplete deep left intended for Demarcus Robinson,2.27,1.55,11.0,2024,161
3.0,5:37,3.0,1.0,LAR 49,21.0,13.0,Matthew Stafford up the middle for 3 yards (tackle by Jahlani Tavai),1.55,2.39,11.0,2024,161
3.0,4:54,1.0,10.0,NWE 48,21.0,13.0,Matthew Stafford pass complete deep left to Tutu Atwell for 21 yards,2.39,3.78,11.0,2024,161
3.0,4:14,1.0,10.0,NWE 27,21.0,13.0,Kyren Williams left end for 8 yards (tackle by Christian Gonzalez),3.78,4.35,11.0,2024,161
3.0,3:35,2.0,2.0,NWE 19,27.0,13.0,"Matthew Stafford pass complete deep left to Colby Parkinson for 19 yards, touchdown",4.35,7.0,11.0,2024,161
3.0,3:30,,,NWE 15,28.0,13.0,Joshua Karty kicks extra point good,0.0,0.0,11.0,2024,161
3.0,3:30,,,LAR 35,28.0,13.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
3.0,3:30,1.0,10.0,NWE 30,28.0,13.0,Rhamondre Stevenson left tackle for 2 yards (tackle by Christian Rozeboom and Jared Verse),0.94,0.66,11.0,2024,161
3.0,2:57,2.0,8.0,NWE 32,28.0,13.0,Drake Maye sacked by Braden Fiske for -3 yards,0.66,-0.43,11.0,2024,161
3.0,2:14,3.0,11.0,NWE 29,28.0,13.0,"Drake Maye pass complete short right to Rhamondre Stevenson for -1 yards. Rhamondre Stevenson fumbles (forced by Kamren Kinchens), recovered by Rhamondre Stevenson at NE-28 (tackle by Kamren Kinchens). Penalty on Jared Verse: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.43,1.8,11.0,2024,161
3.0,1:48,1.0,10.0,NWE 43,28.0,13.0,Rhamondre Stevenson right end for 5 yards (tackle by Jaylen McCollough and Christian Rozeboom),1.8,1.93,11.0,2024,161
3.0,1:18,2.0,5.0,NWE 48,28.0,13.0,"Drake Maye pass complete short left to Demario Douglas for no gain (tackle by Byron Young). Penalty on Byron Young: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.93,3.12,11.0,2024,161
3.0,0:37,1.0,10.0,LAR 37,28.0,13.0,Drake Maye scrambles left end for 16 yards (tackle by Quentin Lake),3.12,4.17,11.0,2024,161
4.0,15:00,1.0,10.0,LAR 21,28.0,13.0,Drake Maye pass complete short left to Rhamondre Stevenson for 9 yards (tackle by Kobie Turner),4.17,5.16,11.0,2024,161
4.0,14:20,2.0,1.0,LAR 12,28.0,13.0,Rhamondre Stevenson up the middle for 3 yards (tackle by Christian Rozeboom and Jake Hummel),5.16,5.14,11.0,2024,161
4.0,13:38,1.0,9.0,LAR 9,28.0,13.0,Drake Maye scrambles left end for 5 yards (tackle by Kamren Curl),5.14,5.34,11.0,2024,161
4.0,12:49,2.0,4.0,LAR 4,28.0,19.0,"Drake Maye pass complete short left to Vederian Lowe for 4 yards, touchdown",5.34,7.0,11.0,2024,161
4.0,12:45,,,LAR 15,28.0,19.0,Joey Slye kicks extra point blocked blocked by Michael Hoecht,0.0,-1.0,11.0,2024,161
4.0,12:45,,,NWE 35,28.0,19.0,"Joey Slye kicks off 65 yards, returned by Xavier Smith for 34 yards (tackle by Dell Pettus and Sione Takitaki)",0.0,1.2,11.0,2024,161
4.0,12:38,1.0,10.0,LAR 34,28.0,19.0,Blake Corum left tackle for no gain (tackle by Daniel Ekuale and Marcus Jones),1.2,0.66,11.0,2024,161
4.0,11:54,2.0,10.0,LAR 34,28.0,19.0,Matthew Stafford pass incomplete deep right intended for Cooper Kupp,0.66,-0.03,11.0,2024,161
4.0,11:49,3.0,10.0,LAR 34,28.0,19.0,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Christian Gonzalez),-0.03,-0.78,11.0,2024,161
4.0,11:09,4.0,5.0,LAR 39,28.0,19.0,"Ethan Evans punts 50 yards, fair catch by Marcus Jones at NE-11",-0.78,0.37,11.0,2024,161
4.0,11:03,1.0,10.0,NWE 11,28.0,19.0,Rhamondre Stevenson up the middle for -2 yards (tackle by Tyler Davis and Michael Hoecht),-0.37,-0.93,11.0,2024,161
4.0,10:30,2.0,12.0,NWE 9,28.0,19.0,Drake Maye pass complete short middle to Kayshon Boutte for 13 yards (tackle by Kamren Kinchens),-0.93,0.41,11.0,2024,161
4.0,10:00,1.0,10.0,NWE 22,28.0,19.0,Rhamondre Stevenson right guard for 4 yards (tackle by Omar Speights and Michael Hoecht),0.41,0.41,11.0,2024,161
4.0,9:34,2.0,6.0,NWE 26,28.0,19.0,Drake Maye pass complete short right to Kendrick Bourne for 21 yards (tackle by Omar Speights),0.41,2.06,11.0,2024,161
4.0,9:02,1.0,10.0,NWE 47,28.0,19.0,Jamycal Hasty right tackle for -3 yards (tackle by Kobie Turner),2.06,1.11,11.0,2024,161
4.0,8:36,2.0,13.0,NWE 44,28.0,19.0,Drake Maye pass complete short right to Hunter Henry for 11 yards (tackle by Jaylen McCollough),1.11,1.88,11.0,2024,161
4.0,8:06,3.0,2.0,LAR 45,28.0,19.0,Jamycal Hasty right tackle for 5 yards (tackle by Ahkello Witherspoon and Jared Verse),1.88,2.92,11.0,2024,161
4.0,7:41,1.0,10.0,LAR 40,28.0,19.0,Drake Maye pass complete short left to Austin Hooper for 9 yards (tackle by Jaylen McCollough and Quentin Lake),2.92,3.59,11.0,2024,161
4.0,7:10,2.0,1.0,LAR 31,28.0,19.0,Rhamondre Stevenson right tackle for 3 yards (tackle by Tyler Davis),3.59,3.71,11.0,2024,161
4.0,6:40,1.0,10.0,LAR 28,28.0,19.0,Drake Maye pass complete short left to Kayshon Boutte for 6 yards (tackle by Darious Williams),3.71,3.98,11.0,2024,161
4.0,6:12,2.0,4.0,LAR 22,28.0,19.0,Rhamondre Stevenson up the middle for 3 yards (tackle by Michael Hoecht and Christian Rozeboom),3.98,3.72,11.0,2024,161
4.0,5:44,3.0,1.0,LAR 19,28.0,19.0,Rhamondre Stevenson up the middle for no gain (tackle by Michael Hoecht and Christian Rozeboom),3.72,2.34,11.0,2024,161
4.0,4:57,4.0,1.0,LAR 19,28.0,19.0,"Penalty on Ja'Lynn Polk: False Start, 4 yards (accepted) (no play)",2.34,1.98,11.0,2024,161
4.0,4:57,4.0,5.0,LAR 23,28.0,22.0,Joey Slye 42 yard field goal good,1.98,3.0,11.0,2024,161
4.0,4:54,,,NWE 35,28.0,22.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,161
4.0,4:54,1.0,10.0,LAR 30,28.0,22.0,Matthew Stafford pass complete short right to Cooper Kupp for 18 yards (tackle by Dell Pettus),0.94,2.13,11.0,2024,161
4.0,4:12,1.0,10.0,LAR 48,28.0,22.0,Kyren Williams up the middle for 2 yards (tackle by Davon Godchaux and Kyle Dugger),2.13,1.85,11.0,2024,161
4.0,3:29,2.0,8.0,LAR 50,28.0,22.0,Kyren Williams up the middle for 5 yards (tackle by Christian Barmore),1.85,1.82,11.0,2024,161
4.0,2:43,3.0,3.0,NWE 45,28.0,22.0,Matthew Stafford pass complete short left to Puka Nacua for 6 yards (tackle by Marcus Jones),1.82,2.98,11.0,2024,161
4.0,2:37,,,,,,Timeout #1 by New England Patriots,,,11.0,2024,161
4.0,2:37,1.0,10.0,NWE 39,28.0,22.0,Matthew Stafford pass incomplete short right intended for Demarcus Robinson (defended by Keion White),2.98,2.44,11.0,2024,161
4.0,2:35,,,,,,Timeout #1 by Los Angeles Rams,,,11.0,2024,161
4.0,2:35,2.0,10.0,NWE 39,28.0,22.0,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by Christian Gonzalez),2.44,2.28,11.0,2024,161
4.0,2:27,,,,,,Timeout #2 by New England Patriots,,,11.0,2024,161
4.0,2:27,,,,,,Timeout #2 by Los Angeles Rams,,,11.0,2024,161
4.0,2:27,3.0,6.0,NWE 35,28.0,22.0,Matthew Stafford pass incomplete deep left intended for Puka Nacua (defended by Jonathan Jones),2.28,0.97,11.0,2024,161
4.0,2:22,4.0,6.0,NWE 35,28.0,22.0,"Ethan Evans punts 30 yards out of bounds. Penalty on Omar Speights: Illegal Formation, 5 yards (accepted)",0.97,0.38,11.0,2024,161
4.0,2:14,1.0,10.0,NWE 10,28.0,22.0,Drake Maye pass incomplete short right intended for Hunter Henry (defended by Kamren Curl),-0.38,-0.78,11.0,2024,161
4.0,2:11,2.0,10.0,NWE 10,28.0,22.0,"Drake Maye pass complete deep right to Kendrick Bourne for 18 yards (tackle by Ahkello Witherspoon). Penalty on Ahkello Witherspoon: Defensive Pass Interference, 15 yards (declined)",-0.78,0.81,11.0,2024,161
4.0,2:06,1.0,10.0,NWE 28,28.0,22.0,Rhamondre Stevenson up the middle for 4 yards (tackle by Braden Fiske and Christian Rozeboom),0.81,0.8,11.0,2024,161
4.0,2:00,2.0,6.0,NWE 32,28.0,22.0,Drake Maye sacked by Byron Young for -7 yards,0.8,-0.82,11.0,2024,161
