Quarter,Time,Down,ToGo,Location,JAX,DET,Detail,EPB,EPA,week,year,game_id
2.0,12:32,2.0,1.0,JAX 1,3.0,13.0,"Jahmyr Gibbs up the middle for 1 yard, touchdown",5.91,7.0,11.0,2024,156
2.0,12:26,,,JAX 15,3.0,14.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
2.0,12:26,,,DET 35,3.0,14.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
2.0,12:26,1.0,10.0,JAX 30,3.0,14.0,Travis Etienne up the middle for 1 yard (tackle by Malcolm Rodriguez and James Houston),0.94,0.53,11.0,2024,156
2.0,11:48,,,,,,Timeout #1 by Jacksonville Jaguars,,,11.0,2024,156
2.0,11:48,2.0,9.0,JAX 31,3.0,14.0,"Penalty on Anton Harrison: False Start, 5 yards (accepted) (no play)",0.53,-0.15,11.0,2024,156
2.0,11:48,2.0,14.0,JAX 26,3.0,14.0,Mac Jones pass incomplete deep left intended for Evan Engram,-0.15,-0.82,11.0,2024,156
2.0,11:44,3.0,14.0,JAX 26,3.0,14.0,Mac Jones pass complete short right to Travis Etienne for -3 yards (tackle by Amik Robertson),-0.82,-1.83,11.0,2024,156
2.0,11:04,4.0,17.0,JAX 23,3.0,14.0,"Logan Cooke punts 56 yards, returned by Kalif Raymond for 15 yards (tackle by Anthony Pittman)",-1.83,-1.33,11.0,2024,156
2.0,10:51,1.0,10.0,DET 36,3.0,14.0,"Jared Goff pass complete short left to Amon-Ra St. Brown for 2 yards, lateral to Jameson Williams for 9 yards (tackle by Antonio Johnson)",1.33,2.06,11.0,2024,156
2.0,10:19,1.0,10.0,DET 47,3.0,14.0,David Montgomery up the middle for 11 yards (tackle by DaVon Hamilton and Myles Cole),2.06,2.79,11.0,2024,156
2.0,9:48,1.0,10.0,JAX 42,3.0,14.0,David Montgomery left tackle for 8 yards (tackle by Ventrell Miller),2.79,3.32,11.0,2024,156
2.0,9:21,2.0,2.0,JAX 34,3.0,14.0,David Montgomery up the middle for 5 yards (tackle by Travon Walker and Jeremiah Ledbetter),3.32,3.64,11.0,2024,156
2.0,8:40,1.0,10.0,JAX 29,3.0,14.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 12 yards (tackle by Darnell Savage),3.64,4.44,11.0,2024,156
2.0,8:02,1.0,10.0,JAX 17,3.0,14.0,Jared Goff pass complete short right to David Montgomery for 6 yards (tackle by Foyesade Oluokun and Ventrell Miller),4.44,4.89,11.0,2024,156
2.0,7:27,2.0,4.0,JAX 11,3.0,14.0,Jared Goff scrambles right end for 5 yards (tackle by Antonio Johnson),4.89,5.83,11.0,2024,156
2.0,6:44,1.0,6.0,JAX 6,3.0,20.0,"David Montgomery up the middle for 6 yards, touchdown",5.83,7.0,11.0,2024,156
2.0,6:39,,,JAX 15,3.0,21.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
2.0,6:39,,,DET 35,3.0,21.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
2.0,6:39,1.0,10.0,JAX 30,3.0,21.0,Mac Jones pass complete short right to Travis Etienne for 8 yards (tackle by Carlton Davis and Alex Anzalone),0.94,1.47,11.0,2024,156
2.0,6:01,2.0,2.0,JAX 38,3.0,21.0,Travis Etienne right tackle for 3 yards (tackle by Jack Campbell),1.47,1.66,11.0,2024,156
2.0,5:22,1.0,10.0,JAX 41,3.0,21.0,Mac Jones pass incomplete deep right intended for Devin Duvernay,1.66,1.12,11.0,2024,156
2.0,5:15,2.0,10.0,JAX 41,3.0,21.0,Mac Jones pass incomplete deep left intended for Gabriel Davis,1.12,0.43,11.0,2024,156
2.0,5:10,,,,,,Timeout #2 by Jacksonville Jaguars,,,11.0,2024,156
2.0,5:10,3.0,10.0,JAX 41,3.0,21.0,Mac Jones pass incomplete deep right intended for Brian Thomas,0.43,-0.65,11.0,2024,156
2.0,5:05,4.0,10.0,JAX 41,3.0,21.0,"Logan Cooke punts 43 yards, fair catch by Kalif Raymond at DET-16",-0.65,0.14,11.0,2024,156
2.0,4:58,1.0,10.0,DET 16,3.0,21.0,Jared Goff pass complete short right to Jahmyr Gibbs for 54 yards (tackle by Ventrell Miller),-0.14,3.58,11.0,2024,156
2.0,4:18,1.0,10.0,JAX 30,3.0,21.0,Jahmyr Gibbs right end for 3 yards (tackle by Arik Armstead),3.58,3.44,11.0,2024,156
2.0,3:37,2.0,7.0,JAX 27,3.0,21.0,Jahmyr Gibbs right end for no gain (tackle by Montaric Brown),3.44,2.74,11.0,2024,156
2.0,2:53,3.0,7.0,JAX 27,3.0,27.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for 27 yards, touchdown",2.74,7.0,11.0,2024,156
2.0,2:46,,,JAX 15,3.0,28.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
2.0,2:46,,,DET 35,3.0,28.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
2.0,2:46,1.0,10.0,JAX 30,3.0,28.0,Travis Etienne right end for 3 yards (tackle by Brian Branch),0.94,0.8,11.0,2024,156
2.0,2:21,2.0,7.0,JAX 33,3.0,28.0,Mac Jones pass complete short right to Luke Farrell for 3 yards (tackle by Ben Niemann),0.8,0.5,11.0,2024,156
2.0,2:00,3.0,4.0,JAX 36,3.0,28.0,Mac Jones pass complete short left to Gabriel Davis for 3 yards (tackle by Amik Robertson and Jack Campbell),0.5,-0.78,11.0,2024,156
2.0,1:26,4.0,1.0,JAX 39,3.0,28.0,Mac Jones up the middle for 2 yards (tackle by Alim McNeill),-0.78,1.66,11.0,2024,156
2.0,1:02,1.0,10.0,JAX 41,3.0,28.0,Mac Jones pass complete short middle to Brian Thomas for 24 yards (tackle by Carlton Davis),1.66,3.25,11.0,2024,156
2.0,0:46,,,,,,Timeout #1 by Detroit Lions,,,11.0,2024,156
2.0,0:46,1.0,10.0,DET 35,3.0,28.0,"Penalty on Brian Thomas: False Start, 5 yards (accepted) (no play)",3.25,2.92,11.0,2024,156
2.0,0:46,1.0,15.0,DET 40,3.0,28.0,Mac Jones pass incomplete short right,2.92,2.03,11.0,2024,156
2.0,0:39,2.0,15.0,DET 40,3.0,28.0,Mac Jones pass complete short right to Parker Washington for 10 yards (tackle by James Houston),2.03,2.68,11.0,2024,156
2.0,0:18,3.0,5.0,DET 30,3.0,28.0,Mac Jones pass complete short right to Evan Engram for 7 yards,2.68,4.04,11.0,2024,156
2.0,0:13,1.0,10.0,DET 23,3.0,28.0,Travis Etienne right end for 1 yard (tackle by Kerby Joseph),4.04,3.63,11.0,2024,156
2.0,0:08,2.0,9.0,DET 22,3.0,28.0,Mac Jones pass complete short middle to Evan Engram for 5 yards (tackle by Carlton Davis),3.63,3.66,11.0,2024,156
2.0,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,,11.0,2024,156
2.0,0:03,3.0,4.0,DET 17,6.0,28.0,"Cam Little 35 yard field goal good. Penalty on Alim McNeill: Unnecessary Roughness / Defense, 15 yards (accepted)",3.66,3.0,11.0,2024,156
3.0,15:00,,,JAX 50,6.0,28.0,"Cam Little kicks off 50 yards, touchback.",0.0,0.28,11.0,2024,156
3.0,15:00,1.0,10.0,DET 20,6.0,28.0,Jared Goff scrambles up the middle for 5 yards (tackle by Devin Lloyd),0.28,0.41,11.0,2024,156
3.0,14:27,2.0,5.0,DET 25,6.0,28.0,Jared Goff pass complete short left to Jameson Williams for 5 yards (tackle by Foyesade Oluokun),0.41,0.94,11.0,2024,156
3.0,13:40,1.0,10.0,DET 30,6.0,28.0,David Montgomery right tackle for 6 yards (tackle by Andre Cisco),0.94,1.2,11.0,2024,156
3.0,13:05,2.0,4.0,DET 36,6.0,34.0,"Jared Goff pass complete deep middle to Jameson Williams for 64 yards, touchdown",1.2,7.0,11.0,2024,156
3.0,12:55,,,JAX 15,6.0,35.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
3.0,12:55,,,DET 35,6.0,35.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
3.0,12:55,1.0,10.0,JAX 30,6.0,35.0,Mac Jones pass complete short right to Travis Etienne for 1 yard (tackle by Kindle Vildor),0.94,0.53,11.0,2024,156
3.0,12:23,2.0,9.0,JAX 31,6.0,35.0,Mac Jones pass incomplete deep right intended for Gabriel Davis,0.53,-0.16,11.0,2024,156
3.0,12:17,3.0,9.0,JAX 31,6.0,35.0,Mac Jones pass incomplete short right intended for Parker Washington,-0.16,-1.31,11.0,2024,156
3.0,12:12,4.0,9.0,JAX 31,6.0,35.0,Logan Cooke punts 52 yards out of bounds,-1.31,0.06,11.0,2024,156
3.0,12:05,1.0,10.0,DET 17,6.0,35.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 26 yards (tackle by Ronald Darby),-0.06,1.8,11.0,2024,156
3.0,11:32,1.0,10.0,DET 43,6.0,35.0,David Montgomery up the middle for 1 yard (tackle by Devin Lloyd and Foyesade Oluokun),1.8,1.39,11.0,2024,156
3.0,11:07,2.0,9.0,DET 44,6.0,35.0,Jared Goff pass incomplete short middle intended for Jameson Williams,1.39,0.69,11.0,2024,156
3.0,11:03,3.0,9.0,DET 44,6.0,35.0,Jared Goff pass complete deep middle to Jameson Williams for 22 yards (tackle by Andre Cisco and Foyesade Oluokun),0.69,3.31,11.0,2024,156
3.0,10:15,1.0,10.0,JAX 34,6.0,35.0,Jared Goff pass complete short middle to David Montgomery for 9 yards (tackle by Tyson Campbell and Myles Cole),3.31,3.99,11.0,2024,156
3.0,9:22,2.0,1.0,JAX 25,6.0,35.0,"David Montgomery right tackle for 5 yards (tackle by Josh Hines-Allen and DaVon Hamilton). Penalty on Allen Robinson: Unnecessary Roughness / Offense, 15 yards (accepted)",3.99,3.25,11.0,2024,156
3.0,9:05,1.0,10.0,JAX 35,6.0,35.0,Jared Goff scrambles right end for 8 yards (tackle by Jarrian Jones),3.25,3.78,11.0,2024,156
3.0,8:19,2.0,2.0,JAX 27,6.0,35.0,David Montgomery left tackle for 4 yards (tackle by DaVon Hamilton),3.78,4.04,11.0,2024,156
3.0,7:37,1.0,10.0,JAX 23,6.0,35.0,Amon-Ra St. Brown left end for -4 yards (tackle by Josh Hines-Allen),4.04,2.96,11.0,2024,156
3.0,7:03,2.0,14.0,JAX 27,6.0,35.0,"Jared Goff pass incomplete short left. Penalty on Jarrian Jones: Illegal Contact, 5 yards (accepted) (no play)",2.96,4.11,11.0,2024,156
3.0,6:56,1.0,10.0,JAX 22,6.0,35.0,David Montgomery left tackle for 5 yards (tackle by Jordan Jefferson and Tyson Campbell),4.11,4.29,11.0,2024,156
3.0,6:26,2.0,5.0,JAX 17,6.0,35.0,David Montgomery up the middle for 2 yards (tackle by Ventrell Miller),4.29,3.93,11.0,2024,156
3.0,5:43,3.0,3.0,JAX 15,6.0,35.0,David Montgomery up the middle for 1 yard (tackle by Josh Hines-Allen),3.93,2.63,11.0,2024,156
3.0,5:06,4.0,2.0,JAX 14,6.0,35.0,Jared Goff pass complete short middle to Tim Patrick for 9 yards (tackle by Tyson Campbell),2.63,6.06,11.0,2024,156
3.0,4:21,1.0,5.0,JAX 5,6.0,41.0,"Jared Goff pass complete short left to Brock Wright for 5 yards, touchdown",6.06,7.0,11.0,2024,156
3.0,4:16,,,JAX 15,6.0,42.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
3.0,4:16,,,DET 35,6.0,42.0,"Jake Bates kicks off 64 yards, returned by Devin Duvernay for 29 yards (tackle by Pat O'Connor and Malcolm Rodriguez)",0.0,0.94,11.0,2024,156
3.0,4:10,1.0,10.0,JAX 30,6.0,42.0,Travis Etienne left end for 2 yards (tackle by Alim McNeill and Ben Niemann),0.94,0.66,11.0,2024,156
3.0,3:34,2.0,8.0,JAX 32,6.0,42.0,Mac Jones pass complete short left to Brian Thomas for 21 yards (tackle by Brian Branch),0.66,2.46,11.0,2024,156
3.0,2:56,1.0,10.0,DET 47,6.0,42.0,"Mac Jones pass incomplete short middle intended for Brenton Strange. Penalty on Jack Campbell: Defensive Pass Interference, 6 yards (accepted) (no play)",2.46,2.85,11.0,2024,156
3.0,2:56,1.0,10.0,DET 41,6.0,42.0,Travis Etienne up the middle for 9 yards (tackle by Malcolm Rodriguez and Brian Branch),2.85,3.52,11.0,2024,156
3.0,2:26,2.0,1.0,DET 32,6.0,42.0,Mac Jones pass deep right intended for Luke Farrell is intercepted by Kerby Joseph at DET-4 and returned for no gain (tackle by Luke Farrell),3.52,0.38,11.0,2024,156
3.0,2:18,1.0,10.0,DET 4,6.0,42.0,Jahmyr Gibbs up the middle for 16 yards (tackle by Montaric Brown and Darnell Savage),-0.38,0.28,11.0,2024,156
3.0,1:42,1.0,10.0,DET 20,6.0,42.0,Jared Goff pass incomplete deep left intended for Tim Patrick,0.28,-0.27,11.0,2024,156
3.0,1:37,2.0,10.0,DET 20,6.0,42.0,Jahmyr Gibbs left tackle for 7 yards (tackle by Devin Lloyd),-0.27,-0.03,11.0,2024,156
3.0,0:57,3.0,3.0,DET 27,6.0,42.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 23 yards (tackle by Tyson Campbell),-0.03,2.26,11.0,2024,156
3.0,0:15,1.0,10.0,DET 50,6.0,42.0,Jameson Williams right end for 2 yards (tackle by Darnell Savage),2.26,1.98,11.0,2024,156
4.0,15:00,2.0,8.0,JAX 48,6.0,42.0,Jahmyr Gibbs right tackle for 4 yards (tackle by Jarrian Jones),1.98,1.82,11.0,2024,156
4.0,14:28,3.0,4.0,JAX 44,6.0,42.0,Jared Goff pass complete deep right to Amon-Ra St. Brown for 22 yards (tackle by Montaric Brown),1.82,4.11,11.0,2024,156
4.0,14:10,1.0,10.0,JAX 22,6.0,42.0,Jared Goff pass complete short middle to Tim Patrick for 13 yards (tackle by Jarrian Jones and Foyesade Oluokun),4.11,5.14,11.0,2024,156
4.0,13:27,1.0,9.0,JAX 9,6.0,48.0,"Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards, touchdown",5.14,7.0,11.0,2024,156
4.0,13:23,,,JAX 15,6.0,49.0,Jake Bates kicks extra point good,0.0,0.0,11.0,2024,156
4.0,13:23,,,DET 35,6.0,49.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
4.0,13:23,1.0,10.0,JAX 30,6.0,49.0,Travis Etienne up the middle for -1 yards (tackle by Jack Campbell),0.94,0.26,11.0,2024,156
4.0,12:46,2.0,11.0,JAX 29,6.0,49.0,Mac Jones pass complete short right to Brian Thomas for 12 yards (tackle by Kindle Vildor),0.26,1.66,11.0,2024,156
4.0,12:04,1.0,10.0,JAX 41,6.0,49.0,Travis Etienne left tackle for 2 yards (tackle by Brian Branch),1.66,1.39,11.0,2024,156
4.0,11:22,2.0,8.0,JAX 43,6.0,49.0,Mac Jones pass complete short middle to Brian Thomas for 23 yards (tackle by Terrion Arnold and Kerby Joseph),1.39,3.31,11.0,2024,156
4.0,10:45,1.0,10.0,DET 34,6.0,49.0,D'Ernest Johnson up the middle for 3 yards (tackle by Jack Campbell and D.J. Reader),3.31,3.18,11.0,2024,156
4.0,10:07,2.0,7.0,DET 31,6.0,49.0,Mac Jones pass incomplete deep left intended for Devin Duvernay,3.18,2.48,11.0,2024,156
4.0,10:02,3.0,7.0,DET 31,6.0,49.0,Mac Jones pass incomplete deep right intended for Parker Washington,2.48,1.32,11.0,2024,156
4.0,9:57,4.0,7.0,DET 31,6.0,49.0,Mac Jones sacked by and Za'Darius Smith for -9 yards and Jack Campbell for -9 yards,1.32,-1.66,11.0,2024,156
4.0,9:53,1.0,10.0,DET 41,6.0,49.0,Craig Reynolds left tackle for 19 yards (tackle by Antonio Johnson and Tyson Campbell),1.66,2.92,11.0,2024,156
4.0,9:14,1.0,10.0,JAX 40,6.0,49.0,Hendon Hooker scrambles right end for 2 yards (tackle by Arik Armstead),2.92,2.64,11.0,2024,156
4.0,8:35,2.0,8.0,JAX 38,6.0,49.0,Craig Reynolds up the middle for 2 yards (tackle by Jeremiah Ledbetter and Myles Cole),2.64,2.21,11.0,2024,156
4.0,7:57,3.0,6.0,JAX 36,6.0,49.0,Hendon Hooker pass incomplete short right intended for Allen Robinson,2.21,0.88,11.0,2024,156
4.0,7:53,4.0,6.0,JAX 36,6.0,52.0,Jake Bates 54 yard field goal good,0.88,3.0,11.0,2024,156
4.0,7:49,,,DET 35,6.0,52.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,11.0,2024,156
4.0,7:49,1.0,10.0,JAX 30,6.0,52.0,Travis Etienne left tackle for 3 yards (tackle by Jack Campbell),0.94,0.8,11.0,2024,156
4.0,7:09,2.0,7.0,JAX 33,6.0,52.0,Mac Jones pass incomplete deep left intended for Evan Engram,0.8,0.1,11.0,2024,156
4.0,7:03,3.0,7.0,JAX 33,6.0,52.0,"Mac Jones pass complete deep left to Brian Thomas for 33 yards (tackle by Brandon Joseph) DET challenged the pass completion ruling, and the original play was overturned. Mac Jones pass incomplete deep left intended for Brian Thomas (defended by Brandon Joseph)",0.1,-1.18,11.0,2024,156
4.0,6:58,4.0,7.0,JAX 33,6.0,52.0,"Penalty on Josiah Deguara: False Start, 5 yards (accepted) (no play)",-1.18,-1.5,11.0,2024,156
4.0,6:58,4.0,12.0,JAX 28,6.0,52.0,"Logan Cooke punts 61 yards, returned by Kalif Raymond for 15 yards (tackle by Chad Muma)",-1.5,-0.67,11.0,2024,156
4.0,6:45,1.0,10.0,DET 26,6.0,52.0,Sione Vaki up the middle for 7 yards (tackle by Jordan Jefferson),0.67,1.07,11.0,2024,156
4.0,6:04,2.0,3.0,DET 33,6.0,52.0,Sione Vaki left tackle for -1 yards (tackle by Tyler Lacy),1.07,0.23,11.0,2024,156
4.0,5:24,3.0,4.0,DET 32,6.0,52.0,"Hendon Hooker pass complete short left to Allen Robinson for 7 yards (tackle by Tyson Campbell). Penalty on Ventrell Miller: Unnecessary Roughness / Defense, 15 yards (accepted)",0.23,2.52,11.0,2024,156
4.0,4:58,1.0,10.0,JAX 46,6.0,52.0,Sione Vaki left end for 4 yards (tackle by Arik Armstead and Devin Lloyd),2.52,2.52,11.0,2024,156
4.0,4:20,2.0,6.0,JAX 42,6.0,52.0,"Sione Vaki left end for no gain (tackle by Montaric Brown). Penalty on Michael Niese: Offensive Holding, 10 yards (accepted) (no play)",2.52,1.17,11.0,2024,156
4.0,4:15,2.0,16.0,DET 48,6.0,52.0,Hendon Hooker pass complete deep middle to Kalif Raymond for 21 yards (tackle by Montaric Brown and Antonio Johnson),1.17,3.51,11.0,2024,156
4.0,3:34,1.0,10.0,JAX 31,6.0,52.0,Sione Vaki right end for -2 yards (tackle by Jeremiah Ledbetter and Chad Muma),3.51,2.7,11.0,2024,156
4.0,2:53,2.0,12.0,JAX 33,6.0,52.0,Hendon Hooker pass complete short right to Kalif Raymond for 9 yards (tackle by Ventrell Miller and Chad Muma),2.7,3.2,11.0,2024,156
4.0,2:10,3.0,3.0,JAX 24,6.0,52.0,Sione Vaki right tackle for 1 yard (tackle by Travon Walker and Jordan Jefferson),3.2,2.05,11.0,2024,156
4.0,2:00,4.0,2.0,JAX 23,6.0,52.0,Hendon Hooker up the middle for 3 yards (tackle by Tyler Lacy),2.05,4.24,11.0,2024,156
4.0,1:17,1.0,10.0,JAX 20,6.0,52.0,Hendon Hooker kneels for -1 yards,4.24,3.56,11.0,2024,156
4.0,0:37,2.0,11.0,JAX 21,6.0,52.0,Hendon Hooker kneels for -1 yards,3.56,2.74,11.0,2024,156
