Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA,week,year,game_id
1,8:41,2.0,6.0,DEN 27,0.0,0.0,"Russell Wilson pass incomplete deep right intended for Courtland Sutton. Penalty on Sam Webb: Defensive Pass Interference, 18 yards (accepted) (no play)",0.47,1.93,11.0,2022,160
1,8:36,1.0,10.0,DEN 45,0.0,0.0,Chase Edmonds right guard for 4 yards (tackle by Bilal Nichols and Chandler Jones),1.93,1.92,11.0,2022,160
1,8:00,2.0,6.0,DEN 49,0.0,0.0,Russell Wilson pass complete short right to Courtland Sutton for 16 yards (tackle by Sam Webb),1.92,3.25,11.0,2022,160
1,7:17,1.0,10.0,LVR 35,0.0,0.0,Chase Edmonds left guard for 2 yards (tackle by Jerry Tillery),3.25,2.97,11.0,2022,160
1,6:33,2.0,8.0,LVR 33,0.0,0.0,"Russell Wilson pass complete to Kendall Hinton for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Russell Wilson pass complete short right to Kendall Hinton for 32 yards (tackle by Duron Harmon)",2.97,6.97,11.0,2022,160
1,6:25,1.0,1.0,LVR 1,0.0,6.0,"Latavius Murray up the middle for 1 yard, touchdown",6.97,7.0,11.0,2022,160
1,6:22,,,LVR 15,0.0,7.0,Brandon McManus kicks extra point good,0.0,0.0,11.0,2022,160
1,6:22,,,DEN 35,0.0,7.0,"Brandon McManus kicks off 56 yards, returned by Ameer Abdullah for 16 yards (tackle by Eric Saubert). Penalty on Brittain Brown: Offensive Holding, 10 yards (accepted)",0.0,-0.22,11.0,2022,160
1,6:16,1.0,10.0,LVR 15,0.0,7.0,"Derek Carr pass incomplete short right intended for Davante Adams. Penalty on Damarri Mathis: Illegal Contact, 5 yards (accepted) (no play)",-0.22,0.28,11.0,2022,160
1,6:11,1.0,10.0,LVR 20,0.0,7.0,Josh Jacobs right guard for 7 yards (tackle by Jonathon Cooper),0.28,0.68,11.0,2022,160
1,5:34,2.0,3.0,LVR 27,0.0,7.0,Josh Jacobs right guard for 14 yards (tackle by Mike Purcell and Kareem Jackson),0.68,1.66,11.0,2022,160
1,4:56,1.0,10.0,LVR 41,0.0,7.0,Derek Carr pass complete short right to Mack Hollins for 9 yards (tackle by Jonathon Cooper),1.66,2.34,11.0,2022,160
1,4:17,2.0,1.0,LVR 50,0.0,7.0,Josh Jacobs left guard for 2 yards (tackle by Josey Jewell),2.34,2.39,11.0,2022,160
1,3:33,1.0,10.0,DEN 48,0.0,7.0,Derek Carr pass complete short left to Brandon Bolden for 4 yards (tackle by Alex Singleton),2.39,2.39,11.0,2022,160
1,2:46,2.0,6.0,DEN 44,0.0,7.0,Derek Carr pass complete short right to Josh Jacobs for 4 yards (tackle by Josey Jewell),2.39,2.21,11.0,2022,160
1,2:03,3.0,2.0,DEN 40,0.0,7.0,Josh Jacobs right guard for 2 yards (tackle by Mike Purcell),2.21,3.05,11.0,2022,160
1,1:18,1.0,10.0,DEN 38,0.0,7.0,Josh Jacobs left guard for 6 yards (tackle by Jonathon Cooper and Josey Jewell),3.05,3.32,11.0,2022,160
1,0:35,2.0,4.0,DEN 32,0.0,7.0,Josh Jacobs right end for 5 yards (tackle by Damarri Mathis),3.32,3.78,11.0,2022,160
2,15:00,1.0,10.0,DEN 27,0.0,7.0,"Derek Carr sacked by Alex Singleton for no gain. Penalty on Andre James: Offensive Holding, 10 yards (accepted) (no play)",3.78,3.12,11.0,2022,160
2,14:40,1.0,20.0,DEN 37,0.0,7.0,Derek Carr sacked by Josey Jewell for -9 yards,3.12,0.67,11.0,2022,160
2,14:00,2.0,29.0,DEN 46,0.0,7.0,Josh Jacobs left end for no gain (tackle by Jacob Martin and DeShawn Williams),0.67,0.04,11.0,2022,160
2,13:13,3.0,29.0,DEN 46,0.0,7.0,Derek Carr pass complete deep middle to Mack Hollins for 18 yards (tackle by Damarri Mathis),0.04,1.59,11.0,2022,160
2,12:31,4.0,11.0,DEN 28,0.0,7.0,Daniel Carlson 46 yard field goal no good,1.59,-1.33,11.0,2022,160
2,12:26,1.0,10.0,DEN 36,0.0,7.0,Russell Wilson pass complete short middle to Melvin Gordon for 4 yards (tackle by Denzel Perryman),1.33,1.33,11.0,2022,160
2,11:53,2.0,6.0,DEN 40,0.0,7.0,Melvin Gordon left end for 9 yards (tackle by Sam Webb),1.33,2.19,11.0,2022,160
2,11:30,1.0,10.0,DEN 49,0.0,7.0,Russell Wilson pass complete short left to Eric Saubert for 9 yards (tackle by Jayon Brown),2.19,2.86,11.0,2022,160
2,10:52,2.0,1.0,LVR 42,0.0,7.0,Melvin Gordon left guard for 10 yards (tackle by Duron Harmon and Trevon Moehrig),2.86,3.45,11.0,2022,160
2,10:09,1.0,10.0,LVR 32,0.0,7.0,Russell Wilson pass incomplete deep right intended for Brandon Johnson,3.45,2.9,11.0,2022,160
2,10:02,2.0,10.0,LVR 32,0.0,7.0,Latavius Murray right guard for 2 yards (tackle by Denzel Perryman and Andrew Billings),2.9,2.48,11.0,2022,160
2,9:26,3.0,8.0,LVR 30,0.0,7.0,Russell Wilson pass incomplete short left intended for Courtland Sutton,2.48,1.41,11.0,2022,160
2,9:24,4.0,8.0,LVR 30,0.0,10.0,Brandon McManus 48 yard field goal good,1.41,3.0,11.0,2022,160
2,9:19,,,DEN 35,0.0,10.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,160
2,9:19,1.0,10.0,LVR 25,0.0,10.0,"Josh Jacobs left tackle for 1 yard (tackle by Josey Jewell and Alex Singleton). Penalty on Alex Bars: Offensive Holding, 10 yards (accepted)",0.61,-0.28,11.0,2022,160
2,9:14,1.0,19.0,LVR 16,0.0,10.0,Derek Carr pass incomplete deep right intended for Mack Hollins,-0.28,-1.29,11.0,2022,160
2,9:07,2.0,19.0,LVR 16,0.0,10.0,Derek Carr pass complete deep left to Davante Adams for 23 yards (tackle by Alex Singleton),-1.29,1.53,11.0,2022,160
2,8:27,1.0,10.0,LVR 39,0.0,10.0,Josh Jacobs right tackle for 4 yards (tackle by Jonathon Cooper and Alex Singleton),1.53,1.53,11.0,2022,160
2,7:51,2.0,6.0,LVR 43,0.0,10.0,Josh Jacobs left tackle for 7 yards (tackle by DeShawn Williams),1.53,2.26,11.0,2022,160
2,7:11,1.0,10.0,LVR 50,0.0,10.0,Derek Carr pass complete to Mack Hollins for 8 yards (tackle by Josey Jewell),2.26,2.79,11.0,2022,160
2,6:32,2.0,2.0,DEN 42,0.0,10.0,Josh Jacobs left tackle for 11 yards (tackle by Damarri Mathis),2.79,3.51,11.0,2022,160
2,5:44,1.0,10.0,DEN 31,6.0,10.0,"Derek Carr pass complete deep right to Davante Adams for 31 yards, touchdown",3.51,7.0,11.0,2022,160
2,5:36,,,DEN 15,7.0,10.0,Daniel Carlson kicks extra point good,0.0,0.0,11.0,2022,160
2,5:36,,,LVR 35,7.0,10.0,"Penalty on Dre'Mont Jones: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",0.0,-2.26,11.0,2022,160
2,5:36,1.0,10.0,LVR 50,7.0,10.0,"Daniel Carlson kicks off 47 yards, returned by Montrell Washington for 11 yards (tackle by Luke Masterson)",2.26,-0.28,11.0,2022,160
2,5:33,1.0,10.0,DEN 14,7.0,10.0,Russell Wilson pass complete short left to Kendall Hinton for 17 yards (tackle by Roderic Teamer),-0.28,1.0,11.0,2022,160
2,5:01,1.0,10.0,DEN 31,7.0,10.0,Russell Wilson pass complete short left to Melvin Gordon for no gain,1.0,0.46,11.0,2022,160
2,4:36,2.0,10.0,DEN 31,7.0,10.0,"Penalty on Quinn Meinerz: False Start, 5 yards (accepted) (no play)",0.46,-0.22,11.0,2022,160
2,4:11,2.0,15.0,DEN 26,7.0,10.0,Russell Wilson pass complete short left to Melvin Gordon for 11 yards (tackle by Jayon Brown),-0.22,0.56,11.0,2022,160
2,3:25,3.0,4.0,DEN 37,7.0,10.0,"Russell Wilson pass complete short left to Greg Dulcich for 7 yards (tackle by Sam Webb). Penalty on Courtland Sutton: Illegal Blindside Block, 15 yards (accepted)",0.56,-0.49,11.0,2022,160
2,2:56,3.0,12.0,DEN 29,7.0,10.0,Russell Wilson scrambles left end for 8 yards (tackle by Isaiah Pola-Mao),-0.49,1.4,11.0,2022,160
2,2:32,1.0,10.0,DEN 37,7.0,10.0,"Penalty on Maxx Crosby: Unnecessary Roughness / Defense, 15 yards (accepted)",1.4,2.39,11.0,2022,160
2,2:32,1.0,10.0,LVR 48,7.0,10.0,Latavius Murray left guard for 5 yards (tackle by Andrew Billings and Bilal Nichols),2.39,2.52,11.0,2022,160
2,2:03,2.0,5.0,LVR 43,7.0,10.0,Russell Wilson pass complete short left to Kendall Hinton for 8 yards (tackle by Duron Harmon),2.52,3.25,11.0,2022,160
2,1:59,1.0,10.0,LVR 35,7.0,10.0,Russell Wilson pass complete short right to Latavius Murray for no gain (tackle by Roderic Teamer),3.25,2.7,11.0,2022,160
2,1:20,2.0,10.0,LVR 35,7.0,10.0,Latavius Murray up the middle for 2 yards (tackle by Neil Farrell and Roderic Teamer),2.7,2.28,11.0,2022,160
2,1:15,,,,,,Timeout #1 by Las Vegas Raiders,,,11.0,2022,160
2,1:15,3.0,8.0,LVR 33,7.0,10.0,Russell Wilson pass complete deep right to Courtland Sutton for 21 yards (tackle by Rock Ya-Sin),2.28,4.78,11.0,2022,160
2,0:51,1.0,10.0,LVR 12,7.0,10.0,Russell Wilson pass complete short right to Eric Saubert for 7 yards (tackle by Isaiah Pola-Mao and Bilal Nichols),4.78,5.41,11.0,2022,160
2,0:41,,,,,,Timeout #1 by Denver Broncos,,,11.0,2022,160
2,0:41,2.0,3.0,LVR 5,7.0,10.0,Melvin Gordon left guard for 2 yards (tackle by Chandler Jones and Andrew Billings),5.41,5.06,11.0,2022,160
2,0:34,,,,,,Timeout #2 by Denver Broncos,,,11.0,2022,160
2,0:34,3.0,1.0,LVR 3,7.0,10.0,"Melvin Gordon right guard for 1 yard. Melvin Gordon fumbles (forced by Maxx Crosby), recovered by Quinn Meinerz at LV-7",5.06,2.98,11.0,2022,160
2,0:02,,,,,,Timeout #3 by Denver Broncos,,,11.0,2022,160
2,0:02,4.0,5.0,LVR 7,7.0,10.0,Brandon McManus 25 yard field goal no good blocked by Maxx Crosby,2.98,-0.28,11.0,2022,160
3,15:00,,,LVR 35,7.0,10.0,"Daniel Carlson kicks off 65 yards, recovered by Montrell Washington in end zone returned by Montrell Washington for 13 yards (tackle by DJ Turner and Luke Masterson)",0.0,-0.32,11.0,2022,160
3,14:57,1.0,10.0,DEN 13,7.0,10.0,Latavius Murray left end for -4 yards (tackle by Denzel Perryman),-0.32,-1.07,11.0,2022,160
3,14:18,2.0,14.0,DEN 9,7.0,10.0,Russell Wilson pass complete short left to Latavius Murray for 5 yards (tackle by Isaiah Pola-Mao),-1.07,-1.3,11.0,2022,160
3,13:40,3.0,9.0,DEN 14,7.0,10.0,Russell Wilson sacked by Maxx Crosby for -2 yards,-1.3,-2.49,11.0,2022,160
3,13:04,4.0,11.0,DEN 12,7.0,10.0,"Corliss Waitman punts 43 yards, returned by Keelan Cole for 2 yards (tackle by Delarrin Turner-Yell and P.J. Locke). Penalty on Brandon Bolden: Running Into the Kicker, 5 yards (declined)",-2.49,-2.06,11.0,2022,160
3,12:52,1.0,10.0,LVR 47,7.0,10.0,Josh Jacobs left tackle for 15 yards (tackle by Alex Singleton),2.06,3.05,11.0,2022,160
3,12:12,1.0,10.0,DEN 38,7.0,10.0,Derek Carr pass incomplete short right intended for Davante Adams,3.05,2.51,11.0,2022,160
3,12:06,2.0,10.0,DEN 38,7.0,10.0,Josh Jacobs up the middle for 5 yards (tackle by Alex Singleton and Nik Bonitto),2.51,2.48,11.0,2022,160
3,11:23,3.0,5.0,DEN 33,7.0,10.0,Josh Jacobs left end for no gain (tackle by Baron Browning and Alex Singleton),2.48,1.17,11.0,2022,160
3,10:39,4.0,5.0,DEN 33,10.0,10.0,Daniel Carlson 52 yard field goal good,1.17,3.0,11.0,2022,160
3,10:37,,,LVR 35,10.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,160
3,10:37,1.0,10.0,DEN 25,10.0,10.0,Russell Wilson pass complete short left to Greg Dulcich for 1 yard (tackle by Roderic Teamer),0.61,0.2,11.0,2022,160
3,9:56,2.0,9.0,DEN 26,10.0,10.0,"Russell Wilson pass incomplete deep right intended for Kendall Hinton. Penalty on Maxx Crosby: Defensive Offside, 5 yards (accepted) (no play)",0.2,0.87,11.0,2022,160
3,9:51,2.0,4.0,DEN 31,10.0,10.0,Latavius Murray right guard for 3 yards (tackle by Maxx Crosby),0.87,0.56,11.0,2022,160
3,9:12,3.0,1.0,DEN 34,10.0,10.0,Latavius Murray right guard for 3 yards (tackle by Andrew Billings),0.56,1.4,11.0,2022,160
3,8:38,1.0,10.0,DEN 37,10.0,10.0,Latavius Murray up the middle for 3 yards (tackle by Clelin Ferrell and Jayon Brown),1.4,1.26,11.0,2022,160
3,8:04,2.0,7.0,DEN 40,10.0,10.0,Russell Wilson pass incomplete deep right intended for Greg Dulcich,1.26,0.56,11.0,2022,160
3,7:59,3.0,7.0,DEN 40,10.0,10.0,Russell Wilson pass incomplete short right,0.56,-0.72,11.0,2022,160
3,7:53,4.0,7.0,DEN 40,10.0,10.0,"Corliss Waitman punts 39 yards, returned by Keelan Cole for 12 yards (tackle by Jacob Bobenmoyer)",-0.72,-1.14,11.0,2022,160
3,7:44,1.0,10.0,LVR 33,10.0,10.0,Josh Jacobs left guard for 7 yards (tackle by Matt Henningsen and Josey Jewell),1.14,1.54,11.0,2022,160
3,7:06,2.0,3.0,LVR 40,10.0,10.0,Josh Jacobs left guard for no gain (tackle by Matt Henningsen and Josey Jewell),1.54,0.83,11.0,2022,160
3,6:23,3.0,3.0,LVR 40,10.0,10.0,Derek Carr pass complete short right to Davante Adams for 12 yards (tackle by Alex Singleton),0.83,2.39,11.0,2022,160
3,5:35,1.0,10.0,DEN 48,10.0,10.0,"Derek Carr pass incomplete short middle intended for Davante Adams (defended by Josey Jewell). Penalty on Davante Adams: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",2.39,-0.18,11.0,2022,160
3,5:30,,,,,,Timeout #1 by Denver Broncos,,,11.0,2022,160
3,5:30,2.0,25.0,LVR 37,10.0,10.0,Derek Carr pass incomplete intended for Mack Hollins,-0.18,-0.82,11.0,2022,160
3,5:26,3.0,25.0,LVR 37,10.0,10.0,Derek Carr pass complete to Ameer Abdullah for 5 yards (tackle by Baron Browning),-0.82,-0.59,11.0,2022,160
3,4:43,4.0,20.0,LVR 42,10.0,10.0,"AJ Cole punts 48 yards, returned by Montrell Washington for 18 yards. Montrell Washington fumbles (forced by Jesper Horsted). Montrell Washington fumbles out of bounds",-0.59,-0.81,11.0,2022,160
3,4:35,1.0,10.0,DEN 28,10.0,10.0,Latavius Murray right tackle for 4 yards (tackle by Bilal Nichols),0.81,0.8,11.0,2022,160
3,3:57,2.0,6.0,DEN 32,10.0,10.0,Latavius Murray right guard for 4 yards (tackle by Chandler Jones and Roderic Teamer),0.8,0.63,11.0,2022,160
3,3:26,3.0,2.0,DEN 36,10.0,10.0,Russell Wilson pass complete deep left to Courtland Sutton for 23 yards,0.63,2.85,11.0,2022,160
3,2:57,1.0,10.0,LVR 41,10.0,10.0,Latavius Murray left tackle for 4 yards (tackle by Andrew Billings and Maxx Crosby),2.85,2.85,11.0,2022,160
3,2:26,2.0,6.0,LVR 37,10.0,10.0,Latavius Murray left guard for 7 yards (tackle by Denzel Perryman and Chandler Jones),2.85,3.58,11.0,2022,160
3,1:40,1.0,10.0,LVR 30,10.0,10.0,Latavius Murray left end for 1 yard (tackle by Andrew Billings and Clelin Ferrell),3.58,3.17,11.0,2022,160
3,1:05,2.0,9.0,LVR 29,10.0,10.0,Russell Wilson pass complete short right to Melvin Gordon for 3 yards (tackle by Maxx Crosby),3.17,2.87,11.0,2022,160
3,0:29,3.0,6.0,LVR 26,10.0,10.0,Russell Wilson sacked by Maxx Crosby for -8 yards,2.87,1.06,11.0,2022,160
4,15:00,4.0,14.0,LVR 34,10.0,13.0,Brandon McManus 52 yard field goal good,1.06,3.0,11.0,2022,160
4,14:56,,,DEN 35,10.0,13.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,160
4,14:56,1.0,10.0,LVR 25,10.0,13.0,Josh Jacobs left tackle for 2 yards (tackle by DeShawn Williams and Jonathon Cooper),0.61,0.33,11.0,2022,160
4,14:15,2.0,8.0,LVR 27,10.0,13.0,Derek Carr pass incomplete short left intended for Mack Hollins,0.33,-0.36,11.0,2022,160
4,14:11,3.0,8.0,LVR 27,10.0,13.0,Derek Carr pass incomplete deep left intended for Ameer Abdullah,-0.36,-1.57,11.0,2022,160
4,14:07,4.0,8.0,LVR 27,10.0,13.0,"AJ Cole punts 58 yards, returned by Montrell Washington for 9 yards (tackle by Darien Butler and Luke Masterson)",-1.57,-0.54,11.0,2022,160
4,13:52,1.0,10.0,DEN 24,10.0,13.0,Russell Wilson pass complete short right to Courtland Sutton for 6 yards (tackle by Rock Ya-Sin),0.54,0.81,11.0,2022,160
4,13:27,2.0,4.0,DEN 30,10.0,13.0,Melvin Gordon left guard for -1 yards (tackle by Denzel Perryman),0.81,-0.03,11.0,2022,160
4,12:47,3.0,5.0,DEN 29,10.0,13.0,Russell Wilson sacked by Tyler Hall for -11 yards,-0.03,-2.24,11.0,2022,160
4,12:11,4.0,16.0,DEN 18,10.0,13.0,"Corliss Waitman punts 54 yards, returned by Keelan Cole for 7 yards (tackle by Justin Strnad)",-2.24,-1.27,11.0,2022,160
4,12:02,1.0,10.0,LVR 35,10.0,13.0,Derek Carr pass complete short right to Mack Hollins for 5 yards (tackle by Damarri Mathis),1.27,1.4,11.0,2022,160
4,11:20,2.0,5.0,LVR 40,10.0,13.0,Derek Carr pass complete short right to Mack Hollins for 5 yards (tackle by Damarri Mathis),1.4,1.93,11.0,2022,160
4,10:47,1.0,10.0,LVR 45,10.0,13.0,Josh Jacobs up the middle for -1 yards (tackle by Baron Browning),1.93,1.25,11.0,2022,160
4,10:10,2.0,11.0,LVR 44,10.0,13.0,Derek Carr pass incomplete short middle intended for Davante Adams,1.25,0.56,11.0,2022,160
4,10:07,,,,,,Timeout #1 by Las Vegas Raiders,,,11.0,2022,160
4,10:07,3.0,11.0,LVR 44,10.0,13.0,"Derek Carr pass incomplete deep middle intended for Keelan Cole. Penalty on Essang Bassey: Defensive Holding, 5 yards (accepted) (no play)",0.56,2.19,11.0,2022,160
4,10:01,1.0,10.0,LVR 49,10.0,13.0,Josh Jacobs right guard for 6 yards (tackle by Jonathon Cooper and Damarri Mathis),2.19,2.53,11.0,2022,160
4,9:24,2.0,3.0,DEN 45,10.0,13.0,Josh Jacobs right tackle for 7 yards (tackle by Josey Jewell and Matt Henningsen),2.53,3.05,11.0,2022,160
4,8:41,1.0,10.0,DEN 38,10.0,13.0,Josh Jacobs up the middle for 4 yards (tackle by Jonathon Cooper),3.05,3.05,11.0,2022,160
4,8:00,2.0,6.0,DEN 34,10.0,13.0,"Penalty on Jakob Johnson: False Start, 5 yards (accepted) (no play)",3.05,2.37,11.0,2022,160
4,8:00,2.0,11.0,DEN 39,10.0,13.0,Derek Carr pass complete short left to Ameer Abdullah for no gain (tackle by Alex Singleton),2.37,1.68,11.0,2022,160
4,7:16,3.0,11.0,DEN 39,10.0,13.0,Derek Carr pass incomplete short middle intended for Davante Adams (defended by DeShawn Williams),1.68,0.66,11.0,2022,160
4,7:11,4.0,11.0,DEN 39,13.0,13.0,Daniel Carlson 57 yard field goal good,0.66,3.0,11.0,2022,160
4,7:06,,,LVR 35,13.0,13.0,"Daniel Carlson kicks off 64 yards, returned by Montrell Washington for 17 yards (tackle by Matthias Farley and Brandon Bolden)",0.0,0.04,11.0,2022,160
4,7:02,1.0,10.0,DEN 18,13.0,13.0,Russell Wilson pass complete short right to Brandon Johnson for 2 yards,0.04,-0.13,11.0,2022,160
4,6:26,2.0,8.0,DEN 20,13.0,13.0,Russell Wilson pass complete short right to Latavius Murray for 9 yards (tackle by Tyler Hall),-0.13,0.87,11.0,2022,160
4,6:02,1.0,10.0,DEN 29,13.0,13.0,Russell Wilson pass complete short middle to Courtland Sutton for 14 yards (tackle by Jayon Brown),0.87,1.8,11.0,2022,160
4,5:19,1.0,10.0,DEN 43,13.0,13.0,"Russell Wilson pass complete short left to Melvin Gordon for 21 yards (tackle by Duron Harmon). Penalty on Sam Webb: Defensive Holding, 5 yards (declined)",1.8,3.18,11.0,2022,160
4,5:00,1.0,10.0,LVR 36,13.0,13.0,Melvin Gordon right tackle for 2 yards (tackle by Denzel Perryman),3.18,2.91,11.0,2022,160
4,4:20,2.0,8.0,LVR 34,13.0,13.0,Melvin Gordon left guard for 4 yards (tackle by Tyler Hall),2.91,2.74,11.0,2022,160
4,3:39,3.0,4.0,LVR 30,13.0,13.0,Russell Wilson pass incomplete short right,2.74,1.46,11.0,2022,160
4,3:34,4.0,4.0,LVR 30,13.0,16.0,Brandon McManus 48 yard field goal good,1.46,3.0,11.0,2022,160
4,3:30,,,DEN 35,13.0,16.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,160
4,3:30,1.0,10.0,LVR 25,13.0,16.0,Derek Carr pass complete short left to Josh Jacobs for 4 yards,0.61,0.6,11.0,2022,160
4,3:23,2.0,6.0,LVR 29,13.0,16.0,Derek Carr pass incomplete short middle intended for Davante Adams,0.6,-0.1,11.0,2022,160
4,3:19,3.0,6.0,LVR 29,13.0,16.0,Derek Carr pass incomplete deep middle intended for Keelan Cole (defended by Damarri Mathis),-0.1,-1.44,11.0,2022,160
4,3:12,4.0,6.0,LVR 29,13.0,16.0,"AJ Cole punts 51 yards, fair catch by Montrell Washington at DEN-20",-1.44,-0.28,11.0,2022,160
4,3:05,1.0,10.0,DEN 20,13.0,16.0,Latavius Murray up the middle for 2 yards (tackle by Chandler Jones and Andrew Billings),0.28,0.0,11.0,2022,160
4,3:01,,,,,,Timeout #2 by Las Vegas Raiders,,,11.0,2022,160
4,3:01,2.0,8.0,DEN 22,13.0,16.0,Latavius Murray left guard for 12 yards (tackle by Trevon Moehrig),0.0,1.2,11.0,2022,160
4,2:16,1.0,10.0,DEN 34,13.0,16.0,Latavius Murray up the middle for 1 yard (tackle by Neil Farrell),1.2,0.79,11.0,2022,160
4,2:11,,,,,,Timeout #3 by Las Vegas Raiders,,,11.0,2022,160
4,2:11,2.0,9.0,DEN 35,13.0,16.0,Latavius Murray left guard for -1 yards (tackle by Bilal Nichols),0.79,-0.03,11.0,2022,160
4,2:00,3.0,10.0,DEN 34,13.0,16.0,Russell Wilson pass incomplete deep right,-0.03,-1.11,11.0,2022,160
4,1:53,4.0,10.0,DEN 34,13.0,16.0,"Corliss Waitman punts 51 yards, returned by Keelan Cole for 7 yards (tackle by Delarrin Turner-Yell and Alex Singleton)",-1.11,-0.41,11.0,2022,160
4,1:43,1.0,10.0,LVR 22,13.0,16.0,Derek Carr pass complete short middle to Mack Hollins for 7 yards (tackle by Damarri Mathis),0.41,0.81,11.0,2022,160
4,1:23,2.0,3.0,LVR 29,13.0,16.0,Derek Carr pass complete deep middle to Keelan Cole for 21 yards (tackle by Patrick Surtain),0.81,2.26,11.0,2022,160
4,0:58,1.0,10.0,LVR 50,13.0,16.0,Derek Carr pass complete to Josh Jacobs for 43 yards (tackle by Justin Simmons and Josey Jewell),2.26,5.6,11.0,2022,160
4,0:32,,,,,,Timeout #2 by Denver Broncos,,,11.0,2022,160
4,0:32,1.0,7.0,DEN 7,13.0,16.0,Derek Carr pass incomplete short left intended for Foster Moreau,5.6,4.76,11.0,2022,160
4,0:27,2.0,7.0,DEN 7,13.0,16.0,Derek Carr pass incomplete short left intended for Josh Jacobs,4.76,3.81,11.0,2022,160
4,0:23,3.0,7.0,DEN 7,13.0,16.0,Derek Carr pass incomplete short middle intended for Davante Adams,3.81,2.97,11.0,2022,160
4,0:19,4.0,7.0,DEN 7,16.0,16.0,Daniel Carlson 25 yard field goal good,2.97,3.0,11.0,2022,160
4,0:16,,,LVR 35,16.0,16.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,160
4,0:16,1.0,10.0,DEN 25,16.0,16.0,Russell Wilson pass complete short left to Latavius Murray for 9 yards (tackle by Isaiah Pola-Mao),0.61,1.28,11.0,2022,160
4,0:07,,,,,,Timeout #3 by Denver Broncos,,,11.0,2022,160
4,0:07,2.0,1.0,DEN 34,16.0,16.0,Russell Wilson pass complete short left to Greg Dulcich for 7 yards,1.28,1.66,11.0,2022,160
4,0:03,1.0,10.0,DEN 41,16.0,16.0,Russell Wilson pass incomplete deep middle intended for Courtland Sutton,1.66,0.0,11.0,2022,160
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,,11.0,2022,160
OT,10:00,,,DEN 35,16.0,16.0,"Brandon McManus kicks off 60 yards, returned by Ameer Abdullah for 28 yards (tackle by Jonathon Cooper)",0.0,1.14,11.0,2022,160
OT,9:53,1.0,10.0,LVR 33,16.0,16.0,Josh Jacobs right tackle for -1 yards (tackle by Alex Singleton and Baron Browning),1.14,0.46,11.0,2022,160
