Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA,week,year,game_id
1.0,0:13,1.0,10.0,SFO 49,0.0,3.0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 19 yards (tackle by Antonio Hamilton),2.19,3.45,11.0,2022,164
2.0,15:00,1.0,10.0,ARI 32,0.0,3.0,Christian McCaffrey left end for 20 yards (tackle by Antonio Hamilton),3.45,4.78,11.0,2022,164
2.0,14:28,1.0,10.0,ARI 12,0.0,3.0,Jimmy Garoppolo pass incomplete short right intended for George Kittle,4.78,4.1,11.0,2022,164
2.0,14:23,2.0,10.0,ARI 12,0.0,3.0,Jimmy Garoppolo pass complete short right to Deebo Samuel for 5 yards (tackle by Myjai Sanders and Ben Niemann),4.1,4.16,11.0,2022,164
2.0,13:40,3.0,5.0,ARI 7,6.0,3.0,"Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 7 yards, touchdown",4.16,7.0,11.0,2022,164
2.0,13:35,,,ARI 15,7.0,3.0,Robbie Gould kicks extra point good,0.0,0.0,11.0,2022,164
2.0,13:35,,,SFO 35,7.0,3.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
2.0,13:35,1.0,10.0,ARI 25,7.0,3.0,James Conner up the middle for -1 yards (tackle by Charvarius Ward),0.61,-0.07,11.0,2022,164
2.0,13:10,2.0,11.0,ARI 24,7.0,3.0,Colt McCoy pass complete to Maxx Williams for 7 yards (tackle by Fred Warner and Jimmie Ward),-0.07,0.17,11.0,2022,164
2.0,12:32,3.0,4.0,ARI 31,7.0,3.0,Colt McCoy pass complete deep left to DeAndre Hopkins for 16 yards,0.17,2.06,11.0,2022,164
2.0,12:07,1.0,10.0,ARI 47,7.0,3.0,Colt McCoy right tackle for -1 yards (tackle by Fred Warner),2.06,1.38,11.0,2022,164
2.0,11:32,2.0,11.0,ARI 46,7.0,3.0,Colt McCoy pass complete short left to Trey McBride for 4 yards (tackle by Jimmie Ward),1.38,1.22,11.0,2022,164
2.0,10:18,3.0,7.0,ARI 50,7.0,3.0,"Colt McCoy pass complete short left to DeAndre Hopkins for 10 yards (tackle by Jimmie Ward). Penalty on DeAndre Hopkins: Taunting / Offense, 15 yards (accepted)",1.22,1.93,11.0,2022,164
2.0,10:18,1.0,10.0,ARI 45,7.0,3.0,James Conner up the middle for -1 yards (tackle by Hassan Ridgeway),1.93,1.25,11.0,2022,164
2.0,9:42,2.0,11.0,ARI 44,7.0,3.0,Colt McCoy pass short middle intended for James Conner is intercepted by Jimmie Ward at ARI-46 and returned for no gain (tackle by James Conner),1.25,-2.52,11.0,2022,164
2.0,9:37,1.0,10.0,ARI 46,7.0,3.0,Jimmy Garoppolo pass complete short right to George Kittle for 7 yards (tackle by Tanner Vallejo and Zaven Collins),2.52,2.92,11.0,2022,164
2.0,8:55,,,,,,Timeout #1 by San Francisco 49ers,,,11.0,2022,164
2.0,8:55,2.0,3.0,ARI 39,7.0,3.0,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk,2.92,2.21,11.0,2022,164
2.0,8:51,3.0,3.0,ARI 39,13.0,3.0,"Jimmy Garoppolo pass complete deep middle to George Kittle for 39 yards, touchdown",2.21,7.0,11.0,2022,164
2.0,8:42,,,ARI 15,14.0,3.0,Robbie Gould kicks extra point good,0.0,0.0,11.0,2022,164
2.0,8:42,,,SFO 35,14.0,3.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
2.0,8:42,1.0,10.0,ARI 25,14.0,3.0,James Conner right end for 5 yards (tackle by Tashaun Gipson),0.61,0.74,11.0,2022,164
2.0,8:05,2.0,5.0,ARI 30,14.0,3.0,Colt McCoy pass complete short left to DeAndre Hopkins for 6 yards (tackle by Jimmie Ward),0.74,1.33,11.0,2022,164
2.0,7:30,1.0,10.0,ARI 36,14.0,3.0,Colt McCoy pass incomplete short middle,1.33,0.79,11.0,2022,164
2.0,7:24,2.0,10.0,ARI 36,14.0,3.0,Colt McCoy pass complete short middle to Greg Dortch for 4 yards (tackle by Fred Warner),0.79,0.63,11.0,2022,164
2.0,6:50,3.0,6.0,ARI 40,14.0,3.0,"Colt McCoy pass complete short left to Greg Dortch for 47 yards (tackle by Talanoa Hufanga). Penalty on Nick Bosa: Defensive Offside, 5 yards (declined)",0.63,4.71,11.0,2022,164
2.0,6:30,1.0,10.0,SFO 13,14.0,3.0,James Conner left end for 1 yard. James Conner fumbles (forced by Dre Greenlaw),4.71,4.22,11.0,2022,164
2.0,5:45,2.0,9.0,SFO 12,14.0,3.0,Colt McCoy pass complete short left to DeAndre Hopkins for 5 yards (tackle by Charvarius Ward),4.22,4.33,11.0,2022,164
2.0,5:00,3.0,4.0,SFO 7,14.0,3.0,Colt McCoy pass complete short right to Greg Dortch for 5 yards (tackle by Talanoa Hufanga),4.33,6.74,11.0,2022,164
2.0,4:24,1.0,2.0,SFO 2,14.0,9.0,"James Conner up the middle for 2 yards, touchdown",6.74,7.0,11.0,2022,164
2.0,4:19,,,SFO 15,14.0,10.0,Matt Prater kicks extra point good,0.0,0.0,11.0,2022,164
2.0,4:19,,,ARI 35,14.0,10.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
2.0,4:19,1.0,10.0,SFO 25,14.0,10.0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by Marco Wilson),0.61,1.53,11.0,2022,164
2.0,3:45,1.0,10.0,SFO 39,14.0,10.0,Jimmy Garoppolo pass complete short right to Christian McCaffrey for 12 yards (tackle by Budda Baker),1.53,2.32,11.0,2022,164
2.0,3:00,1.0,10.0,ARI 49,14.0,10.0,Jimmy Garoppolo pass complete short left to Christian McCaffrey for 14 yards (tackle by Budda Baker),2.32,3.25,11.0,2022,164
2.0,2:18,1.0,10.0,ARI 35,14.0,10.0,Elijah Mitchell for 4 yards (tackle by Dennis Gardeck),3.25,3.24,11.0,2022,164
2.0,2:00,2.0,6.0,ARI 31,14.0,10.0,Jimmy Garoppolo pass incomplete short left intended for Deebo Samuel,3.24,2.54,11.0,2022,164
2.0,1:57,,,,,,Timeout #1 by Arizona Cardinals,,,11.0,2022,164
2.0,1:57,3.0,6.0,ARI 31,14.0,10.0,Jimmy Garoppolo pass complete short right to Christian McCaffrey for 6 yards (tackle by Zaven Collins),2.54,3.91,11.0,2022,164
2.0,1:41,,,,,,Timeout #2 by Arizona Cardinals,,,11.0,2022,164
2.0,1:41,1.0,10.0,ARI 25,14.0,10.0,Jimmy Garoppolo pass complete to Deebo Samuel for 4 yards (tackle by Ben Niemann),3.91,3.9,11.0,2022,164
2.0,0:59,2.0,6.0,ARI 21,14.0,10.0,Jimmy Garoppolo pass incomplete deep left intended for Jauan Jennings,3.9,3.2,11.0,2022,164
2.0,0:52,3.0,6.0,ARI 21,14.0,10.0,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel (defended by Marco Wilson),3.2,2.08,11.0,2022,164
2.0,0:47,4.0,6.0,ARI 21,17.0,10.0,Robbie Gould 39 yard field goal good,2.08,3.0,11.0,2022,164
2.0,0:43,,,SFO 35,17.0,10.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
2.0,0:43,1.0,10.0,ARI 25,17.0,10.0,Colt McCoy pass complete short right to James Conner for 7 yards (tackle by Nick Bosa),0.61,1.01,11.0,2022,164
2.0,0:24,2.0,3.0,ARI 32,17.0,10.0,Colt McCoy scrambles up the middle for 4 yards (tackle by Dre Greenlaw),1.01,1.33,11.0,2022,164
2.0,0:18,,,,,,Timeout #3 by Arizona Cardinals,,,11.0,2022,164
2.0,0:18,1.0,10.0,ARI 36,17.0,10.0,Colt McCoy sacked by Nick Bosa for -12 yards,1.33,-0.83,11.0,2022,164
3.0,15:00,,,ARI 35,17.0,10.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
3.0,15:00,1.0,10.0,SFO 25,17.0,10.0,Christian McCaffrey left tackle for 5 yards (tackle by Ben Niemann and Myjai Sanders),0.61,0.74,11.0,2022,164
3.0,14:18,2.0,5.0,SFO 30,17.0,10.0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 4 yards (tackle by Marco Wilson),0.74,0.56,11.0,2022,164
3.0,13:53,3.0,1.0,SFO 34,17.0,10.0,Jimmy Garoppolo up the middle for 3 yards (tackle by Zach Allen and Budda Baker),0.56,1.4,11.0,2022,164
3.0,13:18,1.0,10.0,SFO 37,17.0,10.0,Elijah Mitchell up the middle for 4 yards (tackle by Leki Fotu and Budda Baker),1.4,1.4,11.0,2022,164
3.0,12:34,2.0,6.0,SFO 41,17.0,10.0,Elijah Mitchell right tackle for 7 yards (tackle by Jalen Thompson and Jonathan Ledbetter),1.4,2.13,11.0,2022,164
3.0,11:58,1.0,10.0,SFO 48,17.0,10.0,Elijah Mitchell up the middle for 9 yards (tackle by Zaven Collins),2.13,2.8,11.0,2022,164
3.0,11:27,2.0,1.0,ARI 43,17.0,10.0,Kyle Juszczyk up the middle for 4 yards (tackle by Markus Golden),2.8,2.98,11.0,2022,164
3.0,10:44,1.0,10.0,ARI 39,23.0,10.0,"Deebo Samuel left end for 39 yards, touchdown",2.98,7.0,11.0,2022,164
3.0,10:34,,,ARI 15,24.0,10.0,Robbie Gould kicks extra point good,0.0,0.0,11.0,2022,164
3.0,10:34,,,SFO 35,24.0,10.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
3.0,10:34,1.0,10.0,ARI 25,24.0,10.0,James Conner right tackle for 14 yards (tackle by Charvarius Ward),0.61,1.53,11.0,2022,164
3.0,10:01,1.0,10.0,ARI 39,24.0,10.0,Colt McCoy scrambles left end for 3 yards (tackle by Tashaun Gipson),1.53,1.39,11.0,2022,164
3.0,9:22,2.0,7.0,ARI 42,24.0,10.0,Colt McCoy pass incomplete short left intended for DeAndre Hopkins,1.39,0.7,11.0,2022,164
3.0,9:19,3.0,7.0,ARI 42,24.0,10.0,Colt McCoy pass complete short right to DeAndre Hopkins for 10 yards (tackle by Dre Greenlaw),0.7,2.39,11.0,2022,164
3.0,8:50,1.0,10.0,SFO 48,24.0,10.0,Colt McCoy pass complete short left to Greg Dortch for 2 yards (tackle by Charvarius Ward),2.39,2.12,11.0,2022,164
3.0,8:22,2.0,8.0,SFO 46,24.0,10.0,Colt McCoy pass complete short right to A.J. Green for 5 yards (tackle by Samuel Womack),2.12,1.95,11.0,2022,164
3.0,8:01,3.0,4.0,SFO 42,24.0,10.0,Colt McCoy pass incomplete deep left intended for DeAndre Hopkins (defended by Tashaun Gipson),1.95,0.53,11.0,2022,164
3.0,7:55,4.0,3.0,SFO 41,24.0,10.0,Colt McCoy pass incomplete short right intended for Greg Dortch,0.53,-1.66,11.0,2022,164
3.0,7:52,1.0,10.0,SFO 41,24.0,10.0,"Jimmy Garoppolo pass complete to Deebo Samuel for no gain (tackle by Marco Wilson). Penalty on Spencer Burford: Offensive Holding, 10 yards (accepted) (no play)",1.66,1.07,11.0,2022,164
3.0,7:22,1.0,19.0,SFO 32,24.0,10.0,Jimmy Garoppolo pass complete short middle to Christian McCaffrey for 7 yards (tackle by Ben Niemann),1.07,0.78,11.0,2022,164
3.0,6:44,2.0,13.0,SFO 39,24.0,10.0,Jimmy Garoppolo pass incomplete short right intended for Ray-Ray McCloud (defended by J.J. Watt),0.78,0.1,11.0,2022,164
3.0,6:37,3.0,13.0,SFO 39,24.0,10.0,Jimmy Garoppolo pass incomplete deep left intended for Brandon Aiyuk (defended by Marco Wilson),0.1,-0.78,11.0,2022,164
3.0,6:33,4.0,13.0,SFO 39,24.0,10.0,Mitch Wishnowsky punts 49 yards downed by Samuel Womack,-0.78,0.35,11.0,2022,164
3.0,6:24,1.0,10.0,ARI 12,24.0,10.0,James Conner right tackle for 2 yards (tackle by Azeez Al-Shaair and Jordan Willis),-0.35,-0.61,11.0,2022,164
3.0,5:50,2.0,8.0,ARI 14,24.0,10.0,Colt McCoy sacked by Kevin Givens for -9 yards,-0.61,-2.24,11.0,2022,164
3.0,5:12,3.0,17.0,ARI 5,24.0,10.0,Colt McCoy pass complete short right to Greg Dortch for 7 yards (tackle by Fred Warner),-2.24,-2.49,11.0,2022,164
3.0,4:37,4.0,10.0,ARI 12,24.0,10.0,"Andy Lee punts 41 yards, returned by Ray-Ray McCloud for 6 yards (tackle by Zeke Turner)",-2.49,-2.46,11.0,2022,164
3.0,4:25,1.0,10.0,ARI 47,24.0,10.0,Elijah Mitchell up the middle for 9 yards (tackle by Marco Wilson),2.46,3.13,11.0,2022,164
3.0,3:41,2.0,1.0,ARI 38,24.0,10.0,"Penalty on Jake Brendel: False Start, 5 yards (accepted) (no play)",3.13,2.45,11.0,2022,164
3.0,3:24,2.0,6.0,ARI 43,24.0,10.0,Elijah Mitchell left end for 19 yards (tackle by Chris Banjo),2.45,3.97,11.0,2022,164
3.0,2:44,1.0,10.0,ARI 24,24.0,10.0,Elijah Mitchell up the middle for -1 yards (tackle by Trysten Hill and Jonathan Ledbetter),3.97,3.3,11.0,2022,164
3.0,2:01,2.0,11.0,ARI 25,24.0,10.0,Jimmy Garoppolo pass complete short middle to Christian McCaffrey for 12 yards (tackle by Tanner Vallejo),3.3,4.71,11.0,2022,164
3.0,1:17,1.0,10.0,ARI 13,24.0,10.0,Deebo Samuel up the middle for no gain (tackle by Ben Niemann and Isaiah Simmons),4.71,4.05,11.0,2022,164
3.0,0:33,2.0,10.0,ARI 13,30.0,10.0,"Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 13 yards, touchdown",4.05,7.0,11.0,2022,164
3.0,0:28,,,ARI 15,31.0,10.0,Robbie Gould kicks extra point good,0.0,0.0,11.0,2022,164
3.0,0:28,,,SFO 40,31.0,10.0,"Robbie Gould kicks off 60 yards, touchback.",0.0,0.61,11.0,2022,164
3.0,0:28,1.0,10.0,ARI 25,31.0,10.0,Colt McCoy pass complete short left to DeAndre Hopkins for 4 yards (tackle by Charvarius Ward),0.61,0.6,11.0,2022,164
3.0,0:02,2.0,6.0,ARI 29,31.0,10.0,"Penalty on Josh Jones: False Start, 5 yards (accepted) (no play)",0.6,-0.07,11.0,2022,164
4.0,15:00,2.0,11.0,ARI 24,31.0,10.0,"Colt McCoy pass complete short right to James Conner for 5 yards (tackle by Dre Greenlaw and Jimmie Ward). Penalty on Nick Bosa: Roughing the Passer, 15 yards (accepted)",-0.07,1.86,11.0,2022,164
4.0,14:39,1.0,10.0,ARI 44,31.0,10.0,James Conner up the middle for 2 yards (tackle by Kerry Hyder),1.86,1.59,11.0,2022,164
4.0,14:06,2.0,8.0,ARI 46,31.0,10.0,"Colt McCoy sacked by Fred Warner for -9 yards. Penalty on Josh Jones: Offensive Holding, 10 yards (declined)",1.59,-0.3,11.0,2022,164
4.0,13:46,3.0,17.0,ARI 37,31.0,10.0,Colt McCoy pass complete short right to Greg Dortch for 13 yards (tackle by Dre Greenlaw),-0.3,-0.06,11.0,2022,164
4.0,13:14,4.0,4.0,ARI 50,31.0,10.0,Colt McCoy pass incomplete short right intended for A.J. Green (defended by Dre Greenlaw),-0.06,-2.26,11.0,2022,164
4.0,13:10,1.0,10.0,ARI 50,31.0,10.0,Elijah Mitchell right end for 2 yards (tackle by Budda Baker),2.26,1.98,11.0,2022,164
4.0,12:30,2.0,8.0,ARI 48,31.0,10.0,Elijah Mitchell up the middle for 6 yards (tackle by Tanner Vallejo and Leki Fotu),1.98,2.08,11.0,2022,164
4.0,11:47,3.0,2.0,ARI 42,31.0,10.0,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 7 yards (tackle by Ben Niemann and Isaiah Simmons),2.08,3.25,11.0,2022,164
4.0,10:59,1.0,10.0,ARI 35,31.0,10.0,Christian McCaffrey up the middle for 3 yards (tackle by Michael Dogbe),3.25,3.11,11.0,2022,164
4.0,10:17,2.0,7.0,ARI 32,37.0,10.0,"Jimmy Garoppolo pass complete short left to George Kittle for 32 yards, touchdown",3.11,7.0,11.0,2022,164
4.0,10:08,,,ARI 15,38.0,10.0,Robbie Gould kicks extra point good,0.0,0.0,11.0,2022,164
4.0,10:08,,,SFO 35,38.0,10.0,"Robbie Gould kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,164
4.0,10:08,1.0,10.0,ARI 25,38.0,10.0,Trace McSorley up the middle for 6 yards (tackle by Tashaun Gipson),0.61,0.87,11.0,2022,164
4.0,9:41,2.0,4.0,ARI 31,38.0,10.0,Trace McSorley pass complete deep right to A.J. Green for 18 yards (tackle by Talanoa Hufanga),0.87,2.19,11.0,2022,164
4.0,9:16,1.0,10.0,ARI 49,38.0,10.0,Trace McSorley pass complete short right to Trey McBride for 2 yards (tackle by Dre Greenlaw),2.19,1.92,11.0,2022,164
4.0,8:48,2.0,8.0,SFO 49,38.0,10.0,Keaontay Ingram up the middle for 2 yards (tackle by T.Y. McGill),1.92,1.49,11.0,2022,164
4.0,8:12,3.0,6.0,SFO 47,38.0,10.0,Trace McSorley pass incomplete short right,1.49,0.13,11.0,2022,164
4.0,8:04,4.0,6.0,SFO 47,38.0,10.0,"Andy Lee punts 36 yards, fair catch by Ray-Ray McCloud at SF-11",0.13,0.37,11.0,2022,164
4.0,7:57,1.0,10.0,SFO 11,38.0,10.0,Jordan Mason up the middle for 4 yards (tackle by Michael Dogbe),-0.37,-0.43,11.0,2022,164
4.0,7:18,2.0,6.0,SFO 15,38.0,10.0,Brock Purdy up the middle for 5 yards (tackle by Antonio Hamilton),-0.43,-0.37,11.0,2022,164
4.0,6:41,3.0,1.0,SFO 20,38.0,10.0,Jordan Mason up the middle for no gain (tackle by Budda Baker),-0.37,-2.03,11.0,2022,164
4.0,5:48,4.0,1.0,SFO 20,38.0,10.0,"Mitch Wishnowsky punts 51 yards, returned by Greg Dortch for 15 yards (tackle by Mitch Wishnowsky). Penalty on Corey Clement: Illegal Block Above the Waist, 10 yards (accepted)",-2.03,-1.2,11.0,2022,164
4.0,5:32,1.0,10.0,ARI 34,38.0,10.0,Keaontay Ingram up the middle for 13 yards (tackle by Talanoa Hufanga and Azeez Al-Shaair),1.2,2.06,11.0,2022,164
4.0,5:09,1.0,10.0,ARI 47,38.0,10.0,Keaontay Ingram up the middle for 1 yard (tackle by Azeez Al-Shaair),2.06,1.65,11.0,2022,164
4.0,4:42,2.0,9.0,ARI 48,38.0,10.0,Trace McSorley pass complete short right to Greg Dortch for 5 yards (tackle by Samuel Womack),1.65,1.62,11.0,2022,164
4.0,4:06,3.0,4.0,SFO 47,38.0,10.0,Trace McSorley pass complete short right to A.J. Green for 6 yards (tackle by Samuel Womack),1.62,2.85,11.0,2022,164
4.0,3:40,1.0,10.0,SFO 41,38.0,10.0,Trace McSorley pass complete deep right to A.J. Green for 16 yards,2.85,3.91,11.0,2022,164
4.0,3:29,1.0,10.0,SFO 25,38.0,10.0,Trace McSorley pass incomplete short right intended for A.J. Green (defended by Samuel Womack),3.91,3.36,11.0,2022,164
4.0,3:25,2.0,10.0,SFO 25,38.0,10.0,Trace McSorley pass complete short middle to Greg Dortch for 12 yards (tackle by Deommodore Lenoir and Oren Burks),3.36,4.71,11.0,2022,164
4.0,2:54,1.0,10.0,SFO 13,38.0,10.0,Keaontay Ingram left tackle for -1 yards (tackle by Deommodore Lenoir and Samuel Womack),4.71,3.9,11.0,2022,164
4.0,2:19,2.0,11.0,SFO 14,38.0,10.0,Trace McSorley pass incomplete short right intended for A.J. Green,3.9,3.08,11.0,2022,164
4.0,2:14,3.0,11.0,SFO 14,38.0,10.0,Trace McSorley pass short right intended for A.J. Green is intercepted by Samuel Womack in end zone and returned for no gain,3.08,-0.28,11.0,2022,164
4.0,2:07,1.0,10.0,SFO 20,38.0,10.0,Jordan Mason up the middle for 8 yards (tackle by Budda Baker and Chris Banjo),0.28,0.81,11.0,2022,164
4.0,2:00,2.0,2.0,SFO 28,38.0,10.0,Jordan Mason left tackle for 2 yards (tackle by Leki Fotu),0.81,0.94,11.0,2022,164
4.0,1:19,1.0,10.0,SFO 30,38.0,10.0,Brock Purdy kneels for -1 yards,0.94,0.26,11.0,2022,164
4.0,0:41,2.0,11.0,SFO 29,38.0,10.0,Brock Purdy kneels for -1 yards,0.26,-0.56,11.0,2022,164
