Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA,week,year,game_id
1.0,3:58,2.0,12.0,CIN 19,3.0,3.0,Joe Burrow pass complete short left to Joe Mixon for 11 yards (tackle by Cameron Heyward),-0.53,0.3,11.0,2022,161
1.0,3:17,3.0,1.0,CIN 30,3.0,3.0,"Samaje Perine right end for no gain (tackle by Robert Spillane and T.J. Watt). Penalty on Robert Spillane: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.3,1.93,11.0,2022,161
1.0,2:51,1.0,10.0,CIN 45,3.0,3.0,Joe Burrow pass complete short left to Trent Taylor for 1 yard (tackle by Devin Bush),1.93,1.52,11.0,2022,161
1.0,2:06,2.0,9.0,CIN 46,3.0,3.0,Joe Burrow pass complete short middle to Joe Mixon for 24 yards (tackle by Terrell Edmunds),1.52,3.58,11.0,2022,161
1.0,1:28,1.0,10.0,PIT 30,3.0,3.0,Joe Mixon left guard for 1 yard (tackle by Chris Wormley),3.58,3.17,11.0,2022,161
1.0,0:48,2.0,9.0,PIT 29,9.0,3.0,"Joe Burrow pass complete short right to Samaje Perine for 29 yards, touchdown",3.17,7.0,11.0,2022,161
1.0,0:39,,,PIT 15,10.0,3.0,Evan McPherson kicks extra point good,0.0,0.0,11.0,2022,161
1.0,0:39,,,CIN 35,10.0,3.0,"Evan McPherson kicks off 58 yards, returned by Steven Sims for 37 yards (tackle by Trayveon Williams)",0.0,1.86,11.0,2022,161
1.0,0:31,1.0,10.0,PIT 44,10.0,3.0,Kenny Pickett pass incomplete short middle intended for George Pickens (defended by Eli Apple),1.86,1.32,11.0,2022,161
1.0,0:27,2.0,10.0,PIT 44,10.0,3.0,Najee Harris up the middle for 3 yards (tackle by Germaine Pratt and Vonn Bell),1.32,1.03,11.0,2022,161
2.0,15:00,3.0,7.0,PIT 47,10.0,3.0,Kenny Pickett pass complete short left to Pat Freiermuth for 13 yards (tackle by Akeem Davis-Gaither and Cam Taylor-Britt),1.03,2.92,11.0,2022,161
2.0,14:34,1.0,10.0,CIN 40,10.0,3.0,Najee Harris up the middle for 7 yards (tackle by Zachary Carter and Sam Hubbard),2.92,3.32,11.0,2022,161
2.0,14:05,2.0,3.0,CIN 33,10.0,3.0,Kenny Pickett right end for no gain (tackle by Sam Hubbard),3.32,2.61,11.0,2022,161
2.0,13:46,3.0,3.0,CIN 33,10.0,3.0,Kenny Pickett right end for 14 yards (tackle by Vonn Bell),2.61,4.31,11.0,2022,161
2.0,13:10,1.0,10.0,CIN 19,10.0,3.0,Kenny Pickett pass incomplete short middle intended for Pat Freiermuth,4.31,3.75,11.0,2022,161
2.0,13:04,2.0,10.0,CIN 19,10.0,9.0,"Najee Harris left end for 19 yards, touchdown",3.75,7.0,11.0,2022,161
2.0,12:58,,,CIN 15,10.0,10.0,Matthew Wright kicks extra point good,0.0,0.0,11.0,2022,161
2.0,12:58,,,PIT 35,10.0,10.0,"Matthew Wright kicks off 61 yards, returned by Trayveon Williams for 12 yards (tackle by Jamir Jones). Penalty on Devin Asiasi: Offensive Holding, 8 yards (accepted)",0.0,-0.38,11.0,2022,161
2.0,12:58,1.0,10.0,CIN 8,10.0,10.0,Joe Mixon right guard for 4 yards (tackle by Robert Spillane),-0.38,-0.49,11.0,2022,161
2.0,12:13,2.0,6.0,CIN 12,10.0,10.0,Joe Burrow scrambles right guard for 2 yards (tackle by T.J. Watt),-0.49,-0.72,11.0,2022,161
2.0,11:31,3.0,4.0,CIN 14,10.0,10.0,Joe Burrow pass complete short middle to Tee Higgins for 24 yards (tackle by Terrell Edmunds),-0.72,1.47,11.0,2022,161
2.0,10:56,1.0,10.0,CIN 38,10.0,10.0,Joe Burrow pass complete short left to Tee Higgins for 6 yards (tackle by Arthur Maulet),1.47,1.73,11.0,2022,161
2.0,10:10,2.0,4.0,CIN 44,10.0,10.0,Joe Burrow pass complete short left to Tee Higgins for 13 yards (tackle by Cameron Sutton),1.73,2.72,11.0,2022,161
2.0,9:23,1.0,10.0,PIT 43,10.0,10.0,Joe Burrow pass complete short middle to Joe Mixon for 7 yards (tackle by Myles Jack),2.72,3.12,11.0,2022,161
2.0,8:41,2.0,3.0,PIT 36,10.0,10.0,Joe Mixon right tackle for 7 yards (tackle by Levi Wallace),3.12,3.64,11.0,2022,161
2.0,8:01,1.0,10.0,PIT 29,10.0,10.0,Joe Burrow pass complete short right to Samaje Perine for 6 yards (tackle by Levi Wallace and Myles Jack),3.64,3.91,11.0,2022,161
2.0,7:25,2.0,4.0,PIT 23,10.0,10.0,Joe Burrow pass complete short left to Tee Higgins for 12 yards (tackle by Cameron Sutton),3.91,4.84,11.0,2022,161
2.0,6:46,1.0,10.0,PIT 11,16.0,10.0,"Joe Burrow pass complete short right to Samaje Perine for 11 yards, touchdown",4.84,7.0,11.0,2022,161
2.0,6:38,,,PIT 15,17.0,10.0,Evan McPherson kicks extra point good,0.0,0.0,11.0,2022,161
2.0,6:38,,,CIN 35,17.0,10.0,"Evan McPherson kicks off 56 yards, returned by Steven Sims for 26 yards (tackle by Akeem Davis-Gaither)",0.0,1.27,11.0,2022,161
2.0,6:34,1.0,10.0,PIT 35,17.0,10.0,Kenny Pickett pass incomplete deep left intended for Pat Freiermuth (defended by Jessie Bates),1.27,0.72,11.0,2022,161
2.0,6:28,2.0,10.0,PIT 35,17.0,10.0,Najee Harris left tackle for 4 yards (tackle by Cameron Sample and Vonn Bell),0.72,0.56,11.0,2022,161
2.0,5:49,3.0,6.0,PIT 39,17.0,10.0,"Kenny Pickett pass incomplete short left intended for Pat Freiermuth. Penalty on Tre Flowers: Defensive Holding, 5 yards (accepted) (no play)",0.56,1.86,11.0,2022,161
2.0,5:43,1.0,10.0,PIT 44,17.0,10.0,Najee Harris left tackle for 6 yards (tackle by Jay Tufele and Logan Wilson),1.86,2.13,11.0,2022,161
2.0,5:06,2.0,4.0,CIN 50,17.0,10.0,Najee Harris right tackle for 3 yards (tackle by Trey Hendrickson and B.J. Hill),2.13,1.82,11.0,2022,161
2.0,4:39,3.0,1.0,CIN 47,17.0,10.0,Diontae Johnson right end for 1 yard (tackle by Germaine Pratt),1.82,2.52,11.0,2022,161
2.0,3:48,1.0,10.0,CIN 46,17.0,10.0,"Kenny Pickett pass incomplete deep middle intended for George Pickens. Penalty on Dan Moore: Offensive Holding, 10 yards (accepted) (no play)",2.52,1.86,11.0,2022,161
2.0,3:48,1.0,20.0,PIT 44,17.0,10.0,Kenny Pickett pass complete short middle to Diontae Johnson for 8 yards (tackle by Logan Wilson),1.86,1.71,11.0,2022,161
2.0,3:08,2.0,12.0,CIN 48,17.0,10.0,Kenny Pickett pass complete short left to Diontae Johnson for 7 yards (tackle by Cam Taylor-Britt),1.71,1.95,11.0,2022,161
2.0,2:25,3.0,5.0,CIN 41,17.0,10.0,"Kenny Pickett pass incomplete deep right intended for George Pickens. Penalty on Mike Hilton: Defensive Pass Interference, 16 yards (accepted) (no play)",1.95,3.91,11.0,2022,161
2.0,2:20,1.0,10.0,CIN 25,17.0,10.0,Najee Harris left tackle for 1 yard (tackle by Germaine Pratt),3.91,3.5,11.0,2022,161
2.0,2:00,2.0,9.0,CIN 24,17.0,10.0,Kenny Pickett pass complete short middle to Diontae Johnson for 5 yards (tackle by Mike Hilton),3.5,3.49,11.0,2022,161
2.0,1:52,,,,,,Timeout #2 by Cincinnati Bengals,,,11.0,2022,161
2.0,1:52,3.0,4.0,CIN 19,17.0,10.0,"Penalty on Kenny Pickett: False Start, 5 yards (accepted) (no play)",3.49,2.81,11.0,2022,161
2.0,1:52,3.0,9.0,CIN 24,17.0,16.0,"Kenny Pickett pass complete deep right to George Pickens for 24 yards, touchdown",2.81,7.0,11.0,2022,161
2.0,1:47,,,CIN 15,17.0,16.0,"Penalty on PIT: Delay of Game, 5 yards (accepted) (no play)",0.0,0.0,11.0,2022,161
2.0,1:47,,,CIN 20,17.0,17.0,Matthew Wright kicks extra point good,0.0,0.0,11.0,2022,161
2.0,1:47,,,PIT 35,17.0,17.0,"Matthew Wright kicks off 62 yards, returned by Trayveon Williams for 21 yards (tackle by Connor Heyward and Marcus Allen)",0.0,0.54,11.0,2022,161
2.0,1:42,1.0,10.0,CIN 24,17.0,17.0,Joe Burrow pass incomplete short right,0.54,0.0,11.0,2022,161
2.0,1:35,2.0,10.0,CIN 24,17.0,17.0,Joe Burrow pass complete short middle to Tee Higgins for 17 yards (tackle by Arthur Maulet),0.0,1.66,11.0,2022,161
2.0,1:11,1.0,10.0,CIN 41,17.0,17.0,Joe Burrow pass incomplete deep left intended for Tyler Boyd,1.66,1.12,11.0,2022,161
2.0,1:05,2.0,10.0,CIN 41,17.0,17.0,Joe Burrow pass complete short left to Tee Higgins for 12 yards (tackle by Cameron Sutton),1.12,2.46,11.0,2022,161
2.0,0:39,1.0,10.0,PIT 47,17.0,17.0,Joe Burrow pass incomplete short right intended for Tyler Boyd,2.46,1.91,11.0,2022,161
2.0,0:35,2.0,10.0,PIT 47,17.0,17.0,"Joe Burrow pass short right (defended by Robert Spillane) intended for Mike Thomas is intercepted by Levi Wallace at PIT-41 and returned for 3 yards (tackle by Hayden Hurst) Replay Assistant challenged the pass interception ruling, and the play was upheld.",1.91,-1.86,11.0,2022,161
2.0,0:31,1.0,10.0,PIT 44,17.0,17.0,"Penalty on Diontae Johnson: False Start, 5 yards (accepted) (no play)",1.86,1.53,11.0,2022,161
2.0,0:31,1.0,15.0,PIT 39,17.0,17.0,Kenny Pickett pass complete short middle to Najee Harris for 12 yards (tackle by Tre Flowers),1.53,2.26,11.0,2022,161
2.0,0:24,,,,,,Timeout #1 by Pittsburgh Steelers,,,11.0,2022,161
2.0,0:24,2.0,3.0,CIN 49,17.0,17.0,Kenny Pickett pass complete short left to Pat Freiermuth for 8 yards (tackle by Cam Taylor-Britt),2.26,2.85,11.0,2022,161
2.0,0:18,1.0,10.0,CIN 41,17.0,17.0,Kenny Pickett pass complete short left to Pat Freiermuth for 27 yards (tackle by Tre Flowers and Logan Wilson),2.85,4.65,11.0,2022,161
2.0,0:09,,,,,,Timeout #2 by Pittsburgh Steelers,,,11.0,2022,161
2.0,0:09,1.0,10.0,CIN 14,17.0,17.0,Kenny Pickett pass complete short left to Najee Harris for 2 yards (tackle by Cam Taylor-Britt),4.65,4.33,11.0,2022,161
2.0,0:03,,,,,,Timeout #3 by Pittsburgh Steelers,,,11.0,2022,161
2.0,0:03,,,,,,Timeout #3 by Cincinnati Bengals,,,11.0,2022,161
2.0,0:03,2.0,8.0,CIN 12,17.0,20.0,Matthew Wright 30 yard field goal good,4.33,3.0,11.0,2022,161
3.0,15:00,,,CIN 35,17.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,11.0,2022,161
3.0,15:00,1.0,10.0,PIT 25,17.0,20.0,Kenny Pickett pass complete short left to Diontae Johnson for 1 yard (tackle by Vonn Bell and Cam Taylor-Britt),0.61,0.2,11.0,2022,161
3.0,14:24,2.0,9.0,PIT 26,17.0,20.0,Najee Harris left guard for no gain (tackle by Trey Hendrickson and Germaine Pratt),0.2,-0.49,11.0,2022,161
3.0,13:44,3.0,9.0,PIT 26,17.0,20.0,Kenny Pickett pass incomplete deep left intended for Steven Sims,-0.49,-1.63,11.0,2022,161
3.0,13:39,4.0,9.0,PIT 26,17.0,20.0,"Pressley Harvin punts 48 yards, returned by Trent Taylor for 4 yards (tackle by Robert Spillane)",-1.63,-0.94,11.0,2022,161
3.0,13:27,1.0,10.0,CIN 30,17.0,20.0,Joe Burrow pass complete short right to Tee Higgins for 16 yards (tackle by Myles Jack),0.94,1.99,11.0,2022,161
3.0,12:50,1.0,10.0,CIN 46,17.0,20.0,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Levi Wallace),1.99,1.45,11.0,2022,161
3.0,12:44,2.0,10.0,CIN 46,17.0,20.0,Joe Burrow sacked by and Alex Highsmith for -6 yards and T.J. Watt for -6 yards,1.45,-0.03,11.0,2022,161
3.0,12:01,3.0,16.0,CIN 40,17.0,20.0,Joe Burrow pass incomplete short left intended for Tee Higgins,-0.03,-0.72,11.0,2022,161
3.0,11:55,4.0,16.0,CIN 40,17.0,20.0,"Drue Chrisman punts 57 yards, returned by Steven Sims for 6 yards (tackle by Stanley Morgan and Cal Adomitis)",-0.72,0.38,11.0,2022,161
3.0,11:44,1.0,10.0,PIT 9,17.0,20.0,Najee Harris left tackle for 3 yards (tackle by Joseph Ossai),-0.38,-0.56,11.0,2022,161
3.0,11:08,2.0,7.0,PIT 12,17.0,20.0,Kenny Pickett pass complete short left to Pat Freiermuth for 3 yards (tackle by Cam Taylor-Britt),-0.56,-0.72,11.0,2022,161
3.0,10:27,3.0,4.0,PIT 15,17.0,20.0,Kenny Pickett pass incomplete deep right intended for Pat Freiermuth,-0.72,-2.44,11.0,2022,161
3.0,10:07,4.0,4.0,PIT 15,17.0,20.0,"Pressley Harvin punts 39 yards, returned by Trent Taylor for no gain. Penalty on Trent Taylor: Invalid Fair Catch Signal, 5 yards (accepted)",-2.44,-1.66,11.0,2022,161
3.0,10:07,1.0,10.0,CIN 41,17.0,20.0,Samaje Perine left end for 5 yards (tackle by T.J. Watt and Devin Bush),1.66,1.8,11.0,2022,161
3.0,9:30,2.0,5.0,CIN 46,17.0,20.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Myles Jack),1.8,1.09,11.0,2022,161
3.0,9:25,3.0,5.0,CIN 46,17.0,20.0,Joe Burrow pass complete short left to Hayden Hurst for 7 yards (tackle by Robert Spillane and Damontae Kazee),1.09,2.46,11.0,2022,161
3.0,8:52,1.0,10.0,PIT 47,17.0,20.0,Samaje Perine left guard for 8 yards (tackle by Devin Bush and Malik Reed),2.46,2.99,11.0,2022,161
3.0,8:16,2.0,2.0,PIT 39,17.0,20.0,Joe Burrow pass complete deep right to Tee Higgins for 33 yards (tackle by Levi Wallace),2.99,5.83,11.0,2022,161
3.0,7:44,1.0,6.0,PIT 6,17.0,20.0,Joe Burrow left tackle for 5 yards (tackle by Minkah Fitzpatrick and Cameron Heyward),5.83,5.91,11.0,2022,161
3.0,7:07,2.0,1.0,PIT 1,23.0,20.0,"Joe Burrow pass complete short right to Trenton Irwin for 1 yard, touchdown",5.91,7.0,11.0,2022,161
3.0,7:02,,,PIT 15,24.0,20.0,Evan McPherson kicks extra point good,0.0,0.0,11.0,2022,161
3.0,7:02,,,CIN 35,24.0,20.0,"Evan McPherson kicks off 58 yards, returned by Steven Sims for 17 yards (tackle by Clay Johnston and Trayveon Williams)",0.0,0.54,11.0,2022,161
3.0,6:56,1.0,10.0,PIT 24,24.0,20.0,Steven Sims right end for -3 yards (tackle by Germaine Pratt and Eli Apple),0.54,-0.41,11.0,2022,161
3.0,6:17,2.0,13.0,PIT 21,24.0,20.0,Kenny Pickett pass incomplete deep left,-0.41,-1.09,11.0,2022,161
3.0,6:09,3.0,13.0,PIT 21,24.0,20.0,Kenny Pickett pass complete short middle to Zach Gentry for 9 yards (tackle by Vonn Bell),-1.09,-1.37,11.0,2022,161
3.0,5:38,4.0,4.0,PIT 30,24.0,20.0,"Pressley Harvin punts 54 yards, returned by Trent Taylor for 7 yards (tackle by Marcus Allen)",-1.37,-0.48,11.0,2022,161
3.0,5:27,1.0,10.0,CIN 23,24.0,20.0,Joe Burrow pass short middle intended for Tyler Boyd is intercepted by T.J. Watt at CIN-21 and returned for no gain (tackle by La'el Collins),0.48,-4.17,11.0,2022,161
3.0,5:23,1.0,10.0,CIN 21,24.0,20.0,Kenny Pickett pass incomplete deep right intended for Zach Gentry,4.17,3.63,11.0,2022,161
3.0,5:18,2.0,10.0,CIN 21,24.0,20.0,Najee Harris left tackle for 6 yards (tackle by Eli Apple and Jessie Bates),3.63,3.81,11.0,2022,161
3.0,4:36,3.0,4.0,CIN 15,24.0,20.0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,3.81,2.52,11.0,2022,161
3.0,4:32,4.0,4.0,CIN 15,24.0,23.0,Matthew Wright 34 yard field goal good,2.52,3.0,11.0,2022,161
3.0,4:28,,,PIT 35,24.0,23.0,"Matthew Wright kicks off 65 yards, returned by Trayveon Williams for 42 yards (tackle by Matthew Wright)",0.0,1.73,11.0,2022,161
3.0,4:22,1.0,10.0,CIN 42,24.0,23.0,Joe Burrow pass incomplete short middle,1.73,1.19,11.0,2022,161
3.0,4:19,2.0,10.0,CIN 42,24.0,23.0,Joe Burrow pass complete short middle to Tee Higgins for 15 yards (tackle by Arthur Maulet),1.19,2.72,11.0,2022,161
3.0,3:41,1.0,10.0,PIT 43,24.0,23.0,Samaje Perine left guard for no gain (tackle by Cameron Heyward and Myles Jack),2.72,2.18,11.0,2022,161
3.0,3:01,2.0,10.0,PIT 43,24.0,23.0,Joe Burrow pass complete short right to Trenton Irwin for 9 yards (tackle by Minkah Fitzpatrick and Robert Spillane),2.18,2.68,11.0,2022,161
3.0,2:13,3.0,1.0,PIT 34,24.0,23.0,Samaje Perine up the middle for 1 yard (tackle by Myles Jack and Cameron Heyward),2.68,3.38,11.0,2022,161
3.0,1:30,1.0,10.0,PIT 33,24.0,23.0,Joe Burrow pass incomplete short right intended for Tee Higgins,3.38,2.84,11.0,2022,161
3.0,1:23,,,,,,Timeout #1 by Cincinnati Bengals,,,11.0,2022,161
3.0,1:23,2.0,10.0,PIT 33,24.0,23.0,Joe Burrow pass incomplete short middle intended for Trayveon Williams (defended by Tyson Alualu),2.84,2.15,11.0,2022,161
3.0,1:20,3.0,10.0,PIT 33,24.0,23.0,Joe Burrow sacked by Cameron Heyward for -3 yards,2.15,0.88,11.0,2022,161
3.0,0:36,4.0,14.0,PIT 36,27.0,23.0,Evan McPherson 54 yard field goal good,0.88,3.0,11.0,2022,161
3.0,0:31,,,CIN 35,27.0,23.0,"Evan McPherson kicks off 61 yards, returned by Steven Sims for 18 yards (tackle by Trayveon Williams)",0.0,0.41,11.0,2022,161
3.0,0:25,1.0,10.0,PIT 22,27.0,23.0,Najee Harris right end for 5 yards (tackle by Jessie Bates),0.41,0.54,11.0,2022,161
4.0,15:00,2.0,5.0,PIT 27,27.0,23.0,Najee Harris left guard for 1 yard (tackle by Mike Hilton and Cam Taylor-Britt),0.54,-0.03,11.0,2022,161
4.0,14:22,3.0,4.0,PIT 28,27.0,23.0,Kenny Pickett pass complete deep right to George Pickens for 33 yards (tackle by Eli Apple),-0.03,2.98,11.0,2022,161
4.0,14:01,1.0,10.0,CIN 39,27.0,23.0,Kenny Pickett pass incomplete short right,2.98,2.44,11.0,2022,161
4.0,13:54,2.0,10.0,CIN 39,27.0,23.0,Najee Harris left tackle for -2 yards (tackle by Germaine Pratt),2.44,1.49,11.0,2022,161
4.0,13:13,3.0,12.0,CIN 41,27.0,23.0,Kenny Pickett sacked by Trey Hendrickson for -10 yards,1.49,-0.13,11.0,2022,161
4.0,12:38,4.0,22.0,PIT 49,27.0,23.0,"Pressley Harvin punts 41 yards, fair catch by Trent Taylor at CIN-10",-0.13,0.38,11.0,2022,161
4.0,12:31,1.0,10.0,CIN 10,27.0,23.0,"Penalty on Devin Asiasi: False Start, 5 yards (accepted) (no play)",-0.38,-0.57,11.0,2022,161
4.0,12:31,1.0,15.0,CIN 5,27.0,23.0,Samaje Perine right tackle for 2 yards (tackle by Myles Jack),-0.57,-1.0,11.0,2022,161
4.0,11:50,2.0,13.0,CIN 7,27.0,23.0,Joe Burrow pass incomplete short left intended for Trenton Irwin,-1.0,-1.77,11.0,2022,161
4.0,11:45,3.0,13.0,CIN 7,27.0,23.0,Joe Burrow pass incomplete short right intended for Tyler Boyd,-1.77,-2.49,11.0,2022,161
4.0,11:41,4.0,13.0,CIN 7,27.0,23.0,"Drue Chrisman punts 40 yards, fair catch by Steven Sims at CIN-47",-2.49,-2.46,11.0,2022,161
4.0,11:34,1.0,10.0,CIN 47,27.0,23.0,Najee Harris left tackle for 13 yards (tackle by Vonn Bell and Sam Hubbard),2.46,3.31,11.0,2022,161
4.0,10:57,1.0,10.0,CIN 34,27.0,23.0,"Najee Harris left tackle for no gain (tackle by Vonn Bell and Germaine Pratt). Penalty on Pat Freiermuth: Offensive Holding, 10 yards (accepted) (no play)",3.31,2.65,11.0,2022,161
4.0,10:37,1.0,20.0,CIN 44,27.0,23.0,"Kenny Pickett pass complete short left to George Pickens for no gain. Penalty on J.C. Hassenauer: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.65,2.32,11.0,2022,161
4.0,10:20,1.0,25.0,CIN 49,27.0,23.0,Kenny Pickett pass incomplete short left intended for Najee Harris,2.32,0.75,11.0,2022,161
4.0,10:15,2.0,25.0,CIN 49,27.0,23.0,Kenny Pickett pass incomplete short right intended for Gunner Olszewski,0.75,0.1,11.0,2022,161
4.0,10:11,3.0,25.0,CIN 49,27.0,23.0,Najee Harris up the middle for 7 yards (tackle by Akeem Davis-Gaither),0.1,0.46,11.0,2022,161
4.0,9:39,4.0,18.0,CIN 42,27.0,23.0,"Pressley Harvin punts 35 yards, fair catch by Trent Taylor at CIN-7",0.46,0.38,11.0,2022,161
4.0,9:33,1.0,10.0,CIN 7,27.0,23.0,Joe Burrow pass complete deep right to Tyler Boyd for 27 yards (tackle by Arthur Maulet),-0.38,1.2,11.0,2022,161
4.0,8:54,1.0,10.0,CIN 34,27.0,23.0,Joe Burrow pass complete short right to Trenton Irwin for 32 yards (tackle by Levi Wallace),1.2,3.31,11.0,2022,161
4.0,8:08,1.0,10.0,PIT 34,27.0,23.0,Samaje Perine right guard for -2 yards (tackle by Montravius Adams),3.31,2.5,11.0,2022,161
4.0,7:27,2.0,12.0,PIT 36,27.0,23.0,Joe Burrow pass complete short left to Tyler Boyd for 15 yards (tackle by Arthur Maulet),2.5,4.17,11.0,2022,161
4.0,6:47,1.0,10.0,PIT 21,27.0,23.0,Trayveon Williams left end for 8 yards (tackle by Myles Jack),4.17,4.95,11.0,2022,161
4.0,6:00,2.0,2.0,PIT 13,27.0,23.0,Samaje Perine left tackle for 5 yards (tackle by Tyson Alualu and Devin Bush),4.95,5.37,11.0,2022,161
4.0,5:16,1.0,8.0,PIT 8,27.0,23.0,Samaje Perine up the middle for 2 yards (tackle by Devin Bush and Larry Ogunjobi),5.37,4.95,11.0,2022,161
4.0,4:35,2.0,6.0,PIT 6,33.0,23.0,"Joe Burrow pass complete short right to Samaje Perine for 6 yards, touchdown",4.95,7.0,11.0,2022,161
4.0,4:30,,,PIT 15,34.0,23.0,Evan McPherson kicks extra point good,0.0,0.0,11.0,2022,161
4.0,4:30,,,CIN 35,34.0,23.0,"Evan McPherson kicks off 50 yards, returned by Steven Sims for 12 yards (tackle by Tre Flowers)",0.0,0.74,11.0,2022,161
4.0,4:25,1.0,10.0,PIT 27,34.0,23.0,Kenny Pickett pass incomplete short left,0.74,0.2,11.0,2022,161
