Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA,week,year,game_id
1.0,6:40,4.0,19.0,LVR 31,0.0,3.0,AJ Cole punts 46 yards downed by Amari Burney,-1.31,-0.48,13.0,2024,183
1.0,6:29,1.0,10.0,KAN 23,0.0,3.0,Kareem Hunt right guard for 2 yards (tackle by Robert Spillane),0.48,0.2,13.0,2024,183
1.0,5:55,2.0,8.0,KAN 25,0.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by Robert Spillane),0.2,1.4,13.0,2024,183
1.0,5:23,1.0,10.0,KAN 37,0.0,3.0,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 10 yards (tackle by Isaiah Pola-Mao),1.4,2.06,13.0,2024,183
1.0,4:56,1.0,10.0,KAN 47,0.0,3.0,Kareem Hunt up the middle for 2 yards (tackle by Maxx Crosby),2.06,1.79,13.0,2024,183
1.0,4:22,2.0,8.0,KAN 49,0.0,3.0,"Patrick Mahomes pass complete short right to Xavier Worthy for 10 yards (tackle by Jack Jones). Penalty on K'Lavon Chaisson: Defensive Holding, 5 yards (declined)",1.79,2.85,13.0,2024,183
1.0,4:03,1.0,10.0,LVR 41,0.0,3.0,"Patrick Mahomes pass complete short left to Travis Kelce for no gain (tackle by Robert Spillane). Penalty on Trey Smith: Offensive Holding, 10 yards (accepted) (no play)",2.85,2.19,13.0,2024,183
1.0,3:37,1.0,20.0,KAN 49,0.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 24 yards (tackle by Thomas Harper),2.19,3.78,13.0,2024,183
1.0,3:00,1.0,10.0,LVR 27,0.0,3.0,"Penalty on Mecole Hardman: False Start, 5 yards (accepted) (no play)",3.78,3.45,13.0,2024,183
1.0,2:47,1.0,15.0,LVR 32,0.0,3.0,Patrick Mahomes pass incomplete deep left intended for Noah Gray,3.45,2.56,13.0,2024,183
1.0,2:43,2.0,15.0,LVR 32,0.0,3.0,Patrick Mahomes pass incomplete deep right intended for Xavier Worthy,2.56,1.88,13.0,2024,183
1.0,2:37,3.0,15.0,LVR 32,0.0,3.0,"Penalty on Wanya Morris: False Start, 5 yards (accepted) (no play)",1.88,1.22,13.0,2024,183
1.0,2:37,3.0,20.0,LVR 37,0.0,3.0,Patrick Mahomes pass incomplete deep right intended for Justin Watson,1.22,0.79,13.0,2024,183
1.0,2:30,4.0,20.0,LVR 37,0.0,3.0,"Matt Araiza punts 29 yards, fair catch by DJ Turner at LV-8",0.79,0.38,13.0,2024,183
1.0,2:23,1.0,10.0,LVR 8,0.0,3.0,Ameer Abdullah left tackle for 3 yards (tackle by Leo Chenal),-0.38,-0.56,13.0,2024,183
1.0,1:39,2.0,7.0,LVR 11,0.0,3.0,Aidan O'Connell pass complete short right to Jakobi Meyers for 10 yards (tackle by Justin Reid and Bryan Cook),-0.56,0.34,13.0,2024,183
1.0,0:57,1.0,10.0,LVR 21,0.0,3.0,Ameer Abdullah up the middle for 6 yards (tackle by Justin Reid),0.34,0.61,13.0,2024,183
1.0,0:17,2.0,4.0,LVR 27,0.0,3.0,Ameer Abdullah left guard for 1 yard (tackle by Nick Bolton),0.61,0.04,13.0,2024,183
2.0,15:00,3.0,3.0,LVR 28,0.0,3.0,Aidan O'Connell pass complete deep left to Jakobi Meyers for 43 yards (tackle by Nazeeh Johnson),0.04,3.64,13.0,2024,183
2.0,14:17,1.0,10.0,KAN 29,0.0,3.0,Aidan O'Connell pass complete deep left to Jakobi Meyers for 25 yards,3.64,6.28,13.0,2024,183
2.0,13:39,1.0,4.0,KAN 4,0.0,3.0,"Penalty on Brock Bowers: False Start, 5 yards (accepted) (no play)",6.28,5.14,13.0,2024,183
2.0,13:16,1.0,9.0,KAN 9,0.0,3.0,Aidan O'Connell pass complete short right to Brock Bowers for 5 yards (tackle by Drue Tranquill),5.14,5.34,13.0,2024,183
2.0,12:35,2.0,4.0,KAN 4,0.0,3.0,Ameer Abdullah left guard for no gain (tackle by Michael Danna),5.34,4.49,13.0,2024,183
2.0,11:51,3.0,4.0,KAN 4,0.0,3.0,Aidan O'Connell sacked by Chris Jones for -5 yards,4.49,2.83,13.0,2024,183
2.0,11:06,4.0,9.0,KAN 9,3.0,3.0,Daniel Carlson 27 yard field goal good,2.83,3.0,13.0,2024,183
2.0,11:03,,,LVR 35,3.0,3.0,"Daniel Carlson kicks off 65 yards, returned by Mecole Hardman for 24 yards (tackle by DJ Turner)",0.0,0.54,13.0,2024,183
2.0,10:56,1.0,10.0,KAN 24,3.0,3.0,Isiah Pacheco right tackle for -5 yards (tackle by Maxx Crosby),0.54,-0.74,13.0,2024,183
2.0,10:19,2.0,15.0,KAN 19,3.0,3.0,Patrick Mahomes pass complete short right to Isiah Pacheco for 5 yards (tackle by Amari Burney),-0.74,-0.69,13.0,2024,183
2.0,9:48,3.0,10.0,KAN 24,3.0,3.0,Patrick Mahomes sacked by K'Lavon Chaisson for -6 yards,-0.69,-2.24,13.0,2024,183
2.0,9:07,4.0,16.0,KAN 18,3.0,3.0,"Matt Araiza punts 46 yards, returned by DJ Turner for 9 yards (tackle by Matt Araiza)",-2.24,-1.93,13.0,2024,183
2.0,8:55,1.0,10.0,LVR 45,3.0,3.0,Aidan O'Connell pass incomplete short right intended for Brock Bowers,1.93,1.38,13.0,2024,183
2.0,8:51,2.0,10.0,LVR 45,3.0,3.0,Aidan O'Connell pass complete short right to Brock Bowers for 9 yards (tackle by Nick Bolton),1.38,1.88,13.0,2024,183
2.0,8:10,3.0,1.0,KAN 46,3.0,3.0,Brock Bowers left end for 2 yards (tackle by Joshua Williams),1.88,2.65,13.0,2024,183
2.0,7:32,1.0,10.0,KAN 44,3.0,3.0,Sincere McCormick left end for 7 yards (tackle by Joshua Williams and Mike Pennel),2.65,3.06,13.0,2024,183
2.0,6:46,2.0,3.0,KAN 37,3.0,3.0,"Aidan O'Connell pass incomplete short middle. Penalty on Dylan Parham: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.06,2.38,13.0,2024,183
2.0,6:46,2.0,8.0,KAN 42,3.0,3.0,Sincere McCormick up the middle for 4 yards (tackle by Nick Bolton),2.38,2.21,13.0,2024,183
2.0,6:05,3.0,4.0,KAN 38,3.0,3.0,Aidan O'Connell pass incomplete short middle intended for Jakobi Meyers,2.21,0.72,13.0,2024,183
2.0,6:00,4.0,4.0,KAN 38,3.0,3.0,Daniel Carlson 56 yard field goal no good,0.72,-2.06,13.0,2024,183
2.0,5:55,1.0,10.0,KAN 47,3.0,3.0,Patrick Mahomes pass complete short middle to Noah Gray for 26 yards (tackle by Robert Spillane),2.06,3.78,13.0,2024,183
2.0,5:06,1.0,10.0,LVR 27,3.0,3.0,Patrick Mahomes sacked by Zachary Carter for no gain,3.78,3.23,13.0,2024,183
2.0,4:15,2.0,10.0,LVR 27,3.0,3.0,Patrick Mahomes pass incomplete short left intended for Kareem Hunt (defended by Jonah Laulu),3.23,2.54,13.0,2024,183
2.0,4:12,3.0,10.0,LVR 27,3.0,3.0,"Patrick Mahomes pass complete short right to Travis Kelce for 5 yards, lateral to Samaje Perine for 10 yards (tackle by Decamerion Richardson)",2.54,4.78,13.0,2024,183
2.0,3:39,1.0,10.0,LVR 12,3.0,3.0,Kareem Hunt up the middle for 4 yards (tackle by Robert Spillane and Isaiah Pola-Mao),4.78,4.83,13.0,2024,183
2.0,2:58,2.0,6.0,LVR 8,3.0,3.0,Patrick Mahomes pass complete short left to Travis Kelce for 2 yards (tackle by Decamerion Richardson),4.83,4.38,13.0,2024,183
2.0,2:19,,,,,,Timeout #1 by Las Vegas Raiders,,,13.0,2024,183
2.0,2:19,3.0,4.0,LVR 6,3.0,9.0,"Patrick Mahomes pass complete short left to Justin Watson for 6 yards, touchdown",4.38,7.0,13.0,2024,183
2.0,2:14,,,LVR 15,3.0,10.0,Matthew Wright kicks extra point good,0.0,0.0,13.0,2024,183
2.0,2:14,,,KAN 35,3.0,10.0,"Matthew Wright kicks off 66 yards, recovered by Dylan Laube at LV-4 (tackle by Nazeeh Johnson and Carson Steele)",0.0,0.04,13.0,2024,183
2.0,2:10,1.0,10.0,LVR 18,3.0,10.0,Sincere McCormick right end for 17 yards (tackle by Bryan Cook),0.04,1.27,13.0,2024,183
2.0,2:00,1.0,10.0,LVR 35,3.0,10.0,Tre Tucker right end for 11 yards (tackle by George Karlaftis and Justin Reid),1.27,1.99,13.0,2024,183
2.0,1:20,1.0,10.0,LVR 46,3.0,10.0,Aidan O'Connell pass incomplete short left intended for Jakobi Meyers,1.99,1.45,13.0,2024,183
2.0,1:16,2.0,10.0,LVR 46,3.0,10.0,Sincere McCormick right end for 1 yard (tackle by Justin Reid),1.45,0.89,13.0,2024,183
2.0,1:11,,,,,,Timeout #1 by Kansas City Chiefs,,,13.0,2024,183
2.0,1:11,3.0,9.0,LVR 47,3.0,10.0,Aidan O'Connell sacked by Chris Jones for -2 yards,0.89,-0.39,13.0,2024,183
2.0,1:06,,,,,,Timeout #2 by Kansas City Chiefs,,,13.0,2024,183
2.0,1:06,4.0,11.0,LVR 45,3.0,10.0,"AJ Cole punts 39 yards out of bounds. Penalty on Thomas Harper: Player Out of Bounds on a Punt, 5 yards (accepted)",-0.39,-0.34,13.0,2024,183
2.0,1:00,1.0,10.0,KAN 21,3.0,10.0,Patrick Mahomes sacked by and K'Lavon Chaisson for -5 yards and Adam Butler for -5 yards,0.34,-1.01,13.0,2024,183
2.0,0:23,2.0,15.0,KAN 16,3.0,10.0,Patrick Mahomes pass complete deep right to DeAndre Hopkins for 34 yards (tackle by Jack Jones),-1.01,2.26,13.0,2024,183
2.0,0:18,,,,,,Timeout #3 by Kansas City Chiefs,,,13.0,2024,183
2.0,0:18,1.0,10.0,KAN 50,3.0,10.0,Patrick Mahomes pass complete short right to Noah Gray for 9 yards (tackle by Robert Spillane),2.26,2.93,13.0,2024,183
2.0,0:04,2.0,1.0,LVR 41,3.0,10.0,Patrick Mahomes spiked the ball,2.93,2.21,13.0,2024,183
2.0,0:03,3.0,1.0,LVR 41,3.0,10.0,"Matthew Wright 59 yard field goal no good, returned by DJ Turner for no gain (tackle by Matt Araiza)",2.21,2.13,13.0,2024,183
3.0,15:00,,,KAN 35,3.0,10.0,"Matthew Wright kicks off 62 yards, returned by DJ Turner for 22 yards (tackle by Chamarri Conner)",0.0,0.61,13.0,2024,183
3.0,14:56,1.0,10.0,LVR 25,3.0,10.0,Aidan O'Connell pass incomplete deep right intended for Jakobi Meyers,0.61,0.06,13.0,2024,183
3.0,14:51,2.0,10.0,LVR 25,3.0,10.0,Ameer Abdullah left end for 11 yards (tackle by Joshua Williams and Bryan Cook),0.06,1.33,13.0,2024,183
3.0,14:07,1.0,10.0,LVR 36,3.0,10.0,Aidan O'Connell pass incomplete short left intended for Brock Bowers (defended by Justin Reid),1.33,0.79,13.0,2024,183
3.0,14:01,2.0,10.0,LVR 36,3.0,10.0,Aidan O'Connell pass complete short left to DJ Turner for 25 yards (tackle by Nick Bolton),0.79,2.98,13.0,2024,183
3.0,13:15,1.0,10.0,KAN 39,3.0,10.0,Ameer Abdullah up the middle for 4 yards (tackle by Nick Bolton),2.98,2.98,13.0,2024,183
3.0,12:36,2.0,6.0,KAN 35,3.0,10.0,Aidan O'Connell pass incomplete short right intended for Jakobi Meyers (defended by Joshua Williams),2.98,2.28,13.0,2024,183
3.0,12:30,3.0,6.0,KAN 35,3.0,10.0,Ameer Abdullah up the middle for 5 yards (tackle by Trent McDuffie),2.28,1.52,13.0,2024,183
3.0,11:48,4.0,1.0,KAN 30,3.0,10.0,Ameer Abdullah up the middle for no gain (tackle by Nick Bolton and Charles Omenihu),1.52,-0.94,13.0,2024,183
3.0,11:45,1.0,10.0,KAN 30,3.0,10.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,0.94,0.39,13.0,2024,183
3.0,11:40,2.0,10.0,KAN 30,3.0,10.0,Patrick Mahomes pass complete short middle to Noah Gray for 22 yards (tackle by Robert Spillane),0.39,2.39,13.0,2024,183
3.0,11:02,1.0,10.0,LVR 48,3.0,10.0,Isiah Pacheco up the middle for 34 yards (tackle by Isaiah Pola-Mao),2.39,4.65,13.0,2024,183
3.0,10:23,1.0,10.0,LVR 14,3.0,10.0,Isiah Pacheco left guard for 1 yard (tackle by John Jenkins),4.65,4.16,13.0,2024,183
3.0,9:48,2.0,9.0,LVR 13,3.0,10.0,"Patrick Mahomes sacked by. Patrick Mahomes fumbles, recovered by Patrick Mahomes at LV-33. Penalty on Jawaan Taylor: Illegal Formation, 5 yards (declined)",4.16,0.89,13.0,2024,183
3.0,9:22,3.0,29.0,LVR 33,3.0,10.0,Patrick Mahomes pass complete short left to DeAndre Hopkins for 10 yards (tackle by Decamerion Richardson),0.89,1.93,13.0,2024,183
3.0,8:44,4.0,19.0,LVR 23,3.0,13.0,Matthew Wright 42 yard field goal good,1.93,3.0,13.0,2024,183
3.0,8:40,,,KAN 35,3.0,13.0,"Matthew Wright kicks off 62 yards, returned by DJ Turner for 27 yards. DJ Turner fumbles, ball out of bounds at LV-30 (forced by Chamarri Conner). DJ Turner fumbles out of bounds",0.0,0.94,13.0,2024,183
3.0,8:33,1.0,10.0,LVR 30,3.0,13.0,Aidan O'Connell pass complete short left to Brock Bowers for 11 yards (tackle by Chamarri Conner),0.94,1.66,13.0,2024,183
3.0,7:59,1.0,10.0,LVR 41,3.0,13.0,Sincere McCormick right end for 1 yard (tackle by Nick Bolton and Michael Danna),1.66,1.26,13.0,2024,183
3.0,7:15,2.0,9.0,LVR 42,3.0,13.0,Sincere McCormick left end for -1 yards (tackle by Joshua Williams and Nick Bolton),1.26,0.43,13.0,2024,183
3.0,6:32,3.0,10.0,LVR 41,3.0,13.0,"Aidan O'Connell pass incomplete short left intended for Terrace Marshall. Penalty on Chris Jones: Defensive Offside, 5 yards (accepted) (no play)",0.43,1.09,13.0,2024,183
3.0,6:29,3.0,5.0,LVR 46,3.0,13.0,"Aidan O'Connell pass complete deep right to Brock Bowers for 29 yards (tackle by Trent McDuffie). Penalty on Trent McDuffie: Defensive Pass Interference, 15 yards (declined)",1.09,3.91,13.0,2024,183
3.0,6:05,1.0,10.0,KAN 25,3.0,13.0,Ameer Abdullah up the middle for 3 yards (tackle by Chris Jones and Mike Pennel),3.91,3.77,13.0,2024,183
3.0,5:22,2.0,7.0,KAN 22,3.0,13.0,Aidan O'Connell pass incomplete short right intended for Brock Bowers (defended by Drue Tranquill),3.77,3.07,13.0,2024,183
3.0,5:18,3.0,7.0,KAN 22,3.0,13.0,Aidan O'Connell sacked by George Karlaftis for -15 yards,3.07,0.79,13.0,2024,183
3.0,4:34,4.0,22.0,KAN 37,3.0,13.0,Daniel Carlson 55 yard field goal no good,0.79,-1.93,13.0,2024,183
3.0,4:28,1.0,10.0,KAN 45,3.0,13.0,Patrick Mahomes pass incomplete short right intended for Noah Gray,1.93,1.38,13.0,2024,183
3.0,4:25,2.0,10.0,KAN 45,3.0,13.0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,1.38,0.7,13.0,2024,183
3.0,4:22,3.0,10.0,KAN 45,3.0,13.0,Patrick Mahomes pass complete deep left to DeAndre Hopkins for 31 yards (tackle by Decamerion Richardson),0.7,3.97,13.0,2024,183
3.0,3:39,1.0,10.0,LVR 24,3.0,13.0,Patrick Mahomes pass incomplete short right intended for Travis Kelce,3.97,3.43,13.0,2024,183
3.0,3:35,2.0,10.0,LVR 24,3.0,13.0,Patrick Mahomes pass complete short right to Xavier Worthy for 7 yards,3.43,3.75,13.0,2024,183
3.0,3:20,3.0,3.0,LVR 17,3.0,13.0,Patrick Mahomes pass incomplete deep middle intended for Travis Kelce,3.75,2.41,13.0,2024,183
3.0,3:15,4.0,3.0,LVR 17,3.0,16.0,Matthew Wright 35 yard field goal good,2.41,3.0,13.0,2024,183
3.0,3:11,,,KAN 35,3.0,16.0,"Matthew Wright kicks off 59 yards, returned by Ameer Abdullah for 68 yards (tackle by Chamarri Conner)",0.0,3.84,13.0,2024,183
3.0,3:00,1.0,10.0,KAN 26,3.0,16.0,Sincere McCormick up the middle for 3 yards (tackle by Michael Danna and Drue Tranquill),3.84,3.7,13.0,2024,183
3.0,2:16,2.0,7.0,KAN 23,3.0,16.0,"Aidan O'Connell scrambles left end for no gain (tackle by Nick Bolton). Penalty on Kolton Miller: Offensive Holding, 10 yards (accepted) (no play)",3.7,2.35,13.0,2024,183
3.0,1:50,2.0,17.0,KAN 33,9.0,16.0,"Aidan O'Connell pass complete deep right to Brock Bowers for 33 yards, touchdown",2.35,7.0,13.0,2024,183
3.0,1:40,,,KAN 15,10.0,16.0,Daniel Carlson kicks extra point good,0.0,0.0,13.0,2024,183
3.0,1:40,,,LVR 35,10.0,16.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,183
3.0,1:40,1.0,10.0,KAN 30,10.0,16.0,Kareem Hunt right guard for 4 yards (tackle by Jonah Laulu and Adam Butler),0.94,0.93,13.0,2024,183
3.0,1:06,2.0,6.0,KAN 34,10.0,16.0,Patrick Mahomes pass complete short right to Kareem Hunt for -5 yards (tackle by Amari Burney),0.93,-0.43,13.0,2024,183
3.0,0:25,3.0,11.0,KAN 29,10.0,16.0,Patrick Mahomes pass incomplete short middle intended for DeAndre Hopkins,-0.43,-1.44,13.0,2024,183
3.0,0:16,4.0,11.0,KAN 29,10.0,16.0,"Matt Araiza punts 52 yards, returned by Ameer Abdullah for 12 yards (tackle by Leo Chenal)",-1.44,-1.0,13.0,2024,183
3.0,0:05,1.0,10.0,LVR 31,10.0,16.0,Sincere McCormick left end for 11 yards (tackle by Bryan Cook),1.0,1.73,13.0,2024,183
4.0,15:00,1.0,10.0,LVR 42,16.0,16.0,"Aidan O'Connell pass complete deep left to Tre Tucker for 58 yards, touchdown",1.73,7.0,13.0,2024,183
4.0,14:52,,,KAN 15,17.0,16.0,Daniel Carlson kicks extra point good,0.0,0.0,13.0,2024,183
4.0,14:52,,,LVR 35,17.0,16.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,183
4.0,14:52,1.0,10.0,KAN 30,17.0,16.0,Patrick Mahomes scrambles up the middle for 5 yards (tackle by Adam Butler),0.94,1.07,13.0,2024,183
4.0,14:10,2.0,5.0,KAN 35,17.0,16.0,Patrick Mahomes pass complete short right to Xavier Worthy for 4 yards (tackle by Divine Deablo),1.07,0.89,13.0,2024,183
4.0,13:31,3.0,1.0,KAN 39,17.0,16.0,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Tre'von Moehrig),0.89,1.86,13.0,2024,183
4.0,12:53,1.0,10.0,KAN 44,17.0,16.0,Patrick Mahomes pass incomplete short right intended for DeAndre Hopkins,1.86,1.32,13.0,2024,183
4.0,12:48,2.0,10.0,KAN 44,17.0,16.0,"Patrick Mahomes pass incomplete deep right intended for DeAndre Hopkins. Penalty on Decamerion Richardson: Defensive Pass Interference, 26 yards (accepted) (no play)",1.32,3.58,13.0,2024,183
4.0,12:41,1.0,10.0,LVR 30,17.0,16.0,"Penalty on Wanya Morris: False Start, 5 yards (accepted) (no play)",3.58,3.25,13.0,2024,183
4.0,12:41,1.0,15.0,LVR 35,17.0,16.0,Patrick Mahomes pass incomplete deep right intended for DeAndre Hopkins,3.25,2.36,13.0,2024,183
4.0,12:30,2.0,15.0,LVR 35,17.0,16.0,"Patrick Mahomes pass incomplete short right. Penalty on Jawaan Taylor: Illegal Formation, 5 yards (accepted) (no play)",2.36,1.68,13.0,2024,183
4.0,12:30,2.0,20.0,LVR 40,17.0,16.0,Patrick Mahomes pass complete short right to DeAndre Hopkins for 15 yards (tackle by Jack Jones),1.68,3.01,13.0,2024,183
4.0,11:50,3.0,5.0,LVR 25,17.0,16.0,Patrick Mahomes pass complete short left to Xavier Worthy for 19 yards (tackle by Isaiah Pola-Mao),3.01,5.83,13.0,2024,183
4.0,11:14,1.0,6.0,LVR 6,17.0,16.0,Patrick Mahomes pass complete short middle to Noah Gray for 1 yard (tackle by John Jenkins and Jonah Laulu),5.83,5.15,13.0,2024,183
4.0,10:40,2.0,5.0,LVR 5,17.0,16.0,Patrick Mahomes pass incomplete short middle intended for DeAndre Hopkins,5.15,4.26,13.0,2024,183
4.0,10:36,3.0,5.0,LVR 5,17.0,16.0,Patrick Mahomes sacked by Maxx Crosby for -9 yards,4.26,2.51,13.0,2024,183
4.0,9:57,4.0,14.0,LVR 14,17.0,19.0,Matthew Wright 32 yard field goal good,2.51,3.0,13.0,2024,183
4.0,9:53,,,KAN 35,17.0,19.0,"Matthew Wright kicks off 64 yards, returned by Dylan Laube for 22 yards (tackle by Leo Chenal). Penalty on Justin Shorter: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.0,-0.32,13.0,2024,183
4.0,9:48,1.0,10.0,LVR 13,17.0,19.0,Sincere McCormick left tackle for 9 yards (tackle by Chris Jones),-0.32,0.49,13.0,2024,183
4.0,9:09,2.0,1.0,LVR 22,17.0,19.0,Sincere McCormick left end for 5 yards (tackle by Leo Chenal),0.49,0.74,13.0,2024,183
4.0,8:27,1.0,10.0,LVR 27,17.0,19.0,Aidan O'Connell pass complete short left to Sincere McCormick for -2 yards (tackle by Justin Reid and Drue Tranquill),0.74,-0.07,13.0,2024,183
4.0,7:42,2.0,12.0,LVR 25,17.0,19.0,Aidan O'Connell pass complete short right to Brock Bowers for 3 yards (tackle by Drue Tranquill),-0.07,-0.36,13.0,2024,183
4.0,7:00,3.0,9.0,LVR 28,17.0,19.0,Aidan O'Connell pass incomplete short middle intended for Terrace Marshall,-0.36,-1.5,13.0,2024,183
4.0,6:58,4.0,9.0,LVR 28,17.0,19.0,"AJ Cole punts 55 yards, returned by Mecole Hardman for 8 yards (tackle by Kana'i Mauga)",-1.5,-0.61,13.0,2024,183
4.0,6:46,1.0,10.0,KAN 25,17.0,19.0,Kareem Hunt right guard for 2 yards (tackle by Divine Deablo and Adam Butler),0.61,0.33,13.0,2024,183
4.0,6:14,2.0,8.0,KAN 27,17.0,19.0,Patrick Mahomes pass incomplete short left intended for Travis Kelce,0.33,-0.36,13.0,2024,183
4.0,6:08,3.0,8.0,KAN 27,17.0,19.0,Patrick Mahomes pass complete short right to Samaje Perine for 5 yards (tackle by K'Lavon Chaisson and Robert Spillane),-0.36,-1.24,13.0,2024,183
4.0,5:26,4.0,3.0,KAN 32,17.0,19.0,"Matt Araiza punts 54 yards, returned by Ameer Abdullah for 18 yards (tackle by Christian Roland-Wallace)",-1.24,-1.07,13.0,2024,183
4.0,5:15,1.0,10.0,LVR 32,17.0,19.0,Sincere McCormick up the middle for 8 yards (tackle by Bryan Cook),1.07,1.61,13.0,2024,183
4.0,4:33,2.0,2.0,LVR 40,17.0,19.0,Aidan O'Connell pass complete short right to Sincere McCormick for 3 yards (tackle by Trent McDuffie),1.61,1.8,13.0,2024,183
4.0,3:52,1.0,10.0,LVR 43,17.0,19.0,Aidan O'Connell pass complete short left to Brock Bowers for 4 yards (tackle by Bryan Cook),1.8,1.79,13.0,2024,183
4.0,3:13,2.0,6.0,LVR 47,17.0,19.0,Aidan O'Connell pass complete short left to Brock Bowers for 14 yards (tackle by Nick Bolton),1.79,2.98,13.0,2024,183
4.0,3:05,1.0,10.0,KAN 39,17.0,19.0,Sincere McCormick left end for -1 yards (tackle by Nick Bolton and Chris Jones),2.98,2.3,13.0,2024,183
