Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA,week,year,game_id
2.0,11:29,1.0,10.0,NYG 30,7.0,13.0,Drew Lock pass complete short middle to Malik Nabers for 18 yards (tackle by DaRon Bland and DeMarvion Overshown),0.94,2.13,13.0,2024,181
2.0,10:56,1.0,10.0,NYG 48,7.0,13.0,Devin Singletary up the middle for 4 yards (tackle by Chauncey Golston and DeMarvion Overshown),2.13,2.12,13.0,2024,181
2.0,10:19,2.0,6.0,DAL 48,7.0,13.0,"Drew Lock pass complete short right to Wan'Dale Robinson for -2 yards (tackle by Jourdan Lewis). Penalty on Jon Runyan: Ineligible Downfield Pass, 5 yards (declined)",2.12,1.16,13.0,2024,181
2.0,10:02,3.0,8.0,DAL 50,7.0,13.0,Drew Lock sacked by Donovan Wilson for -12 yards,1.16,-0.85,13.0,2024,181
2.0,9:08,4.0,20.0,NYG 38,7.0,13.0,"Jamie Gillan punts 46 yards, returned by KaVontae Turpin for -3 yards. KaVontae Turpin fumbles (forced by Art Green), recovered by KaVontae Turpin at DAL-13",-0.85,0.32,13.0,2024,181
2.0,8:59,1.0,10.0,DAL 13,7.0,13.0,Cooper Rush pass complete short right to CeeDee Lamb for 22 yards (tackle by Jason Pinnock),-0.32,1.27,13.0,2024,181
2.0,8:25,1.0,10.0,DAL 35,7.0,13.0,Cooper Rush pass complete short middle to Jalen Tolbert for 5 yards (tackle by Bobby Okereke),1.27,1.4,13.0,2024,181
2.0,7:53,2.0,5.0,DAL 40,7.0,13.0,Rico Dowdle left guard for 4 yards (tackle by Micah McFadden and Tyler Nubin),1.4,1.22,13.0,2024,181
2.0,7:27,3.0,1.0,DAL 44,7.0,13.0,Cooper Rush pass incomplete short right intended for CeeDee Lamb,1.22,-0.46,13.0,2024,181
2.0,7:21,4.0,1.0,DAL 44,7.0,13.0,Hunter Luepke right guard for no gain (tackle by D.J. Davidson),-0.46,-2.65,13.0,2024,181
2.0,7:15,1.0,10.0,DAL 44,7.0,13.0,Tyrone Tracy right tackle for 2 yards (tackle by DeMarvion Overshown),2.65,2.38,13.0,2024,181
2.0,6:38,2.0,8.0,DAL 42,7.0,13.0,Drew Lock pass incomplete short right intended for Tyrone Tracy,2.38,1.69,13.0,2024,181
2.0,6:32,3.0,8.0,DAL 42,7.0,13.0,Drew Lock pass incomplete short middle intended for Malik Nabers (defended by Donovan Wilson),1.69,0.46,13.0,2024,181
2.0,6:27,4.0,8.0,DAL 42,7.0,13.0,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",0.46,0.13,13.0,2024,181
2.0,6:27,4.0,13.0,DAL 47,7.0,13.0,"Jamie Gillan punts, touchback.. Penalty on Micah Parsons: Running Into the Kicker, 5 yards (accepted) (no play)",0.13,0.46,13.0,2024,181
2.0,6:18,4.0,8.0,DAL 42,7.0,13.0,Jamie Gillan punts 41 yards downed by Art Green,0.46,0.38,13.0,2024,181
2.0,6:07,1.0,10.0,DAL 1,7.0,13.0,Penalty on Terence Steele: False Start (accepted) (no play),-0.38,-0.38,13.0,2024,181
2.0,6:07,1.0,10.0,DAL 1,7.0,13.0,Cooper Rush up the middle for 1 yard (tackle by Dexter Lawrence),-0.38,-0.71,13.0,2024,181
2.0,5:35,2.0,9.0,DAL 2,7.0,13.0,Cooper Rush pass incomplete short left intended for Brandin Cooks,-0.71,-1.3,13.0,2024,181
2.0,5:29,3.0,9.0,DAL 2,7.0,13.0,Cooper Rush pass incomplete deep left intended for Jonathan Mingo (defended by Cordale Flott),-1.3,-2.49,13.0,2024,181
2.0,5:22,4.0,9.0,DAL 2,7.0,13.0,"Bryan Anger punts 49 yards, returned by Ihmir Smith-Marsette for 22 yards (tackle by Brevyn Spann-Ford)",-2.49,-3.64,13.0,2024,181
2.0,5:12,1.0,10.0,DAL 29,7.0,13.0,Devin Singletary left end for 4 yards (tackle by DeMarvion Overshown),3.64,3.64,13.0,2024,181
2.0,4:33,2.0,6.0,DAL 25,7.0,13.0,"Penalty on Daniel Bellinger: False Start, 5 yards (accepted) (no play)",3.64,2.97,13.0,2024,181
2.0,4:14,2.0,11.0,DAL 30,7.0,13.0,Devin Singletary left end for 2 yards (tackle by DeMarvion Overshown and Donovan Wilson),2.97,2.54,13.0,2024,181
2.0,3:30,3.0,9.0,DAL 28,7.0,13.0,Drew Lock pass incomplete short right intended for Malik Nabers,2.54,1.59,13.0,2024,181
2.0,3:25,4.0,9.0,DAL 28,10.0,13.0,Graham Gano 46 yard field goal good,1.59,3.0,13.0,2024,181
2.0,3:21,,,NYG 35,10.0,13.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,181
2.0,3:21,1.0,10.0,DAL 30,10.0,13.0,Cooper Rush pass complete short right to Brandin Cooks for 11 yards (tackle by Cordale Flott),0.94,1.66,13.0,2024,181
2.0,2:44,1.0,10.0,DAL 41,10.0,13.0,"Cooper Rush pass complete short left to Rico Dowdle for no gain (tackle by Micah McFadden). Penalty on Luke Schoonmaker: Offensive Pass Interference, 10 yards (accepted) (no play)",1.66,1.0,13.0,2024,181
2.0,2:24,1.0,20.0,DAL 31,10.0,13.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb,1.0,-0.23,13.0,2024,181
2.0,2:19,2.0,20.0,DAL 31,10.0,13.0,"Cooper Rush pass incomplete deep right intended for Jonathan Mingo (defended by Adoree' Jackson). Penalty on Kayvon Thibodeaux: Defensive Offside, 5 yards (accepted) (no play)",-0.23,0.45,13.0,2024,181
2.0,2:12,2.0,15.0,DAL 36,10.0,13.0,Cooper Rush pass incomplete deep right intended for Jonathan Mingo,0.45,-0.23,13.0,2024,181
2.0,2:08,3.0,15.0,DAL 36,10.0,13.0,Hunter Luepke up the middle for 2 yards (tackle by Brian Burns),-0.23,-0.85,13.0,2024,181
2.0,2:00,4.0,13.0,DAL 38,10.0,13.0,"Bryan Anger punts 55 yards, returned by Ihmir Smith-Marsette for 7 yards (tackle by Kemon Hall)",-0.85,0.28,13.0,2024,181
2.0,1:50,1.0,10.0,NYG 14,10.0,13.0,Drew Lock pass complete short left to Darius Slayton for 3 yards (tackle by Josh Butler),-0.28,-0.37,13.0,2024,181
2.0,1:42,,,,,,Timeout #1 by Dallas Cowboys,,,13.0,2024,181
2.0,1:42,2.0,7.0,NYG 17,10.0,13.0,Drew Lock pass incomplete short left intended for Darius Slayton,-0.37,-1.04,13.0,2024,181
2.0,1:38,3.0,7.0,NYG 17,10.0,13.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",-1.04,-1.65,13.0,2024,181
2.0,1:38,3.0,12.0,NYG 12,10.0,13.0,Drew Lock pass incomplete deep right intended for Darius Slayton,-1.65,-2.49,13.0,2024,181
2.0,1:35,4.0,12.0,NYG 12,10.0,13.0,"Jamie Gillan punts 54 yards, returned by KaVontae Turpin for no gain (tackle by Bryce Ford-Wheaton)",-2.49,-1.2,13.0,2024,181
2.0,1:29,1.0,10.0,DAL 34,10.0,13.0,"Cooper Rush pass incomplete short right intended for Hunter Luepke. Penalty on Kayvon Thibodeaux: Roughing the Passer, 15 yards (accepted) (no play)",1.2,2.19,13.0,2024,181
2.0,1:24,1.0,10.0,DAL 49,10.0,13.0,Cooper Rush pass incomplete short right intended for Jalen Tolbert (defended by Dane Belton),2.19,1.65,13.0,2024,181
2.0,1:20,2.0,10.0,DAL 49,10.0,13.0,Cooper Rush pass incomplete short right intended for Jalen Tolbert (defended by Brian Burns),1.65,0.96,13.0,2024,181
2.0,1:16,3.0,10.0,DAL 49,10.0,13.0,Cooper Rush pass incomplete deep right intended for Brandin Cooks (defended by Kayvon Thibodeaux),0.96,-0.13,13.0,2024,181
2.0,1:12,4.0,10.0,DAL 49,10.0,13.0,"Bryan Anger punts 40 yards, fair catch by Ihmir Smith-Marsette at NYG-11",-0.13,0.37,13.0,2024,181
2.0,1:05,1.0,10.0,NYG 11,10.0,13.0,Drew Lock pass complete short right to Tyrone Tracy for 15 yards (tackle by Eric Kendricks),-0.37,0.67,13.0,2024,181
2.0,0:58,1.0,10.0,NYG 26,10.0,13.0,Drew Lock pass incomplete deep right intended for Darius Slayton (defended by Josh Butler),0.67,0.13,13.0,2024,181
2.0,0:53,2.0,10.0,NYG 26,10.0,13.0,"Drew Lock pass incomplete short right intended for Malik Nabers. Penalty on Josh Butler: Defensive Pass Interference, 4 yards (accepted) (no play)",0.13,0.94,13.0,2024,181
2.0,0:48,1.0,10.0,NYG 30,10.0,13.0,"Drew Lock pass incomplete short left intended for Malik Nabers Replay Assistant challenged the pass completion ruling, and the original play was overturned. Drew Lock pass complete short left to Malik Nabers for 7 yards (tackle by DaRon Bland)",0.94,1.34,13.0,2024,181
2.0,0:45,,,,,,Timeout #1 by New York Giants,,,13.0,2024,181
2.0,0:45,2.0,3.0,NYG 37,10.0,13.0,Drew Lock pass incomplete deep left intended for Darius Slayton,1.34,0.63,13.0,2024,181
2.0,0:40,,,,,,Timeout #2 by Dallas Cowboys,,,13.0,2024,181
2.0,0:40,3.0,3.0,NYG 37,10.0,13.0,Drew Lock pass complete short left to Malik Nabers for 3 yards (tackle by Eric Kendricks),0.63,1.6,13.0,2024,181
2.0,0:32,,,,,,Timeout #2 by New York Giants,,,13.0,2024,181
2.0,0:32,1.0,10.0,NYG 40,10.0,13.0,Drew Lock sacked by Carl Lawson for -11 yards,1.6,-0.43,13.0,2024,181
3.0,15:00,,,DAL 35,10.0,13.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,181
3.0,15:00,1.0,10.0,NYG 30,10.0,13.0,Tyrone Tracy up the middle for 4 yards (tackle by Israel Mukuamu and Malik Hooker),0.94,0.93,13.0,2024,181
3.0,14:24,2.0,6.0,NYG 34,10.0,13.0,Tyrone Tracy left tackle for 4 yards (tackle by Mazi Smith and Eric Kendricks),0.93,0.76,13.0,2024,181
3.0,13:47,3.0,2.0,NYG 38,10.0,13.0,"Drew Lock sacked by Eric Kendricks for no gain. Drew Lock fumbles (forced by Eric Kendricks), recovered by DeMarvion Overshown at NYG-38",0.76,-3.05,13.0,2024,181
3.0,13:40,1.0,10.0,NYG 38,10.0,13.0,Rico Dowdle right guard for no gain (tackle by Bobby Okereke),3.05,2.51,13.0,2024,181
3.0,13:06,2.0,10.0,NYG 38,10.0,13.0,Cooper Rush pass incomplete short left intended for Luke Schoonmaker (defended by Rakeem Nunez-Roches),2.51,1.82,13.0,2024,181
3.0,13:01,3.0,10.0,NYG 38,10.0,13.0,Cooper Rush pass complete short left to KaVontae Turpin for 30 yards (tackle by Tyler Nubin),1.82,5.37,13.0,2024,181
3.0,12:31,1.0,8.0,NYG 8,10.0,13.0,Hunter Luepke left tackle for 2 yards (tackle by Rakeem Nunez-Roches and Bobby Okereke),5.37,4.95,13.0,2024,181
3.0,11:53,2.0,6.0,NYG 6,10.0,13.0,"Cooper Rush scrambles right end for no gain. Cooper Rush fumbles (forced by Bobby Okereke), recovered by Micah McFadden in end zone Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Cooper Rush scrambles right end for 4 yards (tackle by Dexter Lawrence)",4.95,4.95,13.0,2024,181
3.0,11:44,3.0,2.0,NYG 2,10.0,19.0,"Cooper Rush pass complete short left to Brandin Cooks for 2 yards, touchdown",4.95,7.0,13.0,2024,181
3.0,11:37,,,NYG 15,10.0,20.0,Brandon Aubrey kicks extra point good,0.0,0.0,13.0,2024,181
3.0,11:37,,,DAL 35,10.0,20.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,181
3.0,11:37,1.0,10.0,NYG 30,10.0,20.0,Tyrone Tracy left tackle for 2 yards (tackle by Chauncey Golston and Osa Odighizuwa),0.94,0.66,13.0,2024,181
3.0,11:02,2.0,8.0,NYG 32,10.0,20.0,Drew Lock pass complete short right to Malik Nabers for 3 yards (tackle by DaRon Bland),0.66,0.37,13.0,2024,181
3.0,10:19,3.0,5.0,NYG 35,10.0,20.0,Drew Lock sacked by Micah Parsons for -11 yards,0.37,-1.77,13.0,2024,181
3.0,9:30,4.0,16.0,NYG 24,10.0,20.0,"Jamie Gillan punts 46 yards, fair catch by KaVontae Turpin at DAL-30",-1.77,-0.94,13.0,2024,181
3.0,9:22,1.0,10.0,DAL 30,10.0,20.0,Rico Dowdle right tackle for 3 yards (tackle by Bobby Okereke),0.94,0.8,13.0,2024,181
3.0,8:50,2.0,7.0,DAL 33,10.0,20.0,Cooper Rush pass complete short left to KaVontae Turpin for 1 yard (tackle by Cordale Flott),0.8,0.23,13.0,2024,181
3.0,8:13,3.0,6.0,DAL 34,10.0,20.0,"Cooper Rush pass incomplete short middle intended for Brandin Cooks (defended by Brian Burns). Penalty on Tyler Nubin: Defensive Pass Interference, 10 yards (accepted) (no play)",0.23,1.86,13.0,2024,181
3.0,8:08,1.0,10.0,DAL 44,10.0,20.0,Cooper Rush pass complete short right to Rico Dowdle for 4 yards (tackle by Jason Pinnock),1.86,1.86,13.0,2024,181
3.0,7:39,2.0,6.0,DAL 48,10.0,20.0,Rico Dowdle right tackle for 1 yard (tackle by Brian Burns),1.86,1.29,13.0,2024,181
3.0,7:03,3.0,5.0,DAL 49,10.0,20.0,Cooper Rush pass complete deep left to Jalen Tolbert for 36 yards (tackle by Cordale Flott),1.29,4.58,13.0,2024,181
3.0,6:33,1.0,10.0,NYG 15,10.0,20.0,Cooper Rush pass complete short right to Rico Dowdle for 1 yard (tackle by Adoree' Jackson and Bobby Okereke),4.58,4.11,13.0,2024,181
3.0,5:52,2.0,9.0,NYG 14,10.0,20.0,"Cooper Rush aborted snap, recovered by Cooper Rush at NYG-18",4.11,3.04,13.0,2024,181
3.0,5:16,3.0,11.0,NYG 16,10.0,20.0,"Cooper Rush pass incomplete short right intended for Jonathan Mingo. Penalty on Adoree' Jackson: Defensive Pass Interference, 8 yards (accepted) (no play)",3.04,5.37,13.0,2024,181
3.0,5:06,1.0,8.0,NYG 8,10.0,20.0,Rico Dowdle right guard for 4 yards (tackle by Elijah Chatman),5.37,5.34,13.0,2024,181
3.0,4:27,2.0,4.0,NYG 4,10.0,26.0,"Rico Dowdle right guard for 4 yards, touchdown",5.34,7.0,13.0,2024,181
3.0,4:23,,,NYG 15,10.0,27.0,Brandon Aubrey kicks extra point good,0.0,0.0,13.0,2024,181
3.0,4:23,,,DAL 35,10.0,27.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,181
3.0,4:23,1.0,10.0,NYG 30,10.0,27.0,Drew Lock pass complete short left to Theo Johnson for 15 yards (tackle by Donovan Wilson),0.94,1.93,13.0,2024,181
3.0,3:49,1.0,10.0,NYG 45,10.0,27.0,Drew Lock pass complete short right to Jalin Hyatt for 1 yard (tackle by DeMarvion Overshown),1.93,1.52,13.0,2024,181
3.0,3:06,2.0,9.0,NYG 46,10.0,27.0,"Tyrone Tracy up the middle for 2 yards (tackle by Donovan Wilson and Jourdan Lewis). Penalty on Theo Johnson: Offensive Holding, 10 yards (accepted)",1.52,0.44,13.0,2024,181
3.0,2:31,2.0,17.0,NYG 38,10.0,27.0,Drew Lock scrambles left guard for 21 yards (tackle by DaRon Bland),0.44,2.85,13.0,2024,181
3.0,1:54,1.0,10.0,DAL 41,10.0,27.0,Tyrone Tracy right tackle for 4 yards (tackle by Eric Kendricks),2.85,2.85,13.0,2024,181
3.0,1:13,2.0,6.0,DAL 37,10.0,27.0,Drew Lock pass complete short right to Jalin Hyatt for 7 yards (tackle by DaRon Bland),2.85,3.58,13.0,2024,181
3.0,0:26,1.0,10.0,DAL 30,10.0,27.0,Drew Lock pass complete short right to Darius Slayton for 5 yards (tackle by DaRon Bland),3.58,3.71,13.0,2024,181
4.0,15:00,2.0,5.0,DAL 25,10.0,27.0,Drew Lock sacked by and Micah Parsons for -7 yards and Mazi Smith for -7 yards,3.71,2.08,13.0,2024,181
4.0,14:14,3.0,12.0,DAL 32,10.0,27.0,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",2.08,1.42,13.0,2024,181
4.0,14:14,3.0,17.0,DAL 37,10.0,27.0,Drew Lock pass complete short left to Wan'Dale Robinson for 8 yards (tackle by Israel Mukuamu),1.42,1.5,13.0,2024,181
4.0,13:39,4.0,9.0,DAL 29,13.0,27.0,Graham Gano 47 yard field goal good,1.5,3.0,13.0,2024,181
4.0,13:34,,,NYG 35,13.0,27.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.28,13.0,2024,181
4.0,13:34,1.0,10.0,DAL 20,13.0,27.0,Rico Dowdle right guard for 6 yards (tackle by Tyler Nubin),0.28,0.54,13.0,2024,181
4.0,12:59,2.0,4.0,DAL 26,13.0,27.0,Rico Dowdle left guard for 5 yards (tackle by Elijah Chatman and Tyler Nubin),0.54,1.0,13.0,2024,181
4.0,12:16,1.0,10.0,DAL 31,13.0,27.0,Rico Dowdle right tackle for 2 yards (tackle by Tyler Nubin),1.0,0.73,13.0,2024,181
4.0,11:39,2.0,8.0,DAL 33,13.0,27.0,Rico Dowdle left end for 18 yards (tackle by Jason Pinnock and Tyler Nubin),0.73,2.32,13.0,2024,181
4.0,10:58,1.0,10.0,NYG 49,13.0,27.0,Cooper Rush pass complete short right to Jonathan Mingo for 2 yards (tackle by Adoree' Jackson),2.32,2.05,13.0,2024,181
4.0,10:15,2.0,8.0,NYG 47,13.0,27.0,Cooper Rush pass incomplete deep left intended for Jonathan Mingo (defended by Micah McFadden),2.05,1.36,13.0,2024,181
4.0,10:06,3.0,8.0,NYG 47,13.0,27.0,Cooper Rush pass incomplete deep right intended for Brandin Cooks (defended by Adoree' Jackson),1.36,0.13,13.0,2024,181
4.0,10:00,4.0,8.0,NYG 47,13.0,27.0,"Bryan Anger punts 47 yards, touchback.",0.13,-0.28,13.0,2024,181
4.0,9:51,1.0,10.0,NYG 20,13.0,27.0,"Drew Lock pass complete deep left to Malik Nabers for no gain (tackle by Jourdan Lewis). Penalty on Chris Manhertz: Offensive Holding, 10 yards (accepted) (no play)",0.28,-0.76,13.0,2024,181
4.0,9:28,1.0,20.0,NYG 10,13.0,27.0,Drew Lock pass complete short left to Theo Johnson for 5 yards (tackle by Eric Kendricks and Donovan Wilson),-0.76,-1.07,13.0,2024,181
4.0,8:43,2.0,15.0,NYG 15,13.0,27.0,Drew Lock pass complete short left to Malik Nabers for 11 yards (tackle by DeMarvion Overshown),-1.07,-0.16,13.0,2024,181
4.0,7:58,3.0,4.0,NYG 26,13.0,27.0,Drew Lock sacked by Osa Odighizuwa for -6 yards,-0.16,-2.03,13.0,2024,181
4.0,7:14,4.0,10.0,NYG 20,13.0,27.0,"Jamie Gillan punts 41 yards, fair catch by KaVontae Turpin at DAL-39",-2.03,-1.53,13.0,2024,181
4.0,6:59,1.0,10.0,DAL 39,13.0,27.0,Rico Dowdle up the middle for 17 yards (tackle by Adoree' Jackson),1.53,2.65,13.0,2024,181
4.0,6:19,1.0,10.0,NYG 44,13.0,27.0,Rico Dowdle right guard for -1 yards (tackle by Bobby Okereke and Tomon Fox),2.65,1.98,13.0,2024,181
4.0,5:41,2.0,11.0,NYG 45,13.0,27.0,Rico Dowdle left guard for 4 yards (tackle by Andru Phillips),1.98,1.82,13.0,2024,181
4.0,5:30,,,,,,Timeout #1 by New York Giants,,,13.0,2024,181
4.0,5:30,3.0,7.0,NYG 41,13.0,27.0,Rico Dowdle right end for -4 yards (tackle by Bobby Okereke),1.82,0.27,13.0,2024,181
4.0,4:47,4.0,11.0,NYG 45,13.0,27.0,"Bryan Anger punts 45 yards, touchback.",0.27,-0.28,13.0,2024,181
4.0,4:39,1.0,10.0,NYG 20,13.0,27.0,Drew Lock pass complete short right to Theo Johnson for 9 yards (tackle by Israel Mukuamu),0.28,0.95,13.0,2024,181
