Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA,week,year,game_id
4,0:36,1.0,10.0,TAM 25,20.0,22.0,"Bryce Young pass complete deep middle to Adam Thielen for 25 yards, touchdown",3.91,7.0,13.0,2024,191
4,0:30,,,TAM 15,20.0,23.0,Eddy Piñeiro kicks extra point good,0.0,0.0,13.0,2024,191
4,0:30,,,CAR 35,20.0,23.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,191
4,0:30,1.0,10.0,TAM 30,20.0,23.0,Baker Mayfield pass complete short right to Mike Evans for 17 yards (tackle by Jaycee Horn and Trevin Wallace),0.94,2.06,13.0,2024,191
4,0:23,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,13.0,2024,191
4,0:23,1.0,10.0,TAM 47,20.0,23.0,Baker Mayfield pass incomplete short right intended for Mike Evans,2.06,1.52,13.0,2024,191
4,0:19,2.0,10.0,TAM 47,20.0,23.0,Baker Mayfield scrambles left end for 10 yards (tackle by Josey Jewell),1.52,2.72,13.0,2024,191
4,0:11,1.0,10.0,CAR 43,20.0,23.0,Baker Mayfield pass complete short left to Sterling Shepard for 5 yards (tackle by Chau Smith-Wade),2.72,2.85,13.0,2024,191
4,0:06,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,13.0,2024,191
4,0:06,2.0,5.0,CAR 38,20.0,23.0,Baker Mayfield pass complete short left to Sterling Shepard for 4 yards (tackle by Xavier Woods),2.85,2.68,13.0,2024,191
4,0:03,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,13.0,2024,191
4,0:03,3.0,1.0,CAR 34,23.0,23.0,Chase McLaughlin 51 yard field goal good,2.68,3.0,13.0,2024,191
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the overtime kickoff.",,,13.0,2024,191
OT,10:00,,,CAR 35,23.0,23.0,"Eddy Piñeiro kicks off 65 yards, returned by Sean Tucker for 19 yards (tackle by Jon Rhattigan). Penalty on Caleb Farley: Unnecessary Roughness / Offense, 15 yards (accepted)",0.0,1.2,13.0,2024,191
OT,9:56,1.0,10.0,TAM 34,23.0,23.0,Rachaad White up the middle for 4 yards (tackle by A'Shawn Robinson),1.2,1.2,13.0,2024,191
OT,9:19,2.0,6.0,TAM 38,23.0,23.0,Baker Mayfield pass complete deep left to Jalen McMillan for 22 yards (tackle by Josey Jewell),1.2,2.92,13.0,2024,191
OT,8:39,1.0,10.0,CAR 40,23.0,23.0,Bucky Irving left tackle for 4 yards (tackle by Xavier Woods),2.92,2.91,13.0,2024,191
OT,8:04,2.0,6.0,CAR 36,23.0,23.0,Baker Mayfield sacked by Trevin Wallace for -8 yards,2.91,1.16,13.0,2024,191
OT,7:23,3.0,14.0,CAR 44,23.0,23.0,Baker Mayfield pass complete short right to Cade Otton for 7 yards (tackle by Chau Smith-Wade),1.16,0.79,13.0,2024,191
OT,6:36,4.0,7.0,CAR 37,23.0,23.0,Chase McLaughlin 55 yard field goal no good,0.79,-1.93,13.0,2024,191
OT,6:31,1.0,10.0,CAR 45,23.0,23.0,Bryce Young scrambles right end for 5 yards (tackle by Anthony Nelson),1.93,2.06,13.0,2024,191
OT,5:58,2.0,5.0,CAR 50,23.0,23.0,Bryce Young pass incomplete short right,2.06,1.36,13.0,2024,191
OT,5:54,,,,,,Timeout #1 by Carolina Panthers,,,13.0,2024,191
OT,5:54,3.0,5.0,CAR 50,23.0,23.0,Bryce Young pass complete deep left to Adam Thielen for 16 yards (tackle by Tavierre Thomas),1.36,3.31,13.0,2024,191
OT,5:12,1.0,10.0,TAM 34,23.0,23.0,"Chuba Hubbard up the middle for 4 yards. Chuba Hubbard fumbles (forced by Anthony Nelson), recovered by YaYa Diaby at TB-29",3.31,-0.87,13.0,2024,191
OT,5:03,1.0,10.0,TAM 29,23.0,23.0,Rachaad White left tackle for 2 yards (tackle by Jordan Fuller and Michael Jackson),0.87,0.6,13.0,2024,191
OT,4:25,2.0,8.0,TAM 31,23.0,23.0,Baker Mayfield pass complete short middle to Mike Evans for 21 yards (tackle by Xavier Woods),0.6,2.39,13.0,2024,191
OT,3:44,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,13.0,2024,191
OT,3:44,1.0,10.0,CAR 48,23.0,23.0,Rachaad White left end for 38 yards (tackle by Chau Smith-Wade),2.39,4.91,13.0,2024,191
OT,3:35,1.0,10.0,CAR 10,23.0,23.0,Baker Mayfield kneels for -2 yards,4.91,3.86,13.0,2024,191
OT,2:54,2.0,12.0,CAR 12,26.0,23.0,Chase McLaughlin 30 yard field goal good,3.86,3.0,13.0,2024,191
