Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA,week,year,game_id
2.0,1:50,1.0,10.0,NOR 13,0.0,3.0,Alvin Kamara right tackle for 11 yards (tackle by Kamren Kinchens),-0.32,0.54,13.0,2024,192
2.0,1:31,1.0,10.0,NOR 24,0.0,3.0,Derek Carr pass complete short left to Juwan Johnson for 3 yards (tackle by Kamren Kinchens),0.54,0.4,13.0,2024,192
2.0,1:11,2.0,7.0,NOR 27,0.0,3.0,Derek Carr pass complete short left to Marquez Valdes-Scantling for 8 yards (tackle by Cobie Durant),0.4,1.27,13.0,2024,192
2.0,0:53,1.0,10.0,NOR 35,0.0,3.0,Derek Carr pass complete short right to Taysom Hill for 5 yards (tackle by Quentin Lake),1.27,1.4,13.0,2024,192
2.0,0:48,2.0,5.0,NOR 40,0.0,3.0,Alvin Kamara right guard for 13 yards (tackle by Kamren Curl and Darious Williams),1.4,2.46,13.0,2024,192
2.0,0:42,,,,,,Timeout #3 by New Orleans Saints,,,13.0,2024,192
2.0,0:42,1.0,10.0,LAR 47,0.0,3.0,Derek Carr pass complete short right to Alvin Kamara for 8 yards (tackle by Christian Rozeboom),2.46,2.99,13.0,2024,192
2.0,0:26,2.0,2.0,LAR 39,0.0,3.0,Derek Carr pass complete short right to Juwan Johnson for 3 yards (tackle by Kamren Kinchens),2.99,3.18,13.0,2024,192
2.0,0:22,1.0,10.0,LAR 36,0.0,3.0,Derek Carr pass incomplete short right intended for Taysom Hill,3.18,2.64,13.0,2024,192
2.0,0:18,2.0,10.0,LAR 36,0.0,3.0,Derek Carr pass incomplete deep right intended for Marquez Valdes-Scantling,2.64,1.95,13.0,2024,192
2.0,0:13,,,,,,Timeout #1 by Los Angeles Rams,,,13.0,2024,192
2.0,0:13,3.0,10.0,LAR 36,0.0,3.0,Derek Carr pass incomplete deep right,1.95,0.88,13.0,2024,192
2.0,0:07,4.0,10.0,LAR 36,0.0,6.0,Blake Grupe 54 yard field goal good,0.88,3.0,13.0,2024,192
2.0,0:02,,,NOR 35,0.0,6.0,"Blake Grupe kicks off 68 yards, returned by Jordan Whittington for 23 yards (tackle by Nephi Sewell)",0.0,1.27,13.0,2024,192
3.0,15:00,,,NOR 35,0.0,6.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,192
3.0,15:00,1.0,10.0,LAR 30,0.0,6.0,Kyren Williams left tackle for 4 yards (tackle by Ugo Amadi),0.94,0.93,13.0,2024,192
3.0,14:22,2.0,6.0,LAR 34,0.0,6.0,Kyren Williams right guard for 1 yard (tackle by Pete Werner),0.93,0.37,13.0,2024,192
3.0,13:46,3.0,5.0,LAR 35,0.0,6.0,Matthew Stafford pass complete short right to Puka Nacua for 18 yards (tackle by Pete Werner),0.37,2.46,13.0,2024,192
3.0,12:58,1.0,10.0,NOR 47,0.0,6.0,Matthew Stafford pass complete short middle to Cooper Kupp for 7 yards (tackle by Pete Werner),2.46,2.86,13.0,2024,192
3.0,12:21,2.0,3.0,NOR 40,0.0,6.0,Kyren Williams left tackle for 8 yards (tackle by Ugo Amadi),2.86,3.45,13.0,2024,192
3.0,11:35,1.0,10.0,NOR 32,0.0,6.0,Kyren Williams left end for 10 yards (tackle by Ugo Amadi),3.45,4.11,13.0,2024,192
3.0,10:54,1.0,10.0,NOR 22,0.0,6.0,Matthew Stafford pass incomplete short left intended for Puka Nacua (defended by Ugo Amadi),4.11,3.56,13.0,2024,192
3.0,10:49,2.0,10.0,NOR 22,0.0,6.0,Kyren Williams right tackle for 4 yards (tackle by Pete Werner),3.56,3.4,13.0,2024,192
3.0,10:10,3.0,6.0,NOR 18,0.0,6.0,Matthew Stafford pass complete short left to Puka Nacua for 8 yards,3.4,4.91,13.0,2024,192
3.0,9:33,1.0,10.0,NOR 10,0.0,6.0,Kyren Williams up the middle for 6 yards (tackle by Carl Granderson),4.91,5.34,13.0,2024,192
3.0,8:56,2.0,4.0,NOR 4,6.0,6.0,"Kyren Williams left guard for 4 yards, touchdown",5.34,7.0,13.0,2024,192
3.0,8:50,,,NOR 15,7.0,6.0,Joshua Karty kicks extra point good,0.0,0.0,13.0,2024,192
3.0,8:50,,,LAR 35,7.0,6.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,192
3.0,8:50,1.0,10.0,NOR 30,7.0,6.0,Derek Carr pass complete short right to Juwan Johnson for 4 yards (tackle by Darious Williams),0.94,0.93,13.0,2024,192
3.0,8:13,2.0,6.0,NOR 34,7.0,6.0,Alvin Kamara left tackle for -3 yards (tackle by Christian Rozeboom),0.93,-0.16,13.0,2024,192
3.0,7:30,3.0,9.0,NOR 31,7.0,6.0,Derek Carr pass incomplete short right,-0.16,-1.31,13.0,2024,192
3.0,7:24,4.0,9.0,NOR 31,7.0,6.0,"Matthew Hayball punts 49 yards, returned by Xavier Smith for no gain (tackle by J.T. Gray and Rico Payton)",-1.31,-0.28,13.0,2024,192
3.0,7:16,1.0,10.0,LAR 20,7.0,6.0,Matthew Stafford pass complete short right to Colby Parkinson for 13 yards (tackle by Ugo Amadi),0.28,1.14,13.0,2024,192
3.0,6:41,1.0,10.0,LAR 33,7.0,6.0,Blake Corum left end for 2 yards (tackle by Demario Davis),1.14,0.86,13.0,2024,192
3.0,6:02,2.0,8.0,LAR 35,7.0,6.0,Matthew Stafford pass complete short left to Puka Nacua for 19 yards (tackle by Pete Werner),0.86,2.52,13.0,2024,192
3.0,5:22,1.0,10.0,NOR 46,7.0,6.0,Blake Corum left guard for 6 yards (tackle by Khalen Saunders),2.52,2.79,13.0,2024,192
3.0,4:44,2.0,4.0,NOR 40,7.0,6.0,Tutu Atwell right end for no gain (tackle by Alontae Taylor),2.79,2.08,13.0,2024,192
3.0,3:59,,,,,,Timeout #1 by Los Angeles Rams,,,13.0,2024,192
3.0,3:59,3.0,4.0,NOR 40,7.0,6.0,Matthew Stafford sacked by Bryan Bresee for -9 yards,2.08,0.0,13.0,2024,192
3.0,3:44,4.0,13.0,NOR 49,7.0,6.0,"Ethan Evans punts 36 yards downed by Xavier Smith. Penalty on Xavier Smith: Kick Catch Interference, 15 yards (accepted)",0.0,-0.81,13.0,2024,192
3.0,3:36,1.0,10.0,NOR 28,7.0,6.0,Alvin Kamara left tackle for 5 yards (tackle by Omar Speights),0.81,0.94,13.0,2024,192
3.0,3:02,2.0,5.0,NOR 33,7.0,6.0,Derek Carr pass complete deep middle to Kevin Austin for 16 yards (tackle by Cobie Durant),0.94,2.19,13.0,2024,192
3.0,2:27,1.0,10.0,NOR 49,7.0,6.0,Derek Carr pass incomplete short middle intended for Foster Moreau (defended by Kamren Curl) (defended by Omar Speights),2.19,1.65,13.0,2024,192
3.0,2:23,2.0,10.0,NOR 49,7.0,6.0,Derek Carr pass incomplete short right intended for Alvin Kamara,1.65,0.96,13.0,2024,192
3.0,2:18,3.0,10.0,NOR 49,7.0,6.0,Derek Carr pass incomplete deep left intended for Foster Moreau,0.96,-0.13,13.0,2024,192
3.0,2:11,4.0,10.0,NOR 49,7.0,6.0,Matthew Hayball punts 33 yards out of bounds,-0.13,-0.04,13.0,2024,192
3.0,2:03,1.0,10.0,LAR 18,7.0,6.0,Matthew Stafford pass complete deep right to Tutu Atwell for 19 yards (tackle by Alontae Taylor),0.04,1.4,13.0,2024,192
3.0,1:19,1.0,10.0,LAR 37,7.0,6.0,Kyren Williams right tackle for 14 yards (tackle by Tyrann Mathieu),1.4,2.32,13.0,2024,192
3.0,0:38,1.0,10.0,NOR 49,7.0,6.0,Matthew Stafford pass complete deep left to Demarcus Robinson for 46 yards (tackle by Will Harris),2.32,6.51,13.0,2024,192
4.0,15:00,1.0,3.0,NOR 3,13.0,6.0,"Matthew Stafford pass complete short right to Demarcus Robinson for 3 yards, touchdown",6.51,7.0,13.0,2024,192
4.0,14:57,,,NOR 15,14.0,6.0,Joshua Karty kicks extra point good,0.0,0.0,13.0,2024,192
4.0,14:57,,,LAR 35,14.0,6.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,192
4.0,14:57,1.0,10.0,NOR 30,14.0,6.0,Alvin Kamara up the middle for 7 yards (tackle by Christian Rozeboom),0.94,1.34,13.0,2024,192
4.0,14:17,2.0,3.0,NOR 37,14.0,6.0,Alvin Kamara left end for 9 yards (tackle by Quentin Lake),1.34,1.99,13.0,2024,192
4.0,14:04,1.0,10.0,NOR 46,14.0,6.0,Derek Carr pass complete deep right to Juwan Johnson for 21 yards (tackle by Quentin Lake),1.99,3.38,13.0,2024,192
4.0,13:21,1.0,10.0,LAR 33,14.0,6.0,Kevin Austin left end for 9 yards (tackle by Kamren Curl),3.38,4.05,13.0,2024,192
4.0,12:43,2.0,1.0,LAR 24,14.0,6.0,Alvin Kamara left end for -4 yards (tackle by Cobie Durant),4.05,2.81,13.0,2024,192
4.0,11:58,3.0,5.0,LAR 28,14.0,12.0,"Derek Carr pass complete deep right to Marquez Valdes-Scantling for 28 yards, touchdown",2.81,7.0,13.0,2024,192
4.0,11:53,,,LAR 2,14.0,14.0,Two Point Attempt: Derek Carr pass complete to to Dante Pettis for no gain,1.0,1.0,13.0,2024,192
4.0,11:53,,,NOR 35,14.0,14.0,"Blake Grupe kicks off 64 yards, returned by Jordan Whittington for 43 yards (tackle by Shemar Jean-Charles)",0.0,1.86,13.0,2024,192
4.0,11:47,1.0,10.0,LAR 44,14.0,14.0,Matthew Stafford pass complete deep right to Tutu Atwell for 20 yards (tackle by Ugo Amadi),1.86,3.18,13.0,2024,192
4.0,11:05,1.0,10.0,NOR 36,14.0,14.0,Blake Corum right guard for 2 yards (tackle by Carl Granderson),3.18,2.91,13.0,2024,192
4.0,10:24,2.0,8.0,NOR 34,14.0,14.0,Puka Nacua right end for 7 yards (tackle by Ugo Amadi and Cameron Jordan),2.91,3.14,13.0,2024,192
4.0,9:54,3.0,1.0,NOR 27,14.0,14.0,Matthew Stafford up the middle for 2 yards (tackle by Cameron Jordan),3.14,3.91,13.0,2024,192
4.0,9:13,1.0,10.0,NOR 25,14.0,14.0,Matthew Stafford pass incomplete short left intended for Hunter Long,3.91,3.36,13.0,2024,192
4.0,9:10,2.0,10.0,NOR 25,14.0,14.0,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,3.36,2.68,13.0,2024,192
4.0,9:06,,,,,,Timeout #1 by New Orleans Saints,,,13.0,2024,192
4.0,9:06,3.0,10.0,NOR 25,14.0,14.0,"Penalty on Chase Young: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.68,3.34,13.0,2024,192
4.0,9:06,3.0,5.0,NOR 20,14.0,14.0,"Matthew Stafford pass incomplete deep right intended for Puka Nacua. Penalty on Alontae Taylor: Defensive Pass Interference, 13 yards (accepted) (no play)",3.34,5.6,13.0,2024,192
4.0,9:02,1.0,7.0,NOR 7,14.0,14.0,Matthew Stafford pass incomplete short right intended for Tyler Johnson,5.6,4.76,13.0,2024,192
4.0,8:57,2.0,7.0,NOR 7,20.0,14.0,"Matthew Stafford pass complete short right to Puka Nacua for 7 yards, touchdown",4.76,7.0,13.0,2024,192
4.0,8:54,,,NOR 15,21.0,14.0,Joshua Karty kicks extra point good,0.0,0.0,13.0,2024,192
4.0,8:54,,,LAR 35,21.0,14.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,192
4.0,8:54,1.0,10.0,NOR 30,21.0,14.0,Alvin Kamara right tackle for 2 yards (tackle by Omar Speights and Jared Verse),0.94,0.66,13.0,2024,192
4.0,8:16,2.0,8.0,NOR 32,21.0,14.0,Derek Carr pass complete short right to Taysom Hill for 4 yards (tackle by Kamren Kinchens),0.66,0.5,13.0,2024,192
4.0,7:43,3.0,4.0,NOR 36,21.0,14.0,Derek Carr pass complete deep middle to Cedrick Wilson for 19 yards (tackle by Jaylen McCollough),0.5,2.59,13.0,2024,192
4.0,6:58,1.0,10.0,LAR 45,21.0,14.0,Derek Carr pass complete short left to Dante Pettis for 5 yards (tackle by Cobie Durant),2.59,2.72,13.0,2024,192
4.0,6:15,2.0,5.0,LAR 40,21.0,14.0,Alvin Kamara left end for 2 yards (tackle by Braden Fiske and Quentin Lake),2.72,2.28,13.0,2024,192
4.0,5:31,3.0,3.0,LAR 38,21.0,14.0,Derek Carr pass complete short left to Taysom Hill for 2 yards (tackle by Omar Speights),2.28,0.89,13.0,2024,192
4.0,4:49,4.0,1.0,LAR 36,21.0,14.0,Taysom Hill left tackle for 2 yards (tackle by Jared Verse and Cobie Durant),0.89,3.31,13.0,2024,192
4.0,4:12,1.0,10.0,LAR 34,21.0,14.0,Derek Carr pass complete short middle to Alvin Kamara for 2 yards (tackle by Christian Rozeboom and Omar Speights),3.31,3.04,13.0,2024,192
4.0,3:31,2.0,8.0,LAR 32,21.0,14.0,Alvin Kamara left tackle for 7 yards (tackle by Kamren Curl),3.04,3.27,13.0,2024,192
4.0,2:49,3.0,1.0,LAR 25,21.0,14.0,Derek Carr scrambles right end for 9 yards (tackle by Christian Rozeboom),3.27,4.51,13.0,2024,192
4.0,2:41,1.0,10.0,LAR 16,21.0,14.0,Alvin Kamara right tackle for 3 yards (tackle by Kobie Turner and Quentin Lake),4.51,4.39,13.0,2024,192
4.0,2:00,2.0,7.0,LAR 13,21.0,14.0,Alvin Kamara left guard for 3 yards (tackle by Quentin Lake and Christian Rozeboom),4.39,4.17,13.0,2024,192
4.0,1:23,3.0,4.0,LAR 10,21.0,14.0,Alvin Kamara up the middle for 1 yard (tackle by Bobby Brown),4.17,2.93,13.0,2024,192
4.0,1:13,,,,,,Timeout #2 by Los Angeles Rams,,,13.0,2024,192
4.0,1:13,4.0,3.0,LAR 9,21.0,14.0,Derek Carr pass incomplete short right intended for Juwan Johnson (defended by Jared Verse),2.93,0.38,13.0,2024,192
4.0,1:09,1.0,10.0,LAR 9,21.0,14.0,Kyren Williams right end for 11 yards (tackle by Alontae Taylor),-0.38,0.28,13.0,2024,192
4.0,0:59,,,,,,Timeout #2 by New Orleans Saints,,,13.0,2024,192
4.0,0:59,1.0,10.0,LAR 20,21.0,14.0,Matthew Stafford kneels for -2 yards,0.28,-0.63,13.0,2024,192
4.0,0:25,2.0,12.0,LAR 18,21.0,14.0,Matthew Stafford kneels for -1 yards,-0.63,-1.51,13.0,2024,192
