Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA,week,year,game_id
2.0,8:27,3.0,10.0,DEN 30,10.0,7.0,Bo Nix pass incomplete deep left intended for Courtland Sutton (defended by Rodney McLeod),-0.3,-1.37,13.0,2024,195
2.0,8:18,4.0,10.0,DEN 30,10.0,7.0,Riley Dixon punts 59 yards out of bounds,-1.37,0.37,13.0,2024,195
2.0,8:09,1.0,10.0,CLE 11,10.0,7.0,Jameis Winston pass incomplete deep middle intended for Jerry Jeudy,-0.37,-0.78,13.0,2024,195
2.0,8:04,2.0,10.0,CLE 11,10.0,7.0,Jerome Ford right tackle for 3 yards (tackle by Zach Allen),-0.78,-1.07,13.0,2024,195
2.0,7:24,3.0,7.0,CLE 14,10.0,7.0,Jameis Winston pass incomplete short left intended for David Njoku,-1.07,-2.47,13.0,2024,195
2.0,7:18,4.0,7.0,CLE 14,10.0,7.0,"Corey Bojorquez punts 63 yards, returned by Marvin Mims for 10 yards (tackle by Pierre Strong)",-2.47,-1.14,13.0,2024,195
2.0,7:07,1.0,10.0,DEN 33,10.0,7.0,Jaleel McLaughlin left guard for 8 yards (tackle by Ronnie Hickman),1.14,1.67,13.0,2024,195
2.0,6:27,2.0,2.0,DEN 41,10.0,7.0,Javonte Williams up the middle for no gain (tackle by Cameron Thomas and Dalvin Tomlinson),1.67,0.96,13.0,2024,195
2.0,5:47,3.0,2.0,DEN 41,10.0,7.0,Bo Nix pass complete deep left to Courtland Sutton for 19 yards (tackle by Martin Emerson),0.96,2.92,13.0,2024,195
2.0,5:09,1.0,10.0,CLE 40,10.0,7.0,Bo Nix pass complete short left to Nate Adkins for 16 yards (tackle by Martin Emerson),2.92,3.97,13.0,2024,195
2.0,4:40,1.0,10.0,CLE 24,10.0,7.0,Bo Nix pass complete short right to Troy Franklin for 23 yards (tackle by Ronnie Hickman),3.97,6.97,13.0,2024,195
2.0,4:12,1.0,1.0,CLE 1,10.0,7.0,Bo Nix pass incomplete short right intended for Javonte Williams. Penalty on Grant Delpit: Defensive Holding (accepted) (no play),6.97,6.97,13.0,2024,195
2.0,4:06,1.0,1.0,CLE 1,10.0,13.0,"Michael Burton right tackle for 1 yard, touchdown",6.97,7.0,13.0,2024,195
2.0,4:03,,,CLE 15,10.0,14.0,Wil Lutz kicks extra point good,0.0,0.0,13.0,2024,195
2.0,4:03,,,DEN 35,10.0,14.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
2.0,4:03,1.0,10.0,CLE 30,10.0,14.0,Jerome Ford right end for no gain (tackle by D.J. Jones and John Franklin-Myers),0.94,0.39,13.0,2024,195
2.0,3:20,2.0,10.0,CLE 30,10.0,14.0,Jameis Winston pass complete short left to David Njoku for 5 yards (tackle by Jonah Elliss),0.39,0.37,13.0,2024,195
2.0,2:53,3.0,5.0,CLE 35,10.0,14.0,Jameis Winston pass complete short right to Jamari Thrash for 8 yards (tackle by Patrick Surtain),0.37,1.8,13.0,2024,195
2.0,2:28,1.0,10.0,CLE 43,10.0,14.0,Jameis Winston pass complete deep middle to Jerry Jeudy for 17 yards (tackle by Brandon Jones),1.8,2.92,13.0,2024,195
2.0,2:00,1.0,10.0,DEN 40,10.0,14.0,Jameis Winston pass complete short right to David Njoku for 4 yards (tackle by Cody Barton),2.92,2.91,13.0,2024,195
2.0,1:55,,,,,,Timeout #1 by Denver Broncos,,,13.0,2024,195
2.0,1:55,2.0,6.0,DEN 36,10.0,14.0,Jameis Winston pass complete short right to Jerry Jeudy for 7 yards,2.91,3.64,13.0,2024,195
2.0,1:52,1.0,10.0,DEN 29,10.0,20.0,"Jameis Winston pass short left intended for Jordan Akins is intercepted by Nik Bonitto at DEN-29 and returned for 71 yards, touchdown",3.64,-7.0,13.0,2024,195
2.0,1:38,,,CLE 15,10.0,21.0,Wil Lutz kicks extra point good,0.0,0.0,13.0,2024,195
2.0,1:38,,,DEN 35,10.0,21.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
2.0,1:38,1.0,10.0,CLE 30,10.0,21.0,Jameis Winston pass incomplete short left intended for Jerry Jeudy,0.94,0.39,13.0,2024,195
2.0,1:34,2.0,10.0,CLE 30,10.0,21.0,Jameis Winston pass complete short left to Elijah Moore for 6 yards (tackle by P.J. Locke),0.39,0.5,13.0,2024,195
2.0,1:27,,,,,,Timeout #2 by Denver Broncos,,,13.0,2024,195
2.0,1:27,3.0,4.0,CLE 36,10.0,21.0,Jameis Winston pass complete deep right to Jerry Jeudy for 16 yards (tackle by Ja'Quan McMillian),0.5,2.39,13.0,2024,195
2.0,1:02,1.0,10.0,DEN 48,10.0,21.0,Jameis Winston pass complete short right to Jerry Jeudy for 13 yards (tackle by Patrick Surtain),2.39,3.25,13.0,2024,195
2.0,0:57,1.0,10.0,DEN 35,10.0,21.0,Jameis Winston pass complete short middle to Elijah Moore for 13 yards (tackle by Justin Strnad),3.25,4.11,13.0,2024,195
2.0,0:38,,,,,,Timeout #1 by Cleveland Browns,,,13.0,2024,195
2.0,0:38,1.0,10.0,DEN 22,10.0,21.0,Jameis Winston pass incomplete short middle intended for Michael Woods (defended by Ja'Quan McMillian),4.11,3.56,13.0,2024,195
2.0,0:35,2.0,10.0,DEN 22,10.0,21.0,Jameis Winston pass complete short right to Elijah Moore for 5 yards (tackle by Levi Wallace),3.56,3.56,13.0,2024,195
2.0,0:30,,,,,,Timeout #2 by Cleveland Browns,,,13.0,2024,195
2.0,0:30,3.0,5.0,DEN 17,10.0,21.0,Jameis Winston pass complete short middle to Michael Woods for 13 yards (tackle by Levi Wallace),3.56,6.28,13.0,2024,195
2.0,0:24,,,,,,Timeout #3 by Cleveland Browns,,,13.0,2024,195
2.0,0:24,1.0,4.0,DEN 4,10.0,21.0,Jameis Winston pass incomplete short left intended for Elijah Moore (defended by Levi Wallace),6.28,5.34,13.0,2024,195
2.0,0:21,2.0,4.0,DEN 4,10.0,21.0,Jameis Winston pass incomplete short middle intended for David Njoku (defended by Brandon Jones),5.34,4.49,13.0,2024,195
2.0,0:17,3.0,4.0,DEN 4,16.0,21.0,"Jameis Winston pass complete short right to David Njoku for 4 yards, touchdown",4.49,7.0,13.0,2024,195
2.0,0:13,,,DEN 15,17.0,21.0,Dustin Hopkins kicks extra point good,0.0,0.0,13.0,2024,195
2.0,0:13,,,CLE 35,17.0,21.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
2.0,0:13,1.0,10.0,DEN 30,17.0,21.0,Bo Nix kneels for -1 yards,0.94,0.26,13.0,2024,195
3.0,15:00,,,DEN 35,17.0,21.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
3.0,15:00,1.0,10.0,CLE 30,17.0,21.0,"Jameis Winston pass complete short right to Elijah Moore for 12 yards (tackle by Levi Wallace). Penalty on Levi Wallace: Illegal Contact, 5 yards (declined)",0.94,1.73,13.0,2024,195
3.0,14:44,1.0,10.0,CLE 42,17.0,21.0,Elijah Moore left end for 1 yard (tackle by Patrick Surtain),1.73,1.32,13.0,2024,195
3.0,14:24,2.0,9.0,CLE 43,17.0,21.0,Jameis Winston pass complete short right to Elijah Moore for 6 yards (tackle by Levi Wallace),1.32,1.42,13.0,2024,195
3.0,13:48,3.0,3.0,CLE 49,17.0,21.0,Jameis Winston pass incomplete short left intended for David Njoku,1.42,-0.13,13.0,2024,195
3.0,13:44,4.0,3.0,CLE 49,17.0,21.0,"Corey Bojorquez punts 39 yards, fair catch by Marvin Mims at DEN-12",-0.13,0.35,13.0,2024,195
3.0,13:37,1.0,10.0,DEN 12,17.0,21.0,"Bo Nix pass incomplete deep left intended for Courtland Sutton. Penalty on Denzel Ward: Defensive Pass Interference, 19 yards (accepted) (no play)",-0.35,1.0,13.0,2024,195
3.0,13:33,1.0,10.0,DEN 31,17.0,21.0,Jaleel McLaughlin up the middle for 9 yards (tackle by Grant Delpit and Jordan Hicks),1.0,1.68,13.0,2024,195
3.0,12:46,2.0,1.0,DEN 40,17.0,21.0,Jaleel McLaughlin right guard for -1 yards (tackle by Shelby Harris),1.68,0.83,13.0,2024,195
3.0,12:11,3.0,2.0,DEN 39,17.0,21.0,Bo Nix pass incomplete short middle intended for Devaughn Vele (defended by Greg Newsome),0.83,-0.78,13.0,2024,195
3.0,12:08,4.0,2.0,DEN 39,17.0,21.0,Riley Dixon punts 37 yards downed by Devon Key,-0.78,-0.54,13.0,2024,195
3.0,11:59,1.0,10.0,CLE 24,17.0,21.0,Nick Chubb up the middle for 7 yards (tackle by Malcolm Roach),0.54,0.94,13.0,2024,195
3.0,11:21,2.0,3.0,CLE 31,17.0,21.0,Jameis Winston pass incomplete short left intended for Elijah Moore,0.94,0.23,13.0,2024,195
3.0,11:17,3.0,3.0,CLE 31,17.0,21.0,"Penalty on Jameis Winston: Delay of Game, 5 yards (accepted) (no play)",0.23,-0.43,13.0,2024,195
3.0,11:17,3.0,8.0,CLE 26,17.0,21.0,Jameis Winston pass complete short right to Jamari Thrash for 3 yards (tackle by Cody Barton),-0.43,-1.44,13.0,2024,195
3.0,10:44,4.0,5.0,CLE 29,17.0,21.0,Corey Bojorquez punts 63 yards downed by Mike Ford,-1.44,0.38,13.0,2024,195
3.0,10:34,1.0,10.0,DEN 8,17.0,21.0,Bo Nix pass incomplete deep middle intended for Courtland Sutton,-0.38,-0.78,13.0,2024,195
3.0,10:27,2.0,10.0,DEN 8,17.0,21.0,"Bo Nix pass complete short middle to Troy Franklin for 5 yards (tackle by Jordan Hicks and Mohamoud Diabate). Penalty on Luke Wattenberg: Unnecessary Roughness / Offense, 6 yards (accepted)",-0.78,-1.54,13.0,2024,195
3.0,10:12,3.0,11.0,DEN 7,17.0,27.0,"Bo Nix pass complete deep middle to Marvin Mims for 93 yards, touchdown",-1.54,7.0,13.0,2024,195
3.0,10:01,,,CLE 15,17.0,28.0,Wil Lutz kicks extra point good,0.0,0.0,13.0,2024,195
3.0,10:01,,,DEN 35,17.0,28.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
3.0,10:01,1.0,10.0,CLE 30,23.0,28.0,"Jameis Winston pass complete deep middle to Jerry Jeudy for 70 yards, touchdown",0.94,7.0,13.0,2024,195
3.0,9:50,,,DEN 2,25.0,28.0,Two Point Attempt: Jameis Winston pass complete to to Jerry Jeudy for no gain,1.0,1.0,13.0,2024,195
3.0,9:50,,,CLE 35,25.0,28.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
3.0,9:50,1.0,10.0,DEN 30,25.0,28.0,"Jaleel McLaughlin left end for no gain (tackle by Ronnie Hickman). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,13.0,2024,195
3.0,9:32,1.0,20.0,DEN 20,25.0,28.0,"Bo Nix pass incomplete short left intended for Courtland Sutton. Penalty on Garett Bolles: Illegal Formation, 5 yards (offset) . Penalty on Denzel Ward: Defensive Pass Interference, 15 yards (offset) (no play)",0.28,0.28,13.0,2024,195
3.0,9:27,1.0,20.0,DEN 20,25.0,28.0,Bo Nix pass incomplete deep right intended for Troy Franklin,0.28,-0.96,13.0,2024,195
3.0,9:21,2.0,20.0,DEN 20,25.0,28.0,Bo Nix pass complete short left to Javonte Williams for 3 yards (tackle by Denzel Ward),-0.96,-1.22,13.0,2024,195
3.0,8:52,3.0,17.0,DEN 23,25.0,28.0,Bo Nix pass complete short middle to Lucas Krull for 7 yards (tackle by Jordan Hicks),-1.22,-1.37,13.0,2024,195
3.0,8:22,4.0,10.0,DEN 30,25.0,28.0,"Riley Dixon punts 41 yards, returned by Jaelon Darden for no gain (tackle by Jonah Elliss)",-1.37,-0.87,13.0,2024,195
3.0,8:13,1.0,10.0,CLE 29,25.0,28.0,Jameis Winston pass complete short left to Nick Chubb for 19 yards (tackle by Ja'Quan McMillian),0.87,2.13,13.0,2024,195
3.0,7:29,1.0,10.0,CLE 48,25.0,28.0,Jameis Winston pass incomplete short left intended for Kadarius Toney,2.13,1.58,13.0,2024,195
3.0,7:25,2.0,10.0,CLE 48,25.0,28.0,Jerome Ford left end for no gain (tackle by P.J. Locke),1.58,0.89,13.0,2024,195
3.0,6:41,3.0,10.0,CLE 48,25.0,28.0,Jameis Winston pass complete short right to David Njoku for no gain (tackle by Justin Strnad),0.89,-0.19,13.0,2024,195
3.0,6:07,4.0,10.0,CLE 48,25.0,28.0,Corey Bojorquez punts 48 yards downed by Winston Reid,-0.19,0.38,13.0,2024,195
3.0,5:58,1.0,10.0,DEN 4,25.0,28.0,Bo Nix pass incomplete short right,-0.38,-0.78,13.0,2024,195
3.0,5:55,2.0,10.0,DEN 4,25.0,28.0,Bo Nix pass complete deep right to Courtland Sutton for 32 yards (tackle by Grant Delpit),-0.78,1.33,13.0,2024,195
3.0,5:15,1.0,10.0,DEN 36,25.0,28.0,Audric Estime right tackle for 8 yards (tackle by Jordan Hicks),1.33,1.87,13.0,2024,195
3.0,4:39,2.0,2.0,DEN 44,25.0,28.0,Jaleel McLaughlin left end for 18 yards (tackle by Grant Delpit),1.87,3.05,13.0,2024,195
3.0,3:52,1.0,10.0,CLE 38,25.0,28.0,Bo Nix pass incomplete short left intended for Jaleel McLaughlin,3.05,2.51,13.0,2024,195
3.0,3:49,2.0,10.0,CLE 38,25.0,28.0,Jaleel McLaughlin left tackle for 17 yards (tackle by Devin Bush and Cameron Mitchell),2.51,4.17,13.0,2024,195
3.0,3:06,1.0,10.0,CLE 21,25.0,28.0,Jaleel McLaughlin right guard for 7 yards (tackle by Grant Delpit),4.17,4.74,13.0,2024,195
3.0,2:26,2.0,3.0,CLE 14,25.0,28.0,Jaleel McLaughlin right end for 1 yard (tackle by Devin Bush),4.74,4.24,13.0,2024,195
3.0,2:02,,,,,,Timeout #1 by Denver Broncos,,,13.0,2024,195
3.0,2:02,3.0,2.0,CLE 13,25.0,28.0,Bo Nix pass incomplete short right intended for Devaughn Vele,4.24,2.69,13.0,2024,195
3.0,1:55,4.0,2.0,CLE 13,25.0,28.0,"Penalty on Bo Nix: Delay of Game, 5 yards (accepted) (no play)",2.69,2.25,13.0,2024,195
3.0,1:55,4.0,7.0,CLE 18,25.0,31.0,Wil Lutz 36 yard field goal good,2.25,3.0,13.0,2024,195
3.0,1:52,,,DEN 35,25.0,31.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
3.0,1:52,1.0,10.0,CLE 30,25.0,31.0,Jerome Ford right guard for 2 yards (tackle by D.J. Jones),0.94,0.66,13.0,2024,195
3.0,1:17,2.0,8.0,CLE 32,25.0,31.0,Jameis Winston pass complete short middle to David Njoku for 7 yards (tackle by Cody Barton),0.66,0.89,13.0,2024,195
3.0,0:41,3.0,1.0,CLE 39,25.0,31.0,Jerome Ford left end for no gain (tackle by Ja'Quan McMillian),0.89,-0.78,13.0,2024,195
3.0,0:03,4.0,1.0,CLE 39,25.0,31.0,Jameis Winston right guard for 1 yard (tackle by Cody Barton and Dondrea Tillman),-0.78,1.6,13.0,2024,195
4.0,15:00,1.0,10.0,CLE 40,25.0,31.0,Nick Chubb left guard for 1 yard (tackle by Zach Allen and John Franklin-Myers),1.6,1.19,13.0,2024,195
4.0,14:21,2.0,9.0,CLE 41,25.0,31.0,Jameis Winston sacked by Nik Bonitto for -14 yards,1.19,-1.35,13.0,2024,195
4.0,13:22,3.0,23.0,CLE 27,25.0,31.0,Jameis Winston pass complete short middle to David Njoku for 13 yards (tackle by Devon Key),-1.35,-0.72,13.0,2024,195
4.0,12:47,4.0,10.0,CLE 40,25.0,31.0,"Corey Bojorquez punts 60 yards, touchback.",-0.72,-0.28,13.0,2024,195
4.0,12:40,1.0,10.0,DEN 20,25.0,31.0,Bo Nix pass deep middle intended for Marvin Mims is intercepted by Denzel Ward at CLE-28 and returned for no gain (tackle by Marvin Mims),0.28,-0.81,13.0,2024,195
4.0,12:31,1.0,10.0,CLE 28,25.0,31.0,Jameis Winston pass complete short left to Jerry Jeudy for 35 yards (tackle by Devon Key and Levi Wallace),0.81,3.12,13.0,2024,195
4.0,11:56,1.0,10.0,DEN 37,25.0,31.0,Jameis Winston pass incomplete short right intended for Elijah Moore (defended by D.J. Jones),3.12,2.57,13.0,2024,195
4.0,11:52,2.0,10.0,DEN 37,25.0,31.0,Nick Chubb right tackle for 2 yards (tackle by Cody Barton and John Franklin-Myers),2.57,2.15,13.0,2024,195
4.0,11:11,3.0,8.0,DEN 35,25.0,31.0,Jameis Winston pass complete short middle to Michael Woods for 14 yards (tackle by Devon Key),2.15,4.17,13.0,2024,195
4.0,10:31,1.0,10.0,DEN 21,25.0,31.0,Jameis Winston pass incomplete short middle intended for David Njoku (defended by Nik Bonitto),4.17,3.63,13.0,2024,195
4.0,10:27,2.0,10.0,DEN 21,25.0,31.0,Jameis Winston pass incomplete short left intended for Jerry Jeudy (defended by Patrick Surtain),3.63,2.94,13.0,2024,195
4.0,10:24,3.0,10.0,DEN 21,25.0,31.0,"Penalty on Jameis Winston: Delay of Game, 5 yards (accepted) (no play)",2.94,2.28,13.0,2024,195
4.0,10:24,3.0,15.0,DEN 26,25.0,31.0,Jameis Winston pass complete short left to Jerry Jeudy for 17 yards (tackle by Patrick Surtain),2.28,5.14,13.0,2024,195
4.0,9:42,1.0,9.0,DEN 9,25.0,31.0,Jameis Winston left tackle for 4 yards (tackle by Zach Allen),5.14,5.15,13.0,2024,195
4.0,9:00,2.0,5.0,DEN 5,31.0,31.0,"Jameis Winston pass complete short left to Nick Chubb for 5 yards, touchdown",5.15,7.0,13.0,2024,195
4.0,8:57,,,DEN 15,32.0,31.0,Dustin Hopkins kicks extra point good,0.0,0.0,13.0,2024,195
4.0,8:57,,,CLE 35,32.0,31.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,195
4.0,8:57,1.0,10.0,DEN 30,32.0,31.0,Jaleel McLaughlin right end for 3 yards (tackle by Myles Garrett),0.94,0.8,13.0,2024,195
