Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA,week,year,game_id
1.0,3:56,1.0,10.0,TEN 21,0.0,7.0,Jeremy McNichols left end for 12 yards (tackle by Daryl Worley),4.17,5.14,13.0,2024,188
1.0,3:11,1.0,9.0,TEN 9,0.0,7.0,Jeremy McNichols left guard for 6 yards (tackle by Daryl Worley),5.14,5.53,13.0,2024,188
1.0,2:28,2.0,3.0,TEN 3,0.0,13.0,"Jayden Daniels scrambles up the middle for 3 yards, touchdown",5.53,7.0,13.0,2024,188
1.0,2:23,,,TEN 15,0.0,14.0,Zane Gonzalez kicks extra point good,0.0,0.0,13.0,2024,188
1.0,2:23,,,WAS 35,0.0,14.0,"Zane Gonzalez kicks off 64 yards, returned by Julius Chestnut for 24 yards (tackle by Quan Martin). Penalty on James Williams: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.0,-0.22,13.0,2024,188
1.0,2:16,1.0,10.0,TEN 15,0.0,14.0,Tony Pollard up the middle for 4 yards (tackle by Bobby Wagner),-0.22,-0.11,13.0,2024,188
1.0,1:42,2.0,6.0,TEN 19,0.0,14.0,"Tony Pollard right end for 5 yards. Tony Pollard fumbles (tackle by Clelin Ferrell, recovered by Mike Sainristil at TEN-24",-0.11,-3.97,13.0,2024,188
1.0,1:33,1.0,10.0,TEN 24,0.0,14.0,Brian Robinson left tackle for 8 yards (tackle by Jarvis Brownlee and T'Vondre Sweat),3.97,4.65,13.0,2024,188
1.0,1:10,2.0,2.0,TEN 16,0.0,14.0,Brian Robinson right tackle for no gain (tackle by Jeffery Simmons and Roger McCreary),4.65,3.95,13.0,2024,188
1.0,0:30,3.0,2.0,TEN 16,0.0,20.0,"Jayden Daniels pass complete deep left to Terry McLaurin for 16 yards, touchdown",3.95,7.0,13.0,2024,188
1.0,0:24,,,TEN 15,0.0,21.0,Zane Gonzalez kicks extra point good,0.0,0.0,13.0,2024,188
1.0,0:24,,,WAS 35,0.0,21.0,"Penalty on Samuel Cosmi: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,13.0,2024,188
1.0,0:24,,,WAS 20,0.0,21.0,"Zane Gonzalez kicks off 63 yards, returned by Jha'Quan Jackson for 13 yards. Jha'Quan Jackson fumbles (forced by Tyler Owens), recovered by Mykal Walker at TEN-34",0.0,-3.31,13.0,2024,188
1.0,0:19,1.0,10.0,TEN 34,0.0,21.0,Jayden Daniels scrambles right end for 7 yards (tackle by Jaylen Harrell),3.31,3.72,13.0,2024,188
2.0,15:00,2.0,3.0,TEN 27,0.0,21.0,Brian Robinson left tackle for no gain (tackle by Daryl Worley and Sebastian Joseph-Day),3.72,3.01,13.0,2024,188
2.0,14:16,3.0,3.0,TEN 27,0.0,21.0,"Jayden Daniels pass incomplete deep right intended for Dyami Brown. Penalty on Amani Hooker: Defensive Holding, 5 yards (accepted) (no play)",3.01,4.11,13.0,2024,188
2.0,14:10,1.0,10.0,TEN 22,0.0,21.0,Brian Robinson right end for 10 yards (tackle by Jerome Baker and Daryl Worley),4.11,4.78,13.0,2024,188
2.0,13:33,1.0,10.0,TEN 12,0.0,21.0,Jayden Daniels right end for -2 yards (tackle by Harold Landry),4.78,3.79,13.0,2024,188
2.0,12:54,2.0,12.0,TEN 14,0.0,21.0,Jayden Daniels pass incomplete short middle intended for Zach Ertz (defended by James Lynch),3.79,3.06,13.0,2024,188
2.0,12:51,3.0,12.0,TEN 14,0.0,21.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 4 yards (tackle by Daryl Worley),3.06,2.76,13.0,2024,188
2.0,12:51,4.0,10.0,TEN 10,0.0,21.0,"Penalty on Arden Key: Roughing the Passer, 5 yards (accepted) (no play)",2.76,6.06,13.0,2024,188
2.0,12:27,1.0,5.0,TEN 5,0.0,21.0,Brian Robinson right end for 4 yards (tackle by Kenneth Murray and Darrell Baker),6.06,5.91,13.0,2024,188
2.0,11:43,2.0,1.0,TEN 1,0.0,21.0,Brian Robinson left tackle for -2 yards (tackle by Kenneth Murray and Jarvis Brownlee),5.91,4.72,13.0,2024,188
2.0,11:02,3.0,3.0,TEN 3,0.0,27.0,"Jayden Daniels pass complete short middle to Terry McLaurin for 3 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.72,7.0,13.0,2024,188
2.0,10:59,,,TEN 15,0.0,28.0,Zane Gonzalez kicks extra point good,0.0,0.0,13.0,2024,188
2.0,10:59,,,WAS 35,0.0,28.0,"Zane Gonzalez kicks off 62 yards, returned by Julius Chestnut for 22 yards (tackle by Jeremy Reaves and Michael Davis). Penalty on Otis Reese: Offensive Holding, 10 yards (accepted)",0.0,-0.22,13.0,2024,188
2.0,10:52,1.0,10.0,TEN 15,0.0,28.0,Will Levis pass complete short middle to Chigoziem Okonkwo for 5 yards (tackle by Mike Sainristil),-0.22,0.08,13.0,2024,188
2.0,10:18,2.0,5.0,TEN 20,0.0,28.0,"Tony Pollard left tackle for no gain (tackle by Bobby Wagner). Penalty on Nicholas Petit-Frere: Offensive Holding, 10 yards (accepted) (no play)",0.08,-1.15,13.0,2024,188
2.0,9:55,2.0,15.0,TEN 10,0.0,28.0,Will Levis pass complete short right to Chigoziem Okonkwo for 8 yards (tackle by Dante Fowler),-1.15,-1.0,13.0,2024,188
2.0,9:07,3.0,7.0,TEN 18,0.0,28.0,Will Levis pass incomplete short middle intended for Chigoziem Okonkwo,-1.0,-2.24,13.0,2024,188
2.0,8:51,4.0,7.0,TEN 18,0.0,28.0,"Ryan Stonehouse punts 58 yards, returned by Olamide Zaccheaus for no gain (tackle by James Williams). Penalty on Michael Davis: Unnecessary Roughness / Offense, 12 yards (accepted)",-2.24,0.35,13.0,2024,188
2.0,8:51,1.0,10.0,WAS 12,0.0,28.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 7 yards (tackle by Jerome Baker and Daryl Worley),-0.35,0.1,13.0,2024,188
2.0,8:17,2.0,3.0,WAS 19,0.0,28.0,"Jeremy McNichols left end for 2 yards (tackle by Jerome Baker and Jarvis Brownlee). Penalty on Jerome Baker: Face Mask (15 Yards), 15 yards (accepted)",0.1,1.33,13.0,2024,188
2.0,7:53,1.0,10.0,WAS 36,0.0,28.0,Jeremy McNichols right tackle for 5 yards (tackle by Sebastian Joseph-Day and Jeffery Simmons),1.33,1.47,13.0,2024,188
2.0,7:15,2.0,5.0,WAS 41,0.0,28.0,Jayden Daniels left end for 12 yards (tackle by Daryl Worley),1.47,2.46,13.0,2024,188
2.0,6:32,1.0,10.0,TEN 47,0.0,28.0,Jayden Daniels pass complete short right to Noah Brown for 7 yards (tackle by Roger McCreary),2.46,2.86,13.0,2024,188
2.0,5:53,2.0,3.0,TEN 40,0.0,28.0,Jeremy McNichols left guard for 6 yards (tackle by Jerome Baker),2.86,3.31,13.0,2024,188
2.0,5:12,1.0,10.0,TEN 34,0.0,28.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 3 yards (tackle by Roger McCreary),3.31,3.18,13.0,2024,188
2.0,4:43,2.0,7.0,TEN 31,0.0,28.0,Jayden Daniels pass complete short left to Noah Brown for 11 yards,3.18,4.24,13.0,2024,188
2.0,4:07,1.0,10.0,TEN 20,0.0,28.0,Jeremy McNichols left end for 1 yard (tackle by Kenneth Murray),4.24,3.82,13.0,2024,188
2.0,3:31,2.0,9.0,TEN 19,0.0,28.0,"Jayden Daniels pass complete short right to Terry McLaurin for no gain (tackle by Darrell Baker). Penalty on Cornelius Lucas: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.82,3.15,13.0,2024,188
2.0,3:09,2.0,14.0,TEN 24,0.0,28.0,Jayden Daniels sacked by Arden Key for -6 yards,3.15,1.68,13.0,2024,188
2.0,2:09,3.0,20.0,TEN 30,0.0,28.0,"Penalty on TEN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",1.68,2.34,13.0,2024,188
2.0,2:04,3.0,15.0,TEN 25,0.0,28.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",2.34,1.68,13.0,2024,188
2.0,2:00,3.0,20.0,TEN 30,0.0,28.0,Brian Robinson up the middle for 2 yards (tackle by Jeffery Simmons),1.68,1.59,13.0,2024,188
2.0,1:55,,,,,,Timeout #1 by Tennessee Titans,,,13.0,2024,188
2.0,1:55,4.0,18.0,TEN 28,0.0,28.0,Zane Gonzalez 46 yard field goal no good,1.59,-1.33,13.0,2024,188
2.0,1:52,1.0,10.0,TEN 36,0.0,28.0,Will Levis pass incomplete short right intended for Nick Westbrook-Ikhine,1.33,0.79,13.0,2024,188
2.0,1:48,2.0,10.0,TEN 36,0.0,28.0,Will Levis pass incomplete short left intended for Nick Westbrook-Ikhine,0.79,0.1,13.0,2024,188
2.0,1:43,3.0,10.0,TEN 36,0.0,28.0,Will Levis pass complete short right to Chigoziem Okonkwo for 14 yards (tackle by Jeremy Chinn),0.1,2.26,13.0,2024,188
2.0,1:38,1.0,10.0,WAS 50,0.0,28.0,Will Levis sacked by Frankie Luvu for -1 yards,2.26,1.58,13.0,2024,188
2.0,1:17,2.0,11.0,TEN 49,0.0,28.0,Will Levis pass incomplete short left intended for Nick Westbrook-Ikhine,1.58,0.89,13.0,2024,188
2.0,1:14,3.0,11.0,TEN 49,0.0,28.0,"Will Levis pass complete short right to Chigoziem Okonkwo for no gain (tackle by Jeremy Chinn). Penalty on Dillon Radunz: Offensive Holding, 10 yards (accepted) (no play)",0.89,-0.43,13.0,2024,188
2.0,1:06,3.0,21.0,TEN 39,0.0,28.0,Will Levis pass complete deep left to Calvin Ridley for 30 yards (tackle by Mike Sainristil),-0.43,3.51,13.0,2024,188
2.0,0:39,1.0,10.0,WAS 31,0.0,28.0,"Penalty on Nick Westbrook-Ikhine: False Start, 5 yards (accepted) (no play)",3.51,3.18,13.0,2024,188
2.0,0:39,,,,,,Timeout #2 by Tennessee Titans,,,13.0,2024,188
2.0,0:39,1.0,15.0,WAS 36,0.0,28.0,Will Levis pass incomplete short left intended for Calvin Ridley,3.18,2.29,13.0,2024,188
2.0,0:35,2.0,15.0,WAS 36,0.0,28.0,Will Levis pass complete short middle to Tyler Boyd for 9 yards (tackle by Noah Igbinoghene),2.29,2.81,13.0,2024,188
2.0,0:28,,,,,,Timeout #3 by Tennessee Titans,,,13.0,2024,188
2.0,0:28,3.0,6.0,WAS 27,6.0,28.0,"Will Levis pass complete deep right to Nick Westbrook-Ikhine for 27 yards, touchdown",2.81,7.0,13.0,2024,188
2.0,0:23,,,WAS 15,7.0,28.0,Nick Folk kicks extra point good,0.0,0.0,13.0,2024,188
2.0,0:23,,,TEN 35,7.0,28.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,188
2.0,0:23,1.0,10.0,WAS 30,7.0,28.0,Jayden Daniels pass complete short right to Luke McCaffrey for 6 yards (tackle by Jeffery Simmons),0.94,1.2,13.0,2024,188
2.0,0:15,,,,,,Timeout #1 by Washington Commanders,,,13.0,2024,188
2.0,0:15,2.0,4.0,WAS 36,7.0,28.0,Jayden Daniels pass complete short left to Terry McLaurin for 3 yards (tackle by Roger McCreary),1.2,0.89,13.0,2024,188
3.0,15:00,,,TEN 35,7.0,28.0,"Nick Folk kicks off 65 yards, returned by Jeremy McNichols for 22 yards (tackle by James Williams)",0.0,0.41,13.0,2024,188
3.0,14:56,1.0,10.0,WAS 22,7.0,28.0,Brian Robinson right tackle for 1 yard (tackle by T'Vondre Sweat and Jerome Baker),0.41,0.0,13.0,2024,188
3.0,14:15,2.0,9.0,WAS 23,7.0,28.0,"Jayden Daniels right end for no gain (tackle by Roger McCreary). Penalty on Zach Ertz: Offensive Illegal Block Above the Waist, 11 yards (accepted) (no play)",0.0,-1.51,13.0,2024,188
3.0,13:51,2.0,20.0,WAS 12,7.0,28.0,"Jayden Daniels pass incomplete short middle intended for Zach Ertz. Penalty on Nick Allegretti: Offensive Holding, 10 yards (declined)",-1.51,-2.59,13.0,2024,188
3.0,13:46,3.0,20.0,WAS 12,7.0,28.0,Jayden Daniels pass complete short middle to Dyami Brown for 7 yards (tackle by Daryl Worley and Roger McCreary),-2.59,-2.14,13.0,2024,188
3.0,12:57,4.0,13.0,WAS 19,7.0,28.0,"Tress Way punts 52 yards, returned by Jha'Quan Jackson for 8 yards (tackle by Jordan Magee)",-2.14,-1.4,13.0,2024,188
3.0,12:47,1.0,10.0,TEN 37,7.0,28.0,Tony Pollard left tackle for 4 yards (tackle by Jeremy Chinn),1.4,1.4,13.0,2024,188
3.0,12:13,2.0,6.0,TEN 41,7.0,28.0,Will Levis sacked by and Daron Payne for -1 yards and Clelin Ferrell for -1 yards,1.4,0.56,13.0,2024,188
3.0,11:29,3.0,7.0,TEN 40,7.0,28.0,Will Levis pass complete short left to Tyler Boyd for 16 yards (tackle by Mike Sainristil),0.56,2.65,13.0,2024,188
3.0,10:46,1.0,10.0,WAS 44,7.0,28.0,Tony Pollard right end for 3 yards (tackle by Quan Martin and Mike Sainristil),2.65,2.52,13.0,2024,188
3.0,10:06,2.0,7.0,WAS 41,7.0,28.0,Will Levis pass complete short middle to Calvin Ridley for 15 yards (tackle by Quan Martin),2.52,3.84,13.0,2024,188
3.0,9:32,1.0,10.0,WAS 26,7.0,28.0,Tyjae Spears right tackle for 3 yards (tackle by Frankie Luvu),3.84,3.7,13.0,2024,188
3.0,8:54,2.0,7.0,WAS 23,7.0,28.0,Will Levis pass incomplete short right intended for Tony Pollard,3.7,3.01,13.0,2024,188
3.0,8:50,3.0,7.0,WAS 23,7.0,28.0,Will Levis pass incomplete deep left intended for Chigoziem Okonkwo,3.01,1.93,13.0,2024,188
3.0,8:45,4.0,7.0,WAS 23,10.0,28.0,Nick Folk 41 yard field goal good,1.93,3.0,13.0,2024,188
3.0,8:41,,,TEN 35,10.0,28.0,"Nick Folk kicks off 65 yards, returned by Jeremy McNichols for 22 yards (tackle by Otis Reese and James Williams)",0.0,0.41,13.0,2024,188
3.0,8:35,1.0,10.0,WAS 22,10.0,28.0,Jayden Daniels pass incomplete short right intended for Noah Brown,0.41,-0.13,13.0,2024,188
3.0,8:29,2.0,10.0,WAS 22,10.0,28.0,Jayden Daniels pass complete short left to Ben Sinnott for 3 yards (tackle by Daryl Worley),-0.13,-0.43,13.0,2024,188
3.0,7:56,3.0,7.0,WAS 25,10.0,28.0,"Jayden Daniels pass incomplete short left intended for Terry McLaurin. Penalty on Jarvis Brownlee: Defensive Pass Interference, 8 yards (accepted) (no play)",-0.43,1.14,13.0,2024,188
3.0,7:52,1.0,10.0,WAS 33,10.0,28.0,Brian Robinson left tackle for 1 yard (tackle by T'Vondre Sweat and Harold Landry),1.14,0.73,13.0,2024,188
3.0,7:14,2.0,9.0,WAS 34,10.0,28.0,Jayden Daniels pass complete short right to Dyami Brown for 13 yards (tackle by Darrell Baker),0.73,2.06,13.0,2024,188
3.0,6:41,1.0,10.0,WAS 47,10.0,28.0,Jayden Daniels pass short middle intended for Zach Ertz is intercepted by Amani Hooker at TEN-38 and returned for no gain (tackle by Dyami Brown),2.06,-1.47,13.0,2024,188
3.0,6:31,1.0,10.0,TEN 38,10.0,28.0,Will Levis pass complete short right to Nick Westbrook-Ikhine for 17 yards (tackle by Mike Sainristil),1.47,2.59,13.0,2024,188
3.0,5:51,1.0,10.0,WAS 45,10.0,28.0,Will Levis pass incomplete short right intended for Tony Pollard,2.59,2.04,13.0,2024,188
3.0,5:47,2.0,10.0,WAS 45,10.0,28.0,Will Levis pass complete deep middle to Tony Pollard for 30 yards (tackle by Quan Martin),2.04,4.58,13.0,2024,188
3.0,5:04,1.0,10.0,WAS 15,10.0,28.0,Will Levis pass incomplete short left,4.58,3.95,13.0,2024,188
3.0,5:00,2.0,10.0,WAS 15,10.0,28.0,Will Levis left tackle for -3 yards (tackle by Dante Fowler),3.95,2.89,13.0,2024,188
3.0,4:21,3.0,13.0,WAS 18,10.0,28.0,"Will Levis aborted snap, recovered by Will Levis at WAS-26 and returned for -8 yards",2.89,1.74,13.0,2024,188
3.0,3:44,4.0,21.0,WAS 26,13.0,28.0,Nick Folk 44 yard field goal good,1.74,3.0,13.0,2024,188
3.0,3:40,,,TEN 35,13.0,28.0,"Nick Folk kicks off 60 yards, returned by Jeremy McNichols for 23 yards (tackle by Cedric Gray)",0.0,0.81,13.0,2024,188
3.0,3:34,1.0,10.0,WAS 28,13.0,28.0,Brian Robinson left end for 4 yards (tackle by Roger McCreary),0.81,0.8,13.0,2024,188
3.0,3:07,2.0,6.0,WAS 32,13.0,28.0,Jayden Daniels pass complete short middle to Terry McLaurin for 5 yards (tackle by Kenneth Murray and Darrell Baker),0.8,0.76,13.0,2024,188
3.0,2:32,3.0,1.0,WAS 37,13.0,28.0,Brian Robinson right tackle for 8 yards (tackle by Amani Hooker),0.76,1.93,13.0,2024,188
3.0,2:08,1.0,10.0,WAS 45,13.0,28.0,Jayden Daniels pass complete short left to Brian Robinson for 6 yards (tackle by Daryl Worley),1.93,2.19,13.0,2024,188
3.0,1:42,2.0,4.0,TEN 49,13.0,28.0,Jayden Daniels pass complete short right to Zach Ertz for 25 yards (tackle by Mike Brown and Daryl Worley),2.19,3.97,13.0,2024,188
3.0,1:05,1.0,10.0,TEN 24,13.0,28.0,Jayden Daniels pass complete short left to Dyami Brown for 12 yards (tackle by Jeffery Simmons),3.97,4.78,13.0,2024,188
3.0,0:39,1.0,10.0,TEN 12,13.0,28.0,Chris Rodriguez up the middle for 4 yards (tackle by Jaylen Harrell),4.78,4.83,13.0,2024,188
4.0,15:00,2.0,6.0,TEN 8,13.0,28.0,Brian Robinson right end for 4 yards (tackle by Kenneth Murray and Daryl Worley),4.83,4.84,13.0,2024,188
4.0,14:19,3.0,2.0,TEN 4,13.0,34.0,"Jayden Daniels pass complete short middle to Zach Ertz for 4 yards, touchdown",4.84,7.0,13.0,2024,188
4.0,14:15,,,TEN 15,13.0,35.0,Zane Gonzalez kicks extra point good,0.0,0.0,13.0,2024,188
4.0,14:15,,,WAS 35,13.0,35.0,"Zane Gonzalez kicks off 65 yards, touchback.",0.0,0.94,13.0,2024,188
4.0,14:15,1.0,10.0,TEN 30,13.0,35.0,Will Levis pass incomplete deep left intended for Calvin Ridley,0.94,0.39,13.0,2024,188
4.0,14:09,2.0,10.0,TEN 30,13.0,35.0,Will Levis pass incomplete short left intended for Josh Whyle,0.39,-0.3,13.0,2024,188
4.0,14:05,3.0,10.0,TEN 30,13.0,35.0,Will Levis pass incomplete deep middle intended for Calvin Ridley,-0.3,-1.37,13.0,2024,188
4.0,13:59,4.0,10.0,TEN 30,13.0,35.0,"Ryan Stonehouse punts 52 yards, returned by Olamide Zaccheaus for 11 yards (tackle by Josh Whyle and Bryce Oliver)",-1.37,-0.87,13.0,2024,188
4.0,13:48,1.0,10.0,WAS 29,13.0,35.0,Jayden Daniels pass incomplete deep left intended for Dyami Brown,0.87,0.33,13.0,2024,188
4.0,13:42,2.0,10.0,WAS 29,13.0,35.0,Chris Rodriguez left tackle for 17 yards (tackle by Mike Brown),0.33,1.99,13.0,2024,188
4.0,13:19,1.0,10.0,WAS 46,13.0,35.0,Jayden Daniels scrambles right end for 4 yards (tackle by Keondre Coburn),1.99,1.99,13.0,2024,188
4.0,12:40,2.0,6.0,WAS 50,13.0,35.0,Chris Rodriguez right guard for 4 yards (tackle by James Lynch and Sebastian Joseph-Day),1.99,1.82,13.0,2024,188
4.0,12:08,3.0,2.0,TEN 46,13.0,35.0,Chris Rodriguez right tackle for 8 yards (tackle by Daryl Worley and Amani Hooker),1.82,3.05,13.0,2024,188
4.0,11:28,1.0,10.0,TEN 38,13.0,35.0,Chris Rodriguez right guard for 4 yards (tackle by T'Vondre Sweat and Jeffery Simmons),3.05,3.05,13.0,2024,188
4.0,10:50,2.0,6.0,TEN 34,13.0,35.0,Dyami Brown left end for 4 yards (tackle by Jerome Baker),3.05,2.87,13.0,2024,188
4.0,10:12,3.0,2.0,TEN 30,13.0,35.0,"Jayden Daniels sacked by and Arden Key for -4 yards and Kenneth Murray for -4 yards. Jayden Daniels fumbles, recovered by Nick Allegretti at TEN-34",2.87,1.07,13.0,2024,188
4.0,9:21,4.0,6.0,TEN 34,13.0,35.0,Zane Gonzalez 52 yard field goal no good,1.07,-1.73,13.0,2024,188
4.0,9:16,1.0,10.0,TEN 42,13.0,35.0,Will Levis pass complete short right to Josh Whyle for 3 yards (tackle by Javontae Jean-Baptiste and Benjamin St-Juste),1.73,1.59,13.0,2024,188
4.0,8:44,2.0,7.0,TEN 45,13.0,35.0,Will Levis pass incomplete short middle intended for Calvin Ridley,1.59,0.89,13.0,2024,188
4.0,8:38,3.0,7.0,TEN 45,13.0,35.0,"Penalty on Jeremy Chinn: Defensive Pass Interference, 15 yards (accepted) (no play)",0.89,2.92,13.0,2024,188
4.0,8:33,1.0,10.0,WAS 40,13.0,35.0,Tony Pollard up the middle for 7 yards (tackle by Bobby Wagner),2.92,3.32,13.0,2024,188
4.0,8:13,2.0,3.0,WAS 33,13.0,35.0,Will Levis pass complete short left to Tyler Boyd for 12 yards (tackle by Quan Martin),3.32,4.17,13.0,2024,188
4.0,7:57,1.0,10.0,WAS 21,13.0,35.0,Will Levis pass incomplete short right intended for Chigoziem Okonkwo,4.17,3.63,13.0,2024,188
4.0,7:54,2.0,10.0,WAS 21,13.0,35.0,Will Levis pass complete short left to Tony Pollard for 4 yards (tackle by Benjamin St-Juste),3.63,3.46,13.0,2024,188
4.0,7:13,3.0,6.0,WAS 17,19.0,35.0,"Will Levis pass complete deep middle to Nick Westbrook-Ikhine for 17 yards, touchdown",3.46,7.0,13.0,2024,188
4.0,7:07,,,WAS 2,19.0,35.0,Two Point Attempt: Will Levis pass incomplete intended for intended for Tyler Boyd,1.0,-1.0,13.0,2024,188
4.0,7:07,,,TEN 35,19.0,35.0,"Nick Folk kicks off 59 yards, returned by Jeremy McNichols for 23 yards (tackle by Luke Gifford)",0.0,0.87,13.0,2024,188
4.0,7:00,1.0,10.0,WAS 29,19.0,35.0,Chris Rodriguez up the middle for 25 yards (tackle by Amani Hooker),0.87,2.52,13.0,2024,188
4.0,6:17,1.0,10.0,TEN 46,19.0,35.0,Chris Rodriguez right guard for 1 yard (tackle by Daryl Worley and Jeffery Simmons),2.52,2.11,13.0,2024,188
4.0,5:36,2.0,9.0,TEN 45,19.0,35.0,Chris Rodriguez left guard for 6 yards (tackle by T'Vondre Sweat and Daryl Worley),2.11,2.21,13.0,2024,188
4.0,4:52,3.0,3.0,TEN 39,19.0,35.0,Jayden Daniels scrambles right end for 1 yard (tackle by Darrell Baker),2.21,0.72,13.0,2024,188
4.0,4:45,4.0,2.0,TEN 38,19.0,35.0,Jayden Daniels pass complete short middle to Luke McCaffrey for 7 yards (tackle by Luke Gifford and Amani Hooker),0.72,3.51,13.0,2024,188
