Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA,week,year,game_id
1.0,10:53,2.0,3.0,TAM 37,7.0,0.0,Rachaad White right guard for 5 yards (tackle by Brian Burns),1.34,1.73,17.0,2022,243
1.0,10:23,1.0,10.0,TAM 42,7.0,0.0,"Tom Brady pass complete short left to Ke'Shawn Vaughn for no gain. Penalty on Donovan Smith: Offensive Holding, 10 yards (accepted) (no play)",1.73,1.07,17.0,2022,243
1.0,10:07,1.0,20.0,TAM 32,7.0,0.0,Tom Brady pass incomplete deep left intended for Mike Evans (defended by C.J. Henderson),1.07,-0.16,17.0,2022,243
1.0,9:58,2.0,20.0,TAM 32,7.0,0.0,Tom Brady pass complete short middle to Julio Jones for 10 yards (tackle by Shaq Thompson),-0.16,0.5,17.0,2022,243
1.0,9:22,3.0,10.0,TAM 42,7.0,0.0,"Tom Brady pass complete short middle to Chris Godwin for 24 yards. Chris Godwin fumbles (forced by Sam Franklin), recovered by Xavier Woods at CAR-33 (tackle by Chris Godwin)",0.5,-1.14,17.0,2022,243
1.0,9:06,1.0,10.0,CAR 33,7.0,0.0,D'Onta Foreman right tackle for 2 yards (tackle by Joe Tryon-Shoyinka),1.14,0.86,17.0,2022,243
1.0,8:27,2.0,8.0,CAR 35,7.0,0.0,Laviska Shenault left end for 7 yards (tackle by Jamel Dean and Anthony Nelson),0.86,1.09,17.0,2022,243
1.0,8:04,3.0,1.0,CAR 42,7.0,0.0,Sam Darnold up the middle for no gain (tackle by Lavonte David),1.09,-0.59,17.0,2022,243
1.0,7:11,4.0,1.0,CAR 42,7.0,0.0,"Johnny Hekker punts 41 yards, fair catch by Deven Thompkins at TB-17",-0.59,0.06,17.0,2022,243
1.0,7:05,1.0,10.0,TAM 17,7.0,0.0,Tom Brady pass complete short right to Chris Godwin for 21 yards (tackle by Myles Hartsfield),-0.06,1.47,17.0,2022,243
1.0,6:26,1.0,10.0,TAM 38,7.0,0.0,Leonard Fournette up the middle for 4 yards (tackle by Jeremy Chinn and Yetur Gross-Matos),1.47,1.46,17.0,2022,243
1.0,5:51,2.0,6.0,TAM 42,7.0,0.0,Leonard Fournette up the middle for -1 yards (tackle by Frankie Luvu and Shaq Thompson),1.46,0.63,17.0,2022,243
1.0,5:12,3.0,7.0,TAM 41,7.0,0.0,Tom Brady sacked by Yetur Gross-Matos for -6 yards,0.63,-1.04,17.0,2022,243
1.0,4:35,4.0,13.0,TAM 35,7.0,0.0,"Jake Camarda punts 47 yards, returned by Andre Roberts for 6 yards (tackle by Zyon McCollum)",-1.04,-0.54,17.0,2022,243
1.0,4:23,1.0,10.0,CAR 24,7.0,0.0,Sam Darnold pass incomplete short right,0.54,0.0,17.0,2022,243
1.0,4:16,2.0,10.0,CAR 24,7.0,0.0,Sam Darnold up the middle for no gain (tackle by Devin White),0.0,-0.69,17.0,2022,243
1.0,3:33,3.0,10.0,CAR 24,7.0,0.0,Sam Darnold pass incomplete short left,-0.69,-1.77,17.0,2022,243
1.0,3:29,4.0,10.0,CAR 24,7.0,0.0,"Johnny Hekker punts 57 yards, fair catch by Deven Thompkins at TB-19",-1.77,-0.15,17.0,2022,243
1.0,3:21,1.0,10.0,TAM 19,7.0,0.0,Tom Brady pass complete short right to Mike Evans for 4 yards (tackle by C.J. Henderson),0.15,0.21,17.0,2022,243
1.0,2:47,2.0,6.0,TAM 23,7.0,0.0,Tom Brady pass complete short right to Mike Evans for 7 yards (tackle by C.J. Henderson),0.21,0.94,17.0,2022,243
1.0,2:14,1.0,10.0,TAM 30,7.0,0.0,Rachaad White right tackle for no gain (tackle by Henry Anderson and Cory Littleton),0.94,0.39,17.0,2022,243
1.0,1:39,2.0,10.0,TAM 30,7.0,0.0,Tom Brady pass complete short right to Rachaad White for 6 yards (tackle by Frankie Luvu and Xavier Woods),0.39,0.5,17.0,2022,243
1.0,1:01,3.0,4.0,TAM 36,7.0,0.0,Tom Brady pass complete short middle to Russell Gage for 7 yards (tackle by Frankie Luvu),0.5,1.8,17.0,2022,243
1.0,0:22,1.0,10.0,TAM 43,7.0,0.0,Rachaad White right tackle for 2 yards (tackle by Marquan McCall),1.8,1.52,17.0,2022,243
2.0,15:00,2.0,8.0,TAM 45,7.0,0.0,Tom Brady pass complete short left to Rachaad White for 7 yards (tackle by Jeremy Chinn),1.52,1.75,17.0,2022,243
2.0,14:30,3.0,1.0,CAR 48,7.0,0.0,Rachaad White up the middle for no gain (tackle by Matthew Ioannidis),1.75,0.07,17.0,2022,243
2.0,13:58,4.0,1.0,CAR 48,7.0,0.0,Tom Brady up the middle for 1 yard (tackle by Derrick Brown and Brian Burns),0.07,2.46,17.0,2022,243
2.0,13:23,1.0,10.0,CAR 47,7.0,0.0,Tom Brady pass complete short left to Mike Evans for 13 yards (tackle by Keith Taylor),2.46,3.31,17.0,2022,243
2.0,12:49,1.0,10.0,CAR 34,7.0,0.0,Rachaad White up the middle for -1 yards (tackle by Frankie Luvu),3.31,2.64,17.0,2022,243
2.0,12:16,2.0,11.0,CAR 35,7.0,0.0,Tom Brady pass incomplete deep left intended for Mike Evans,2.64,1.95,17.0,2022,243
2.0,12:09,3.0,11.0,CAR 35,7.0,0.0,Tom Brady pass incomplete short left intended for Julio Jones,1.95,0.97,17.0,2022,243
2.0,12:05,4.0,11.0,CAR 35,7.0,0.0,Ryan Succop 53 yard field goal no good,0.97,-1.8,17.0,2022,243
2.0,12:00,1.0,10.0,CAR 43,7.0,0.0,Sam Darnold pass complete short left to Terrace Marshall for 14 yards. Terrace Marshall fumbles (forced by Sean Murphy-Bunting). Terrace Marshall fumbles out of bounds,1.8,2.72,17.0,2022,243
2.0,11:20,1.0,10.0,TAM 43,7.0,0.0,D'Onta Foreman left guard for 3 yards (tackle by Joe Tryon-Shoyinka),2.72,2.58,17.0,2022,243
2.0,10:40,2.0,7.0,TAM 40,7.0,0.0,"Sam Darnold aborted snap, recovered by Sam Darnold at TB-40 Chuba Hubbard for 4 yards (tackle by Joe Tryon-Shoyinka)",2.58,2.41,17.0,2022,243
2.0,9:58,3.0,3.0,TAM 36,7.0,0.0,Sam Darnold pass incomplete short right intended for Laviska Shenault,2.41,0.89,17.0,2022,243
2.0,9:56,4.0,3.0,TAM 36,7.0,0.0,Sam Darnold pass complete short left to D.J. Moore for 7 yards (tackle by Antoine Winfield),0.89,3.64,17.0,2022,243
2.0,9:19,1.0,10.0,TAM 29,7.0,0.0,D'Onta Foreman up the middle for -2 yards (tackle by William Gholston),3.64,2.83,17.0,2022,243
2.0,8:33,2.0,12.0,TAM 31,7.0,0.0,Sam Darnold pass complete short right to Laviska Shenault for 7 yards (tackle by Mike Edwards),2.83,3.07,17.0,2022,243
2.0,7:57,3.0,5.0,TAM 24,13.0,0.0,"Sam Darnold pass complete deep left to D.J. Moore for 24 yards, touchdown",3.07,7.0,17.0,2022,243
2.0,7:51,,,TAM 15,14.0,0.0,Eddy Pineiro kicks extra point good,0.0,0.0,17.0,2022,243
2.0,7:51,,,CAR 35,14.0,0.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
2.0,7:51,1.0,10.0,TAM 25,14.0,0.0,Tom Brady pass complete short right to Leonard Fournette for 3 yards (tackle by Frankie Luvu),0.61,0.47,17.0,2022,243
2.0,7:29,2.0,7.0,TAM 28,14.0,0.0,"Tom Brady pass complete to Cade Otton for no gain. Penalty on Chris Godwin: Offensive Pass Interference, 10 yards (accepted) (no play)",0.47,-0.98,17.0,2022,243
2.0,7:03,2.0,17.0,TAM 18,14.0,0.0,Tom Brady pass complete short middle to Leonard Fournette for 7 yards (tackle by Frankie Luvu and Shaq Thompson),-0.98,-0.62,17.0,2022,243
2.0,6:28,3.0,10.0,TAM 25,14.0,0.0,Tom Brady sacked by Marquis Haynes for -8 yards,-0.62,-2.32,17.0,2022,243
2.0,5:46,4.0,18.0,TAM 17,14.0,0.0,"Jake Camarda punts 50 yards, returned by Andre Roberts for no gain (tackle by Zyon McCollum)",-2.32,-1.14,17.0,2022,243
2.0,5:34,1.0,10.0,CAR 33,14.0,0.0,Sam Darnold pass complete short middle to D.J. Moore for -1 yards (tackle by Antoine Winfield and William Gholston),1.14,0.46,17.0,2022,243
2.0,4:48,2.0,11.0,CAR 32,14.0,0.0,D'Onta Foreman left tackle for 3 yards (tackle by William Gholston),0.46,0.17,17.0,2022,243
2.0,4:05,3.0,8.0,CAR 35,14.0,0.0,Chuba Hubbard up the middle for 7 yards (tackle by Joe Tryon-Shoyinka),0.17,-0.59,17.0,2022,243
2.0,3:11,,,,,,Timeout #1 by Carolina Panthers,,,17.0,2022,243
2.0,3:11,4.0,1.0,CAR 42,14.0,0.0,"Johnny Hekker punts 58 yards, touchback.",-0.59,-0.28,17.0,2022,243
2.0,3:02,1.0,10.0,TAM 20,14.0,0.0,Tom Brady pass incomplete short right,0.28,-0.27,17.0,2022,243
2.0,2:59,2.0,10.0,TAM 20,14.0,0.0,Tom Brady pass complete short left to Cade Otton for 5 yards (tackle by Frankie Luvu),-0.27,-0.3,17.0,2022,243
2.0,2:39,3.0,5.0,TAM 25,14.0,0.0,Tom Brady pass complete short middle to Chris Godwin for 12 yards (tackle by Jeremy Chinn),-0.3,1.4,17.0,2022,243
2.0,2:18,1.0,10.0,TAM 37,14.0,6.0,"Tom Brady pass complete short right to Mike Evans for 63 yards, touchdown",1.4,7.0,17.0,2022,243
2.0,2:10,,,CAR 15,14.0,7.0,Ryan Succop kicks extra point good,0.0,0.0,17.0,2022,243
2.0,2:10,,,TAM 35,14.0,7.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
2.0,2:10,1.0,10.0,CAR 25,14.0,7.0,Sam Darnold pass complete short left to Shi Smith for 2 yards (tackle by Devin White),0.61,0.33,17.0,2022,243
2.0,2:04,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,17.0,2022,243
2.0,2:04,2.0,8.0,CAR 27,14.0,7.0,"Sam Darnold aborted snap, recovered by Devin White at CAR-17 and returned for 4 yards (tackle by Ikem Ekwonu and Taylor Moton)",0.33,-4.71,17.0,2022,243
2.0,1:57,1.0,10.0,CAR 13,14.0,7.0,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Shaq Thompson and Xavier Woods),4.71,5.34,17.0,2022,243
2.0,1:24,2.0,3.0,CAR 6,14.0,7.0,Leonard Fournette up the middle for 2 yards (tackle by Frankie Luvu and Yetur Gross-Matos),5.34,5.01,17.0,2022,243
2.0,1:17,,,,,,Timeout #2 by Carolina Panthers,,,17.0,2022,243
2.0,1:17,3.0,1.0,CAR 4,14.0,7.0,Tom Brady pass incomplete short left intended for Cade Otton,5.01,3.04,17.0,2022,243
2.0,1:13,4.0,1.0,CAR 4,14.0,10.0,Ryan Succop 22 yard field goal good,3.04,3.0,17.0,2022,243
2.0,1:09,,,TAM 35,14.0,10.0,"Jake Camarda kicks off 63 yards, returned by Raheem Blackshear for 36 yards (tackle by Jake Camarda)",0.0,1.47,17.0,2022,243
2.0,1:03,1.0,10.0,CAR 38,14.0,10.0,Sam Darnold sacked by Antoine Winfield for -8 yards,1.47,-0.16,17.0,2022,243
2.0,0:56,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,17.0,2022,243
2.0,0:56,2.0,18.0,CAR 30,14.0,10.0,Sam Darnold pass complete short right to Raheem Blackshear for -1 yards (tackle by Lavonte David),-0.16,-0.96,17.0,2022,243
2.0,0:10,3.0,19.0,CAR 29,14.0,10.0,Chuba Hubbard right end for 1 yard (tackle by Lavonte David),-0.96,-1.37,17.0,2022,243
2.0,0:04,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,17.0,2022,243
2.0,0:04,4.0,18.0,CAR 30,14.0,10.0,Sam Darnold pass incomplete deep right,-1.37,0.94,17.0,2022,243
3.0,15:00,,,CAR 35,14.0,10.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
3.0,15:00,1.0,10.0,TAM 25,14.0,10.0,Rachaad White right tackle for no gain (tackle by Shaq Thompson),0.61,0.06,17.0,2022,243
3.0,14:26,2.0,10.0,TAM 25,14.0,10.0,Tom Brady pass complete short middle to Rachaad White for 11 yards (tackle by Jeremy Chinn),0.06,1.33,17.0,2022,243
3.0,13:50,1.0,10.0,TAM 36,14.0,10.0,Rachaad White left guard for 1 yard (tackle by Jeremy Chinn),1.33,0.93,17.0,2022,243
3.0,13:11,2.0,9.0,TAM 37,14.0,10.0,Tom Brady pass incomplete short left intended for Ko Kieft,0.93,0.23,17.0,2022,243
3.0,13:05,3.0,9.0,TAM 37,14.0,10.0,Tom Brady pass incomplete short right intended for Cade Otton,0.23,-0.91,17.0,2022,243
3.0,13:01,4.0,9.0,TAM 37,14.0,10.0,"Jake Camarda punts 47 yards, fair catch by Andre Roberts at CAR-16",-0.91,0.14,17.0,2022,243
3.0,12:54,1.0,10.0,CAR 16,14.0,10.0,Sam Darnold scrambles right end for 9 yards (tackle by Mike Edwards),-0.14,0.69,17.0,2022,243
3.0,12:19,2.0,1.0,CAR 25,14.0,10.0,D'Onta Foreman left guard for 2 yards (tackle by William Gholston and Devin White),0.69,0.74,17.0,2022,243
3.0,11:52,1.0,10.0,CAR 27,14.0,10.0,Sam Darnold pass incomplete short right intended for D.J. Moore,0.74,0.2,17.0,2022,243
3.0,11:43,2.0,10.0,CAR 27,14.0,10.0,Sam Darnold pass complete deep middle to Giovanni Ricci for 32 yards (tackle by Mike Edwards),0.2,2.85,17.0,2022,243
3.0,10:58,1.0,10.0,TAM 41,14.0,10.0,Sam Darnold pass deep middle intended for Stephen Sullivan is intercepted by Sean Murphy-Bunting at TB-2 and returned for no gain (tackle by Stephen Sullivan),2.85,0.38,17.0,2022,243
3.0,10:49,1.0,10.0,TAM 2,14.0,10.0,Tom Brady pass complete short right to Chris Godwin for 18 yards (tackle by Xavier Woods),-0.38,0.28,17.0,2022,243
3.0,10:15,1.0,10.0,TAM 20,14.0,10.0,Julio Jones left end for 13 yards (tackle by Xavier Woods and Keith Taylor),0.28,1.14,17.0,2022,243
3.0,9:29,1.0,10.0,TAM 33,14.0,10.0,Leonard Fournette up the middle for 7 yards (tackle by Shaq Thompson and Jeremy Chinn),1.14,1.54,17.0,2022,243
3.0,8:52,2.0,3.0,TAM 40,14.0,10.0,Tom Brady pass complete short right to Chris Godwin for 10 yards (tackle by Jeremy Chinn),1.54,2.26,17.0,2022,243
3.0,8:11,1.0,10.0,TAM 50,14.0,10.0,Tom Brady pass complete short right to Chris Godwin for 9 yards (tackle by Xavier Woods),2.26,2.93,17.0,2022,243
3.0,7:31,2.0,1.0,CAR 41,14.0,10.0,Leonard Fournette right guard for 5 yards (tackle by Shaq Thompson and Matthew Ioannidis),2.93,3.18,17.0,2022,243
3.0,6:53,1.0,10.0,CAR 36,14.0,10.0,Tom Brady pass complete short middle to Mike Evans for 13 yards (tackle by C.J. Henderson),3.18,4.04,17.0,2022,243
3.0,6:09,1.0,10.0,CAR 23,14.0,10.0,Leonard Fournette left tackle for 4 yards (tackle by Henry Anderson),4.04,4.05,17.0,2022,243
3.0,5:31,2.0,6.0,CAR 19,14.0,10.0,Tom Brady pass complete short right to Rachaad White for 4 yards (tackle by Jeremy Chinn),4.05,4.05,17.0,2022,243
3.0,4:55,3.0,2.0,CAR 15,14.0,10.0,Tom Brady pass incomplete short middle intended for Cade Otton,4.05,2.57,17.0,2022,243
3.0,4:49,4.0,2.0,CAR 15,14.0,10.0,"Tom Brady pass complete short left to Russell Gage for 5 yards (tackle by Marquis Haynes). Penalty on Xavier Woods: Defensive Holding, 5 yards (declined)",2.57,4.91,17.0,2022,243
3.0,4:30,1.0,10.0,CAR 10,14.0,10.0,Leonard Fournette up the middle for 2 yards (tackle by Xavier Woods and Frankie Luvu),4.91,4.57,17.0,2022,243
3.0,3:58,2.0,8.0,CAR 8,14.0,10.0,Tom Brady pass incomplete short right intended for Cade Otton,4.57,3.58,17.0,2022,243
3.0,3:50,3.0,8.0,CAR 8,14.0,10.0,Tom Brady pass incomplete short left,3.58,2.95,17.0,2022,243
3.0,3:43,4.0,8.0,CAR 8,14.0,10.0,"Ryan Succop 26 yard field goal no good blocked by Yetur Gross-Matos, recovered by Derrick Brown",2.95,0.38,17.0,2022,243
3.0,3:37,1.0,10.0,CAR 9,14.0,10.0,D'Onta Foreman up the middle for 6 yards (tackle by Mike Edwards),-0.38,-0.28,17.0,2022,243
3.0,3:01,2.0,4.0,CAR 15,14.0,10.0,D'Onta Foreman up the middle for 7 yards (tackle by Anthony Nelson),-0.28,0.41,17.0,2022,243
3.0,2:19,1.0,10.0,CAR 22,14.0,10.0,Sam Darnold pass complete deep right to D.J. Moore for 47 yards (tackle by Jamel Dean),0.41,3.51,17.0,2022,243
3.0,1:31,1.0,10.0,TAM 31,14.0,10.0,"D'Onta Foreman right guard for no gain. Penalty on Ikem Ekwonu: Offensive Holding, 10 yards (accepted) (no play)",3.51,2.85,17.0,2022,243
3.0,1:03,1.0,20.0,TAM 41,14.0,10.0,"Sam Darnold pass incomplete intended for D.J. Moore. Penalty on Antoine Winfield: Defensive Holding, 5 yards (accepted) (no play)",2.85,3.18,17.0,2022,243
3.0,0:55,1.0,10.0,TAM 36,14.0,10.0,Sam Darnold pass complete short right to D.J. Moore for 14 yards (tackle by Joe Tryon-Shoyinka),3.18,4.11,17.0,2022,243
3.0,0:17,1.0,10.0,TAM 22,14.0,10.0,D'Onta Foreman left tackle for 3 yards (tackle by Joe Tryon-Shoyinka),4.11,3.97,17.0,2022,243
4.0,15:00,2.0,7.0,TAM 19,14.0,10.0,Sam Darnold pass incomplete deep left intended for Terrace Marshall (defended by Sean Murphy-Bunting),3.97,3.26,17.0,2022,243
4.0,14:56,3.0,7.0,TAM 19,20.0,10.0,"Sam Darnold pass complete deep middle to Shi Smith for 19 yards, touchdown",3.26,7.0,17.0,2022,243
4.0,14:50,,,TAM 15,21.0,10.0,Eddy Pineiro kicks extra point good,0.0,0.0,17.0,2022,243
4.0,14:50,,,CAR 35,21.0,10.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
4.0,14:50,1.0,10.0,TAM 25,21.0,10.0,"Tom Brady pass incomplete short right intended for Cade Otton. Penalty on Myles Hartsfield: Defensive Pass Interference, 14 yards (accepted) (no play)",0.61,1.53,17.0,2022,243
4.0,14:44,1.0,10.0,TAM 39,21.0,10.0,Tom Brady pass complete short left to Rachaad White for -2 yards (tackle by Henry Anderson),1.53,0.72,17.0,2022,243
4.0,14:18,2.0,12.0,TAM 37,21.0,10.0,Tom Brady pass complete short right to Mike Evans for 6 yards (tackle by Jeremy Chinn),0.72,0.83,17.0,2022,243
4.0,13:58,3.0,6.0,TAM 43,21.0,16.0,"Tom Brady pass complete short right to Mike Evans for 57 yards, touchdown",0.83,7.0,17.0,2022,243
4.0,13:49,,,CAR 2,21.0,16.0,Two Point Attempt: Tom Brady pass incomplete,1.0,-1.0,17.0,2022,243
4.0,13:49,,,TAM 35,21.0,16.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
4.0,13:49,1.0,10.0,CAR 25,21.0,16.0,Sam Darnold pass complete short right to Ian Thomas for 9 yards (tackle by Mike Edwards),0.61,1.28,17.0,2022,243
4.0,13:09,2.0,1.0,CAR 34,21.0,16.0,D'Onta Foreman right guard for no gain (tackle by Lavonte David),1.28,0.56,17.0,2022,243
4.0,12:22,3.0,1.0,CAR 34,21.0,16.0,D'Onta Foreman up the middle for 3 yards (tackle by Antoine Winfield),0.56,1.4,17.0,2022,243
4.0,11:42,1.0,10.0,CAR 37,21.0,16.0,Sam Darnold pass complete short left to Tommy Tremble for 6 yards (tackle by Devin White and Lavonte David),1.4,1.67,17.0,2022,243
4.0,10:59,2.0,4.0,CAR 43,21.0,16.0,D'Onta Foreman up the middle for -1 yards (tackle by William Gholston and Sean Murphy-Bunting),1.67,0.83,17.0,2022,243
4.0,10:15,3.0,5.0,CAR 42,21.0,16.0,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",0.83,0.17,17.0,2022,243
4.0,10:08,3.0,10.0,CAR 37,21.0,16.0,Sam Darnold pass incomplete short right intended for Stephen Sullivan,0.17,-0.91,17.0,2022,243
4.0,10:01,4.0,10.0,CAR 37,21.0,16.0,"Johnny Hekker punts 55 yards, fair catch by Deven Thompkins at TB-8",-0.91,0.38,17.0,2022,243
4.0,9:53,1.0,10.0,TAM 8,21.0,16.0,Leonard Fournette up the middle for 1 yard (tackle by Derrick Brown),-0.38,-0.71,17.0,2022,243
4.0,9:32,2.0,9.0,TAM 9,21.0,16.0,Tom Brady pass complete short middle to Chris Godwin for 11 yards (tackle by Frankie Luvu),-0.71,0.28,17.0,2022,243
4.0,9:10,1.0,10.0,TAM 20,21.0,16.0,Tom Brady pass complete short right to Chris Godwin for 8 yards (tackle by Jeremy Chinn and Keith Taylor),0.28,0.81,17.0,2022,243
4.0,8:47,2.0,2.0,TAM 28,21.0,16.0,Tom Brady pass complete short right to Leonard Fournette for 11 yards (tackle by Xavier Woods),0.81,1.53,17.0,2022,243
4.0,8:26,1.0,10.0,TAM 39,21.0,16.0,Tom Brady pass complete short right to Leonard Fournette for -2 yards (tackle by Marquis Haynes),1.53,0.72,17.0,2022,243
4.0,7:55,2.0,12.0,TAM 37,21.0,16.0,Tom Brady pass complete short middle to Russell Gage for 21 yards (tackle by Marquis Haynes and Jeremy Chinn),0.72,2.79,17.0,2022,243
4.0,7:23,1.0,10.0,CAR 42,21.0,16.0,Tom Brady pass complete short left to Cade Otton for 12 yards (tackle by Shaq Thompson),2.79,3.58,17.0,2022,243
4.0,6:53,1.0,10.0,CAR 30,21.0,22.0,"Tom Brady pass complete deep right to Mike Evans for 30 yards, touchdown",3.58,7.0,17.0,2022,243
4.0,6:47,,,CAR 2,21.0,24.0,Two Point Attempt: Tom Brady pass complete to to Chris Godwin for no gain,1.0,1.0,17.0,2022,243
4.0,6:47,,,TAM 35,21.0,24.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
4.0,6:47,1.0,10.0,CAR 25,21.0,24.0,Sam Darnold pass incomplete short right,0.61,0.06,17.0,2022,243
4.0,6:41,2.0,10.0,CAR 25,21.0,24.0,Sam Darnold pass complete short middle to Chuba Hubbard for 6 yards (tackle by Lavonte David),0.06,0.17,17.0,2022,243
4.0,5:58,3.0,4.0,CAR 31,21.0,24.0,Sam Darnold pass incomplete short right intended for D.J. Moore (defended by Akiem Hicks),0.17,-1.31,17.0,2022,243
4.0,5:53,4.0,4.0,CAR 31,21.0,24.0,Johnny Hekker punts 40 yards out of bounds,-1.31,-0.87,17.0,2022,243
4.0,5:45,1.0,10.0,TAM 29,21.0,24.0,Tom Brady pass complete short right to Mike Evans for 7 yards (tackle by C.J. Henderson),0.87,1.27,17.0,2022,243
4.0,5:04,2.0,3.0,TAM 36,21.0,24.0,Rachaad White right guard for 2 yards (tackle by Shaq Thompson),1.27,0.83,17.0,2022,243
4.0,4:35,3.0,1.0,TAM 38,21.0,24.0,Tom Brady up the middle for 2 yards (tackle by Frankie Luvu and Matthew Ioannidis),0.83,1.6,17.0,2022,243
4.0,3:40,1.0,10.0,TAM 40,21.0,24.0,Tom Brady pass incomplete short right,1.6,1.05,17.0,2022,243
4.0,3:34,2.0,10.0,TAM 40,21.0,24.0,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Jeremy Chinn),1.05,1.29,17.0,2022,243
4.0,2:51,3.0,3.0,TAM 47,21.0,24.0,Tom Brady sacked by Frankie Luvu for -7 yards,1.29,-0.72,17.0,2022,243
4.0,2:34,4.0,10.0,TAM 40,21.0,24.0,"Penalty on Tom Brady: Delay of Game, 5 yards (accepted) (no play)",-0.72,-1.04,17.0,2022,243
4.0,2:34,4.0,15.0,TAM 35,21.0,24.0,"Jake Camarda punts 42 yards, fair catch by Andre Roberts at CAR-23. Penalty on Sam Franklin: Offensive Holding, 10 yards (accepted)",-1.04,0.32,17.0,2022,243
4.0,2:32,1.0,10.0,CAR 13,21.0,24.0,"Sam Darnold sacked by Anthony Nelson for -7 yards. Sam Darnold fumbles (forced by Anthony Nelson), recovered by Vita Vea at CAR-6",-0.32,-5.83,17.0,2022,243
4.0,2:24,1.0,6.0,CAR 6,21.0,24.0,"Leonard Fournette for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Leonard Fournette up the middle for 5 yards (tackle by Yetur Gross-Matos and Shaq Thompson)",5.83,5.91,17.0,2022,243
4.0,2:00,2.0,1.0,CAR 1,21.0,30.0,"Tom Brady up the middle for 1 yard, touchdown",5.91,7.0,17.0,2022,243
4.0,1:58,,,CAR 15,21.0,30.0,Ryan Succop kicks extra point no good,0.0,-1.0,17.0,2022,243
4.0,1:58,,,TAM 35,21.0,30.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,243
4.0,1:58,1.0,10.0,CAR 25,21.0,30.0,"Sam Darnold pass incomplete deep middle intended for Shi Smith. Penalty on Joe Tryon-Shoyinka: Defensive Holding, 5 yards (accepted) (no play)",0.61,0.94,17.0,2022,243
4.0,1:54,1.0,10.0,CAR 30,21.0,30.0,Sam Darnold pass complete short left to Chuba Hubbard for 19 yards (tackle by Logan Ryan),0.94,2.19,17.0,2022,243
4.0,1:42,1.0,10.0,CAR 49,21.0,30.0,Sam Darnold pass incomplete short middle intended for D.J. Moore,2.19,1.65,17.0,2022,243
