Quarter,Time,Down,ToGo,Location,CLE,WAS,Detail,EPB,EPA,week,year,game_id
1.0,10:57,2.0,6.0,WAS 24,0.0,0.0,Carson Wentz pass incomplete short right intended for Jonathan Williams,0.27,-0.43,17.0,2022,245
1.0,10:54,3.0,6.0,WAS 24,0.0,0.0,Carson Wentz pass short left intended for Terry McLaurin is intercepted by Denzel Ward at WAS-36 and returned for no gain (tackle by Terry McLaurin),-0.43,-3.18,17.0,2022,245
1.0,10:48,1.0,10.0,WAS 36,0.0,0.0,Deshaun Watson pass complete short left to Harrison Bryant for 12 yards (tackle by David Mayo and Bobby McCain),3.18,3.97,17.0,2022,245
1.0,10:10,1.0,10.0,WAS 24,0.0,0.0,Deshaun Watson pass incomplete deep left intended for Amari Cooper,3.97,3.43,17.0,2022,245
1.0,10:06,2.0,10.0,WAS 24,0.0,0.0,Nick Chubb left guard for 5 yards (tackle by Jeremy Reaves),3.43,3.41,17.0,2022,245
1.0,9:29,3.0,5.0,WAS 19,0.0,0.0,Deshaun Watson pass incomplete short middle intended for David Njoku (defended by Danny Johnson),3.41,2.24,17.0,2022,245
1.0,9:26,4.0,5.0,WAS 19,3.0,0.0,Cade York 37 yard field goal good,2.24,3.0,17.0,2022,245
1.0,9:22,,,CLE 35,3.0,0.0,"Cade York kicks off 65 yards, returned by Jaret Patterson for 22 yards (tackle by D'Anthony Bell)",0.0,0.41,17.0,2022,245
1.0,9:17,1.0,10.0,WAS 22,3.0,0.0,Brian Robinson right guard for 1 yard (tackle by Myles Garrett),0.41,0.0,17.0,2022,245
1.0,8:41,2.0,9.0,WAS 23,3.0,0.0,Carson Wentz pass complete short left to Terry McLaurin for 2 yards (tackle by Greg Newsome and Tony Fields),0.0,-0.43,17.0,2022,245
1.0,8:00,3.0,7.0,WAS 25,3.0,0.0,Carson Wentz pass complete short middle to Logan Thomas for 11 yards (tackle by D'Anthony Bell),-0.43,1.33,17.0,2022,245
1.0,7:23,1.0,10.0,WAS 36,3.0,0.0,Brian Robinson left guard for 4 yards (tackle by Myles Garrett and Jermaine Carter),1.33,1.33,17.0,2022,245
1.0,6:42,2.0,6.0,WAS 40,3.0,0.0,Brian Robinson right tackle for 11 yards (tackle by Jermaine Carter and Grant Delpit),1.33,2.32,17.0,2022,245
1.0,6:02,1.0,10.0,CLE 49,3.0,0.0,Brian Robinson right guard for 5 yards (tackle by Tony Fields),2.32,2.46,17.0,2022,245
1.0,5:22,2.0,5.0,CLE 44,3.0,0.0,Jonathan Williams right guard for 1 yard (tackle by Grant Delpit and Greg Newsome),2.46,1.88,17.0,2022,245
1.0,4:40,3.0,4.0,CLE 43,3.0,0.0,Jonathan Williams up the middle for 3 yards (tackle by D'Anthony Bell and Alex Wright),1.88,0.59,17.0,2022,245
1.0,3:57,4.0,1.0,CLE 40,3.0,0.0,Jonathan Williams left end for -1 yards (tackle by Jadeveon Clowney and Myles Garrett),0.59,-1.73,17.0,2022,245
1.0,3:51,1.0,10.0,CLE 42,3.0,0.0,Nick Chubb left end for 14 yards (tackle by David Bada and Darrick Forrest),1.73,2.65,17.0,2022,245
1.0,3:13,1.0,10.0,WAS 44,3.0,0.0,Nick Chubb right end for 35 yards (tackle by Danny Johnson and Bobby McCain),2.65,5.14,17.0,2022,245
1.0,2:24,1.0,9.0,WAS 9,3.0,0.0,Deshaun Watson sacked by David Mayo for -1 yards,5.14,4.19,17.0,2022,245
1.0,1:46,2.0,10.0,WAS 10,3.0,0.0,Kareem Hunt right guard for 4 yards (tackle by Jamin Davis and David Mayo),4.19,4.04,17.0,2022,245
1.0,1:12,3.0,6.0,WAS 6,3.0,0.0,Deshaun Watson sacked by Daron Payne for -1 yards,4.04,2.97,17.0,2022,245
1.0,0:25,4.0,7.0,WAS 7,3.0,0.0,"Cade York yard field goal good. Penalty on Khaleke Hudson: Defensive Offside, 4 yards (accepted) (no play)",2.97,3.04,17.0,2022,245
1.0,0:23,4.0,3.0,WAS 3,3.0,0.0,Deshaun Watson right guard for 1 yard (tackle by Daron Payne and Darrick Forrest),3.04,0.38,17.0,2022,245
1.0,0:18,1.0,10.0,WAS 2,3.0,0.0,Brian Robinson left guard for 1 yard (tackle by Myles Garrett and Jadeveon Clowney),-0.38,-0.71,17.0,2022,245
2.0,15:00,2.0,9.0,WAS 3,3.0,0.0,Brian Robinson right end for no gain (tackle by Jordan Elliott),-0.71,-1.3,17.0,2022,245
2.0,14:16,3.0,9.0,WAS 3,3.0,0.0,"Carson Wentz pass incomplete deep right intended for Terry McLaurin (defended by Denzel Ward). Penalty on Perrion Winfrey: Defensive Offside, 5 yards (declined) . Penalty on Denzel Ward: Defensive Holding, 5 yards (accepted) (no play)",-1.3,-0.38,17.0,2022,245
2.0,14:10,1.0,10.0,WAS 8,3.0,0.0,Carson Wentz pass incomplete short right intended for Brian Robinson,-0.38,-0.78,17.0,2022,245
2.0,14:07,2.0,10.0,WAS 8,3.0,0.0,Brian Robinson right tackle for 4 yards (tackle by Jermaine Carter and Reggie Ragland),-0.78,-1.07,17.0,2022,245
2.0,13:22,3.0,7.0,WAS 11,3.0,0.0,Carson Wentz pass deep middle intended for Curtis Samuel is intercepted by Grant Delpit at CLE-47 and returned for no gain (tackle by Curtis Samuel),-1.07,-2.06,17.0,2022,245
2.0,13:14,1.0,10.0,CLE 47,3.0,0.0,Deshaun Watson sacked by Montez Sweat for -4 yards,2.06,0.98,17.0,2022,245
2.0,12:54,2.0,14.0,CLE 43,3.0,0.0,Nick Chubb left end for 6 yards (tackle by Jamin Davis and Kendall Fuller),0.98,1.09,17.0,2022,245
2.0,12:06,3.0,8.0,CLE 49,3.0,0.0,"Deshaun Watson pass incomplete short right intended for Jack Conklin. Penalty on Jack Conklin: Illegal Touch Pass, 5 yards (declined)",1.09,-0.13,17.0,2022,245
2.0,11:56,4.0,8.0,CLE 49,3.0,0.0,Corey Bojorquez punts 47 yards downed by D'Anthony Bell,-0.13,0.38,17.0,2022,245
2.0,11:48,1.0,10.0,WAS 4,3.0,0.0,Brian Robinson left tackle for 4 yards (tackle by Jermaine Carter and Tony Fields),-0.38,-0.49,17.0,2022,245
2.0,11:09,2.0,6.0,WAS 8,3.0,0.0,Brian Robinson left tackle for 5 yards (tackle by Tony Fields and John Johnson),-0.49,-0.37,17.0,2022,245
2.0,10:27,3.0,1.0,WAS 13,3.0,0.0,Brian Robinson left guard for 5 yards (tackle by Tony Fields),-0.37,0.04,17.0,2022,245
2.0,9:47,1.0,10.0,WAS 18,3.0,0.0,Brian Robinson right tackle for no gain (tackle by Jadeveon Clowney and Grant Delpit),0.04,-0.49,17.0,2022,245
2.0,9:02,2.0,10.0,WAS 18,3.0,0.0,Carson Wentz pass complete short right to Jahan Dotson for 8 yards (tackle by Greg Newsome),-0.49,-0.14,17.0,2022,245
2.0,8:18,3.0,2.0,WAS 26,3.0,0.0,Jonathan Williams left tackle for 12 yards (tackle by Tony Fields),-0.14,1.47,17.0,2022,245
2.0,7:35,1.0,10.0,WAS 38,3.0,0.0,Brian Robinson left end for 3 yards (tackle by Chase Winovich),1.47,1.33,17.0,2022,245
2.0,6:54,2.0,7.0,WAS 41,3.0,0.0,Carson Wentz sacked by Chase Winovich for -10 yards,1.33,-0.69,17.0,2022,245
2.0,6:08,3.0,17.0,WAS 31,3.0,0.0,Carson Wentz pass complete deep right to Jahan Dotson for 20 yards (tackle by Martin Emerson),-0.69,2.32,17.0,2022,245
2.0,5:28,1.0,10.0,CLE 49,3.0,0.0,Jonathan Williams left guard for 3 yards (tackle by Roderick Perry and Reggie Ragland),2.32,2.19,17.0,2022,245
2.0,4:49,2.0,7.0,CLE 46,3.0,0.0,Brian Robinson right tackle for 9 yards (tackle by John Johnson and Myles Garrett),2.19,3.12,17.0,2022,245
2.0,4:25,1.0,10.0,CLE 37,3.0,0.0,Brian Robinson right end for 4 yards (tackle by Denzel Ward),3.12,3.11,17.0,2022,245
2.0,3:44,2.0,6.0,CLE 33,3.0,0.0,Jonathan Williams right tackle for 1 yard (tackle by Tony Fields),3.11,2.54,17.0,2022,245
2.0,2:59,3.0,5.0,CLE 32,3.0,0.0,Carson Wentz pass complete short left to Logan Thomas for 15 yards (tackle by Martin Emerson),2.54,4.44,17.0,2022,245
2.0,2:18,1.0,10.0,CLE 17,3.0,0.0,Brian Robinson left end for 2 yards (tackle by Chase Winovich),4.44,4.15,17.0,2022,245
2.0,2:00,2.0,8.0,CLE 15,3.0,0.0,Brian Robinson left guard for 4 yards (tackle by John Johnson),4.15,4.1,17.0,2022,245
2.0,1:55,,,,,,Timeout #1 by Cleveland Browns,,,17.0,2022,245
2.0,1:55,3.0,4.0,CLE 11,3.0,0.0,Carson Wentz pass complete short middle to Logan Thomas for 6 yards (tackle by Tony Fields),4.1,6.06,17.0,2022,245
2.0,1:47,,,,,,Timeout #2 by Cleveland Browns,,,17.0,2022,245
2.0,1:47,1.0,5.0,CLE 5,3.0,0.0,Brian Robinson right tackle for 2 yards (tackle by Deion Jones and Taven Bryan),6.06,5.53,17.0,2022,245
2.0,1:42,,,,,,Timeout #3 by Cleveland Browns,,,17.0,2022,245
2.0,1:42,2.0,3.0,CLE 3,3.0,0.0,Carson Wentz left end for 2 yards (tackle by Grant Delpit),5.53,5.17,17.0,2022,245
2.0,1:01,3.0,1.0,CLE 1,3.0,0.0,Brian Robinson left guard for no gain (tackle by Myles Garrett),5.17,3.55,17.0,2022,245
2.0,0:23,,,,,,Timeout #1 by Washington Commanders,,,17.0,2022,245
2.0,0:23,4.0,1.0,CLE 1,3.0,6.0,"Carson Wentz up the middle for 1 yard, touchdown",3.55,7.0,17.0,2022,245
2.0,0:21,,,CLE 15,3.0,7.0,Joey Slye kicks extra point good,0.0,0.0,17.0,2022,245
2.0,0:21,,,WAS 35,3.0,7.0,"Joey Slye kicks off 65 yards, returned by Jerome Ford for 23 yards (tackle by Christian Holmes and Khaleke Hudson)",0.0,0.48,17.0,2022,245
2.0,0:15,1.0,10.0,CLE 23,3.0,7.0,Deshaun Watson kneels for -1 yards,0.48,-0.2,17.0,2022,245
3.0,15:00,,,CLE 35,3.0,7.0,"Cade York kicks off 64 yards, returned by Jaret Patterson for 26 yards (tackle by Michael Woods and A.J. Green)",0.0,0.74,17.0,2022,245
3.0,14:54,1.0,10.0,WAS 27,3.0,7.0,Brian Robinson left end for -2 yards (tackle by Grant Delpit),0.74,-0.07,17.0,2022,245
3.0,14:15,2.0,12.0,WAS 25,3.0,7.0,Brian Robinson right end for 2 yards (tackle by Taven Bryan),-0.07,-0.49,17.0,2022,245
3.0,13:40,3.0,10.0,WAS 27,3.0,7.0,Carson Wentz pass complete short right to Jonathan Williams for -2 yards (tackle by John Johnson),-0.49,-1.7,17.0,2022,245
3.0,13:01,4.0,12.0,WAS 25,3.0,7.0,"Tress Way punts 48 yards, returned by Jaelon Darden for 10 yards (tackle by Milo Eifler and Shaka Toney)",-1.7,-1.4,17.0,2022,245
3.0,12:53,1.0,10.0,CLE 37,3.0,7.0,Deshaun Watson pass complete short left to Harrison Bryant for 7 yards (tackle by Jeremy Reaves and Jamin Davis),1.4,1.8,17.0,2022,245
3.0,12:10,2.0,3.0,CLE 44,3.0,7.0,Nick Chubb right tackle for 1 yard (tackle by John Ridgeway),1.8,1.22,17.0,2022,245
3.0,11:32,3.0,2.0,CLE 45,3.0,7.0,Deshaun Watson right end for 4 yards (tackle by Jamin Davis),1.22,2.19,17.0,2022,245
3.0,10:56,1.0,10.0,CLE 49,3.0,7.0,Deshaun Watson pass incomplete short middle intended for David Njoku,2.19,1.65,17.0,2022,245
3.0,10:51,2.0,10.0,CLE 49,3.0,7.0,Deshaun Watson scrambles up the middle for 5 yards (tackle by David Mayo),1.65,1.62,17.0,2022,245
3.0,10:12,3.0,5.0,WAS 46,9.0,7.0,"Deshaun Watson pass complete short left to Amari Cooper for 46 yards, touchdown",1.62,7.0,17.0,2022,245
3.0,10:03,,,WAS 15,10.0,7.0,Cade York kicks extra point good,0.0,0.0,17.0,2022,245
3.0,10:03,,,CLE 35,10.0,7.0,"Cade York kicks off 65 yards, returned by Jaret Patterson for 22 yards (tackle by David Bell and Greedy Williams)",0.0,0.41,17.0,2022,245
3.0,9:56,1.0,10.0,WAS 22,10.0,7.0,Terry McLaurin left end for 12 yards (tackle by Martin Emerson),0.41,1.2,17.0,2022,245
3.0,9:22,1.0,10.0,WAS 34,10.0,7.0,Carson Wentz pass incomplete short right intended for Terry McLaurin,1.2,0.66,17.0,2022,245
3.0,9:18,2.0,10.0,WAS 34,10.0,7.0,Brian Robinson left tackle for 14 yards (tackle by Jadeveon Clowney),0.66,2.13,17.0,2022,245
3.0,8:33,1.0,10.0,WAS 48,10.0,7.0,Carson Wentz pass incomplete short left intended for Jahan Dotson,2.13,1.58,17.0,2022,245
3.0,8:29,2.0,10.0,WAS 48,10.0,7.0,Jonathan Williams right guard for 2 yards (tackle by John Johnson and Jermaine Carter),1.58,1.16,17.0,2022,245
3.0,7:45,3.0,8.0,WAS 50,10.0,7.0,Carson Wentz sacked by Myles Garrett for -8 yards,1.16,-0.59,17.0,2022,245
3.0,7:03,4.0,16.0,WAS 42,10.0,7.0,"Tress Way punts 42 yards, fair catch by Donovan Peoples-Jones at CLE-16",-0.59,0.14,17.0,2022,245
3.0,6:56,1.0,10.0,CLE 16,10.0,7.0,Nick Chubb right guard for 9 yards (tackle by Efe Obada and Darrick Forrest),-0.14,0.69,17.0,2022,245
3.0,6:21,2.0,1.0,CLE 25,10.0,7.0,Nick Chubb right tackle for 7 yards (tackle by Efe Obada and Jeremy Reaves),0.69,1.07,17.0,2022,245
3.0,5:42,1.0,10.0,CLE 32,10.0,7.0,Nick Chubb right guard for 6 yards (tackle by Jeremy Reaves),1.07,1.34,17.0,2022,245
3.0,5:06,2.0,4.0,CLE 38,10.0,7.0,Jerome Ford right end for 9 yards (tackle by Jamin Davis),1.34,2.06,17.0,2022,245
3.0,4:28,1.0,10.0,CLE 47,10.0,7.0,"Deshaun Watson pass incomplete short middle. Penalty on Jack Conklin: Ineligible Downfield Pass, 5 yards (declined)",2.06,1.52,17.0,2022,245
3.0,4:22,2.0,10.0,CLE 47,10.0,7.0,Nick Chubb right tackle for 1 yard (tackle by Montez Sweat),1.52,0.96,17.0,2022,245
3.0,3:53,3.0,9.0,CLE 48,10.0,7.0,Deshaun Watson pass complete deep left to Amari Cooper for 26 yards (tackle by Darrick Forrest),0.96,3.84,17.0,2022,245
3.0,3:15,1.0,10.0,WAS 26,10.0,7.0,Kareem Hunt right end for -4 yards (tackle by David Mayo),3.84,2.76,17.0,2022,245
3.0,2:34,2.0,14.0,WAS 30,10.0,7.0,"Deshaun Watson pass complete deep right to Michael Woods for no gain (tackle by John Ridgeway). Penalty on Donovan Peoples-Jones: Illegal Shift, 5 yards (accepted) (no play)",2.76,2.08,17.0,2022,245
3.0,2:06,2.0,19.0,WAS 35,10.0,7.0,Deshaun Watson pass complete deep left to David Njoku for 21 yards (tackle by Kendall Fuller),2.08,4.65,17.0,2022,245
3.0,1:25,1.0,10.0,WAS 14,10.0,7.0,Nick Chubb left end for 1 yard (tackle by Efe Obada),4.65,4.16,17.0,2022,245
3.0,0:47,2.0,9.0,WAS 13,10.0,7.0,Deshaun Watson pass incomplete short left intended for Donovan Peoples-Jones (defended by Danny Johnson),4.16,3.26,17.0,2022,245
3.0,0:43,3.0,9.0,WAS 13,16.0,7.0,"Deshaun Watson pass complete short middle to Donovan Peoples-Jones for 13 yards, touchdown",3.26,7.0,17.0,2022,245
3.0,0:36,,,WAS 15,17.0,7.0,Cade York kicks extra point good,0.0,0.0,17.0,2022,245
3.0,0:36,,,CLE 35,17.0,7.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,245
3.0,0:36,1.0,10.0,WAS 25,17.0,7.0,Brian Robinson left guard for 4 yards (tackle by Jermaine Carter),0.61,0.6,17.0,2022,245
4.0,15:00,2.0,6.0,WAS 29,17.0,7.0,Carson Wentz pass complete short right to Jahan Dotson for 9 yards (tackle by John Johnson),0.6,1.47,17.0,2022,245
4.0,14:24,1.0,10.0,WAS 38,17.0,7.0,Carson Wentz pass complete deep left to Terry McLaurin for 23 yards (tackle by John Johnson),1.47,3.05,17.0,2022,245
4.0,13:35,1.0,10.0,CLE 38,17.0,7.0,Carson Wentz scrambles left end for 4 yards (tackle by Chase Winovich),3.05,2.98,17.0,2022,245
4.0,12:55,2.0,6.0,CLE 35,17.0,7.0,Carson Wentz pass complete short right to Curtis Samuel for 6 yards (tackle by Jadeveon Clowney),2.98,3.64,17.0,2022,245
4.0,12:28,1.0,10.0,CLE 29,17.0,7.0,Brian Robinson left tackle for 4 yards (tackle by Grant Delpit),3.64,3.64,17.0,2022,245
4.0,11:45,2.0,6.0,CLE 25,17.0,7.0,Brian Robinson right guard for 1 yard (tackle by Jordan Elliott and Taven Bryan),3.64,3.07,17.0,2022,245
4.0,11:08,3.0,5.0,CLE 24,17.0,7.0,Carson Wentz pass complete short right to Jonathan Williams for -1 yards (tackle by Deion Jones),3.07,1.83,17.0,2022,245
4.0,10:29,4.0,6.0,CLE 25,17.0,10.0,Joey Slye 43 yard field goal good,1.83,3.0,17.0,2022,245
4.0,10:26,,,WAS 35,17.0,10.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,245
4.0,10:26,1.0,10.0,CLE 25,17.0,10.0,Deshaun Watson pass incomplete short right,0.61,0.06,17.0,2022,245
4.0,10:19,2.0,10.0,CLE 25,17.0,10.0,Deshaun Watson left guard for 21 yards (tackle by Kendall Fuller),0.06,1.99,17.0,2022,245
4.0,9:43,1.0,10.0,CLE 46,17.0,10.0,Nick Chubb right end for 1 yard (tackle by Jamin Davis),1.99,1.59,17.0,2022,245
4.0,9:13,2.0,9.0,CLE 47,17.0,10.0,Deshaun Watson sacked by Casey Toohill for no gain,1.59,0.89,17.0,2022,245
4.0,8:25,3.0,9.0,CLE 47,17.0,10.0,"Penalty on WAS: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.89,1.55,17.0,2022,245
4.0,8:10,3.0,4.0,WAS 48,17.0,10.0,Deshaun Watson scrambles up the middle for 3 yards (tackle by Casey Toohill),1.55,0.27,17.0,2022,245
4.0,7:31,4.0,1.0,WAS 45,17.0,10.0,Jacoby Brissett right guard for 2 yards (tackle by David Mayo),0.27,2.72,17.0,2022,245
4.0,6:54,1.0,10.0,WAS 43,17.0,10.0,Nick Chubb right end for 8 yards (tackle by David Mayo and Jamin Davis),2.72,3.26,17.0,2022,245
4.0,6:11,2.0,2.0,WAS 35,17.0,10.0,Nick Chubb right tackle for 2 yards (tackle by John Ridgeway and Daron Payne),3.26,3.38,17.0,2022,245
4.0,5:29,1.0,10.0,WAS 33,23.0,10.0,"Deshaun Watson pass complete deep right to Amari Cooper for 33 yards, touchdown",3.38,7.0,17.0,2022,245
4.0,5:21,,,WAS 15,24.0,10.0,Cade York kicks extra point good,0.0,0.0,17.0,2022,245
4.0,5:21,,,CLE 35,24.0,10.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,245
4.0,5:21,1.0,10.0,WAS 25,24.0,10.0,Carson Wentz pass complete short right to Logan Thomas for 6 yards (tackle by A.J. Green),0.61,0.87,17.0,2022,245
4.0,4:57,2.0,4.0,WAS 31,24.0,10.0,Carson Wentz pass incomplete deep right intended for Jahan Dotson,0.87,0.17,17.0,2022,245
4.0,4:51,3.0,4.0,WAS 31,24.0,10.0,Carson Wentz pass complete short left to Jonathan Williams for 6 yards (tackle by Martin Emerson),0.17,1.4,17.0,2022,245
4.0,4:45,1.0,10.0,WAS 37,24.0,10.0,Carson Wentz sacked by and Myles Garrett for -1 yards and Taven Bryan for -1 yards,1.4,0.72,17.0,2022,245
4.0,4:16,2.0,11.0,WAS 36,24.0,10.0,Carson Wentz pass complete short right to Logan Thomas for 8 yards (tackle by A.J. Green),0.72,1.09,17.0,2022,245
4.0,3:50,3.0,3.0,WAS 44,24.0,10.0,Carson Wentz pass incomplete short right intended for Jahan Dotson (defended by Martin Emerson),1.09,-0.46,17.0,2022,245
4.0,3:45,4.0,3.0,WAS 44,24.0,10.0,Carson Wentz pass complete deep left to Cam Sims for 16 yards (tackle by D'Anthony Bell),-0.46,2.92,17.0,2022,245
4.0,3:19,1.0,10.0,CLE 40,24.0,10.0,"Carson Wentz pass deep right intended for Jahan Dotson is intercepted by Grant Delpit in end zone and returned for no gain Replay Assistant challenged the pass interception ruling, and the play was upheld.",2.92,-0.28,17.0,2022,245
4.0,3:11,1.0,10.0,CLE 20,24.0,10.0,Jerome Ford left tackle for 3 yards (tackle by Casey Toohill and David Bada),0.28,0.14,17.0,2022,245
4.0,3:06,,,,,,Timeout #1 by Washington Commanders,,,17.0,2022,245
4.0,3:06,2.0,7.0,CLE 23,24.0,10.0,Jerome Ford right end for -4 yards (tackle by Jamin Davis),0.14,-1.14,17.0,2022,245
4.0,3:01,,,,,,Timeout #2 by Washington Commanders,,,17.0,2022,245
4.0,3:01,3.0,11.0,CLE 19,24.0,10.0,Jerome Ford right tackle for no gain (tackle by Jamin Davis and David Mayo),-1.14,-2.14,17.0,2022,245
4.0,2:54,,,,,,Timeout #3 by Washington Commanders,,,17.0,2022,245
4.0,2:54,4.0,11.0,CLE 19,24.0,10.0,Corey Bojorquez punts 45 yards out of bounds,-2.14,-1.27,17.0,2022,245
4.0,2:45,1.0,10.0,WAS 35,24.0,10.0,Carson Wentz pass incomplete short left intended for Jonathan Williams,1.27,0.72,17.0,2022,245
4.0,2:40,2.0,10.0,WAS 35,24.0,10.0,"Penalty on Charles Leno: False Start, 5 yards (accepted) (no play)",0.72,0.05,17.0,2022,245
4.0,2:40,2.0,15.0,WAS 30,24.0,10.0,Carson Wentz pass incomplete short right intended for Logan Thomas,0.05,-0.63,17.0,2022,245
4.0,2:36,3.0,15.0,WAS 30,24.0,10.0,Carson Wentz pass complete short right to Logan Thomas for 10 yards (tackle by A.J. Green and Deion Jones),-0.63,-0.65,17.0,2022,245
4.0,2:08,,,,,,Timeout #1 by Cleveland Browns,,,17.0,2022,245
4.0,2:08,4.0,4.0,WAS 41,24.0,10.0,"Penalty on Samuel Cosmi: False Start, 5 yards (accepted) (no play)",-0.65,-0.98,17.0,2022,245
4.0,2:08,4.0,10.0,WAS 36,24.0,10.0,Carson Wentz pass incomplete short right intended for Terry McLaurin (defended by Martin Emerson),-0.98,-3.18,17.0,2022,245
4.0,2:03,1.0,10.0,WAS 36,24.0,10.0,Jerome Ford right tackle for 1 yard (tackle by Daron Payne and Montez Sweat),3.18,2.91,17.0,2022,245
4.0,1:57,2.0,8.0,WAS 34,24.0,10.0,Deshaun Watson kneels for -1 yards,2.91,2.08,17.0,2022,245
4.0,1:15,3.0,9.0,WAS 35,24.0,10.0,Deshaun Watson kneels for -1 yards,2.08,0.88,17.0,2022,245
4.0,0:34,,,,,,Timeout #2 by Cleveland Browns,,,17.0,2022,245
4.0,0:34,4.0,10.0,WAS 36,24.0,10.0,Corey Bojorquez punts 31 yards downed by Charley Hughlett,0.88,0.38,17.0,2022,245
4.0,0:24,1.0,10.0,WAS 5,24.0,10.0,Jonathan Williams up the middle for 5 yards (tackle by Alex Wright and Tony Fields),-0.38,-0.42,17.0,2022,245
