Quarter,Time,Down,ToGo,Location,IND,NYG,Detail,EPB,EPA,week,year,game_id
2.0,12:31,1.0,9.0,IND 9,3.0,0.0,Matt Breida right guard for 2 yards (tackle by Zaire Franklin),5.14,4.76,17.0,2022,246
2.0,11:45,2.0,7.0,IND 7,3.0,0.0,"Saquon Barkley right end for 3 yards (tackle by Zaire Franklin). Penalty on Nick Gates: Tripping / Offense, 10 yards (accepted) (no play)",4.76,3.24,17.0,2022,246
2.0,11:24,2.0,17.0,IND 17,3.0,0.0,Daniel Jones pass complete short left to Richie James for 11 yards (tackle by Rodney Thomas),3.24,4.04,17.0,2022,246
2.0,10:44,3.0,6.0,IND 6,3.0,6.0,"Daniel Jones pass complete short right to Richie James for 6 yards, touchdown",4.04,7.0,17.0,2022,246
2.0,10:38,,,IND 15,3.0,7.0,Graham Gano kicks extra point good,0.0,0.0,17.0,2022,246
2.0,10:38,,,NYG 35,3.0,7.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,246
2.0,10:38,1.0,10.0,IND 25,3.0,7.0,"Nick Foles pass complete short right to Jelani Woods for 2 yards (tackle by Jaylon Smith). Penalty on Braden Smith: Offensive Holding, 10 yards (accepted)",0.61,-0.15,17.0,2022,246
2.0,10:14,1.0,18.0,IND 17,3.0,7.0,Nick Foles pass incomplete short right intended for Alec Pierce,-0.15,-1.15,17.0,2022,246
2.0,10:09,2.0,18.0,IND 17,3.0,7.0,Zack Moss up the middle for 9 yards (tackle by Xavier McKinney and Landon Collins),-1.15,-0.49,17.0,2022,246
2.0,9:27,3.0,9.0,IND 26,3.0,7.0,Nick Foles pass incomplete deep left intended for Michael Pittman,-0.49,-1.63,17.0,2022,246
2.0,9:20,4.0,9.0,IND 26,3.0,7.0,Matt Haack punts 38 yards downed by JoJo Domann,-1.63,-1.33,17.0,2022,246
2.0,9:10,1.0,10.0,NYG 36,3.0,7.0,Daniel Jones pass incomplete short left intended for Saquon Barkley,1.33,0.79,17.0,2022,246
2.0,9:06,2.0,10.0,NYG 36,3.0,7.0,"Daniel Jones pass complete short left to Richie James for no gain (tackle by Dallis Flowers and Zaire Franklin). Penalty on Dallis Flowers: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.79,1.66,17.0,2022,246
2.0,8:43,1.0,10.0,NYG 41,3.0,7.0,Saquon Barkley right tackle for -1 yards (tackle by Bobby Okereke and Byron Cowart),1.66,0.99,17.0,2022,246
2.0,8:11,2.0,11.0,NYG 40,3.0,7.0,Daniel Jones pass complete short left to Isaiah Hodgins for 5 yards (tackle by Bobby Okereke),0.99,0.96,17.0,2022,246
2.0,7:33,3.0,6.0,NYG 45,3.0,7.0,Daniel Jones pass complete short middle to Daniel Bellinger for 10 yards (tackle by Rodney Thomas),0.96,2.59,17.0,2022,246
2.0,6:55,1.0,10.0,IND 45,3.0,7.0,Saquon Barkley left tackle for 1 yard (tackle by Rodney Thomas and Zaire Franklin),2.59,2.18,17.0,2022,246
2.0,6:23,2.0,9.0,IND 44,3.0,7.0,Daniel Jones scrambles left end for 13 yards,2.18,3.51,17.0,2022,246
2.0,5:41,1.0,10.0,IND 31,3.0,7.0,Daniel Jones pass complete deep left to Daniel Bellinger for 24 yards (tackle by Stephon Gilmore),3.51,5.6,17.0,2022,246
2.0,5:02,1.0,7.0,IND 7,3.0,7.0,Saquon Barkley up the middle for 1 yard (tackle by DeForest Buckner),5.6,4.95,17.0,2022,246
2.0,4:26,2.0,6.0,IND 6,3.0,13.0,"Daniel Jones pass complete short right to Isaiah Hodgins for 6 yards, touchdown",4.95,7.0,17.0,2022,246
2.0,4:21,,,IND 15,3.0,14.0,Graham Gano kicks extra point good,0.0,0.0,17.0,2022,246
2.0,4:21,,,NYG 35,3.0,14.0,"Graham Gano kicks off 68 yards, returned by Dallis Flowers for 28 yards (tackle by Carter Coughlin)",0.0,0.61,17.0,2022,246
2.0,4:17,1.0,10.0,IND 25,3.0,14.0,Jordan Wilkins up the middle for 3 yards (tackle by Julian Love),0.61,0.47,17.0,2022,246
2.0,3:33,2.0,7.0,IND 28,3.0,14.0,Nick Foles pass complete short right to Jordan Wilkins for 10 yards (tackle by Julian Love),0.47,1.47,17.0,2022,246
2.0,2:43,1.0,10.0,IND 38,3.0,14.0,"Jordan Wilkins right end for 4 yards (tackle by Dexter Lawrence). Penalty on Dexter Lawrence: Defensive Holding, 5 yards (accepted)",1.47,2.06,17.0,2022,246
2.0,2:27,1.0,10.0,IND 47,3.0,14.0,Parris Campbell left end for 1 yard (tackle by Darnay Holmes),2.06,1.65,17.0,2022,246
2.0,2:00,2.0,9.0,IND 48,3.0,14.0,Nick Foles pass complete short right to Alec Pierce for -2 yards (tackle by Darnay Holmes),1.65,0.7,17.0,2022,246
2.0,1:54,,,,,,Timeout #1 by New York Giants,,,17.0,2022,246
2.0,1:54,3.0,11.0,IND 46,3.0,20.0,"Nick Foles pass short right intended for Parris Campbell is intercepted by Landon Collins at NYG-48 and returned for 52 yards, touchdown",0.7,-7.0,17.0,2022,246
2.0,1:45,,,IND 15,3.0,21.0,Graham Gano kicks extra point good,0.0,0.0,17.0,2022,246
2.0,1:45,,,NYG 35,3.0,21.0,"Graham Gano kicks off 70 yards, returned by Dallis Flowers for 36 yards (tackle by Graham Gano)",0.0,1.0,17.0,2022,246
2.0,1:39,1.0,10.0,IND 31,3.0,21.0,Nick Foles pass complete short middle to Jelani Woods for 11 yards (tackle by Nick McCloud and Xavier McKinney),1.0,1.73,17.0,2022,246
2.0,1:13,1.0,10.0,IND 42,3.0,21.0,Nick Foles pass complete short left to Jelani Woods for 6 yards (tackle by Tony Jefferson),1.73,2.0,17.0,2022,246
2.0,0:58,2.0,4.0,IND 48,3.0,21.0,Nick Foles pass incomplete short middle intended for Parris Campbell,2.0,1.29,17.0,2022,246
2.0,0:53,3.0,4.0,IND 48,3.0,21.0,Nick Foles sacked by Kayvon Thibodeaux for -9 yards,1.29,-0.78,17.0,2022,246
2.0,0:50,,,,,,Timeout #2 by Indianapolis Colts,,,17.0,2022,246
2.0,0:50,4.0,13.0,IND 39,3.0,21.0,Matt Haack punts 22 yards out of bounds,-0.78,-1.53,17.0,2022,246
2.0,0:46,1.0,10.0,NYG 39,3.0,21.0,Daniel Jones pass complete short right to Darius Slayton for 9 yards (tackle by Zaire Franklin),1.53,2.2,17.0,2022,246
2.0,0:40,2.0,1.0,NYG 48,3.0,21.0,Daniel Jones pass complete short right to Richie James for 3 yards,2.2,2.32,17.0,2022,246
2.0,0:37,1.0,10.0,IND 49,3.0,21.0,Daniel Jones right guard for 7 yards (tackle by Bobby Okereke),2.32,2.73,17.0,2022,246
2.0,0:31,2.0,3.0,IND 42,3.0,21.0,Daniel Jones pass complete short right to Saquon Barkley for -2 yards (tackle by Rodney McLeod),2.73,1.75,17.0,2022,246
2.0,0:27,3.0,5.0,IND 44,3.0,21.0,Daniel Jones scrambles left end for 7 yards (tackle by DeForest Buckner),1.75,3.12,17.0,2022,246
2.0,0:20,1.0,10.0,IND 37,3.0,21.0,Daniel Jones pass complete short middle to Isaiah Hodgins for 19 yards (tackle by Zaire Franklin and Bobby Okereke),3.12,4.37,17.0,2022,246
2.0,0:14,,,,,,Timeout #2 by New York Giants,,,17.0,2022,246
2.0,0:14,1.0,10.0,IND 18,3.0,21.0,Daniel Jones pass incomplete short middle intended for Saquon Barkley (defended by Zaire Franklin),4.37,3.8,17.0,2022,246
2.0,0:10,2.0,10.0,IND 18,3.0,21.0,Daniel Jones pass incomplete deep right,3.8,3.05,17.0,2022,246
2.0,0:05,3.0,10.0,IND 18,3.0,24.0,Graham Gano 36 yard field goal good,3.05,3.0,17.0,2022,246
3.0,15:00,,,IND 35,3.0,24.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,17.0,2022,246
3.0,15:00,1.0,10.0,NYG 25,3.0,24.0,"Daniel Jones pass complete short left to Darius Slayton for 5 yards. Darius Slayton fumbles (forced by Bobby Okereke), recovered by Rodney McLeod at NYG-30 (tackle by Bobby Okereke)",0.61,-3.58,17.0,2022,246
3.0,14:53,1.0,10.0,NYG 30,3.0,24.0,Zack Moss right end for 1 yard (tackle by Dexter Lawrence and Micah McFadden),3.58,3.17,17.0,2022,246
3.0,14:14,2.0,9.0,NYG 29,3.0,24.0,Sam Ehlinger pass incomplete short middle intended for Mo Alie-Cox,3.17,2.48,17.0,2022,246
3.0,14:09,3.0,9.0,NYG 29,3.0,24.0,Sam Ehlinger pass incomplete short right intended for Parris Campbell (defended by Kayvon Thibodeaux),2.48,1.5,17.0,2022,246
3.0,14:04,4.0,9.0,NYG 29,3.0,24.0,Chase McLaughlin 48 yard field goal no good,1.5,-1.47,17.0,2022,246
3.0,13:59,1.0,10.0,NYG 38,3.0,24.0,Saquon Barkley left guard for no gain (tackle by DeForest Buckner),1.47,0.92,17.0,2022,246
3.0,13:27,2.0,10.0,NYG 38,3.0,24.0,Daniel Jones pass complete short middle to Richie James for 28 yards (tackle by Rodney Thomas),0.92,3.31,17.0,2022,246
3.0,12:41,1.0,10.0,IND 34,3.0,24.0,Daniel Jones pass complete short left to Daniel Bellinger for 8 yards (tackle by Zaire Franklin),3.31,3.85,17.0,2022,246
3.0,12:03,2.0,2.0,IND 26,3.0,24.0,Daniel Jones left end for 3 yards (tackle by Stephon Gilmore),3.85,4.04,17.0,2022,246
3.0,11:25,1.0,10.0,IND 23,3.0,24.0,Daniel Jones pass complete short left to Richie James for 5 yards (tackle by Bobby Okereke),4.04,4.21,17.0,2022,246
3.0,10:46,2.0,5.0,IND 18,3.0,30.0,"Daniel Jones left end for 18 yards, touchdown",4.21,7.0,17.0,2022,246
3.0,10:40,,,IND 15,3.0,31.0,Graham Gano kicks extra point good,0.0,0.0,17.0,2022,246
3.0,10:40,,,NYG 35,3.0,31.0,"Graham Gano kicks off 69 yards, returned by Dallis Flowers for 36 yards (tackle by Tony Jefferson)",0.0,1.07,17.0,2022,246
3.0,10:34,1.0,10.0,IND 32,3.0,31.0,Deon Jackson up the middle for 3 yards (tackle by Jaylon Smith),1.07,0.93,17.0,2022,246
3.0,9:55,2.0,7.0,IND 35,3.0,31.0,Deon Jackson right guard for 4 yards (tackle by Xavier McKinney),0.93,0.76,17.0,2022,246
3.0,9:30,3.0,3.0,IND 39,3.0,31.0,Sam Ehlinger pass complete short middle to Michael Pittman for 9 yards (tackle by Julian Love and Jihad Ward),0.76,2.13,17.0,2022,246
3.0,9:00,1.0,10.0,IND 48,3.0,31.0,Deon Jackson up the middle for 3 yards (tackle by Tomon Fox and Micah McFadden),2.13,1.99,17.0,2022,246
3.0,8:32,2.0,7.0,NYG 49,3.0,31.0,Sam Ehlinger left end for 12 yards (tackle by Xavier McKinney),1.99,3.12,17.0,2022,246
3.0,7:53,1.0,10.0,NYG 37,3.0,31.0,Sam Ehlinger pass incomplete deep right intended for Mike Strachan (defended by Xavier McKinney),3.12,2.57,17.0,2022,246
3.0,7:45,2.0,10.0,NYG 37,3.0,31.0,Zack Moss left guard for 8 yards (tackle by Kayvon Thibodeaux and Xavier McKinney),2.57,2.94,17.0,2022,246
3.0,7:12,3.0,2.0,NYG 29,3.0,31.0,Sam Ehlinger pass complete short right to Michael Pittman for 1 yard (tackle by Darnay Holmes),2.94,1.72,17.0,2022,246
3.0,6:42,4.0,1.0,NYG 28,3.0,31.0,Zack Moss right guard for 6 yards (tackle by Jaylon Smith and Xavier McKinney),1.72,4.11,17.0,2022,246
3.0,6:11,1.0,10.0,NYG 22,3.0,31.0,Zack Moss left tackle for 2 yards (tackle by Dexter Lawrence and Jihad Ward),4.11,3.83,17.0,2022,246
3.0,5:31,2.0,8.0,NYG 20,3.0,31.0,Sam Ehlinger sacked by Dexter Lawrence for -8 yards,3.83,2.08,17.0,2022,246
3.0,4:51,3.0,16.0,NYG 28,3.0,31.0,Sam Ehlinger pass complete short right to Alec Pierce for 10 yards (tackle by Fabian Moreau),2.08,2.27,17.0,2022,246
3.0,4:08,4.0,6.0,NYG 18,3.0,31.0,Sam Ehlinger pass complete short middle to Michael Pittman for 7 yards (tackle by Fabian Moreau),2.27,4.84,17.0,2022,246
3.0,3:45,1.0,10.0,NYG 11,3.0,31.0,Zack Moss left tackle for 2 yards (tackle by Jihad Ward and Jaylon Smith),4.84,4.51,17.0,2022,246
3.0,3:02,2.0,8.0,NYG 9,3.0,31.0,Sam Ehlinger pass complete short right to Michael Pittman for 3 yards (tackle by Fabian Moreau),4.51,4.21,17.0,2022,246
3.0,2:13,3.0,5.0,NYG 6,9.0,31.0,"Sam Ehlinger pass complete short middle to Michael Pittman for 6 yards, touchdown",4.21,7.0,17.0,2022,246
3.0,2:08,,,NYG 15,10.0,31.0,Chase McLaughlin kicks extra point good,0.0,0.0,17.0,2022,246
3.0,2:08,,,IND 35,10.0,31.0,"Chase McLaughlin kicks off 58 yards, returned by Gary Brightwell for 23 yards (tackle by Segun Olubi and Nick Cross)",0.0,0.94,17.0,2022,246
3.0,2:00,1.0,10.0,NYG 30,10.0,31.0,Saquon Barkley up the middle for 12 yards (tackle by Rodney McLeod),0.94,1.73,17.0,2022,246
3.0,1:19,1.0,10.0,NYG 42,10.0,31.0,Daniel Jones right end for 25 yards (tackle by Rodney Thomas),1.73,3.38,17.0,2022,246
3.0,0:34,1.0,10.0,IND 33,10.0,31.0,Saquon Barkley left guard for 6 yards (tackle by Rodney McLeod and Bobby Okereke),3.38,3.65,17.0,2022,246
4.0,15:00,2.0,4.0,IND 27,10.0,31.0,Saquon Barkley up the middle for 1 yard (tackle by DeForest Buckner),3.65,3.07,17.0,2022,246
4.0,14:18,3.0,3.0,IND 26,10.0,31.0,Daniel Jones left end for no gain (tackle by Bobby Okereke),3.07,1.84,17.0,2022,246
4.0,13:24,4.0,3.0,IND 26,10.0,31.0,"Graham Gano yard field goal good. Penalty on Tony Brown: Defensive Offside, 5 yards (accepted) (no play)",1.84,4.17,17.0,2022,246
4.0,13:19,1.0,10.0,IND 21,10.0,31.0,"Daniel Jones scrambles right end for 1 yard (tackle by Bobby Okereke). Penalty on Bobby Okereke: Unnecessary Roughness / Defense, 10 yards (accepted)",4.17,4.91,17.0,2022,246
4.0,12:48,1.0,10.0,IND 10,10.0,31.0,Matt Breida up the middle for no gain (tackle by Grover Stewart),4.91,4.19,17.0,2022,246
4.0,12:04,2.0,10.0,IND 10,10.0,37.0,"Daniel Jones left end for 10 yards, touchdown",4.19,7.0,17.0,2022,246
4.0,11:57,,,IND 15,10.0,38.0,Graham Gano kicks extra point good,0.0,0.0,17.0,2022,246
4.0,11:57,,,NYG 35,10.0,38.0,"Graham Gano kicks off 58 yards, returned by Nikola Kalinic for 15 yards (tackle by Micah McFadden). Penalty on Deon Jackson: Offensive Holding, 10 yards (accepted)",0.0,-0.35,17.0,2022,246
4.0,11:52,1.0,10.0,IND 12,10.0,38.0,Zack Moss left end for 3 yards (tackle by Landon Collins),-0.35,-0.5,17.0,2022,246
4.0,11:11,2.0,7.0,IND 15,10.0,38.0,Zack Moss right guard for 12 yards (tackle by Jaylon Smith),-0.5,0.74,17.0,2022,246
4.0,10:33,1.0,10.0,IND 27,10.0,38.0,Sam Ehlinger pass complete short middle to Michael Pittman for 15 yards (tackle by Jason Pinnock and Tomon Fox),0.74,1.73,17.0,2022,246
4.0,9:59,1.0,10.0,IND 42,10.0,38.0,"Jordan Wilkins left guard for 7 yards (tackle by Julian Love and Fabian Moreau). Penalty on Will Fries: Offensive Holding, 10 yards (accepted)",1.73,1.53,17.0,2022,246
4.0,9:29,1.0,13.0,IND 39,10.0,38.0,Sam Ehlinger pass incomplete short right intended for Jelani Woods,1.53,0.78,17.0,2022,246
4.0,9:25,2.0,13.0,IND 39,10.0,38.0,Sam Ehlinger pass incomplete short right intended for Alec Pierce (defended by Nick McCloud),0.78,0.1,17.0,2022,246
4.0,9:21,3.0,13.0,IND 39,10.0,38.0,Sam Ehlinger pass complete short right to Parris Campbell for 2 yards (tackle by Tony Jefferson and Zyon Gilbert),0.1,-0.65,17.0,2022,246
4.0,8:42,4.0,11.0,IND 41,10.0,38.0,"Matt Haack punts 45 yards, fair catch by Richie James at NYG-14",-0.65,0.28,17.0,2022,246
4.0,8:36,1.0,10.0,NYG 14,10.0,38.0,Matt Breida left end for 6 yards (tackle by Bobby Okereke and Kwity Paye),-0.28,0.15,17.0,2022,246
4.0,7:50,2.0,4.0,NYG 20,10.0,38.0,Gary Brightwell up the middle for 6 yards (tackle by Dayo Odeyingbo),0.15,0.67,17.0,2022,246
4.0,7:07,1.0,10.0,NYG 26,10.0,38.0,Gary Brightwell left tackle for 2 yards (tackle by Dallis Flowers),0.67,0.4,17.0,2022,246
4.0,6:23,2.0,8.0,NYG 28,10.0,38.0,Matt Breida right end for 16 yards (tackle by Stephon Gilmore),0.4,1.86,17.0,2022,246
4.0,5:38,1.0,10.0,NYG 44,10.0,38.0,Gary Brightwell left guard for 3 yards (tackle by Zaire Franklin and DeForest Buckner),1.86,1.72,17.0,2022,246
4.0,4:57,2.0,7.0,NYG 47,10.0,38.0,Matt Breida right end for 18 yards (tackle by Bobby Okereke),1.72,3.25,17.0,2022,246
4.0,4:10,1.0,10.0,IND 35,10.0,38.0,Gary Brightwell left guard for no gain (tackle by Bobby Okereke),3.25,2.7,17.0,2022,246
4.0,3:27,2.0,10.0,IND 35,10.0,38.0,Matt Breida right tackle for 5 yards (tackle by Zaire Franklin),2.7,2.68,17.0,2022,246
4.0,2:47,3.0,5.0,IND 30,10.0,38.0,Matt Breida left end for 3 yards (tackle by Bobby Okereke),2.68,1.8,17.0,2022,246
4.0,2:00,4.0,2.0,IND 27,10.0,38.0,Gary Brightwell right guard for -2 yards (tackle by E.J. Speed),1.8,-0.87,17.0,2022,246
4.0,1:56,1.0,10.0,IND 29,10.0,38.0,Sam Ehlinger pass complete short left to Alec Pierce for 7 yards (tackle by Zyon Gilbert),0.87,1.27,17.0,2022,246
4.0,1:19,2.0,3.0,IND 36,10.0,38.0,Zack Moss left end for 5 yards (tackle by Carter Coughlin and Justin Ellis),1.27,1.66,17.0,2022,246
4.0,0:37,1.0,10.0,IND 41,10.0,38.0,Zack Moss left guard for 5 yards (tackle by Henry Mondeaux and Justin Ellis),1.66,1.8,17.0,2022,246
