Quarter,Time,Down,ToGo,Location,BAL,NYG,Detail,EPB,EPA,week,year,game_id
1.0,1:18,2.0,4.0,NYG 45,7.0,0.0,Tommy DeVito pass incomplete short right intended for Malik Nabers,1.8,1.09,15.0,2024,216
1.0,1:15,3.0,4.0,NYG 45,7.0,0.0,Tommy DeVito pass complete short right to Darius Slayton for 16 yards (tackle by Chris Board),1.09,2.98,15.0,2024,216
1.0,0:35,1.0,10.0,BAL 39,7.0,0.0,Tommy DeVito pass complete short right to Devin Singletary for 3 yards (tackle by Roquan Smith),2.98,2.85,15.0,2024,216
2.0,15:00,2.0,7.0,BAL 36,7.0,0.0,Tyrone Tracy left end for 1 yard (tackle by Kyle Hamilton),2.85,2.28,15.0,2024,216
2.0,14:18,3.0,6.0,BAL 35,7.0,0.0,Tommy DeVito pass complete short middle to Wan'Dale Robinson for 5 yards (tackle by Kyle Hamilton),2.28,1.52,15.0,2024,216
2.0,13:52,4.0,1.0,BAL 30,7.0,0.0,Tommy DeVito up the middle for no gain (tackle by Ar'Darius Washington and Malik Harrison),1.52,-0.94,15.0,2024,216
2.0,13:48,1.0,10.0,BAL 30,7.0,0.0,Lamar Jackson pass complete short right to Mark Andrews for 11 yards (tackle by Dane Belton),0.94,1.66,15.0,2024,216
2.0,13:15,1.0,10.0,BAL 41,7.0,0.0,Derrick Henry up the middle for 5 yards (tackle by Elijah Garcia),1.66,1.8,15.0,2024,216
2.0,12:40,2.0,5.0,BAL 46,7.0,0.0,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",1.8,1.12,15.0,2024,216
2.0,12:20,2.0,10.0,BAL 41,7.0,0.0,Lamar Jackson pass complete short left to Isaiah Likely for 11 yards (tackle by Greg Stroman),1.12,2.39,15.0,2024,216
2.0,11:42,1.0,10.0,NYG 48,7.0,0.0,Derrick Henry left tackle for -1 yards (tackle by Jordon Riley),2.39,1.71,15.0,2024,216
2.0,11:03,2.0,11.0,NYG 49,13.0,0.0,"Lamar Jackson pass complete deep right to Rashod Bateman for 49 yards, touchdown",1.71,7.0,15.0,2024,216
2.0,10:53,,,NYG 15,14.0,0.0,Justin Tucker kicks extra point good,0.0,0.0,15.0,2024,216
2.0,10:53,,,BAL 35,14.0,0.0,"Justin Tucker kicks off 65 yards, returned by Ihmir Smith-Marsette for 30 yards (tackle by Malik Harrison). Penalty on Matthew Adams: Offensive Holding, 10 yards (accepted)",0.0,0.28,15.0,2024,216
2.0,10:46,1.0,10.0,NYG 20,14.0,0.0,Tyrone Tracy right guard for 3 yards (tackle by Broderick Washington and Ar'Darius Washington),0.28,0.14,15.0,2024,216
2.0,10:03,2.0,7.0,NYG 23,14.0,0.0,Tommy DeVito pass complete short right to Malik Nabers for 14 yards,0.14,1.4,15.0,2024,216
2.0,9:22,1.0,10.0,NYG 37,14.0,0.0,Tommy DeVito pass complete short left to Malik Nabers for 3 yards (tackle by Brandon Stephens),1.4,1.26,15.0,2024,216
2.0,8:43,2.0,7.0,NYG 40,14.0,0.0,Tyrone Tracy left end for 3 yards (tackle by Kyle Van Noy),1.26,0.96,15.0,2024,216
2.0,8:03,3.0,4.0,NYG 43,14.0,0.0,"Tommy DeVito pass incomplete short left intended for Malik Nabers. Penalty on Marlon Humphrey: Defensive Holding, 5 yards (accepted) (no play)",0.96,2.13,15.0,2024,216
2.0,8:00,1.0,10.0,NYG 48,14.0,0.0,Tommy DeVito pass complete short right to Daniel Bellinger for 13 yards (tackle by Nate Wiggins),2.13,2.98,15.0,2024,216
2.0,7:20,1.0,10.0,BAL 39,14.0,0.0,Devin Singletary right guard for 2 yards (tackle by Roquan Smith),2.98,2.71,15.0,2024,216
2.0,6:43,2.0,8.0,BAL 37,14.0,0.0,Tommy DeVito pass complete short left to Malik Nabers for 6 yards (tackle by Kyle Hamilton),2.71,2.81,15.0,2024,216
2.0,6:08,3.0,2.0,BAL 31,14.0,0.0,Tyrone Tracy up the middle for no gain (tackle by Nnamdi Madubuike and Travis Jones),2.81,1.4,15.0,2024,216
2.0,5:23,4.0,2.0,BAL 31,14.0,0.0,Tommy DeVito pass complete short left to Wan'Dale Robinson for 2 yards (tackle by Kyle Hamilton),1.4,3.64,15.0,2024,216
2.0,4:39,1.0,10.0,BAL 29,14.0,0.0,"Tommy DeVito sacked by Kyle Van Noy for -7 yards. Penalty on Wan'Dale Robinson: Illegal Shift, 5 yards (declined)",3.64,2.16,15.0,2024,216
2.0,4:15,2.0,17.0,BAL 36,14.0,0.0,"Tommy DeVito pass incomplete short left intended for Daniel Bellinger. Penalty on Nnamdi Madubuike: Roughing the Passer, 15 yards (accepted) (no play)",2.16,4.17,15.0,2024,216
2.0,4:11,1.0,10.0,BAL 21,14.0,0.0,"Tommy DeVito pass incomplete deep left intended for Malik Nabers. Penalty on Brandon Stephens: Defensive Pass Interference, 18 yards (accepted) (no play)",4.17,6.51,15.0,2024,216
2.0,4:06,1.0,3.0,BAL 3,14.0,0.0,Tyrone Tracy right tackle for -1 yards (tackle by Marlon Humphrey and Nate Wiggins),6.51,5.34,15.0,2024,216
2.0,3:29,2.0,4.0,BAL 4,14.0,0.0,Tommy DeVito sacked by David Ojabo for -1 yards,5.34,4.26,15.0,2024,216
2.0,2:46,3.0,5.0,BAL 5,14.0,0.0,"Tommy DeVito sacked by Odafe Oweh for no gain. Penalty on Odafe Oweh: Illegal Use of Hands / Defense, 3 yards (accepted) (no play)",4.26,6.74,15.0,2024,216
2.0,2:19,1.0,2.0,BAL 2,14.0,6.0,"Devin Singletary up the middle for 2 yards, touchdown",6.74,7.0,15.0,2024,216
2.0,2:15,,,BAL 15,14.0,7.0,Graham Gano kicks extra point good,0.0,0.0,15.0,2024,216
2.0,2:15,,,NYG 35,14.0,7.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.28,15.0,2024,216
2.0,2:15,1.0,10.0,BAL 20,14.0,7.0,Lamar Jackson pass complete short left to Justice Hill for 14 yards (tackle by Dane Belton),0.28,1.2,15.0,2024,216
2.0,2:00,1.0,10.0,BAL 34,14.0,7.0,Lamar Jackson pass incomplete short right intended for Zay Flowers,1.2,0.66,15.0,2024,216
2.0,1:55,2.0,10.0,BAL 34,14.0,7.0,Lamar Jackson pass complete short right to Rashod Bateman for 11 yards (tackle by Micah McFadden),0.66,1.93,15.0,2024,216
2.0,1:34,1.0,10.0,BAL 45,14.0,7.0,Lamar Jackson scrambles left end for 21 yards (tackle by Micah McFadden and Dane Belton),1.93,3.31,15.0,2024,216
2.0,0:59,1.0,10.0,NYG 34,14.0,7.0,Lamar Jackson pass complete short right to Isaiah Likely for 6 yards (tackle by Art Green),3.31,3.58,15.0,2024,216
2.0,0:52,,,,,,Timeout #1 by New York Giants,,,15.0,2024,216
2.0,0:52,2.0,4.0,NYG 28,14.0,7.0,Lamar Jackson pass complete short left to Justice Hill for 3 yards (tackle by Jason Pinnock),3.58,3.27,15.0,2024,216
2.0,0:45,,,,,,Timeout #1 by Baltimore Ravens,,,15.0,2024,216
2.0,0:45,3.0,1.0,NYG 25,14.0,7.0,Lamar Jackson left end for 4 yards (tackle by Jason Pinnock),3.27,4.17,15.0,2024,216
2.0,0:40,1.0,10.0,NYG 21,14.0,7.0,Lamar Jackson pass complete short left to Justice Hill for 1 yard (tackle by Micah McFadden),4.17,3.76,15.0,2024,216
2.0,0:36,,,,,,Timeout #2 by Baltimore Ravens,,,15.0,2024,216
2.0,0:36,2.0,9.0,NYG 20,20.0,7.0,"Lamar Jackson pass complete deep middle to Rashod Bateman for 20 yards, touchdown",3.76,7.0,15.0,2024,216
2.0,0:32,,,NYG 15,21.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,15.0,2024,216
2.0,0:32,,,BAL 35,21.0,7.0,"Justin Tucker kicks off 67 yards, returned by Dee Williams for 23 yards (tackle by William Kwenkeu and Malik Harrison). Penalty on Greg Dulcich: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.0,-0.37,15.0,2024,216
2.0,0:27,1.0,10.0,NYG 11,21.0,7.0,Tim Boyle kneels for -1 yards,-0.37,-0.85,15.0,2024,216
3.0,15:00,,,BAL 35,21.0,7.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,216
3.0,15:00,1.0,10.0,NYG 30,21.0,7.0,Tim Boyle pass complete short right to Daniel Bellinger for 5 yards (tackle by Marlon Humphrey and Chris Board),0.94,1.07,15.0,2024,216
3.0,14:27,2.0,5.0,NYG 35,21.0,7.0,"Penalty on Nnamdi Madubuike: Encroachment, 5 yards (accepted) (no play)",1.07,1.6,15.0,2024,216
3.0,14:08,1.0,10.0,NYG 40,21.0,7.0,"Tim Boyle pass complete deep left to Malik Nabers for no gain. Penalty on Malik Nabers: Illegal Shift, 5 yards (accepted) (no play)",1.6,1.27,15.0,2024,216
3.0,13:38,1.0,15.0,NYG 35,21.0,7.0,Devin Singletary left end for 5 yards (tackle by Kyle Hamilton and David Ojabo),1.27,1.05,15.0,2024,216
3.0,13:01,2.0,10.0,NYG 40,21.0,7.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",1.05,0.38,15.0,2024,216
3.0,12:45,2.0,15.0,NYG 35,21.0,7.0,Tim Boyle pass complete short left to Malik Nabers for 16 yards (tackle by Ar'Darius Washington),0.38,2.32,15.0,2024,216
3.0,11:59,1.0,10.0,BAL 49,21.0,7.0,Tim Boyle pass complete short middle to Tyrone Tracy for 4 yards (tackle by Michael Pierce and Malik Harrison),2.32,2.32,15.0,2024,216
3.0,11:32,2.0,6.0,BAL 45,21.0,7.0,Devin Singletary left guard for 1 yard (tackle by Malik Harrison and Brandon Stephens),2.32,1.75,15.0,2024,216
3.0,10:50,3.0,5.0,BAL 44,21.0,7.0,Tim Boyle pass incomplete deep right intended for Wan'Dale Robinson,1.75,0.33,15.0,2024,216
3.0,10:46,4.0,5.0,BAL 44,21.0,7.0,"Jamie Gillan punts 30 yards, fair catch by Desmond King at BAL-14",0.33,0.28,15.0,2024,216
3.0,10:39,1.0,10.0,BAL 14,21.0,7.0,Derrick Henry right end for 1 yard (tackle by Brian Burns and Greg Stroman),-0.28,-0.64,15.0,2024,216
3.0,10:06,2.0,9.0,BAL 15,21.0,7.0,Derrick Henry right tackle for 8 yards (tackle by Art Green),-0.64,-0.32,15.0,2024,216
3.0,9:44,3.0,1.0,BAL 23,21.0,7.0,Derrick Henry up the middle for 6 yards (tackle by Micah McFadden),-0.32,0.87,15.0,2024,216
3.0,9:04,1.0,10.0,BAL 29,21.0,7.0,Lamar Jackson pass complete short left to Zay Flowers for 7 yards (tackle by Adoree' Jackson and Jason Pinnock),0.87,1.27,15.0,2024,216
3.0,8:22,2.0,3.0,BAL 36,21.0,7.0,Lamar Jackson left end for 10 yards (tackle by Micah McFadden),1.27,1.99,15.0,2024,216
3.0,7:38,1.0,10.0,BAL 46,21.0,7.0,Lamar Jackson pass incomplete deep middle intended for Rashod Bateman (defended by Dane Belton),1.99,1.45,15.0,2024,216
3.0,7:28,2.0,10.0,BAL 46,21.0,7.0,Lamar Jackson pass complete short left to Tylan Wallace for 8 yards (tackle by Greg Stroman),1.45,1.82,15.0,2024,216
3.0,6:46,3.0,2.0,NYG 46,21.0,7.0,Derrick Henry up the middle for 6 yards (tackle by Dane Belton and Darius Muasau),1.82,2.92,15.0,2024,216
3.0,6:12,1.0,10.0,NYG 40,21.0,7.0,Derrick Henry right tackle for 10 yards (tackle by Dane Belton),2.92,3.58,15.0,2024,216
3.0,5:30,1.0,10.0,NYG 30,21.0,7.0,Justice Hill right tackle for 1 yard (tackle by Micah McFadden and Jordon Riley),3.58,3.17,15.0,2024,216
3.0,4:48,2.0,9.0,NYG 29,21.0,7.0,Lamar Jackson pass complete short middle to Zay Flowers for 8 yards (tackle by Dane Belton),3.17,3.53,15.0,2024,216
3.0,4:07,3.0,1.0,NYG 21,27.0,7.0,"Lamar Jackson pass complete deep right to Devontez Walker for 21 yards, touchdown",3.53,7.0,15.0,2024,216
3.0,4:01,,,NYG 15,28.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,15.0,2024,216
3.0,4:01,,,BAL 35,28.0,7.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,216
3.0,4:01,1.0,10.0,NYG 30,28.0,7.0,Tim Boyle pass incomplete short left,0.94,0.39,15.0,2024,216
3.0,3:55,2.0,10.0,NYG 30,28.0,7.0,Tim Boyle pass incomplete short left intended for Tyrone Tracy,0.39,-0.3,15.0,2024,216
3.0,3:51,3.0,10.0,NYG 30,28.0,7.0,Tim Boyle pass complete deep right to Wan'Dale Robinson for 25 yards (tackle by Nate Wiggins),-0.3,2.59,15.0,2024,216
3.0,3:00,1.0,10.0,BAL 45,28.0,7.0,Tim Boyle pass complete short middle to Daniel Bellinger for 17 yards (tackle by Marlon Humphrey),2.59,3.71,15.0,2024,216
3.0,2:33,1.0,10.0,BAL 28,28.0,7.0,Tim Boyle pass incomplete short middle intended for Tyrone Tracy (defended by Roquan Smith),3.71,3.17,15.0,2024,216
3.0,2:29,2.0,10.0,BAL 28,28.0,7.0,Devin Singletary left guard for 3 yards (tackle by Odafe Oweh and Kyle Hamilton),3.17,2.87,15.0,2024,216
3.0,1:54,3.0,7.0,BAL 25,28.0,7.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",2.87,2.21,15.0,2024,216
3.0,1:34,3.0,12.0,BAL 30,28.0,7.0,Tim Boyle pass complete short right to Malik Nabers for 9 yards (tackle by Nate Wiggins and Marlon Humphrey),2.21,2.16,15.0,2024,216
3.0,0:55,4.0,3.0,BAL 21,28.0,7.0,"Tim Boyle pass incomplete deep left intended for Malik Nabers (defended by Brandon Stephens). Penalty on Brandon Stephens: Defensive Pass Interference, 16 yards (accepted) (no play)",2.16,6.06,15.0,2024,216
3.0,0:52,1.0,5.0,BAL 5,28.0,7.0,Devin Singletary right guard for 3 yards (tackle by Marlon Humphrey and Kyle Van Noy),6.06,5.72,15.0,2024,216
3.0,0:08,2.0,2.0,BAL 2,28.0,7.0,Tim Boyle pass incomplete short right intended for Malik Nabers,5.72,4.95,15.0,2024,216
3.0,0:04,3.0,2.0,BAL 2,28.0,7.0,Tim Boyle pass incomplete short right intended for Malik Nabers (defended by Nate Wiggins),4.95,3.25,15.0,2024,216
4.0,15:00,4.0,2.0,BAL 2,28.0,7.0,Tim Boyle pass incomplete short right intended for Wan'Dale Robinson,3.25,0.38,15.0,2024,216
4.0,14:53,1.0,10.0,BAL 3,28.0,7.0,"Penalty on Josh Jones: False Start, 1 yard (accepted) (no play)",-0.38,-0.42,15.0,2024,216
4.0,14:53,1.0,11.0,BAL 2,28.0,7.0,Lamar Jackson pass incomplete deep right,-0.42,-0.85,15.0,2024,216
4.0,14:48,2.0,11.0,BAL 2,28.0,7.0,Lamar Jackson pass complete short left to Zay Flowers for 15 yards,-0.85,-0.06,15.0,2024,216
4.0,14:19,1.0,10.0,BAL 17,28.0,7.0,Derrick Henry left tackle for 13 yards (tackle by Dane Belton and Jason Pinnock),-0.06,0.94,15.0,2024,216
4.0,13:39,1.0,10.0,BAL 30,28.0,7.0,Lamar Jackson pass complete deep right to Nelson Agholor for 26 yards (tackle by Art Green),0.94,2.65,15.0,2024,216
4.0,12:58,1.0,10.0,NYG 44,28.0,7.0,Lamar Jackson left end for no gain (tackle by Darius Muasau),2.65,2.11,15.0,2024,216
4.0,12:17,2.0,10.0,NYG 44,28.0,7.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,2.11,1.42,15.0,2024,216
4.0,12:13,3.0,10.0,NYG 44,28.0,7.0,Lamar Jackson pass complete short right to Justice Hill for 16 yards (tackle by Jason Pinnock and Dane Belton),1.42,3.71,15.0,2024,216
4.0,11:36,1.0,10.0,NYG 28,28.0,7.0,Derrick Henry left guard for 1 yard (tackle by Darius Muasau and Kayvon Thibodeaux),3.71,3.3,15.0,2024,216
4.0,10:53,2.0,9.0,NYG 27,34.0,7.0,"Lamar Jackson pass complete short right to Justice Hill for 27 yards, touchdown",3.3,7.0,15.0,2024,216
4.0,10:46,,,NYG 15,35.0,7.0,Justin Tucker kicks extra point good,0.0,0.0,15.0,2024,216
4.0,10:46,,,BAL 35,35.0,7.0,"Jordan Stout kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,216
4.0,10:46,1.0,10.0,NYG 30,35.0,7.0,Tim Boyle pass complete short middle to Wan'Dale Robinson for 6 yards (tackle by Malik Harrison and Desmond King),0.94,1.2,15.0,2024,216
4.0,10:16,2.0,4.0,NYG 36,35.0,7.0,Tim Boyle pass complete short left to Malik Nabers for 3 yards (tackle by Tre'Davious White),1.2,0.89,15.0,2024,216
4.0,9:35,3.0,1.0,NYG 39,35.0,7.0,Tim Boyle pass incomplete deep right intended for Wan'Dale Robinson (defended by Brandon Stephens),0.89,-0.78,15.0,2024,216
4.0,9:29,4.0,1.0,NYG 39,35.0,7.0,Tyrone Tracy up the middle for 2 yards (tackle by Travis Jones),-0.78,1.66,15.0,2024,216
4.0,8:53,1.0,10.0,NYG 41,35.0,7.0,Devin Singletary right tackle for 5 yards (tackle by Travis Jones and Nnamdi Madubuike),1.66,1.8,15.0,2024,216
4.0,8:15,2.0,5.0,NYG 46,35.0,7.0,Tim Boyle pass incomplete short middle,1.8,1.09,15.0,2024,216
4.0,8:09,3.0,5.0,NYG 46,35.0,7.0,"Tim Boyle pass incomplete deep right intended for Darius Slayton (defended by Nate Wiggins). Penalty on Nate Wiggins: Defensive Pass Interference, 24 yards (accepted) (no play)",1.09,3.58,15.0,2024,216
4.0,8:03,1.0,10.0,BAL 30,35.0,7.0,Tim Boyle pass complete short middle to Malik Nabers for 2 yards (tackle by Tavius Robinson and Chris Board),3.58,3.3,15.0,2024,216
4.0,7:26,2.0,8.0,BAL 28,35.0,7.0,Tim Boyle pass complete short left to Devin Singletary for 5 yards (tackle by Desmond King),3.3,3.27,15.0,2024,216
4.0,6:46,3.0,3.0,BAL 23,35.0,7.0,Tim Boyle pass incomplete short right intended for Wan'Dale Robinson,3.27,2.03,15.0,2024,216
4.0,6:41,4.0,3.0,BAL 23,35.0,13.0,"Tim Boyle pass complete deep right to Malik Nabers for 23 yards, touchdown",2.03,7.0,15.0,2024,216
4.0,6:36,,,BAL 15,35.0,14.0,Graham Gano kicks extra point good,0.0,0.0,15.0,2024,216
4.0,6:36,,,NYG 35,35.0,14.0,"Graham Gano kicks off 62 yards, returned by Rasheen Ali for 22 yards (tackle by Anthony Johnson). Penalty on Kristian Welch: Offensive Holding, 10 yards (accepted)",0.0,-0.22,15.0,2024,216
4.0,6:29,1.0,10.0,BAL 15,35.0,14.0,Rasheen Ali right end for 7 yards (tackle by Cory Durden),-0.22,0.35,15.0,2024,216
4.0,5:47,2.0,3.0,BAL 22,35.0,14.0,Rasheen Ali left end for 1 yard (tackle by Micah McFadden),0.35,-0.39,15.0,2024,216
4.0,5:39,,,,,,Timeout #1 by New York Giants,,,15.0,2024,216
4.0,5:39,3.0,2.0,BAL 23,35.0,14.0,Rasheen Ali right guard for 5 yards (tackle by Adoree' Jackson),-0.39,0.81,15.0,2024,216
4.0,4:55,1.0,10.0,BAL 28,35.0,14.0,Rasheen Ali right tackle for no gain (tackle by Micah McFadden and Darius Muasau),0.81,0.26,15.0,2024,216
4.0,4:50,,,,,,Timeout #2 by New York Giants,,,15.0,2024,216
4.0,4:50,2.0,10.0,BAL 28,35.0,14.0,Josh Johnson sacked by Dane Belton for -5 yards,0.26,-1.09,15.0,2024,216
4.0,4:46,,,,,,Timeout #3 by New York Giants,,,15.0,2024,216
4.0,4:46,3.0,15.0,BAL 23,35.0,14.0,Rasheen Ali up the middle for 9 yards (tackle by Dane Belton and Darius Muasau),-1.09,-1.24,15.0,2024,216
4.0,4:01,,,,,,Timeout #1 by Baltimore Ravens,,,15.0,2024,216
4.0,4:01,4.0,6.0,BAL 32,35.0,14.0,"Jordan Stout punts 50 yards, fair catch by Ihmir Smith-Marsette at NYG-18. Penalty on Raheem Layne: Offensive Holding, 9 yards (accepted)",-1.24,0.38,15.0,2024,216
4.0,3:54,1.0,10.0,NYG 9,35.0,14.0,Tim Boyle pass incomplete short middle intended for Wan'Dale Robinson (defended by Brent Urban),-0.38,-0.78,15.0,2024,216
4.0,3:50,2.0,10.0,NYG 9,35.0,14.0,Tim Boyle sacked by Malik Harrison for -2 yards,-0.78,-1.65,15.0,2024,216
4.0,3:18,3.0,12.0,NYG 7,35.0,14.0,Tim Boyle pass complete short left to Devin Singletary for 8 yards (tackle by Tre'Davious White),-1.65,-2.44,15.0,2024,216
4.0,2:28,4.0,4.0,NYG 15,35.0,14.0,"Tim Boyle pass incomplete short right intended for Wan'Dale Robinson. Penalty on Desmond King: Defensive Pass Interference, 5 yards (accepted) (no play)",-2.44,0.28,15.0,2024,216
4.0,2:23,1.0,10.0,NYG 20,35.0,14.0,Tim Boyle pass deep left intended for Malik Nabers is intercepted by Ar'Darius Washington at BAL-47 and returned for 32 yards (tackle by Greg Van Roten and Aaron Stinnie),0.28,-4.17,15.0,2024,216
4.0,2:08,1.0,10.0,NYG 21,35.0,14.0,Rasheen Ali right guard for 2 yards (tackle by Elijah Garcia),4.17,3.9,15.0,2024,216
4.0,2:00,2.0,8.0,NYG 19,35.0,14.0,Rasheen Ali right end for 6 yards (tackle by Elijah Chatman),3.9,4.24,15.0,2024,216
4.0,1:16,3.0,2.0,NYG 13,35.0,14.0,Rasheen Ali right guard for 2 yards (tackle by Darius Muasau and Tomon Fox),4.24,4.84,15.0,2024,216
4.0,0:35,1.0,10.0,NYG 11,35.0,14.0,Josh Johnson kneels for -1 yards,4.84,3.98,15.0,2024,216
