Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA,week,year,game_id
1.0,7:44,1.0,10.0,BUF 22,7.0,0.0,Josh Allen pass complete deep left to James Cook for 28 yards (tackle by Kerby Joseph),0.41,2.26,15.0,2024,217
1.0,6:58,1.0,10.0,DET 50,7.0,0.0,James Cook left tackle for 3 yards (tackle by Carlton Davis and Brian Branch),2.26,2.12,15.0,2024,217
1.0,6:13,2.0,7.0,DET 47,7.0,0.0,Josh Allen pass complete short left to Khalil Shakir for 10 yards (tackle by Brian Branch),2.12,3.12,15.0,2024,217
1.0,5:33,1.0,10.0,DET 37,7.0,0.0,Josh Allen scrambles up the middle for 6 yards (tackle by Jack Campbell),3.12,3.38,15.0,2024,217
1.0,4:49,2.0,4.0,DET 31,7.0,0.0,Josh Allen pass complete short left to Dalton Kincaid for 5 yards (tackle by Jack Campbell),3.38,3.84,15.0,2024,217
1.0,4:08,1.0,10.0,DET 26,7.0,0.0,Josh Allen left end for 4 yards (tackle by Jack Campbell),3.84,3.84,15.0,2024,217
1.0,3:31,2.0,6.0,DET 22,7.0,0.0,James Cook right end for 13 yards (tackle by Jamal Adams),3.84,5.14,15.0,2024,217
1.0,2:47,1.0,9.0,DET 9,7.0,0.0,James Cook right tackle for 5 yards (tackle by Jack Campbell),5.14,5.34,15.0,2024,217
1.0,2:05,2.0,4.0,DET 4,13.0,0.0,"Josh Allen right tackle for 4 yards, touchdown",5.34,7.0,15.0,2024,217
1.0,2:01,,,DET 15,14.0,0.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2024,217
1.0,2:01,,,BUF 35,14.0,0.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
1.0,2:01,1.0,10.0,DET 30,14.0,0.0,Jahmyr Gibbs left tackle for -2 yards (tackle by Terrel Bernard and A.J. Epenesa),0.94,0.12,15.0,2024,217
1.0,1:32,2.0,12.0,DET 28,14.0,0.0,Jared Goff pass complete short right to Jahmyr Gibbs for 13 yards (tackle by Jordan Phillips),0.12,1.66,15.0,2024,217
1.0,0:48,1.0,10.0,DET 41,14.0,0.0,Jahmyr Gibbs left end for 9 yards (tackle by Christian Benford),1.66,2.34,15.0,2024,217
1.0,0:21,2.0,1.0,DET 50,14.0,0.0,Jared Goff pass complete deep left to Amon-Ra St. Brown for 24 yards (tackle by Cole Bishop),2.34,3.84,15.0,2024,217
2.0,15:00,1.0,10.0,BUF 26,14.0,0.0,Jared Goff pass incomplete deep left intended for Jameson Williams,3.84,3.3,15.0,2024,217
2.0,14:56,2.0,10.0,BUF 26,14.0,0.0,Jahmyr Gibbs left tackle for 13 yards (tackle by Cole Bishop),3.3,4.71,15.0,2024,217
2.0,14:22,1.0,10.0,BUF 13,14.0,0.0,Jahmyr Gibbs up the middle for 1 yard (tackle by Taron Johnson),4.71,4.22,15.0,2024,217
2.0,13:50,2.0,9.0,BUF 12,14.0,0.0,Jared Goff pass incomplete short left intended for Jahmyr Gibbs,4.22,3.28,15.0,2024,217
2.0,13:45,3.0,9.0,BUF 12,14.0,6.0,"Jared Goff pass complete short right to Tim Patrick for 12 yards, touchdown",3.28,7.0,15.0,2024,217
2.0,13:36,,,BUF 15,14.0,7.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
2.0,13:36,,,DET 35,14.0,7.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
2.0,13:36,1.0,10.0,BUF 30,14.0,7.0,"Ray Davis right end for no gain (tackle by Carlton Davis). Penalty on David Edwards: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,15.0,2024,217
2.0,13:08,1.0,20.0,BUF 20,14.0,7.0,Josh Allen pass complete short middle to Dawson Knox for 19 yards (tackle by Kerby Joseph and Jack Campbell),0.28,1.61,15.0,2024,217
2.0,12:35,2.0,1.0,BUF 39,14.0,7.0,Ray Davis left tackle for 2 yards (tackle by Alim McNeill and Zeke Turner),1.61,1.66,15.0,2024,217
2.0,11:54,1.0,10.0,BUF 41,14.0,7.0,Josh Allen pass complete short left to Dalton Kincaid for 4 yards (tackle by Terrion Arnold),1.66,1.66,15.0,2024,217
2.0,11:16,2.0,6.0,BUF 45,14.0,7.0,James Cook up the middle for 4 yards (tackle by Zeke Turner),1.66,1.49,15.0,2024,217
2.0,10:36,3.0,2.0,BUF 49,14.0,7.0,Josh Allen pass incomplete deep middle intended for Dalton Kincaid (defended by Jack Campbell),1.49,-0.13,15.0,2024,217
2.0,10:23,4.0,2.0,BUF 49,14.0,7.0,Josh Allen pass complete deep right to Ty Johnson for 31 yards (tackle by Kerby Joseph),-0.13,4.24,15.0,2024,217
2.0,9:50,1.0,10.0,DET 20,14.0,7.0,Ray Davis up the middle for 7 yards (tackle by Brian Branch),4.24,4.83,15.0,2024,217
2.0,9:13,2.0,3.0,DET 13,14.0,7.0,Josh Allen pass complete short right to Ty Johnson for 7 yards (tackle by Kindle Vildor and Ben Niemann),4.83,5.83,15.0,2024,217
2.0,8:19,1.0,6.0,DET 6,20.0,7.0,"James Cook left end for 6 yards, touchdown",5.83,7.0,15.0,2024,217
2.0,8:15,,,DET 15,21.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2024,217
2.0,8:15,,,BUF 35,21.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
2.0,8:15,1.0,10.0,DET 30,21.0,7.0,Jared Goff pass complete deep left to Jameson Williams for 18 yards (tackle by Cameron Lewis),0.94,2.13,15.0,2024,217
2.0,7:40,1.0,10.0,DET 48,21.0,7.0,David Montgomery right tackle for 3 yards (tackle by Taron Johnson),2.13,1.99,15.0,2024,217
2.0,7:06,2.0,7.0,BUF 49,21.0,7.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 3 yards (tackle by Kaiir Elam and Matt Milano),1.99,1.68,15.0,2024,217
2.0,6:31,3.0,4.0,BUF 46,21.0,7.0,David Montgomery right tackle for no gain (tackle by A.J. Epenesa),1.68,0.2,15.0,2024,217
2.0,5:57,4.0,4.0,BUF 46,21.0,7.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 21 yards (tackle by Cameron Lewis),0.2,3.91,15.0,2024,217
2.0,5:07,1.0,10.0,BUF 25,21.0,7.0,Jahmyr Gibbs left end for no gain (tackle by Christian Benford and Terrel Bernard),3.91,3.36,15.0,2024,217
2.0,4:36,2.0,10.0,BUF 25,21.0,7.0,Jared Goff pass incomplete deep right intended for Tim Patrick,3.36,2.68,15.0,2024,217
2.0,4:29,3.0,10.0,BUF 25,21.0,7.0,Jared Goff scrambles left end for 10 yards (tackle by Kaiir Elam),2.68,4.58,15.0,2024,217
2.0,3:47,1.0,10.0,BUF 15,21.0,7.0,Jahmyr Gibbs right end for 6 yards (tackle by Christian Benford and Taron Johnson),4.58,5.03,15.0,2024,217
2.0,3:08,2.0,4.0,BUF 9,21.0,13.0,"Jared Goff pass complete short left to Dan Skipper for 9 yards, touchdown",5.03,7.0,15.0,2024,217
2.0,3:01,,,BUF 15,21.0,14.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
2.0,3:01,,,DET 35,21.0,14.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
2.0,3:01,1.0,10.0,BUF 30,21.0,14.0,"Josh Allen pass complete deep right to Keon Coleman for 64 yards (tackle by Terrion Arnold and Khalil Dorsey). Penalty on Kwon Alexander: Roughing the Passer, 3 yards (accepted)",0.94,6.51,15.0,2024,217
2.0,2:38,1.0,3.0,DET 3,21.0,14.0,James Cook left end for 1 yard (tackle by Jack Campbell and Pat O'Connor),6.51,5.72,15.0,2024,217
2.0,2:00,2.0,2.0,DET 2,21.0,14.0,Josh Allen pass complete short right to Curtis Samuel for 1 yard (tackle by Brian Branch),5.72,5.17,15.0,2024,217
2.0,1:53,,,,,,Timeout #1 by Detroit Lions,,,15.0,2024,217
2.0,1:53,3.0,1.0,DET 1,21.0,14.0,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",5.17,4.04,15.0,2024,217
2.0,1:53,3.0,6.0,DET 6,21.0,14.0,Josh Allen pass incomplete short middle intended for Mack Hollins (defended by Brian Branch),4.04,2.99,15.0,2024,217
2.0,1:47,,,,,,Timeout #2 by Detroit Lions,,,15.0,2024,217
2.0,1:47,4.0,6.0,DET 6,21.0,14.0,Tyler Bass 24 yard field goal no good,2.99,-0.28,15.0,2024,217
2.0,1:43,1.0,10.0,DET 20,21.0,14.0,Jared Goff pass complete short middle to Sam LaPorta for 22 yards (tackle by Kaiir Elam),0.28,1.73,15.0,2024,217
2.0,1:21,1.0,10.0,DET 42,21.0,14.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 8 yards (tackle by Taron Johnson),1.73,2.27,15.0,2024,217
2.0,1:16,2.0,2.0,DET 50,21.0,14.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 16 yards (tackle by Cole Bishop),2.27,3.31,15.0,2024,217
2.0,0:55,1.0,10.0,BUF 34,21.0,14.0,Jared Goff pass incomplete short left intended for Jahmyr Gibbs,3.31,2.77,15.0,2024,217
2.0,0:51,2.0,10.0,BUF 34,21.0,14.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by Taron Johnson),2.77,2.08,15.0,2024,217
2.0,0:46,3.0,10.0,BUF 34,21.0,14.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,2.08,1.06,15.0,2024,217
2.0,0:42,4.0,10.0,BUF 34,21.0,14.0,Jake Bates 52 yard field goal no good,1.06,-1.73,15.0,2024,217
2.0,0:36,1.0,10.0,BUF 42,21.0,14.0,"Josh Allen pass incomplete short right. Penalty on Josh Allen: Intentional Grounding, 11 yards (accepted)",1.73,-0.3,15.0,2024,217
2.0,0:21,2.0,21.0,BUF 31,21.0,14.0,Josh Allen pass complete short middle to Dalton Kincaid for 15 yards (tackle by Ben Niemann),-0.3,1.03,15.0,2024,217
2.0,0:12,,,,,,Timeout #2 by Buffalo Bills,,,15.0,2024,217
2.0,0:12,3.0,6.0,BUF 46,21.0,14.0,Josh Allen pass complete short left to Khalil Shakir for 6 yards (tackle by Brian Branch),1.03,2.39,15.0,2024,217
2.0,0:08,1.0,10.0,DET 48,21.0,14.0,Josh Allen pass incomplete deep left intended for Dalton Kincaid,2.39,1.85,15.0,2024,217
2.0,0:02,2.0,10.0,DET 48,21.0,14.0,Josh Allen pass complete short right to Khalil Shakir for 7 yards (tackle by Zeke Turner),1.85,2.08,15.0,2024,217
3.0,15:00,,,DET 35,21.0,14.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
3.0,15:00,1.0,10.0,BUF 30,21.0,14.0,Ty Johnson up the middle for 4 yards (tackle by Jack Campbell),0.94,0.93,15.0,2024,217
3.0,14:20,2.0,6.0,BUF 34,21.0,14.0,"Josh Allen pass complete deep right to Ty Johnson for 19 yards (tackle by Kerby Joseph). Penalty on Kindle Vildor: Defensive Holding, 5 yards (declined)",0.93,2.46,15.0,2024,217
3.0,13:56,1.0,10.0,DET 47,21.0,14.0,James Cook up the middle for 6 yards (tackle by Jack Campbell),2.46,2.72,15.0,2024,217
3.0,13:20,2.0,4.0,DET 41,27.0,14.0,"James Cook left tackle for 41 yards, touchdown",2.72,7.0,15.0,2024,217
3.0,13:11,,,DET 15,28.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2024,217
3.0,13:11,,,BUF 35,28.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
3.0,13:11,1.0,10.0,DET 30,28.0,14.0,David Montgomery left end for no gain (tackle by Ed Oliver),0.94,0.39,15.0,2024,217
3.0,12:39,2.0,10.0,DET 30,28.0,14.0,Jahmyr Gibbs right end for 3 yards (tackle by Gregory Rousseau),0.39,0.1,15.0,2024,217
3.0,12:08,3.0,7.0,DET 33,28.0,14.0,Jared Goff sacked by Gregory Rousseau for -8 yards,0.1,-1.7,15.0,2024,217
3.0,11:30,4.0,15.0,DET 25,28.0,14.0,"Jack Fox punts 59 yards, returned by Brandon Codrington for no gain (tackle by Jack Campbell and Craig Reynolds). Penalty on Quintin Morris: Offensive Holding, 8 yards (accepted)",-1.7,0.38,15.0,2024,217
3.0,11:16,1.0,10.0,BUF 8,28.0,14.0,Ray Davis right tackle for 2 yards (tackle by Levi Onwuzurike and David Long),-0.38,-0.63,15.0,2024,217
3.0,10:34,2.0,8.0,BUF 10,28.0,14.0,Josh Allen pass complete short right to Ray Davis for 9 yards (tackle by Jack Campbell),-0.63,0.15,15.0,2024,217
3.0,9:52,1.0,10.0,BUF 19,28.0,14.0,Josh Allen right end for 10 yards (tackle by Brian Branch),0.15,0.87,15.0,2024,217
3.0,9:15,1.0,10.0,BUF 29,28.0,14.0,Josh Allen pass incomplete short middle,0.87,0.33,15.0,2024,217
3.0,9:10,2.0,10.0,BUF 29,28.0,14.0,Josh Allen scrambles right tackle for 11 yards (tackle by Zeke Turner),0.33,1.6,15.0,2024,217
3.0,8:29,1.0,10.0,BUF 40,28.0,14.0,Ray Davis right tackle for -2 yards (tackle by Brian Branch),1.6,0.78,15.0,2024,217
3.0,7:45,2.0,12.0,BUF 38,28.0,14.0,Josh Allen pass incomplete short right intended for Mack Hollins,0.78,0.1,15.0,2024,217
3.0,7:36,3.0,12.0,BUF 38,28.0,14.0,Josh Allen pass complete short middle to Khalil Shakir for 7 yards (tackle by Amik Robertson),0.1,-0.39,15.0,2024,217
3.0,7:13,4.0,5.0,BUF 45,28.0,14.0,Sam Martin punts 51 yards downed by Mack Hollins,-0.39,0.38,15.0,2024,217
3.0,7:03,1.0,10.0,DET 4,28.0,14.0,Jared Goff pass complete short right to David Montgomery for 14 yards (tackle by Terrel Bernard),-0.38,0.04,15.0,2024,217
3.0,6:35,1.0,10.0,DET 18,28.0,14.0,Jared Goff pass complete short right to David Montgomery for 10 yards (tackle by Terrel Bernard),0.04,0.81,15.0,2024,217
3.0,5:55,1.0,10.0,DET 28,28.0,14.0,Jared Goff pass complete short left to David Montgomery for 1 yard (tackle by Taron Johnson),0.81,0.4,15.0,2024,217
3.0,5:17,2.0,9.0,DET 29,28.0,14.0,"Jared Goff pass complete deep middle to Amon-Ra St. Brown for 12 yards. Amon-Ra St. Brown fumbles (forced by Christian Benford), recovered by Matt Milano at DET-41. Penalty on Graham Glasgow: Offensive Facemask, 15 yards (accepted)",0.4,-3.84,15.0,2024,217
3.0,5:08,1.0,10.0,DET 26,28.0,14.0,Josh Allen pass incomplete short left intended for Curtis Samuel,3.84,3.3,15.0,2024,217
3.0,5:03,2.0,10.0,DET 26,28.0,14.0,James Cook up the middle for 8 yards (tackle by Brian Branch and Za'Darius Smith),3.3,3.75,15.0,2024,217
3.0,4:26,3.0,2.0,DET 18,28.0,14.0,James Cook left end for 8 yards (tackle by Al-Quadin Muhammad),3.75,4.91,15.0,2024,217
3.0,3:43,1.0,10.0,DET 10,28.0,14.0,"Josh Allen left end for 4 yards (tackle by Kerby Joseph). Penalty on Za'Darius Smith: Low Block, 3 yards (accepted)",4.91,6.51,15.0,2024,217
3.0,3:34,1.0,3.0,DET 3,34.0,14.0,"Josh Allen pass complete short middle to Khalil Shakir for 3 yards, touchdown",6.51,7.0,15.0,2024,217
3.0,3:31,,,DET 15,35.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2024,217
3.0,3:31,,,BUF 35,35.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
3.0,3:31,1.0,10.0,DET 30,35.0,14.0,Jared Goff pass incomplete deep left intended for Sam LaPorta,0.94,0.39,15.0,2024,217
3.0,3:25,2.0,10.0,DET 30,35.0,14.0,Jared Goff pass complete short right to Jahmyr Gibbs for 11 yards (tackle by Cole Bishop),0.39,1.66,15.0,2024,217
3.0,2:55,1.0,10.0,DET 41,35.0,14.0,"Jared Goff pass incomplete deep right intended for Jameson Williams. Penalty on Frank Ragnow: Offensive Holding, 10 yards (accepted) (no play)",1.66,1.0,15.0,2024,217
3.0,2:44,1.0,20.0,DET 31,35.0,14.0,Jared Goff pass incomplete deep right intended for Tim Patrick,1.0,-0.23,15.0,2024,217
3.0,2:39,2.0,20.0,DET 31,35.0,14.0,Jared Goff pass complete short middle to Tim Patrick for 3 yards (tackle by Cameron Lewis),-0.23,-0.49,15.0,2024,217
3.0,1:52,3.0,17.0,DET 34,35.0,20.0,"Jared Goff pass complete deep middle to Amon-Ra St. Brown for 66 yards, touchdown",-0.49,7.0,15.0,2024,217
3.0,1:41,,,BUF 15,35.0,21.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
3.0,1:41,,,DET 35,35.0,21.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
3.0,1:41,1.0,10.0,BUF 30,35.0,21.0,Josh Allen pass complete short right to Mack Hollins for 7 yards (tackle by Kindle Vildor),0.94,1.34,15.0,2024,217
3.0,1:04,2.0,3.0,BUF 37,35.0,21.0,Ray Davis left end for -1 yards (tackle by Brian Branch),1.34,0.5,15.0,2024,217
3.0,0:25,3.0,4.0,BUF 36,35.0,21.0,Josh Allen pass complete deep left to Dalton Kincaid for 29 yards (tackle by Terrion Arnold),0.5,3.25,15.0,2024,217
4.0,15:00,1.0,10.0,DET 35,35.0,21.0,James Cook right tackle for 3 yards (tackle by Ben Niemann and David Long),3.25,3.11,15.0,2024,217
4.0,14:26,2.0,7.0,DET 32,35.0,21.0,Josh Allen pass incomplete short middle intended for Dalton Kincaid,3.11,2.41,15.0,2024,217
4.0,14:15,,,,,,Timeout #1 by Buffalo Bills,,,15.0,2024,217
4.0,14:15,3.0,7.0,DET 32,35.0,21.0,Josh Allen pass incomplete deep middle intended for Keon Coleman (defended by Terrion Arnold),2.41,1.24,15.0,2024,217
4.0,14:06,4.0,7.0,DET 32,38.0,21.0,Tyler Bass 50 yard field goal good,1.24,3.0,15.0,2024,217
4.0,14:02,,,BUF 35,38.0,21.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
4.0,14:02,1.0,10.0,DET 30,38.0,21.0,Jared Goff pass complete short right to David Montgomery for 6 yards (tackle by Ed Oliver),0.94,1.2,15.0,2024,217
4.0,13:58,2.0,4.0,DET 36,38.0,21.0,Jared Goff pass complete short right to Jahmyr Gibbs for 15 yards (tackle by Baylon Spector),1.2,2.32,15.0,2024,217
4.0,13:18,1.0,10.0,BUF 49,38.0,21.0,Jared Goff pass complete deep middle to Sam LaPorta for 31 yards (tackle by Terrel Bernard),2.32,4.37,15.0,2024,217
4.0,12:40,1.0,10.0,BUF 18,38.0,21.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 6 yards (tackle by Gregory Rousseau),4.37,4.81,15.0,2024,217
4.0,12:09,2.0,4.0,BUF 12,38.0,27.0,"Jared Goff pass complete short middle to Jahmyr Gibbs for 12 yards, touchdown",4.81,7.0,15.0,2024,217
4.0,12:00,,,BUF 15,38.0,28.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
4.0,12:00,,,DET 35,38.0,28.0,"Jake Bates kicks onside 8 yards, returned by Mack Hollins for 38 yards (tackle by Craig Reynolds)",0.0,6.06,15.0,2024,217
4.0,11:55,1.0,5.0,DET 5,44.0,28.0,"Josh Allen pass complete short right to Ray Davis for 5 yards, touchdown",6.06,7.0,15.0,2024,217
4.0,11:51,,,DET 15,45.0,28.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2024,217
4.0,11:51,,,BUF 35,45.0,28.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
4.0,11:51,1.0,10.0,DET 30,45.0,28.0,Jared Goff pass complete deep right to Jameson Williams for 16 yards (tackle by Christian Benford),0.94,1.99,15.0,2024,217
4.0,11:23,1.0,10.0,DET 46,45.0,28.0,Jared Goff pass complete short middle to Sam LaPorta for 14 yards (tackle by Terrel Bernard and Kaiir Elam),1.99,2.92,15.0,2024,217
4.0,10:57,1.0,10.0,BUF 40,45.0,28.0,Jared Goff pass complete short middle to Sam LaPorta for 11 yards (tackle by Gregory Rousseau and Taron Johnson),2.92,3.64,15.0,2024,217
4.0,10:34,1.0,10.0,BUF 29,45.0,28.0,Jared Goff scrambles right end for 3 yards (tackle by Taron Johnson),3.64,3.51,15.0,2024,217
4.0,9:57,2.0,7.0,BUF 26,45.0,28.0,Jared Goff pass incomplete short left intended for Allen Robinson (defended by Kaiir Elam),3.51,2.81,15.0,2024,217
4.0,9:51,3.0,7.0,BUF 26,45.0,28.0,Jared Goff pass complete short left to Sam LaPorta for 10 yards (tackle by Cameron Lewis and Kareem Jackson),2.81,4.51,15.0,2024,217
4.0,9:28,1.0,10.0,BUF 16,45.0,28.0,"Jared Goff pass incomplete short right intended for Jahmyr Gibbs. Penalty on Frank Ragnow: Offensive Holding, 10 yards (accepted) (no play)",4.51,3.84,15.0,2024,217
4.0,9:23,1.0,20.0,BUF 26,45.0,28.0,Jared Goff pass complete short middle to Jahmyr Gibbs for 11 yards (tackle by Baylon Spector and Terrel Bernard),3.84,4.05,15.0,2024,217
4.0,9:03,2.0,9.0,BUF 15,45.0,28.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by Dawuane Smoot),4.05,3.22,15.0,2024,217
4.0,8:57,3.0,9.0,BUF 15,45.0,28.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 10 yards (tackle by Kareem Jackson and Baylon Spector),3.22,6.06,15.0,2024,217
4.0,8:26,1.0,5.0,BUF 5,45.0,28.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 4 yards (tackle by Kareem Jackson),6.06,5.91,15.0,2024,217
4.0,8:07,2.0,1.0,BUF 1,45.0,34.0,"Jahmyr Gibbs up the middle for 1 yard, touchdown",5.91,7.0,15.0,2024,217
4.0,8:02,,,BUF 15,45.0,35.0,Jake Bates kicks extra point good,0.0,0.0,15.0,2024,217
4.0,8:02,,,DET 35,45.0,35.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
4.0,8:02,1.0,10.0,BUF 30,45.0,35.0,James Cook up the middle for 3 yards (tackle by Ben Niemann),0.94,0.8,15.0,2024,217
4.0,7:22,2.0,7.0,BUF 33,45.0,35.0,Josh Allen pass complete deep right to Dawson Knox for 23 yards (tackle by Brian Branch),0.8,2.65,15.0,2024,217
4.0,6:37,1.0,10.0,DET 44,45.0,35.0,Josh Allen left end for 21 yards (tackle by Jamal Adams and Kerby Joseph),2.65,4.04,15.0,2024,217
4.0,5:55,1.0,10.0,DET 23,45.0,35.0,Josh Allen pass complete short right to Khalil Shakir for 6 yards (tackle by Kerby Joseph and Brian Branch),4.04,4.38,15.0,2024,217
4.0,5:11,2.0,4.0,DET 17,45.0,35.0,James Cook right tackle for -1 yards (tackle by David Long and Pat O'Connor),4.38,3.49,15.0,2024,217
4.0,4:30,3.0,5.0,DET 18,45.0,35.0,Josh Allen right end for 8 yards (tackle by Brian Branch and Kindle Vildor),3.49,4.91,15.0,2024,217
4.0,3:46,1.0,10.0,DET 10,45.0,35.0,Josh Allen right end for no gain (tackle by Jack Campbell and Ben Niemann),4.91,4.19,15.0,2024,217
4.0,3:03,2.0,10.0,DET 10,45.0,35.0,Josh Allen pass incomplete short middle intended for Dawson Knox (defended by Ben Niemann),4.19,3.13,15.0,2024,217
4.0,2:55,3.0,10.0,DET 10,45.0,35.0,"Josh Allen pass complete short middle to Dalton Kincaid for no gain, touchdown. Penalty on David Edwards: Offensive Holding, 10 yards (accepted) (no play)",3.13,2.34,15.0,2024,217
4.0,2:50,3.0,20.0,DET 20,45.0,35.0,"Penalty on Alec Anderson: False Start, 5 yards (accepted) (no play)",2.34,1.68,15.0,2024,217
4.0,2:50,3.0,25.0,DET 25,45.0,35.0,Ray Davis up the middle for 2 yards (tackle by Brian Branch and Josh Paschal),1.68,1.93,15.0,2024,217
4.0,2:06,4.0,23.0,DET 23,48.0,35.0,Tyler Bass 41 yard field goal good,1.93,3.0,15.0,2024,217
4.0,2:03,,,BUF 35,48.0,35.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,217
