Quarter,Time,Down,ToGo,Location,PIT,PHI,Detail,EPB,EPA,week,year,game_id
2.0,12:33,3.0,7.0,PIT 42,3.0,10.0,Jalen Hurts pass complete short left to A.J. Brown for 17 yards (tackle by Damontae Kazee),1.75,3.91,15.0,2024,220
2.0,12:00,1.0,10.0,PIT 25,3.0,10.0,Jalen Hurts pass incomplete deep left intended for A.J. Brown (defended by Joey Porter),3.91,3.36,15.0,2024,220
2.0,11:54,2.0,10.0,PIT 25,3.0,10.0,Jalen Hurts pass complete short left to DeVonta Smith for 7 yards (tackle by Joey Porter),3.36,3.66,15.0,2024,220
2.0,11:14,3.0,3.0,PIT 18,3.0,10.0,Jalen Hurts pass complete short right to Kenneth Gainwell for 16 yards (tackle by Damontae Kazee),3.66,6.74,15.0,2024,220
2.0,10:37,1.0,2.0,PIT 2,3.0,10.0,Jalen Hurts up the middle for no gain (tackle by Alex Highsmith and Keeanu Benton),6.74,5.72,15.0,2024,220
2.0,9:52,,,,,,Timeout #1 by Philadelphia Eagles,,,15.0,2024,220
2.0,9:52,2.0,2.0,PIT 2,3.0,10.0,Jalen Hurts right tackle for no gain (tackle by Patrick Queen and Damontae Kazee),5.72,4.95,15.0,2024,220
2.0,9:11,3.0,2.0,PIT 2,3.0,16.0,"Jalen Hurts pass complete short middle to DeVonta Smith for 2 yards, touchdown",4.95,7.0,15.0,2024,220
2.0,9:07,,,PIT 15,3.0,17.0,Jake Elliott kicks extra point good,0.0,0.0,15.0,2024,220
2.0,9:07,,,PHI 35,3.0,17.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,220
2.0,9:07,1.0,10.0,PIT 30,3.0,17.0,Russell Wilson pass complete short left to Ben Skowronek for 17 yards (tackle by Nakobe Dean),0.94,2.06,15.0,2024,220
2.0,8:27,1.0,10.0,PIT 47,3.0,17.0,"Justin Fields left end for 8 yards (tackle by Reed Blankenship). Penalty on Reed Blankenship: Unnecessary Roughness / Defense, 15 yards (accepted)",2.06,3.58,15.0,2024,220
2.0,8:04,1.0,10.0,PHI 30,3.0,17.0,Jaylen Warren left tackle for 4 yards (tackle by Jalyx Hunt),3.58,3.57,15.0,2024,220
2.0,7:22,2.0,6.0,PHI 26,3.0,17.0,Najee Harris up the middle for 4 yards (tackle by Moro Ojomo and Nakobe Dean),3.57,3.4,15.0,2024,220
2.0,6:36,3.0,2.0,PHI 22,3.0,17.0,Russell Wilson scrambles right end for 3 yards (tackle by Nakobe Dean),3.4,4.31,15.0,2024,220
2.0,5:54,1.0,10.0,PHI 19,3.0,17.0,Jaylen Warren right guard for 1 yard (tackle by Jalen Carter),4.31,3.88,15.0,2024,220
2.0,5:23,2.0,9.0,PHI 18,3.0,17.0,Russell Wilson scrambles right guard for 8 yards (tackle by Zack Baun),3.88,4.69,15.0,2024,220
2.0,4:48,3.0,1.0,PHI 10,3.0,17.0,Russell Wilson up the middle for 2 yards (tackle by Nakobe Dean),4.69,5.37,15.0,2024,220
2.0,4:09,1.0,8.0,PHI 8,3.0,17.0,Najee Harris right tackle for -1 yards (tackle by C.J. Gardner-Johnson),5.37,4.38,15.0,2024,220
2.0,3:27,2.0,9.0,PHI 9,3.0,17.0,Russell Wilson pass complete short left to Van Jefferson for no gain (tackle by Cooper DeJean),4.38,3.36,15.0,2024,220
2.0,2:40,3.0,9.0,PHI 9,9.0,17.0,"Russell Wilson pass complete short right to Pat Freiermuth for 9 yards, touchdown",3.36,7.0,15.0,2024,220
2.0,2:34,,,PHI 15,10.0,17.0,Chris Boswell kicks extra point good,0.0,0.0,15.0,2024,220
2.0,2:34,,,PIT 35,10.0,17.0,"Chris Boswell kicks off 66 yards, returned by Kenneth Gainwell for 31 yards (tackle by Miles Killebrew)",0.0,0.94,15.0,2024,220
2.0,2:28,1.0,10.0,PHI 30,10.0,17.0,Kenneth Gainwell left guard for 3 yards (tackle by Alex Highsmith),0.94,0.8,15.0,2024,220
2.0,2:22,,,,,,Timeout #1 by Pittsburgh Steelers,,,15.0,2024,220
2.0,2:22,2.0,7.0,PHI 33,10.0,17.0,Jalen Hurts sacked by T.J. Watt for no gain,0.8,0.1,15.0,2024,220
2.0,2:00,3.0,7.0,PHI 33,10.0,17.0,"Penalty on Lane Johnson: False Start, 5 yards (accepted) (no play)",0.1,-0.56,15.0,2024,220
2.0,2:00,3.0,12.0,PHI 28,10.0,17.0,Jalen Hurts sacked by T.J. Watt for -12 yards,-0.56,-2.39,15.0,2024,220
2.0,1:29,,,,,,Timeout #2 by Pittsburgh Steelers,,,15.0,2024,220
2.0,1:29,4.0,24.0,PHI 16,10.0,17.0,Braden Mann punts 29 yards downed by Jalyx Hunt,-2.39,-2.59,15.0,2024,220
2.0,1:17,1.0,10.0,PHI 45,10.0,17.0,"Russell Wilson pass complete short right to Pat Freiermuth for 12 yards. Pat Freiermuth fumbles (forced by Nakobe Dean), recovered by Pat Freiermuth at PHI-33",2.59,3.38,15.0,2024,220
2.0,1:00,1.0,10.0,PHI 33,10.0,17.0,"Russell Wilson pass complete short right to Pat Freiermuth for 6 yards (tackle by Zack Baun) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Russell Wilson pass incomplete short right intended for Pat Freiermuth",3.38,2.84,15.0,2024,220
2.0,0:56,2.0,10.0,PHI 33,10.0,17.0,Russell Wilson sacked by Nolan Smith for -10 yards,2.84,0.83,15.0,2024,220
2.0,0:48,,,,,,Timeout #3 by Pittsburgh Steelers,,,15.0,2024,220
2.0,0:48,3.0,20.0,PHI 43,10.0,17.0,Russell Wilson pass complete short middle to Calvin Austin for 12 yards (tackle by C.J. Gardner-Johnson),0.83,1.32,15.0,2024,220
2.0,0:42,,,,,,Timeout #2 by Philadelphia Eagles,,,15.0,2024,220
2.0,0:42,4.0,8.0,PHI 31,13.0,17.0,Chris Boswell 49 yard field goal good,1.32,3.0,15.0,2024,220
2.0,0:37,,,PIT 35,13.0,17.0,"Chris Boswell kicks off 62 yards, returned by Kenneth Gainwell for 32 yards (tackle by Ben Skowronek and Jeremiah Moon)",0.0,1.27,15.0,2024,220
2.0,0:28,1.0,10.0,PHI 35,13.0,17.0,Jalen Hurts sacked by Alex Highsmith for -8 yards,1.27,-0.36,15.0,2024,220
3.0,15:00,,,PIT 35,13.0,17.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,220
3.0,15:00,1.0,10.0,PHI 30,13.0,17.0,Saquon Barkley left guard for 2 yards (tackle by T.J. Watt and Keeanu Benton),0.94,0.66,15.0,2024,220
3.0,14:35,2.0,8.0,PHI 32,13.0,17.0,Jalen Hurts scrambles left end for 9 yards (tackle by Joey Porter),0.66,1.66,15.0,2024,220
3.0,13:57,1.0,10.0,PHI 41,13.0,17.0,Saquon Barkley left end for 3 yards (tackle by Elandon Roberts),1.66,1.53,15.0,2024,220
3.0,13:15,2.0,7.0,PHI 44,13.0,17.0,Jalen Hurts pass complete short right to DeVonta Smith for 8 yards (tackle by James Pierre),1.53,2.39,15.0,2024,220
3.0,12:45,1.0,10.0,PIT 48,13.0,17.0,"Jalen Hurts pass complete short right to Grant Calcaterra for no gain (tackle by Patrick Queen). Penalty on DeVonta Smith: Offensive Pass Interference, 10 yards (accepted) (no play)",2.39,1.73,15.0,2024,220
3.0,12:17,1.0,20.0,PHI 42,13.0,17.0,"Jalen Hurts pass incomplete short right intended for DeVonta Smith. Penalty on Tyler Steen: Offensive Holding, 10 yards (declined)",1.73,0.5,15.0,2024,220
3.0,12:08,2.0,20.0,PHI 42,13.0,17.0,Jalen Hurts pass complete short left to DeVonta Smith for 20 yards (tackle by James Pierre and Minkah Fitzpatrick),0.5,3.05,15.0,2024,220
3.0,11:37,1.0,10.0,PIT 38,13.0,17.0,Jalen Hurts right tackle for no gain (tackle by Payton Wilson),3.05,2.51,15.0,2024,220
3.0,10:55,2.0,10.0,PIT 38,13.0,17.0,Jalen Hurts pass complete short middle to DeVonta Smith for 4 yards (tackle by Nick Herbig),2.51,2.34,15.0,2024,220
3.0,10:29,3.0,6.0,PIT 34,13.0,17.0,Jalen Hurts pass complete short left to DeVonta Smith for 4 yards (tackle by James Pierre),2.34,1.5,15.0,2024,220
3.0,9:45,4.0,2.0,PIT 30,13.0,17.0,"Jake Elliott yard field goal good. Penalty on Montravius Adams: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.5,4.58,15.0,2024,220
3.0,9:40,1.0,10.0,PIT 15,13.0,17.0,DeVonta Smith right end for 1 yard (tackle by Beanie Bishop),4.58,4.11,15.0,2024,220
3.0,8:55,2.0,9.0,PIT 14,13.0,17.0,"Jalen Hurts pass incomplete short left intended for A.J. Brown. Penalty on Tyler Steen: Offensive Holding, 10 yards (accepted) (no play)",4.11,2.81,15.0,2024,220
3.0,8:48,2.0,19.0,PIT 24,13.0,17.0,Kenneth Gainwell left guard for 1 yard (tackle by Minkah Fitzpatrick and Cameron Heyward),2.81,2.28,15.0,2024,220
3.0,8:07,3.0,18.0,PIT 23,13.0,17.0,Jalen Hurts pass incomplete deep right intended for Jahan Dotson,2.28,1.93,15.0,2024,220
3.0,7:55,4.0,18.0,PIT 23,13.0,20.0,Jake Elliott 41 yard field goal good,1.93,3.0,15.0,2024,220
3.0,7:52,,,PHI 35,13.0,20.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,220
3.0,7:52,1.0,10.0,PIT 30,13.0,20.0,Russell Wilson pass complete deep right to Calvin Austin for 31 yards (tackle by Zack Baun),0.94,2.98,15.0,2024,220
3.0,7:08,1.0,10.0,PHI 39,13.0,20.0,Jaylen Warren right guard for 6 yards (tackle by Nakobe Dean),2.98,3.25,15.0,2024,220
3.0,6:31,2.0,4.0,PHI 33,13.0,20.0,Najee Harris right guard for 7 yards (tackle by Jordan Davis),3.25,3.84,15.0,2024,220
3.0,5:56,1.0,10.0,PHI 26,13.0,20.0,"Russell Wilson aborted snap, recovered by Darius Slay at PHI-26",3.84,-0.67,15.0,2024,220
3.0,5:50,1.0,10.0,PHI 26,13.0,20.0,Jalen Hurts pass incomplete short right intended for Johnny Wilson,0.67,0.13,15.0,2024,220
3.0,5:45,2.0,10.0,PHI 26,13.0,20.0,Jalen Hurts pass complete short left to A.J. Brown for 5 yards (tackle by Joey Porter),0.13,0.1,15.0,2024,220
3.0,5:06,3.0,5.0,PHI 31,13.0,20.0,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Payton Wilson),0.1,1.4,15.0,2024,220
3.0,4:31,1.0,10.0,PHI 37,13.0,20.0,Saquon Barkley right tackle for 9 yards (tackle by Montravius Adams),1.4,2.07,15.0,2024,220
3.0,3:55,2.0,1.0,PHI 46,13.0,20.0,Saquon Barkley left tackle for 4 yards (tackle by Payton Wilson),2.07,2.26,15.0,2024,220
3.0,3:20,1.0,10.0,PIT 50,13.0,20.0,Jalen Hurts up the middle for 23 yards (tackle by T.J. Watt),2.26,3.78,15.0,2024,220
3.0,2:39,1.0,10.0,PIT 27,13.0,20.0,Jalen Hurts pass complete short middle to Saquon Barkley for 5 yards (tackle by Patrick Queen),3.78,3.91,15.0,2024,220
3.0,2:08,2.0,5.0,PIT 22,13.0,20.0,Saquon Barkley left guard for 6 yards (tackle by Cameron Heyward and Minkah Fitzpatrick),3.91,4.51,15.0,2024,220
3.0,1:29,1.0,10.0,PIT 16,13.0,20.0,Saquon Barkley left tackle for 1 yard (tackle by Cameron Heyward),4.51,4.05,15.0,2024,220
3.0,0:47,2.0,9.0,PIT 15,13.0,20.0,Jalen Hurts pass incomplete short right,4.05,3.22,15.0,2024,220
3.0,0:37,3.0,9.0,PIT 15,13.0,20.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 14 yards (tackle by Payton Wilson and Damontae Kazee),3.22,6.97,15.0,2024,220
4.0,15:00,1.0,1.0,PIT 1,13.0,20.0,Jalen Hurts up the middle for no gain (tackle by Preston Smith and Patrick Queen),6.97,5.91,15.0,2024,220
4.0,14:20,2.0,1.0,PIT 1,13.0,26.0,"Jalen Hurts up the middle for 1 yard, touchdown",5.91,7.0,15.0,2024,220
4.0,14:17,,,PIT 15,13.0,27.0,Jake Elliott kicks extra point good,0.0,0.0,15.0,2024,220
4.0,14:17,,,PHI 35,13.0,27.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,220
4.0,14:17,1.0,10.0,PIT 30,13.0,27.0,Russell Wilson pass complete short left to Calvin Austin for 10 yards (tackle by Reed Blankenship),0.94,1.6,15.0,2024,220
4.0,13:43,1.0,10.0,PIT 40,13.0,27.0,Russell Wilson pass complete short right to Calvin Austin for 6 yards (tackle by Darius Slay),1.6,1.86,15.0,2024,220
4.0,13:12,2.0,4.0,PIT 46,13.0,27.0,Cordarrelle Patterson up the middle for 5 yards (tackle by Milton Williams and Nolan Smith),1.86,2.32,15.0,2024,220
4.0,12:20,1.0,10.0,PHI 49,13.0,27.0,"Cordarrelle Patterson right tackle for 4 yards (tackle by Zack Baun). Penalty on Zach Frazier: Tripping / Offense, 15 yards (accepted)",2.32,1.6,15.0,2024,220
4.0,12:01,1.0,21.0,PIT 40,13.0,27.0,Russell Wilson pass incomplete short right intended for Pat Freiermuth (defended by Jalen Carter),1.6,0.3,15.0,2024,220
4.0,11:56,2.0,21.0,PIT 40,13.0,27.0,Russell Wilson pass complete short left to Cordarrelle Patterson for -1 yards (tackle by Nolan Smith and Reed Blankenship),0.3,-0.49,15.0,2024,220
4.0,11:16,3.0,22.0,PIT 39,13.0,27.0,Russell Wilson pass complete short middle to Mike Williams for 15 yards (tackle by Quinyon Mitchell),-0.49,-0.32,15.0,2024,220
4.0,10:29,4.0,7.0,PIT 46,13.0,27.0,"Corliss Waitman punts 40 yards downed by Ben Skowronek. Penalty on Jalen Carter: Unnecessary Roughness / Defense, 3 yards (accepted)",-0.32,0.38,15.0,2024,220
4.0,10:29,1.0,10.0,PHI 3,13.0,27.0,"Penalty on A.J. Brown: False Start, 1 yard (accepted) (no play)",-0.38,-0.42,15.0,2024,220
4.0,10:29,1.0,11.0,PHI 2,13.0,27.0,Jalen Hurts pass incomplete short left intended for A.J. Brown,-0.42,-0.85,15.0,2024,220
4.0,10:25,2.0,11.0,PHI 2,13.0,27.0,Saquon Barkley left guard for 5 yards (tackle by Alex Highsmith),-0.85,-0.95,15.0,2024,220
4.0,9:48,3.0,6.0,PHI 7,13.0,27.0,Jalen Hurts pass complete short left to A.J. Brown for 21 yards (tackle by Minkah Fitzpatrick and Damontae Kazee),-0.95,0.81,15.0,2024,220
4.0,9:04,1.0,10.0,PHI 28,13.0,27.0,Saquon Barkley left guard for 4 yards (tackle by Dean Lowry and Keeanu Benton),0.81,0.8,15.0,2024,220
4.0,8:23,2.0,6.0,PHI 32,13.0,27.0,Jalen Hurts pass complete short left to Saquon Barkley for 4 yards (tackle by Patrick Queen),0.8,0.63,15.0,2024,220
4.0,7:39,3.0,2.0,PHI 36,13.0,27.0,Saquon Barkley left tackle for 7 yards (tackle by Damontae Kazee),0.63,1.8,15.0,2024,220
4.0,7:04,1.0,10.0,PHI 43,13.0,27.0,Saquon Barkley right end for -4 yards (tackle by Montravius Adams),1.8,0.71,15.0,2024,220
4.0,6:22,2.0,14.0,PHI 39,13.0,27.0,Jalen Hurts pass complete deep middle to DeVonta Smith for 22 yards (tackle by Cameron Sutton and Nick Herbig),0.71,2.98,15.0,2024,220
4.0,5:35,1.0,10.0,PIT 39,13.0,27.0,Saquon Barkley left guard for -3 yards (tackle by Minkah Fitzpatrick),2.98,2.04,15.0,2024,220
4.0,4:50,2.0,13.0,PIT 42,13.0,27.0,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Payton Wilson),2.04,1.36,15.0,2024,220
4.0,4:46,3.0,13.0,PIT 42,13.0,27.0,Jalen Hurts pass complete short left to DeVonta Smith for 12 yards (tackle by Payton Wilson and Damontae Kazee),1.36,1.52,15.0,2024,220
4.0,4:04,,,,,,Timeout #1 by Philadelphia Eagles,,,15.0,2024,220
4.0,4:04,4.0,1.0,PIT 30,13.0,27.0,Jalen Hurts up the middle for 2 yards (tackle by Cameron Heyward and Minkah Fitzpatrick),1.52,3.71,15.0,2024,220
4.0,3:15,1.0,10.0,PIT 28,13.0,27.0,"Saquon Barkley right tackle for 2 yards (tackle by Montravius Adams). Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",3.71,3.05,15.0,2024,220
4.0,3:15,1.0,20.0,PIT 38,13.0,27.0,Saquon Barkley right guard for no gain (tackle by Alex Highsmith),3.05,1.82,15.0,2024,220
4.0,3:11,,,,,,Timeout #1 by Pittsburgh Steelers,,,15.0,2024,220
4.0,3:11,2.0,20.0,PIT 38,13.0,27.0,Jalen Hurts pass complete short left to A.J. Brown for 19 yards (tackle by James Pierre),1.82,3.72,15.0,2024,220
4.0,3:04,3.0,1.0,PIT 19,13.0,27.0,Jalen Hurts up the middle for 1 yard (tackle by Patrick Queen and Keeanu Benton),3.72,4.37,15.0,2024,220
4.0,3:00,,,,,,Timeout #2 by Pittsburgh Steelers,,,15.0,2024,220
4.0,3:00,1.0,10.0,PIT 18,13.0,27.0,Kenneth Gainwell right guard for 1 yard (tackle by Patrick Queen),4.37,3.94,15.0,2024,220
4.0,2:56,,,,,,Timeout #3 by Pittsburgh Steelers,,,15.0,2024,220
4.0,2:56,2.0,9.0,PIT 17,13.0,27.0,Kenneth Gainwell right guard for 7 yards (tackle by Damontae Kazee),3.94,4.51,15.0,2024,220
4.0,2:14,3.0,2.0,PIT 10,13.0,27.0,Kenneth Gainwell left tackle for 2 yards (tackle by Elandon Roberts and Keeanu Benton),4.51,5.37,15.0,2024,220
4.0,2:00,1.0,8.0,PIT 8,13.0,27.0,Jalen Hurts kneels for no gain,5.37,4.57,15.0,2024,220
4.0,1:20,2.0,8.0,PIT 8,13.0,27.0,Jalen Hurts kneels for -1 yards,4.57,3.36,15.0,2024,220
4.0,0:40,3.0,9.0,PIT 9,13.0,27.0,Jalen Hurts kneels for no gain,3.36,2.83,15.0,2024,220
