Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA,week,year,game_id
1.0,7:48,1.0,10.0,CAR 45,0.0,0.0,Chuba Hubbard right guard for 3 yards (tackle by Linval Joseph and Micah Parsons),1.93,1.79,15.0,2024,210
1.0,7:02,2.0,7.0,CAR 48,0.0,0.0,"Bryce Young pass incomplete short right intended for Jalen Coker (defended by Amani Oruwariye). Penalty on Amani Oruwariye: Defensive Offside, 5 yards (accepted) (no play)",1.79,2.46,15.0,2024,210
1.0,6:56,2.0,2.0,DAL 47,0.0,0.0,Chuba Hubbard up the middle for 1 yard (tackle by Chauncey Golston),2.46,1.88,15.0,2024,210
1.0,6:18,3.0,1.0,DAL 46,0.0,0.0,Bryce Young pass complete short right to Chuba Hubbard for 4 yards (tackle by Israel Mukuamu),1.88,2.79,15.0,2024,210
1.0,5:39,1.0,10.0,DAL 42,0.0,0.0,Xavier Legette right end for 2 yards (tackle by Amani Oruwariye),2.79,2.51,15.0,2024,210
1.0,4:56,2.0,8.0,DAL 40,0.0,0.0,Bryce Young pass complete short left to Jalen Coker for 4 yards (tackle by Malik Hooker),2.51,2.34,15.0,2024,210
1.0,4:13,3.0,4.0,DAL 36,0.0,0.0,Bryce Young pass complete short left to Chuba Hubbard for 6 yards,2.34,3.58,15.0,2024,210
1.0,3:33,1.0,10.0,DAL 30,0.0,0.0,Chuba Hubbard right guard for 12 yards (tackle by Donovan Wilson),3.58,4.37,15.0,2024,210
1.0,2:53,1.0,10.0,DAL 18,0.0,0.0,"Bryce Young scrambles left end for 3 yards. Bryce Young fumbles (forced by Marist Liufau), recovered by Marshawn Kneeland at DAL-14 (tackle by Bryce Young)",4.37,0.28,15.0,2024,210
1.0,2:41,1.0,10.0,DAL 14,0.0,0.0,Cooper Rush pass incomplete short right intended for Jake Ferguson,-0.28,-0.75,15.0,2024,210
1.0,2:36,2.0,10.0,DAL 14,0.0,0.0,Rico Dowdle right end for 1 yard (tackle by Claudin Cherelus),-0.75,-1.28,15.0,2024,210
1.0,1:53,3.0,9.0,DAL 15,0.0,0.0,Cooper Rush pass incomplete short right intended for Jalen Tolbert (defended by Jaycee Horn),-1.28,-2.44,15.0,2024,210
1.0,1:46,4.0,9.0,DAL 15,0.0,0.0,"Bryan Anger punts 57 yards, returned by Deven Thompkins for no gain (tackle by Hunter Luepke and Luke Schoonmaker). Penalty on Lonnie Johnson: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-2.44,-0.04,15.0,2024,210
1.0,1:35,1.0,10.0,CAR 18,0.0,0.0,Bryce Young pass complete short middle to Xavier Legette for 5 yards (tackle by Micah Parsons),0.04,0.28,15.0,2024,210
1.0,1:02,2.0,5.0,CAR 23,0.0,0.0,Chuba Hubbard right end for no gain (tackle by Donovan Wilson),0.28,-0.53,15.0,2024,210
1.0,0:24,3.0,5.0,CAR 23,0.0,0.0,"Penalty on Cade Mays: False Start, 5 yards (accepted) (no play)",-0.53,-1.17,15.0,2024,210
1.0,0:05,3.0,10.0,CAR 18,0.0,0.0,Bryce Young pass incomplete short right intended for Jalen Coker,-1.17,-2.24,15.0,2024,210
2.0,15:00,4.0,10.0,CAR 18,0.0,0.0,"Johnny Hekker punts 52 yards, returned by KaVontae Turpin for 3 yards (tackle by Amare Barno). Penalty on Israel Mukuamu: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-2.24,-0.48,15.0,2024,210
2.0,14:46,1.0,10.0,DAL 23,0.0,0.0,Cooper Rush pass complete short left to Brandin Cooks for 4 yards,0.48,0.47,15.0,2024,210
2.0,14:14,2.0,6.0,DAL 27,0.0,0.0,"Rico Dowdle up the middle for 4 yards (tackle by Jordan Fuller). Penalty on Terence Steele: Offensive Holding, 10 yards (accepted)",0.47,-0.34,15.0,2024,210
2.0,13:53,2.0,12.0,DAL 21,0.0,0.0,Cooper Rush pass complete short left to Jake Ferguson for 4 yards (tackle by Jadeveon Clowney),-0.34,-0.49,15.0,2024,210
2.0,13:14,3.0,8.0,DAL 25,0.0,0.0,Cooper Rush pass complete short left to CeeDee Lamb for 20 yards (tackle by Jadeveon Clowney),-0.49,1.93,15.0,2024,210
2.0,12:28,1.0,10.0,DAL 45,0.0,0.0,Rico Dowdle up the middle for 4 yards (tackle by Shy Tuttle),1.93,1.92,15.0,2024,210
2.0,11:53,2.0,6.0,DAL 49,0.0,0.0,Rico Dowdle left end for 3 yards (tackle by Claudin Cherelus and Jonathan Harris),1.92,1.62,15.0,2024,210
2.0,11:18,3.0,3.0,CAR 48,0.0,0.0,Cooper Rush pass complete deep right to CeeDee Lamb for 28 yards (tackle by Jordan Fuller),1.62,4.24,15.0,2024,210
2.0,10:35,1.0,10.0,CAR 20,0.0,0.0,Ezekiel Elliott left guard for 4 yards (tackle by Claudin Cherelus and DJ Johnson),4.24,4.28,15.0,2024,210
2.0,9:55,2.0,6.0,CAR 16,0.0,0.0,Ezekiel Elliott left tackle for 2 yards (tackle by Josey Jewell),4.28,3.89,15.0,2024,210
2.0,9:07,3.0,4.0,CAR 14,6.0,0.0,"Cooper Rush pass complete short right to CeeDee Lamb for 14 yards, touchdown",3.89,7.0,15.0,2024,210
2.0,9:01,,,CAR 15,7.0,0.0,Brandon Aubrey kicks extra point good,0.0,0.0,15.0,2024,210
2.0,9:01,,,DAL 35,7.0,0.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,210
2.0,9:01,1.0,10.0,CAR 30,7.0,0.0,Mike Boone left end for 9 yards (tackle by Jourdan Lewis and Eric Kendricks),0.94,1.61,15.0,2024,210
2.0,8:25,2.0,1.0,CAR 39,7.0,0.0,Mike Boone up the middle for 5 yards (tackle by Chauncey Golston),1.61,1.86,15.0,2024,210
2.0,7:48,1.0,10.0,CAR 44,7.0,0.0,Bryce Young pass complete short right to Adam Thielen for 5 yards,1.86,1.99,15.0,2024,210
2.0,7:11,2.0,5.0,CAR 49,7.0,0.0,Chuba Hubbard left tackle for 2 yards (tackle by Mazi Smith),1.99,1.55,15.0,2024,210
2.0,6:30,3.0,3.0,DAL 49,7.0,0.0,Bryce Young pass short middle (defended by Jourdan Lewis) intended for Adam Thielen is intercepted by Eric Kendricks at DAL-45 and returned for 7 yards (tackle by Robert Hunt),1.55,-2.39,15.0,2024,210
2.0,6:19,1.0,10.0,CAR 48,7.0,0.0,Cooper Rush pass complete short right to Brevyn Spann-Ford for 2 yards (tackle by Michael Jackson),2.39,2.12,15.0,2024,210
2.0,5:40,2.0,8.0,CAR 46,7.0,0.0,Rico Dowdle up the middle for 11 yards (tackle by Cam Gill),2.12,3.25,15.0,2024,210
2.0,5:02,1.0,10.0,CAR 35,7.0,0.0,Rico Dowdle up the middle for 6 yards (tackle by Claudin Cherelus),3.25,3.51,15.0,2024,210
2.0,4:20,2.0,4.0,CAR 29,7.0,0.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb,3.51,2.81,15.0,2024,210
2.0,4:14,3.0,4.0,CAR 29,7.0,0.0,"Penalty on Jalen Tolbert: False Start, 5 yards (accepted) (no play)",2.81,2.15,15.0,2024,210
2.0,4:14,3.0,9.0,CAR 34,7.0,0.0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb (defended by Josey Jewell),2.15,1.06,15.0,2024,210
2.0,4:09,4.0,9.0,CAR 34,10.0,0.0,Brandon Aubrey 52 yard field goal good,1.06,3.0,15.0,2024,210
2.0,4:05,,,DAL 35,10.0,0.0,"Brandon Aubrey kicks off 61 yards, returned by Deven Thompkins for 27 yards (tackle by Kemon Hall)",0.0,1.0,15.0,2024,210
2.0,3:57,1.0,10.0,CAR 31,10.0,0.0,Chuba Hubbard right end for -3 yards (tackle by Marist Liufau),1.0,0.06,15.0,2024,210
2.0,3:18,2.0,13.0,CAR 28,10.0,0.0,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",0.06,-0.62,15.0,2024,210
2.0,3:05,2.0,18.0,CAR 23,10.0,0.0,Bryce Young pass complete short middle to Adam Thielen for 4 yards (tackle by Eric Kendricks),-0.62,-0.76,15.0,2024,210
2.0,2:57,,,,,,Timeout #1 by Dallas Cowboys,,,15.0,2024,210
2.0,2:57,3.0,14.0,CAR 27,10.0,0.0,Bryce Young pass incomplete deep left intended for Xavier Legette (defended by DaRon Bland),-0.76,-1.57,15.0,2024,210
2.0,2:46,4.0,14.0,CAR 27,10.0,0.0,Johnny Hekker punts 41 yards downed by J.J. Jansen,-1.57,-1.07,15.0,2024,210
2.0,2:39,1.0,10.0,DAL 32,10.0,0.0,Cooper Rush pass complete short left to CeeDee Lamb for 8 yards (tackle by Michael Jackson),1.07,1.61,15.0,2024,210
2.0,2:17,2.0,2.0,DAL 40,10.0,0.0,Rico Dowdle up the middle for 4 yards (tackle by Jaden Crumedy and A'Shawn Robinson),1.61,1.86,15.0,2024,210
2.0,2:00,1.0,10.0,DAL 44,10.0,0.0,Cooper Rush pass incomplete short right intended for Jake Ferguson (defended by Jadeveon Clowney),1.86,1.32,15.0,2024,210
2.0,1:57,2.0,10.0,DAL 44,10.0,0.0,"Cooper Rush pass complete short middle to CeeDee Lamb for 6 yards (tackle by Xavier Woods). Penalty on Xavier Woods: Unnecessary Roughness / Defense, 15 yards (accepted)",1.32,3.25,15.0,2024,210
2.0,1:51,1.0,10.0,CAR 35,10.0,0.0,Rico Dowdle up the middle for 6 yards (tackle by Jaden Crumedy and Claudin Cherelus),3.25,3.51,15.0,2024,210
2.0,1:28,2.0,4.0,CAR 29,10.0,0.0,Cooper Rush pass complete short left to CeeDee Lamb for 6 yards (tackle by Jaden Crumedy),3.51,4.04,15.0,2024,210
2.0,1:06,1.0,10.0,CAR 23,10.0,0.0,"Rico Dowdle up the middle for no gain (tackle by Xavier Woods). Penalty on Brock Hoffman: Offensive Holding, 10 yards (accepted) (no play)",4.04,3.38,15.0,2024,210
2.0,0:59,1.0,20.0,CAR 33,10.0,0.0,Cooper Rush pass incomplete short middle intended for Brandin Cooks,3.38,2.15,15.0,2024,210
2.0,0:55,2.0,20.0,CAR 33,10.0,0.0,Cooper Rush pass complete short middle to Jake Ferguson for 19 yards (tackle by Xavier Woods),2.15,4.28,15.0,2024,210
2.0,0:45,,,,,,Timeout #1 by Carolina Panthers,,,15.0,2024,210
2.0,0:45,3.0,1.0,CAR 14,10.0,0.0,"Cooper Rush up the middle for -3 yards. Cooper Rush fumbles, recovered by DJ Johnson at CAR-17",4.28,0.06,15.0,2024,210
2.0,0:42,1.0,10.0,CAR 17,10.0,6.0,"Bryce Young pass complete deep right to Jalen Coker for 83 yards, touchdown",-0.06,7.0,15.0,2024,210
2.0,0:31,,,DAL 15,10.0,7.0,Eddy Piñeiro kicks extra point good,0.0,0.0,15.0,2024,210
2.0,0:31,,,CAR 35,10.0,7.0,"Johnny Hekker kicks off 63 yards, returned by KaVontae Turpin for 22 yards (tackle by Caleb Farley and Johnny Hekker)",0.0,0.54,15.0,2024,210
2.0,0:25,1.0,10.0,DAL 24,10.0,7.0,Cooper Rush pass incomplete short middle intended for Brandin Cooks (defended by Jadeveon Clowney),0.54,0.0,15.0,2024,210
2.0,0:21,,,,,,Timeout #2 by Dallas Cowboys,,,15.0,2024,210
2.0,0:21,2.0,10.0,DAL 24,10.0,7.0,Cooper Rush pass complete short right to CeeDee Lamb for 15 yards (tackle by Jonathan Harris and A'Shawn Robinson),0.0,1.53,15.0,2024,210
2.0,0:15,,,,,,Timeout #3 by Dallas Cowboys,,,15.0,2024,210
2.0,0:15,,,,,,Timeout #2 by Carolina Panthers,,,15.0,2024,210
2.0,0:15,1.0,10.0,DAL 39,10.0,7.0,Cooper Rush scrambles up the middle for 9 yards (tackle by Josey Jewell and Jordan Fuller),1.53,2.2,15.0,2024,210
2.0,0:04,2.0,1.0,DAL 48,10.0,7.0,Cooper Rush spiked the ball,2.2,1.49,15.0,2024,210
2.0,0:03,3.0,1.0,DAL 48,10.0,7.0,"Brandon Aubrey 70 yard field goal no good, returned by Deven Thompkins for no gain (tackle by Brock Hoffman)",1.49,1.93,15.0,2024,210
3.0,15:00,,,DAL 35,10.0,7.0,"Brandon Aubrey kicks off 64 yards, returned by Deven Thompkins for 33 yards (tackle by Jalen Brooks)",0.0,1.2,15.0,2024,210
3.0,14:56,1.0,10.0,CAR 34,10.0,7.0,"Bryce Young sacked by Osa Odighizuwa for -5 yards. Bryce Young fumbles (forced by Osa Odighizuwa), recovered by Chauncey Golston at CAR-29",1.2,-3.64,15.0,2024,210
3.0,14:50,1.0,10.0,CAR 29,10.0,7.0,Rico Dowdle up the middle for 4 yards (tackle by Shy Tuttle),3.64,3.64,15.0,2024,210
3.0,14:21,2.0,6.0,CAR 25,10.0,7.0,"Rico Dowdle left tackle for 5 yards. Rico Dowdle fumbles (forced by Chau Smith-Wade), recovered by Josey Jewell at CAR-18 Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Rico Dowdle left tackle for 5 yards (tackle by Claudin Cherelus)",3.64,3.6,15.0,2024,210
3.0,14:09,3.0,1.0,CAR 20,10.0,7.0,Ezekiel Elliott up the middle for 4 yards (tackle by Josey Jewell),3.6,4.51,15.0,2024,210
3.0,13:34,1.0,10.0,CAR 16,10.0,7.0,Rico Dowdle up the middle for 5 yards (tackle by DJ Johnson and Josey Jewell),4.51,4.76,15.0,2024,210
3.0,12:53,2.0,5.0,CAR 11,16.0,7.0,"Cooper Rush pass complete short right to Jalen Tolbert for 11 yards, touchdown",4.76,7.0,15.0,2024,210
3.0,12:46,,,CAR 15,17.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,15.0,2024,210
3.0,12:46,,,DAL 35,17.0,7.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,210
3.0,12:46,1.0,10.0,CAR 30,17.0,7.0,Chuba Hubbard up the middle for 1 yard (tackle by Osa Odighizuwa),0.94,0.53,15.0,2024,210
3.0,12:08,2.0,9.0,CAR 31,17.0,7.0,Bryce Young sacked by Chauncey Golston for -6 yards,0.53,-0.96,15.0,2024,210
3.0,11:24,3.0,15.0,CAR 25,17.0,7.0,"Penalty on Deven Thompkins: False Start, 5 yards (accepted) (no play)",-0.96,-1.62,15.0,2024,210
3.0,11:07,3.0,20.0,CAR 20,17.0,7.0,Bryce Young pass complete short middle to Adam Thielen for 16 yards (tackle by Donovan Wilson),-1.62,-0.98,15.0,2024,210
3.0,10:31,4.0,4.0,CAR 36,17.0,7.0,"Johnny Hekker punts 44 yards, returned by KaVontae Turpin for 2 yards (tackle by Lonnie Johnson)",-0.98,-0.41,15.0,2024,210
3.0,10:23,1.0,10.0,DAL 22,17.0,7.0,KaVontae Turpin right guard for 16 yards (tackle by Xavier Woods and Josey Jewell),0.41,1.47,15.0,2024,210
3.0,9:43,1.0,10.0,DAL 38,17.0,7.0,Rico Dowdle up the middle for 6 yards (tackle by Josey Jewell),1.47,1.73,15.0,2024,210
3.0,9:08,2.0,4.0,DAL 44,17.0,7.0,Rico Dowdle up the middle for 10 yards (tackle by Xavier Woods),1.73,2.52,15.0,2024,210
3.0,8:31,1.0,10.0,CAR 46,17.0,7.0,Cooper Rush pass complete deep left to Brandin Cooks for 18 yards (tackle by Michael Jackson),2.52,3.71,15.0,2024,210
3.0,7:48,1.0,10.0,CAR 28,17.0,7.0,Cooper Rush pass complete short middle to CeeDee Lamb for 11 yards (tackle by Demani Richardson and Jordan Fuller),3.71,4.44,15.0,2024,210
3.0,7:05,1.0,10.0,CAR 17,23.0,7.0,"Cooper Rush pass complete deep right to Jalen Brooks for 17 yards, touchdown",4.44,7.0,15.0,2024,210
3.0,6:55,,,CAR 15,24.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,15.0,2024,210
3.0,6:55,,,DAL 35,24.0,7.0,"Brandon Aubrey kicks off 62 yards, returned by Deven Thompkins for 28 yards (tackle by Kemon Hall)",0.0,1.0,15.0,2024,210
3.0,6:50,1.0,10.0,CAR 31,24.0,7.0,Bryce Young sacked by Micah Parsons for -9 yards,1.0,-0.76,15.0,2024,210
3.0,6:12,2.0,19.0,CAR 22,24.0,7.0,Bryce Young pass complete short left to Adam Thielen for 8 yards (tackle by Jourdan Lewis),-0.76,-0.36,15.0,2024,210
3.0,5:32,3.0,11.0,CAR 30,24.0,7.0,Bryce Young sacked by Jourdan Lewis for -10 yards,-0.36,-2.03,15.0,2024,210
3.0,4:46,4.0,21.0,CAR 20,24.0,7.0,Johnny Hekker punts 53 yards downed by Feleipe Franks,-2.03,-0.74,15.0,2024,210
3.0,4:33,1.0,10.0,DAL 27,24.0,7.0,Ezekiel Elliott right end for 3 yards (tackle by Josey Jewell and Claudin Cherelus),0.74,0.6,15.0,2024,210
3.0,3:51,2.0,7.0,DAL 30,24.0,7.0,Cooper Rush pass complete short left to Ezekiel Elliott for 11 yards (tackle by Claudin Cherelus),0.6,1.66,15.0,2024,210
3.0,3:05,1.0,10.0,DAL 41,24.0,7.0,"Rico Dowdle up the middle for 4 yards (tackle by Jordan Fuller and DJ Johnson) Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",1.66,1.66,15.0,2024,210
3.0,2:18,2.0,6.0,DAL 45,24.0,7.0,Cooper Rush pass complete short middle to Brandin Cooks for 12 yards (tackle by Claudin Cherelus),1.66,2.72,15.0,2024,210
3.0,1:40,1.0,10.0,CAR 43,24.0,7.0,Rico Dowdle right end for 12 yards (tackle by Xavier Woods),2.72,3.51,15.0,2024,210
3.0,0:57,1.0,10.0,CAR 31,24.0,7.0,KaVontae Turpin right end for 11 yards (tackle by Jordan Fuller and Xavier Woods),3.51,4.24,15.0,2024,210
3.0,0:13,1.0,10.0,CAR 20,24.0,7.0,"Penalty on T.J. Bass: False Start, 5 yards (accepted) (no play)",4.24,3.91,15.0,2024,210
4.0,15:00,1.0,15.0,CAR 25,24.0,7.0,Cooper Rush pass incomplete deep left intended for CeeDee Lamb (defended by Michael Jackson),3.91,3.02,15.0,2024,210
4.0,14:55,2.0,15.0,CAR 25,24.0,7.0,"Penalty on DAL: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",3.02,2.34,15.0,2024,210
4.0,14:55,2.0,20.0,CAR 30,24.0,7.0,Rico Dowdle up the middle for 3 yards (tackle by Jadeveon Clowney),2.34,2.08,15.0,2024,210
4.0,14:18,3.0,17.0,CAR 27,24.0,7.0,Cooper Rush pass incomplete short left intended for KaVontae Turpin (defended by D.J. Wonnum),2.08,1.67,15.0,2024,210
4.0,14:16,4.0,17.0,CAR 27,27.0,7.0,Brandon Aubrey 45 yard field goal good,1.67,3.0,15.0,2024,210
4.0,14:12,,,DAL 35,27.0,7.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,210
4.0,14:12,1.0,10.0,CAR 30,27.0,7.0,Bryce Young pass complete short right to Tommy Tremble for 7 yards (tackle by Malik Hooker),0.94,1.34,15.0,2024,210
4.0,13:44,2.0,3.0,CAR 37,27.0,7.0,Chuba Hubbard up the middle for 8 yards (tackle by Eric Kendricks),1.34,1.93,15.0,2024,210
4.0,13:20,1.0,10.0,CAR 45,27.0,7.0,Bryce Young pass complete short right to Chuba Hubbard for 1 yard (tackle by Chauncey Golston),1.93,1.52,15.0,2024,210
4.0,12:47,2.0,9.0,CAR 46,27.0,7.0,Bryce Young pass incomplete short right intended for Jalen Coker,1.52,0.83,15.0,2024,210
4.0,12:37,3.0,9.0,CAR 46,27.0,7.0,Chuba Hubbard up the middle for 2 yards (tackle by Osa Odighizuwa),0.83,-0.19,15.0,2024,210
4.0,12:01,4.0,7.0,CAR 48,27.0,7.0,Bryce Young pass complete short middle to Adam Thielen for 18 yards (tackle by Andrew Booth),-0.19,3.31,15.0,2024,210
4.0,11:32,1.0,10.0,DAL 34,27.0,7.0,Bryce Young pass complete short right to Jalen Coker for 8 yards (tackle by Marist Liufau and Andrew Booth),3.31,3.85,15.0,2024,210
4.0,10:58,2.0,2.0,DAL 26,27.0,7.0,"Penalty on Micah Parsons: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.85,4.17,15.0,2024,210
4.0,10:47,1.0,10.0,DAL 21,27.0,7.0,Bryce Young pass complete short right to David Moore for 3 yards (tackle by Andrew Booth),4.17,4.04,15.0,2024,210
4.0,10:14,2.0,7.0,DAL 18,27.0,7.0,Bryce Young pass incomplete short left,4.04,3.31,15.0,2024,210
4.0,10:03,3.0,7.0,DAL 18,27.0,7.0,"Penalty on Adam Thielen: False Start, 5 yards (accepted) (no play)",3.31,2.68,15.0,2024,210
4.0,10:03,3.0,12.0,DAL 23,27.0,7.0,Bryce Young sacked by Micah Parsons for -2 yards,2.68,1.8,15.0,2024,210
4.0,9:34,,,,,,Timeout #1 by Dallas Cowboys,,,15.0,2024,210
4.0,9:34,4.0,14.0,DAL 25,27.0,7.0,"Bryce Young pass incomplete deep right intended for Jalen Coker. Penalty on Carl Lawson: Roughing the Passer, 15 yards (declined) . Penalty on Andrew Booth: Defensive Pass Interference, 20 yards (accepted) (no play)",1.8,6.06,15.0,2024,210
4.0,9:28,1.0,5.0,DAL 5,27.0,7.0,"Bryce Young pass incomplete short middle intended for David Moore. Penalty on DaRon Bland: Defensive Pass Interference, 4 yards (accepted) (no play)",6.06,6.97,15.0,2024,210
4.0,9:25,1.0,1.0,DAL 1,27.0,7.0,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",6.97,5.83,15.0,2024,210
4.0,9:25,1.0,6.0,DAL 6,27.0,7.0,Bryce Young pass incomplete short right intended for David Moore,5.83,4.95,15.0,2024,210
4.0,9:19,2.0,6.0,DAL 6,27.0,13.0,"Bryce Young scrambles right end for 6 yards, touchdown",4.95,7.0,15.0,2024,210
4.0,9:13,,,DAL 15,27.0,14.0,Eddy Piñeiro kicks extra point good,0.0,0.0,15.0,2024,210
4.0,9:13,,,CAR 35,27.0,14.0,"Johnny Hekker kicks off 50 yards, returned by KaVontae Turpin for 24 yards (tackle by Jacoby Windmon and Caleb Farley). Penalty on Sam Franklin: Unnecessary Roughness / Offense, 15 yards (accepted)",0.0,2.52,15.0,2024,210
4.0,9:06,1.0,10.0,CAR 46,27.0,14.0,Rico Dowdle up the middle for 7 yards (tackle by Josey Jewell),2.52,2.92,15.0,2024,210
4.0,8:25,2.0,3.0,CAR 39,27.0,14.0,Rico Dowdle up the middle for 8 yards (tackle by Jordan Fuller),2.92,3.51,15.0,2024,210
4.0,7:46,1.0,10.0,CAR 31,27.0,14.0,Rico Dowdle left end for 4 yards (tackle by D.J. Wonnum),3.51,3.51,15.0,2024,210
4.0,6:59,2.0,6.0,CAR 27,27.0,14.0,Rico Dowdle up the middle for 4 yards (tackle by Josey Jewell),3.51,3.34,15.0,2024,210
4.0,6:16,3.0,2.0,CAR 23,27.0,14.0,Cooper Rush pass incomplete short right intended for CeeDee Lamb,3.34,2.05,15.0,2024,210
4.0,6:12,4.0,2.0,CAR 23,30.0,14.0,Brandon Aubrey 41 yard field goal good,2.05,3.0,15.0,2024,210
4.0,6:09,,,DAL 35,30.0,14.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,210
4.0,6:09,1.0,10.0,CAR 30,30.0,14.0,Bryce Young pass complete short left to David Moore for 16 yards (tackle by Marist Liufau and Eric Kendricks),0.94,1.99,15.0,2024,210
4.0,5:52,1.0,10.0,CAR 46,30.0,14.0,Bryce Young pass complete short middle to Tommy Tremble for 8 yards (tackle by Donovan Wilson and Marist Liufau),1.99,2.53,15.0,2024,210
4.0,5:26,2.0,2.0,DAL 46,30.0,14.0,Bryce Young sacked by Carl Lawson for -12 yards,2.53,0.23,15.0,2024,210
4.0,4:56,3.0,14.0,CAR 42,30.0,14.0,"Bryce Young pass incomplete deep right intended for Chuba Hubbard. Penalty on Marist Liufau: Defensive Holding, 5 yards (accepted) (no play)",0.23,2.06,15.0,2024,210
4.0,4:43,1.0,10.0,CAR 47,30.0,14.0,"Penalty on Micah Parsons: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.06,2.79,15.0,2024,210
4.0,4:43,1.0,5.0,DAL 48,30.0,14.0,"Bryce Young pass incomplete deep middle intended for Jalen Coker. Penalty on Carl Lawson: Defensive Offside, 5 yards (accepted) (no play)",2.79,2.72,15.0,2024,210
4.0,4:39,1.0,10.0,DAL 43,30.0,14.0,Bryce Young pass incomplete short left intended for Ja'Tavion Sanders,2.72,2.18,15.0,2024,210
4.0,4:34,2.0,10.0,DAL 43,30.0,14.0,Bryce Young pass incomplete short right intended for David Moore,2.18,1.49,15.0,2024,210
4.0,4:30,3.0,10.0,DAL 43,30.0,14.0,Bryce Young pass deep middle intended for Adam Thielen is intercepted by Israel Mukuamu at DAL-10 and returned for 15 yards (tackle by David Moore),1.49,-0.61,15.0,2024,210
4.0,4:21,1.0,10.0,DAL 25,30.0,14.0,Ezekiel Elliott right end for 3 yards (tackle by DJ Johnson),0.61,0.47,15.0,2024,210
4.0,4:14,,,,,,Timeout #1 by Carolina Panthers,,,15.0,2024,210
4.0,4:14,2.0,7.0,DAL 28,30.0,14.0,Ezekiel Elliott left guard for 2 yards (tackle by Jonathan Harris),0.47,0.04,15.0,2024,210
4.0,4:08,,,,,,Timeout #2 by Carolina Panthers,,,15.0,2024,210
