Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA,week,year,game_id
2.0,1:36,3.0,3.0,CAR 39,20.0,7.0,Geno Smith pass complete short middle to D.K. Metcalf for 10 yards (tackle by T.J. Carrie),2.21,3.64,14.0,2022,205
2.0,1:16,1.0,10.0,CAR 29,20.0,7.0,Geno Smith sacked by Frankie Luvu for -4 yards,3.64,2.56,14.0,2022,205
2.0,1:06,,,,,,Timeout #1 by Seattle Seahawks,,,14.0,2022,205
2.0,1:06,2.0,14.0,CAR 33,20.0,7.0,Geno Smith pass complete short left to Tyler Lockett for 6 yards (tackle by Shaq Thompson),2.56,2.68,14.0,2022,205
2.0,0:35,3.0,8.0,CAR 27,20.0,7.0,Geno Smith pass complete short right to Marquise Goodwin for 15 yards (tackle by Jeremy Chinn),2.68,4.78,14.0,2022,205
2.0,0:29,1.0,10.0,CAR 12,20.0,7.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.78,4.1,14.0,2022,205
2.0,0:25,2.0,10.0,CAR 12,20.0,7.0,Geno Smith pass incomplete short middle intended for Colby Parkinson,4.1,3.12,14.0,2022,205
2.0,0:20,3.0,10.0,CAR 12,20.0,13.0,"Geno Smith pass complete short middle to D.K. Metcalf for 12 yards, touchdown",3.12,7.0,14.0,2022,205
2.0,0:16,,,CAR 15,20.0,14.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2022,205
2.0,0:16,,,SEA 35,20.0,14.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,205
2.0,0:16,1.0,10.0,CAR 25,20.0,14.0,Chuba Hubbard right guard for no gain (tackle by Bruce Irvin and Uchenna Nwosu),0.61,0.06,14.0,2022,205
3.0,15:00,,,CAR 35,20.0,14.0,"Eddy Pineiro kicks off 60 yards, returned by Godwin Igwebuike for 35 yards (tackle by Marquis Haynes)",0.0,1.6,14.0,2022,205
3.0,14:53,1.0,10.0,SEA 40,20.0,14.0,Travis Homer left tackle for 1 yard (tackle by Matthew Ioannidis and Yetur Gross-Matos),1.6,1.19,14.0,2022,205
3.0,14:08,2.0,9.0,SEA 41,20.0,14.0,Geno Smith pass complete short right to Marquise Goodwin for 14 yards,1.19,2.59,14.0,2022,205
3.0,13:34,1.0,10.0,CAR 45,20.0,14.0,Geno Smith pass incomplete deep left intended for Will Dissly,2.59,2.04,14.0,2022,205
3.0,13:29,2.0,10.0,CAR 45,20.0,14.0,Geno Smith scrambles left end for 13 yards (tackle by Juston Burris),2.04,3.45,14.0,2022,205
3.0,12:57,1.0,10.0,CAR 32,20.0,14.0,Travis Homer up the middle for 16 yards (tackle by Jaycee Horn and C.J. Henderson),3.45,4.51,14.0,2022,205
3.0,12:12,1.0,10.0,CAR 16,20.0,14.0,Travis Homer left guard for 1 yard (tackle by Bravvion Roy),4.51,4.05,14.0,2022,205
3.0,11:33,2.0,9.0,CAR 15,20.0,14.0,Geno Smith scrambles left end for 2 yards (tackle by Shaq Thompson),4.05,3.54,14.0,2022,205
3.0,10:48,3.0,7.0,CAR 13,20.0,14.0,Geno Smith pass complete short right to Marquise Goodwin for 4 yards (tackle by Jaycee Horn),3.54,2.93,14.0,2022,205
3.0,10:03,4.0,3.0,CAR 9,20.0,17.0,Jason Myers 27 yard field goal good,2.93,3.0,14.0,2022,205
3.0,10:00,,,SEA 35,20.0,17.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,205
3.0,10:00,1.0,10.0,CAR 25,20.0,17.0,D'Onta Foreman left tackle for 4 yards (tackle by Cody Barton and L.J. Collier),0.61,0.6,14.0,2022,205
3.0,9:17,2.0,6.0,CAR 29,20.0,17.0,Sam Darnold pass complete short middle to Shi Smith for 4 yards (tackle by Cody Barton),0.6,0.43,14.0,2022,205
3.0,8:29,3.0,2.0,CAR 33,20.0,17.0,Sam Darnold pass incomplete deep right intended for Stephen Sullivan (defended by Coby Bryant),0.43,-1.18,14.0,2022,205
3.0,8:21,4.0,2.0,CAR 33,20.0,17.0,"Johnny Hekker punts 67 yards, touchback.",-1.18,-0.28,14.0,2022,205
3.0,8:13,1.0,10.0,SEA 20,20.0,17.0,Geno Smith pass complete short middle to Tony Jones for no gain (tackle by Brandon Smith),0.28,-0.27,14.0,2022,205
3.0,7:33,2.0,10.0,SEA 20,20.0,17.0,Geno Smith pass incomplete short middle intended for Tony Jones (defended by Frankie Luvu),-0.27,-0.96,14.0,2022,205
3.0,7:29,3.0,10.0,SEA 20,20.0,17.0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Jeremy Chinn),-0.96,-2.03,14.0,2022,205
3.0,7:25,4.0,10.0,SEA 20,20.0,17.0,Michael Dickson punts 49 yards downed by Travis Homer,-2.03,-1.0,14.0,2022,205
3.0,7:14,1.0,10.0,CAR 31,20.0,17.0,D'Onta Foreman right guard for 1 yard (tackle by Ryan Neal and Quinton Jefferson),1.0,0.6,14.0,2022,205
3.0,6:30,2.0,9.0,CAR 32,20.0,17.0,"Sam Darnold pass complete deep right to Terrace Marshall for 18 yards (tackle by Ryan Neal) SEA challenged the pass completion ruling, and the play was upheld.",0.6,2.26,14.0,2022,205
3.0,6:02,1.0,10.0,CAR 50,20.0,17.0,Sam Darnold pass incomplete short right,2.26,1.71,14.0,2022,205
3.0,5:54,2.0,10.0,CAR 50,20.0,17.0,Sam Darnold scrambles up the middle for 26 yards (tackle by Tariq Woolen),1.71,3.97,14.0,2022,205
3.0,5:14,1.0,10.0,SEA 24,20.0,17.0,D'Onta Foreman up the middle for 6 yards (tackle by Myles Adams),3.97,4.29,14.0,2022,205
3.0,4:32,2.0,4.0,SEA 18,20.0,17.0,D'Onta Foreman right guard for 4 yards (tackle by Cody Barton and Jordyn Brooks),4.29,4.65,14.0,2022,205
3.0,3:53,1.0,10.0,SEA 14,20.0,17.0,Sam Darnold pass complete short right to Ian Thomas for 3 yards (tackle by Ryan Neal and Bryan Mone),4.65,4.52,14.0,2022,205
3.0,3:09,2.0,7.0,SEA 11,20.0,17.0,Sam Darnold pass complete short left to Laviska Shenault for 5 yards (tackle by Quandre Diggs and Cody Barton),4.52,4.73,14.0,2022,205
3.0,2:25,3.0,2.0,SEA 6,20.0,17.0,Chuba Hubbard up the middle for 1 yard (tackle by Ryan Neal),4.73,3.03,14.0,2022,205
3.0,1:41,4.0,1.0,SEA 5,20.0,17.0,D'Onta Foreman right guard for 2 yards (tackle by Michael Jackson and Jordyn Brooks),3.03,6.51,14.0,2022,205
3.0,0:56,1.0,3.0,SEA 3,20.0,17.0,Sam Darnold pass incomplete short right,6.51,5.53,14.0,2022,205
3.0,0:48,2.0,3.0,SEA 3,20.0,17.0,Sam Darnold pass incomplete short right intended for D.J. Moore,5.53,4.72,14.0,2022,205
3.0,0:45,3.0,3.0,SEA 3,20.0,17.0,Sam Darnold pass incomplete short middle intended for Tommy Tremble (defended by Ryan Neal),4.72,3.04,14.0,2022,205
3.0,0:40,4.0,3.0,SEA 3,20.0,17.0,Sam Darnold pass incomplete short middle intended for Tommy Tremble (defended by Quandre Diggs),3.04,0.38,14.0,2022,205
3.0,0:34,1.0,10.0,SEA 4,20.0,17.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,-0.38,-0.78,14.0,2022,205
3.0,0:30,2.0,10.0,SEA 4,20.0,17.0,Geno Smith pass incomplete short left intended for Travis Homer (defended by C.J. Henderson),-0.78,-1.42,14.0,2022,205
3.0,0:26,,,,,,Timeout #2 by Seattle Seahawks,,,14.0,2022,205
3.0,0:26,3.0,10.0,SEA 4,20.0,17.0,Geno Smith pass complete short left to Tyler Lockett for 10 yards (tackle by C.J. Henderson),-1.42,-0.28,14.0,2022,205
4.0,15:00,1.0,10.0,SEA 14,20.0,17.0,Geno Smith pass complete short middle to Will Dissly for 12 yards (tackle by Shaq Thompson),-0.28,0.67,14.0,2022,205
4.0,14:23,1.0,10.0,SEA 26,20.0,17.0,Geno Smith pass complete deep left to D.K. Metcalf for 17 yards (tackle by Jaycee Horn),0.67,1.8,14.0,2022,205
4.0,13:46,1.0,10.0,SEA 43,20.0,17.0,Travis Homer up the middle for no gain (tackle by Frankie Luvu and Yetur Gross-Matos),1.8,1.25,14.0,2022,205
4.0,13:13,2.0,10.0,SEA 43,20.0,17.0,Geno Smith pass incomplete short left intended for Noah Fant,1.25,0.56,14.0,2022,205
4.0,13:09,3.0,10.0,SEA 43,20.0,17.0,Geno Smith sacked by and Shaq Thompson for -6 yards and Brian Burns for -6 yards,0.56,-0.91,14.0,2022,205
4.0,12:32,4.0,16.0,SEA 37,20.0,17.0,"Michael Dickson punts 37 yards, recovered by Keith Taylor at CAR-26",-0.91,-0.67,14.0,2022,205
4.0,12:23,1.0,10.0,CAR 26,20.0,17.0,Chuba Hubbard left guard for 11 yards (tackle by Uchenna Nwosu),0.67,1.4,14.0,2022,205
4.0,11:50,1.0,10.0,CAR 37,20.0,17.0,Chuba Hubbard left end for 6 yards (tackle by Ryan Neal and Jordyn Brooks),1.4,1.67,14.0,2022,205
4.0,11:06,2.0,4.0,CAR 43,20.0,17.0,Sam Darnold right tackle for 2 yards (tackle by Uchenna Nwosu),1.67,1.22,14.0,2022,205
4.0,10:25,3.0,2.0,CAR 45,20.0,17.0,Chuba Hubbard up the middle for 12 yards (tackle by Quandre Diggs),1.22,2.72,14.0,2022,205
4.0,9:44,1.0,10.0,SEA 43,20.0,17.0,Sam Darnold pass incomplete short right,2.72,2.18,14.0,2022,205
4.0,9:36,2.0,10.0,SEA 43,20.0,17.0,Raheem Blackshear left guard for 16 yards (tackle by Ryan Neal),2.18,3.78,14.0,2022,205
4.0,8:55,1.0,10.0,SEA 27,20.0,17.0,Raheem Blackshear left tackle for 6 yards (tackle by Cody Barton and Ryan Neal),3.78,4.04,14.0,2022,205
4.0,8:16,2.0,4.0,SEA 21,20.0,17.0,Chuba Hubbard left tackle for 7 yards (tackle by Cody Barton),4.04,4.65,14.0,2022,205
4.0,7:35,1.0,10.0,SEA 14,20.0,17.0,Sam Darnold pass complete short right to Laviska Shenault for 6 yards (tackle by Coby Bryant),4.65,5.09,14.0,2022,205
4.0,7:02,2.0,4.0,SEA 8,26.0,17.0,"Raheem Blackshear up the middle for 8 yards, touchdown",5.09,7.0,14.0,2022,205
4.0,6:57,,,SEA 15,27.0,17.0,Eddy Pineiro kicks extra point good,0.0,0.0,14.0,2022,205
4.0,6:57,,,CAR 35,27.0,17.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,205
4.0,6:57,1.0,10.0,SEA 25,27.0,17.0,Geno Smith pass incomplete short right intended for Tyler Lockett,0.61,0.06,14.0,2022,205
4.0,6:53,2.0,10.0,SEA 25,27.0,17.0,Tony Jones right tackle for 2 yards (tackle by Shaq Thompson and Jeremy Chinn),0.06,-0.36,14.0,2022,205
4.0,6:31,3.0,8.0,SEA 27,27.0,17.0,"Geno Smith pass short left intended for D.K. Metcalf is intercepted by Jaycee Horn at SEA-37 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Jaycee Horn)",-0.36,-1.57,14.0,2022,205
4.0,6:28,4.0,8.0,SEA 27,27.0,17.0,"Michael Dickson punts 49 yards, returned by Shi Smith for 11 yards (tackle by Carson Tinker)",-1.57,-1.27,14.0,2022,205
4.0,6:17,1.0,10.0,CAR 35,27.0,17.0,D'Onta Foreman right guard for 11 yards (tackle by Jordyn Brooks),1.27,1.99,14.0,2022,205
4.0,5:39,1.0,10.0,CAR 46,27.0,17.0,D'Onta Foreman left guard for 7 yards (tackle by Bryan Mone),1.99,2.4,14.0,2022,205
4.0,4:52,2.0,3.0,SEA 47,27.0,17.0,Chuba Hubbard left guard for 7 yards (tackle by Cody Barton),2.4,2.92,14.0,2022,205
4.0,4:05,1.0,10.0,SEA 40,27.0,17.0,D'Onta Foreman up the middle for 1 yard (tackle by Jordyn Brooks),2.92,2.51,14.0,2022,205
4.0,3:19,2.0,9.0,SEA 39,27.0,17.0,"D'Onta Foreman left end for 3 yards (tackle by Tariq Woolen). Penalty on Tariq Woolen: Face Mask (15 Yards), 15 yards (accepted)",2.51,4.17,14.0,2022,205
4.0,3:12,1.0,10.0,SEA 21,27.0,17.0,"Penalty on Cameron Erving: False Start, 5 yards (accepted) (no play)",4.17,3.84,14.0,2022,205
4.0,3:12,1.0,15.0,SEA 26,27.0,17.0,D'Onta Foreman right guard for 3 yards (tackle by Myles Adams and L.J. Collier),3.84,3.36,14.0,2022,205
4.0,3:06,,,,,,Timeout #3 by Seattle Seahawks,,,14.0,2022,205
4.0,3:06,2.0,12.0,SEA 23,27.0,17.0,D'Onta Foreman right guard for 2 yards (tackle by Myles Adams and Cody Barton),3.36,2.94,14.0,2022,205
4.0,2:18,3.0,10.0,SEA 21,27.0,17.0,Chuba Hubbard up the middle for no gain (tackle by Quandre Diggs),2.94,2.06,14.0,2022,205
4.0,2:00,4.0,10.0,SEA 21,30.0,17.0,Eddy Pineiro 39 yard field goal good,2.06,3.0,14.0,2022,205
4.0,1:56,,,CAR 35,30.0,17.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,205
4.0,1:56,1.0,10.0,SEA 25,30.0,17.0,"Geno Smith pass complete deep right to Tyler Lockett for 23 yards. Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",0.61,2.13,14.0,2022,205
4.0,1:49,1.0,10.0,SEA 48,30.0,17.0,Geno Smith sacked by Marquis Haynes for -13 yards,2.13,-0.17,14.0,2022,205
4.0,1:14,2.0,23.0,SEA 35,30.0,17.0,Geno Smith pass complete short left to Colby Parkinson for 10 yards (tackle by T.J. Carrie),-0.17,0.5,14.0,2022,205
4.0,1:08,3.0,13.0,SEA 45,30.0,17.0,Geno Smith pass complete short middle to Travis Homer for 6 yards (tackle by Shaq Thompson),0.5,0.0,14.0,2022,205
4.0,0:46,4.0,7.0,CAR 49,30.0,17.0,Geno Smith pass complete short right to D.K. Metcalf for 25 yards (tackle by Jaycee Horn and Myles Hartsfield),0.0,3.97,14.0,2022,205
4.0,0:27,1.0,10.0,CAR 24,30.0,23.0,"Geno Smith pass complete short right to Marquise Goodwin for 24 yards, touchdown. Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",3.97,7.0,14.0,2022,205
4.0,0:16,,,CAR 15,30.0,24.0,Jason Myers kicks extra point good,0.0,0.0,14.0,2022,205
4.0,0:16,,,,,,Timeout #1 by Carolina Panthers,,,14.0,2022,205
4.0,0:16,,,SEA 35,30.0,24.0,"Jason Myers kicks onside 9 yards, returned by Jaycee Horn for 3 yards",0.0,2.85,14.0,2022,205
4.0,0:15,1.0,10.0,SEA 41,30.0,24.0,Sam Darnold kneels for -1 yards,2.85,2.17,14.0,2022,205
