Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA,week,year,game_id
1.0,6:02,1.0,10.0,DET 22,0.0,7.0,Kirk Cousins pass complete short right to C.J. Ham for 9 yards (tackle by DeShon Elliott and Alex Anzalone),4.11,5.06,14.0,2022,200
1.0,5:20,2.0,1.0,DET 13,0.0,7.0,Dalvin Cook up the middle for 2 yards (tackle by Kerby Joseph and Jerry Jacobs),5.06,4.84,14.0,2022,200
1.0,4:37,1.0,10.0,DET 11,0.0,7.0,"Kirk Cousins pass complete short middle to K.J. Osborn for 4 yards (tackle by Alex Anzalone). Penalty on Jeff Okudah: Unnecessary Roughness / Defense, 4 yards (accepted)",4.84,6.51,14.0,2022,200
1.0,4:12,1.0,3.0,DET 3,0.0,7.0,"Kirk Cousins pass incomplete short right intended for Adam Thielen. Penalty on Jeff Okudah: Defensive Pass Interference, 2 yards (accepted) (no play)",6.51,6.97,14.0,2022,200
1.0,4:06,1.0,1.0,DET 1,6.0,7.0,"Dalvin Cook left end for 1 yard, touchdown",6.97,7.0,14.0,2022,200
1.0,4:02,,,DET 15,7.0,7.0,Greg Joseph kicks extra point good,0.0,0.0,14.0,2022,200
1.0,4:02,,,MIN 35,7.0,7.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
1.0,4:02,1.0,10.0,DET 25,7.0,7.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by Josh Metellus),0.61,0.87,14.0,2022,200
1.0,3:45,2.0,4.0,DET 31,7.0,7.0,"D'Andre Swift for no gain (tackle by Khyiris Tonga). Penalty on Jonah Jackson: Offensive Holding, 10 yards (accepted) (no play)",0.87,-0.48,14.0,2022,200
1.0,3:23,2.0,14.0,DET 21,7.0,7.0,Jared Goff pass complete short left to D'Andre Swift for 1 yard (tackle by Josh Metellus),-0.48,-1.02,14.0,2022,200
1.0,2:44,3.0,13.0,DET 22,7.0,7.0,Jared Goff scrambles right end for 8 yards (tackle by Chandon Sullivan),-1.02,-1.37,14.0,2022,200
1.0,2:44,4.0,5.0,DET 30,7.0,7.0,"Penalty on Chandon Sullivan: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-1.37,1.93,14.0,2022,200
1.0,2:26,1.0,10.0,DET 45,7.0,7.0,Justin Jackson up the middle for 1 yard (tackle by Dalvin Tomlinson and Khyiris Tonga),1.93,1.52,14.0,2022,200
1.0,1:51,2.0,9.0,DET 46,7.0,7.0,Jared Goff pass incomplete short middle intended for D'Andre Swift,1.52,0.83,14.0,2022,200
1.0,1:48,3.0,9.0,DET 46,7.0,7.0,Jared Goff pass complete short left to DJ Chark for 9 yards (tackle by Eric Kendricks),0.83,2.59,14.0,2022,200
1.0,1:06,1.0,10.0,MIN 45,7.0,7.0,Jared Goff pass incomplete short left,2.59,2.04,14.0,2022,200
1.0,1:00,2.0,10.0,MIN 45,7.0,7.0,Jared Goff pass complete short middle to Shane Zylstra for 4 yards (tackle by Josh Metellus),2.04,1.88,14.0,2022,200
1.0,0:21,3.0,6.0,MIN 41,7.0,7.0,Justin Jackson up the middle for 2 yards (tackle by Dalvin Tomlinson),1.88,0.66,14.0,2022,200
2.0,15:00,4.0,4.0,MIN 39,7.0,7.0,Jared Goff pass incomplete short middle intended for DJ Chark,0.66,-1.53,14.0,2022,200
2.0,14:56,1.0,10.0,MIN 39,7.0,7.0,Dalvin Cook left end for 3 yards (tackle by Mike Hughes and Jerry Jacobs),1.53,1.39,14.0,2022,200
2.0,14:13,2.0,7.0,MIN 42,7.0,7.0,Kirk Cousins pass complete short right to K.J. Osborn for 9 yards (tackle by Kerby Joseph),1.39,2.32,14.0,2022,200
2.0,13:35,1.0,10.0,DET 49,7.0,7.0,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by Jerry Jacobs),2.32,1.78,14.0,2022,200
2.0,13:27,2.0,10.0,DET 49,7.0,7.0,"Penalty on Austin Schlottmann: False Start, 5 yards (accepted) (no play)",1.78,1.11,14.0,2022,200
2.0,13:27,2.0,15.0,MIN 46,7.0,7.0,Kirk Cousins pass complete short right to Justin Jefferson for 6 yards (tackle by Jeff Okudah),1.11,1.22,14.0,2022,200
2.0,13:02,3.0,9.0,DET 48,7.0,7.0,Kirk Cousins pass incomplete short right intended for T.J. Hockenson,1.22,0.07,14.0,2022,200
2.0,12:57,4.0,9.0,DET 48,7.0,7.0,"Ryan Wright punts 35 yards, fair catch by Kalif Raymond at DET-13",0.07,0.32,14.0,2022,200
2.0,12:50,1.0,10.0,DET 13,7.0,7.0,Jamaal Williams right end for 7 yards (tackle by Jordan Hicks and Josh Metellus),-0.32,0.22,14.0,2022,200
2.0,12:14,2.0,3.0,DET 20,7.0,7.0,Jared Goff pass complete short left to Josh Reynolds for 7 yards (tackle by Cameron Dantzler),0.22,0.74,14.0,2022,200
2.0,11:38,1.0,10.0,DET 27,7.0,7.0,Jared Goff pass complete short right to Josh Reynolds for 15 yards (tackle by Patrick Peterson),0.74,1.73,14.0,2022,200
2.0,11:02,1.0,10.0,DET 42,7.0,7.0,Jared Goff pass complete short right to Josh Reynolds for 6 yards (tackle by Patrick Peterson),1.73,2.0,14.0,2022,200
2.0,10:40,2.0,4.0,DET 48,7.0,7.0,D'Andre Swift up the middle for 3 yards (tackle by Dalvin Tomlinson),2.0,1.69,14.0,2022,200
2.0,10:05,3.0,1.0,MIN 49,7.0,7.0,Amon-Ra St. Brown left end for 6 yards (tackle by Camryn Bynum and Cameron Dantzler),1.69,2.72,14.0,2022,200
2.0,9:30,1.0,10.0,MIN 43,7.0,7.0,Jared Goff pass incomplete short right,2.72,2.18,14.0,2022,200
2.0,9:24,2.0,10.0,MIN 43,7.0,7.0,Jamaal Williams right end for -2 yards (tackle by Jordan Hicks),2.18,1.22,14.0,2022,200
2.0,8:47,3.0,12.0,MIN 45,7.0,7.0,Jared Goff pass complete short right to Kalif Raymond for 5 yards (tackle by Esezi Otomewo),1.22,0.59,14.0,2022,200
2.0,8:05,4.0,7.0,MIN 40,7.0,7.0,Jack Fox punts 30 yards out of bounds,0.59,0.38,14.0,2022,200
2.0,7:58,1.0,10.0,MIN 10,7.0,7.0,Alexander Mattison right end for -1 yards (tackle by Malcolm Rodriguez and John Cominsky),-0.38,-0.85,14.0,2022,200
2.0,7:30,2.0,11.0,MIN 9,7.0,7.0,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,-0.85,-1.54,14.0,2022,200
2.0,7:26,3.0,11.0,MIN 9,7.0,7.0,"Kirk Cousins pass complete short right to Justin Jefferson for 10 yards (tackle by Jeff Okudah) MIN challenged the first down ruling, and the play was upheld.",-1.54,-2.14,14.0,2022,200
2.0,6:56,4.0,1.0,MIN 19,7.0,7.0,"Ryan Wright punts 64 yards, returned by Kalif Raymond for 35 yards (tackle by Jalen Nailor)",-2.14,-2.39,14.0,2022,200
2.0,6:42,1.0,10.0,MIN 48,7.0,13.0,"Jared Goff pass complete deep left to DJ Chark for 48 yards, touchdown",2.39,7.0,14.0,2022,200
2.0,6:34,,,MIN 15,7.0,14.0,Michael Badgley kicks extra point good,0.0,0.0,14.0,2022,200
2.0,6:34,,,DET 35,7.0,14.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
2.0,6:34,1.0,10.0,MIN 25,7.0,14.0,Dalvin Cook right tackle for -4 yards (tackle by Mike Hughes),0.61,-0.48,14.0,2022,200
2.0,6:01,2.0,14.0,MIN 21,7.0,14.0,Kirk Cousins pass complete short left to T.J. Hockenson for 9 yards (tackle by Alex Anzalone),-0.48,0.04,14.0,2022,200
2.0,5:18,3.0,5.0,MIN 30,7.0,14.0,Kirk Cousins pass complete deep right to T.J. Hockenson for 17 yards (tackle by Chris Board),0.04,2.06,14.0,2022,200
2.0,4:56,1.0,10.0,MIN 47,7.0,14.0,Kirk Cousins pass complete short right to T.J. Hockenson for 1 yard (tackle by Amani Oruwariye),2.06,1.65,14.0,2022,200
2.0,4:19,2.0,9.0,MIN 48,7.0,14.0,Dalvin Cook left end for 3 yards (tackle by Malcolm Rodriguez),1.65,1.36,14.0,2022,200
2.0,3:39,3.0,6.0,DET 49,7.0,14.0,Kirk Cousins pass complete short left to Justin Jefferson for 13 yards (tackle by Mike Hughes),1.36,3.18,14.0,2022,200
2.0,3:02,1.0,10.0,DET 36,7.0,14.0,Dalvin Cook left tackle for 3 yards (tackle by Josh Paschal and Alex Anzalone),3.18,3.04,14.0,2022,200
2.0,2:22,2.0,7.0,DET 33,7.0,14.0,Kirk Cousins pass complete deep left to Justin Jefferson for 20 yards (tackle by DeShon Elliott),3.04,4.71,14.0,2022,200
2.0,2:00,1.0,10.0,DET 13,7.0,14.0,Dalvin Cook right tackle for 2 yards (tackle by Alim McNeill),4.71,4.39,14.0,2022,200
2.0,1:16,2.0,8.0,DET 11,7.0,14.0,Kirk Cousins pass incomplete short right intended for Justin Jefferson,4.39,3.45,14.0,2022,200
2.0,1:06,,,,,,Timeout #1 by Detroit Lions,,,14.0,2022,200
2.0,1:06,3.0,8.0,DET 11,7.0,14.0,"Kirk Cousins pass complete short left to Adam Thielen for 8 yards Replay Assistant challenged the first down ruling, and the original play was overturned. Kirk Cousins pass complete short left to Adam Thielen for 8 yards (tackle by Jerry Jacobs)",3.45,6.51,14.0,2022,200
2.0,1:06,,,,,,Timeout #2 by Detroit Lions,,,14.0,2022,200
2.0,1:06,1.0,3.0,DET 3,7.0,14.0,"Dalvin Cook sacked by Isaiah Buggs for -5 yards. Dalvin Cook fumbles (forced by Isaiah Buggs), recovered by Kerby Joseph at DET-16 and returned for 6 yards (tackle by Kirk Cousins and Ezra Cleveland)",6.51,-0.41,14.0,2022,200
2.0,0:59,1.0,10.0,DET 22,7.0,14.0,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 25 yards (tackle by Josh Metellus),0.41,2.06,14.0,2022,200
2.0,0:36,1.0,10.0,DET 47,7.0,14.0,Jared Goff pass complete short middle to D'Andre Swift for 15 yards (tackle by Patrick Peterson),2.06,3.05,14.0,2022,200
2.0,0:29,1.0,10.0,MIN 38,7.0,14.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards (tackle by Jordan Hicks),3.05,3.72,14.0,2022,200
2.0,0:23,,,,,,Timeout #3 by Detroit Lions,,,14.0,2022,200
2.0,0:23,2.0,1.0,MIN 29,7.0,14.0,Jared Goff pass incomplete deep right intended for Josh Reynolds,3.72,3.01,14.0,2022,200
2.0,0:19,3.0,1.0,MIN 29,7.0,14.0,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,3.01,1.62,14.0,2022,200
2.0,0:15,4.0,1.0,MIN 29,7.0,14.0,Michael Badgley 47 yard field goal no good,1.62,-1.4,14.0,2022,200
2.0,0:10,1.0,10.0,MIN 37,7.0,14.0,Kirk Cousins pass complete to Justin Jefferson for 17 yards (tackle by Amani Oruwariye and C.J. Moore),1.4,2.52,14.0,2022,200
2.0,0:04,,,,,,Timeout #2 by Minnesota Vikings,,,14.0,2022,200
2.0,0:04,1.0,10.0,DET 46,7.0,14.0,Kirk Cousins sacked by James Houston for -10 yards,2.52,0.63,14.0,2022,200
3.0,15:00,,,DET 35,7.0,14.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
3.0,15:00,1.0,10.0,MIN 25,7.0,14.0,Kirk Cousins pass complete short middle to K.J. Osborn for 4 yards (tackle by Mike Hughes and Malcolm Rodriguez),0.61,0.6,14.0,2022,200
3.0,14:32,2.0,6.0,MIN 29,7.0,14.0,Dalvin Cook up the middle for 4 yards (tackle by DeShon Elliott and Alex Anzalone),0.6,0.43,14.0,2022,200
3.0,13:53,3.0,2.0,MIN 33,7.0,14.0,Kirk Cousins pass complete short right to Adam Thielen for 1 yard (tackle by Mike Hughes),0.43,-1.11,14.0,2022,200
3.0,13:06,4.0,1.0,MIN 34,7.0,14.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",-1.11,-1.44,14.0,2022,200
3.0,12:58,4.0,6.0,MIN 29,7.0,14.0,"Ryan Wright punts 60 yards, returned by Kalif Raymond for 13 yards (tackle by Jalen Nailor)",-1.44,-0.54,14.0,2022,200
3.0,12:48,1.0,10.0,DET 24,7.0,14.0,Jamaal Williams left tackle for 3 yards (tackle by Chandon Sullivan),0.54,0.4,14.0,2022,200
3.0,12:17,2.0,7.0,DET 27,7.0,14.0,Jared Goff scrambles right end for 1 yard (tackle by Danielle Hunter),0.4,-0.16,14.0,2022,200
3.0,11:41,3.0,6.0,DET 28,7.0,14.0,Jared Goff pass complete short left to DJ Chark for -2 yards (tackle by Cameron Dantzler),-0.16,-1.63,14.0,2022,200
3.0,10:59,4.0,8.0,DET 26,7.0,14.0,"C.J. Moore right end for 42 yards (tackle by Jalen Reagor). Penalty on Jarren Williams: Taunting / Offense, 15 yards (accepted)",-1.63,2.46,14.0,2022,200
3.0,10:46,1.0,10.0,MIN 47,7.0,14.0,Jamaal Williams right end for no gain (tackle by Dalvin Tomlinson),2.46,1.91,14.0,2022,200
3.0,10:07,2.0,10.0,MIN 47,7.0,14.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 12 yards (tackle by Patrick Peterson),1.91,3.25,14.0,2022,200
3.0,9:33,1.0,10.0,MIN 35,7.0,14.0,D'Andre Swift up the middle for 2 yards (tackle by Harrison Phillips),3.25,2.97,14.0,2022,200
3.0,8:53,2.0,8.0,MIN 33,7.0,14.0,Jared Goff pass complete short right to DJ Chark for 16 yards (tackle by Eric Kendricks),2.97,4.44,14.0,2022,200
3.0,8:12,1.0,10.0,MIN 17,7.0,14.0,D'Andre Swift up the middle for 2 yards (tackle by Harrison Phillips and Dalvin Tomlinson),4.44,4.15,14.0,2022,200
3.0,7:38,2.0,8.0,MIN 15,7.0,14.0,D'Andre Swift left end for 6 yards (tackle by Jordan Hicks),4.15,4.57,14.0,2022,200
3.0,6:53,3.0,2.0,MIN 9,7.0,14.0,"D'Andre Swift for no gain (tackle by Danielle Hunter). Penalty on Logan Stenberg: Offensive Holding, 10 yards (accepted) (no play)",4.57,2.91,14.0,2022,200
3.0,6:28,3.0,12.0,MIN 19,7.0,14.0,Jared Goff pass complete short left to Kalif Raymond for 14 yards (tackle by Josh Metellus and Jordan Hicks),2.91,6.06,14.0,2022,200
3.0,5:48,1.0,5.0,MIN 5,7.0,20.0,"Jared Goff pass complete short middle to Josh Reynolds for 5 yards, touchdown",6.06,7.0,14.0,2022,200
3.0,5:44,,,MIN 15,7.0,21.0,Michael Badgley kicks extra point good,0.0,0.0,14.0,2022,200
3.0,5:44,,,DET 35,7.0,21.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
3.0,5:44,1.0,10.0,MIN 25,7.0,21.0,Kirk Cousins sacked by Jerry Jacobs for -9 yards,0.61,-1.29,14.0,2022,200
3.0,5:06,2.0,19.0,MIN 16,7.0,21.0,Kirk Cousins pass complete deep middle to T.J. Hockenson for 21 yards (tackle by DeShon Elliott),-1.29,1.4,14.0,2022,200
3.0,4:30,1.0,10.0,MIN 37,7.0,21.0,Kirk Cousins pass complete deep left to Justin Jefferson for 34 yards (tackle by Kerby Joseph),1.4,3.64,14.0,2022,200
3.0,3:45,1.0,10.0,DET 29,7.0,21.0,Dalvin Cook right end for no gain (tackle by Jarrad Davis and Josh Paschal),3.64,3.1,14.0,2022,200
3.0,3:12,2.0,10.0,DET 29,7.0,21.0,Kirk Cousins pass complete short left to K.J. Osborn for 6 yards (tackle by Jerry Jacobs),3.1,3.2,14.0,2022,200
3.0,2:29,3.0,4.0,DET 23,7.0,21.0,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,3.2,2.0,14.0,2022,200
3.0,2:24,4.0,4.0,DET 23,13.0,21.0,"Kirk Cousins pass complete short left to Adam Thielen for 23 yards, touchdown",2.0,7.0,14.0,2022,200
3.0,2:17,,,DET 2,13.0,21.0,Two Point Attempt: Kirk Cousins pass incomplete to Adam Thielen for no gain,1.0,-1.0,14.0,2022,200
3.0,2:17,,,MIN 35,13.0,21.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
3.0,2:17,1.0,10.0,DET 25,13.0,21.0,Jared Goff pass complete short right to DJ Chark for 12 yards (tackle by Eric Kendricks),0.61,1.4,14.0,2022,200
3.0,1:48,1.0,10.0,DET 37,13.0,21.0,Jamaal Williams left tackle for 4 yards (tackle by Khyiris Tonga),1.4,1.4,14.0,2022,200
3.0,1:12,2.0,6.0,DET 41,13.0,21.0,Jared Goff pass complete deep left to Josh Reynolds for 18 yards (tackle by Jordan Hicks and D.J. Wonnum),1.4,2.85,14.0,2022,200
3.0,0:36,1.0,10.0,MIN 41,13.0,21.0,Jared Goff pass incomplete short left intended for Brock Wright,2.85,2.31,14.0,2022,200
3.0,0:26,2.0,10.0,MIN 41,13.0,21.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 12 yards (tackle by Josh Metellus),2.31,3.64,14.0,2022,200
4.0,15:00,1.0,10.0,MIN 29,13.0,21.0,Jared Goff pass incomplete short right intended for Jameson Williams,3.64,3.1,14.0,2022,200
4.0,14:55,2.0,10.0,MIN 29,13.0,21.0,Jared Goff pass complete short left to D'Andre Swift for 2 yards (tackle by Patrick Peterson),3.1,2.68,14.0,2022,200
4.0,14:18,3.0,8.0,MIN 27,13.0,21.0,Jared Goff pass complete short left to Justin Jackson for 12 yards (tackle by Eric Kendricks),2.68,4.58,14.0,2022,200
4.0,13:38,1.0,10.0,MIN 15,13.0,21.0,Jared Goff pass incomplete short left,4.58,3.95,14.0,2022,200
4.0,13:35,2.0,10.0,MIN 15,13.0,27.0,"Justin Jackson up the middle for 15 yards, touchdown",3.95,7.0,14.0,2022,200
4.0,13:28,,,MIN 15,13.0,28.0,Michael Badgley kicks extra point good,0.0,0.0,14.0,2022,200
4.0,13:28,,,DET 35,13.0,28.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
4.0,13:28,1.0,10.0,MIN 25,13.0,28.0,Kirk Cousins pass complete deep left to Justin Jefferson for 47 yards (tackle by Kerby Joseph),0.61,3.71,14.0,2022,200
4.0,12:54,1.0,10.0,DET 28,13.0,28.0,Alexander Mattison up the middle for no gain (tackle by Malcolm Rodriguez),3.71,3.17,14.0,2022,200
4.0,12:29,2.0,10.0,DET 28,13.0,28.0,Kirk Cousins pass complete short middle to Adam Thielen for 12 yards (tackle by Jerry Jacobs),3.17,4.51,14.0,2022,200
4.0,11:46,1.0,10.0,DET 16,13.0,28.0,Kirk Cousins sacked by Aidan Hutchinson for -7 yards,4.51,3.01,14.0,2022,200
4.0,11:03,2.0,17.0,DET 23,13.0,28.0,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,3.01,2.34,14.0,2022,200
4.0,10:57,3.0,17.0,DET 23,13.0,28.0,Kirk Cousins pass incomplete short left,2.34,1.93,14.0,2022,200
4.0,10:52,4.0,17.0,DET 23,16.0,28.0,Greg Joseph 41 yard field goal good,1.93,3.0,14.0,2022,200
4.0,10:47,,,MIN 35,16.0,28.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
4.0,10:47,1.0,10.0,DET 25,16.0,28.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Jordan Hicks),0.61,0.06,14.0,2022,200
4.0,10:44,2.0,10.0,DET 25,16.0,28.0,Justin Jackson up the middle for 1 yard (tackle by Eric Kendricks),0.06,-0.49,14.0,2022,200
4.0,10:09,3.0,9.0,DET 26,16.0,28.0,Jared Goff pass complete short middle to DJ Chark for 11 yards (tackle by Duke Shelley and Josh Metellus),-0.49,1.4,14.0,2022,200
4.0,9:24,1.0,10.0,DET 37,16.0,28.0,Jamaal Williams up the middle for 8 yards (tackle by Duke Shelley),1.4,1.94,14.0,2022,200
4.0,8:42,2.0,2.0,DET 45,16.0,28.0,D'Andre Swift left end for -1 yards (tackle by Chandon Sullivan and Khyiris Tonga),1.94,1.09,14.0,2022,200
4.0,8:02,3.0,3.0,DET 44,16.0,28.0,Jared Goff pass complete short middle to Shane Zylstra for 14 yards (tackle by Jordan Hicks),1.09,2.79,14.0,2022,200
4.0,7:16,1.0,10.0,MIN 42,16.0,28.0,Jamaal Williams right tackle for 2 yards (tackle by Patrick Jones and Harrison Phillips),2.79,2.51,14.0,2022,200
4.0,6:31,2.0,8.0,MIN 40,16.0,28.0,D'Andre Swift left end for 9 yards (tackle by Chandon Sullivan),2.51,3.51,14.0,2022,200
4.0,5:45,1.0,10.0,MIN 31,16.0,28.0,Jamaal Williams up the middle for -1 yards (tackle by Dalvin Tomlinson),3.51,2.83,14.0,2022,200
4.0,5:01,2.0,11.0,MIN 32,16.0,28.0,Jamaal Williams up the middle for 5 yards (tackle by Dalvin Tomlinson),2.83,2.81,14.0,2022,200
4.0,4:56,,,,,,Timeout #1 by Minnesota Vikings,,,14.0,2022,200
4.0,4:56,3.0,6.0,MIN 27,16.0,28.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 4 yards (tackle by Chandon Sullivan and Harrison Phillips),2.81,2.05,14.0,2022,200
4.0,4:10,,,,,,Timeout #1 by Detroit Lions,,,14.0,2022,200
4.0,4:10,4.0,2.0,MIN 23,16.0,31.0,Michael Badgley 41 yard field goal good,2.05,3.0,14.0,2022,200
4.0,4:06,,,DET 35,16.0,31.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,200
4.0,4:06,1.0,10.0,MIN 25,16.0,31.0,Kirk Cousins pass complete short left to Adam Thielen for 4 yards (tackle by Amani Oruwariye),0.61,0.6,14.0,2022,200
4.0,3:41,2.0,6.0,MIN 29,16.0,31.0,Kirk Cousins pass complete to Justin Jefferson for 39 yards (tackle by DeShon Elliott),0.6,3.45,14.0,2022,200
4.0,3:32,1.0,10.0,DET 32,16.0,31.0,Kirk Cousins pass complete short right to Adam Thielen for 12 yards (tackle by Amani Oruwariye),3.45,4.24,14.0,2022,200
4.0,3:04,1.0,10.0,DET 20,16.0,31.0,Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Amani Oruwariye),4.24,4.45,14.0,2022,200
4.0,2:59,2.0,5.0,DET 15,16.0,31.0,Kirk Cousins pass incomplete short middle intended for Dalvin Cook (defended by Alex Anzalone),4.45,3.7,14.0,2022,200
4.0,2:56,3.0,5.0,DET 15,22.0,31.0,"Kirk Cousins pass complete short left to K.J. Osborn for 15 yards, touchdown",3.7,7.0,14.0,2022,200
4.0,2:50,,,DET 15,23.0,31.0,Greg Joseph kicks extra point good,0.0,0.0,14.0,2022,200
4.0,2:50,,,MIN 35,23.0,31.0,"Greg Joseph kicks onside 9 yards, returned by Josh Woods for no gain",0.0,2.65,14.0,2022,200
4.0,2:49,1.0,10.0,MIN 44,23.0,31.0,Jamaal Williams left tackle for 1 yard (tackle by Za'Darius Smith and Eric Kendricks),2.65,2.25,14.0,2022,200
4.0,2:05,2.0,9.0,MIN 43,23.0,31.0,Jamaal Williams up the middle for 2 yards (tackle by Dalvin Tomlinson and Eric Kendricks),2.25,1.82,14.0,2022,200
4.0,2:00,3.0,7.0,MIN 41,23.0,31.0,Jared Goff pass complete short right to Penei Sewell for 9 yards (tackle by Josh Metellus),1.82,3.45,14.0,2022,200
4.0,1:54,,,,,,Timeout #2 by Minnesota Vikings,,,14.0,2022,200
4.0,1:54,1.0,10.0,MIN 32,23.0,31.0,Jamaal Williams up the middle for 1 yard (tackle by Dalvin Tomlinson),3.45,3.04,14.0,2022,200
4.0,1:50,,,,,,Timeout #3 by Minnesota Vikings,,,14.0,2022,200
