Quarter,Time,Down,ToGo,Location,HOU,DAL,Detail,EPB,EPA,week,year,game_id
4.0,0:51,2.0,2.0,HOU 2,23.0,20.0,"Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Jonathan Owens) Replay Assistant challenged the pass completion ruling, and the play was upheld.",5.72,4.95,14.0,2022,199
4.0,0:46,3.0,2.0,HOU 2,23.0,26.0,"Ezekiel Elliott up the middle for 2 yards, touchdown",4.95,7.0,14.0,2022,199
4.0,0:41,,,HOU 15,23.0,27.0,Brett Maher kicks extra point good,0.0,0.0,14.0,2022,199
4.0,0:41,,,DAL 35,23.0,27.0,"Brett Maher kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,199
4.0,0:41,1.0,10.0,HOU 25,23.0,27.0,Davis Mills pass complete short left to Dare Ogunbowale for no gain (tackle by Trevon Diggs),0.61,0.06,14.0,2022,199
4.0,0:35,2.0,10.0,HOU 25,23.0,27.0,Davis Mills pass complete deep middle to Chris Moore for 31 yards (tackle by Malik Hooker),0.06,2.65,14.0,2022,199
4.0,0:15,1.0,10.0,DAL 44,23.0,27.0,Davis Mills spiked the ball,2.65,2.11,14.0,2022,199
4.0,0:14,2.0,10.0,DAL 44,23.0,27.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",2.11,1.44,14.0,2022,199
4.0,0:14,2.0,15.0,DAL 49,23.0,27.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",1.44,0.76,14.0,2022,199
4.0,0:14,2.0,20.0,HOU 46,23.0,27.0,Davis Mills pass deep middle is intercepted by Israel Mukuamu in end zone and returned for no gain,0.76,-0.28,14.0,2022,199
4.0,0:03,1.0,10.0,DAL 20,23.0,27.0,Dak Prescott kneels for -1 yards,0.28,-0.46,14.0,2022,199
