Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA,week,year,game_id
2.0,9:03,3.0,14.0,TEN 19,7.0,14.0,Trevor Lawrence pass incomplete deep left intended for Christian Kirk,2.79,2.18,14.0,2022,201
2.0,8:56,4.0,14.0,TEN 19,10.0,14.0,Riley Patterson 37 yard field goal good,2.18,3.0,14.0,2022,201
2.0,8:52,,,JAX 35,10.0,14.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,201
2.0,8:52,1.0,10.0,TEN 25,10.0,14.0,Chigoziem Okonkwo right end for no gain (tackle by Devin Lloyd and Andrew Wingard),0.61,0.06,14.0,2022,201
2.0,8:12,2.0,10.0,TEN 25,10.0,14.0,Ryan Tannehill pass complete short right to Austin Hooper for 6 yards (tackle by Devin Lloyd),0.06,0.17,14.0,2022,201
2.0,7:31,3.0,4.0,TEN 31,10.0,14.0,Ryan Tannehill pass incomplete deep right intended for Racey McMath,0.17,-1.31,14.0,2022,201
2.0,7:25,4.0,4.0,TEN 31,10.0,14.0,"Ryan Stonehouse punts 46 yards, returned by Jamal Agnew for 6 yards (tackle by Dontrell Hilliard and Josh Thompson)",-1.31,-0.87,14.0,2022,201
2.0,7:16,1.0,10.0,JAX 29,10.0,14.0,Trevor Lawrence pass complete short left to Jamal Agnew for 13 yards,0.87,1.73,14.0,2022,201
2.0,6:53,1.0,10.0,JAX 42,10.0,14.0,Travis Etienne up the middle for -1 yards (tackle by Monty Rice and Bud Dupree),1.73,1.05,14.0,2022,201
2.0,6:15,2.0,11.0,JAX 41,10.0,14.0,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by Roger McCreary and Dylan Cole),1.05,2.39,14.0,2022,201
2.0,5:28,1.0,10.0,TEN 48,10.0,14.0,Jamycal Hasty right guard for 2 yards (tackle by Naquan Jones and Dylan Cole),2.39,2.12,14.0,2022,201
2.0,5:07,2.0,8.0,TEN 46,10.0,14.0,Jamycal Hasty up the middle for 2 yards (tackle by Kevin Byard and Monty Rice),2.12,1.69,14.0,2022,201
2.0,4:26,3.0,6.0,TEN 44,10.0,14.0,Trevor Lawrence pass complete short left to Zay Jones for 13 yards (tackle by Amani Hooker),1.69,3.51,14.0,2022,201
2.0,3:54,1.0,10.0,TEN 31,10.0,14.0,Trevor Lawrence pass complete short right to Christian Kirk for 6 yards (tackle by Roger McCreary),3.51,3.78,14.0,2022,201
2.0,3:22,2.0,4.0,TEN 25,10.0,14.0,Trevor Lawrence pass incomplete deep right intended for Zay Jones,3.78,3.07,14.0,2022,201
2.0,3:17,3.0,4.0,TEN 25,10.0,14.0,Trevor Lawrence pass incomplete short right intended for Zay Jones,3.07,1.88,14.0,2022,201
2.0,3:15,4.0,4.0,TEN 25,13.0,14.0,Riley Patterson 43 yard field goal good,1.88,3.0,14.0,2022,201
2.0,3:10,,,JAX 35,13.0,14.0,"Riley Patterson kicks off 64 yards, out of bounds",0.0,1.6,14.0,2022,201
2.0,3:10,1.0,10.0,TEN 40,13.0,14.0,Derrick Henry up the middle for 2 yards (tackle by Josh Allen and Foyesade Oluokun),1.6,1.32,14.0,2022,201
2.0,2:34,2.0,8.0,TEN 42,13.0,14.0,Derrick Henry left end for 21 yards (tackle by Andrew Wingard),1.32,3.12,14.0,2022,201
2.0,2:00,1.0,10.0,JAX 37,13.0,14.0,"Ryan Tannehill pass complete short right to Derrick Henry for 16 yards. Derrick Henry fumbles (forced by Shaquille Quarterman), recovered by Josh Allen at JAC-21 and returned for 1 yard (tackle by Nicholas Petit-Frere)",3.12,-0.41,14.0,2022,201
2.0,1:49,1.0,10.0,JAX 22,13.0,14.0,Trevor Lawrence pass complete deep left to Christian Kirk for 23 yards (tackle by Andrew Adams),0.41,1.93,14.0,2022,201
2.0,1:19,1.0,10.0,JAX 45,13.0,14.0,Travis Etienne left guard for no gain (tackle by Monty Rice),1.93,1.38,14.0,2022,201
2.0,0:37,2.0,10.0,JAX 45,13.0,14.0,Trevor Lawrence pass complete short left to Christian Kirk for 8 yards (tackle by Terrance Mitchell),1.38,1.75,14.0,2022,201
2.0,0:27,3.0,2.0,TEN 47,13.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 18 yards (tackle by Andrew Adams),1.75,3.64,14.0,2022,201
2.0,0:20,1.0,10.0,TEN 29,13.0,14.0,Trevor Lawrence pass complete short middle to Zay Jones for 9 yards (tackle by Roger McCreary),3.64,4.32,14.0,2022,201
2.0,0:15,,,,,,Timeout #1 by Jacksonville Jaguars,,,14.0,2022,201
2.0,0:15,2.0,1.0,TEN 20,19.0,14.0,"Trevor Lawrence pass incomplete intended for Zay Jones Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Trevor Lawrence pass complete deep right to Zay Jones for 20 yards, touchdown",4.32,7.0,14.0,2022,201
2.0,0:11,,,,,,Timeout #2 by Jacksonville Jaguars,,,14.0,2022,201
2.0,0:11,,,TEN 15,20.0,14.0,Riley Patterson kicks extra point good,0.0,0.0,14.0,2022,201
2.0,0:11,,,JAX 35,20.0,14.0,"Logan Cooke kicks off 45 yards, out of bounds",0.0,1.6,14.0,2022,201
2.0,0:11,1.0,10.0,TEN 40,20.0,14.0,Ryan Tannehill pass complete short middle to Austin Hooper for 12 yards (tackle by Devin Lloyd),1.6,2.39,14.0,2022,201
2.0,0:06,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2022,201
2.0,0:06,1.0,10.0,JAX 48,20.0,14.0,Ryan Tannehill pass complete short right to Julius Chestnut for 4 yards (tackle by Foyesade Oluokun),2.39,2.39,14.0,2022,201
3.0,15:00,,,TEN 35,20.0,14.0,"Randy Bullock kicks off 58 yards, returned by Jamal Agnew for 31 yards. Penalty on Caleb Johnson: Offensive Holding, 10 yards (accepted) . Penalty on K'Lavon Chaisson: Taunting / Offense, 15 yards (declined)",0.0,0.81,14.0,2022,201
3.0,14:48,1.0,10.0,JAX 28,20.0,14.0,Trevor Lawrence pass complete short left to Zay Jones for 9 yards (tackle by Terrance Mitchell),0.81,1.48,14.0,2022,201
3.0,14:17,2.0,1.0,JAX 37,20.0,14.0,Trevor Lawrence pass complete short left to Zay Jones for 9 yards (tackle by Terrance Mitchell),1.48,1.99,14.0,2022,201
3.0,13:48,1.0,10.0,JAX 46,20.0,14.0,Trevor Lawrence pass incomplete short middle intended for Dan Arnold (defended by Jeffery Simmons),1.99,1.45,14.0,2022,201
3.0,13:43,2.0,10.0,JAX 46,20.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 14 yards (tackle by Andrew Adams),1.45,2.92,14.0,2022,201
3.0,13:05,1.0,10.0,TEN 40,20.0,14.0,"Trevor Lawrence scrambles left end for no gain (tackle by Jeffery Simmons). Penalty on Brandon Scherff: Offensive Holding, 10 yards (accepted) (no play)",2.92,2.26,14.0,2022,201
3.0,12:43,1.0,20.0,TEN 50,20.0,14.0,Trevor Lawrence pass complete short left to Dan Arnold for 5 yards (tackle by Andrew Adams and Monty Rice),2.26,1.7,14.0,2022,201
3.0,12:15,2.0,15.0,TEN 45,20.0,14.0,Jamycal Hasty up the middle for 10 yards (tackle by Andrew Adams and Monty Rice),1.7,2.34,14.0,2022,201
3.0,11:32,3.0,5.0,TEN 35,20.0,14.0,Trevor Lawrence pass complete short right to Zay Jones for 9 yards (tackle by Amani Hooker),2.34,3.84,14.0,2022,201
3.0,10:53,1.0,10.0,TEN 26,20.0,14.0,Travis Etienne right guard for -1 yards (tackle by DeMarcus Walker),3.84,3.16,14.0,2022,201
3.0,10:15,2.0,11.0,TEN 27,20.0,14.0,Trevor Lawrence pass complete short left to Evan Engram for 5 yards (tackle by Terrance Mitchell),3.16,3.14,14.0,2022,201
3.0,9:34,3.0,6.0,TEN 22,20.0,14.0,Trevor Lawrence pass complete short left to Jamal Agnew for 16 yards (tackle by Bud Dupree),3.14,5.83,14.0,2022,201
3.0,8:39,,,,,,Timeout #1 by Jacksonville Jaguars,,,14.0,2022,201
3.0,8:39,1.0,6.0,TEN 6,20.0,14.0,"Penalty on Bud Dupree: Neutral Zone Infraction, 3 yards (accepted) (no play)",5.83,6.51,14.0,2022,201
3.0,8:39,1.0,3.0,TEN 3,20.0,14.0,Travis Etienne right guard for 2 yards (tackle by Kevin Strong and Tarell Basham),6.51,5.91,14.0,2022,201
3.0,7:58,2.0,1.0,TEN 1,26.0,14.0,"Trevor Lawrence right end for 1 yard, touchdown. Penalty on Jeffery Simmons: Defensive Offside, 5 yards (declined)",5.91,7.0,14.0,2022,201
3.0,7:53,,,TEN 15,26.0,14.0,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",0.0,0.0,14.0,2022,201
3.0,7:53,,,TEN 20,27.0,14.0,Riley Patterson kicks extra point good,0.0,0.0,14.0,2022,201
3.0,7:53,,,JAX 35,27.0,14.0,"Riley Patterson kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,201
3.0,7:53,1.0,10.0,TEN 25,27.0,14.0,"Derrick Henry right guard for no gain (tackle by Roy Robertson-Harris). Penalty on Geoff Swaim: Illegal Crackback, 12 yards (accepted) (no play)",0.61,-0.64,14.0,2022,201
3.0,7:39,1.0,22.0,TEN 13,27.0,14.0,Derrick Henry left tackle for 1 yard (tackle by Roy Robertson-Harris),-0.64,-1.54,14.0,2022,201
3.0,7:01,2.0,21.0,TEN 14,27.0,14.0,Ryan Tannehill sacked by Arden Key for -6 yards,-1.54,-3.41,14.0,2022,201
3.0,6:13,3.0,27.0,TEN 8,27.0,14.0,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for -3 yards (tackle by Darious Williams and Arden Key),-3.41,-2.49,14.0,2022,201
3.0,5:29,4.0,30.0,TEN 5,27.0,14.0,"Ryan Stonehouse punts 53 yards, returned by Jamal Agnew for 5 yards (tackle by Ryan Stonehouse). Penalty on Chris Claybrooks: Offensive Holding, 10 yards (accepted)",-2.49,-1.4,14.0,2022,201
3.0,5:16,1.0,10.0,JAX 37,27.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 21 yards (tackle by Andrew Adams),1.4,2.79,14.0,2022,201
3.0,4:46,1.0,10.0,TEN 42,27.0,14.0,Travis Etienne left guard for 2 yards (tackle by Monty Rice and Teair Tart),2.79,2.51,14.0,2022,201
3.0,4:06,2.0,8.0,TEN 40,27.0,14.0,Trevor Lawrence pass incomplete deep middle intended for Zay Jones (defended by Andrew Adams),2.51,1.82,14.0,2022,201
3.0,3:56,,,,,,Timeout #1 by Tennessee Titans,,,14.0,2022,201
3.0,3:56,3.0,8.0,TEN 40,27.0,14.0,"Trevor Lawrence pass incomplete deep left intended for Marvin Jones. Penalty on Terrance Mitchell: Defensive Pass Interference, 20 yards (accepted) (no play)",1.82,4.24,14.0,2022,201
3.0,3:50,1.0,10.0,TEN 20,27.0,14.0,Travis Etienne left tackle for -1 yards (tackle by Bud Dupree and Naquan Jones),4.24,3.56,14.0,2022,201
3.0,3:12,2.0,11.0,TEN 21,33.0,14.0,"Trevor Lawrence pass complete deep left to Evan Engram for 21 yards, touchdown",3.56,7.0,14.0,2022,201
3.0,3:07,,,TEN 2,33.0,14.0,Two Point Attempt: Trevor Lawrence pass incomplete intended for intended for Christian Kirk,1.0,-1.0,14.0,2022,201
3.0,3:07,,,JAX 35,33.0,14.0,"Riley Patterson kicks off 62 yards, returned by Julius Chestnut for 20 yards (tackle by Rayshawn Jenkins and Shaquille Quarterman)",0.0,0.48,14.0,2022,201
3.0,3:01,1.0,10.0,TEN 23,33.0,14.0,Ryan Tannehill sacked by Folorunso Fatukasi for -4 yards,0.48,-0.67,14.0,2022,201
3.0,2:19,2.0,14.0,TEN 19,33.0,14.0,Ryan Tannehill pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Tre Herndon),-0.67,-1.36,14.0,2022,201
3.0,2:13,3.0,14.0,TEN 19,33.0,14.0,Ryan Tannehill pass complete short right to Julius Chestnut for 4 yards (tackle by Andrew Wingard),-1.36,-1.83,14.0,2022,201
3.0,1:46,4.0,10.0,TEN 23,33.0,14.0,"Ryan Stonehouse punts 51 yards, returned by Jamal Agnew for 9 yards (tackle by Kevin Rader). Penalty on Ty Summers: Running Into the Kicker, 5 yards (declined)",-1.83,-1.27,14.0,2022,201
3.0,1:33,1.0,10.0,JAX 35,33.0,14.0,Trevor Lawrence pass complete short right to Marvin Jones for 22 yards (tackle by Joe Schobert),1.27,2.72,14.0,2022,201
3.0,1:01,1.0,10.0,TEN 43,33.0,14.0,"Penalty on Luke Fortner: False Start, 5 yards (accepted) (no play)",2.72,2.39,14.0,2022,201
3.0,0:44,1.0,15.0,TEN 48,33.0,14.0,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Amani Hooker),2.39,1.5,14.0,2022,201
3.0,0:37,2.0,15.0,TEN 48,33.0,14.0,Trevor Lawrence pass complete short left to Zay Jones for 2 yards,1.5,1.09,14.0,2022,201
4.0,15:00,3.0,13.0,TEN 46,33.0,14.0,Trevor Lawrence pass complete short middle to Evan Engram for 10 yards (tackle by Bud Dupree),1.09,0.89,14.0,2022,201
4.0,14:13,4.0,3.0,TEN 36,33.0,14.0,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Rashad Weaver),0.89,-1.33,14.0,2022,201
4.0,14:09,1.0,10.0,TEN 36,33.0,14.0,"Derrick Henry aborted snap, recovered by Arden Key at TEN-30 (tackle by Dennis Daley)",1.33,-3.58,14.0,2022,201
4.0,14:04,1.0,10.0,TEN 30,33.0,14.0,Travis Etienne left end for 7 yards (tackle by Kevin Byard and Greg Mabin),3.58,3.98,14.0,2022,201
4.0,13:29,2.0,3.0,TEN 23,33.0,14.0,Travis Etienne up the middle for 5 yards (tackle by Andrew Adams),3.98,4.37,14.0,2022,201
4.0,12:52,1.0,10.0,TEN 18,33.0,14.0,Travis Etienne up the middle for -2 yards (tackle by Rashad Weaver),4.37,3.56,14.0,2022,201
4.0,12:15,2.0,12.0,TEN 20,33.0,14.0,Jamycal Hasty left guard for -1 yards (tackle by Bud Dupree),3.56,2.74,14.0,2022,201
4.0,11:31,3.0,13.0,TEN 21,33.0,14.0,Trevor Lawrence pass complete short right to Christian Kirk for 7 yards (tackle by Dylan Cole),2.74,2.53,14.0,2022,201
4.0,10:55,4.0,6.0,TEN 14,36.0,14.0,Riley Patterson 33 yard field goal good,2.53,3.0,14.0,2022,201
4.0,10:52,,,JAX 35,36.0,14.0,"Riley Patterson kicks off 62 yards, returned by Julius Chestnut for 33 yards (tackle by Ty Summers)",0.0,1.33,14.0,2022,201
4.0,10:45,1.0,10.0,TEN 36,36.0,14.0,"Penalty on Dennis Daley: False Start, 5 yards (accepted) (no play)",1.33,1.0,14.0,2022,201
4.0,10:45,1.0,15.0,TEN 31,36.0,14.0,Ryan Tannehill pass complete deep left to Chris Conley for 27 yards (tackle by Andrew Wingard),1.0,2.79,14.0,2022,201
4.0,10:21,1.0,10.0,JAX 42,36.0,14.0,Ryan Tannehill pass complete short right to Robert Woods for 5 yards,2.79,2.92,14.0,2022,201
4.0,9:54,2.0,5.0,JAX 37,36.0,14.0,Ryan Tannehill pass complete short middle to Austin Hooper for 9 yards (tackle by Tre Herndon and Foyesade Oluokun),2.92,3.71,14.0,2022,201
4.0,9:31,1.0,10.0,JAX 28,36.0,14.0,"Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for no gain. Penalty on Robert Woods: Offensive Pass Interference, 10 yards (accepted) (no play)",3.71,3.05,14.0,2022,201
4.0,9:09,1.0,20.0,JAX 38,36.0,14.0,Ryan Tannehill pass incomplete deep left intended for Racey McMath (defended by Tyson Campbell),3.05,1.82,14.0,2022,201
4.0,9:03,2.0,20.0,JAX 38,36.0,14.0,Ryan Tannehill pass complete short middle to Austin Hooper for 24 yards (tackle by Josh Allen),1.82,4.65,14.0,2022,201
4.0,8:44,1.0,10.0,JAX 14,36.0,14.0,Ryan Tannehill pass complete short middle to Derrick Henry for 3 yards (tackle by Foyesade Oluokun and K'Lavon Chaisson),4.65,4.52,14.0,2022,201
4.0,8:22,2.0,7.0,JAX 11,36.0,14.0,Ryan Tannehill scrambles up the middle for 8 yards (tackle by Foyesade Oluokun and Tre Herndon),4.52,6.51,14.0,2022,201
4.0,7:59,1.0,3.0,JAX 3,36.0,14.0,Derrick Henry up the middle for 1 yard (tackle by DaVon Hamilton),6.51,5.72,14.0,2022,201
4.0,7:28,2.0,2.0,JAX 2,36.0,14.0,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine,5.72,4.95,14.0,2022,201
4.0,7:20,3.0,2.0,JAX 2,36.0,20.0,"Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 2 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.95,7.0,14.0,2022,201
4.0,7:15,,,JAX 2,36.0,22.0,Two Point Attempt: Ryan Tannehill pass complete to to Chigoziem Okonkwo for no gain,1.0,1.0,14.0,2022,201
4.0,7:15,,,TEN 35,36.0,22.0,"Randy Bullock kicks off 62 yards, returned by Jamal Agnew for 11 yards (tackle by Joseph Jones)",0.0,-0.28,14.0,2022,201
4.0,7:10,1.0,10.0,JAX 14,36.0,22.0,Trevor Lawrence pass complete short right to Chris Manhertz for 21 yards (tackle by Greg Mabin),-0.28,1.27,14.0,2022,201
4.0,6:31,1.0,10.0,JAX 35,36.0,22.0,Travis Etienne right guard for no gain (tackle by Monty Rice),1.27,0.72,14.0,2022,201
4.0,5:46,2.0,10.0,JAX 35,36.0,22.0,Trevor Lawrence pass incomplete short right intended for Evan Engram,0.72,0.04,14.0,2022,201
4.0,5:42,3.0,10.0,JAX 35,36.0,22.0,Trevor Lawrence scrambles right end for 7 yards (tackle by Andrew Adams),0.04,-0.59,14.0,2022,201
4.0,5:34,,,,,,Timeout #2 by Tennessee Titans,,,14.0,2022,201
4.0,5:34,4.0,3.0,JAX 42,36.0,22.0,Logan Cooke punts 49 yards,-0.59,0.38,14.0,2022,201
4.0,5:24,1.0,10.0,TEN 9,36.0,22.0,Ryan Tannehill pass incomplete short middle intended for Robert Woods,-0.38,-0.78,14.0,2022,201
