Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA,week,year,game_id
2.0,1:54,2.0,10.0,CIN 47,3.0,7.0,"Joe Burrow pass complete to Trent Taylor for no gain Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Joe Burrow pass incomplete short right intended for Trent Taylor",1.52,0.83,14.0,2022,198
2.0,1:49,3.0,10.0,CIN 47,3.0,7.0,"Joe Burrow sacked by. Penalty on Ronnie Harrison: Defensive Holding, 5 yards (offset) . Penalty on La'el Collins: Offensive Holding, 10 yards (offset) (no play)",0.83,0.83,14.0,2022,198
2.0,1:44,3.0,10.0,CIN 47,3.0,7.0,Joe Burrow pass complete short middle to Trent Taylor for 34 yards (tackle by Grant Delpit),0.83,4.31,14.0,2022,198
2.0,1:08,1.0,10.0,CLE 19,3.0,7.0,Joe Burrow pass incomplete short left intended for Samaje Perine (defended by Myles Garrett),4.31,3.75,14.0,2022,198
2.0,1:04,2.0,10.0,CLE 19,3.0,7.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,3.75,3.03,14.0,2022,198
2.0,1:00,3.0,10.0,CLE 19,3.0,7.0,Joe Burrow pass complete short middle to Trenton Irwin for 13 yards (tackle by Greg Newsome),3.03,5.83,14.0,2022,198
2.0,0:30,1.0,6.0,CLE 6,3.0,13.0,"Samaje Perine right guard for 6 yards, touchdown",5.83,7.0,14.0,2022,198
2.0,0:24,,,CLE 15,3.0,13.0,Evan McPherson kicks extra point no good,0.0,-1.0,14.0,2022,198
2.0,0:24,,,CIN 35,3.0,13.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,198
2.0,0:24,1.0,10.0,CLE 25,3.0,13.0,"Penalty on Jedrick Wills: False Start, 5 yards (accepted) (no play)",0.61,0.28,14.0,2022,198
2.0,0:24,1.0,15.0,CLE 20,3.0,13.0,Deshaun Watson pass complete short middle to David Njoku for 12 yards (tackle by Logan Wilson and Vonn Bell),0.28,1.01,14.0,2022,198
2.0,0:17,,,,,,Timeout #3 by Cleveland Browns,,,14.0,2022,198
2.0,0:17,2.0,3.0,CLE 32,3.0,13.0,Deshaun Watson pass complete deep middle to Donovan Peoples-Jones for 18 yards (tackle by Logan Wilson),1.01,2.26,14.0,2022,198
2.0,0:04,1.0,10.0,CLE 50,3.0,13.0,Deshaun Watson spiked the ball,2.26,1.71,14.0,2022,198
2.0,0:03,2.0,10.0,CLE 50,3.0,13.0,Deshaun Watson pass incomplete deep right (defended by Jessie Bates),1.71,1.03,14.0,2022,198
3.0,15:00,,,CIN 35,3.0,13.0,"Evan McPherson kicks off 62 yards, returned by Jerome Ford for 16 yards (tackle by Trayveon Williams)",0.0,0.15,14.0,2022,198
3.0,14:55,1.0,10.0,CLE 19,3.0,13.0,Nick Chubb right end for no gain (tackle by D.J. Reader),0.15,-0.39,14.0,2022,198
3.0,14:24,2.0,10.0,CLE 19,3.0,13.0,Deshaun Watson pass complete short left to Harrison Bryant for 8 yards (tackle by Logan Wilson and Mike Hilton),-0.39,-0.03,14.0,2022,198
3.0,13:41,3.0,2.0,CLE 27,3.0,13.0,Deshaun Watson pass incomplete deep right intended for Donovan Peoples-Jones,-0.03,-1.57,14.0,2022,198
3.0,13:36,4.0,2.0,CLE 27,3.0,13.0,"Corey Bojorquez punts 65 yards, returned by Trent Taylor for 7 yards (tackle by A.J. Green)",-1.57,0.22,14.0,2022,198
3.0,13:25,1.0,10.0,CIN 15,3.0,13.0,Joe Burrow pass complete short right to Mitchell Wilcox for 10 yards (tackle by Denzel Ward),-0.22,0.61,14.0,2022,198
3.0,12:47,1.0,10.0,CIN 25,3.0,13.0,Joe Mixon right guard for 12 yards (tackle by John Johnson and Myles Garrett),0.61,1.4,14.0,2022,198
3.0,12:10,1.0,10.0,CIN 37,3.0,13.0,Joe Burrow pass complete short right to Ja'Marr Chase for 10 yards,1.4,2.06,14.0,2022,198
3.0,11:38,1.0,10.0,CIN 47,3.0,13.0,Joe Burrow pass complete short middle to Joe Mixon for 6 yards (tackle by Greg Newsome),2.06,2.26,14.0,2022,198
3.0,10:52,2.0,5.0,CLE 47,3.0,13.0,"Joe Burrow pass complete to Ja'Marr Chase for 8 yards (tackle by Denzel Ward). Penalty on Jonah Williams: Ineligible Downfield Pass, 6 yards (accepted) (no play)",2.26,1.52,14.0,2022,198
3.0,10:27,2.0,10.0,CIN 47,3.0,13.0,"Joe Burrow sacked by Myles Garrett for -3 yards. Penalty on La'el Collins: Offensive Holding, 10 yards (declined)",1.52,0.43,14.0,2022,198
3.0,10:15,3.0,13.0,CIN 44,3.0,13.0,Joe Burrow pass incomplete short right intended for Samaje Perine (defended by Myles Garrett),0.43,-0.46,14.0,2022,198
3.0,10:12,4.0,13.0,CIN 44,3.0,13.0,"Drue Chrisman punts 43 yards, returned by Donovan Peoples-Jones for 4 yards (tackle by Clay Johnston)",-0.46,0.06,14.0,2022,198
3.0,10:02,1.0,10.0,CLE 17,3.0,13.0,Nick Chubb left tackle for 2 yards (tackle by B.J. Hill),-0.06,-0.25,14.0,2022,198
3.0,9:36,2.0,8.0,CLE 19,3.0,13.0,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 5 yards (tackle by Eli Apple),-0.25,-0.37,14.0,2022,198
3.0,9:14,3.0,3.0,CLE 24,3.0,13.0,"Penalty on Hjalte Froholdt: False Start, 5 yards (accepted) (no play)",-0.37,-1.0,14.0,2022,198
3.0,8:57,3.0,8.0,CLE 19,3.0,13.0,Deshaun Watson sacked by and Vonn Bell for -3 yards and Logan Wilson for -3 yards,-1.0,-2.39,14.0,2022,198
3.0,8:18,4.0,11.0,CLE 16,3.0,13.0,"Corey Bojorquez punts 40 yards, fair catch by Trent Taylor at CIN-44",-2.39,-1.86,14.0,2022,198
3.0,8:10,1.0,10.0,CIN 44,3.0,13.0,Joe Burrow pass complete short right to Ja'Marr Chase for 11 yards (tackle by John Johnson),1.86,2.59,14.0,2022,198
3.0,7:35,1.0,10.0,CLE 45,3.0,19.0,"Joe Burrow pass complete deep middle to Trenton Irwin for 45 yards, touchdown",2.59,7.0,14.0,2022,198
3.0,7:26,,,CLE 15,3.0,20.0,Evan McPherson kicks extra point good,0.0,0.0,14.0,2022,198
3.0,7:26,,,CIN 35,3.0,20.0,"Evan McPherson kicks off 65 yards, returned by Jerome Ford for 29 yards (tackle by Tre Flowers)",0.0,0.87,14.0,2022,198
3.0,7:18,1.0,10.0,CLE 29,3.0,20.0,"Deshaun Watson scrambles for no gain. Penalty on Jack Conklin: Offensive Holding, 10 yards (accepted) (no play)",0.87,0.11,14.0,2022,198
3.0,6:53,1.0,20.0,CLE 19,3.0,20.0,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 6 yards (tackle by Germaine Pratt),0.11,-0.21,14.0,2022,198
3.0,6:31,2.0,14.0,CLE 25,3.0,20.0,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 10 yards (tackle by Eli Apple),-0.21,0.43,14.0,2022,198
3.0,5:48,3.0,4.0,CLE 35,3.0,20.0,Deshaun Watson scrambles up the middle for 6 yards (tackle by Sam Hubbard),0.43,1.66,14.0,2022,198
3.0,5:16,1.0,10.0,CLE 41,3.0,20.0,Deshaun Watson pass complete deep middle to Donovan Peoples-Jones for 21 yards (tackle by Vonn Bell),1.66,3.05,14.0,2022,198
3.0,4:35,,,,,,Timeout #1 by Cleveland Browns,,,14.0,2022,198
3.0,4:35,1.0,10.0,CIN 38,3.0,20.0,Nick Chubb left tackle for -3 yards (tackle by B.J. Hill and Germaine Pratt),3.05,2.1,14.0,2022,198
3.0,4:06,2.0,13.0,CIN 41,3.0,20.0,"Deshaun Watson pass complete short right to Amari Cooper for 7 yards CIN challenged the pass completion ruling, and the original play was overturned. Deshaun Watson pass incomplete short right intended for Amari Cooper",2.1,1.42,14.0,2022,198
3.0,4:02,3.0,13.0,CIN 41,3.0,20.0,Deshaun Watson pass complete short right to David Bell for 8 yards (tackle by Logan Wilson),1.42,1.17,14.0,2022,198
3.0,3:22,4.0,5.0,CIN 33,3.0,20.0,Deshaun Watson pass complete short left to David Njoku for 6 yards (tackle by Vonn Bell),1.17,3.78,14.0,2022,198
3.0,2:47,1.0,10.0,CIN 27,3.0,20.0,Deshaun Watson pass complete short left to David Njoku for 14 yards (tackle by Cam Taylor-Britt),3.78,4.71,14.0,2022,198
3.0,2:25,1.0,10.0,CIN 13,9.0,20.0,"Deshaun Watson pass complete short right to David Njoku for 13 yards, touchdown",4.71,7.0,14.0,2022,198
3.0,2:17,,,CIN 15,10.0,20.0,Cade York kicks extra point good,0.0,0.0,14.0,2022,198
3.0,2:17,,,CLE 35,10.0,20.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,198
3.0,2:17,1.0,10.0,CIN 25,10.0,20.0,Joe Mixon right end for 40 yards (tackle by John Johnson),0.61,3.25,14.0,2022,198
3.0,1:40,1.0,10.0,CLE 35,10.0,20.0,Joe Burrow pass complete deep left to Ja'Marr Chase for 20 yards (tackle by Denzel Ward),3.25,4.58,14.0,2022,198
3.0,0:55,1.0,10.0,CLE 15,10.0,20.0,Joe Mixon left guard for 1 yard (tackle by Jeremiah Owusu-Koramoah),4.58,4.11,14.0,2022,198
3.0,0:13,2.0,9.0,CLE 14,10.0,20.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Denzel Ward),4.11,3.24,14.0,2022,198
3.0,0:09,3.0,9.0,CLE 14,10.0,20.0,Joe Burrow pass complete short right to Samaje Perine for 2 yards (tackle by Ronnie Harrison and Myles Garrett),3.24,2.63,14.0,2022,198
4.0,15:00,4.0,7.0,CLE 12,10.0,23.0,Evan McPherson 30 yard field goal good,2.63,3.0,14.0,2022,198
4.0,14:57,,,CIN 35,10.0,23.0,"Evan McPherson kicks off 64 yards, returned by Jerome Ford for 23 yards (tackle by Tre Flowers)",0.0,0.54,14.0,2022,198
4.0,14:52,1.0,10.0,CLE 24,10.0,23.0,Deshaun Watson pass incomplete short right intended for Kareem Hunt,0.54,0.0,14.0,2022,198
4.0,14:47,2.0,10.0,CLE 24,10.0,23.0,Deshaun Watson pass complete short right to Kareem Hunt for 2 yards (tackle by Mike Hilton),0.0,-0.43,14.0,2022,198
4.0,14:08,3.0,8.0,CLE 26,10.0,23.0,"Deshaun Watson pass complete short middle to Donovan Peoples-Jones for 16 yards (tackle by Cam Taylor-Britt). Penalty on Cam Taylor-Britt: Defensive Holding, 5 yards (declined)",-0.43,1.73,14.0,2022,198
4.0,13:48,1.0,10.0,CLE 42,10.0,23.0,Deshaun Watson pass deep left intended for Donovan Peoples-Jones is intercepted by Jessie Bates at CIN-37 and returned for 7 yards (tackle by Demetric Felton),1.73,-1.86,14.0,2022,198
4.0,13:39,1.0,10.0,CIN 44,10.0,23.0,Joe Burrow pass complete short left to Ja'Marr Chase for 11 yards (tackle by John Johnson),1.86,2.59,14.0,2022,198
4.0,13:05,1.0,10.0,CLE 45,10.0,23.0,Joe Burrow pass complete short left to Ja'Marr Chase for 14 yards,2.59,3.51,14.0,2022,198
4.0,12:15,1.0,10.0,CLE 31,10.0,23.0,Ja'Marr Chase sacked by Myles Garrett for -9 yards,3.51,1.75,14.0,2022,198
4.0,11:27,2.0,19.0,CLE 40,10.0,23.0,Samaje Perine right guard for 14 yards (tackle by Grant Delpit),1.75,2.94,14.0,2022,198
4.0,10:53,3.0,5.0,CLE 26,10.0,23.0,Joe Burrow pass short right (defended by Jadeveon Clowney) intended for Ja'Marr Chase is intercepted by Deion Jones at CLE-24 and returned for 5 yards (tackle by Samaje Perine),2.94,-0.87,14.0,2022,198
4.0,10:43,1.0,10.0,CLE 29,10.0,23.0,Deshaun Watson pass complete short left to Nick Chubb for 2 yards (tackle by Cam Taylor-Britt),0.87,0.6,14.0,2022,198
4.0,10:11,2.0,8.0,CLE 31,10.0,23.0,Nick Chubb left tackle for 7 yards (tackle by Cam Taylor-Britt),0.6,0.83,14.0,2022,198
4.0,9:37,3.0,1.0,CLE 38,10.0,23.0,Nick Chubb right end for no gain (tackle by D.J. Reader),0.83,-0.85,14.0,2022,198
4.0,8:55,4.0,1.0,CLE 38,10.0,23.0,Deshaun Watson right tackle for 3 yards (tackle by Sam Hubbard),-0.85,1.66,14.0,2022,198
4.0,8:33,1.0,10.0,CLE 41,10.0,23.0,Deshaun Watson pass complete short middle to Kareem Hunt for 4 yards (tackle by Germaine Pratt),1.66,1.66,14.0,2022,198
4.0,8:04,2.0,6.0,CLE 45,10.0,23.0,Deshaun Watson pass complete short right to David Njoku for 7 yards (tackle by Eli Apple),1.66,2.39,14.0,2022,198
4.0,7:41,1.0,10.0,CIN 48,10.0,23.0,Deshaun Watson pass complete deep right to Donovan Peoples-Jones for 28 yards (tackle by Vonn Bell),2.39,4.24,14.0,2022,198
4.0,7:06,1.0,10.0,CIN 20,10.0,23.0,Deshaun Watson pass incomplete deep left intended for Amari Cooper (defended by Cam Taylor-Britt),4.24,3.69,14.0,2022,198
4.0,7:01,2.0,10.0,CIN 20,10.0,23.0,Deshaun Watson pass complete short left to David Bell for 6 yards (tackle by Logan Wilson),3.69,3.89,14.0,2022,198
4.0,6:24,3.0,4.0,CIN 14,10.0,23.0,Deshaun Watson pass incomplete short middle intended for David Njoku (defended by B.J. Hill),3.89,2.58,14.0,2022,198
4.0,6:17,,,,,,Timeout #1 by Cincinnati Bengals,,,14.0,2022,198
4.0,6:17,4.0,4.0,CIN 14,10.0,23.0,Deshaun Watson scrambles left end for 4 yards (tackle by Jessie Bates and Cam Taylor-Britt),2.58,4.91,14.0,2022,198
4.0,5:59,1.0,10.0,CIN 10,10.0,23.0,Deshaun Watson pass complete short right to David Njoku for 4 yards (tackle by Logan Wilson),4.91,4.95,14.0,2022,198
4.0,5:43,2.0,6.0,CIN 6,10.0,23.0,Deshaun Watson pass incomplete short right,4.95,4.04,14.0,2022,198
4.0,5:33,3.0,6.0,CIN 6,10.0,23.0,Deshaun Watson pass incomplete short middle intended for Amari Cooper,4.04,2.99,14.0,2022,198
4.0,5:29,4.0,6.0,CIN 6,10.0,23.0,Deshaun Watson pass incomplete short left intended for Donovan Peoples-Jones (defended by Cam Taylor-Britt),2.99,0.38,14.0,2022,198
4.0,5:25,1.0,10.0,CIN 6,10.0,23.0,Joe Mixon left guard for 12 yards (tackle by John Johnson),-0.38,0.04,14.0,2022,198
4.0,4:42,1.0,10.0,CIN 18,10.0,23.0,Joe Mixon up the middle for -3 yards (tackle by Myles Garrett and Greg Newsome),0.04,-0.93,14.0,2022,198
4.0,4:36,2.0,13.0,CIN 15,10.0,23.0,"Ja'Marr Chase left end for 6 yards (tackle by John Johnson). Penalty on Trenton Irwin: Offensive Holding, 8 yards (declined)",-0.93,-0.79,14.0,2022,198
4.0,4:30,3.0,7.0,CIN 21,10.0,23.0,Trayveon Williams for 2 yards (tackle by Myles Garrett and Jadeveon Clowney),-0.79,-1.83,14.0,2022,198
4.0,4:26,,,,,,Timeout #2 by Cleveland Browns,,,14.0,2022,198
4.0,4:26,4.0,5.0,CIN 23,10.0,23.0,Drue Chrisman punts 25 yards out of bounds,-1.83,-2.39,14.0,2022,198
